Local time in Dhaka (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
05.04.2020 16:00,34.0,755.5,756.2,59,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,25.0,
05.04.2020 15:30,34.0,755.5,756.2,59,Wind blowing from the east-southeast,4,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,25.0,
05.04.2020 15:00,34.0,755.5,756.2,59,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,25.0,
05.04.2020 14:30,35.0,757.0,757.7,53,Wind blowing from the north-east,5,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,24.0,
05.04.2020 14:00,36.0,757.5,758.2,50,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,24.0,
05.04.2020 13:30,36.0,757.0,757.7,50,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,24.0,
05.04.2020 13:00,35.0,757.5,758.2,50,Wind blowing from the south-southeast,5,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
05.04.2020 12:30,34.0,757.5,758.2,56,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 12:00,34.0,758.3,759.0,56,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 11:30,33.0,758.3,759.0,59,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 11:00,33.0,758.3,759.0,59,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 10:30,32.0,758.3,759.0,63,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 10:00,32.0,758.3,759.0,63,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,24.0,
05.04.2020 09:30,31.0,759.0,759.7,66,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,24.0,
05.04.2020 09:00,30.0,759.0,759.7,70,Wind blowing from the north-northeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,24.0,
05.04.2020 08:30,30.0,759.0,759.7,70,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,24.0,
05.04.2020 08:00,29.0,759.0,759.7,70,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m,3.5,23.0,
05.04.2020 07:30,28.0,758.3,759.0,74,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,23.0,
05.04.2020 07:00,27.0,758.3,759.0,79,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,23.0,
05.04.2020 06:30,26.0,757.5,758.2,79,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,22.0,
05.04.2020 06:00,26.0,757.5,758.2,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,21.0,
05.04.2020 05:00,27.0,757.0,757.7,70,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,21.0,
05.04.2020 04:30,27.0,757.0,757.7,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,21.0,
05.04.2020 04:00,27.0,757.0,757.7,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,21.0,
05.04.2020 03:30,27.0,757.0,757.7,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,19.0,
05.04.2020 03:00,27.0,757.0,757.7,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
05.04.2020 02:30,27.0,757.0,757.7,58,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,18.0,
05.04.2020 02:00,27.0,757.5,758.2,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
05.04.2020 01:30,28.0,757.5,758.2,51,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
05.04.2020 01:00,28.0,757.5,758.2,51,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
05.04.2020 00:30,28.0,757.5,758.2,51,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
05.04.2020 00:00,28.0,757.5,758.2,51,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 23:30,28.0,758.3,759.0,51,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 23:00,28.0,758.3,759.0,51,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 22:30,28.0,758.3,759.0,51,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 22:00,28.0,758.3,759.0,51,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 21:30,28.0,757.5,758.2,51,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,17.0,
04.04.2020 21:00,28.0,757.5,758.2,48,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
04.04.2020 20:30,28.0,757.5,758.2,48,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
04.04.2020 20:00,29.0,757.0,757.7,45,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
04.04.2020 19:30,29.0,757.0,757.7,43,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 19:00,30.0,756.2,756.9,40,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 18:30,30.0,756.2,756.9,40,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 18:00,31.0,756.2,756.9,38,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 17:30,31.0,755.5,756.2,35,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 450 m,4.0,14.0,
04.04.2020 17:00,32.0,755.5,756.2,36,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 16:30,33.0,755.5,756.2,34,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 16:00,34.0,756.2,756.9,32,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 15:30,35.0,756.2,756.9,30,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 15:00,36.0,756.2,756.9,28,Wind blowing from the east,3,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 14:30,36.0,757.0,757.7,28,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m,4.0,15.0,
04.04.2020 14:00,36.0,757.0,757.7,32,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
04.04.2020 13:30,36.0,757.5,758.2,34,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m,4.0,18.0,
04.04.2020 13:00,35.0,757.5,758.2,39,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,4.0,19.0,
04.04.2020 12:30,34.0,758.3,759.0,47,Wind blowing from the east,3,,Haze,,No Significant Clouds,4.0,21.0,
04.04.2020 12:00,34.0,758.3,759.0,47,Wind blowing from the east,2,,Haze,,No Significant Clouds,4.0,21.0,
04.04.2020 06:30,24.0,758.3,759.0,83,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.2,21.0,
04.04.2020 06:00,24.0,757.5,758.2,83,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.2,21.0,
04.04.2020 05:30,24.0,757.5,758.2,83,Wind blowing from the east-northeast,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,21.0,
04.04.2020 04:30,24.0,757.0,757.7,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,20.0,
04.04.2020 04:00,24.0,757.0,757.7,78,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,20.0,
04.04.2020 03:30,25.0,757.0,757.7,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 03:00,25.0,757.0,757.7,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 02:30,25.0,757.0,757.7,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 02:00,25.0,757.0,757.7,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 01:30,25.0,757.0,757.7,74,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 01:00,25.0,757.0,757.7,74,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 00:30,25.0,757.0,757.7,74,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
04.04.2020 00:00,25.0,757.0,757.7,74,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 23:30,26.0,757.5,758.2,70,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 23:00,26.0,757.5,758.2,70,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 22:30,26.0,757.0,757.7,70,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 22:00,26.0,757.0,757.7,70,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 21:30,26.0,757.0,757.7,70,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 21:00,26.0,757.0,757.7,70,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 20:30,26.0,756.2,756.9,70,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 20:00,26.0,756.2,756.9,70,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 19:30,26.0,756.2,756.9,70,Wind blowing from the south-east,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
03.04.2020 19:00,27.0,755.5,756.2,66,Wind blowing from the south-southeast,5,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,20.0,
03.04.2020 18:30,28.0,754.7,755.4,62,Wind blowing from the south-east,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,4.0,20.0,
03.04.2020 18:00,29.0,755.5,756.2,58,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,4.0,20.0,
03.04.2020 17:30,30.0,755.5,756.2,59,Wind blowing from the south-east,6,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,21.0,
03.04.2020 17:00,32.0,755.5,756.2,55,Wind blowing from the south-southeast,7,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,22.0,
03.04.2020 16:30,33.0,754.7,755.4,56,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 16:00,34.0,754.7,755.4,53,Wind blowing from the west-northwest,4,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 15:30,34.0,754.7,755.4,53,Wind blowing from the north-east,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 15:00,34.0,755.5,756.2,53,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 14:30,33.0,755.5,756.2,56,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 14:00,33.0,756.2,756.9,56,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 13:30,33.0,756.2,756.9,56,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 13:00,33.0,757.0,757.7,56,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,23.0,
03.04.2020 12:30,32.0,757.0,757.7,59,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3600 m,4.0,23.0,
03.04.2020 12:00,32.0,757.0,757.7,59,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,23.0,
03.04.2020 11:30,32.0,757.5,758.2,59,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,23.0,
03.04.2020 11:00,31.0,757.5,758.2,59,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,22.0,
03.04.2020 10:30,31.0,757.5,758.2,59,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 3000 m,4.0,22.0,
03.04.2020 10:00,30.0,757.5,758.2,62,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,22.0,
03.04.2020 09:30,29.0,758.3,759.0,66,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,22.0,
03.04.2020 09:00,28.0,757.5,758.2,70,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,22.0,
03.04.2020 08:30,27.0,757.5,758.2,74,Wind blowing from the east-southeast,3,,Haze,,No Significant Clouds,3.5,22.0,
03.04.2020 08:00,26.0,757.5,758.2,74,Wind blowing from the south-east,3,,Haze,,No Significant Clouds,3.5,21.0,
03.04.2020 07:30,25.0,757.0,757.7,74,Wind blowing from the east-southeast,3,,Haze,,No Significant Clouds,3.5,20.0,
03.04.2020 07:00,25.0,757.0,757.7,79,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,21.0,
03.04.2020 06:30,24.0,757.0,757.7,83,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.2,21.0,
03.04.2020 06:00,24.0,756.2,756.9,83,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.2,21.0,
03.04.2020 05:30,24.0,756.2,756.9,83,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,21.0,
03.04.2020 05:00,24.0,755.5,756.2,78,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,20.0,
03.04.2020 04:30,24.0,755.5,756.2,78,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,20.0,
03.04.2020 04:00,24.0,755.5,756.2,78,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,20.0,
03.04.2020 03:30,24.0,755.5,756.2,83,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
03.04.2020 03:00,24.0,755.5,756.2,83,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
03.04.2020 02:30,24.0,755.5,756.2,83,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
03.04.2020 02:00,24.0,755.5,756.2,83,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,21.0,
03.04.2020 01:30,24.0,755.5,756.2,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,20.0,
03.04.2020 01:00,24.0,755.5,756.2,83,Wind blowing from the east-northeast,2,,Thunderstorm,,Broken clouds (60-90%) 270 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,21.0,
03.04.2020 00:30,23.0,756.2,756.9,89,Wind blowing from the north-northeast,5,,Thunderstorm,,Broken clouds (60-90%) 270 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,21.0,
03.04.2020 00:00,23.0,755.5,756.2,89,Wind blowing from the south,5,,Thunderstorm,,Broken clouds (60-90%) 270 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,21.0,
02.04.2020 23:30,23.0,755.5,756.2,83,Wind blowing from the south,8,,Thunderstorm  rain,,Broken clouds (60-90%) 270 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,20.0,
02.04.2020 23:00,24.0,756.2,756.9,78,Wind blowing from the north-west,5,,Thunderstorm  rain,,Broken clouds (60-90%) 2700 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,20.0,
02.04.2020 22:30,25.0,756.2,756.9,79,Wind blowing from the south,4,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,21.0,
02.04.2020 22:00,25.0,756.2,756.9,79,Wind blowing from the south,4,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,21.0,
02.04.2020 21:30,25.0,756.2,756.9,83,Wind blowing from the south,4,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,22.0,
02.04.2020 21:00,24.0,756.2,756.9,83,Wind blowing from the south,5,,Thunderstorm  rain,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,21.0,
02.04.2020 20:30,25.0,755.5,756.2,83,Wind blowing from the south,4,,Thunderstorm  rain,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,3.2,22.0,
02.04.2020 20:00,25.0,755.5,756.2,79,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
02.04.2020 19:30,25.0,754.7,755.4,79,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
02.04.2020 19:00,26.0,754.7,755.4,74,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
02.04.2020 18:30,26.0,753.9,754.6,79,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,22.0,
02.04.2020 18:00,23.0,754.7,755.4,94,Wind blowing from the north,11,,Thunderstorm  rain,,Broken clouds (60-90%) 270 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,2.5,22.0,
02.04.2020 17:30,28.0,753.9,754.6,89,Wind blowing from the north,9,,Thunderstorm  rain,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,2.5,26.0,
02.04.2020 17:00,30.0,753.9,754.6,79,Wind blowing from the west-southwest,5,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,2.8,26.0,
02.04.2020 16:30,30.0,753.2,753.9,84,Wind blowing from the west,8,,Thunderstorm  rain,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,2.5,27.0,
02.04.2020 16:00,35.0,753.2,753.9,50,Wind blowing from the south-west,6,,Haze,,Scattered clouds (40-50%) 450 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,23.0,
02.04.2020 15:30,37.0,753.2,753.9,39,Wind blowing from the south-southwest,5,,Haze,,No Significant Clouds,4.0,21.0,
02.04.2020 15:00,37.0,753.9,754.6,39,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 450 m,4.0,21.0,
02.04.2020 14:30,37.0,753.9,754.6,42,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
02.04.2020 14:00,37.0,754.7,755.4,42,Wind blowing from the south-west,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
02.04.2020 13:30,36.0,754.7,755.4,42,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
02.04.2020 13:00,36.0,755.5,756.2,44,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
02.04.2020 12:30,36.0,755.5,756.2,44,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,22.0,
02.04.2020 12:00,35.0,756.2,756.9,47,Wind blowing from the west-southwest,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,22.0,
02.04.2020 11:30,34.0,756.2,756.9,41,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 11:00,34.0,756.2,756.9,44,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 10:30,33.0,756.2,756.9,46,Wind blowing from the west,3,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 10:00,33.0,756.2,756.9,46,Wind blowing from the west,2,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 09:30,32.0,757.0,757.7,49,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 09:00,32.0,756.2,756.9,49,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.2,20.0,
02.04.2020 08:30,30.0,756.2,756.9,59,Wind blowing from the west,3,,Haze,,No Significant Clouds,2.8,21.0,
02.04.2020 08:00,27.0,756.2,756.9,70,Calm  no wind,0,,Haze,,No Significant Clouds,2.8,21.0,
02.04.2020 07:30,27.0,755.5,756.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,22.0,
02.04.2020 07:00,27.0,755.5,756.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,22.0,
02.04.2020 06:30,26.0,754.7,755.4,74,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,21.0,
02.04.2020 06:00,26.0,754.7,755.4,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
02.04.2020 05:30,26.0,754.7,755.4,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 05:00,26.0,754.7,755.4,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
02.04.2020 04:30,26.0,753.9,754.6,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 04:00,26.0,753.9,754.6,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 03:30,26.0,753.9,754.6,65,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 03:00,26.0,753.9,754.6,65,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 02:30,26.0,753.9,754.6,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 02:00,26.0,754.7,755.4,61,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
02.04.2020 01:30,26.0,754.7,755.4,61,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,18.0,
02.04.2020 01:00,27.0,754.7,755.4,62,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 00:30,27.0,755.5,756.2,62,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
02.04.2020 00:00,27.0,755.5,756.2,62,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 23:30,28.0,755.5,756.2,62,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,20.0,
01.04.2020 23:00,28.0,755.5,756.2,62,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,20.0,
01.04.2020 22:30,28.0,755.5,756.2,58,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 22:00,28.0,755.5,756.2,58,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 21:30,28.0,755.5,756.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
01.04.2020 21:00,29.0,755.5,756.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
01.04.2020 20:30,29.0,755.5,756.2,55,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,4.0,19.0,
01.04.2020 20:00,30.0,754.7,755.4,55,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,4.0,20.0,
