Local time in Agartala,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
26.03.2020 05:30,20.0,756.4,757.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
25.03.2020 18:30,28.0,754.1,755.4,66,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,21.0,
25.03.2020 17:30,30.0,754.1,755.4,55,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
25.03.2020 16:30,32.0,754.1,755.4,46,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,19.0,
25.03.2020 15:30,34.0,754.1,755.4,34,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,16.0,
25.03.2020 14:30,33.0,754.1,755.4,36,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
25.03.2020 13:30,33.0,754.9,756.2,34,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
25.03.2020 12:30,33.0,755.6,756.9,38,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
25.03.2020 11:30,32.0,756.4,757.7,38,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
25.03.2020 11:00,32.0,756.9,758.2,46,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,19.0,
25.03.2020 10:30,31.0,756.9,758.2,46,Wind blowing from the north-northwest,1,,Haze,,Few clouds (10-30%) 600 m,5.0,18.0,
25.03.2020 10:00,30.0,756.9,758.2,49,Wind blowing from the north,1,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
25.03.2020 09:30,29.0,756.9,758.2,51,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 09:02,27.0,757.7,759.0,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.0,18.0,
25.03.2020 09:00,27.0,757.7,759.0,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.0,18.0,
25.03.2020 08:30,27.0,756.9,758.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,18.0,
25.03.2020 07:30,24.0,756.9,758.2,69,Calm  no wind,0,,Haze,,No Significant Clouds,2.0,18.0,
25.03.2020 06:30,20.0,756.4,757.7,88,Calm  no wind,0,,Mist,,No Significant Clouds,1.8,18.0,
25.03.2020 05:30,19.0,755.6,756.9,94,Calm  no wind,0,,Mist,,No Significant Clouds,1.8,18.0,
25.03.2020 04:30,19.0,755.6,756.9,94,Calm  no wind,0,,Mist,,No Significant Clouds,2.0,18.0,
24.03.2020 19:30,25.0,755.6,756.9,74,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
24.03.2020 19:00,26.0,755.6,756.9,70,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
24.03.2020 18:30,27.0,755.6,756.9,66,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
24.03.2020 18:00,28.0,754.9,756.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,19.0,
24.03.2020 17:30,29.0,754.9,756.2,55,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,19.0,
24.03.2020 17:00,29.0,754.9,756.2,51,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
24.03.2020 16:30,30.0,754.9,756.2,49,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
24.03.2020 16:00,31.0,754.9,756.2,43,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,17.0,
24.03.2020 15:30,32.0,754.9,756.2,41,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,17.0,
24.03.2020 15:00,32.0,754.9,756.2,38,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 600 m,6.0,16.0,
24.03.2020 14:30,32.0,754.9,756.2,38,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 600 m,6.0,16.0,
24.03.2020 14:00,33.0,755.6,756.9,36,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 600 m,6.0,16.0,
24.03.2020 13:30,33.0,755.6,756.9,36,Wind blowing from the north,2,,,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,6.0,16.0,
24.03.2020 13:00,32.0,756.4,757.7,43,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,6.0,18.0,
24.03.2020 12:30,31.0,756.4,757.7,46,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,6.0,18.0,
24.03.2020 12:00,32.0,756.9,758.2,46,Wind blowing from the west-northwest,2,,,,Scattered clouds (40-50%) 750 m,6.0,19.0,
24.03.2020 11:30,32.0,757.7,759.0,46,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 750 m,5.0,19.0,
24.03.2020 11:00,30.0,757.7,759.0,49,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 750 m,4.0,18.0,
24.03.2020 10:30,30.0,758.4,759.7,49,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 750 m,4.0,18.0,
24.03.2020 10:00,30.0,758.4,759.7,52,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 750 m,3.5,19.0,
24.03.2020 09:30,30.0,758.4,759.7,52,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 750 m,3.5,19.0,
24.03.2020 09:00,28.0,758.4,759.7,55,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 750 m,3.0,18.0,
24.03.2020 08:30,27.0,758.4,759.7,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 750 m,3.0,18.0,
24.03.2020 08:00,26.0,758.4,759.7,65,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,19.0,
24.03.2020 07:30,24.0,758.4,759.7,74,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,19.0,
24.03.2020 06:30,19.0,757.7,759.0,94,Calm  no wind,0,,Mist,,No Significant Clouds,2.5,18.0,
24.03.2020 05:30,18.0,756.9,758.2,94,Calm  no wind,0,,Mist,,No Significant Clouds,3.0,17.0,
23.03.2020 19:30,24.0,756.9,758.2,69,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
23.03.2020 19:00,25.0,756.9,758.2,65,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
23.03.2020 18:30,26.0,756.4,757.7,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,18.0,
23.03.2020 18:00,27.0,756.4,757.7,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,19.0,
23.03.2020 17:33,28.0,756.4,757.7,58,Calm  no wind,0,,,,Few clouds (10-30%) 600 m,6.0,19.0,
23.03.2020 17:30,26.0,756.4,757.7,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,18.0,
23.03.2020 17:00,28.0,755.6,756.9,58,Calm  no wind,0,,,,No Significant Clouds,6.0,19.0,
23.03.2020 16:30,29.0,755.6,756.9,55,Calm  no wind,0,,,,Few clouds (10-30%) 3000 m,6.0,19.0,
23.03.2020 16:00,29.0,755.6,756.9,55,Calm  no wind,0,,,,Few clouds (10-30%) 3000 m,6.0,19.0,
23.03.2020 15:30,30.0,755.6,756.9,52,Calm  no wind,0,,,,Few clouds (10-30%) 3000 m,6.0,19.0,
23.03.2020 15:00,30.0,755.6,756.9,49,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,6.0,18.0,
23.03.2020 14:30,30.0,756.4,757.7,49,Wind blowing from the north,2,,,,Few clouds (10-30%) 750 m  scattered clouds (40-50%) 3000 m,6.0,18.0,
23.03.2020 14:00,30.0,756.4,757.7,49,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 750 m  scattered clouds (40-50%) 3000 m,6.0,18.0,
23.03.2020 13:30,30.0,756.9,758.2,49,Wind blowing from the north-northwest,2,,,,Scattered clouds (40-50%) 750 m  scattered clouds (40-50%) 3000 m,6.0,18.0,
23.03.2020 13:00,31.0,757.7,759.0,43,Wind blowing from the north-west,3,,,,Scattered clouds (40-50%) 750 m,6.0,17.0,
23.03.2020 12:30,30.0,757.7,759.0,46,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 750 m,5.0,17.0,
23.03.2020 12:00,31.0,757.7,759.0,43,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 3000 m,5.0,17.0,
23.03.2020 11:30,31.0,758.4,759.7,43,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 3000 m,5.0,17.0,
23.03.2020 11:00,31.0,758.4,759.7,43,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 3000 m,5.0,17.0,
23.03.2020 10:30,30.0,759.2,760.5,46,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m,5.0,17.0,
23.03.2020 10:00,29.0,759.2,760.5,45,Calm  no wind,0,,Haze,,No Significant Clouds,3.0,16.0,
23.03.2020 09:30,28.0,759.2,760.5,48,Calm  no wind,0,,Haze,,No Significant Clouds,3.0,16.0,
23.03.2020 09:00,25.0,759.2,760.5,69,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,19.0,
23.03.2020 08:30,25.0,759.2,760.5,65,Calm  no wind,0,,Mist,,No Significant Clouds,2.5,18.0,
23.03.2020 08:00,23.0,759.2,760.5,78,Calm  no wind,0,,Mist,,No Significant Clouds,2.0,19.0,
23.03.2020 07:30,22.0,759.2,760.5,83,Calm  no wind,0,,Mist,,No Significant Clouds,1.5,19.0,
23.03.2020 06:30,19.0,758.4,759.7,94,Calm  no wind,0,,Mist,,No Significant Clouds,1.5,18.0,
23.03.2020 05:30,18.0,757.7,759.0,94,Calm  no wind,0,,Mist,,No Significant Clouds,1.5,17.0,
22.03.2020 19:00,24.0,758.4,759.7,69,Wind blowing from the north,1,,Haze,,No Significant Clouds,5.0,18.0,
22.03.2020 18:30,24.0,757.7,759.0,74,Wind blowing from the north-northeast,1,,Haze,,No Significant Clouds,5.0,19.0,
22.03.2020 18:00,25.0,757.7,759.0,69,Wind blowing from the north,2,,,,,6.0,19.0,
22.03.2020 17:30,25.0,757.7,759.0,69,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m,6.0,19.0,
22.03.2020 17:00,26.0,757.7,759.0,65,Wind blowing from the north,2,,,,,6.0,19.0,
22.03.2020 16:30,27.0,756.9,758.2,62,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m,6.0,19.0,
22.03.2020 16:00,28.0,756.9,758.2,51,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m,6.0,17.0,
22.03.2020 15:30,29.0,756.9,758.2,48,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m  few clouds (10-30%) 3000 m,6.0,17.0,
22.03.2020 15:00,29.0,756.9,758.2,48,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m  few clouds (10-30%) 3000 m,6.0,17.0,
22.03.2020 14:30,29.0,757.7,759.0,48,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,6.0,17.0,
22.03.2020 14:00,31.0,757.7,759.0,40,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,6.0,16.0,
22.03.2020 13:30,31.0,757.7,759.0,40,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,6.0,16.0,
22.03.2020 13:00,30.0,758.4,759.7,43,Wind blowing from the north,2,,,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,6.0,16.0,
22.03.2020 12:00,31.0,759.2,760.5,46,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
22.03.2020 11:30,30.0,759.9,761.2,49,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.5,18.0,
22.03.2020 11:00,27.0,759.9,761.2,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
22.03.2020 10:30,26.0,759.9,761.2,61,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,18.0,
22.03.2020 10:00,25.0,759.9,761.2,69,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
22.03.2020 09:30,24.0,760.7,762.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,20.0,
22.03.2020 09:00,23.0,760.7,762.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
22.03.2020 08:30,23.0,760.7,762.0,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,3.0,19.0,
22.03.2020 08:00,22.0,760.7,762.0,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,2.7,19.0,
22.03.2020 07:30,21.0,760.7,762.0,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 06:30,20.0,759.9,761.2,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 05:30,20.0,759.2,760.5,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,3.0,18.0,
21.03.2020 19:30,25.0,756.9,758.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,20.0,
21.03.2020 19:00,26.0,756.9,758.2,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.5,20.0,
21.03.2020 18:30,27.0,756.9,758.2,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.5,20.0,
21.03.2020 18:00,29.0,756.4,757.7,55,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,4.5,19.0,
21.03.2020 17:30,30.0,756.4,757.7,52,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,19.0,
21.03.2020 17:00,31.0,756.4,757.7,46,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
21.03.2020 16:30,31.0,756.4,757.7,46,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
21.03.2020 16:00,31.0,756.4,757.7,40,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,16.0,
21.03.2020 15:30,32.0,756.4,757.7,38,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
21.03.2020 15:00,33.0,756.4,757.7,38,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
21.03.2020 14:30,,,757.7,,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,,
21.03.2020 14:00,33.0,756.9,758.2,38,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,17.0,
21.03.2020 13:30,33.0,756.9,758.2,38,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,17.0,
21.03.2020 13:00,33.0,757.7,759.0,30,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,5.0,13.0,
21.03.2020 12:30,33.0,757.7,759.0,30,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,4.5,13.0,
21.03.2020 12:00,33.0,757.7,759.0,30,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
21.03.2020 11:30,33.0,758.4,759.7,34,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,15.0,
21.03.2020 11:00,32.0,758.4,759.7,38,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 600 m,3.5,16.0,
21.03.2020 10:30,32.0,759.2,760.5,41,Wind blowing from the west-northwest,1,,Haze,,Few clouds (10-30%) 600 m,3.5,17.0,
21.03.2020 10:00,32.0,759.2,760.5,43,Wind blowing from the south-southwest,1,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
21.03.2020 09:30,31.0,759.2,760.5,49,Wind blowing from the south-southwest,1,,Haze,,No Significant Clouds,3.0,19.0,
21.03.2020 09:00,29.0,759.2,760.5,58,Wind blowing from the south-east,1,,Haze,,No Significant Clouds,2.8,20.0,
21.03.2020 08:30,28.0,759.2,760.5,62,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,20.0,
21.03.2020 08:00,26.0,759.2,760.5,65,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.2,19.0,
21.03.2020 07:30,24.0,758.4,759.7,74,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.0,19.0,
21.03.2020 06:30,21.0,757.7,759.0,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,1.8,18.0,
21.03.2020 05:30,20.0,756.9,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,1.8,19.0,
21.03.2020 04:30,20.0,756.9,758.2,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,2.5,19.0,
20.03.2020 19:30,25.0,756.4,757.7,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,20.0,
20.03.2020 19:00,26.0,755.6,756.9,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
20.03.2020 18:30,26.0,754.9,756.2,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
20.03.2020 18:00,26.0,754.9,756.2,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
20.03.2020 17:30,27.0,754.9,756.2,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,20.0,
20.03.2020 17:00,28.0,754.9,756.2,66,Wind blowing from the north-northwest,2,,Light rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,21.0,
20.03.2020 16:30,28.0,754.9,756.2,62,Wind blowing from the north-northwest,1,,Light rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,20.0,
20.03.2020 16:00,28.0,754.9,756.2,55,Wind blowing from the north,1,,Light rain,,Few clouds (10-30%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,18.0,
20.03.2020 15:30,30.0,754.9,756.2,46,Wind blowing from the north,1,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,17.0,
20.03.2020 15:00,32.0,754.9,756.2,38,Wind blowing from the north-northwest,1,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  few clouds (10-30%) 900 m  cumulonimbus clouds,4.0,16.0,
20.03.2020 14:30,32.0,754.9,756.2,38,Wind blowing from the north-northwest,1,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  few clouds (10-30%) 900 m  cumulonimbus clouds,4.0,16.0,
20.03.2020 14:00,33.0,755.6,756.9,38,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  few clouds (10-30%) 900 m  cumulonimbus clouds,4.0,17.0,
20.03.2020 13:30,33.0,755.6,756.9,38,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,17.0,
20.03.2020 13:00,33.0,756.4,757.7,38,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,17.0,
20.03.2020 12:30,32.0,756.9,758.2,41,Wind blowing from the north-west,1,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,17.0,
20.03.2020 12:00,32.0,756.9,758.2,41,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  broken clouds (60-90%) 3000 m,4.0,17.0,
20.03.2020 11:30,32.0,757.7,759.0,41,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,17.0,
20.03.2020 11:00,32.0,757.7,759.0,41,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
20.03.2020 10:30,32.0,758.4,759.7,43,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,18.0,
20.03.2020 10:00,31.0,758.4,759.7,49,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
20.03.2020 09:30,30.0,758.4,759.7,52,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
20.03.2020 09:00,28.0,759.2,760.5,55,Calm  no wind,0,,Haze,,Broken clouds (60-90%) 3000 m,3.0,18.0,
20.03.2020 08:30,27.0,758.4,759.7,58,Calm  no wind,0,,Haze,,Broken clouds (60-90%) 3000 m,2.5,18.0,
20.03.2020 08:00,25.0,758.4,759.7,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,2.5,18.0,
20.03.2020 07:30,23.0,758.4,759.7,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,2.5,18.0,
20.03.2020 06:30,22.0,757.7,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
20.03.2020 05:30,21.0,757.7,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
19.03.2020 19:30,24.0,756.9,758.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,19.0,
19.03.2020 19:00,25.0,756.4,757.7,74,Calm  no wind,0,,Haze,,No Significant Clouds,4.5,20.0,
19.03.2020 18:30,26.0,756.4,757.7,65,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,19.0,
19.03.2020 18:00,28.0,756.4,757.7,55,Calm  no wind,0,,,,No Significant Clouds,5.0,18.0,
19.03.2020 17:30,29.0,756.4,757.7,51,Calm  no wind,0,,,,No Significant Clouds,6.0,18.0,
19.03.2020 17:00,30.0,756.4,757.7,49,Calm  no wind,0,,,,No Significant Clouds,6.0,18.0,
19.03.2020 16:30,31.0,755.6,756.9,46,Calm  no wind,0,,,,No Significant Clouds,6.0,18.0,
19.03.2020 16:00,31.0,755.6,756.9,43,Wind blowing from the north,1,,,,No Significant Clouds,6.0,17.0,
19.03.2020 15:30,31.0,756.4,757.7,43,Wind blowing from the north,1,,,,No Significant Clouds,6.0,17.0,
19.03.2020 15:00,31.0,756.4,757.7,38,Wind blowing from the north,1,,,,No Significant Clouds,6.0,15.0,
19.03.2020 14:30,31.0,756.4,757.7,38,Wind blowing from the north,2,,,,No Significant Clouds,6.0,15.0,
19.03.2020 14:00,32.0,756.4,757.7,36,Wind blowing from the north,2,,,,No Significant Clouds,6.0,15.0,
19.03.2020 13:30,32.0,756.9,758.2,36,Wind blowing from the north,2,,,,No Significant Clouds,6.0,15.0,
19.03.2020 13:00,32.0,756.9,758.2,36,Wind blowing from the west-northwest,2,,,,No Significant Clouds,6.0,15.0,
19.03.2020 12:30,32.0,757.7,759.0,36,Wind blowing from the north-northwest,2,,,,No Significant Clouds,6.0,15.0,
19.03.2020 12:00,33.0,758.4,759.7,32,Wind blowing from the north-northwest,2,,,,No Significant Clouds,6.0,14.0,
19.03.2020 11:30,32.0,758.4,759.7,33,Wind blowing from the north-west,2,,,,No Significant Clouds,6.0,14.0,
19.03.2020 11:00,32.0,759.2,760.5,29,Wind blowing from the north-west,2,,,,No Significant Clouds,6.0,12.0,
19.03.2020 10:30,31.0,759.2,760.5,31,Wind blowing from the north-northwest,2,,,,No Significant Clouds,6.0,12.0,
19.03.2020 10:00,30.0,759.9,761.2,35,Wind blowing from the north-west,2,,,,No Significant Clouds,6.0,13.0,
19.03.2020 09:30,29.0,759.9,761.2,40,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,14.0,
19.03.2020 09:00,28.0,759.9,761.2,48,Calm  no wind,0,,Haze,,No Significant Clouds,4.5,16.0,
19.03.2020 08:30,27.0,759.2,760.5,51,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,16.0,
19.03.2020 08:00,26.0,759.2,760.5,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
19.03.2020 07:30,24.0,759.2,760.5,65,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,17.0,
19.03.2020 06:30,20.0,758.4,759.7,88,Calm  no wind,0,,Mist,,No Significant Clouds,2.5,18.0,
19.03.2020 05:30,18.0,757.7,759.0,94,Calm  no wind,0,,Mist,,No Significant Clouds,2.2,17.0,
18.03.2020 19:00,27.0,756.9,758.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,4.5,18.0,
18.03.2020 18:30,27.0,756.9,758.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,4.5,18.0,
18.03.2020 18:00,27.0,756.9,758.2,58,Calm  no wind,0,,Haze,,No Significant Clouds,4.5,18.0,
18.03.2020 17:30,28.0,756.9,758.2,55,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,18.0,
18.03.2020 17:00,29.0,756.9,758.2,48,Calm  no wind,0,,Haze,,No Significant Clouds,5.0,17.0,
18.03.2020 16:30,29.0,756.4,757.7,48,Calm  no wind,0,,,,No Significant Clouds,6.0,17.0,
18.03.2020 16:00,29.0,756.4,757.7,48,Calm  no wind,0,,,,No Significant Clouds,6.0,17.0,
18.03.2020 15:30,30.0,756.4,757.7,46,Wind blowing from the north-northwest,2,,,,No Significant Clouds,6.0,17.0,
18.03.2020 15:00,30.0,756.9,758.2,46,Calm  no wind,0,,,,Few clouds (10-30%) 600 m,6.0,17.0,
18.03.2020 14:30,31.0,756.9,758.2,43,Wind blowing from the north,2,,,,Few clouds (10-30%) 600 m,6.0,17.0,
18.03.2020 14:00,33.0,757.7,759.0,38,Calm  no wind,0,,,,Few clouds (10-30%) 600 m,6.0,17.0,
18.03.2020 13:30,32.0,757.7,759.0,41,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 600 m,6.0,17.0,
18.03.2020 12:30,33.0,758.4,759.7,36,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
18.03.2020 12:00,31.0,759.2,760.5,35,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
