Local time in Hailun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.03.2020 08:00,-10.6,734.7,756.0,,87,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.0,,,2500 or more  or no clouds.,,,7.0,-12.3,No precipitation,12,,,,
14.03.2020 05:00,-14.5,735.2,756.5,,88,Wind blowing from the south,1,,6,,Mist. ,,,-17.7,-6.0,,,,,,9.0,-16.0,No precipitation,6,,,,
14.03.2020 02:00,-13.5,736.1,757.5,,87,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.0,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
13.03.2020 23:00,-12.1,737.4,758.8,,81,Wind blowing from the south-southeast,2,,,, ,,,-17.7,-6.0,,,,,,17.0,-14.7,No precipitation,6,,,,
13.03.2020 20:00,-10.2,738.7,760.3,-0.8,75,Wind blowing from the south-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.0,,,2500 or more  or no clouds.,,,21.0,-13.9,No precipitation,12,,,,
13.03.2020 17:00,-6.3,739.5,761.0,,63,Wind blowing from the south,4,,,100%., ,,,-17.7,-6.0,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,6,,,,
13.03.2020 14:00,-6.9,741.0,762.5,,50,Wind blowing from the south-southwest,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.9,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
13.03.2020 11:00,-9.2,743.2,764.8,,44,Wind blowing from the west-southwest,6,,10,no clouds, ,,,-17.7,-4.7,,,,,,30.0,-19.2,No precipitation,6,,,,
13.03.2020 08:00,-15.2,744.1,766.0,0.8,49,Wind blowing from the west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.8,,,,,,24.0,-23.5,No precipitation,12,,,,
13.03.2020 05:00,-16.5,743.3,765.1,,57,Wind blowing from the west,4,,11,, ,,,-16.6,-3.8,,,,,,30.0,-23.0,No precipitation,6,,,,
13.03.2020 02:00,-14.7,742.6,764.3,1.8,61,Wind blowing from the west,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-3.8,,,2500 or more  or no clouds.,,,30.0,-20.7,Trace of precipitation,12,,,,
12.03.2020 23:00,-11.9,740.8,762.1,,60,Wind blowing from the west,6,,16,, ,,,-11.9,-3.8,,,,,,30.0,-18.1,No precipitation,6,,,,
12.03.2020 20:00,-11.2,739.5,760.8,,65,Wind blowing from the west,5,,16,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-3.8,,,2500 or more  or no clouds.,,,30.0,-16.5,Trace of precipitation,12,,,,
12.03.2020 17:00,-10.5,737.3,758.5,,66,Wind blowing from the west,5,,16,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.8,,,2500 or more  or no clouds.,,,30.0,-15.6,Trace of precipitation,6,,,,
12.03.2020 14:00,-9.2,735.8,756.9,,45,Wind blowing from the west,9,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-1.3,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
12.03.2020 11:00,-4.7,734.4,755.2,,54,Wind blowing from the west,7,,,20–30%., ,,,-7.9,-1.3,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,6,,,,
12.03.2020 08:00,-5.6,733.8,754.7,0.8,67,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,29.0,-10.9,No precipitation,12,,,,
12.03.2020 05:00,-6.3,733.0,753.8,,78,Wind blowing from the west-southwest,4,,8,, ,,,,-1.3,,,,,,17.0,-9.5,No precipitation,6,,,,
12.03.2020 02:00,-4.4,733.5,754.2,-2.3,85,Wind blowing from the south,6,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.3,,,2500 or more  or no clouds.,,,7.0,-6.5,No precipitation,12,,,,
11.03.2020 23:00,-5.3,735.8,756.7,,80,Wind blowing from the south-southeast,6,,,,Haze. ,,,,-1.3,,,,,,6.0,-8.2,No precipitation,6,,,,
11.03.2020 20:00,-6.0,737.2,758.5,-0.3,77,Wind blowing from the south,3,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-1.3,,,2500 or more  or no clouds.,,,5.0,-9.4,No precipitation,12,,,,
11.03.2020 17:00,-2.8,737.5,758.7,,68,Wind blowing from the south-west,3,,7,60%., ,,,-14.6,-1.3,,,2500 or more  or no clouds.,,,14.0,-7.9,No precipitation,6,,,,
11.03.2020 14:00,-1.6,737.8,758.8,-0.9,57,Wind blowing from the west-southwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-1.6,,,,,,26.0,-9.2,No precipitation,12,,,,
11.03.2020 11:00,-4.3,738.7,759.7,,48,Wind blowing from the west,1,,4,no clouds, ,,,-14.6,-2.5,,,,,,18.0,-13.9,No precipitation,6,,,,
11.03.2020 08:00,-10.3,738.7,759.9,,60,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.5,,,,,,11.0,-16.6,No precipitation,12,,,,
11.03.2020 05:00,-13.0,738.2,759.4,,73,Wind blowing from the north-west,2,,7,, ,,,-19.2,-2.5,,,,,,29.0,-16.8,No precipitation,6,,,,
11.03.2020 02:00,-10.0,738.3,759.4,0.2,67,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
10.03.2020 23:00,-7.2,738.1,759.1,,66,Wind blowing from the north,2,,,, ,,,,-2.5,,,,,,29.0,-12.5,No precipitation,6,,,,
10.03.2020 20:00,-4.2,737.9,759.1,,56,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
10.03.2020 17:00,-2.6,737.5,758.8,,58,Wind blowing from the north-northwest,3,,6,100%., ,,,-19.2,-2.5,,,2500 or more  or no clouds.,,,29.0,-9.9,No precipitation,6,,,,
10.03.2020 14:00,-3.0,738.0,759.3,,54,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-1.8,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
10.03.2020 11:00,-4.2,739.9,761.2,,52,Wind blowing from the north-west,2,,4,90  or more  but not 100%, ,,,-19.2,-1.8,,,,,,21.0,-12.6,No precipitation,6,,,,
10.03.2020 08:00,-11.1,741.1,762.6,-1.0,59,Wind blowing from the south-east,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-1.8,,,2500 or more  or no clouds.,,,17.0,-17.7,No precipitation,12,,,,
10.03.2020 05:00,-17.4,742.1,763.6,,83,Wind blowing from the east,1,,3,, ,,,-19.0,-1.8,,,,,,9.0,-19.6,No precipitation,6,,,,
10.03.2020 02:00,-14.3,743.8,765.1,,70,Wind blowing from the east-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-1.8,,,2500 or more  or no clouds.,,,20.0,-18.6,No precipitation,12,,,,
09.03.2020 20:00,-10.2,745.9,767.6,0.0,63,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.8,,,,,,13.0,-15.9,No precipitation,12,,,,
09.03.2020 17:00,-2.7,745.9,767.4,,37,Wind blowing from the west-northwest,1,,4,no clouds, ,,,-15.7,-1.2,,,,,,30.0,-15.4,No precipitation,6,,,,
09.03.2020 14:00,-2.0,746.1,767.3,-0.9,41,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.1,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
09.03.2020 11:00,-3.8,747.0,768.2,,50,Wind blowing from the north-northeast,2,,4,10%  or less  but not 0, ,,,-15.7,-0.1,,,2500 or more  or no clouds.,,,20.0,-12.7,No precipitation,6,,,,
09.03.2020 08:00,-11.1,746.8,768.1,1.9,89,Wind blowing from the north,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.1,,,,,,2.9,-12.6,No precipitation,12,,,,
09.03.2020 05:00,-13.3,744.9,766.3,,85,Wind blowing from the north,0,,5,, ,,,-13.3,-0.1,,,,,,12.0,-15.3,No precipitation,6,,,,
09.03.2020 02:00,-8.7,743.4,764.5,,71,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.1,,,2500 or more  or no clouds.,,,16.0,-13.0,0.3,12,,,,
08.03.2020 23:00,-6.1,742.0,763.0,,70,Wind blowing from the north-northwest,2,,,, ,,,-9.9,-0.1,,,,,,14.0,-10.7,0.1,6,,,,
08.03.2020 20:00,-2.8,741.5,762.5,1.3,83,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-9.9,-0.1,,,2500 or more  or no clouds.,,,2.6,-5.4,0.3,12,,,,
08.03.2020 17:00,-1.2,740.2,761.2,,88,Wind blowing from the north-northwest,2,,,100%.,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-9.9,-0.1,,,2500 or more  or no clouds.,,,2.1,-2.9,0.2,6,,,,
08.03.2020 14:00,-0.2,739.3,760.3,-0.6,88,Wind blowing from the west-southwest,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-9.9,-0.1,,,2500 or more  or no clouds.,,,1.7,-1.9,Trace of precipitation,12,,,,
08.03.2020 11:00,-0.8,739.9,760.9,,89,Wind blowing from the south-west,5,,,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.6,,,2500 or more  or no clouds.,,,2.5,-2.4,No precipitation,6,,,,
08.03.2020 08:00,-5.1,739.8,760.9,,91,Wind blowing from the south-southeast,6,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.4,,,2500 or more  or no clouds.,,,1.5,-6.3,No precipitation,12,,,,
08.03.2020 05:00,-8.0,739.6,760.7,,89,Wind blowing from the south-east,5,,6,,Mist. ,,,-9.9,-0.4,,,,,,2.5,-9.5,No precipitation,6,,,,
08.03.2020 02:00,-9.4,740.6,761.7,-0.2,92,Wind blowing from the south-southeast,4,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.4,,,2500 or more  or no clouds.,,,1.8,-10.5,No precipitation,12,,,,
07.03.2020 23:00,-9.4,740.8,761.9,,88,Wind blowing from the south-southeast,2,,,,Mist. ,,,-9.4,-0.4,,,,,,2.1,-11.0,No precipitation,6,,,,
07.03.2020 20:00,-5.4,740.7,761.7,0.6,80,Wind blowing from the south-southwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-0.4,,,2500 or more  or no clouds.,,,4.4,-8.3,No precipitation,12,,,,
07.03.2020 17:00,-2.9,740.1,760.9,,81,Wind blowing from the south-west,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.4,,,2500 or more  or no clouds.,,,5.0,-5.7,No precipitation,6,,,,
07.03.2020 14:00,-2.1,739.4,760.3,0.1,86,Wind blowing from the south-west,4,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.4,,,2500 or more  or no clouds.,,,3.2,-4.1,0.9,12,,,,
07.03.2020 11:00,-1.2,739.3,760.1,,83,Wind blowing from the west-southwest,4,,,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.4,,,2500 or more  or no clouds.,,,4.6,-3.7,0.9,6,,,,
07.03.2020 08:00,-3.2,739.2,760.2,0.1,93,Wind blowing from the south-southeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.3,,,2500 or more  or no clouds.,,,3.5,-4.2,0.9,12,,,,
07.03.2020 05:00,-2.9,739.1,760.0,,77,Wind blowing from the east-southeast,5,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.9,-1.3,,,,,,13.0,-6.5,No precipitation,6,,,,
07.03.2020 02:00,-3.1,739.9,760.8,,61,Wind blowing from the east-southeast,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.3,,,2500 or more  or no clouds.,,,23.0,-9.6,No precipitation,12,,,,
06.03.2020 23:00,-2.9,741.1,762.1,,60,Wind blowing from the east-southeast,3,,,, ,,,-12.7,-1.3,,,,,,13.0,-9.6,No precipitation,6,,,,
06.03.2020 20:00,-6.7,742.0,763.4,0.3,70,Wind blowing from the east-southeast,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.3,,,2500 or more  or no clouds.,,,12.0,-11.4,No precipitation,12,,,,
06.03.2020 17:00,-3.0,741.7,763.0,,60,Wind blowing from the east-southeast,3,,8,, ,,,-12.7,-1.3,,,,,,22.0,-9.7,No precipitation,6,,,,
06.03.2020 14:00,-1.7,742.3,763.6,-1.2,56,Wind blowing from the south-east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.7,,,2500 or more  or no clouds.,,,20.0,-9.5,No precipitation,12,,,,
06.03.2020 11:00,-4.4,743.5,764.8,,60,Wind blowing from the south-east,5,,8,90  or more  but not 100%, ,,,-12.7,-4.4,,,,,,20.0,-11.0,No precipitation,6,,,,
06.03.2020 08:00,-9.5,743.8,765.4,,69,Wind blowing from the east-southeast,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,2500 or more  or no clouds.,,,11.0,-14.1,No precipitation,12,,,,
06.03.2020 05:00,-11.7,743.5,765.0,,76,Wind blowing from the south-east,3,,5,, ,,,,-6.6,,,,,,17.0,-15.2,No precipitation,6,,,,
06.03.2020 02:00,-11.7,743.5,764.9,-0.1,77,Wind blowing from the south-east,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,2500 or more  or no clouds.,,,12.0,-14.9,No precipitation,12,,,,
05.03.2020 23:00,-11.0,743.6,765.3,,79,Wind blowing from the south-east,4,,,,Haze. ,,,,-6.6,,,,,,6.0,-13.9,No precipitation,6,,,,
05.03.2020 20:00,-11.0,744.0,765.9,0.2,80,Wind blowing from the south-east,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-6.6,,,,,,5.0,-13.8,No precipitation,12,,,,
05.03.2020 17:00,-7.9,743.8,765.5,,72,Wind blowing from the south-southeast,3,,7,no clouds, ,,,-21.4,-4.6,,,,,,8.0,-12.2,No precipitation,6,,,,
05.03.2020 14:00,-7.0,744.0,765.7,-1.1,68,Wind blowing from the south-southeast,4,,7,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.5,,,,,,7.0,-11.9,No precipitation,12,,,,
05.03.2020 11:00,-11.5,745.1,766.9,,87,Wind blowing from the south-east,5,,6,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.5,,,,,,4.2,-13.2,No precipitation,6,,,,
05.03.2020 08:00,-17.6,746.2,768.0,0.3,86,Wind blowing from the south-east,2,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-2.5,,,2500 or more  or no clouds.,,,0.2,-19.4,No precipitation,12,,,,
05.03.2020 05:00,-17.7,745.9,767.5,,85,Wind blowing from the south-east,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-18.1,-2.5,,,,,,0.5,-19.6,No precipitation,6,,,,
05.03.2020 02:00,-16.2,746.5,768.1,,87,Wind blowing from the east-southeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.5,,,2500 or more  or no clouds.,,,0.5,-17.9,No precipitation,12,,,,
04.03.2020 23:00,-13.5,746.7,768.2,,85,Wind blowing from the west-southwest,1,,,, ,,,-13.5,-2.5,,,,,,10.0,-15.5,No precipitation,6,,,,
04.03.2020 20:00,-7.9,746.8,768.4,0.3,63,Wind blowing from the west,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.5,,,2500 or more  or no clouds.,,,15.0,-13.7,No precipitation,12,,,,
04.03.2020 17:00,-4.6,746.5,767.9,,54,Wind blowing from the north-west,2,,5,60%., ,,,-12.8,-2.5,,,2500 or more  or no clouds.,,,26.0,-12.7,No precipitation,6,,,,
04.03.2020 14:00,-2.6,746.5,767.8,-1.2,50,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.6,,,,,,30.0,-11.6,No precipitation,12,,,,
04.03.2020 11:00,-4.9,747.7,769.1,,58,Wind blowing from the north,3,,5,no clouds, ,,,-12.8,-4.9,,,,,,30.0,-11.9,No precipitation,6,,,,
04.03.2020 08:00,-10.9,748.0,769.6,0.3,78,Wind blowing from the north,3,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.8,,,2500 or more  or no clouds.,,,2.9,-14.0,No precipitation,12,,,,
04.03.2020 05:00,-10.8,747.7,769.2,,73,Wind blowing from the north-northeast,2,,3,, ,,,,-5.8,,,,,,8.0,-14.7,No precipitation,6,,,,
04.03.2020 02:00,-8.0,747.7,769.1,-0.5,68,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.8,,,2500 or more  or no clouds.,,,9.0,-12.9,No precipitation,12,,,,
03.03.2020 23:00,-8.2,748.2,769.8,,76,Wind blowing from the north,2,,,,Haze. ,,,,-5.8,,,,,,8.0,-11.7,No precipitation,6,,,,
03.03.2020 20:00,-8.4,748.7,770.6,,82,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-5.8,,,2500 or more  or no clouds.,,,2.6,-10.9,No precipitation,12,,,,
03.03.2020 17:00,-6.3,748.9,770.9,,77,Wind blowing from the north,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-5.8,,,2500 or more  or no clouds.,,,2.8,-9.8,No precipitation,6,,,,
03.03.2020 14:00,-6.3,749.6,771.4,-1.4,70,Wind blowing from the north,2,,3,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.9,,,2500 or more  or no clouds.,,,3.2,-11.0,No precipitation,12,,,,
03.03.2020 11:00,-10.6,751.0,772.9,,82,Wind blowing from the north-northwest,1,,2,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.9,,,2500 or more  or no clouds.,,,2.5,-13.1,No precipitation,6,,,,
03.03.2020 08:00,-17.4,751.3,773.3,0.7,87,Wind blowing from the east-southeast,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.9,,,2500 or more  or no clouds.,,,0.2,-19.0,No precipitation,12,,,,
03.03.2020 05:00,-19.6,750.6,772.6,,82,Calm  no wind,0,,,,Mist. ,,,-19.6,-3.9,,,,,,2.7,-21.9,No precipitation,6,,,,
03.03.2020 02:00,-15.8,750.8,772.6,0.4,88,Wind blowing from the west-southwest,1,,4,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-3.9,,,2500 or more  or no clouds.,,,0.4,-17.3,No precipitation,12,,,,
02.03.2020 23:00,-13.5,750.4,772.3,,87,Wind blowing from the west-southwest,1,,,,Mist. ,,,-18.7,-3.9,,,,,,4.6,-15.2,No precipitation,6,,,,
02.03.2020 20:00,-9.0,749.9,771.9,1.0,78,Wind blowing from the south,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-3.9,,,2500 or more  or no clouds.,,,5.0,-12.1,No precipitation,12,,,,
02.03.2020 17:00,-6.2,748.9,770.8,,64,Wind blowing from the west-southwest,2,,4,100%., ,,,-18.7,-3.9,,,2500 or more  or no clouds.,,,10.0,-11.9,No precipitation,6,,,,
02.03.2020 14:00,-4.4,748.6,770.2,,56,Wind blowing from the west,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.9,,,2500 or more  or no clouds.,,,14.0,-11.9,No precipitation,12,,,,
02.03.2020 11:00,-8.4,749.0,770.8,,84,Wind blowing from the west-southwest,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.9,,,,,,5.0,-10.6,No precipitation,6,,,,
02.03.2020 08:00,-16.5,748.9,770.9,0.9,84,Wind blowing from the east-southeast,0,,2,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,,,,2500 or more  or no clouds.,,,3.8,-18.6,No precipitation,12,,,,
02.03.2020 05:00,-17.5,748.0,769.8,,82,Wind blowing from the east-northeast,0,,2,,Mist. ,,,-17.5,-2.9,,,,,,3.5,-19.8,No precipitation,6,,,,
02.03.2020 02:00,-16.1,747.7,769.4,0.3,84,Wind blowing from the north-northwest,1,,2,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-2.9,,,2500 or more  or no clouds.,,,1.4,-18.2,No precipitation,12,,,,
01.03.2020 23:00,-15.3,747.4,769.1,,87,Wind blowing from the west-northwest,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-16.7,-2.9,,,,,,0.1,-17.0,No precipitation,6,,,,
01.03.2020 20:00,-12.0,747.2,769.1,0.7,89,Wind blowing from the north-west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-2.9,,,2500 or more  or no clouds.,,,1.8,-13.4,No precipitation,12,,,,
01.03.2020 17:00,-5.9,746.5,768.2,,75,Wind blowing from the west-northwest,2,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-2.9,,,2500 or more  or no clouds.,,,5.0,-9.6,No precipitation,6,,,,
01.03.2020 14:00,-4.1,746.3,767.8,-0.5,69,Wind blowing from the south-west,1,,2,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.2,,,2500 or more  or no clouds.,,,15.0,-9.1,No precipitation,12,,,,
01.03.2020 11:00,-7.9,746.8,768.4,,86,Calm  no wind,0,,,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.2,,,2500 or more  or no clouds.,,,5.0,-9.8,No precipitation,6,,,,
01.03.2020 08:00,-13.8,747.1,768.9,0.4,87,Calm  no wind,0,,,40%.,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.2,,,2500 or more  or no clouds.,,,1.7,-15.5,No precipitation,12,,,,
