Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 23:00,1.9,728.8,767.5,,33,Wind blowing from the south-west,1,,12,, ,,,1.5,12.1,,,,,,23.0,-12.7,No precipitation,6,,,,
15.03.2020 20:00,5.8,728.0,766.6,1.3,19,Wind blowing from the east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,12.1,,,,,,30.0,-16.1,No precipitation,12,,,,
15.03.2020 17:00,10.5,726.7,765.1,,12,Wind blowing from the north-northwest,3,,12,no clouds, ,,,1.5,12.1,,,,,,30.0,-17.7,No precipitation,6,,,,
15.03.2020 14:00,11.4,726.1,764.5,-1.0,12,Wind blowing from the north-northwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,11.6,,,,,,30.0,-17.0,No precipitation,12,,,,
15.03.2020 11:00,8.3,727.1,765.6,,21,Wind blowing from the north-west,5,,12,no clouds, ,,,1.5,11.0,,,,,,30.0,-12.7,No precipitation,6,,,,
15.03.2020 08:00,6.0,726.3,764.8,2.4,46,Wind blowing from the south-southeast,1,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,11.0,,,600-1000,,,30.0,-5.0,No precipitation,12,,,,
15.03.2020 05:00,3.3,723.9,762.2,,49,Wind blowing from the north-northwest,2,,14,, ,,,-3.5,11.0,,,,,,23.0,-6.4,No precipitation,6,,,,
15.03.2020 02:00,3.4,723.1,761.3,,44,Wind blowing from the west-northwest,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.0,,,2500 or more  or no clouds.,,,24.0,-7.7,No precipitation,12,,,,
14.03.2020 23:00,5.1,723.0,761.2,,37,Wind blowing from the east,0,,17,, ,,,,11.0,,,,,,30.0,-8.4,No precipitation,6,,,,
14.03.2020 20:00,6.7,723.5,762.2,0.8,30,Wind blowing from the north-northwest,4,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.0,,,,,,30.0,-9.7,No precipitation,12,,,,
14.03.2020 17:00,9.1,722.7,761.4,,22,Wind blowing from the north-northwest,7,,17,40%., ,,,-3.5,11.0,,,600-1000,,,30.0,-11.5,No precipitation,6,,,,
14.03.2020 14:00,9.9,722.8,761.0,-1.8,18,Wind blowing from the north-west,6,,17,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.0,,,600-1000,,,30.0,-13.3,No precipitation,12,,,,
14.03.2020 11:00,8.1,724.6,763.3,,20,Wind blowing from the north-west,7,,,20–30%., ,,,-3.5,8.7,,,600-1000,,,30.0,-13.5,No precipitation,6,,,,
14.03.2020 08:00,0.6,725.2,764.2,0.0,41,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.7,,,,,,18.0,-11.4,No precipitation,12,,,,
14.03.2020 05:00,-2.4,725.2,764.1,,47,Wind blowing from the west-northwest,1,,6,, ,,,-5.8,8.7,,,,,,24.0,-12.4,No precipitation,6,,,,
14.03.2020 02:00,2.8,726.4,765.1,-0.6,22,Wind blowing from the north-west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.7,,,2500 or more  or no clouds.,,,20.0,-16.8,No precipitation,12,,,,
13.03.2020 23:00,0.3,727.0,766.1,,35,Wind blowing from the east-northeast,1,,11,, ,,,-5.8,8.7,,,,,,15.0,-13.4,No precipitation,6,,,,
13.03.2020 20:00,4.6,727.7,767.1,0.3,16,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.7,,,,,,30.0,-19.1,No precipitation,12,,,,
13.03.2020 17:00,8.1,727.4,766.6,,12,Wind blowing from the west,5,,11,no clouds, ,,,-5.8,8.7,,,,,,30.0,-19.6,No precipitation,6,,,,
13.03.2020 14:00,7.9,729.1,768.2,,11,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.7,,,,,,30.0,-20.8,No precipitation,12,,,,
13.03.2020 11:00,3.9,732.6,772.0,,13,Wind blowing from the west,4,,9,no clouds, ,,,-5.8,10.4,,,,,,30.0,-22.0,No precipitation,6,,,,
13.03.2020 08:00,-3.2,733.8,773.6,0.1,40,Wind blowing from the west,0,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,10.4,,,,,,30.0,-14.9,No precipitation,12,,,,
13.03.2020 05:00,-4.0,733.7,773.3,,38,Wind blowing from the south,1,,11,, ,,,-4.2,10.4,,,,,,30.0,-16.2,No precipitation,6,,,,
13.03.2020 02:00,-1.8,734.1,773.3,0.2,26,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,10.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
12.03.2020 23:00,-0.4,733.9,772.9,,20,Wind blowing from the north-west,5,,,, ,,,-2.2,10.4,,,,,,30.0,-20.6,No precipitation,6,,,,
12.03.2020 20:00,2.4,731.7,771.1,3.0,12,Wind blowing from the north-northwest,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,10.4,,,,,,30.0,-24.1,No precipitation,12,,,,
12.03.2020 17:00,6.5,728.7,767.8,,12,Wind blowing from the north,5,,15,40%., ,,,-2.2,13.3,,,600-1000,,,30.0,-20.9,No precipitation,6,,,,
12.03.2020 14:00,9.8,726.7,765.3,0.3,13,Wind blowing from the north-northwest,8,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,14.4,,,600-1000,,,30.0,-17.3,No precipitation,12,,,,
12.03.2020 11:00,9.6,726.4,764.9,,19,Wind blowing from the north-northwest,4,,13,no clouds, ,,,-2.2,14.4,,,,,,28.0,-12.9,No precipitation,6,,,,
12.03.2020 08:00,0.5,725.5,764.2,2.6,59,Wind blowing from the north,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.4,,,2500 or more  or no clouds.,,,12.0,-6.6,No precipitation,12,,,,
12.03.2020 05:00,-1.0,722.9,761.2,,62,Wind blowing from the north,1,,6,, ,,,-7.1,14.4,,,,,,14.0,-7.4,No precipitation,6,,,,
12.03.2020 02:00,0.6,721.5,759.6,0.5,53,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,14.4,,,2500 or more  or no clouds.,,,13.0,-7.9,No precipitation,12,,,,
11.03.2020 23:00,2.7,721.0,759.6,,50,Wind blowing from the south-southeast,1,,10,, ,,,,14.4,,,,,,11.0,-6.9,No precipitation,6,,,,
11.03.2020 20:00,8.3,720.1,758.8,1.0,26,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,14.4,,,,,,19.0,-10.1,No precipitation,12,,,,
11.03.2020 17:00,13.2,719.1,757.6,,15,Wind blowing from the west,2,,10,20–30%., ,,,-7.1,14.4,,,2500 or more  or no clouds.,,,24.0,-12.9,No precipitation,6,,,,
11.03.2020 14:00,13.1,719.9,758.3,-3.2,18,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,13.1,,,,,,30.0,-10.7,No precipitation,12,,,,
11.03.2020 11:00,5.0,723.1,762.1,,28,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-7.1,6.9,,,,,,30.0,-12.0,No precipitation,6,,,,
11.03.2020 08:00,-4.9,724.3,763.8,-0.2,59,Wind blowing from the north-northwest,0,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,6.9,,,2500 or more  or no clouds.,,,24.0,-11.7,No precipitation,12,,,,
11.03.2020 05:00,-6.4,724.5,763.9,,66,Wind blowing from the north,1,,10,, ,,,-6.4,6.9,,,,,,26.0,-11.7,No precipitation,6,,,,
11.03.2020 02:00,-4.7,725.4,764.6,-0.4,62,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,6.9,,,2500 or more  or no clouds.,,,21.0,-10.9,No precipitation,12,,,,
10.03.2020 23:00,-2.5,725.8,765.1,,50,Wind blowing from the north-east,1,,14,, ,,,-4.5,6.9,,,,,,18.0,-11.5,No precipitation,6,,,,
10.03.2020 20:00,1.4,725.7,764.8,,29,Wind blowing from the north-east,1,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.9,,,,,,30.0,-14.7,No precipitation,12,,,,
10.03.2020 17:00,5.4,724.9,764.0,,19,Wind blowing from the north-northwest,5,,,no clouds, ,,,-4.5,7.4,,,,,,30.0,-16.4,No precipitation,6,,,,
10.03.2020 14:00,6.1,724.9,763.9,,17,Wind blowing from the north,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,8.3,,,,,,30.0,-17.1,No precipitation,12,,,,
10.03.2020 11:00,2.7,726.1,765.1,,24,Wind blowing from the north-northwest,7,,,no clouds, ,,,-4.5,8.3,,,,,,30.0,-15.9,No precipitation,6,,,,
10.03.2020 08:00,1.0,725.7,764.6,0.8,30,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,8.3,,,,,,26.0,-14.6,No precipitation,12,,,,
10.03.2020 05:00,-3.6,724.9,763.9,,75,Wind blowing from the east,1,,7,, ,,,-3.6,8.3,,,,,,30.0,-7.4,No precipitation,6,,,,
10.03.2020 02:00,-1.3,726.1,765.1,,63,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.3,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
09.03.2020 20:00,5.0,726.5,765.4,1.5,57,Wind blowing from the north-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.3,,,2500 or more  or no clouds.,,,17.0,-2.8,No precipitation,12,,,,
09.03.2020 17:00,7.4,725.0,763.6,,47,Wind blowing from the south-southwest,2,,5,20–30%., ,,,1.3,8.3,,,2500 or more  or no clouds.,,,27.0,-3.2,No precipitation,6,,,,
09.03.2020 14:00,7.3,726.4,764.9,-1.6,48,Wind blowing from the south-southeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.8,,,2500 or more  or no clouds.,,,27.0,-3.0,4.0,12,,,,
09.03.2020 11:00,1.7,728.0,766.9,,83,Wind blowing from the south-southwest,1,,4,100%., ,,,1.3,9.0,,,2500 or more  or no clouds.,,,14.0,-0.9,0.7,6,,,,
09.03.2020 08:00,1.5,727.0,765.9,1.6,97,Wind blowing from the south-southeast,2,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.0,,,2500 or more  or no clouds.,,,4.9,1.1,6.0,12,,,,
09.03.2020 05:00,3.0,725.4,763.9,,98,Wind blowing from the east-northeast,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,-2.5,9.0,,,,,,1.5,2.7,5.0,6,,,,
09.03.2020 02:00,4.1,725.0,763.4,0.7,96,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.0,,,2500 or more  or no clouds.,,,0.7,3.5,2.0,12,,,,
08.03.2020 23:00,5.4,724.3,762.8,,85,Wind blowing from the west-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,,9.0,,,,,,1.9,3.1,0.3,6,,,,
08.03.2020 20:00,6.7,723.1,761.9,0.9,71,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.0,,,1000-1500,,,3.3,1.8,No precipitation,12,,,,
08.03.2020 17:00,8.3,722.2,760.9,,60,Wind blowing from the west-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.1,,,1000-1500,,,3.2,1.0,No precipitation,6,,,,
08.03.2020 14:00,8.8,722.1,760.6,-1.9,56,Wind blowing from the north-west,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,13.3,,,1000-1500,,,3.5,0.5,No precipitation,12,,,,
08.03.2020 11:00,6.0,724.0,762.6,,63,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,13.3,,,1000-1500,,,3.6,-0.5,No precipitation,6,,,,
08.03.2020 08:00,-1.5,724.3,763.2,0.6,82,Wind blowing from the north,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,13.3,,,1000-1500,,,3.7,-4.2,No precipitation,12,,,,
08.03.2020 05:00,-1.7,723.7,762.2,,85,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-1.8,13.3,,,,,,3.5,-3.9,No precipitation,6,,,,
08.03.2020 02:00,-0.4,724.1,762.5,0.4,79,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.3,,,2500 or more  or no clouds.,,,5.0,-3.6,No precipitation,12,,,,
07.03.2020 23:00,2.4,723.7,762.1,,62,Wind blowing from the east-southeast,1,,,, ,,,-1.3,13.3,,,,,,9.0,-4.3,No precipitation,6,,,,
07.03.2020 20:00,7.1,723.1,761.8,0.4,39,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.3,,,,,,20.0,-5.9,No precipitation,12,,,,
07.03.2020 17:00,12.1,722.7,760.9,,19,Wind blowing from the east-southeast,1,,,no clouds, ,,,-1.3,13.3,,,,,,30.0,-10.8,No precipitation,6,,,,
07.03.2020 14:00,12.7,723.9,762.1,-1.9,23,Wind blowing from the south-east,3,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.8,,,,,,26.0,-7.9,No precipitation,12,,,,
07.03.2020 11:00,7.8,725.8,764.3,,45,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.3,,,,,,13.0,-3.4,No precipitation,6,,,,
07.03.2020 08:00,-1.1,725.5,764.7,1.2,97,Wind blowing from the north-northwest,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.3,,,2500 or more  or no clouds.,,,less than 0.1,-1.5,0.4,12,,,,
07.03.2020 05:00,1.6,724.3,762.9,,87,Wind blowing from the west,2,,8,,Mist. ,,,-5.4,9.3,,,,,,4.0,-0.3,No precipitation,6,,,,
07.03.2020 02:00,2.4,723.6,762.0,0.1,95,Wind blowing from the north-northeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,9.3,,,2500 or more  or no clouds.,,,1.9,1.7,0.4,12,,,,
06.03.2020 23:00,2.8,723.5,762.3,,94,Wind blowing from the south-southwest,1,,8,,Mist. ,,,-5.4,9.3,,,,,,2.2,1.9,0.4,6,,,,
06.03.2020 20:00,3.7,722.9,762.1,2.2,87,Wind blowing from the north-west,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,9.3,,,2500 or more  or no clouds.,,,2.5,1.7,Trace of precipitation,12,,,,
06.03.2020 17:00,8.8,720.7,759.5,,39,Wind blowing from the south,1,,5,100%., ,,,-5.4,9.3,,,2500 or more  or no clouds.,,,9.0,-4.4,No precipitation,6,,,,
06.03.2020 14:00,9.1,721.0,759.7,-2.1,39,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,9.1,,,2500 or more  or no clouds.,,,8.0,-4.1,No precipitation,12,,,,
06.03.2020 11:00,3.7,723.1,762.2,,39,Wind blowing from the east,1,,3,70 – 80%., ,,,-5.4,8.6,,,2500 or more  or no clouds.,,,13.0,-9.0,No precipitation,6,,,,
06.03.2020 08:00,-4.3,724.3,763.7,0.8,71,Wind blowing from the north-northwest,0,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.6,,,2500 or more  or no clouds.,,,9.0,-8.9,No precipitation,12,,,,
06.03.2020 05:00,-4.6,723.5,762.6,,71,Wind blowing from the north-northeast,1,,5,, ,,,-10.7,8.6,,,,,,11.0,-9.2,No precipitation,6,,,,
06.03.2020 02:00,-3.2,724.6,763.6,-0.9,64,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.6,,,2500 or more  or no clouds.,,,11.0,-9.2,No precipitation,12,,,,
05.03.2020 23:00,-1.8,725.5,764.9,,60,Calm  no wind,0,,,, ,,,,,,,,,,10.0,-8.7,,,,,,
05.03.2020 20:00,2.2,725.5,765.3,0.9,39,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.6,,,,,,19.0,-10.3,No precipitation,12,,,,
05.03.2020 17:00,6.4,724.6,764.2,,28,Wind blowing from the west,3,,7,no clouds, ,,,-10.7,8.6,,,,,,21.0,-10.8,No precipitation,6,,,,
05.03.2020 14:00,6.5,725.9,765.3,-3.6,23,Wind blowing from the east,4,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,7.2,,,2500 or more  or no clouds.,,,28.0,-13.1,No precipitation,12,,,,
05.03.2020 11:00,-0.1,729.5,769.4,,34,Wind blowing from the north,1,,3,40%., ,,,-10.7,2.9,,,2500 or more  or no clouds.,,,25.0,-14.1,No precipitation,6,,,,
05.03.2020 08:00,-8.7,730.9,771.4,-0.6,65,Wind blowing from the north-northwest,0,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.9,,,2500 or more  or no clouds.,,,21.0,-14.1,No precipitation,12,,,,
05.03.2020 05:00,-9.6,731.5,771.7,,67,Wind blowing from the north-west,1,,5,, ,,,-9.6,2.9,,,,,,23.0,-14.6,No precipitation,6,,,,
05.03.2020 02:00,-7.2,732.6,772.7,-0.7,61,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.9,,,2500 or more  or no clouds.,,,14.0,-13.6,No precipitation,12,,,,
04.03.2020 23:00,-4.7,733.3,773.5,,52,Wind blowing from the east,1,,,, ,,,,,,,,,,19.0,-13.1,,,,,,
04.03.2020 20:00,-1.7,733.3,773.5,0.8,31,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.9,,,,,,30.0,-16.6,No precipitation,12,,,,
04.03.2020 17:00,2.4,732.5,772.6,,22,Wind blowing from the west-northwest,2,,10,no clouds, ,,,-7.3,2.9,,,,,,30.0,-17.2,No precipitation,6,,,,
04.03.2020 14:00,2.0,733.4,773.5,-1.7,20,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.8,,,,,,30.0,-18.6,No precipitation,12,,,,
04.03.2020 11:00,-1.1,735.1,775.5,,28,Wind blowing from the north,3,,9,no clouds, ,,,-7.3,2.8,,,,,,30.0,-17.3,No precipitation,6,,,,
04.03.2020 08:00,-5.7,735.4,775.9,,43,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,,,,,,,30.0,-16.3,No precipitation,12,,,,
04.03.2020 05:00,-6.8,734.5,774.8,,46,Wind blowing from the west-northwest,3,,,, ,,,-6.9,2.8,,,,,,30.0,-16.5,No precipitation,6,,,,
04.03.2020 02:00,-6.1,734.2,774.2,0.1,44,Wind blowing from the north-west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,2.8,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
03.03.2020 23:00,-5.1,734.1,774.2,,41,Wind blowing from the north-west,3,,,, ,,,-5.1,2.8,,,,,,30.0,-16.3,No precipitation,6,,,,
03.03.2020 20:00,-2.9,732.9,773.1,2.3,37,Wind blowing from the north-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,2.8,,,,,,30.0,-15.6,No precipitation,12,,,,
03.03.2020 17:00,0.4,730.6,770.3,,27,Wind blowing from the north-northwest,7,,15,20–30%., ,,,-4.1,3.9,,,600-1000,,,30.0,-16.4,No precipitation,6,,,,
03.03.2020 14:00,2.7,729.1,768.5,-0.1,35,Wind blowing from the north-northwest,5,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.3,,,600-1000,,,26.0,-11.2,No precipitation,12,,,,
03.03.2020 11:00,0.3,729.2,768.8,,46,Wind blowing from the north-northwest,5,,12,20–30%., ,,,-4.1,,,,600-1000,,,16.0,-10.2,No precipitation,6,,,,
03.03.2020 08:00,-3.4,727.9,767.4,1.0,95,Wind blowing from the north,1,,12,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.6,,,2500 or more  or no clouds.,,,2.6,-4.1,3.0,12,,,,
03.03.2020 05:00,-2.7,726.9,766.2,,96,Wind blowing from the west-southwest,1,,13,,Mist. ,,,-8.3,8.6,,,,,,2.2,-3.2,1.0,6,,,,
03.03.2020 02:00,-1.6,727.6,766.6,-0.7,96,Wind blowing from the west-southwest,1,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,8.6,,,2500 or more  or no clouds.,,,2.3,-2.2,3.0,12,,,,
02.03.2020 23:00,-1.3,728.3,767.7,,93,Wind blowing from the west-southwest,0,,14,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-8.3,8.6,,,,,,0.7,-2.3,2.0,6,,,,
02.03.2020 20:00,2.5,727.9,767.7,1.0,43,Wind blowing from the south-southwest,2,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,8.6,,,1000-1500,,,15.0,-8.8,No precipitation,12,,,,
02.03.2020 17:00,3.9,726.9,766.6,,33,Wind blowing from the south,7,,14,90  or more  but not 100%, ,,,-8.3,8.6,,,600-1000,,,26.0,-10.9,No precipitation,6,,,,
02.03.2020 14:00,7.4,727.3,766.6,-3.6,24,Wind blowing from the south,5,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,8.6,,,600-1000,,,30.0,-11.9,No precipitation,12,,,,
02.03.2020 11:00,2.2,730.9,770.6,,36,Wind blowing from the east,2,,3,no clouds, ,,,-8.3,5.0,,,,,,29.0,-11.3,No precipitation,6,,,,
02.03.2020 08:00,-6.0,732.7,772.9,0.6,68,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.0,,,2500 or more  or no clouds.,,,18.0,-11.1,No precipitation,12,,,,
02.03.2020 05:00,-7.2,732.1,772.2,,76,Wind blowing from the north,1,,9,, ,,,-7.2,5.0,,,,,,22.0,-10.7,No precipitation,6,,,,
