Local time in Keshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-13.1,733.7,761.9,,64,Wind blowing from the south-west,3,,6,, ,,,-14.0,-4.1,,,,,,28.0,-18.5,No precipitation,6,,,,
16.03.2020 02:00,-12.0,734.8,763.0,,62,Wind blowing from the south-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.1,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
15.03.2020 20:00,-9.6,737.5,766.0,-0.3,60,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.1,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
15.03.2020 17:00,-5.8,737.8,766.2,,55,Wind blowing from the north-northwest,5,,14,, ,,,-14.0,-2.3,,,,,,30.0,-13.6,No precipitation,6,,,,
15.03.2020 14:00,-4.2,737.5,765.7,0.3,52,Wind blowing from the north-northwest,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.5,,,,,,30.0,-12.8,No precipitation,12,,,,
15.03.2020 11:00,-6.9,737.2,765.4,,50,Wind blowing from the north,8,,15,no clouds, ,,,-14.0,-0.5,,,,,,30.0,-15.6,No precipitation,6,,,,
15.03.2020 08:00,-12.5,736.2,764.5,2.2,49,Wind blowing from the north,9,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.5,,,,,,30.0,-21.0,No precipitation,12,,,,
15.03.2020 05:00,-13.6,734.0,762.1,,54,Wind blowing from the north,9,,15,, ,,,-13.6,-0.5,,,,,,30.0,-21.1,No precipitation,6,,,,
15.03.2020 02:00,-10.6,731.9,759.7,,58,Wind blowing from the north,10,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-0.5,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
14.03.2020 20:00,-6.5,728.6,756.4,2.0,63,Wind blowing from the north,10,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.5,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
14.03.2020 17:00,-2.3,726.6,754.2,,68,Wind blowing from the north-west,4,,8,100%., ,,,-10.4,-0.5,,,600-1000,,,30.0,-7.4,No precipitation,6,,,,
14.03.2020 14:00,-1.0,725.6,753.0,-0.6,55,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.8,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
14.03.2020 11:00,-2.1,726.2,753.7,,61,Wind blowing from the south-southwest,4,,6,60%., ,,,-10.4,-2.1,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,6,,,,
14.03.2020 08:00,-8.6,727.5,755.2,-0.7,69,Wind blowing from the south-southwest,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.2,,,2500 or more  or no clouds.,,,24.0,-13.4,No precipitation,12,,,,
14.03.2020 05:00,-9.5,728.2,755.9,,67,Wind blowing from the west-southwest,2,,8,, ,,,-19.1,-3.2,,,,,,30.0,-14.5,No precipitation,6,,,,
14.03.2020 02:00,-8.2,729.4,757.1,,61,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.2,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
13.03.2020 20:00,-6.2,731.3,759.6,-0.2,62,Wind blowing from the south-west,3,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.2,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
13.03.2020 17:00,-3.5,731.5,759.8,,53,Wind blowing from the south-west,5,,12,40%., ,,,-19.1,-3.2,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,6,,,,
13.03.2020 14:00,-5.1,732.7,760.9,,42,Wind blowing from the south-southwest,9,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-5.1,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
13.03.2020 11:00,-8.2,735.2,763.6,,36,Wind blowing from the south-west,7,,9,50%., ,,,-19.1,-8.2,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,6,,,,
13.03.2020 08:00,-14.7,736.6,765.3,,46,Wind blowing from the south-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-5.7,,,,,,30.0,-23.8,No precipitation,12,,,,
13.03.2020 05:00,-18.5,736.4,765.3,,56,Wind blowing from the south-west,4,,16,, ,,,-18.7,-5.7,,,,,,30.0,-25.1,No precipitation,6,,,,
13.03.2020 02:00,-15.2,735.9,764.5,,48,Wind blowing from the west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-4.5,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
12.03.2020 20:00,-10.9,732.8,760.9,2.3,67,Wind blowing from the west,6,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-3.1,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
12.03.2020 17:00,-9.6,730.5,758.5,,49,Wind blowing from the west-northwest,6,,17,50%., ,,,-9.7,-3.1,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
12.03.2020 14:00,-9.0,728.7,756.4,0.9,48,Wind blowing from the west-northwest,9,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.8,,,600-1000,,,30.0,-18.0,No precipitation,12,,,,
12.03.2020 11:00,-9.0,727.8,755.5,,41,Wind blowing from the west,10,,17,, ,,,-9.0,-1.6,,,,,,30.0,-19.9,No precipitation,6,,,,
12.03.2020 08:00,-6.6,726.9,754.4,0.8,57,Wind blowing from the west,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.6,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
12.03.2020 05:00,-8.1,726.1,753.7,,72,Wind blowing from the west-southwest,4,,10,, ,,,-11.7,-1.6,,,,,,30.0,-12.4,No precipitation,6,,,,
12.03.2020 02:00,-4.5,726.2,753.5,,69,Wind blowing from the south-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.6,,,2500 or more  or no clouds.,,,27.0,-9.3,No precipitation,12,,,,
11.03.2020 20:00,-4.8,729.3,757.0,-0.7,66,Wind blowing from the south-southeast,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.6,,,2500 or more  or no clouds.,,,26.0,-10.2,No precipitation,12,,,,
11.03.2020 17:00,-4.0,730.0,757.9,,60,Wind blowing from the south-southwest,5,,8,70 – 80%., ,,,-11.7,-1.6,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,6,,,,
11.03.2020 14:00,-1.8,730.6,758.3,-1.1,51,Wind blowing from the west-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.6,,,,,,28.0,-10.6,No precipitation,12,,,,
11.03.2020 11:00,-3.4,731.7,759.4,,56,Wind blowing from the south-southwest,5,,7,no clouds, ,,,-11.7,-2.4,,,,,,23.0,-11.1,No precipitation,6,,,,
11.03.2020 08:00,-9.0,732.1,760.1,0.4,66,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.4,,,,,,9.0,-14.2,No precipitation,12,,,,
11.03.2020 05:00,-11.2,731.7,759.6,,64,Calm  no wind,0,,,, ,,,-13.1,-2.4,,,,,,30.0,-16.8,No precipitation,6,,,,
11.03.2020 02:00,-10.1,732.4,760.3,,57,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-2.4,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
10.03.2020 20:00,-6.1,732.5,760.6,,49,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-2.4,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
10.03.2020 17:00,-3.2,732.0,759.9,,42,Calm  no wind,0,,,100%., ,,,-13.1,-2.4,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,6,,,,
10.03.2020 14:00,-2.4,732.2,760.1,-1.5,32,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.8,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
10.03.2020 11:00,-3.8,733.7,761.7,,47,Wind blowing from the north-northeast,2,,4,100%., ,,,-13.1,-1.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,6,,,,
10.03.2020 08:00,-10.6,734.8,763.0,-0.3,70,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.0,,,2500 or more  or no clouds.,,,14.0,-15.0,No precipitation,12,,,,
10.03.2020 05:00,-10.6,735.1,763.1,,59,Wind blowing from the south-east,2,,4,, ,,,-13.3,-1.0,,,,,,19.0,-17.1,No precipitation,6,,,,
10.03.2020 02:00,-11.1,736.9,764.9,,67,Wind blowing from the south-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.0,,,2500 or more  or no clouds.,,,22.0,-16.0,No precipitation,12,,,,
09.03.2020 20:00,-7.0,739.1,767.3,-0.1,58,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.0,,,2500 or more  or no clouds.,,,28.0,-13.9,No precipitation,12,,,,
09.03.2020 17:00,-2.9,739.2,767.5,,33,Wind blowing from the west,3,,6,no clouds, ,,,-13.3,-1.0,,,,,,30.0,-16.9,No precipitation,6,,,,
09.03.2020 14:00,-1.8,739.4,767.4,-1.1,28,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.6,,,,,,29.0,-17.9,No precipitation,12,,,,
09.03.2020 11:00,-3.3,740.5,768.6,,34,Wind blowing from the north-east,3,,6,no clouds, ,,,-13.3,-0.6,,,,,,30.0,-16.9,No precipitation,6,,,,
09.03.2020 08:00,-7.5,740.2,768.4,1.7,55,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.6,,,,,,30.0,-15.0,No precipitation,12,,,,
09.03.2020 05:00,-12.8,738.5,766.7,,62,Wind blowing from the north,3,,8,, ,,,-12.9,-0.6,,,,,,30.0,-18.6,No precipitation,6,,,,
09.03.2020 02:00,-8.4,737.5,765.4,,49,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.6,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
08.03.2020 20:00,-5.6,735.7,763.7,1.5,60,Wind blowing from the north-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.6,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
08.03.2020 17:00,-2.8,734.2,762.0,,63,Wind blowing from the north-northwest,5,,8,100%., ,,,-8.3,-0.6,,,2500 or more  or no clouds.,,,28.0,-8.9,No precipitation,6,,,,
08.03.2020 14:00,-1.3,733.2,760.9,0.0,66,Wind blowing from the north-west,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.9,,,2500 or more  or no clouds.,,,11.0,-7.0,No precipitation,12,,,,
08.03.2020 11:00,-2.6,733.2,760.9,,73,Wind blowing from the north-northwest,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-1.7,,,2500 or more  or no clouds.,,,6.0,-6.8,No precipitation,6,,,,
08.03.2020 08:00,-6.7,732.6,760.5,,87,Wind blowing from the east-southeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,4.7,-8.6,No precipitation,12,,,,
08.03.2020 05:00,-8.2,731.9,759.7,,85,Wind blowing from the east-southeast,5,,7,,Mist. ,,,-8.2,-1.7,,,,,,5.0,-10.3,No precipitation,6,,,,
08.03.2020 02:00,-7.8,732.9,760.6,,85,Wind blowing from the east-southeast,4,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-1.7,,,2500 or more  or no clouds.,,,7.0,-9.9,No precipitation,12,,,,
07.03.2020 20:00,-6.6,733.3,761.2,0.7,82,Wind blowing from the south,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-1.7,,,2500 or more  or no clouds.,,,10.0,-9.2,0.1,12,,,,
07.03.2020 17:00,-3.6,732.6,760.2,,74,Wind blowing from the south-southwest,3,,5,100%., ,,,-6.7,-1.7,,,2500 or more  or no clouds.,,,13.0,-7.6,No precipitation,6,,,,
07.03.2020 14:00,-1.9,732.1,759.7,-0.5,76,Wind blowing from the west-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-1.6,,,2500 or more  or no clouds.,,,13.0,-5.7,0.5,12,,,,
07.03.2020 11:00,-2.7,732.6,760.3,,77,Wind blowing from the north-northwest,0,,4,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-1.6,,,2500 or more  or no clouds.,,,13.0,-6.2,0.5,6,,,,
07.03.2020 08:00,-4.6,732.7,760.5,0.0,85,Wind blowing from the north-northeast,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.6,,,2500 or more  or no clouds.,,,5.0,-6.7,0.4,12,,,,
07.03.2020 05:00,-4.5,732.7,760.3,,66,Wind blowing from the east-northeast,2,,5,, ,,,,-1.6,,,,,,22.0,-9.9,No precipitation,6,,,,
07.03.2020 02:00,-4.5,733.4,760.9,,65,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.6,,,2500 or more  or no clouds.,,,20.0,-10.1,No precipitation,12,,,,
06.03.2020 20:00,-6.2,735.1,763.3,0.1,68,Wind blowing from the east-southeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.6,,,2500 or more  or no clouds.,,,22.0,-11.3,No precipitation,12,,,,
06.03.2020 17:00,-3.5,735.0,763.2,,62,Wind blowing from the east-southeast,4,,9,no clouds, ,,,-13.5,-1.6,,,,,,23.0,-9.9,No precipitation,6,,,,
06.03.2020 14:00,-1.8,735.3,763.3,-1.2,57,Wind blowing from the east-southeast,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.7,,,2500 or more  or no clouds.,,,24.0,-9.2,No precipitation,12,,,,
06.03.2020 11:00,-4.1,736.5,764.7,,64,Wind blowing from the east,5,,7,100%., ,,,-13.5,-4.1,,,2500 or more  or no clouds.,,,19.0,-9.9,No precipitation,6,,,,
06.03.2020 08:00,-9.8,737.1,765.5,,74,Wind blowing from the east,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.3,,,2500 or more  or no clouds.,,,15.0,-13.6,No precipitation,12,,,,
06.03.2020 05:00,-13.5,736.5,764.9,,82,Wind blowing from the east,4,,6,, ,,,-17.1,-4.3,,,,,,10.0,-15.9,No precipitation,6,,,,
06.03.2020 02:00,-12.8,736.3,764.5,,83,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-4.3,,,2500 or more  or no clouds.,,,9.0,-15.1,No precipitation,12,,,,
05.03.2020 20:00,-10.7,736.9,765.4,0.4,78,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-4.3,,,2500 or more  or no clouds.,,,10.0,-13.8,No precipitation,12,,,,
05.03.2020 17:00,-6.6,736.5,765.0,,64,Wind blowing from the south-east,4,,8,no clouds, ,,,-17.1,-4.3,,,,,,15.0,-12.3,No precipitation,6,,,,
05.03.2020 14:00,-4.5,736.2,764.5,-1.2,54,Wind blowing from the south-southeast,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.0,,,2500 or more  or no clouds.,,,28.0,-12.6,No precipitation,12,,,,
05.03.2020 11:00,-6.4,737.4,765.7,,65,Wind blowing from the south-southeast,4,,6,no clouds, ,,,-17.1,-3.0,,,,,,19.0,-11.9,No precipitation,6,,,,
05.03.2020 08:00,-11.9,738.2,766.7,-0.2,85,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.0,,,2500 or more  or no clouds.,,,14.0,-13.9,No precipitation,12,,,,
05.03.2020 05:00,-15.7,738.4,766.9,,84,Wind blowing from the south-east,2,,4,, ,,,-15.9,-3.0,,,,,,7.0,-17.8,No precipitation,6,,,,
05.03.2020 02:00,-13.0,739.2,767.5,,87,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.0,,,2500 or more  or no clouds.,,,5.0,-14.7,No precipitation,12,,,,
04.03.2020 20:00,-9.0,740.2,768.7,0.2,77,Wind blowing from the south-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.0,,,2500 or more  or no clouds.,,,19.0,-12.3,No precipitation,12,,,,
04.03.2020 17:00,-5.6,740.0,768.4,,64,Wind blowing from the west-northwest,3,,5,40%., ,,,-13.7,-3.0,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,6,,,,
04.03.2020 14:00,-3.1,740.4,768.6,-1.3,45,Wind blowing from the west-northwest,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.7,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
04.03.2020 11:00,-4.8,741.7,769.9,,54,Wind blowing from the north-west,2,,5,40%., ,,,-13.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
04.03.2020 08:00,-11.9,742.3,770.8,0.6,79,Wind blowing from the north-northwest,4,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.6,,,2500 or more  or no clouds.,,,21.0,-14.8,No precipitation,12,,,,
04.03.2020 05:00,-12.8,741.7,770.2,,83,Wind blowing from the north,3,,5,, ,,,-13.0,-2.6,,,,,,30.0,-15.1,No precipitation,6,,,,
04.03.2020 02:00,-11.0,741.8,770.1,,80,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
03.03.2020 20:00,-7.4,742.9,771.4,0.3,63,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.6,,,2500 or more  or no clouds.,,,29.0,-13.4,No precipitation,12,,,,
03.03.2020 17:00,-4.2,742.6,771.1,,58,Wind blowing from the north-northeast,3,,6,100%., ,,,-13.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,6,,,,
03.03.2020 14:00,-2.8,743.2,771.7,-1.1,45,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.4,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
03.03.2020 11:00,-4.6,744.3,772.7,,60,Wind blowing from the east,2,,4,100%., ,,,-13.7,-2.4,,,2500 or more  or no clouds.,,,27.0,-11.2,No precipitation,6,,,,
03.03.2020 08:00,-11.6,744.4,773.1,0.6,78,Wind blowing from the north-northeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.4,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,12,,,,
03.03.2020 05:00,-11.8,743.8,772.2,,83,Wind blowing from the north-northeast,2,,4,, ,,,-14.1,-2.4,,,,,,24.0,-14.2,No precipitation,6,,,,
03.03.2020 02:00,-13.0,743.9,772.3,,83,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.4,,,2500 or more  or no clouds.,,,15.0,-15.3,No precipitation,12,,,,
02.03.2020 20:00,-7.7,743.4,772.0,1.1,69,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.4,,,2500 or more  or no clouds.,,,14.0,-12.4,No precipitation,12,,,,
02.03.2020 17:00,-3.9,742.3,770.6,,60,Wind blowing from the west-northwest,2,,5,100%., ,,,-14.1,-2.4,,,2500 or more  or no clouds.,,,24.0,-10.7,No precipitation,6,,,,
02.03.2020 14:00,-2.8,741.7,770.0,-0.4,56,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.6,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
02.03.2020 11:00,-3.6,742.1,770.5,,53,Wind blowing from the north-west,1,,4,100%., ,,,-14.1,-2.6,,,2500 or more  or no clouds.,,,25.0,-11.8,No precipitation,6,,,,
02.03.2020 08:00,-10.5,742.0,770.5,,70,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.6,,,2500 or more  or no clouds.,,,17.0,-14.9,No precipitation,12,,,,
02.03.2020 05:00,-11.9,741.4,769.8,,76,Wind blowing from the north-northeast,3,,4,, ,,,-15.5,-2.6,,,,,,30.0,-15.3,No precipitation,6,,,,
02.03.2020 02:00,-11.9,741.1,769.3,,74,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.6,,,2500 or more  or no clouds.,,,28.0,-15.6,No precipitation,12,,,,
01.03.2020 20:00,-8.5,740.6,769.3,1.0,65,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.6,,,2500 or more  or no clouds.,,,21.0,-13.9,No precipitation,12,,,,
01.03.2020 17:00,-5.4,739.6,768.1,,56,Wind blowing from the south-southeast,2,,3,100%., ,,,-15.5,-2.6,,,2500 or more  or no clouds.,,,25.0,-12.8,No precipitation,6,,,,
