Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 17:00,18.6,759.4,765.1,,49,Wind blowing from the north-west,1,,4,100%., ,,,11.1,20.9,,,2500 or more  or no clouds.,,,14.0,7.7,No precipitation,6,,,,
16.03.2020 14:00,18.7,759.7,765.4,-1.0,42,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.2,,,2500 or more  or no clouds.,,,14.0,5.5,No precipitation,12,,,,
16.03.2020 11:00,16.6,760.7,766.4,,53,Wind blowing from the north,1,,4,100%., ,,,11.1,22.3,,,2500 or more  or no clouds.,,,15.0,7.0,No precipitation,6,,,,
16.03.2020 08:00,13.6,760.9,766.6,,64,Wind blowing from the north-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.3,,,2500 or more  or no clouds.,,,4.8,6.9,No precipitation,12,,,,
16.03.2020 05:00,12.2,760.2,765.8,,69,Wind blowing from the east-northeast,1,,5,, ,,,7.1,22.3,,,,,,9.0,6.7,No precipitation,6,,,,
16.03.2020 02:00,12.1,760.6,766.2,,74,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,22.3,,,2500 or more  or no clouds.,,,9.0,7.6,No precipitation,12,,,,
15.03.2020 23:00,12.8,761.0,766.7,,63,Wind blowing from the east,1,,,, ,,,7.1,22.3,,,,,,15.0,5.9,No precipitation,6,,,,
15.03.2020 20:00,16.7,759.7,765.4,1.2,47,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,22.3,,,2500 or more  or no clouds.,,,13.0,5.3,No precipitation,12,,,,
15.03.2020 17:00,20.9,758.5,764.2,,33,Wind blowing from the west-southwest,2,,5,, ,,,7.1,22.3,,,,,,13.0,4.0,No precipitation,6,,,,
15.03.2020 14:00,22.3,759.5,765.2,,29,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,22.3,,,,,,13.0,3.4,No precipitation,12,,,,
15.03.2020 11:00,18.5,762.4,768.1,,43,Wind blowing from the west-northwest,2,,3,, ,,,7.1,21.0,,,,,,11.0,5.7,No precipitation,6,,,,
15.03.2020 08:00,9.6,762.4,768.2,1.1,75,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,21.0,,,2500 or more  or no clouds.,,,13.0,5.4,No precipitation,12,,,,
15.03.2020 05:00,7.8,761.3,767.0,,84,Wind blowing from the north-east,1,,7,, ,,,7.8,21.0,,,,,,14.0,5.3,No precipitation,6,,,,
15.03.2020 02:00,9.5,761.8,767.5,,77,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.0,,,2500 or more  or no clouds.,,,13.0,5.7,No precipitation,12,,,,
14.03.2020 23:00,11.6,761.8,767.5,,62,Wind blowing from the east-southeast,1,,7,, ,,,8.9,21.0,,,,,,13.0,4.6,No precipitation,6,,,,
14.03.2020 20:00,14.3,760.7,766.4,1.1,41,Wind blowing from the south-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.0,,,,,,15.0,1.2,No precipitation,12,,,,
14.03.2020 17:00,19.2,759.6,765.3,,30,Wind blowing from the west-northwest,3,,6,, ,,,8.9,21.0,,,,,,15.0,1.2,0.1,6,,,,
14.03.2020 14:00,19.3,760.8,766.5,-2.8,30,Wind blowing from the east-northeast,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,20.1,,,2500 or more  or no clouds.,,,15.0,1.3,No precipitation,12,,,,
14.03.2020 11:00,17.1,763.6,769.3,,42,Wind blowing from the north-east,1,,5,, ,,,8.9,17.1,,,,,,15.0,4.1,No precipitation,6,,,,
14.03.2020 08:00,11.5,763.6,769.3,1.2,77,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.8,,,2500 or more  or no clouds.,,,13.0,7.6,No precipitation,12,,,,
14.03.2020 05:00,9.8,762.4,768.2,,88,Wind blowing from the north-northeast,1,,7,, ,,,9.8,16.8,,,,,,12.0,7.9,No precipitation,6,,,,
14.03.2020 02:00,12.0,763.0,768.7,,83,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,16.8,,,2500 or more  or no clouds.,,,15.0,9.2,No precipitation,12,,,,
13.03.2020 23:00,12.9,762.6,768.3,,81,Wind blowing from the north,1,,7,, ,,,12.1,16.8,,,,,,10.0,9.7,No precipitation,6,,,,
13.03.2020 20:00,14.5,761.1,766.8,0.9,77,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.8,,,1000-1500,,,11.0,10.5,No precipitation,12,,,,
13.03.2020 17:00,16.0,760.2,765.9,,72,Calm  no wind,0,,,100%., ,,,11.8,16.8,,,1000-1500,,,13.0,11.0,No precipitation,6,,,,
13.03.2020 14:00,16.2,759.4,765.1,,77,Wind blowing from the east-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,16.3,,,1000-1500,,,15.0,12.2,No precipitation,12,,,,
13.03.2020 11:00,16.1,760.2,765.9,,78,Wind blowing from the north-east,1,,,100%., ,,,11.8,16.1,,,1000-1500,,,14.0,12.3,No precipitation,6,,,,
13.03.2020 08:00,13.0,760.0,765.7,1.2,88,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,2500 or more  or no clouds.,,,11.0,11.1,No precipitation,12,,,,
13.03.2020 05:00,12.3,758.8,764.5,,91,Wind blowing from the east,1,,4,, ,,,11.8,,,,,,,12.0,10.9,No precipitation,6,,,,
13.03.2020 02:00,12.2,758.7,764.4,0.2,92,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.7,,,2500 or more  or no clouds.,,,11.0,10.9,0.8,12,,,,
12.03.2020 23:00,12.1,758.5,764.2,,93,Wind blowing from the north-east,0,,4,, ,,,11.8,14.7,,,,,,10.0,11.0,0.1,6,,,,
12.03.2020 20:00,11.9,757.4,763.1,,97,Wind blowing from the north,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.3,,,300-600,,,3.7,11.4,0.8,12,,,,
12.03.2020 17:00,12.1,756.4,762.1,,96,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.5,,,300-600,,,2.6,11.5,0.7,6,,,,
12.03.2020 14:00,13.3,756.4,762.1,,84,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,2500 or more  or no clouds.,,,6.0,10.7,No precipitation,12,,,,
12.03.2020 11:00,14.4,757.6,763.3,,74,Wind blowing from the east-northeast,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,1000-1500,,,11.0,9.8,No precipitation,6,,,,
12.03.2020 08:00,12.5,758.1,763.8,0.4,85,Wind blowing from the west-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.2,,,2500 or more  or no clouds.,,,10.0,10.0,No precipitation,12,,,,
12.03.2020 05:00,12.6,757.7,763.4,,84,Wind blowing from the west,0,,3,, ,,,6.8,19.2,,,,,,11.0,10.0,No precipitation,6,,,,
12.03.2020 02:00,12.8,758.5,764.1,0.1,82,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.2,,,2500 or more  or no clouds.,,,11.0,9.8,No precipitation,12,,,,
11.03.2020 23:00,13.6,758.4,764.1,,76,Wind blowing from the east-northeast,1,,,,Rain (not freezing) not falling as shower(s). ,,,6.8,19.2,,,,,,14.0,9.5,No precipitation,6,,,,
11.03.2020 20:00,15.3,758.8,764.6,0.8,61,Wind blowing from the south-west,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.2,,,1000-1500,,,14.0,7.8,No precipitation,12,,,,
11.03.2020 17:00,17.5,758.0,763.7,,47,Wind blowing from the south-east,1,,4,100%., ,,,6.8,19.2,,,1000-1500,,,15.0,6.1,No precipitation,6,,,,
11.03.2020 14:00,19.0,759.0,764.7,-2.7,42,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.2,,,1000-1500,,,14.0,5.8,No precipitation,12,,,,
11.03.2020 11:00,17.2,761.7,767.4,,58,Wind blowing from the north-northwest,1,,3,, ,,,6.8,18.3,,,,,,13.0,8.9,No precipitation,6,,,,
11.03.2020 08:00,8.6,761.3,767.1,,89,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,18.3,,,2500 or more  or no clouds.,,,12.0,6.9,No precipitation,12,,,,
11.03.2020 05:00,7.2,760.9,766.6,,93,Wind blowing from the north-east,1,,5,, ,,,7.0,18.3,,,,,,12.0,6.1,No precipitation,6,,,,
11.03.2020 02:00,8.4,761.3,767.1,-0.1,93,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.3,,,2500 or more  or no clouds.,,,11.0,7.3,No precipitation,12,,,,
10.03.2020 23:00,9.9,761.4,767.2,,85,Wind blowing from the east,1,,6,, ,,,9.9,18.3,,,,,,10.0,7.5,No precipitation,6,,,,
10.03.2020 20:00,12.9,760.3,766.0,,66,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,18.3,,,2500 or more  or no clouds.,,,12.0,6.7,No precipitation,12,,,,
10.03.2020 17:00,17.0,759.4,765.1,,49,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%, ,,,10.8,18.3,,,1000-1500,,,13.0,6.2,No precipitation,6,,,,
10.03.2020 14:00,16.3,759.9,765.6,,52,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.6,,,2500 or more  or no clouds.,,,13.0,6.4,No precipitation,12,,,,
10.03.2020 11:00,14.5,760.8,766.5,,68,Wind blowing from the south-east,2,,6,70 – 80%., ,,,10.8,16.7,,,1000-1500,,,8.0,8.7,No precipitation,6,,,,
10.03.2020 08:00,11.4,759.7,765.5,1.6,78,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.9,,,1000-1500,,,10.0,7.7,0.2,12,,,,
10.03.2020 05:00,10.8,758.1,763.8,,79,Wind blowing from the north-northwest,1,,6,, ,,,10.8,16.9,,,,,,10.0,7.3,0.2,6,,,,
10.03.2020 02:00,11.2,758.1,763.8,,77,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,16.9,,,2500 or more  or no clouds.,,,7.0,7.3,0.2,12,,,,
09.03.2020 20:00,13.3,755.2,760.9,3.4,73,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,16.9,,,1000-1500,,,16.0,8.6,No precipitation,12,,,,
09.03.2020 17:00,14.7,751.8,757.4,,80,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,16.9,,,1000-1500,,,18.0,11.3,No precipitation,6,,,,
09.03.2020 14:00,16.2,751.0,756.7,-0.1,85,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,17.0,,,1000-1500,,,17.0,13.7,17.0,12,,,,
09.03.2020 11:00,16.8,751.1,756.7,,92,Wind blowing from the north-northeast,1,,6,100%., ,,,14.6,,,,1000-1500,,,16.0,15.5,0.8,6,,,,
09.03.2020 08:00,14.9,750.1,755.8,2.1,98,Wind blowing from the east,0,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,2500 or more  or no clouds.,,,4.6,14.6,50.0,12,,,,
09.03.2020 05:00,14.7,748.0,753.6,,99,Wind blowing from the north-northeast,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.0,,,,,,,3.8,14.5,34.0,6,,,,
09.03.2020 02:00,15.2,748.7,754.3,,98,Wind blowing from the east-northeast,1,,9,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,2500 or more  or no clouds.,,,1.6,14.9,70.0,12,,,,
08.03.2020 23:00,15.2,750.1,755.6,,98,Wind blowing from the east-northeast,1,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,,,13.0,21.1,,,,,,3.5,14.9,41.0,6,,,,
08.03.2020 20:00,15.8,749.6,755.2,0.1,98,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,21.1,,,2500 or more  or no clouds.,,,3.2,15.5,39.0,12,,,,
08.03.2020 17:00,15.7,749.5,755.1,,97,Wind blowing from the east,2,,6,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,21.1,,,,,,1.4,15.2,14.0,6,,,,
08.03.2020 14:00,17.0,750.9,756.5,-2.3,89,Wind blowing from the east,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,21.1,,,2500 or more  or no clouds.,,,7.0,15.2,1.0,12,,,,
08.03.2020 11:00,19.5,753.2,758.8,,70,Wind blowing from the east,2,,,, ,,,13.0,19.5,,,,,,16.0,13.9,No precipitation,6,,,,
08.03.2020 08:00,13.7,753.5,759.1,,91,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,2500 or more  or no clouds.,,,15.0,12.3,Trace of precipitation,12,,,,
08.03.2020 05:00,13.1,753.0,758.6,,93,Wind blowing from the north-northeast,1,,4,, ,,,10.5,17.9,,,,,,15.0,12.0,No precipitation,6,,,,
08.03.2020 02:00,13.7,754.3,759.9,-0.9,90,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,17.9,,,2500 or more  or no clouds.,,,18.0,12.1,No precipitation,12,,,,
07.03.2020 23:00,14.1,755.2,760.9,,92,Calm  no wind,0,,,, ,,,10.3,17.9,,,,,,12.0,12.8,No precipitation,6,,,,
07.03.2020 20:00,15.0,755.2,760.9,0.6,87,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.9,,,2500 or more  or no clouds.,,,14.0,12.9,No precipitation,12,,,,
07.03.2020 17:00,17.3,754.6,760.3,,71,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,10.2,17.9,,,,,,17.0,12.0,No precipitation,6,,,,
07.03.2020 14:00,17.4,755.2,760.9,-1.9,70,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.7,,,2500 or more  or no clouds.,,,18.0,11.9,No precipitation,12,,,,
07.03.2020 11:00,16.5,757.1,762.8,,77,Wind blowing from the north-northwest,1,,3,, ,,,10.2,16.5,,,,,,15.0,12.5,No precipitation,6,,,,
07.03.2020 08:00,11.2,757.4,763.2,1.6,98,Wind blowing from the north,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.4,,,600-1000,,,5.0,10.9,0.5,12,,,,
07.03.2020 05:00,10.6,755.8,761.5,,98,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,12.4,,,,,,1.9,10.3,No precipitation,6,,,,
07.03.2020 02:00,10.5,756.1,761.8,,97,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.4,,,2500 or more  or no clouds.,,,5.0,10.0,4.0,12,,,,
06.03.2020 23:00,10.3,756.7,762.5,,97,Wind blowing from the north-east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,10.2,12.4,,,,,,6.0,9.8,2.0,6,,,,
06.03.2020 20:00,10.3,756.4,762.1,0.8,97,Wind blowing from the north,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,13.3,,,300-600,,,4.7,9.8,7.0,12,,,,
06.03.2020 17:00,11.2,755.6,761.3,,95,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,2.3,10.4,5.0,6,,,,
06.03.2020 14:00,11.0,755.8,761.5,-2.7,93,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,7.0,9.9,4.0,12,,,,
06.03.2020 11:00,11.7,758.5,764.3,,80,Wind blowing from the north,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,300-600,,,7.0,8.4,0.3,6,,,,
06.03.2020 08:00,11.7,758.4,764.1,,66,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,17.0,5.6,No precipitation,12,,,,
06.03.2020 05:00,11.9,758.1,763.8,,63,Wind blowing from the east,1,,4,, ,,,7.2,18.9,,,,,,18.0,5.1,No precipitation,6,,,,
06.03.2020 02:00,12.3,759.4,765.1,-0.8,61,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.9,,,2500 or more  or no clouds.,,,17.0,5.0,No precipitation,12,,,,
05.03.2020 23:00,12.0,760.2,765.9,,80,Wind blowing from the east-northeast,1,,,, ,,,7.2,18.9,,,,,,14.0,8.7,No precipitation,6,,,,
05.03.2020 20:00,13.3,760.3,766.1,0.6,69,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.9,,,2500 or more  or no clouds.,,,13.0,7.7,No precipitation,12,,,,
05.03.2020 17:00,17.0,759.7,765.4,,48,Wind blowing from the south-southeast,1,,7,, ,,,7.2,18.9,,,,,,15.0,5.9,No precipitation,6,,,,
05.03.2020 14:00,18.0,760.9,766.6,-3.0,45,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.6,,,2500 or more  or no clouds.,,,13.0,5.9,No precipitation,12,,,,
05.03.2020 11:00,14.4,763.9,769.7,,53,Wind blowing from the east,2,,7,no clouds, ,,,7.2,14.6,,,,,,10.0,5.0,No precipitation,6,,,,
05.03.2020 08:00,8.8,764.4,770.2,0.7,86,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.4,,,2500 or more  or no clouds.,,,9.0,6.6,No precipitation,12,,,,
05.03.2020 05:00,8.0,763.7,769.6,,92,Wind blowing from the north-northeast,1,,4,, ,,,7.7,13.4,,,,,,7.0,6.8,No precipitation,6,,,,
05.03.2020 02:00,8.7,764.1,769.9,,89,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.4,,,2500 or more  or no clouds.,,,8.0,7.0,No precipitation,12,,,,
04.03.2020 23:00,10.6,764.5,770.3,,71,Wind blowing from the east-northeast,1,,,, ,,,8.7,13.4,,,,,,10.0,5.6,No precipitation,6,,,,
04.03.2020 20:00,11.2,764.0,769.9,0.7,73,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.4,,,1000-1500,,,12.0,6.5,No precipitation,12,,,,
04.03.2020 17:00,12.3,763.3,769.0,,73,Wind blowing from the east,2,,4,, ,,,8.7,13.4,,,,,,13.0,7.6,No precipitation,6,,,,
04.03.2020 14:00,12.9,762.7,768.5,-1.5,73,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.4,,,2500 or more  or no clouds.,,,13.0,8.2,1.0,12,,,,
04.03.2020 11:00,12.3,764.2,769.9,,77,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.3,,,1000-1500,,,10.0,8.4,0.5,6,,,,
04.03.2020 08:00,8.8,763.8,769.6,1.1,97,Wind blowing from the north-northeast,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,10.8,,,2500 or more  or no clouds.,,,3.4,8.4,3.0,12,,,,
04.03.2020 05:00,8.7,762.7,768.6,,97,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.7,10.8,,,,,,5.0,8.3,1.0,6,,,,
04.03.2020 02:00,9.0,762.7,768.6,0.0,97,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.8,,,2500 or more  or no clouds.,,,2.8,8.5,2.0,12,,,,
03.03.2020 23:00,9.4,762.7,768.5,,96,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.9,10.8,,,,,,8.0,8.8,1.0,6,,,,
03.03.2020 20:00,10.2,762.4,768.1,,94,Wind blowing from the north-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.8,,,2500 or more  or no clouds.,,,18.0,9.3,9.0,12,,,,
03.03.2020 17:00,10.7,760.9,766.6,,94,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.4,,,1000-1500,,,9.0,9.8,8.0,6,,,,
03.03.2020 14:00,10.3,760.9,766.7,-1.8,95,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,300-600,,,3.4,9.5,8.0,12,,,,
03.03.2020 11:00,10.2,762.7,768.5,,94,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,,,,5.0,9.3,0.8,6,,,,
03.03.2020 08:00,9.4,761.9,767.7,1.0,95,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,2500 or more  or no clouds.,,,8.0,8.6,7.0,12,,,,
03.03.2020 05:00,8.9,760.9,766.7,,96,Wind blowing from the north-east,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.9,18.5,,,,,,6.0,8.3,3.0,6,,,,
03.03.2020 02:00,9.1,761.5,767.2,-0.9,97,Wind blowing from the north-northeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.5,,,2500 or more  or no clouds.,,,2.8,8.6,10.0,12,,,,
