Local time in Liuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.03.2020 14:00,24.2,732.8,759.1,-2.1,79,Wind blowing from the south,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.4,,,600-1000,,,13.0,20.3,No precipitation,12,,,,
24.03.2020 11:00,22.8,734.9,761.3,,82,Wind blowing from the south-southeast,1,,10,100%., ,,,19.2,26.4,,,600-1000,,,17.0,19.6,No precipitation,6,,,,
24.03.2020 08:00,19.4,734.2,760.8,1.5,92,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.4,,,1500-2000,,,18.0,18.1,No precipitation,12,,,,
24.03.2020 05:00,19.4,732.7,759.1,,91,Wind blowing from the east,5,,8,, ,,,19.1,26.4,,,,,,11.0,17.9,No precipitation,6,,,,
24.03.2020 02:00,22.8,733.1,759.4,,83,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.4,,,2500 or more  or no clouds.,,,9.0,19.8,No precipitation,12,,,,
23.03.2020 20:00,24.2,732.4,758.8,0.8,79,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.4,,,1500-2000,,,13.0,20.3,18.0,12,,,,
23.03.2020 17:00,25.9,731.6,757.8,,72,Wind blowing from the south-southeast,4,,6,40%., ,,,19.1,26.6,,,600-1000,,,12.0,20.5,0.1,6,,,,
23.03.2020 14:00,24.9,733.5,759.8,-1.9,78,Wind blowing from the south,3,,6,20–30%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,19.1,27.2,,,600-1000,,,9.0,20.8,22.0,12,,,,
23.03.2020 11:00,20.5,735.4,762.0,,97,Wind blowing from the east-northeast,2,,6,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,19.1,27.2,,,300-600,,,1.8,20.0,22.0,6,,,,
23.03.2020 08:00,21.0,734.4,760.9,1.6,95,Wind blowing from the north-northeast,2,,6,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.2,,,300-600,,,2.7,20.2,4.0,12,,,,
23.03.2020 05:00,23.1,732.8,759.0,,81,Wind blowing from the south-southeast,3,,10,, ,,,20.9,27.2,,,,,,18.0,19.7,No precipitation,6,,,,
23.03.2020 02:00,23.5,732.7,758.8,,79,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.2,,,2500 or more  or no clouds.,,,19.0,19.6,No precipitation,12,,,,
22.03.2020 20:00,24.9,732.0,758.3,1.0,72,Wind blowing from the south-southeast,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.2,,,1500-2000,,,25.0,19.5,Trace of precipitation,12,,,,
22.03.2020 17:00,26.6,731.0,757.3,,66,Wind blowing from the south,7,,10,20–30%., ,,,20.9,27.2,,,600-1000,,,30.0,19.7,No precipitation,6,,,,
22.03.2020 14:00,26.2,732.2,758.5,-1.5,67,Wind blowing from the south-southeast,3,,12,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.4,,,600-1000,,,19.0,19.6,Trace of precipitation,12,,,,
22.03.2020 11:00,23.0,733.7,760.1,,80,Wind blowing from the south,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,23.5,,,600-1000,,,19.0,19.4,No precipitation,6,,,,
22.03.2020 08:00,21.7,732.7,759.1,0.9,86,Wind blowing from the south,3,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,23.5,,,1500-2000,,,16.0,19.3,No precipitation,12,,,,
22.03.2020 05:00,21.4,731.8,758.2,,85,Wind blowing from the south-southwest,3,,14,, ,,,20.3,23.5,,,,,,21.0,18.8,No precipitation,6,,,,
22.03.2020 02:00,22.4,732.4,758.8,,83,Wind blowing from the south,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.5,,,2500 or more  or no clouds.,,,21.0,19.4,No precipitation,12,,,,
21.03.2020 20:00,23.0,731.3,757.7,0.9,85,Wind blowing from the south,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.0,,,600-1000,,,21.0,20.3,Trace of precipitation,12,,,,
21.03.2020 17:00,22.6,730.4,756.8,,90,Wind blowing from the south,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,22.6,,,600-1000,,,14.0,20.9,No precipitation,6,,,,
21.03.2020 14:00,22.6,731.5,758.1,-1.6,90,Wind blowing from the south,7,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,22.6,,,600-1000,,,9.0,20.9,0.2,12,,,,
21.03.2020 11:00,21.9,733.1,759.7,,89,Wind blowing from the south,6,,11,100%., ,,,17.4,22.1,,,600-1000,,,9.0,20.0,No precipitation,6,,,,
21.03.2020 08:00,21.2,732.7,759.4,1.5,90,Wind blowing from the south,6,,11,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,16.1,21.2,,,600-1000,,,9.0,19.5,0.4,12,,,,
21.03.2020 05:00,20.3,731.2,757.9,,98,Wind blowing from the south,6,,11,,Fog or ice fog. ,,,15.8,20.3,,,,,,4.4,20.0,0.3,6,,,,
21.03.2020 02:00,18.6,732.2,759.0,,98,Wind blowing from the south-southwest,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,15.8,18.6,,,2500 or more  or no clouds.,,,0.1,18.3,0.6,12,,,,
20.03.2020 20:00,17.5,732.2,759.1,0.4,98,Wind blowing from the south-east,2,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,15.8,18.5,,,1500-2000,,,less than 0.1,17.2,0.4,12,,,,
20.03.2020 17:00,17.4,731.8,758.8,,97,Wind blowing from the south-east,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,18.8,,,1500-2000,,,0.1,16.9,No precipitation,6,,,,
20.03.2020 14:00,18.3,733.5,760.4,-2.1,91,Wind blowing from the north,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,19.4,,,1500-2000,,,4.5,16.8,No precipitation,12,,,,
20.03.2020 11:00,18.1,735.6,762.6,,89,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,20.3,,,1500-2000,,,4.3,16.3,No precipitation,6,,,,
20.03.2020 08:00,16.1,734.9,761.9,1.1,98,Wind blowing from the north-east,1,,,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,20.3,,,1500-2000,,,less than 0.1,15.8,No precipitation,12,,,,
20.03.2020 05:00,16.0,733.8,760.7,,96,Wind blowing from the west-northwest,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,13.0,20.3,,,,,,0.1,15.4,No precipitation,6,,,,
20.03.2020 02:00,16.5,734.8,761.7,,94,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.3,,,2500 or more  or no clouds.,,,5.0,15.5,No precipitation,12,,,,
19.03.2020 20:00,17.6,734.4,761.5,,86,Wind blowing from the south-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.3,,,600-1000,,,30.0,15.2,Trace of precipitation,6,,,,
19.03.2020 17:00,18.8,733.6,760.6,,80,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,12.9,20.3,,,600-1000,,,30.0,15.3,No precipitation,6,,,,
19.03.2020 14:00,19.0,734.8,761.9,,77,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,20.3,,,600-1000,,,30.0,14.9,6.0,12,,,,
19.03.2020 11:00,15.6,736.3,763.6,,94,Wind blowing from the north-west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.6,,,600-1000,,,14.0,14.6,0.5,6,,,,
19.03.2020 08:00,13.4,735.1,762.5,1.1,98,Wind blowing from the north-northwest,4,,10,90  or more  but not 100%,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,0.1,13.1,8.0,12,,,,
19.03.2020 05:00,13.0,734.0,761.3,,98,Wind blowing from the north-northwest,3,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.8,15.6,,,,,,0.1,12.7,6.0,6,,,,
19.03.2020 02:00,13.3,734.0,761.2,,98,Wind blowing from the west-northwest,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.8,15.6,,,2500 or more  or no clouds.,,,less than 0.1,13.0,5.0,12,,,,
18.03.2020 20:00,13.6,734.2,761.5,1.1,98,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.8,15.6,,,300-600,,,0.2,13.3,3.0,12,,,,
18.03.2020 17:00,14.6,733.1,760.4,,96,Wind blowing from the north-west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.8,15.6,,,1500-2000,,,0.2,14.0,No precipitation,6,,,,
18.03.2020 14:00,15.4,734.4,761.7,-2.2,87,Wind blowing from the west,0,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.6,,,1500-2000,,,12.0,13.2,18.0,12,,,,
18.03.2020 11:00,14.1,736.6,764.0,,94,Wind blowing from the west-northwest,2,,17,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.0,,,600-1000,,,5.0,13.1,3.0,6,,,,
18.03.2020 08:00,12.0,736.6,764.2,0.6,98,Wind blowing from the north-west,4,,17,100%.,Mist. ,Shower(s).,Rain.,11.8,15.0,,,1500-2000,,,0.9,11.7,42.0,12,,,,
18.03.2020 05:00,12.2,736.0,763.3,,98,Wind blowing from the north-west,6,,17,,Rain  not freezing  intermittent  moderate at time of observation. ,,,12.0,15.0,,,,,,0.1,11.9,36.0,6,,,,
18.03.2020 02:00,12.3,736.4,763.9,,98,Wind blowing from the north,4,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,15.0,,,2500 or more  or no clouds.,,,0.1,12.0,27.0,12,,,,
17.03.2020 20:00,13.2,737.2,764.6,0.8,96,Wind blowing from the north,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,15.0,,,300-600,,,1.2,12.6,5.0,12,,,,
17.03.2020 17:00,14.8,736.4,763.7,,86,Wind blowing from the north,4,,12,, ,,,13.3,15.0,,,,,,13.0,12.5,0.2,6,,,,
17.03.2020 14:00,14.1,737.0,764.4,-2.1,96,Wind blowing from the north-northwest,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.3,14.5,,,300-600,,,11.0,13.5,7.0,12,,,,
17.03.2020 11:00,13.5,739.1,766.6,,98,Wind blowing from the north,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.3,14.5,,,300-600,,,3.8,13.2,5.0,6,,,,
17.03.2020 08:00,13.7,738.2,765.7,,98,Wind blowing from the north-northwest,6,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.2,14.5,,,300-600,,,0.1,13.4,9.0,12,,,,
17.03.2020 05:00,14.4,736.3,763.6,,98,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,,14.4,,,,,,less than 0.1,14.1,4.0,6,,,,
17.03.2020 02:00,14.2,736.7,764.1,,98,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,,14.8,,,2500 or more  or no clouds.,,,0.1,13.9,7.0,12,,,,
16.03.2020 20:00,14.0,736.5,763.9,1.1,98,Wind blowing from the north-east,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.1,,,,300-600,,,less than 0.1,13.7,4.0,12,,,,
16.03.2020 17:00,14.4,735.4,762.7,,98,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.1,,,,300-600,,,0.1,14.1,2.0,6,,,,
16.03.2020 14:00,14.2,736.3,763.6,-1.7,98,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.1,,,,300-600,,,less than 0.1,13.9,2.0,12,,,,
16.03.2020 11:00,13.8,738.0,765.3,,98,Wind blowing from the north-east,3,,6,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,13.1,,,,,,,0.1,13.5,2.0,6,,,,
16.03.2020 08:00,13.2,736.7,764.0,1.0,98,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.1,18.6,,,300-600,,,less than 0.1,12.9,0.6,12,,,,
16.03.2020 05:00,13.7,735.7,762.9,,94,Wind blowing from the north-west,2,,6,,Mist. ,,,13.7,18.6,,,,,,1.9,12.8,No precipitation,6,,,,
16.03.2020 02:00,14.8,736.4,763.5,,87,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.6,,,2500 or more  or no clouds.,,,4.8,12.7,No precipitation,12,,,,
15.03.2020 20:00,16.5,736.3,763.4,0.9,65,Wind blowing from the north-northeast,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.6,,,1500-2000,,,11.0,9.9,Trace of precipitation,12,,,,
15.03.2020 17:00,17.3,735.4,762.5,,58,Wind blowing from the east-southeast,1,,,100%., ,,,14.8,20.2,,,1500-2000,,,14.0,9.0,No precipitation,6,,,,
15.03.2020 14:00,18.5,736.4,763.5,-2.3,56,Wind blowing from the east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,21.0,,,1500-2000,,,14.0,9.6,No precipitation,12,,,,
15.03.2020 11:00,16.8,738.7,765.9,,58,Wind blowing from the east,2,,8,, ,,,14.8,,,,,,,15.0,8.5,No precipitation,6,,,,
15.03.2020 08:00,14.9,738.6,765.8,1.1,60,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.0,,,1500-2000,,,9.0,7.2,No precipitation,12,,,,
15.03.2020 05:00,15.0,737.5,764.6,,56,Wind blowing from the north-northeast,4,,8,, ,,,13.7,21.0,,,,,,19.0,6.3,No precipitation,6,,,,
15.03.2020 02:00,15.9,738.7,765.7,,53,Wind blowing from the north-east,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,21.0,,,2500 or more  or no clouds.,,,18.0,6.3,No precipitation,12,,,,
14.03.2020 20:00,17.3,737.7,764.9,0.5,58,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,21.0,,,1500-2000,,,12.0,9.0,No precipitation,12,,,,
14.03.2020 17:00,20.2,737.2,764.2,,57,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%, ,,,13.7,21.0,,,1500-2000,,,15.0,11.4,No precipitation,6,,,,
14.03.2020 14:00,19.6,738.1,765.3,-2.6,54,Wind blowing from the north,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,19.9,,,600-1000,,,12.0,10.0,No precipitation,12,,,,
14.03.2020 11:00,15.8,740.7,768.1,,73,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%, ,,,13.7,16.3,,,1500-2000,,,11.0,11.0,No precipitation,6,,,,
14.03.2020 08:00,14.0,739.5,766.9,1.1,79,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,16.3,,,1500-2000,,,12.0,10.4,No precipitation,12,,,,
14.03.2020 05:00,14.0,738.4,765.7,,74,Wind blowing from the north,5,,10,, ,,,13.7,16.3,,,,,,17.0,9.4,No precipitation,6,,,,
14.03.2020 02:00,14.2,739.6,766.9,,84,Wind blowing from the north,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,16.3,,,2500 or more  or no clouds.,,,13.0,11.5,No precipitation,12,,,,
13.03.2020 20:00,15.7,737.4,764.6,,84,Wind blowing from the north-northeast,5,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,16.3,,,600-1000,,,18.0,13.0,0.3,12,,,,
13.03.2020 17:00,16.2,735.9,763.0,,90,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,16.3,,,600-1000,,,22.0,14.6,0.2,6,,,,
13.03.2020 14:00,15.8,735.7,762.9,,98,Wind blowing from the north,5,,8,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,14.0,16.2,,,600-1000,,,5.0,15.5,0.4,12,,,,
13.03.2020 11:00,15.7,736.9,764.2,,98,Wind blowing from the north,4,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.7,,,600-1000,,,0.1,15.4,0.1,6,,,,
13.03.2020 08:00,15.2,735.5,762.7,,98,Wind blowing from the north-northwest,4,,7,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,15.3,,,600-1000,,,less than 0.1,14.9,0.6,12,,,,
13.03.2020 05:00,15.3,733.4,760.6,,98,Wind blowing from the north,3,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,15.3,,,,,,less than 0.1,15.0,0.2,6,,,,
13.03.2020 02:00,15.3,733.4,760.6,,98,Wind blowing from the north,4,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.3,,,2500 or more  or no clouds.,,,less than 0.1,15.0,0.9,12,,,,
12.03.2020 20:00,15.1,732.0,759.2,0.9,98,Wind blowing from the east-northeast,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.5,15.1,,,300-600,,,0.2,14.8,1.0,12,,,,
12.03.2020 17:00,14.7,731.1,758.3,,98,Wind blowing from the north-east,1,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,11.5,14.8,,,300-600,,,0.1,14.4,0.3,6,,,,
12.03.2020 14:00,14.1,732.3,759.6,-2.7,98,Wind blowing from the north-east,2,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,11.5,15.3,,,600-1000,,,0.2,13.8,3.0,12,,,,
12.03.2020 11:00,13.1,735.0,762.4,,98,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.5,,,,,,0.1,12.8,1.0,6,,,,
12.03.2020 08:00,12.2,734.2,761.6,1.2,98,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.5,15.5,,,1000-1500,,,0.1,11.9,3.0,12,,,,
12.03.2020 05:00,11.7,733.0,760.3,,98,Wind blowing from the north-northeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.5,15.5,,,,,,0.1,11.4,2.0,6,,,,
12.03.2020 02:00,11.7,734.2,761.5,,98,Wind blowing from the east-northeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,15.5,,,2500 or more  or no clouds.,,,0.1,11.4,1.0,12,,,,
11.03.2020 20:00,14.3,733.9,761.1,0.4,72,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1500-2000,,,10.0,9.3,No precipitation,12,,,,
11.03.2020 17:00,14.6,733.5,760.7,,68,Wind blowing from the east,3,,7,100%., ,,,13.7,,,,1500-2000,,,13.0,8.8,No precipitation,6,,,,
11.03.2020 14:00,15.1,735.2,762.4,-2.3,60,Wind blowing from the east-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1500-2000,,,14.0,7.4,No precipitation,12,,,,
11.03.2020 11:00,14.4,737.5,764.7,,60,Wind blowing from the north-east,2,,10,100%., ,,,13.7,,,,1500-2000,,,18.0,6.7,No precipitation,6,,,,
11.03.2020 08:00,14.0,736.8,764.0,1.3,54,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.2,,,1500-2000,,,20.0,4.8,No precipitation,12,,,,
11.03.2020 05:00,14.0,735.5,762.6,,53,Wind blowing from the north-east,4,,10,, ,,,13.1,21.2,,,,,,27.0,4.6,No precipitation,6,,,,
11.03.2020 02:00,15.3,736.6,763.6,,50,Wind blowing from the north-east,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,21.2,,,2500 or more  or no clouds.,,,30.0,4.9,No precipitation,12,,,,
10.03.2020 20:00,17.6,735.7,762.8,0.1,45,Wind blowing from the east-northeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,21.2,,,1500-2000,,,25.0,5.5,No precipitation,12,,,,
10.03.2020 17:00,19.6,735.6,762.7,,43,Wind blowing from the north-east,3,,13,, ,,,13.1,22.7,,,,,,30.0,6.7,No precipitation,6,,,,
10.03.2020 14:00,19.8,737.3,764.4,-2.1,44,Wind blowing from the north,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,25.8,,,600-1000,,,25.0,7.2,No precipitation,12,,,,
10.03.2020 11:00,17.7,739.4,766.6,,57,Wind blowing from the north,6,,12,90  or more  but not 100%, ,,,13.1,,,,600-1000,,,20.0,9.1,No precipitation,6,,,,
10.03.2020 08:00,13.6,737.8,765.0,2.5,71,Wind blowing from the north,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,25.8,,,1500-2000,,,15.0,8.4,No precipitation,12,,,,
10.03.2020 05:00,13.8,735.3,762.2,,77,Wind blowing from the north,5,,12,, ,,,13.8,25.8,,,,,,17.0,9.8,No precipitation,6,,,,
10.03.2020 02:00,14.7,734.8,761.6,,78,Wind blowing from the north-east,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,25.8,,,2500 or more  or no clouds.,,,20.0,10.9,No precipitation,12,,,,
09.03.2020 20:00,18.2,732.0,758.6,2.9,69,Wind blowing from the north,7,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,25.8,,,600-1000,,,30.0,12.4,2.0,12,,,,
09.03.2020 17:00,22.7,729.1,755.5,,58,Wind blowing from the north-northwest,8,,14,20–30%., ,,,19.1,25.8,,,600-1000,,,30.0,14.0,1.0,6,,,,
09.03.2020 14:00,24.8,728.6,754.8,-1.0,59,Wind blowing from the north-northwest,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.0,,,600-1000,,,30.0,16.2,2.0,12,,,,
09.03.2020 11:00,21.1,729.6,755.9,,81,Wind blowing from the north,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,300-600,,,6.0,17.7,0.3,6,,,,
