Local time in Shenyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,-0.8,762.6,767.5,,23,Wind blowing from the north,3,,14,no clouds, ,,,-2.0,,,,,,,27.0,-19.4,No precipitation,6,,,,
15.03.2020 14:00,0.7,760.9,765.7,1.1,25,Wind blowing from the north,5,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,21.0,-17.1,No precipitation,12,,,,
15.03.2020 11:00,-0.9,759.8,764.7,,39,Wind blowing from the north,6,,12,40%., ,,,-2.0,8.6,,,2500 or more  or no clouds.,,,24.0,-13.1,No precipitation,6,,,,
15.03.2020 08:00,-0.1,757.1,762.0,2.5,42,Wind blowing from the north,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.6,,,1000-1500,,,30.0,-11.5,No precipitation,12,,,,
15.03.2020 05:00,0.4,754.6,759.4,,49,Wind blowing from the north-west,4,,11,, ,,,-4.1,8.6,,,,,,30.0,-9.3,No precipitation,6,,,,
15.03.2020 02:00,2.2,754.1,758.9,0.4,42,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.6,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
14.03.2020 23:00,4.0,753.7,758.5,,34,Wind blowing from the west-northwest,4,,,, ,,,,8.6,,,,,,30.0,-10.4,No precipitation,6,,,,
14.03.2020 20:00,6.1,753.4,758.2,0.9,31,Wind blowing from the north-west,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.6,,,1000-1500,,,22.0,-9.8,No precipitation,12,,,,
14.03.2020 17:00,7.7,752.5,757.3,,30,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-4.1,8.6,,,1000-1500,,,30.0,-8.8,No precipitation,6,,,,
14.03.2020 14:00,7.5,753.6,758.4,,30,Wind blowing from the west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.1,,,1000-1500,,,30.0,-9.0,No precipitation,12,,,,
14.03.2020 08:00,0.3,756.4,761.2,0.0,73,Wind blowing from the west-southwest,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,4.2,,,1000-1500,,,11.0,-4.1,No precipitation,12,,,,
14.03.2020 05:00,-3.8,756.4,761.2,,78,Wind blowing from the south-southwest,1,,5,, ,,,-7.7,4.2,,,,,,13.0,-7.2,No precipitation,6,,,,
14.03.2020 02:00,-0.9,757.9,762.8,-1.6,49,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.2,,,2500 or more  or no clouds.,,,28.0,-10.5,No precipitation,12,,,,
13.03.2020 23:00,-0.6,759.5,764.4,,46,Wind blowing from the south-west,2,,,, ,,,-7.7,4.2,,,,,,22.0,-10.8,No precipitation,6,,,,
13.03.2020 20:00,0.1,761.2,766.1,-0.5,52,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.2,,,,,,17.0,-8.8,No precipitation,12,,,,
13.03.2020 17:00,3.3,761.7,766.6,,29,Wind blowing from the south-west,3,,9,no clouds, ,,,-7.7,4.2,,,,,,30.0,-13.0,No precipitation,6,,,,
13.03.2020 14:00,3.3,763.1,768.1,,26,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,6.7,,,,,,30.0,-14.4,No precipitation,12,,,,
13.03.2020 11:00,1.1,765.7,770.7,,26,Wind blowing from the west,3,,8,no clouds, ,,,-7.7,6.9,,,,,,30.0,-16.3,No precipitation,6,,,,
13.03.2020 08:00,-1.6,766.6,771.6,0.5,33,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,6.9,,,,,,30.0,-15.8,No precipitation,12,,,,
13.03.2020 05:00,-7.7,766.1,771.1,,60,Wind blowing from the west,1,,11,, ,,,-7.7,6.9,,,,,,8.0,-14.1,No precipitation,6,,,,
13.03.2020 02:00,-3.3,766.8,771.7,0.8,32,Wind blowing from the north-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.9,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
12.03.2020 23:00,-1.4,766.0,771.0,,26,Wind blowing from the north-northwest,3,,,, ,,,-1.4,6.9,,,,,,30.0,-18.4,No precipitation,6,,,,
12.03.2020 20:00,0.1,764.8,769.8,3.0,20,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.9,,,,,,23.0,-20.2,No precipitation,12,,,,
12.03.2020 17:00,4.0,761.8,766.6,,22,Wind blowing from the north-west,4,,11,60%., ,,,1.0,6.9,,,2500 or more  or no clouds.,,,25.0,-15.8,No precipitation,6,,,,
12.03.2020 14:00,6.6,759.9,764.7,0.0,28,Wind blowing from the north-west,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.5,,,1000-1500,,,30.0,-10.6,No precipitation,12,,,,
12.03.2020 11:00,4.4,759.9,764.7,,43,Calm  no wind,0,,,100%., ,,,1.0,7.5,,,600-1000,,,30.0,-7.1,No precipitation,6,,,,
12.03.2020 08:00,3.0,758.6,763.5,2.5,49,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.5,,,600-1000,,,20.0,-6.7,No precipitation,12,,,,
12.03.2020 05:00,1.8,756.1,760.9,,63,Wind blowing from the south,1,,7,, ,,,-5.4,7.5,,,,,,22.0,-4.5,No precipitation,6,,,,
12.03.2020 02:00,4.0,754.6,759.4,0.0,50,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.5,,,2500 or more  or no clouds.,,,29.0,-5.7,No precipitation,12,,,,
11.03.2020 23:00,4.2,754.6,759.4,,45,Wind blowing from the south-southwest,3,,,, ,,,-5.4,7.5,,,,,,28.0,-6.7,No precipitation,6,,,,
11.03.2020 20:00,1.4,754.7,759.6,-0.1,54,Wind blowing from the south,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.5,,,2500 or more  or no clouds.,,,11.0,-6.9,No precipitation,12,,,,
11.03.2020 17:00,7.0,754.8,759.7,,32,Wind blowing from the south-west,3,,9,60%., ,,,-5.4,7.5,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,6,,,,
11.03.2020 14:00,6.2,756.5,761.4,-2.0,35,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,6.2,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
11.03.2020 11:00,2.1,758.5,763.4,,43,Wind blowing from the south-southwest,3,,6,60%., ,,,-5.4,5.0,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,6,,,,
11.03.2020 08:00,-1.4,759.0,763.9,1.1,48,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.0,,,,,,30.0,-11.0,No precipitation,12,,,,
11.03.2020 05:00,-4.0,757.9,762.8,,59,Wind blowing from the west,1,,,, ,,,,,,,,,,15.0,-11.0,,,,,,
11.03.2020 02:00,-1.1,757.9,762.8,0.0,43,Wind blowing from the north-west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.0,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
10.03.2020 23:00,0.2,757.9,762.8,,39,Wind blowing from the north-west,3,,,, ,,,-2.8,5.0,,,,,,30.0,-12.1,No precipitation,6,,,,
10.03.2020 20:00,1.6,757.4,762.3,,35,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.0,,,,,,30.0,-12.2,No precipitation,12,,,,
10.03.2020 17:00,3.5,755.9,760.8,,34,Wind blowing from the north-west,3,,11,20–30%., ,,,-2.8,5.0,,,1000-1500,,,30.0,-10.9,No precipitation,6,,,,
10.03.2020 14:00,3.8,754.9,759.7,,42,Wind blowing from the west-northwest,6,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.0,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
10.03.2020 11:00,3.7,755.5,760.3,,42,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-2.8,3.9,,,,,,18.0,-8.3,No precipitation,6,,,,
10.03.2020 08:00,-0.1,756.1,760.9,0.1,69,Wind blowing from the south-west,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,3.9,,,,,,6.0,-5.1,No precipitation,12,,,,
10.03.2020 05:00,-1.7,756.0,760.9,,76,Wind blowing from the north-northwest,1,,7,, ,,,-1.7,4.0,,,,,,10.0,-5.4,No precipitation,6,,,,
10.03.2020 02:00,0.0,757.3,762.1,,67,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.5,,,2500 or more  or no clouds.,,,14.0,-5.4,No precipitation,12,,,,
09.03.2020 20:00,2.5,759.0,763.9,0.0,59,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.1,,,1000-1500,,,24.0,-4.9,0.4,12,,,,
09.03.2020 17:00,3.5,759.0,763.9,,74,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,1000-1500,,,7.0,-0.7,No precipitation,6,,,,
09.03.2020 14:00,3.6,758.9,763.7,-1.4,82,Wind blowing from the north,4,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,600-1000,,,4.5,0.8,4.0,12,,,,
09.03.2020 11:00,2.2,760.3,765.2,,95,Wind blowing from the north,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,600-1000,,,2.4,1.5,3.0,6,,,,
09.03.2020 08:00,2.5,760.0,764.8,0.9,95,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,10.1,,,600-1000,,,4.4,1.8,3.0,12,,,,
09.03.2020 05:00,4.0,759.1,763.9,,96,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.0,10.1,,,,,,1.6,3.4,0.5,6,,,,
09.03.2020 02:00,4.1,758.9,763.7,0.7,92,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,10.1,,,2500 or more  or no clouds.,,,2.9,2.9,No precipitation,12,,,,
08.03.2020 23:00,4.0,758.2,763.0,,92,Calm  no wind,0,,,,Mist. ,,,0.9,10.1,,,,,,2.7,2.8,No precipitation,6,,,,
08.03.2020 20:00,6.1,757.9,762.7,1.5,84,Wind blowing from the south-west,1,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.1,,,600-1000,,,4.5,3.6,No precipitation,12,,,,
08.03.2020 17:00,8.9,756.4,761.2,,65,Wind blowing from the south-southwest,4,,,100%., ,,,,,,,600-1000,,,19.0,2.5,,,,,,
08.03.2020 14:00,9.2,756.4,761.2,-1.4,72,Wind blowing from the south-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.1,,,600-1000,,,8.0,4.4,No precipitation,12,,,,
08.03.2020 11:00,7.5,757.8,762.6,,71,Wind blowing from the south-southwest,4,,9,100%., ,,,0.9,7.5,,,600-1000,,,12.0,2.6,No precipitation,6,,,,
08.03.2020 08:00,3.3,758.3,763.2,0.1,86,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,4.6,,,600-1000,,,7.0,1.2,No precipitation,12,,,,
08.03.2020 05:00,2.3,758.2,763.1,,88,Wind blowing from the south-southeast,1,,4,, ,,,0.9,4.6,,,,,,8.0,0.5,No precipitation,6,,,,
08.03.2020 02:00,1.4,758.8,763.6,0.1,98,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,4.6,,,2500 or more  or no clouds.,,,4.6,1.1,No precipitation,12,,,,
07.03.2020 23:00,2.6,758.7,763.6,,96,Wind blowing from the south-east,0,,,,Mist. ,,,2.0,4.6,,,,,,2.8,2.0,No precipitation,6,,,,
07.03.2020 20:00,3.3,758.8,763.7,0.3,94,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.6,,,1000-1500,,,2.3,2.4,0.9,12,,,,
07.03.2020 17:00,4.5,758.5,763.3,,88,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.6,,,1000-1500,,,5.0,2.7,,,,,,
07.03.2020 14:00,4.5,758.5,763.4,-1.1,88,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.5,,,2500 or more  or no clouds.,,,6.0,2.7,2.0,12,,,,
07.03.2020 11:00,3.8,759.6,764.5,,92,Wind blowing from the south-west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.8,,,1000-1500,,,7.0,2.6,1.0,6,,,,
07.03.2020 08:00,3.0,759.2,764.1,1.2,93,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,1000-1500,,,7.0,2.0,0.8,12,,,,
07.03.2020 05:00,2.2,758.0,762.9,,93,Wind blowing from the south-east,0,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,6.8,,,,,,4.4,1.2,0.2,6,,,,
07.03.2020 02:00,2.5,757.7,762.5,0.1,75,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.8,,,2500 or more  or no clouds.,,,12.0,-1.5,No precipitation,12,,,,
06.03.2020 23:00,3.8,757.6,762.4,,69,Wind blowing from the south,2,,,, ,,,,6.8,,,,,,12.0,-1.4,No precipitation,6,,,,
06.03.2020 20:00,2.7,757.6,762.5,0.9,75,Wind blowing from the south-east,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.8,,,1000-1500,,,7.0,-1.3,No precipitation,12,,,,
06.03.2020 17:00,4.6,756.7,761.5,,69,Wind blowing from the south-southeast,3,,10,100%., ,,,-4.0,6.8,,,1000-1500,,,9.0,-0.6,No precipitation,6,,,,
06.03.2020 14:00,6.1,756.3,761.2,-1.3,63,Wind blowing from the south,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.8,,,1000-1500,,,11.0,-0.6,No precipitation,12,,,,
06.03.2020 11:00,6.4,757.6,762.5,,58,Wind blowing from the south-southwest,4,,,100%., ,,,-4.0,6.5,,,1000-1500,,,11.0,-1.3,No precipitation,6,,,,
06.03.2020 08:00,1.7,757.9,762.8,-0.1,71,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,5.0,,,,,,11.0,-3.0,No precipitation,12,,,,
06.03.2020 05:00,-3.9,758.0,762.9,,81,Wind blowing from the north-east,1,,9,, ,,,-10.8,5.0,,,,,,14.0,-6.7,No precipitation,6,,,,
06.03.2020 02:00,-3.8,759.3,764.2,-0.5,84,Wind blowing from the south-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.0,,,2500 or more  or no clouds.,,,12.0,-6.1,No precipitation,12,,,,
05.03.2020 23:00,-1.4,759.8,764.8,,72,Wind blowing from the south-southwest,1,,,, ,,,-10.8,5.0,,,,,,10.0,-5.8,No precipitation,6,,,,
05.03.2020 20:00,0.8,760.2,765.1,-0.1,55,Wind blowing from the south-southwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.0,,,,,,19.0,-7.2,No precipitation,12,,,,
05.03.2020 17:00,3.8,760.3,765.2,,44,Wind blowing from the south-west,5,,13,90  or more  but not 100%, ,,,-10.8,5.0,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,6,,,,
05.03.2020 14:00,4.9,761.4,766.3,-3.0,47,Wind blowing from the south-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.0,,,,,,23.0,-5.7,No precipitation,12,,,,
05.03.2020 11:00,0.7,764.4,769.4,,48,Wind blowing from the south,3,,6,no clouds, ,,,-10.8,0.8,,,,,,15.0,-9.1,No precipitation,6,,,,
05.03.2020 08:00,-6.2,766.1,771.1,-0.8,81,Wind blowing from the south-east,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.0,,,,,,3.4,-8.9,No precipitation,12,,,,
05.03.2020 05:00,-10.4,766.9,772.0,,87,Wind blowing from the south-east,1,,6,, ,,,-10.4,-1.0,,,,,,9.0,-12.1,No precipitation,6,,,,
05.03.2020 02:00,-8.9,767.2,772.3,-0.1,90,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.0,,,2500 or more  or no clouds.,,,8.0,-10.2,No precipitation,12,,,,
04.03.2020 23:00,-7.5,767.3,772.3,,85,Calm  no wind,0,,,, ,,,-7.5,-0.7,,,,,,8.0,-9.6,No precipitation,6,,,,
04.03.2020 20:00,-3.1,767.5,772.6,1.2,58,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,-0.2,,,,,,27.0,-10.2,0.1,12,,,,
04.03.2020 17:00,-1.9,766.3,771.4,,54,Wind blowing from the north-northwest,2,,9,20–30%., ,,,-5.5,0.5,,,600-1000,,,30.0,-10.0,Trace of precipitation,6,,,,
04.03.2020 14:00,-2.1,766.0,771.1,-0.5,54,Wind blowing from the north-northwest,4,,10,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-5.5,,,,1000-1500,,,30.0,-10.2,0.5,12,,,,
04.03.2020 11:00,-3.7,766.5,771.5,,69,Wind blowing from the north-west,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-5.5,4.6,,,600-1000,,,7.0,-8.6,0.3,6,,,,
04.03.2020 08:00,-5.2,765.7,770.8,,82,Wind blowing from the north-northwest,2,,10,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.5,4.6,,,600-1000,,,3.0,-7.8,1.0,12,,,,
04.03.2020 05:00,-5.2,764.5,769.4,,82,Wind blowing from the north-northwest,3,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.2,4.6,,,,,,5.0,-7.9,0.6,6,,,,
04.03.2020 02:00,-3.8,763.3,768.2,1.4,82,Wind blowing from the north-northwest,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,4.6,,,2500 or more  or no clouds.,,,3.5,-6.4,3.0,12,,,,
03.03.2020 23:00,-0.7,761.9,766.9,,93,Wind blowing from the west-northwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-3.7,4.6,,,,,,2.3,-1.7,1.0,6,,,,
03.03.2020 20:00,-0.2,761.4,766.3,0.8,89,Wind blowing from the west,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-3.7,4.6,,,600-1000,,,2.7,-1.8,2.0,12,,,,
03.03.2020 17:00,0.5,760.6,765.6,,95,Wind blowing from the west-southwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.7,4.6,,,600-1000,,,2.0,-0.2,1.0,6,,,,
03.03.2020 14:00,3.6,760.0,764.8,-1.5,56,Wind blowing from the west-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-3.7,4.6,,,1000-1500,,,22.0,-4.4,0.1,12,,,,
03.03.2020 11:00,1.5,761.5,766.5,,76,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-3.7,3.3,,,2500 or more  or no clouds.,,,15.0,-2.3,0.1,6,,,,
03.03.2020 08:00,-1.1,763.3,768.3,0.2,70,Wind blowing from the east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,,,,1000-1500,,,7.0,-5.9,No precipitation,12,,,,
03.03.2020 05:00,-1.8,763.1,768.1,,71,Wind blowing from the north-northeast,2,,3,, ,,,-5.5,3.3,,,,,,13.0,-6.4,No precipitation,6,,,,
03.03.2020 02:00,-2.2,764.2,769.2,-0.6,69,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.3,,,2500 or more  or no clouds.,,,12.0,-7.1,No precipitation,12,,,,
02.03.2020 23:00,-2.9,764.8,769.7,,68,Wind blowing from the north-northeast,1,,,, ,,,-5.5,3.3,,,,,,11.0,-8.0,No precipitation,6,,,,
02.03.2020 20:00,-2.1,765.4,770.4,0.9,66,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.3,,,2500 or more  or no clouds.,,,7.0,-7.6,No precipitation,12,,,,
02.03.2020 17:00,1.7,764.5,769.5,,49,Wind blowing from the south-east,2,,4,20–30%., ,,,-5.5,3.3,,,2500 or more  or no clouds.,,,16.0,-7.9,No precipitation,6,,,,
02.03.2020 14:00,2.2,765.0,769.9,-1.5,48,Wind blowing from the east-northeast,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.8,,,2500 or more  or no clouds.,,,18.0,-7.9,No precipitation,12,,,,
02.03.2020 11:00,-0.2,766.5,771.4,,63,Wind blowing from the south-east,2,,4,100%., ,,,-5.5,3.1,,,1000-1500,,,9.0,-6.4,No precipitation,6,,,,
02.03.2020 08:00,-3.4,766.3,771.3,1.3,76,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.1,,,,,,7.0,-7.0,No precipitation,12,,,,
02.03.2020 05:00,-3.8,765.0,769.9,,70,Wind blowing from the west-northwest,1,,7,, ,,,-4.2,3.1,,,,,,19.0,-8.5,No precipitation,6,,,,
02.03.2020 02:00,-1.8,764.5,769.5,0.6,82,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,3.1,,,2500 or more  or no clouds.,,,8.0,-4.5,No precipitation,12,,,,
01.03.2020 23:00,-0.6,763.9,768.8,,74,Wind blowing from the north-west,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.5,3.1,,,,,,11.0,-4.8,No precipitation,6,,,,
