Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-2.3,760.3,769.1,,40,Wind blowing from the north-east,0,,15,, ,,,-2.3,6.8,,,,,,30.0,-14.1,No precipitation,6,,,,
16.03.2020 02:00,-1.4,760.5,769.3,,34,Wind blowing from the north-northeast,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.8,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
15.03.2020 23:00,-1.0,760.9,769.7,,22,Wind blowing from the north-northeast,2,,,, ,,,-1.3,6.8,,,,,,30.0,-20.0,No precipitation,6,,,,
15.03.2020 20:00,-0.1,758.9,767.7,1.4,25,Wind blowing from the north-northeast,5,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.8,,,,,,30.0,-17.8,No precipitation,12,,,,
15.03.2020 17:00,2.1,757.5,766.2,,22,Wind blowing from the north-northeast,7,,19,no clouds, ,,,2.0,9.6,,,,,,30.0,-17.4,No precipitation,6,,,,
15.03.2020 14:00,3.8,755.6,764.2,,23,Wind blowing from the north,8,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,,,,30.0,-15.4,No precipitation,12,,,,
15.03.2020 11:00,5.7,754.9,763.6,,31,Wind blowing from the north-northeast,8,,19,90  or more  but not 100%, ,,,3.6,,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,6,,,,
15.03.2020 08:00,5.0,754.1,762.7,1.8,44,Wind blowing from the north,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2500 or more  or no clouds.,,,30.0,-6.5,No precipitation,12,,,,
15.03.2020 05:00,3.8,752.3,760.9,,56,Wind blowing from the north,2,,7,, ,,,3.7,10.0,,,,,,24.0,-4.2,No precipitation,6,,,,
15.03.2020 02:00,4.5,751.3,759.9,,57,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,10.0,,,2500 or more  or no clouds.,,,29.0,-3.3,No precipitation,12,,,,
14.03.2020 23:00,5.0,751.0,759.6,,50,Wind blowing from the north-northwest,1,,,, ,,,2.7,10.0,,,,,,22.0,-4.6,No precipitation,6,,,,
14.03.2020 20:00,5.6,751.4,760.0,-0.1,47,Wind blowing from the south-southwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.0,,,,,,26.0,-4.8,No precipitation,12,,,,
14.03.2020 17:00,9.5,751.5,760.0,,18,Wind blowing from the north-west,1,,13,no clouds, ,,,2.3,10.0,,,,,,30.0,-13.6,No precipitation,6,,,,
14.03.2020 14:00,9.0,751.9,760.5,-1.3,20,Wind blowing from the north,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.0,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
14.03.2020 11:00,8.3,753.2,761.8,,27,Wind blowing from the north,5,,10,no clouds, ,,,2.3,8.8,,,,,,28.0,-9.6,No precipitation,6,,,,
14.03.2020 08:00,6.2,753.7,762.3,,46,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.3,,,,,,17.0,-4.6,No precipitation,12,,,,
14.03.2020 05:00,5.6,754.2,762.8,,42,Wind blowing from the west,3,,10,, ,,,0.9,6.3,,,,,,30.0,-6.3,No precipitation,6,,,,
14.03.2020 02:00,3.6,756.4,765.1,,43,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,6.3,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
13.03.2020 23:00,2.9,758.2,766.9,,38,Wind blowing from the west-southwest,4,,,, ,,,0.9,6.3,,,,,,30.0,-10.0,No precipitation,6,,,,
13.03.2020 20:00,2.4,759.9,768.7,0.0,32,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,6.4,,,,,,30.0,-12.6,No precipitation,12,,,,
13.03.2020 17:00,5.3,759.9,768.6,,16,Wind blowing from the west,3,,9,no clouds, ,,,0.9,7.5,,,,,,27.0,-18.5,No precipitation,6,,,,
13.03.2020 14:00,6.0,760.6,769.3,,13,Wind blowing from the north,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.9,,,,,,30.0,-20.4,No precipitation,12,,,,
13.03.2020 11:00,4.8,763.0,771.7,,14,Wind blowing from the north-northwest,3,,11,60%., ,,,0.9,10.1,,,1000-1500,,,30.0,-20.5,No precipitation,6,,,,
13.03.2020 08:00,1.3,763.6,772.3,0.6,22,Wind blowing from the north,4,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.1,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
13.03.2020 05:00,1.7,763.0,771.7,,17,Wind blowing from the north,3,,11,, ,,,1.6,10.1,,,,,,30.0,-20.8,No precipitation,6,,,,
13.03.2020 02:00,3.4,762.2,770.9,1.3,14,Wind blowing from the north-northeast,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,10.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
12.03.2020 23:00,5.2,760.9,769.6,,24,Wind blowing from the north-northeast,3,,,, ,,,5.2,10.1,,,,,,30.0,-13.7,No precipitation,6,,,,
12.03.2020 20:00,6.3,759.1,767.8,,31,Wind blowing from the north-northeast,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.1,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
12.03.2020 17:00,7.6,756.7,765.2,,32,Wind blowing from the north-northeast,5,,12,100%., ,,,4.1,10.1,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,6,,,,
12.03.2020 14:00,7.7,754.6,763.1,,62,Wind blowing from the north-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.1,,,2500 or more  or no clouds.,,,7.0,0.7,No precipitation,12,,,,
12.03.2020 11:00,9.8,753.5,762.0,,59,Wind blowing from the north,3,,12,90  or more  but not 100%, ,,,4.1,10.0,,,2500 or more  or no clouds.,,,9.0,2.2,No precipitation,6,,,,
12.03.2020 08:00,7.6,752.8,761.3,0.6,69,Wind blowing from the south-west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.6,,,2500 or more  or no clouds.,,,10.0,2.3,No precipitation,12,,,,
12.03.2020 05:00,6.3,752.2,760.8,,74,Wind blowing from the south-west,4,,12,, ,,,,7.4,,,,,,10.0,2.0,No precipitation,6,,,,
12.03.2020 02:00,6.6,752.8,761.4,-0.4,64,Wind blowing from the south-west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,2500 or more  or no clouds.,,,16.0,0.3,No precipitation,12,,,,
11.03.2020 23:00,6.9,753.2,761.8,,55,Wind blowing from the south-west,6,,,, ,,,,7.4,,,,,,28.0,-1.5,No precipitation,6,,,,
11.03.2020 20:00,5.0,753.4,762.0,0.1,67,Wind blowing from the south,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.4,,,,,,30.0,-0.6,No precipitation,12,,,,
11.03.2020 17:00,5.4,753.3,761.9,,52,Wind blowing from the south,5,,10,no clouds, ,,,0.4,7.4,,,,,,30.0,-3.9,No precipitation,6,,,,
11.03.2020 14:00,6.8,754.3,763.0,-1.6,47,Wind blowing from the south-southwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.5,,,,,,27.0,-3.7,No precipitation,12,,,,
11.03.2020 11:00,5.3,755.9,764.6,,31,Wind blowing from the south,6,,,no clouds, ,,,0.4,7.5,,,,,,30.0,-10.5,No precipitation,6,,,,
11.03.2020 08:00,3.3,756.4,765.1,,29,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,,,,16.0,-13.0,No precipitation,12,,,,
11.03.2020 05:00,1.4,755.8,764.5,,35,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,-12.7,,,,,,
11.03.2020 02:00,2.0,755.8,764.4,0.5,32,Wind blowing from the north,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.5,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
10.03.2020 23:00,2.3,755.3,763.9,,38,Wind blowing from the north,2,,,, ,,,1.0,7.5,,,,,,30.0,-10.6,No precipitation,6,,,,
10.03.2020 20:00,3.2,754.6,763.3,,34,Wind blowing from the north,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.5,,,,,,30.0,-11.2,No precipitation,12,,,,
10.03.2020 17:00,5.1,753.4,762.1,,29,Wind blowing from the north,7,,14,no clouds, ,,,1.0,7.5,,,,,,30.0,-11.5,No precipitation,6,,,,
10.03.2020 14:00,6.4,752.5,761.2,,29,Wind blowing from the north,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.4,,,,,,30.0,-10.3,No precipitation,12,,,,
10.03.2020 11:00,5.5,752.8,761.5,,31,Wind blowing from the north-northwest,6,,13,no clouds, ,,,1.0,7.8,,,,,,30.0,-10.3,No precipitation,6,,,,
10.03.2020 08:00,2.1,753.1,761.8,0.3,53,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,,,,30.0,-6.5,No precipitation,12,,,,
10.03.2020 05:00,1.1,752.8,761.5,,60,Wind blowing from the north,7,,11,, ,,,1.0,,,,,,,25.0,-5.8,No precipitation,6,,,,
10.03.2020 02:00,1.8,753.1,761.8,,70,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,7.8,,,2500 or more  or no clouds.,,,18.0,-3.1,No precipitation,12,,,,
09.03.2020 20:00,2.0,753.7,762.4,0.2,86,Wind blowing from the north,5,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.8,,,600-1000,,,4.7,-0.1,No precipitation,12,,,,
09.03.2020 17:00,3.6,753.5,762.1,,86,Wind blowing from the north,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.8,,,600-1000,,,5.0,1.5,No precipitation,6,,,,
09.03.2020 14:00,7.4,753.6,762.1,-1.6,75,Wind blowing from the north,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,9.4,,,600-1000,,,7.0,3.3,No precipitation,12,,,,
09.03.2020 11:00,6.5,755.2,763.9,,78,Wind blowing from the north-east,2,,7,100%., ,,,4.6,,,,300-600,,,17.0,2.9,No precipitation,6,,,,
09.03.2020 08:00,5.0,754.7,763.3,0.8,90,Wind blowing from the east,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,,,,300-600,,,6.0,3.5,No precipitation,12,,,,
09.03.2020 05:00,4.7,753.9,762.5,,93,Wind blowing from the south-southeast,1,,7,,Mist. ,,,4.1,,,,,,,4.8,3.7,No precipitation,6,,,,
09.03.2020 02:00,5.3,754.1,762.7,,89,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.4,,,2500 or more  or no clouds.,,,7.0,3.6,No precipitation,12,,,,
08.03.2020 23:00,5.6,755.0,763.6,,89,Wind blowing from the south,3,,,, ,,,4.1,9.4,,,,,,9.0,3.9,No precipitation,6,,,,
08.03.2020 20:00,5.5,754.3,762.9,0.6,90,Wind blowing from the south-southeast,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.4,,,300-600,,,12.0,4.0,No precipitation,12,,,,
08.03.2020 17:00,6.5,753.7,762.4,,85,Wind blowing from the south,3,,,40%., ,,,4.1,9.4,,,300-600,,,16.0,4.2,No precipitation,6,,,,
08.03.2020 14:00,8.8,754.3,762.8,-1.5,65,Wind blowing from the south-southwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,8.9,,,300-600,,,14.0,2.6,No precipitation,12,,,,
08.03.2020 11:00,5.7,755.8,764.5,,94,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,300-600,,,0.8,4.8,No precipitation,6,,,,
08.03.2020 08:00,4.8,755.6,764.2,,97,Wind blowing from the south,3,,5,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,,,,5.0,4.4,No precipitation,12,,,,
08.03.2020 05:00,4.2,755.5,764.2,,96,Wind blowing from the south,2,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.9,8.9,,,,,,0.2,3.6,No precipitation,6,,,,
08.03.2020 02:00,4.6,755.4,763.9,-0.7,95,Wind blowing from the south,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.9,,,2500 or more  or no clouds.,,,0.6,3.9,No precipitation,12,,,,
07.03.2020 23:00,5.0,756.1,764.7,,88,Wind blowing from the south,2,,,, ,,,3.9,8.9,,,,,,11.0,3.2,No precipitation,6,,,,
07.03.2020 20:00,4.5,755.2,763.8,0.6,93,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.9,,,300-600,,,4.7,3.5,Trace of precipitation,12,,,,
07.03.2020 17:00,7.0,754.6,763.3,,74,Wind blowing from the east-southeast,2,,5,no clouds, ,,,3.9,8.9,,,,,,20.0,2.7,No precipitation,6,,,,
07.03.2020 14:00,8.3,754.3,762.8,-0.5,65,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.7,,,1000-1500,,,25.0,2.1,Trace of precipitation,12,,,,
07.03.2020 11:00,6.6,754.8,763.4,,79,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.9,,,1000-1500,,,19.0,3.2,No precipitation,6,,,,
07.03.2020 08:00,4.7,754.6,763.3,0.9,88,Wind blowing from the south,2,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,300-600,,,12.0,2.9,No precipitation,12,,,,
07.03.2020 05:00,4.0,753.7,762.3,,89,Wind blowing from the south,2,,12,, ,,,3.0,7.9,,,,,,12.0,2.4,No precipitation,6,,,,
07.03.2020 02:00,4.8,753.8,762.4,,82,Wind blowing from the south-southwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,7.9,,,2500 or more  or no clouds.,,,23.0,2.0,No precipitation,12,,,,
06.03.2020 23:00,4.9,754.1,762.7,,81,Wind blowing from the south-southwest,4,,,, ,,,2.7,7.9,,,,,,20.0,1.9,No precipitation,6,,,,
06.03.2020 20:00,5.6,754.0,762.7,0.4,72,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,7.9,,,2500 or more  or no clouds.,,,16.0,0.8,No precipitation,12,,,,
06.03.2020 17:00,6.1,753.6,762.2,,68,Wind blowing from the south,4,,12,70 – 80%., ,,,1.7,7.9,,,2500 or more  or no clouds.,,,18.0,0.6,No precipitation,6,,,,
06.03.2020 14:00,7.5,753.9,762.5,-2.1,63,Wind blowing from the south-west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,7.6,,,2500 or more  or no clouds.,,,15.0,0.9,No precipitation,12,,,,
06.03.2020 11:00,5.9,756.0,764.6,,67,Wind blowing from the south-southwest,5,,12,90  or more  but not 100%, ,,,1.7,6.3,,,2500 or more  or no clouds.,,,17.0,0.2,No precipitation,6,,,,
06.03.2020 08:00,3.9,756.4,765.1,,77,Wind blowing from the south-southwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,4.4,,,,,,15.0,0.1,No precipitation,12,,,,
06.03.2020 05:00,3.2,755.8,764.5,,76,Wind blowing from the south-southwest,6,,11,, ,,,,4.4,,,,,,16.0,-0.6,No precipitation,6,,,,
06.03.2020 02:00,2.8,757.2,765.9,-0.4,79,Wind blowing from the south-southwest,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.4,,,2500 or more  or no clouds.,,,17.0,-0.6,No precipitation,12,,,,
05.03.2020 23:00,3.4,757.6,766.3,,73,Wind blowing from the south-west,5,,,, ,,,,4.4,,,,,,18.0,-1.0,No precipitation,6,,,,
05.03.2020 20:00,2.2,758.2,766.9,-0.6,68,Wind blowing from the south-southwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.4,,,,,,25.0,-3.1,No precipitation,12,,,,
05.03.2020 17:00,2.3,758.8,767.7,,47,Wind blowing from the south-southwest,4,,12,no clouds, ,,,-2.8,4.4,,,,,,30.0,-7.9,No precipitation,6,,,,
05.03.2020 14:00,3.3,760.5,769.3,-2.0,43,Wind blowing from the south-west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.4,,,,,,23.0,-8.1,No precipitation,12,,,,
05.03.2020 11:00,3.5,762.5,771.4,,48,Wind blowing from the south-west,5,,9,no clouds, ,,,-2.8,3.9,,,,,,30.0,-6.7,No precipitation,6,,,,
05.03.2020 08:00,0.6,763.2,772.1,-0.1,64,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.6,,,,,,28.0,-5.6,No precipitation,12,,,,
05.03.2020 05:00,-2.4,763.3,772.3,,68,Wind blowing from the south-southwest,1,,9,, ,,,-2.8,0.6,,,,,,30.0,-7.5,No precipitation,6,,,,
05.03.2020 02:00,-2.6,764.1,773.0,,67,Wind blowing from the south-southwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.6,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
04.03.2020 23:00,-2.0,764.8,773.7,,61,Wind blowing from the north,1,,,, ,,,-2.3,0.8,,,,,,30.0,-8.7,No precipitation,6,,,,
04.03.2020 20:00,-1.6,764.5,773.4,1.2,55,Wind blowing from the north,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,1.1,,,,,,30.0,-9.5,No precipitation,12,,,,
04.03.2020 17:00,-0.4,763.3,772.2,,48,Wind blowing from the north,4,,13,no clouds, ,,,-2.3,,,,,,,30.0,-10.1,No precipitation,6,,,,
04.03.2020 14:00,-0.1,763.1,772.0,-0.8,45,Wind blowing from the north,5,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,600-1000,,,27.0,-10.6,No precipitation,12,,,,
04.03.2020 11:00,-0.3,763.9,772.8,,50,Calm  no wind,0,,,90  or more  but not 100%, ,,,-2.3,,,,600-1000,,,30.0,-9.5,No precipitation,6,,,,
04.03.2020 08:00,-1.6,763.4,772.3,1.6,59,Wind blowing from the north,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,1000-1500,,,25.0,-8.6,Trace of precipitation,12,,,,
04.03.2020 05:00,-1.7,761.8,770.7,,56,Wind blowing from the north-northeast,5,,14,, ,,,-1.7,7.5,,,,,,30.0,-9.5,No precipitation,6,,,,
04.03.2020 02:00,-1.1,760.9,769.7,0.2,52,Wind blowing from the north,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,7.5,,,2500 or more  or no clouds.,,,27.0,-9.7,No precipitation,12,,,,
03.03.2020 23:00,0.8,760.7,769.5,,69,Wind blowing from the north,5,,,, ,,,-0.3,7.5,,,,,,11.0,-4.4,No precipitation,6,,,,
03.03.2020 20:00,0.8,759.7,768.4,,74,Wind blowing from the north,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,1000-1500,,,12.0,-3.3,Trace of precipitation,12,,,,
03.03.2020 17:00,3.3,757.9,766.6,,72,Wind blowing from the west-northwest,3,,11,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,1000-1500,,,7.0,-1.4,No precipitation,6,,,,
03.03.2020 14:00,7.1,756.6,765.3,-1.3,41,Wind blowing from the west,4,,11,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.5,,,1000-1500,,,18.0,-5.3,Trace of precipitation,12,,,,
03.03.2020 11:00,3.9,757.9,766.7,,73,Wind blowing from the south-west,5,,,100%., ,,,-0.3,4.7,,,2500 or more  or no clouds.,,,10.0,-0.5,No precipitation,6,,,,
03.03.2020 08:00,2.7,758.7,767.5,-0.4,79,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.3,,,2500 or more  or no clouds.,,,10.0,-0.6,No precipitation,12,,,,
03.03.2020 05:00,2.3,759.1,767.8,,71,Wind blowing from the south-southwest,4,,9,, ,,,-0.6,4.3,,,,,,30.0,-2.4,No precipitation,6,,,,
03.03.2020 02:00,0.7,760.2,769.0,-0.7,72,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.3,,,2500 or more  or no clouds.,,,27.0,-3.8,No precipitation,12,,,,
02.03.2020 23:00,0.1,760.9,769.7,,58,Wind blowing from the south-southwest,1,,,, ,,,-0.6,4.3,,,,,,30.0,-7.2,No precipitation,6,,,,
02.03.2020 20:00,0.6,761.2,770.0,0.3,43,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.3,,,,,,30.0,-10.8,No precipitation,12,,,,
02.03.2020 17:00,3.4,760.9,769.6,,28,Wind blowing from the north-northeast,2,,9,no clouds, ,,,-0.6,4.3,,,,,,30.0,-13.4,No precipitation,6,,,,
02.03.2020 14:00,4.2,761.3,770.1,,28,Wind blowing from the north-northeast,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.2,,,2500 or more  or no clouds.,,,23.0,-12.7,No precipitation,12,,,,
02.03.2020 11:00,3.1,763.2,772.0,,28,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-13.6,,,,,,
02.03.2020 08:00,0.9,763.2,772.0,1.1,36,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,,,,,,,30.0,-12.5,No precipitation,12,,,,
02.03.2020 05:00,-0.3,762.1,771.0,,56,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,30.0,-8.2,,,,,,
