Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 02:00,-20.9,673.2,767.3,,60,Wind blowing from the west-southwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.6,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
15.03.2020 23:00,-19.9,675.0,769.6,,53,Wind blowing from the south,1,,,, ,,,-23.6,-8.6,,,,,,30.0,-27.0,No precipitation,6,,,,
15.03.2020 20:00,-16.9,676.3,772.0,,57,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.0,,,,,,30.0,-23.4,No precipitation,12,,,,
15.03.2020 17:00,-9.5,676.6,771.1,,27,Wind blowing from the north,2,,9,no clouds, ,,,-23.6,-6.5,,,,,,30.0,-25.0,No precipitation,6,,,,
15.03.2020 14:00,-9.1,677.3,771.1,,25,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.4,,,,,,30.0,-25.5,No precipitation,12,,,,
15.03.2020 11:00,-11.2,677.5,770.9,,31,Wind blowing from the north-west,5,,9,no clouds, ,,,-23.6,-5.4,,,,,,30.0,-25.0,No precipitation,6,,,,
15.03.2020 08:00,-18.3,676.7,770.7,1.7,68,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.4,,,,,,30.0,-22.8,Trace of precipitation,12,,,,
15.03.2020 05:00,-20.3,675.0,768.7,,73,Wind blowing from the west,1,,12,, ,,,-20.6,-5.4,,,,,,30.0,-23.9,No precipitation,6,,,,
15.03.2020 02:00,-15.9,673.3,766.0,,58,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.4,,,2500 or more  or no clouds.,,,30.0,-22.3,0.2,12,,,,
14.03.2020 23:00,-11.4,671.7,763.5,,36,Wind blowing from the north,3,,,, ,,,-12.9,-5.4,,,,,,30.0,-23.5,0.2,6,,,,
14.03.2020 20:00,-8.0,669.9,761.0,1.0,70,Wind blowing from the north-northwest,7,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,600-1000,,,23.0,-12.5,0.2,12,,,,
14.03.2020 17:00,-6.4,668.9,759.7,,62,Wind blowing from the north-west,5,,13,50%., ,,,-13.6,-5.4,,,600-1000,,,30.0,-12.5,No precipitation,6,,,,
14.03.2020 14:00,-6.2,668.8,760.0,-0.5,54,Wind blowing from the north-northwest,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.1,,,600-1000,,,30.0,-14.0,No precipitation,12,,,,
14.03.2020 11:00,-7.2,669.3,761.0,,61,Wind blowing from the north-northwest,5,,12,20–30%., ,,,-13.6,-6.6,,,600-1000,,,30.0,-13.6,No precipitation,6,,,,
14.03.2020 08:00,-8.3,669.0,760.3,,66,Wind blowing from the north-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.6,,,600-1000,,,30.0,-13.5,Trace of precipitation,12,,,,
14.03.2020 05:00,-9.1,669.2,760.2,,72,Wind blowing from the north-northwest,3,,5,, ,,,-20.8,-6.6,,,,,,30.0,-13.2,No precipitation,6,,,,
14.03.2020 02:00,-11.3,670.6,762.3,,77,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,2500 or more  or no clouds.,,,30.0,-14.5,0.3,12,,,,
13.03.2020 23:00,-12.9,671.6,764.0,,80,Wind blowing from the south,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-6.6,,,,,,30.0,-15.6,No precipitation,6,,,,
13.03.2020 20:00,-9.9,672.4,764.9,0.0,78,Wind blowing from the north-west,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.6,,,600-1000,,,30.0,-13.0,0.3,12,,,,
13.03.2020 17:00,-6.8,672.4,765.8,,73,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-6.6,,,600-1000,,,4.7,-10.8,0.3,6,,,,
13.03.2020 14:00,-7.6,672.7,767.1,,68,Wind blowing from the west-northwest,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-7.1,,,600-1000,,,3.9,-12.5,Trace of precipitation,12,,,,
13.03.2020 11:00,-9.0,673.9,768.1,,49,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%, ,,,-23.9,-9.0,,,600-1000,,,30.0,-17.8,No precipitation,6,,,,
13.03.2020 08:00,-12.4,674.3,768.7,-0.9,57,Wind blowing from the south-southeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-12.3,,,,,,30.0,-19.2,No precipitation,12,,,,
13.03.2020 05:00,-20.3,675.2,771.1,,73,Wind blowing from the south,1,,14,, ,,,-23.9,-13.4,,,,,,30.0,-23.9,No precipitation,6,,,,
13.03.2020 02:00,-23.6,676.6,773.1,-0.1,69,Wind blowing from the south-west,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-11.1,,,2500 or more  or no clouds.,,,30.0,-27.7,No precipitation,12,,,,
12.03.2020 23:00,-20.3,676.7,772.9,,60,Wind blowing from the south,1,,,, ,,,-20.4,-10.9,,,,,,30.0,-26.1,No precipitation,6,,,,
12.03.2020 20:00,-18.1,676.6,772.4,,52,Wind blowing from the north-northwest,3,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,,,,,,,30.0,-25.6,No precipitation,12,,,,
12.03.2020 17:00,-16.9,676.1,770.8,,50,Wind blowing from the north-west,6,,18,no clouds, ,,,-18.4,,,,,,,30.0,-25.0,No precipitation,6,,,,
12.03.2020 14:00,-16.0,674.6,768.5,0.2,43,Wind blowing from the north-west,6,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.1,,,,,,30.0,-25.7,No precipitation,12,,,,
12.03.2020 11:00,-17.3,674.4,769.4,,39,Wind blowing from the north-west,9,,16,no clouds, ,,,-18.4,-1.3,,,,,,30.0,-28.0,No precipitation,6,,,,
12.03.2020 08:00,-18.1,673.4,767.2,1.9,47,Wind blowing from the north-west,7,,12,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.3,,,,,,30.0,-26.7,Trace of precipitation,12,,,,
12.03.2020 05:00,-13.5,671.5,763.3,,64,Wind blowing from the north-west,6,,11,, ,,,-21.4,-1.3,,,,,,30.0,-19.0,No precipitation,6,,,,
12.03.2020 02:00,-11.7,670.3,761.4,0.2,65,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-1.3,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
11.03.2020 23:00,-16.4,670.1,761.9,,81,Wind blowing from the south-southeast,1,,,, ,,,-22.7,-1.3,,,,,,30.0,-19.0,No precipitation,6,,,,
11.03.2020 20:00,-10.1,669.7,763.0,,75,Wind blowing from the west,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-1.3,,,,,,30.0,-13.8,No precipitation,12,,,,
11.03.2020 17:00,-5.6,667.6,760.4,,50,Wind blowing from the west-southwest,1,,11,90  or more  but not 100%, ,,,-22.7,-1.3,,,600-1000,,,30.0,-14.4,No precipitation,6,,,,
11.03.2020 14:00,-4.2,667.3,759.7,,37,Wind blowing from the south-west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-1.3,,,600-1000,,,30.0,-17.0,No precipitation,12,,,,
11.03.2020 11:00,-3.2,667.4,759.5,,32,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,-22.7,-2.9,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,6,,,,
11.03.2020 08:00,-17.4,669.1,763.6,,78,Wind blowing from the north,0,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.3,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
11.03.2020 05:00,-21.4,669.6,763.5,,77,Wind blowing from the west,0,,5,, ,,,-22.7,-9.3,,,,,,30.0,-24.4,No precipitation,6,,,,
11.03.2020 02:00,-21.2,671.1,765.2,-1.2,76,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-9.3,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
10.03.2020 23:00,-20.3,672.3,766.6,,77,Wind blowing from the south,1,,,, ,,,-20.3,-9.3,,,,,,30.0,-23.3,No precipitation,6,,,,
10.03.2020 20:00,-17.2,672.9,766.8,,79,Wind blowing from the south,1,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-9.3,,,,,,30.0,-20.0,0.5,12,,,,
10.03.2020 17:00,-9.7,672.1,764.4,,58,Wind blowing from the north-west,3,,10,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.5,,,600-1000,,,30.0,-16.4,0.2,6,,,,
10.03.2020 14:00,-10.0,671.5,763.7,,67,Wind blowing from the north-northwest,6,,10,40%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,,,,,600-1000,,,27.0,-15.1,2.0,12,,,,
10.03.2020 11:00,-11.0,671.5,764.2,,66,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,,,,,600-1000,,,5.0,-16.1,0.7,6,,,,
10.03.2020 08:00,-11.7,670.4,763.5,,81,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.6,,,600-1000,,,4.0,-14.3,1.0,12,,,,
10.03.2020 05:00,-11.5,669.8,761.2,,82,Wind blowing from the south-west,0,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.9,-3.6,,,,,,4.5,-14.0,0.9,6,,,,
10.03.2020 02:00,-11.1,671.1,762.1,,75,Wind blowing from the south-southeast,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.6,,,2500 or more  or no clouds.,,,5.0,-14.7,0.2,12,,,,
09.03.2020 20:00,-14.6,674.8,770.2,-0.5,42,Wind blowing from the south-southeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-3.6,,,,,,30.0,-24.7,No precipitation,12,,,,
09.03.2020 17:00,-6.4,675.3,769.8,,18,Wind blowing from the west-southwest,2,,9,no clouds, ,,,-24.9,-3.6,,,,,,30.0,-26.9,No precipitation,6,,,,
09.03.2020 14:00,-3.9,676.0,769.9,-1.8,23,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-3.3,,,,,,30.0,-22.0,No precipitation,12,,,,
09.03.2020 11:00,-9.1,677.8,772.3,,38,Wind blowing from the north,2,,3,no clouds, ,,,-24.9,,,,,,,30.0,-20.8,No precipitation,6,,,,
09.03.2020 08:00,-20.9,678.8,774.4,0.3,73,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,,,,,,,30.0,-24.5,No precipitation,12,,,,
09.03.2020 05:00,-23.8,678.5,773.5,,74,Wind blowing from the south-southwest,1,,6,, ,,,-23.8,,,,,,,30.0,-27.1,No precipitation,6,,,,
09.03.2020 02:00,-22.8,678.7,772.9,,73,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-2.0,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
08.03.2020 23:00,-19.8,678.1,771.5,,70,Wind blowing from the south-southwest,1,,,, ,,,-19.8,-2.0,,,,,,30.0,-23.9,No precipitation,6,,,,
08.03.2020 20:00,-12.6,676.8,769.9,2.3,52,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.0,,,,,,30.0,-20.4,No precipitation,12,,,,
08.03.2020 17:00,-6.5,674.5,766.0,,45,Wind blowing from the north-northwest,3,,10,no clouds, ,,,-11.2,-2.0,,,,,,30.0,-16.7,No precipitation,6,,,,
08.03.2020 14:00,-3.3,672.9,763.8,0.4,43,Wind blowing from the north-west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-0.7,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
08.03.2020 11:00,-2.8,672.5,763.3,,56,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%, ,,,-11.2,-0.7,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,6,,,,
08.03.2020 08:00,-9.1,671.9,763.4,,83,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
08.03.2020 05:00,-8.8,670.5,760.8,,83,Calm  no wind,0,,,, ,,,-20.2,-0.7,,,,,,30.0,-11.2,No precipitation,6,,,,
08.03.2020 02:00,-9.3,670.3,760.5,0.1,84,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-0.7,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
07.03.2020 23:00,-9.2,670.2,760.6,,77,Wind blowing from the south-east,1,,,, ,,,,-0.7,,,,,,30.0,-12.6,No precipitation,6,,,,
07.03.2020 20:00,-7.7,670.3,762.8,,67,Wind blowing from the north-west,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-0.7,,,600-1000,,,30.0,-12.9,No precipitation,12,,,,
07.03.2020 17:00,-2.3,670.0,762.0,,47,Wind blowing from the south,2,,11,90  or more  but not 100%, ,,,-20.2,-0.7,,,600-1000,,,30.0,-12.3,No precipitation,6,,,,
07.03.2020 14:00,-1.8,670.3,761.4,-0.8,39,Wind blowing from the west-southwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-0.7,,,600-1000,,,30.0,-14.2,No precipitation,12,,,,
07.03.2020 11:00,-2.6,671.1,762.5,,43,Wind blowing from the south,2,,6,no clouds, ,,,-20.2,-1.3,,,,,,30.0,-13.5,No precipitation,6,,,,
07.03.2020 08:00,-16.1,672.3,766.2,0.0,81,Wind blowing from the north,0,,3,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,,,,2500 or more  or no clouds.,,,30.0,-18.6,Trace of precipitation,12,,,,
07.03.2020 05:00,-18.7,672.3,765.7,,78,Wind blowing from the south-southwest,2,,7,, ,,,-18.7,-1.3,,,,,,30.0,-21.6,No precipitation,6,,,,
07.03.2020 02:00,-13.6,672.4,763.9,-0.3,79,Wind blowing from the south-southwest,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.3,,,2500 or more  or no clouds.,,,21.0,-16.5,No precipitation,12,,,,
06.03.2020 23:00,-14.5,672.7,764.3,,81,Wind blowing from the south,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.7,-1.3,,,,,,9.0,-17.0,No precipitation,6,,,,
06.03.2020 20:00,-13.1,672.6,765.7,1.6,79,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.3,,,600-1000,,,13.0,-16.0,Trace of precipitation,12,,,,
06.03.2020 17:00,-8.0,671.0,763.9,,63,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%, ,,,-17.7,-1.3,,,600-1000,,,30.0,-13.8,No precipitation,6,,,,
06.03.2020 14:00,-3.0,669.8,761.5,-0.4,48,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.2,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
06.03.2020 11:00,-2.0,670.2,761.8,,39,Wind blowing from the south,3,,8,no clouds, ,,,-17.7,-1.2,,,,,,30.0,-14.1,No precipitation,6,,,,
06.03.2020 08:00,-12.2,670.3,763.3,,72,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,,,,,,,30.0,-16.2,No precipitation,12,,,,
06.03.2020 05:00,-16.7,669.6,761.6,,80,Wind blowing from the west,1,,3,, ,,,-17.7,-1.2,,,,,,30.0,-19.3,No precipitation,6,,,,
06.03.2020 02:00,-16.5,669.9,761.5,-0.3,71,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.2,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
05.03.2020 23:00,-16.5,670.2,762.5,,70,Wind blowing from the south,1,,,, ,,,-20.6,-1.2,,,,,,30.0,-20.7,No precipitation,6,,,,
05.03.2020 20:00,-13.3,670.5,763.4,,58,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.2,,,,,,30.0,-19.8,No precipitation,12,,,,
05.03.2020 17:00,-4.8,670.3,762.2,,36,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-20.6,-1.2,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,6,,,,
05.03.2020 14:00,-2.7,670.3,761.8,-1.2,31,Wind blowing from the west-southwest,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.2,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
05.03.2020 11:00,-6.1,671.5,764.5,,40,Wind blowing from the south-east,2,,8,no clouds, ,,,-20.6,-5.8,,,,,,30.0,-17.5,No precipitation,6,,,,
05.03.2020 08:00,-12.1,672.8,766.9,,58,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-9.5,,,,,,30.0,-18.7,No precipitation,12,,,,
05.03.2020 05:00,-15.5,673.3,766.8,,71,Wind blowing from the south,2,,8,, ,,,-20.6,-9.5,,,,,,30.0,-19.6,No precipitation,6,,,,
05.03.2020 02:00,-14.9,674.5,767.9,,74,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-9.5,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
04.03.2020 23:00,-19.0,676.3,770.8,,79,Wind blowing from the south-southwest,2,,,, ,,,-20.3,-9.5,,,,,,30.0,-21.7,No precipitation,6,,,,
04.03.2020 20:00,-17.5,677.6,773.2,-0.4,76,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.5,,,2500 or more  or no clouds.,,,30.0,-20.7,Trace of precipitation,12,,,,
04.03.2020 17:00,-10.7,678.0,772.3,,56,Wind blowing from the west-southwest,2,,8,no clouds, ,,,-18.5,-9.5,,,,,,30.0,-17.8,No precipitation,6,,,,
04.03.2020 14:00,-10.5,678.7,773.2,-1.5,59,Wind blowing from the west-northwest,4,,8,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.2,,,600-1000,,,30.0,-17.0,0.1,12,,,,
04.03.2020 11:00,-10.6,680.2,774.9,,56,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-6.7,,,600-1000,,,30.0,-17.7,0.1,6,,,,
04.03.2020 08:00,-16.6,680.8,776.5,0.4,78,Wind blowing from the north,0,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,,,,600-1000,,,5.0,-19.5,0.1,12,,,,
04.03.2020 05:00,-16.9,680.4,775.2,,79,Wind blowing from the south,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.5,-6.5,,,,,,11.0,-19.7,No precipitation,6,,,,
04.03.2020 02:00,-16.9,680.7,775.0,-0.1,80,Wind blowing from the north,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-6.5,,,2500 or more  or no clouds.,,,14.0,-19.5,No precipitation,12,,,,
03.03.2020 23:00,-17.2,680.8,774.9,,81,Wind blowing from the north,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.5,-6.5,,,,,,10.0,-19.7,No precipitation,6,,,,
03.03.2020 20:00,-15.9,680.6,775.5,,82,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.5,,,600-1000,,,11.0,-18.3,0.2,12,,,,
03.03.2020 17:00,-11.2,679.5,773.5,,70,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,-15.1,-6.5,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,6,,,,
03.03.2020 14:00,-8.2,678.9,772.3,-0.7,63,Wind blowing from the north,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-5.4,,,600-1000,,,30.0,-14.0,1.0,12,,,,
03.03.2020 11:00,-6.6,679.6,772.8,,59,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-5.4,,,2500 or more  or no clouds.,,,16.0,-13.3,0.7,6,,,,
03.03.2020 08:00,-12.5,679.6,773.2,,82,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,600-1000,,,7.0,-14.9,0.8,12,,,,
03.03.2020 05:00,-13.3,678.6,771.8,,83,Wind blowing from the north-northwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-25.8,-5.4,,,,,,6.0,-15.6,0.3,6,,,,
03.03.2020 02:00,-13.9,678.8,772.0,-0.2,80,Wind blowing from the south,0,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,2500 or more  or no clouds.,,,18.0,-16.6,No precipitation,12,,,,
02.03.2020 23:00,-14.0,679.0,772.9,,76,Wind blowing from the south-southwest,1,,,, ,,,,-5.4,,,,,,30.0,-17.3,No precipitation,6,,,,
02.03.2020 20:00,-10.4,678.6,774.0,1.2,65,Wind blowing from the north,0,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-5.4,,,600-1000,,,15.0,-15.7,Trace of precipitation,12,,,,
02.03.2020 17:00,-7.7,677.4,772.6,,49,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-25.8,-5.4,,,600-1000,,,30.0,-16.6,No precipitation,6,,,,
