Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-0.2,767.6,768.5,,52,Wind blowing from the east-southeast,2,,12,, ,,,-0.3,,,,,,,30.0,-8.9,No precipitation,6,,,,
16.03.2020 02:00,0.2,769.4,770.3,,52,Wind blowing from the east-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,14.1,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
15.03.2020 23:00,1.3,769.6,770.5,,47,Wind blowing from the east,3,,12,, ,,,1.3,14.1,,,,,,30.0,-9.0,No precipitation,6,,,,
15.03.2020 20:00,2.4,767.6,768.5,2.2,42,Wind blowing from the east,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.1,,,,,,30.0,-9.2,No precipitation,12,,,,
15.03.2020 17:00,4.4,765.4,766.3,,37,Wind blowing from the east-southeast,7,,13,40%., ,,,4.4,14.5,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,6,,,,
15.03.2020 14:00,13.5,763.5,764.4,,15,Wind blowing from the east-northeast,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,15.2,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
15.03.2020 11:00,11.7,764.1,765.0,,19,Wind blowing from the north-east,5,,13,20–30%., ,,,4.8,15.2,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,6,,,,
15.03.2020 08:00,7.3,763.1,764.0,2.8,47,Wind blowing from the east-northeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,15.2,,,1500-2000,,,30.0,-3.5,No precipitation,12,,,,
15.03.2020 05:00,6.7,760.3,761.2,,33,Wind blowing from the north-west,2,,10,, ,,,0.6,15.2,,,,,,14.0,-8.4,No precipitation,6,,,,
15.03.2020 02:00,6.1,760.0,760.9,,32,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,15.2,,,2500 or more  or no clouds.,,,24.0,-9.4,No precipitation,12,,,,
14.03.2020 23:00,8.0,760.3,761.2,,26,Wind blowing from the west,1,,,, ,,,0.6,15.2,,,,,,26.0,-10.3,No precipitation,6,,,,
14.03.2020 20:00,11.0,759.5,760.4,1.0,17,Wind blowing from the north-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,15.2,,,,,,30.0,-13.1,No precipitation,12,,,,
14.03.2020 17:00,14.5,758.5,759.4,,10,Wind blowing from the west-northwest,4,,13,no clouds, ,,,0.6,15.2,,,,,,30.0,-16.8,No precipitation,6,,,,
14.03.2020 14:00,13.8,759.7,760.6,-1.9,10,Wind blowing from the north-west,5,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.5,,,1000-1500,,,30.0,-17.3,No precipitation,12,,,,
14.03.2020 11:00,12.6,761.6,762.5,,11,Wind blowing from the west,5,,10,no clouds, ,,,0.6,12.7,,,,,,30.0,-17.1,No precipitation,6,,,,
14.03.2020 08:00,3.5,763.0,763.9,,57,Wind blowing from the west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,15.0,-4.2,No precipitation,12,,,,
14.03.2020 05:00,2.0,763.0,763.9,,61,Wind blowing from the west-northwest,2,,9,, ,,,-0.6,9.9,,,,,,22.0,-4.9,No precipitation,6,,,,
14.03.2020 02:00,3.3,764.2,765.1,,62,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.9,,,2500 or more  or no clouds.,,,27.0,-3.3,No precipitation,12,,,,
13.03.2020 23:00,4.2,765.7,766.6,,52,Wind blowing from the west,2,,10,, ,,,-0.6,9.9,,,,,,16.0,-5.0,No precipitation,6,,,,
13.03.2020 20:00,4.6,766.9,767.8,0.0,44,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.9,,,,,,20.0,-6.6,No precipitation,12,,,,
13.03.2020 17:00,8.3,766.9,767.8,,26,Wind blowing from the south-west,5,,10,no clouds, ,,,-0.6,9.9,,,,,,30.0,-10.1,No precipitation,6,,,,
13.03.2020 14:00,9.5,768.4,769.3,,9,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.8,,,,,,30.0,-21.8,No precipitation,12,,,,
13.03.2020 11:00,7.5,771.5,772.4,,14,Wind blowing from the west-northwest,3,,6,20–30%., ,,,-0.6,10.1,,,1500-2000,,,30.0,-18.3,No precipitation,6,,,,
13.03.2020 08:00,1.0,772.6,773.5,0.6,51,Wind blowing from the west,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,10.1,,,1500-2000,,,28.0,-8.0,No precipitation,12,,,,
13.03.2020 05:00,0.1,772.0,772.9,,58,Wind blowing from the north,1,,9,, ,,,-0.5,10.1,,,,,,30.0,-7.2,No precipitation,6,,,,
13.03.2020 02:00,2.2,771.4,772.3,1.2,47,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,10.1,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
12.03.2020 23:00,3.4,770.2,771.1,,57,Wind blowing from the east-northeast,2,,12,, ,,,3.4,10.1,,,,,,30.0,-4.3,No precipitation,6,,,,
12.03.2020 20:00,5.5,768.0,768.9,,44,Wind blowing from the east,2,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,10.1,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
12.03.2020 17:00,7.0,765.2,766.1,,39,Wind blowing from the east,4,,14,100%., ,,,5.1,12.3,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,6,,,,
12.03.2020 14:00,8.9,763.3,764.2,,32,Wind blowing from the east,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,13.2,,,2500 or more  or no clouds.,,,30.0,-6.9,No precipitation,12,,,,
12.03.2020 11:00,10.0,762.9,763.8,,27,Wind blowing from the east,6,,14,70 – 80%., ,,,5.1,13.3,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,6,,,,
12.03.2020 08:00,7.3,759.8,760.7,1.9,75,Wind blowing from the east-southeast,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,12,,,,
12.03.2020 05:00,6.2,757.9,758.8,,79,Wind blowing from the south,2,,6,, ,,,-0.8,13.3,,,,,,8.0,2.8,No precipitation,6,,,,
12.03.2020 02:00,7.0,758.2,759.1,-0.7,68,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.3,,,2500 or more  or no clouds.,,,12.0,1.5,No precipitation,12,,,,
11.03.2020 23:00,7.0,758.9,759.8,,72,Wind blowing from the south,1,,10,, ,,,-0.9,13.3,,,,,,14.0,2.3,No precipitation,6,,,,
11.03.2020 20:00,8.2,758.6,759.5,0.6,52,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.3,,,,,,20.0,-1.1,No precipitation,12,,,,
11.03.2020 17:00,12.3,758.0,758.9,,33,Wind blowing from the south,3,,10,20–30%., ,,,-0.9,13.3,,,2500 or more  or no clouds.,,,20.0,-3.5,No precipitation,6,,,,
11.03.2020 14:00,13.1,759.4,760.3,-2.7,40,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.3,,,,,,18.0,-0.2,No precipitation,12,,,,
11.03.2020 11:00,10.8,762.1,763.0,,22,Wind blowing from the south-west,5,,10,no clouds, ,,,-0.9,11.6,,,,,,30.0,-10.1,No precipitation,6,,,,
11.03.2020 08:00,5.3,762.8,763.7,,52,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.6,,,,,,20.0,-3.8,No precipitation,12,,,,
11.03.2020 05:00,-0.5,762.6,763.5,,59,Wind blowing from the south-east,1,,5,, ,,,-0.9,11.6,,,,,,30.0,-7.7,No precipitation,6,,,,
11.03.2020 02:00,0.2,763.3,764.2,-0.2,54,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,11.6,,,2500 or more  or no clouds.,,,25.0,-8.0,No precipitation,12,,,,
10.03.2020 23:00,2.5,763.5,764.4,,44,Wind blowing from the west,1,,12,, ,,,1.1,11.6,,,,,,25.0,-8.5,No precipitation,6,,,,
10.03.2020 20:00,6.4,763.2,764.1,,29,Wind blowing from the west-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.6,,,,,,15.0,-10.3,No precipitation,12,,,,
10.03.2020 17:00,10.0,761.8,762.7,,13,Wind blowing from the north,4,,12,no clouds, ,,,1.1,11.6,,,,,,30.0,-17.2,No precipitation,6,,,,
10.03.2020 14:00,10.7,761.6,762.5,,13,Wind blowing from the north-west,5,,12,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.0,,,,,,30.0,-16.6,No precipitation,12,,,,
10.03.2020 11:00,9.3,762.1,763.0,,30,Wind blowing from the north-west,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.5,,,600-1000,,,23.0,-7.4,No precipitation,6,,,,
10.03.2020 08:00,1.8,762.5,763.4,-0.2,95,Wind blowing from the west,2,,5,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,6.4,,,2500 or more  or no clouds.,,,0.1,1.1,No precipitation,12,,,,
10.03.2020 05:00,2.6,762.7,763.6,,95,Wind blowing from the west,2,,5,,Mist. ,,,1.9,6.4,,,,,,2.5,1.9,No precipitation,6,,,,
10.03.2020 02:00,2.3,764.0,764.9,,95,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.4,,,2500 or more  or no clouds.,,,8.0,1.6,No precipitation,12,,,,
09.03.2020 20:00,3.6,764.2,765.1,1.0,89,Wind blowing from the south-east,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,6.4,,,2500 or more  or no clouds.,,,16.0,2.0,3.0,12,,,,
09.03.2020 17:00,5.2,763.2,764.1,,89,Wind blowing from the east-southeast,3,,10,100%., ,,,4.4,6.4,,,1500-2000,,,23.0,3.5,0.1,6,,,,
09.03.2020 14:00,6.3,763.3,764.2,-1.1,87,Wind blowing from the north,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,1500-2000,,,24.0,4.3,8.0,12,,,,
09.03.2020 11:00,4.7,764.4,765.3,,95,Wind blowing from the east-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.4,,,,1500-2000,,,13.0,4.0,6.0,6,,,,
09.03.2020 08:00,4.7,763.3,764.2,2.1,95,Wind blowing from the east-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,,,,1500-2000,,,3.9,4.0,6.0,12,,,,
09.03.2020 05:00,5.0,761.2,762.1,,95,Wind blowing from the east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.3,6.6,,,,,,2.5,4.3,2.0,6,,,,
09.03.2020 02:00,4.6,761.5,762.4,,95,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.6,,,2500 or more  or no clouds.,,,0.2,3.9,0.3,12,,,,
08.03.2020 23:00,4.7,761.8,762.7,,95,Wind blowing from the east-southeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.3,6.6,,,,,,0.2,4.0,No precipitation,6,,,,
08.03.2020 20:00,5.2,761.2,762.1,0.7,95,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.6,,,1500-2000,,,0.8,4.5,No precipitation,12,,,,
08.03.2020 17:00,5.5,760.5,761.4,,95,Wind blowing from the south-southeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.8,,,1500-2000,,,2.3,4.8,No precipitation,6,,,,
08.03.2020 14:00,6.2,760.9,761.8,-1.7,95,Wind blowing from the south,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,1500-2000,,,2.6,5.5,No precipitation,12,,,,
08.03.2020 11:00,5.2,762.6,763.5,,93,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,1500-2000,,,4.0,4.2,No precipitation,6,,,,
08.03.2020 08:00,4.4,762.6,763.5,,95,Wind blowing from the south,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,1500-2000,,,2.7,3.7,No precipitation,12,,,,
08.03.2020 05:00,4.9,762.2,763.1,,95,Wind blowing from the south-east,2,,6,,Mist. ,,,3.7,10.1,,,,,,3.0,4.2,No precipitation,6,,,,
08.03.2020 02:00,4.7,763.1,764.0,0.2,95,Wind blowing from the south,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.1,,,2500 or more  or no clouds.,,,1.6,4.0,No precipitation,12,,,,
07.03.2020 23:00,4.4,762.9,763.8,,95,Wind blowing from the south,2,,10,,Mist. ,,,3.7,10.1,,,,,,1.8,3.7,No precipitation,6,,,,
07.03.2020 20:00,4.3,762.7,763.6,0.5,95,Wind blowing from the east-southeast,2,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.1,,,,,,5.0,3.6,No precipitation,12,,,,
07.03.2020 17:00,7.8,762.2,763.1,,74,Wind blowing from the east,3,,10,no clouds, ,,,3.9,10.1,,,,,,13.0,3.5,No precipitation,6,,,,
07.03.2020 14:00,9.0,762.5,763.4,-0.6,68,Wind blowing from the east,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,11.7,,,1000-1500,,,9.0,3.4,0.1,12,,,,
07.03.2020 11:00,7.7,763.1,764.0,,82,Wind blowing from the east-northeast,5,,8,70 – 80%., ,,,3.9,11.7,,,1000-1500,,,8.0,4.8,No precipitation,6,,,,
07.03.2020 08:00,4.4,761.9,762.8,1.6,95,Wind blowing from the east-northeast,3,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,11.7,,,1500-2000,,,2.9,3.7,2.0,12,,,,
07.03.2020 05:00,4.6,760.3,761.2,,95,Wind blowing from the east-northeast,2,,5,,Mist. ,,,3.7,11.7,,,,,,2.7,3.9,2.0,6,,,,
07.03.2020 02:00,5.2,759.9,760.8,,95,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.7,,,2500 or more  or no clouds.,,,3.7,4.5,2.0,12,,,,
06.03.2020 23:00,7.5,760.2,761.1,,71,Wind blowing from the north-west,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.6,11.7,,,,,,11.0,2.6,No precipitation,6,,,,
06.03.2020 20:00,8.3,759.5,760.4,0.4,63,Wind blowing from the south-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.7,,,1500-2000,,,11.0,1.5,No precipitation,12,,,,
06.03.2020 17:00,9.1,759.1,760.0,,57,Wind blowing from the south-southeast,2,,9,100%., ,,,2.6,11.7,,,1500-2000,,,11.0,1.0,No precipitation,6,,,,
06.03.2020 14:00,11.1,759.4,760.3,-2.4,47,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.7,,,,,,13.0,0.2,No precipitation,12,,,,
06.03.2020 11:00,9.0,761.8,762.7,,48,Wind blowing from the south-southwest,4,,7,60%., ,,,2.6,9.2,,,2500 or more  or no clouds.,,,16.0,-1.4,No precipitation,6,,,,
06.03.2020 08:00,5.0,762.5,763.4,,72,Wind blowing from the south-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.3,,,1500-2000,,,7.0,0.4,No precipitation,12,,,,
06.03.2020 05:00,3.6,761.8,762.7,,85,Wind blowing from the south-west,2,,7,, ,,,-1.6,7.3,,,,,,7.0,1.3,No precipitation,6,,,,
06.03.2020 02:00,3.4,762.7,763.6,-1.0,83,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.3,,,2500 or more  or no clouds.,,,10.0,0.8,No precipitation,12,,,,
05.03.2020 23:00,3.3,763.7,764.6,,73,Wind blowing from the south,2,,10,, ,,,-1.8,7.3,,,,,,17.0,-1.1,No precipitation,6,,,,
05.03.2020 20:00,2.8,764.5,765.4,-0.4,72,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.3,,,,,,17.0,-1.9,No precipitation,12,,,,
05.03.2020 17:00,5.5,764.9,765.8,,28,Wind blowing from the south-west,3,,10,no clouds, ,,,-1.8,7.3,,,,,,30.0,-11.6,No precipitation,6,,,,
05.03.2020 14:00,6.9,766.6,767.5,-2.8,26,Wind blowing from the south-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.3,,,,,,30.0,-11.3,No precipitation,12,,,,
05.03.2020 11:00,5.3,769.4,770.3,,40,Wind blowing from the south-west,5,,10,no clouds, ,,,-1.8,5.9,,,,,,30.0,-7.5,No precipitation,6,,,,
05.03.2020 08:00,0.8,770.3,771.2,-0.4,79,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,,,,13.0,-2.4,No precipitation,12,,,,
05.03.2020 05:00,-1.2,770.7,771.6,,80,Wind blowing from the south-west,2,,6,, ,,,-2.8,5.5,,,,,,30.0,-4.2,No precipitation,6,,,,
05.03.2020 02:00,-1.2,771.7,772.6,,75,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.5,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,12,,,,
04.03.2020 23:00,-0.1,772.6,773.5,,64,Wind blowing from the south-west,2,,7,, ,,,-2.8,5.5,,,,,,30.0,-6.1,No precipitation,6,,,,
04.03.2020 20:00,0.6,772.4,773.4,0.7,49,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.5,,,,,,28.0,-8.9,No precipitation,12,,,,
04.03.2020 17:00,4.6,771.7,772.6,,18,Wind blowing from the north,1,,8,no clouds, ,,,-2.8,6.9,,,,,,30.0,-17.7,No precipitation,6,,,,
04.03.2020 14:00,4.6,772.3,773.2,-1.4,19,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.4,,,,,,30.0,-17.1,No precipitation,12,,,,
04.03.2020 11:00,2.4,773.7,774.6,,22,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-2.8,8.4,,,,,,30.0,-17.2,No precipitation,6,,,,
04.03.2020 08:00,-1.2,773.2,774.1,1.2,37,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.4,,,,,,30.0,-14.0,No precipitation,12,,,,
04.03.2020 05:00,-2.3,772.0,772.9,,41,Wind blowing from the west,1,,8,, ,,,-2.3,8.4,,,,,,30.0,-13.8,No precipitation,6,,,,
04.03.2020 02:00,0.0,771.1,772.0,0.9,32,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.4,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
03.03.2020 23:00,1.8,770.2,771.1,,33,Wind blowing from the north-west,3,,12,, ,,,1.2,8.4,,,,,,30.0,-12.8,No precipitation,6,,,,
03.03.2020 20:00,4.2,768.5,769.4,,30,Wind blowing from the north,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,8.4,,,,,,25.0,-11.8,No precipitation,12,,,,
03.03.2020 17:00,7.0,766.3,767.2,,24,Wind blowing from the north-northwest,5,,12,20–30%., ,,,1.2,8.4,,,1000-1500,,,30.0,-12.2,No precipitation,6,,,,
03.03.2020 14:00,7.9,765.1,766.0,-1.0,31,Wind blowing from the north-west,5,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,8.3,,,1000-1500,,,30.0,-8.2,0.9,12,,,,
03.03.2020 11:00,5.6,766.1,767.0,,65,Wind blowing from the west-northwest,4,,9,70 – 80%., ,,,1.2,7.5,,,2500 or more  or no clouds.,,,8.0,-0.5,No precipitation,6,,,,
03.03.2020 08:00,1.7,765.8,766.7,1.4,95,Wind blowing from the west-northwest,2,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3.9,1.0,3.0,12,,,,
03.03.2020 05:00,3.8,764.4,765.3,,91,Wind blowing from the south-west,3,,8,,Mist. ,,,,,,,,,,6.0,2.5,3.0,6,,,,
03.03.2020 02:00,3.2,765.9,766.8,-0.9,95,Wind blowing from the south-southwest,3,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.5,,,2500 or more  or no clouds.,,,5.0,2.5,2.0,12,,,,
02.03.2020 23:00,3.3,766.8,767.7,,69,Wind blowing from the east-southeast,4,,9,, ,,,,7.5,,,,,,24.0,-2.0,No precipitation,6,,,,
02.03.2020 20:00,2.8,767.4,768.3,-0.1,68,Wind blowing from the south-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.5,,,2500 or more  or no clouds.,,,15.0,-2.5,No precipitation,12,,,,
02.03.2020 17:00,4.5,767.5,768.4,,48,Wind blowing from the south-southeast,4,,9,40%., ,,,-5.4,7.5,,,2500 or more  or no clouds.,,,25.0,-5.6,No precipitation,6,,,,
02.03.2020 14:00,6.6,768.9,769.8,,31,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.3,,,,,,30.0,-9.3,No precipitation,12,,,,
02.03.2020 11:00,5.3,771.0,771.9,,40,Wind blowing from the south-southeast,4,,6,no clouds, ,,,-5.4,8.3,,,,,,8.0,-7.2,No precipitation,6,,,,
02.03.2020 08:00,-2.6,771.9,772.9,1.2,95,Wind blowing from the east-southeast,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.3,,,2500 or more  or no clouds.,,,5.0,-3.3,No precipitation,12,,,,
