Local time in Hami,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 11:00,8.8,705.4,772.0,,22,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,16.0,-11.7,,,,,,
16.03.2020 08:00,-4.2,704.5,771.4,1.1,45,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,14.6,,,,,,15.0,-14.6,No precipitation,12,,,,
16.03.2020 05:00,-2.3,703.4,769.5,,35,Wind blowing from the north-east,1,,6,, ,,,-4.0,14.6,,,,,,13.0,-15.7,No precipitation,6,,,,
16.03.2020 02:00,-1.0,703.6,769.8,-0.4,33,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,14.6,,,2500 or more  or no clouds.,,,7.0,-15.2,No precipitation,12,,,,
15.03.2020 23:00,1.5,704.0,770.6,,26,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,8.0,-15.9,,,,,,
15.03.2020 20:00,10.3,703.3,769.8,0.7,14,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,14.6,,,2500 or more  or no clouds.,,,9.0,-16.0,No precipitation,12,,,,
15.03.2020 17:00,14.4,702.6,768.7,,11,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,-4.0,14.6,,,2500 or more  or no clouds.,,,19.0,-15.7,No precipitation,6,,,,
15.03.2020 14:00,12.6,704.2,770.5,-1.1,13,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,13.3,,,2500 or more  or no clouds.,,,13.0,-15.1,No precipitation,12,,,,
15.03.2020 11:00,6.9,705.3,772.0,,18,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,15.0,-15.8,,,,,,
15.03.2020 08:00,-1.7,703.9,770.6,1.1,32,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,13.3,,,2500 or more  or no clouds.,,,26.0,-16.2,No precipitation,12,,,,
15.03.2020 05:00,-3.2,702.8,769.1,,36,Wind blowing from the north-northeast,2,,7,, ,,,-7.0,13.3,,,,,,11.0,-16.2,No precipitation,6,,,,
15.03.2020 02:00,-1.8,703.0,769.5,-0.3,31,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.3,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,12,,,,
14.03.2020 23:00,1.4,703.3,770.1,,23,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,19.0,-17.5,,,,,,
14.03.2020 20:00,9.6,702.6,769.5,0.4,12,Wind blowing from the west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.3,,,2500 or more  or no clouds.,,,17.0,-18.4,No precipitation,12,,,,
14.03.2020 17:00,13.0,702.2,768.7,,9,Wind blowing from the west,3,,8,90  or more  but not 100%, ,,,-7.0,13.3,,,2500 or more  or no clouds.,,,25.0,-19.2,No precipitation,6,,,,
14.03.2020 14:00,10.8,704.2,770.8,-1.8,11,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,11.4,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
14.03.2020 11:00,5.2,706.0,773.2,,20,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,18.0,-15.9,,,,,,
14.03.2020 08:00,-4.6,704.9,772.3,0.5,42,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,11.4,,,2500 or more  or no clouds.,,,24.0,-15.6,No precipitation,12,,,,
14.03.2020 05:00,-5.2,704.4,771.4,,40,Wind blowing from the north-east,1,,5,, ,,,-6.5,11.4,,,,,,12.0,-16.7,No precipitation,6,,,,
14.03.2020 02:00,-1.8,705.0,771.8,-0.7,31,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.4,,,2500 or more  or no clouds.,,,24.0,-16.7,No precipitation,12,,,,
13.03.2020 23:00,0.1,705.7,772.9,,26,Wind blowing from the north-northwest,0,,6,, ,,,-6.5,11.4,,,,,,21.0,-17.1,No precipitation,6,,,,
13.03.2020 20:00,7.8,705.9,773.5,0.1,15,Wind blowing from the north-west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.4,,,2500 or more  or no clouds.,,,24.0,-17.2,No precipitation,12,,,,
13.03.2020 17:00,10.9,705.8,772.7,,13,Wind blowing from the south-west,2,,6,20–30%., ,,,-6.5,11.4,,,2500 or more  or no clouds.,,,23.0,-16.5,No precipitation,6,,,,
13.03.2020 14:00,9.0,707.6,774.8,,16,Wind blowing from the west-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,9.2,,,,,,25.0,-15.5,No precipitation,12,,,,
13.03.2020 11:00,5.5,708.8,776.5,,23,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,7.0,-14.0,,,,,,
13.03.2020 08:00,-5.5,708.5,776.6,0.9,52,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,9.0,,,2500 or more  or no clouds.,,,25.0,-14.0,No precipitation,12,,,,
13.03.2020 05:00,-3.6,707.6,775.0,,53,Wind blowing from the north-northeast,1,,4,, ,,,-4.1,9.0,,,,,,25.0,-12.0,No precipitation,6,,,,
13.03.2020 02:00,-2.5,708.1,775.7,-0.7,55,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.0,,,2500 or more  or no clouds.,,,16.0,-10.5,No precipitation,12,,,,
12.03.2020 23:00,-2.1,708.8,776.7,,49,Wind blowing from the east-northeast,1,,6,,Haze. ,,,-2.1,9.0,,,,,,3.8,-11.6,No precipitation,6,,,,
12.03.2020 20:00,5.6,708.4,775.9,0.8,28,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.0,,,1500-2000,,,18.0,-11.5,No precipitation,12,,,,
12.03.2020 17:00,8.4,707.6,774.4,,25,Wind blowing from the west,1,,6,70 – 80%., ,,,-1.5,8.8,,,1500-2000,,,9.0,-10.5,No precipitation,6,,,,
12.03.2020 14:00,6.4,707.8,774.6,0.6,33,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.3,,,2500 or more  or no clouds.,,,18.0,-8.7,No precipitation,12,,,,
12.03.2020 11:00,4.1,707.2,773.9,,40,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,23.0,-8.3,,,,,,
12.03.2020 08:00,-1.3,704.9,771.9,1.9,50,Wind blowing from the south-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,9.3,,,2500 or more  or no clouds.,,,12.0,-10.6,No precipitation,12,,,,
12.03.2020 05:00,1.7,703.0,769.3,,42,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,30.0,-10.1,,,,,,
12.03.2020 02:00,2.7,701.6,767.8,0.5,33,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.3,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
11.03.2020 23:00,5.6,701.1,767.5,,35,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,26.0,-8.7,,,,,,
11.03.2020 20:00,7.5,699.3,766.1,0.5,23,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.3,,,2500 or more  or no clouds.,,,6.0,-12.3,No precipitation,12,,,,
11.03.2020 17:00,8.8,698.8,765.3,,16,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.3,,,2500 or more  or no clouds.,,,7.0,-15.7,No precipitation,6,,,,
11.03.2020 14:00,7.1,699.6,765.8,-0.8,18,Wind blowing from the north-northeast,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,8.8,,,2500 or more  or no clouds.,,,7.0,-15.6,No precipitation,12,,,,
11.03.2020 11:00,2.1,700.4,767.1,,26,Wind blowing from the east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,8.8,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,6,,,,
11.03.2020 08:00,-4.5,699.1,766.3,0.9,43,Wind blowing from the east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.8,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,12,,,,
11.03.2020 05:00,-3.6,698.2,764.8,,41,Wind blowing from the east,1,,6,,Haze. ,,,-8.2,8.8,,,,,,6.0,-15.2,No precipitation,6,,,,
11.03.2020 02:00,0.9,698.5,764.8,-0.4,24,Wind blowing from the south,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.8,,,2500 or more  or no clouds.,,,7.0,-17.4,No precipitation,12,,,,
10.03.2020 23:00,3.1,698.9,765.7,,19,Wind blowing from the north-west,3,,6,,Haze. ,,,-8.2,8.8,,,,,,5.0,-18.3,No precipitation,6,,,,
10.03.2020 20:00,5.3,698.5,765.9,-1.0,19,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.8,,,2500 or more  or no clouds.,,,5.0,-16.5,No precipitation,12,,,,
10.03.2020 17:00,8.2,699.5,766.3,,15,Wind blowing from the west,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.4,,,2500 or more  or no clouds.,,,5.0,-16.9,No precipitation,6,,,,
10.03.2020 14:00,6.0,701.8,769.4,-1.9,19,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,6.2,,,2500 or more  or no clouds.,,,6.0,-15.9,No precipitation,12,,,,
10.03.2020 11:00,0.1,703.7,772.0,,41,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,8.0,-11.6,,,,,,
10.03.2020 08:00,-7.8,703.3,772.0,-0.6,69,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,3.5,,,2500 or more  or no clouds.,,,6.0,-12.5,No precipitation,12,,,,
10.03.2020 05:00,-4.9,703.9,771.8,,58,Wind blowing from the north-northeast,1,,4,, ,,,-12.0,3.5,,,,,,30.0,-11.9,No precipitation,6,,,,
10.03.2020 02:00,-7.0,705.6,774.1,,68,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,3.5,,,2500 or more  or no clouds.,,,9.0,-11.9,No precipitation,12,,,,
09.03.2020 20:00,0.1,707.3,776.8,-0.8,46,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,3.5,,,,,,22.0,-10.4,No precipitation,12,,,,
09.03.2020 17:00,3.1,708.1,777.1,,35,Wind blowing from the west-southwest,2,,5,10%  or less  but not 0, ,,,-12.0,3.1,,,2500 or more  or no clouds.,,,28.0,-10.9,No precipitation,6,,,,
09.03.2020 14:00,1.1,709.7,778.6,-0.9,36,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.1,,,2500 or more  or no clouds.,,,30.0,-12.3,0.1,12,,,,
09.03.2020 11:00,-3.5,710.6,779.8,,49,Wind blowing from the south-southeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,28.0,-12.9,,,,,,
09.03.2020 08:00,-11.9,709.9,780.0,0.3,67,Wind blowing from the south-east,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.8,,,2500 or more  or no clouds.,,,21.0,-16.8,0.1,12,,,,
09.03.2020 05:00,-10.7,709.6,779.5,,70,Wind blowing from the east-northeast,1,,6,, ,,,-10.7,2.9,,,,,,23.0,-15.1,0.1,6,,,,
09.03.2020 02:00,-6.2,710.5,780.0,0.1,49,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.5,,,2500 or more  or no clouds.,,,30.0,-15.4,0.5,12,,,,
08.03.2020 23:00,-2.9,710.4,779.2,,31,Wind blowing from the north-east,2,,,, ,,,,,,,,,,30.0,-17.7,,,,,,
08.03.2020 20:00,-2.6,709.3,777.9,1.0,74,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,,,,27.0,-6.6,2.0,12,,,,
08.03.2020 17:00,-1.5,708.3,776.2,,80,Wind blowing from the south-east,2,,11,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2000-2500,,,27.0,-4.5,2.0,6,,,,
08.03.2020 14:00,-3.2,708.7,776.6,1.8,89,Wind blowing from the east-southeast,3,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.9,,,2500 or more  or no clouds.,,,0.5,-4.8,1.0,12,,,,
08.03.2020 11:00,-1.6,706.9,774.2,,59,Wind blowing from the north-east,3,,11,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,12.9,,,2500 or more  or no clouds.,,,29.0,-8.6,0.2,6,,,,
08.03.2020 08:00,-0.8,704.1,770.8,3.8,66,Wind blowing from the north-northeast,2,,11,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.9,,,2500 or more  or no clouds.,,,4.2,-6.5,Trace of precipitation,12,,,,
08.03.2020 05:00,2.9,700.3,765.7,,28,Wind blowing from the east-northeast,4,,11,,Haze. ,,,1.4,12.9,,,,,,7.0,-13.8,No precipitation,6,,,,
08.03.2020 02:00,5.3,698.4,763.7,2.2,30,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.9,,,2500 or more  or no clouds.,,,26.0,-10.9,No precipitation,12,,,,
07.03.2020 23:00,6.7,696.2,761.7,,28,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-10.5,,,,,,
07.03.2020 20:00,8.4,694.6,760.0,,22,Wind blowing from the south-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.9,,,2500 or more  or no clouds.,,,12.0,-12.1,No precipitation,12,,,,
07.03.2020 14:00,8.9,693.9,759.1,-0.8,21,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.4,,,2500 or more  or no clouds.,,,24.0,-12.2,No precipitation,12,,,,
07.03.2020 11:00,4.9,694.7,760.0,,26,Wind blowing from the west-northwest,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,28.0,-13.0,,,,,,
07.03.2020 08:00,2.5,693.4,758.4,0.7,26,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,15.4,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
07.03.2020 05:00,2.1,692.7,757.2,,30,Wind blowing from the east,3,,,, ,,,,,,,,,,30.0,-13.7,,,,,,
07.03.2020 02:00,3.1,692.0,756.6,-0.2,35,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,15.4,,,2500 or more  or no clouds.,,,12.0,-10.9,No precipitation,12,,,,
06.03.2020 23:00,6.9,692.2,756.8,,27,Wind blowing from the north-northeast,1,,6,, ,,,-4.1,15.4,,,,,,16.0,-10.8,No precipitation,6,,,,
06.03.2020 20:00,10.9,692.2,757.8,-0.3,21,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,15.4,,,2500 or more  or no clouds.,,,16.0,-10.6,No precipitation,12,,,,
06.03.2020 17:00,14.5,692.5,757.4,,16,Wind blowing from the north-west,3,,6,40%., ,,,-4.1,15.4,,,2500 or more  or no clouds.,,,24.0,-11.0,No precipitation,6,,,,
06.03.2020 14:00,12.5,694.3,759.3,-1.4,19,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.8,,,2500 or more  or no clouds.,,,21.0,-10.5,No precipitation,12,,,,
06.03.2020 11:00,7.7,695.7,761.2,,25,Wind blowing from the east-southeast,1,,4,, ,,,-4.6,11.9,,,,,,16.0,-11.1,No precipitation,6,,,,
06.03.2020 08:00,-3.7,696.0,762.4,0.0,45,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.9,,,,,,30.0,-13.9,No precipitation,12,,,,
06.03.2020 05:00,-1.8,696.0,761.7,,45,Wind blowing from the north-east,2,,6,, ,,,-1.9,11.9,,,,,,30.0,-12.2,No precipitation,6,,,,
06.03.2020 02:00,0.9,697.0,762.6,-0.7,51,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.9,,,2500 or more  or no clouds.,,,27.0,-8.3,No precipitation,12,,,,
05.03.2020 23:00,2.6,697.7,763.9,,46,Wind blowing from the east,1,,,, ,,,,,,,,,,24.0,-8.1,,,,,,
05.03.2020 20:00,8.0,697.3,763.3,0.8,19,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.9,,,,,,27.0,-14.2,No precipitation,12,,,,
05.03.2020 17:00,11.6,696.5,761.8,,22,Wind blowing from the south-east,2,,8,no clouds, ,,,-1.0,14.7,,,,,,19.0,-9.4,No precipitation,6,,,,
05.03.2020 14:00,10.1,697.4,763.0,-1.1,31,Wind blowing from the east-southeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,14.9,,,2500 or more  or no clouds.,,,11.0,-6.3,No precipitation,12,,,,
05.03.2020 11:00,4.8,698.5,764.9,,47,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,8.0,-5.6,,,,,,
05.03.2020 08:00,-0.8,696.6,762.4,0.2,55,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,14.9,,,2500 or more  or no clouds.,,,12.0,-8.9,No precipitation,12,,,,
05.03.2020 05:00,1.1,696.4,761.4,,30,Wind blowing from the west,1,,,, ,,,,,,,,,,24.0,-14.5,,,,,,
05.03.2020 02:00,1.8,696.2,761.2,-0.2,30,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,14.9,,,2500 or more  or no clouds.,,,10.0,-13.9,No precipitation,12,,,,
04.03.2020 23:00,0.6,696.4,762.6,,32,Wind blowing from the east,1,,,, ,,,,,,,,,,10.0,-14.2,,,,,,
04.03.2020 20:00,9.3,695.8,762.2,0.3,17,Wind blowing from the west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,14.9,,,2500 or more  or no clouds.,,,10.0,-14.5,No precipitation,12,,,,
04.03.2020 17:00,14.4,695.5,760.9,,12,Wind blowing from the west,4,,7,20–30%., ,,,-5.3,15.4,,,2500 or more  or no clouds.,,,18.0,-14.7,No precipitation,6,,,,
04.03.2020 14:00,13.2,697.0,762.5,-1.4,13,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,15.4,,,,,,19.0,-14.6,No precipitation,12,,,,
04.03.2020 11:00,5.4,698.4,764.8,,21,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,19.0,-15.2,,,,,,
04.03.2020 08:00,-5.3,697.6,764.1,0.2,42,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,2500 or more  or no clouds.,,,22.0,-16.2,No precipitation,12,,,,
04.03.2020 05:00,-3.0,697.4,762.9,,38,Wind blowing from the north-east,1,,6,, ,,,-5.7,15.4,,,,,,21.0,-15.6,No precipitation,6,,,,
04.03.2020 02:00,-1.5,697.8,763.5,-0.8,32,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,15.4,,,2500 or more  or no clouds.,,,16.0,-16.1,No precipitation,12,,,,
03.03.2020 23:00,0.5,698.6,765.0,,27,Wind blowing from the east-northeast,1,,6,,Haze. ,,,-5.7,15.4,,,,,,3.8,-16.3,No precipitation,6,,,,
03.03.2020 20:00,9.3,698.8,765.2,-0.3,13,Wind blowing from the west-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,15.4,,,,,,19.0,-17.7,No precipitation,12,,,,
03.03.2020 17:00,15.4,699.1,764.9,,10,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-5.7,15.4,,,,,,27.0,-16.1,No precipitation,6,,,,
03.03.2020 14:00,12.3,700.9,767.1,-1.2,16,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.3,,,,,,22.0,-12.8,No precipitation,12,,,,
03.03.2020 11:00,5.6,702.1,769.0,,26,Wind blowing from the east-southeast,3,,,no clouds, ,,,,,,,,,,20.0,-12.4,,,,,,
03.03.2020 08:00,-3.2,701.3,768.1,0.1,51,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.2,,,,,,21.0,-11.9,No precipitation,12,,,,
03.03.2020 05:00,-3.8,701.2,767.5,,53,Wind blowing from the east-northeast,1,,6,, ,,,-6.5,12.2,,,,,,22.0,-12.2,No precipitation,6,,,,
03.03.2020 02:00,-2.5,701.8,768.3,-0.3,52,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,12.2,,,2500 or more  or no clouds.,,,9.0,-11.2,No precipitation,12,,,,
02.03.2020 23:00,-1.2,702.1,769.2,,42,Wind blowing from the east-southeast,1,,,,Haze. ,,,-6.5,12.2,,,,,,4.6,-12.5,No precipitation,6,,,,
