Local time in Tonghua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 11:00,0.4,737.8,758.9,,58,Wind blowing from the west,3,,,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-5.4,5.2,,,1000-1500,,,24.0,-7.0,0.1,6,,,,
15.03.2020 08:00,-1.9,737.4,758.6,1.0,84,Wind blowing from the north-northwest,2,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,5.2,,,1000-1500,,,5.0,-4.3,0.4,12,,,,
15.03.2020 05:00,-4.7,736.4,757.6,,97,Wind blowing from the north-northwest,1,,13,, ,,,-11.0,5.2,,,,,,26.0,-5.1,0.4,6,,,,
15.03.2020 02:00,-3.8,736.3,757.3,,95,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,5.2,,,2500 or more  or no clouds.,,,28.0,-4.5,0.4,12,,,,
14.03.2020 20:00,-0.6,736.9,758.2,0.2,74,Wind blowing from the north,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,5.2,,,1000-1500,,,7.0,-4.7,No precipitation,12,,,,
14.03.2020 17:00,3.7,736.7,758.1,,46,Wind blowing from the south-west,3,,8,90  or more  but not 100%, ,,,-11.0,5.2,,,1000-1500,,,30.0,-7.1,No precipitation,6,,,,
14.03.2020 14:00,4.8,737.0,758.3,-3.0,37,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.9,,,1000-1500,,,30.0,-8.9,No precipitation,12,,,,
14.03.2020 11:00,0.8,740.0,761.5,,42,Wind blowing from the west-northwest,1,,5,70 – 80%., ,,,-11.0,1.4,,,1000-1500,,,24.0,-10.9,No precipitation,6,,,,
14.03.2020 08:00,-6.6,742.0,763.7,-0.4,68,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.4,,,,,,19.0,-11.6,No precipitation,12,,,,
14.03.2020 05:00,-10.2,742.4,764.1,,81,Wind blowing from the north-northeast,3,,6,, ,,,-12.7,1.4,,,,,,30.0,-12.9,No precipitation,6,,,,
14.03.2020 02:00,-9.2,744.2,765.9,,78,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.4,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
13.03.2020 20:00,-3.9,746.5,768.3,0.7,55,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.4,,,,,,26.0,-11.8,No precipitation,12,,,,
13.03.2020 17:00,-0.5,745.8,767.6,,39,Wind blowing from the west,2,,6,no clouds, ,,,-12.7,1.4,,,,,,30.0,-13.0,No precipitation,6,,,,
13.03.2020 14:00,0.1,746.6,768.3,,35,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,0.8,,,,,,30.0,-13.8,No precipitation,12,,,,
13.03.2020 11:00,-1.3,748.8,770.5,,22,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-12.7,0.8,,,,,,25.0,-20.2,No precipitation,6,,,,
13.03.2020 08:00,-7.4,750.1,772.0,,66,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,0.8,,,,,,12.0,-12.8,No precipitation,12,,,,
13.03.2020 05:00,-10.9,748.8,770.7,,77,Calm  no wind,0,,,, ,,,-11.2,0.8,,,,,,30.0,-14.2,No precipitation,6,,,,
13.03.2020 02:00,-7.2,748.3,769.9,,66,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,0.8,,,2500 or more  or no clouds.,,,27.0,-12.6,0.1,12,,,,
12.03.2020 20:00,-3.3,745.2,766.7,,,Calm  no wind,0,,,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,0.8,,,,,,4.8,,7.0,12,,,,
12.03.2020 17:00,0.3,743.1,764.5,,96,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,4.3,,,1000-1500,,,5.0,-0.3,5.0,6,,,,
12.03.2020 14:00,0.2,742.3,763.7,-0.3,92,Wind blowing from the north,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.6,,,2500 or more  or no clouds.,,,2.3,-1.0,7.0,12,,,,
12.03.2020 11:00,-1.8,742.6,764.1,,96,Wind blowing from the west-northwest,0,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,1.5,-2.4,2.0,6,,,,
12.03.2020 08:00,-2.2,742.7,764.1,0.4,78,Wind blowing from the south-southwest,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,12.0,-5.6,No precipitation,12,,,,
12.03.2020 05:00,-4.0,742.3,763.5,,76,Calm  no wind,0,,,, ,,,-4.4,5.6,,,,,,30.0,-7.7,No precipitation,6,,,,
12.03.2020 02:00,-3.6,743.0,764.2,,79,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
11.03.2020 20:00,-0.8,741.5,762.8,0.7,57,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,,,,27.0,-8.4,No precipitation,12,,,,
11.03.2020 17:00,4.4,740.8,762.0,,35,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-4.4,5.6,,,,,,30.0,-9.7,No precipitation,6,,,,
11.03.2020 14:00,4.9,740.8,761.8,-1.3,33,Wind blowing from the south-southwest,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,600-1000,,,30.0,-10.3,No precipitation,12,,,,
11.03.2020 11:00,1.6,742.1,763.3,,42,Wind blowing from the south-west,2,,8,40%., ,,,-4.4,5.6,,,600-1000,,,30.0,-10.2,No precipitation,6,,,,
11.03.2020 08:00,-0.9,742.0,763.2,1.5,55,Wind blowing from the south-west,2,,13,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,,,,14.0,-9.0,0.1,12,,,,
11.03.2020 05:00,-3.4,740.5,761.6,,58,Wind blowing from the west,2,,,, ,,,-4.3,5.6,,,,,,30.0,-10.6,No precipitation,6,,,,
11.03.2020 02:00,-1.3,739.9,760.9,,43,Wind blowing from the west-northwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.6,,,2500 or more  or no clouds.,,,30.0,-12.5,0.1,12,,,,
10.03.2020 20:00,2.3,738.2,759.2,,40,Wind blowing from the east,1,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.6,,,1000-1500,,,30.0,-10.2,Trace of precipitation,12,,,,
10.03.2020 17:00,4.7,736.0,756.9,,33,Wind blowing from the north,4,,14,40%., ,,,1.3,5.6,,,1000-1500,,,30.0,-10.5,No precipitation,6,,,,
10.03.2020 14:00,4.0,735.5,756.4,-0.5,73,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.2,,,1000-1500,,,25.0,-0.5,0.7,12,,,,
10.03.2020 11:00,3.3,736.0,756.8,,96,Wind blowing from the south-west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,300-600,,,10.0,2.7,0.7,6,,,,
10.03.2020 08:00,1.7,737.2,758.1,-0.3,100,Wind blowing from the north,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,2500 or more  or no clouds.,,,1.3,1.7,0.7,12,,,,
10.03.2020 05:00,1.3,737.5,758.3,,100,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,-1.7,8.3,,,,,,4.9,1.3,No precipitation,6,,,,
10.03.2020 02:00,1.9,739.1,759.9,,98,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.3,,,2500 or more  or no clouds.,,,8.0,1.6,No precipitation,12,,,,
09.03.2020 20:00,3.7,741.1,762.1,0.2,91,Wind blowing from the south-east,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.3,,,1000-1500,,,14.0,2.4,Trace of precipitation,12,,,,
09.03.2020 17:00,5.5,740.9,762.0,,77,Wind blowing from the north-east,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.5,,,1000-1500,,,23.0,1.8,No precipitation,6,,,,
09.03.2020 14:00,8.1,740.9,761.8,-1.5,56,Wind blowing from the north-east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.8,,,1000-1500,,,17.0,-0.3,No precipitation,12,,,,
09.03.2020 11:00,7.1,742.4,763.3,,64,Wind blowing from the east,0,,4,90  or more  but not 100%, ,,,-1.7,12.0,,,1000-1500,,,10.0,0.7,No precipitation,6,,,,
09.03.2020 08:00,1.2,743.7,764.8,0.3,94,Wind blowing from the south,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.0,,,2500 or more  or no clouds.,,,3.4,0.3,No precipitation,12,,,,
09.03.2020 05:00,-1.5,743.4,764.4,,99,Wind blowing from the north-east,1,,4,, ,,,-4.4,12.0,,,,,,11.0,-1.7,No precipitation,6,,,,
09.03.2020 02:00,-0.6,743.7,764.5,,94,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.0,,,2500 or more  or no clouds.,,,16.0,-1.5,No precipitation,12,,,,
08.03.2020 20:00,4.5,742.6,763.8,1.3,67,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.0,,,,,,13.0,-1.2,No precipitation,12,,,,
08.03.2020 17:00,9.5,741.3,762.3,,45,Wind blowing from the west,1,,5,20–30%., ,,,-4.4,12.0,,,2500 or more  or no clouds.,,,15.0,-2.1,No precipitation,6,,,,
08.03.2020 14:00,11.5,741.9,762.7,-2.0,32,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.0,,,2500 or more  or no clouds.,,,19.0,-4.6,No precipitation,12,,,,
08.03.2020 11:00,6.5,743.9,764.9,,46,Calm  no wind,0,,,no clouds, ,,,-4.4,6.7,,,,,,11.0,-4.5,No precipitation,6,,,,
08.03.2020 08:00,-1.0,745.0,766.3,,83,Wind blowing from the east-northeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.7,,,,,,4.7,-3.6,No precipitation,12,,,,
08.03.2020 05:00,-3.3,744.6,765.9,,95,Wind blowing from the east-northeast,1,,6,, ,,,-3.6,6.7,,,,,,6.0,-4.0,No precipitation,6,,,,
08.03.2020 02:00,-1.8,744.2,765.4,,90,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,6.7,,,2500 or more  or no clouds.,,,7.0,-3.3,No precipitation,12,,,,
07.03.2020 20:00,2.3,743.5,764.7,1.0,71,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,6.7,,,1000-1500,,,8.0,-2.5,No precipitation,12,,,,
07.03.2020 17:00,4.8,742.5,763.6,,54,Wind blowing from the north-west,1,,3,90  or more  but not 100%, ,,,-3.2,6.7,,,1000-1500,,,10.0,-3.9,No precipitation,6,,,,
07.03.2020 14:00,5.6,742.8,763.9,-1.5,46,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,6.7,,,1000-1500,,,15.0,-5.3,No precipitation,12,,,,
07.03.2020 11:00,2.4,744.3,765.6,,59,Wind blowing from the west,0,,1,100%., ,,,-3.2,4.3,,,1000-1500,,,10.0,-4.9,No precipitation,6,,,,
07.03.2020 08:00,-1.2,744.6,766.0,0.3,84,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,,,,1000-1500,,,5.0,-3.6,No precipitation,12,,,,
07.03.2020 05:00,-2.7,744.3,765.6,,92,Calm  no wind,0,,,,Mist. ,,,-7.9,4.3,,,,,,7.0,-3.9,No precipitation,6,,,,
07.03.2020 02:00,-2.7,744.6,765.9,,91,Wind blowing from the north-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,4.3,,,2500 or more  or no clouds.,,,5.0,-4.0,No precipitation,12,,,,
06.03.2020 20:00,-1.2,745.0,766.6,1.3,70,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,4.3,,,,,,6.0,-6.1,No precipitation,12,,,,
06.03.2020 17:00,2.8,743.7,765.2,,50,Calm  no wind,0,,,60%., ,,,-8.7,4.3,,,2500 or more  or no clouds.,,,17.0,-6.8,No precipitation,6,,,,
06.03.2020 14:00,3.5,744.4,765.8,-1.9,43,Wind blowing from the south-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.8,,,2500 or more  or no clouds.,,,21.0,-8.1,No precipitation,12,,,,
06.03.2020 11:00,0.6,746.3,767.9,,50,Wind blowing from the south-east,1,,6,90  or more  but not 100%, ,,,-8.7,3.6,,,2500 or more  or no clouds.,,,18.0,-8.8,No precipitation,6,,,,
06.03.2020 08:00,-5.0,746.9,768.7,,69,Wind blowing from the north,0,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.6,,,1000-1500,,,17.0,-9.9,No precipitation,12,,,,
06.03.2020 05:00,-7.9,746.8,768.4,,79,Wind blowing from the north-northeast,2,,6,, ,,,-10.1,3.6,,,,,,30.0,-11.0,No precipitation,6,,,,
06.03.2020 02:00,-7.4,746.5,768.1,,74,Wind blowing from the north-northeast,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.6,,,2500 or more  or no clouds.,,,29.0,-11.3,No precipitation,12,,,,
05.03.2020 20:00,-3.1,745.7,767.5,0.1,56,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.6,,,,,,11.0,-10.8,No precipitation,12,,,,
05.03.2020 17:00,1.5,745.6,767.3,,33,Wind blowing from the north-west,1,,5,no clouds, ,,,-10.1,3.6,,,,,,29.0,-13.0,No precipitation,6,,,,
05.03.2020 14:00,2.2,747.1,768.7,-2.3,36,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.2,,,,,,30.0,-11.6,No precipitation,12,,,,
05.03.2020 11:00,-0.8,749.4,771.1,,45,Wind blowing from the east,1,,4,10%  or less  but not 0, ,,,-10.1,0.9,,,600-1000,,,25.0,-11.5,No precipitation,6,,,,
05.03.2020 08:00,-6.6,750.7,772.6,0.9,78,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.9,,,,,,8.0,-9.9,No precipitation,12,,,,
05.03.2020 05:00,-8.8,749.8,771.7,,87,Wind blowing from the north-northeast,2,,6,, ,,,-8.9,0.9,,,,,,30.0,-10.6,No precipitation,6,,,,
05.03.2020 02:00,-7.1,749.7,771.4,,86,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.9,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
04.03.2020 20:00,-3.4,748.4,770.0,2.2,71,Wind blowing from the north,0,,15,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.0,,,1000-1500,,,26.0,-8.0,Trace of precipitation,12,,,,
04.03.2020 17:00,-1.5,746.2,767.8,,59,Wind blowing from the north-northwest,2,,15,90  or more  but not 100%, ,,,-1.6,2.7,,,1000-1500,,,12.0,-8.6,No precipitation,6,,,,
04.03.2020 14:00,0.5,744.6,766.0,-0.2,44,Wind blowing from the west-southwest,3,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,,,,1000-1500,,,17.0,-10.6,1.0,12,,,,
04.03.2020 11:00,-0.2,744.8,766.1,,50,Wind blowing from the north-northwest,3,,9,70 – 80%., ,,,-1.8,,,,1000-1500,,,13.0,-9.5,0.1,6,,,,
04.03.2020 08:00,-0.4,744.1,765.4,0.7,79,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.7,,,1000-1500,,,9.0,-3.7,1.0,12,,,,
04.03.2020 05:00,-1.6,743.4,764.6,,,Wind blowing from the west,0,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.0,3.7,,,,,,2.8,,1.0,6,,,,
04.03.2020 02:00,-0.9,743.6,764.8,,96,Wind blowing from the north,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.7,,,2500 or more  or no clouds.,,,8.0,-1.5,0.1,12,,,,
03.03.2020 20:00,0.7,744.5,766.0,0.1,69,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,3.7,,,1000-1500,,,9.0,-4.4,No precipitation,12,,,,
03.03.2020 17:00,2.8,744.4,765.9,,50,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-9.0,3.7,,,1000-1500,,,15.0,-6.8,No precipitation,6,,,,
03.03.2020 14:00,3.1,745.3,766.7,-2.8,44,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,3.5,,,2500 or more  or no clouds.,,,25.0,-8.2,No precipitation,12,,,,
03.03.2020 11:00,-1.9,748.1,769.8,,63,Wind blowing from the south-southeast,1,,6,100%., ,,,-9.0,3.5,,,2500 or more  or no clouds.,,,23.0,-8.1,No precipitation,6,,,,
03.03.2020 08:00,-5.7,749.4,771.2,0.4,77,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,3.5,,,2500 or more  or no clouds.,,,17.0,-9.2,No precipitation,12,,,,
03.03.2020 05:00,-8.1,749.0,770.8,,86,Wind blowing from the north-northeast,3,,6,, ,,,-8.2,3.5,,,,,,28.0,-10.1,No precipitation,6,,,,
03.03.2020 02:00,-5.9,749.8,771.4,,77,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.5,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
02.03.2020 20:00,-3.1,749.1,770.8,0.9,72,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.5,,,,,,10.0,-7.5,No precipitation,12,,,,
02.03.2020 17:00,0.5,748.2,769.9,,52,Wind blowing from the north,1,,6,20–30%., ,,,-7.8,3.5,,,1000-1500,,,17.0,-8.4,No precipitation,6,,,,
02.03.2020 14:00,1.9,748.0,769.6,-0.7,43,Wind blowing from the south-east,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.8,,,1000-1500,,,29.0,-9.6,No precipitation,12,,,,
02.03.2020 11:00,0.4,748.7,770.2,,49,Wind blowing from the east-southeast,2,,4,40%., ,,,-7.8,6.8,,,1000-1500,,,24.0,-9.3,No precipitation,6,,,,
02.03.2020 08:00,-4.1,748.9,770.5,,85,Wind blowing from the north,0,,6,no clouds,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.8,,,,,,6.0,-6.3,0.4,12,,,,
02.03.2020 05:00,-6.8,747.4,769.0,,96,Wind blowing from the north-northeast,1,,7,, ,,,-6.8,6.8,,,,,,8.0,-7.4,0.4,6,,,,
02.03.2020 02:00,-3.8,746.5,767.8,,99,Wind blowing from the west,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.8,,,2500 or more  or no clouds.,,,7.0,-4.0,0.6,12,,,,
01.03.2020 20:00,0.1,743.9,765.2,1.5,79,Wind blowing from the north-northwest,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-0.9,6.8,,,2500 or more  or no clouds.,,,6.0,-3.2,0.2,12,,,,
01.03.2020 17:00,2.4,742.4,763.6,,79,Wind blowing from the north,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.8,,,2500 or more  or no clouds.,,,8.0,-0.9,Trace of precipitation,6,,,,
01.03.2020 14:00,5.7,742.1,763.1,-1.7,50,Wind blowing from the south-southeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.5,,,1000-1500,,,17.0,-4.1,No precipitation,12,,,,
01.03.2020 11:00,3.0,743.8,764.9,,67,Wind blowing from the south-east,2,,5,70 – 80%., ,,,-0.9,6.0,,,1000-1500,,,13.0,-2.6,No precipitation,6,,,,
01.03.2020 08:00,0.7,744.8,766.0,0.1,92,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,1000-1500,,,5.0,-0.4,Trace of precipitation,12,,,,
01.03.2020 05:00,-0.6,744.7,765.8,,94,Calm  no wind,0,,,,Mist. ,,,-3.0,6.0,,,,,,7.0,-1.5,No precipitation,6,,,,
01.03.2020 02:00,0.3,745.0,766.1,,79,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,6.0,,,2500 or more  or no clouds.,,,12.0,-3.0,No precipitation,12,,,,
29.02.2020 20:00,1.5,744.4,765.8,0.7,67,Wind blowing from the north-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.0,,,2500 or more  or no clouds.,,,12.0,-4.1,No precipitation,12,,,,
29.02.2020 17:00,4.1,743.7,764.9,,49,Wind blowing from the north-northwest,1,,4,50%., ,,,-3.8,6.0,,,2500 or more  or no clouds.,,,24.0,-5.8,No precipitation,6,,,,
29.02.2020 14:00,5.2,743.9,765.1,-1.5,44,Wind blowing from the south-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.0,,,2500 or more  or no clouds.,,,23.0,-6.3,No precipitation,12,,,,
