Local time in Yuanling,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 02:00,9.6,753.2,766.9,,82,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.0,,,2500 or more  or no clouds.,,,10.0,6.7,No precipitation,12,,,,
14.03.2020 20:00,16.0,752.5,766.3,0.6,46,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.0,,,600-1000,,,9.0,4.4,No precipitation,12,,,,
14.03.2020 17:00,21.6,751.9,765.6,,24,Wind blowing from the north-northeast,1,,,20–30%., ,,,,,,,600-1000,,,9.0,0.2,,,,,,
14.03.2020 14:00,20.6,754.0,767.6,-2.7,27,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,20.6,,,600-1000,,,8.0,1.0,No precipitation,12,,,,
14.03.2020 11:00,16.9,756.7,770.5,,40,Wind blowing from the east,1,,,20–30%., ,,,,,,,600-1000,,,7.0,3.2,,,,,,
14.03.2020 08:00,11.2,756.8,770.7,0.7,61,Wind blowing from the north-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,18.5,,,2500 or more  or no clouds.,,,8.0,4.0,No precipitation,12,,,,
14.03.2020 05:00,11.3,756.1,769.9,,60,Calm  no wind,0,,,, ,,,,,,,,,,9.0,3.8,,,,,,
14.03.2020 02:00,12.7,757.1,770.9,,44,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,18.5,,,2500 or more  or no clouds.,,,8.0,0.8,No precipitation,12,,,,
13.03.2020 20:00,15.2,755.8,769.6,,36,Wind blowing from the east-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.5,,,2500 or more  or no clouds.,,,8.0,0.2,No precipitation,12,,,,
13.03.2020 17:00,17.2,753.4,767.1,,59,Wind blowing from the east-northeast,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.3,,,2500 or more  or no clouds.,,,6.0,9.1,No precipitation,6,,,,
13.03.2020 14:00,17.7,753.3,767.0,,63,Wind blowing from the east,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.4,,,2500 or more  or no clouds.,,,6.0,10.6,No precipitation,12,,,,
13.03.2020 11:00,15.9,754.4,768.2,,72,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.4,,,2500 or more  or no clouds.,,,6.0,10.9,No precipitation,6,,,,
13.03.2020 08:00,13.9,752.1,765.8,,84,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.4,,,600-1000,,,5.0,11.2,No precipitation,12,,,,
13.03.2020 05:00,13.2,750.1,763.8,,85,Calm  no wind,0,,,, ,,,,,,,,,,7.0,10.7,,,,,,
13.03.2020 02:00,12.6,750.4,764.2,,86,Wind blowing from the north-east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,20.4,,,2500 or more  or no clouds.,,,8.0,10.3,No precipitation,12,,,,
12.03.2020 20:00,15.7,747.1,760.8,1.9,68,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,20.4,,,2500 or more  or no clouds.,,,8.0,9.8,No precipitation,12,,,,
12.03.2020 17:00,19.9,745.2,758.8,,46,Wind blowing from the east-southeast,0,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,8.0,,,,,,
12.03.2020 14:00,17.7,746.5,760.2,-2.3,55,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,17.7,,,2500 or more  or no clouds.,,,8.0,8.6,No precipitation,12,,,,
12.03.2020 11:00,14.5,748.8,762.5,,70,Wind blowing from the west-southwest,1,,3,100%., ,,,11.1,15.9,,,2500 or more  or no clouds.,,,8.0,9.1,No precipitation,6,,,,
12.03.2020 08:00,11.7,748.1,761.9,0.1,90,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,2500 or more  or no clouds.,,,8.0,10.1,No precipitation,12,,,,
12.03.2020 05:00,11.8,748.0,761.7,,87,Calm  no wind,0,,,, ,,,,,,,,,,9.0,9.7,,,,,,
12.03.2020 02:00,12.5,748.6,762.3,,81,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,2500 or more  or no clouds.,,,9.0,9.3,No precipitation,12,,,,
11.03.2020 20:00,13.8,748.0,761.8,0.6,71,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.9,,,2500 or more  or no clouds.,,,8.0,8.6,No precipitation,12,,,,
11.03.2020 17:00,15.7,747.4,761.1,,55,Wind blowing from the north,0,,,100%., ,,,,,,,600-1000,,,8.0,6.7,,,,,,
11.03.2020 14:00,13.8,749.3,763.1,-2.9,67,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,1000-1500,,,9.0,7.8,0.3,12,,,,
11.03.2020 11:00,11.1,752.2,766.2,,87,Calm  no wind,0,,,100%., ,,,,,,,600-1000,,,8.0,9.0,,,,,,
11.03.2020 08:00,9.9,752.4,766.3,,93,Wind blowing from the south-east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.1,,,600-1000,,,7.0,8.8,0.3,6,,,,
11.03.2020 05:00,10.0,750.9,764.6,,86,Calm  no wind,0,,,, ,,,,,,,,,,10.0,7.8,,,,,,
11.03.2020 02:00,10.2,751.6,765.4,,85,Wind blowing from the south-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,20.1,,,2500 or more  or no clouds.,,,10.0,7.8,No precipitation,12,,,,
10.03.2020 20:00,13.8,750.7,764.6,-0.1,61,Wind blowing from the north-east,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,20.1,,,2500 or more  or no clouds.,,,7.0,6.4,No precipitation,12,,,,
10.03.2020 17:00,19.7,750.8,764.5,,30,Wind blowing from the south-west,0,,,40%., ,,,,,,,2500 or more  or no clouds.,,,9.0,1.7,,,,,,
10.03.2020 14:00,18.6,752.8,766.6,-2.7,35,Wind blowing from the south-west,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,19.0,,,2500 or more  or no clouds.,,,10.0,2.9,No precipitation,12,,,,
10.03.2020 11:00,14.9,755.5,769.3,,57,Calm  no wind,0,,,90  or more  but not 100%, ,,,9.9,15.1,,,,,,10.0,6.5,No precipitation,6,,,,
10.03.2020 08:00,9.9,754.9,768.8,2.2,87,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,15.2,,,1000-1500,,,10.0,7.8,No precipitation,12,,,,
10.03.2020 05:00,10.2,752.7,766.6,,86,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,12.0,8.0,,,,,,
10.03.2020 02:00,11.2,753.4,767.2,,75,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,15.2,,,2500 or more  or no clouds.,,,12.0,6.9,No precipitation,12,,,,
09.03.2020 20:00,13.6,751.1,764.9,2.8,67,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,15.2,,,2500 or more  or no clouds.,,,7.0,7.6,No precipitation,12,,,,
09.03.2020 17:00,14.7,748.3,762.1,,62,Wind blowing from the east-northeast,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,15.2,,,2500 or more  or no clouds.,,,6.0,7.5,No precipitation,6,,,,
09.03.2020 14:00,14.6,747.8,761.5,0.0,70,Wind blowing from the north-northeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,15.2,,,2500 or more  or no clouds.,,,4.9,9.2,8.0,12,,,,
09.03.2020 11:00,15.1,747.8,761.5,,72,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,15.2,,,2500 or more  or no clouds.,,,5.0,10.1,3.0,6,,,,
09.03.2020 08:00,13.3,746.2,759.9,2.3,90,Wind blowing from the east-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,2500 or more  or no clouds.,,,7.0,11.7,17.0,12,,,,
09.03.2020 05:00,13.2,743.9,757.6,,96,Wind blowing from the north-northwest,1,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,12.7,14.1,,,,,,4.9,12.6,14.0,6,,,,
09.03.2020 02:00,13.1,743.2,756.8,,98,Wind blowing from the north-northeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.1,,,2500 or more  or no clouds.,,,5.0,12.8,9.0,12,,,,
08.03.2020 20:00,13.2,741.6,755.2,1.8,96,Wind blowing from the north,0,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.1,,,2500 or more  or no clouds.,,,9.0,12.6,0.8,12,,,,
08.03.2020 17:00,14.1,739.8,753.4,,88,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,12.1,,,,,,
08.03.2020 14:00,13.8,740.7,754.3,-2.4,89,Wind blowing from the north-east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.0,,,2500 or more  or no clouds.,,,7.0,12.0,1.0,12,,,,
08.03.2020 11:00,13.4,743.1,756.7,,91,Wind blowing from the north,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.0,,,2500 or more  or no clouds.,,,4.7,12.0,1.0,6,,,,
08.03.2020 08:00,12.8,743.2,756.8,,91,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.3,11.4,0.3,12,,,,
08.03.2020 05:00,12.7,742.9,756.5,,89,Wind blowing from the north-east,1,,2,,Mist. ,,,11.2,14.0,,,,,,4.3,10.9,No precipitation,6,,,,
08.03.2020 02:00,12.5,745.3,759.1,,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.0,,,2500 or more  or no clouds.,,,3.8,11.6,No precipitation,12,,,,
07.03.2020 20:00,13.0,746.2,759.9,0.9,96,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.0,,,300-600,,,3.2,12.4,0.6,12,,,,
07.03.2020 17:00,14.0,745.3,759.1,,89,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.0,,,300-600,,,3.7,12.2,0.5,6,,,,
07.03.2020 14:00,13.0,746.8,760.6,-2.1,93,Wind blowing from the north-northeast,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,13.1,,,300-600,,,3.9,11.9,0.6,12,,,,
07.03.2020 11:00,12.5,748.9,762.7,,96,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,13.1,,,300-600,,,3.6,11.9,0.1,6,,,,
07.03.2020 08:00,11.3,748.0,761.8,0.7,98,Wind blowing from the north,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.1,,,300-600,,,5.0,11.0,Trace of precipitation,12,,,,
07.03.2020 05:00,11.2,747.3,761.1,,97,Calm  no wind,0,,,,Mist. ,,,9.5,13.1,,,,,,7.0,10.7,No precipitation,6,,,,
07.03.2020 02:00,11.2,748.0,761.8,,98,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.1,,,2500 or more  or no clouds.,,,6.0,10.9,No precipitation,12,,,,
06.03.2020 20:00,12.4,747.3,761.1,1.1,88,Wind blowing from the west-southwest,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.1,,,2500 or more  or no clouds.,,,7.0,10.5,0.1,12,,,,
06.03.2020 17:00,12.9,746.2,760.0,,83,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.9,,,,,,8.0,10.1,No precipitation,6,,,,
06.03.2020 14:00,12.3,747.0,760.8,-1.9,83,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.0,,,600-1000,,,7.0,9.5,0.5,12,,,,
06.03.2020 11:00,10.9,748.9,762.7,,91,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,300-600,,,4.5,9.5,,,,,,
06.03.2020 08:00,9.8,748.5,762.4,0.5,99,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,300-600,,,3.4,9.7,0.7,12,,,,
06.03.2020 05:00,9.6,748.0,761.8,,99,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.6,14.0,,,,,,2.5,9.5,0.3,6,,,,
06.03.2020 02:00,10.0,749.5,763.4,,98,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,14.0,,,2500 or more  or no clouds.,,,3.5,9.7,0.9,12,,,,
05.03.2020 20:00,10.6,750.5,764.5,0.1,91,Wind blowing from the east,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.0,,,300-600,,,4.7,9.2,0.6,12,,,,
05.03.2020 17:00,12.3,750.4,764.4,,73,Wind blowing from the north-east,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.0,,,300-600,,,6.0,7.6,No precipitation,6,,,,
05.03.2020 14:00,13.5,751.9,765.9,-3.3,63,Wind blowing from the north-northwest,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.6,,,2500 or more  or no clouds.,,,6.0,6.6,No precipitation,12,,,,
05.03.2020 11:00,11.5,755.2,769.2,,69,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.1,,,1000-1500,,,5.0,6.0,No precipitation,6,,,,
05.03.2020 08:00,8.8,754.8,768.8,0.5,89,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,1000-1500,,,6.0,7.1,No precipitation,12,,,,
05.03.2020 05:00,8.6,754.3,768.2,,89,Wind blowing from the north-east,0,,,,Mist. ,,,7.0,13.1,,,,,,6.0,6.9,No precipitation,6,,,,
05.03.2020 02:00,8.6,755.3,769.3,,90,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.1,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
04.03.2020 20:00,10.2,755.4,769.5,0.7,75,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.1,,,200-300,,,6.0,6.0,No precipitation,12,,,,
04.03.2020 17:00,12.8,754.7,768.7,,54,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.1,,,2500 or more  or no clouds.,,,7.0,3.7,No precipitation,6,,,,
04.03.2020 14:00,11.4,755.7,769.8,,63,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.4,,,1000-1500,,,7.0,4.6,No precipitation,12,,,,
04.03.2020 11:00,9.5,757.3,771.5,,83,Wind blowing from the north-northwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.5,,,600-1000,,,7.0,6.8,No precipitation,6,,,,
04.03.2020 08:00,7.2,756.6,770.8,1.1,97,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.2,,,1000-1500,,,5.0,6.8,No precipitation,12,,,,
04.03.2020 05:00,7.0,755.5,769.6,,96,Wind blowing from the east,0,,2,,Mist. ,,,6.4,9.2,,,,,,6.0,6.4,No precipitation,6,,,,
04.03.2020 02:00,7.6,755.6,769.8,,93,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.2,,,2500 or more  or no clouds.,,,7.0,6.5,Trace of precipitation,12,,,,
03.03.2020 20:00,8.6,755.7,769.9,1.4,79,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.2,,,600-1000,,,7.0,5.2,1.0,12,,,,
03.03.2020 17:00,9.1,754.3,768.4,,73,Wind blowing from the east-southeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.1,,,600-1000,,,7.0,4.5,Trace of precipitation,6,,,,
03.03.2020 14:00,8.4,754.9,769.1,-1.2,76,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.8,,,600-1000,,,8.0,4.4,14.0,12,,,,
03.03.2020 11:00,7.2,756.1,770.2,,85,Wind blowing from the east-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,300-600,,,8.0,4.9,1.0,6,,,,
03.03.2020 08:00,6.8,755.4,769.6,1.7,95,Wind blowing from the north-northeast,0,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,300-600,,,4.8,6.1,26.0,12,,,,
03.03.2020 05:00,6.4,753.7,767.9,,96,Wind blowing from the north-east,1,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.4,10.4,,,,,,3.5,5.8,25.0,6,,,,
03.03.2020 02:00,6.7,754.0,768.1,,95,Wind blowing from the north,2,,8,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.7,,,2500 or more  or no clouds.,,,2.8,6.0,18.0,12,,,,
02.03.2020 20:00,7.4,754.4,768.5,1.3,87,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,300-600,,,5.0,5.4,5.0,12,,,,
02.03.2020 17:00,8.0,753.1,767.1,,87,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,300-600,,,7.0,6.0,3.0,6,,,,
02.03.2020 14:00,8.7,752.5,766.6,-1.2,90,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,300-600,,,6.0,7.2,2.0,12,,,,
02.03.2020 11:00,8.7,753.7,767.8,,86,Wind blowing from the north-east,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,300-600,,,5.0,6.5,1.0,6,,,,
02.03.2020 08:00,9.4,753.1,767.0,0.7,89,Wind blowing from the north-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,300-600,,,4.3,7.7,0.9,12,,,,
02.03.2020 05:00,10.3,752.4,766.2,,75,Wind blowing from the north-east,2,,10,,Rain (not freezing) not falling as shower(s). ,,,9.4,16.9,,,,,,5.0,6.1,No precipitation,6,,,,
02.03.2020 02:00,10.7,753.7,767.6,,72,Wind blowing from the north-east,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,16.9,,,2500 or more  or no clouds.,,,5.0,5.9,No precipitation,12,,,,
01.03.2020 20:00,12.2,752.6,766.6,1.0,67,Wind blowing from the north-east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,16.9,,,2500 or more  or no clouds.,,,8.0,6.3,No precipitation,12,,,,
01.03.2020 17:00,16.2,751.6,765.4,,55,Wind blowing from the north-east,2,,,20–30%., ,,,,,,,600-1000,,,9.0,7.2,,,,,,
01.03.2020 14:00,15.7,752.2,766.0,-1.5,56,Wind blowing from the east-northeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.8,,,600-1000,,,10.0,7.0,No precipitation,12,,,,
01.03.2020 11:00,12.7,753.7,767.7,,70,Wind blowing from the north-northeast,2,,6,60%., ,,,8.8,12.8,,,600-1000,,,9.0,7.4,No precipitation,6,,,,
01.03.2020 08:00,9.4,752.2,766.2,,91,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,2500 or more  or no clouds.,,,10.0,8.0,No precipitation,12,,,,
01.03.2020 02:00,10.2,750.4,764.3,,96,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.5,,,2500 or more  or no clouds.,,,11.0,9.6,5.0,12,,,,
29.02.2020 20:00,10.1,748.6,762.6,0.4,95,Wind blowing from the south-east,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.5,,,600-1000,,,12.0,9.3,8.0,12,,,,
29.02.2020 17:00,9.9,748.2,762.1,,95,Wind blowing from the north-west,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.5,,,600-1000,,,10.0,9.1,5.0,6,,,,
29.02.2020 14:00,10.2,748.7,762.7,-1.5,86,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.5,,,600-1000,,,14.0,8.0,4.0,12,,,,
29.02.2020 11:00,8.8,750.2,764.2,,96,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,8.8,,,300-600,,,7.0,8.2,4.0,6,,,,
29.02.2020 08:00,8.1,749.3,763.3,0.4,94,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,300-600,,,4.9,7.2,0.4,12,,,,
