Local time in Changde,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 02:00,16.0,751.0,764.5,,48,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.1,,,2500 or more  or no clouds.,,,19.0,5.0,No precipitation,12,,,,
15.03.2020 23:00,16.8,751.9,765.4,,43,Wind blowing from the east,1,,7,, ,,,,20.1,,,,,,24.0,4.2,No precipitation,6,,,,
15.03.2020 20:00,17.7,750.8,764.5,,36,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,20.1,,,2500 or more  or no clouds.,,,26.0,2.5,No precipitation,12,,,,
15.03.2020 17:00,18.2,749.8,763.5,,40,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,27.0,4.4,,,,,,
15.03.2020 14:00,19.1,751.3,764.9,-2.1,40,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,20.5,,,2500 or more  or no clouds.,,,21.0,5.2,No precipitation,12,,,,
15.03.2020 11:00,18.6,753.4,766.9,,38,Wind blowing from the east-southeast,1,,5,no clouds, ,,,8.0,20.5,,,,,,18.0,4.0,No precipitation,6,,,,
15.03.2020 08:00,10.8,753.1,766.8,0.9,61,Wind blowing from the east-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,20.5,,,,,,15.0,3.6,No precipitation,12,,,,
15.03.2020 05:00,9.2,752.2,765.8,,65,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,20.0,2.8,,,,,,
15.03.2020 02:00,12.2,753.3,766.9,,49,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.5,,,2500 or more  or no clouds.,,,18.0,1.8,No precipitation,12,,,,
14.03.2020 23:00,12.5,754.1,767.8,,50,Wind blowing from the east-southeast,3,,,, ,,,9.7,20.5,,,,,,30.0,2.4,No precipitation,6,,,,
14.03.2020 20:00,13.6,753.2,767.0,0.1,48,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.5,,,,,,30.0,2.8,No precipitation,12,,,,
14.03.2020 17:00,19.2,753.1,766.7,,32,Wind blowing from the south-east,1,,,no clouds, ,,,,,,,,,,8.0,2.1,,,,,,
14.03.2020 14:00,19.9,754.7,768.4,-2.4,30,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.3,,,600-1000,,,18.0,1.8,No precipitation,12,,,,
14.03.2020 11:00,17.3,757.1,770.8,,42,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,9.7,18.6,,,2500 or more  or no clouds.,,,12.0,4.3,No precipitation,6,,,,
14.03.2020 08:00,10.5,757.0,770.9,0.5,58,Wind blowing from the north,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,2500 or more  or no clouds.,,,13.0,2.6,No precipitation,12,,,,
14.03.2020 05:00,10.0,756.5,770.3,,58,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,16.0,2.1,,,,,,
14.03.2020 02:00,10.3,757.2,770.9,,60,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,18.6,,,2500 or more  or no clouds.,,,16.0,2.9,No precipitation,12,,,,
13.03.2020 23:00,11.4,757.9,771.7,,56,Wind blowing from the north-northwest,2,,15,, ,,,11.4,18.6,,,,,,13.0,2.9,No precipitation,6,,,,
13.03.2020 20:00,12.8,756.7,770.5,1.9,48,Wind blowing from the north,4,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,18.6,,,2500 or more  or no clouds.,,,16.0,2.1,No precipitation,12,,,,
13.03.2020 17:00,14.8,754.8,768.5,,48,Wind blowing from the north,7,,15,, ,,,11.5,18.9,,,,,,9.0,3.9,No precipitation,6,,,,
13.03.2020 14:00,18.2,753.9,767.5,-1.1,57,Wind blowing from the north-east,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,20.2,,,2500 or more  or no clouds.,,,10.0,9.6,No precipitation,12,,,,
13.03.2020 11:00,14.7,755.0,768.7,,84,Wind blowing from the south-southwest,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,,,,2500 or more  or no clouds.,,,5.0,12.0,No precipitation,6,,,,
13.03.2020 08:00,12.8,752.8,766.5,,94,Wind blowing from the east,3,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,2500 or more  or no clouds.,,,5.0,11.9,No precipitation,12,,,,
13.03.2020 05:00,12.8,751.3,764.8,,92,Wind blowing from the north-east,2,,7,,Mist. ,,,11.0,20.2,,,,,,5.0,11.5,No precipitation,6,,,,
13.03.2020 02:00,12.3,751.0,764.6,1.0,94,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.2,,,2500 or more  or no clouds.,,,4.3,11.4,No precipitation,12,,,,
12.03.2020 23:00,13.4,750.0,763.6,,87,Wind blowing from the east,4,,7,,Mist. ,,,11.0,20.2,,,,,,7.0,11.3,No precipitation,6,,,,
12.03.2020 20:00,13.9,748.1,761.8,,81,Wind blowing from the east,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.2,,,2500 or more  or no clouds.,,,11.0,10.7,No precipitation,12,,,,
12.03.2020 17:00,18.9,745.8,759.3,,58,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,12.0,10.5,,,,,,
12.03.2020 14:00,18.8,746.6,760.1,-2.1,51,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.2,,,2500 or more  or no clouds.,,,14.0,8.5,No precipitation,12,,,,
12.03.2020 11:00,15.6,748.7,762.3,,69,Wind blowing from the east-southeast,2,,4,100%., ,,,10.9,15.6,,,2500 or more  or no clouds.,,,7.0,9.9,No precipitation,6,,,,
12.03.2020 08:00,11.4,748.6,762.2,0.8,89,Wind blowing from the west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.7,,,2000-2500,,,5.0,9.7,No precipitation,12,,,,
12.03.2020 05:00,11.3,747.8,761.5,,88,Wind blowing from the east-southeast,2,,7,,Mist. ,,,8.7,14.7,,,,,,6.0,9.4,No precipitation,6,,,,
12.03.2020 02:00,11.7,748.9,762.5,,82,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.7,,,2500 or more  or no clouds.,,,7.0,8.7,No precipitation,12,,,,
11.03.2020 23:00,12.1,749.2,763.0,,80,Wind blowing from the east-southeast,3,,7,, ,,,8.7,14.7,,,,,,8.0,8.8,No precipitation,6,,,,
11.03.2020 20:00,12.8,748.9,762.6,0.5,74,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.7,,,2000-2500,,,10.0,8.3,Trace of precipitation,12,,,,
11.03.2020 17:00,13.3,748.4,762.1,,71,Wind blowing from the east,2,,,100%., ,,,,,,,2000-2500,,,18.0,8.2,,,,,,
11.03.2020 14:00,14.5,749.6,763.3,-2.6,59,Wind blowing from the west,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,19.6,,,2000-2500,,,15.0,6.6,Trace of precipitation,12,,,,
11.03.2020 11:00,11.2,752.2,766.0,,80,Wind blowing from the west-southwest,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,7.9,,,,,,
11.03.2020 08:00,10.4,752.2,766.0,1.8,76,Wind blowing from the west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,2500 or more  or no clouds.,,,13.0,6.4,No precipitation,12,,,,
11.03.2020 05:00,10.0,750.4,764.1,,75,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,17.0,5.8,,,,,,
11.03.2020 02:00,10.7,752.2,765.8,-0.5,67,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.6,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,12,,,,
10.03.2020 23:00,10.8,752.7,766.4,,65,Wind blowing from the east-southeast,2,,,, ,,,7.1,19.6,,,,,,30.0,4.5,No precipitation,6,,,,
10.03.2020 20:00,12.2,751.6,765.4,,59,Wind blowing from the east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.6,,,,,,30.0,4.4,No precipitation,12,,,,
10.03.2020 17:00,17.8,751.8,765.5,,38,Wind blowing from the south-east,2,,,, ,,,,,,,,,,20.0,3.3,,,,,,
10.03.2020 14:00,19.1,753.4,767.1,-2.1,45,Wind blowing from the east-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.1,,,600-1000,,,25.0,6.9,No precipitation,12,,,,
10.03.2020 11:00,13.9,755.5,769.3,,64,Wind blowing from the south-west,2,,5,, ,,,7.1,14.6,,,,,,18.0,7.2,No precipitation,6,,,,
10.03.2020 08:00,8.8,754.7,768.6,1.9,95,Wind blowing from the north-northwest,4,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.6,,,2500 or more  or no clouds.,,,9.0,8.0,Trace of precipitation,12,,,,
10.03.2020 05:00,7.9,752.8,766.6,,91,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,13.0,6.5,,,,,,
10.03.2020 02:00,9.0,753.4,767.2,,83,Wind blowing from the west-northwest,3,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.6,,,2500 or more  or no clouds.,,,29.0,6.3,No precipitation,12,,,,
09.03.2020 20:00,11.7,751.9,765.7,2.6,66,Wind blowing from the north-east,8,,18,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,14.6,,,2000-2500,,,30.0,5.6,0.1,12,,,,
09.03.2020 17:00,12.9,749.3,763.0,,70,Wind blowing from the east-northeast,4,,20,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,14.6,,,2500 or more  or no clouds.,,,12.0,7.6,No precipitation,6,,,,
09.03.2020 14:00,14.2,748.0,761.6,0.0,60,Wind blowing from the north-northeast,3,,20,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,14.6,,,2500 or more  or no clouds.,,,10.0,6.6,10.0,12,,,,
09.03.2020 11:00,14.3,748.0,761.7,,63,Wind blowing from the north-northeast,7,,20,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,14.3,,,1500-2000,,,6.0,7.4,3.0,6,,,,
09.03.2020 08:00,12.5,746.1,759.7,2.4,89,Wind blowing from the north-northeast,5,,20,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,13.8,,,300-600,,,3.5,10.7,11.0,12,,,,
09.03.2020 05:00,12.8,743.7,757.3,,90,Wind blowing from the north-northeast,6,,18,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.9,13.8,,,,,,3.6,11.2,7.0,6,,,,
09.03.2020 02:00,13.2,743.7,757.3,,97,Wind blowing from the north-northeast,7,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,13.2,,,2500 or more  or no clouds.,,,4.8,12.7,3.0,12,,,,
08.03.2020 23:00,12.5,743.5,757.1,,100,Wind blowing from the north,4,,11,,Mist. ,,,11.9,13.2,,,,,,1.6,12.5,3.0,6,,,,
08.03.2020 20:00,12.5,742.1,755.7,,100,Wind blowing from the north,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.9,13.2,,,300-600,,,0.7,12.5,7.0,12,,,,
08.03.2020 17:00,12.9,740.6,754.1,,100,Wind blowing from the north,2,,5,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,11.9,13.3,,,300-600,,,1.2,12.9,1.0,6,,,,
08.03.2020 14:00,13.2,741.4,754.9,-2.4,100,Wind blowing from the north,0,,4,100%.,Fog or ice fog. ,Rain.,Drizzle.,11.9,14.2,,,300-600,,,1.3,13.2,5.0,12,,,,
08.03.2020 11:00,12.7,743.8,757.4,,100,Wind blowing from the east,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,11.9,,,,1000-1500,,,0.2,12.7,4.0,6,,,,
08.03.2020 08:00,12.0,744.1,757.6,,98,Wind blowing from the east,2,,,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,0.1,11.7,No precipitation,12,,,,
08.03.2020 05:00,11.9,744.1,757.6,,96,Wind blowing from the east,1,,,,Fog or ice fog. ,,,10.3,14.7,,,,,,0.9,11.3,No precipitation,6,,,,
08.03.2020 02:00,12.2,745.8,759.4,-1.2,95,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.7,,,2500 or more  or no clouds.,,,2.3,11.4,0.2,12,,,,
07.03.2020 23:00,12.3,747.0,760.6,,95,Wind blowing from the north,3,,5,,Mist. ,,,10.3,14.7,,,,,,2.7,11.5,No precipitation,6,,,,
07.03.2020 20:00,12.6,746.5,760.2,,91,Wind blowing from the west-southwest,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.7,,,2000-2500,,,3.5,11.2,0.2,12,,,,
07.03.2020 17:00,13.3,746.2,759.8,,87,Wind blowing from the east,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.7,,,,,,5.0,11.2,0.2,6,,,,
07.03.2020 14:00,14.1,747.2,760.9,-2.0,83,Wind blowing from the north-west,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.7,,,2000-2500,,,6.0,11.3,No precipitation,12,,,,
07.03.2020 11:00,13.5,749.2,762.8,,89,Wind blowing from the north-northwest,0,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,13.7,,,2000-2500,,,4.8,11.7,No precipitation,6,,,,
07.03.2020 08:00,10.7,748.8,762.5,1.3,99,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,2000-2500,,,0.7,10.5,No precipitation,12,,,,
07.03.2020 05:00,10.8,747.5,761.2,,97,Wind blowing from the north-northeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,9.6,13.7,,,,,,0.5,10.3,No precipitation,6,,,,
07.03.2020 02:00,11.1,748.3,762.0,-0.3,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.7,,,2500 or more  or no clouds.,,,2.8,10.2,No precipitation,12,,,,
06.03.2020 23:00,11.4,748.6,762.4,,95,Wind blowing from the east,2,,,,Mist. ,,,9.5,13.7,,,,,,3.5,10.6,No precipitation,6,,,,
06.03.2020 20:00,11.6,747.4,761.1,1.2,93,Wind blowing from the east,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.7,,,2500 or more  or no clouds.,,,7.0,10.5,No precipitation,12,,,,
06.03.2020 17:00,13.2,746.2,759.9,,83,Wind blowing from the east,0,,,100%., ,,,,,,,1500-2000,,,11.0,10.4,,,,,,
06.03.2020 14:00,12.4,746.7,760.4,-2.1,84,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.8,,,2500 or more  or no clouds.,,,8.0,9.8,0.2,12,,,,
06.03.2020 11:00,10.9,748.8,762.6,,99,Wind blowing from the south-southwest,0,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,1000-1500,,,3.2,10.7,0.2,6,,,,
06.03.2020 08:00,9.9,748.4,762.2,,98,Wind blowing from the south-southeast,2,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,2500 or more  or no clouds.,,,0.1,9.6,1.0,12,,,,
06.03.2020 05:00,9.6,748.0,761.8,,97,Wind blowing from the east-southeast,0,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,8.3,14.8,,,,,,0.3,9.1,No precipitation,6,,,,
06.03.2020 02:00,9.6,749.8,763.5,-1.5,96,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.8,,,2500 or more  or no clouds.,,,1.7,9.0,0.8,12,,,,
05.03.2020 23:00,9.9,751.3,765.2,,92,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,14.8,,,,,,5.0,8.7,0.8,6,,,,
05.03.2020 20:00,10.9,751.1,765.0,0.1,83,Wind blowing from the south-southeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.8,,,2000-2500,,,6.0,8.1,Trace of precipitation,12,,,,
05.03.2020 17:00,13.1,751.0,764.8,,67,Wind blowing from the east-southeast,0,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.8,,,,,,9.0,7.1,No precipitation,6,,,,
05.03.2020 14:00,14.5,752.8,766.6,-2.8,60,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.7,,,2000-2500,,,9.0,6.8,No precipitation,12,,,,
05.03.2020 11:00,10.0,755.6,769.6,,86,Wind blowing from the north-west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.8,,,2000-2500,,,5.0,7.8,No precipitation,6,,,,
05.03.2020 08:00,8.3,755.4,769.3,,84,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,12.8,,,2000-2500,,,5.0,5.8,No precipitation,12,,,,
05.03.2020 05:00,8.8,754.6,768.5,,78,Wind blowing from the north-northwest,2,,4,,Haze. ,,,6.3,12.8,,,,,,5.0,5.2,No precipitation,6,,,,
05.03.2020 02:00,8.7,755.2,769.0,,77,Wind blowing from the north,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.8,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
04.03.2020 23:00,10.1,756.1,770.0,,73,Calm  no wind,0,,,,Haze. ,,,6.3,12.8,,,,,,6.0,5.5,No precipitation,6,,,,
04.03.2020 20:00,10.4,755.8,769.8,0.8,73,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.8,,,2000-2500,,,8.0,5.8,No precipitation,12,,,,
04.03.2020 17:00,12.1,755.0,769.0,,64,Calm  no wind,0,,,100%., ,,,,,,,2000-2500,,,9.0,5.5,,,,,,
04.03.2020 14:00,12.5,756.0,769.9,,62,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.8,,,2000-2500,,,10.0,5.4,No precipitation,12,,,,
04.03.2020 11:00,11.9,757.3,771.2,,67,Wind blowing from the east,2,,,100%., ,,,6.3,11.9,,,2000-2500,,,9.0,5.8,No precipitation,6,,,,
04.03.2020 08:00,6.8,756.7,770.8,1.2,95,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.5,,,1500-2000,,,4.2,6.1,No precipitation,12,,,,
04.03.2020 05:00,6.9,755.5,769.5,,91,Wind blowing from the north-northwest,3,,4,,Mist. ,,,5.6,8.5,,,,,,5.0,5.5,No precipitation,6,,,,
04.03.2020 02:00,7.2,755.6,769.6,-0.8,85,Wind blowing from the north-northwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.5,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
03.03.2020 23:00,7.3,756.4,770.5,,92,Wind blowing from the west-southwest,2,,3,,Mist. ,,,5.6,8.5,,,,,,3.5,6.1,No precipitation,6,,,,
03.03.2020 20:00,7.6,755.5,769.6,0.6,89,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.5,,,1000-1500,,,6.0,5.9,1.0,12,,,,
03.03.2020 17:00,8.2,754.9,769.0,,86,Wind blowing from the south-west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.5,,,1000-1500,,,5.0,6.0,0.1,6,,,,
03.03.2020 14:00,7.8,755.1,769.2,-1.3,95,Wind blowing from the west,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.8,,,1000-1500,,,4.7,7.1,9.0,12,,,,
03.03.2020 11:00,6.6,756.4,770.5,,100,Wind blowing from the north-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.6,7.1,,,300-600,,,1.7,6.6,4.0,6,,,,
03.03.2020 08:00,5.7,755.9,770.0,,99,Wind blowing from the north,2,,8,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,5.6,,,,300-600,,,0.3,5.6,16.0,12,,,,
03.03.2020 05:00,5.6,753.8,767.9,,98,Wind blowing from the west-northwest,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.6,,,,,,,0.4,5.3,11.0,6,,,,
03.03.2020 02:00,5.8,754.9,769.0,-1.2,97,Wind blowing from the north-west,3,,11,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,,,,2500 or more  or no clouds.,,,0.2,5.4,11.0,12,,,,
02.03.2020 23:00,5.9,756.1,770.2,,97,Wind blowing from the north-northwest,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.9,,,,,,,1.3,5.5,2.0,6,,,,
02.03.2020 20:00,6.0,755.5,769.6,1.6,95,Wind blowing from the north-northwest,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.4,,,300-600,,,4.5,5.3,20.0,12,,,,
02.03.2020 17:00,6.5,753.9,767.9,,93,Wind blowing from the north,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.7,,,300-600,,,4.2,5.5,10.0,6,,,,
02.03.2020 14:00,6.7,753.8,767.8,-0.6,96,Wind blowing from the north,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,12.9,,,300-600,,,3.1,6.1,18.0,12,,,,
02.03.2020 11:00,6.9,754.4,768.4,,96,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.9,,,300-600,,,0.9,6.3,10.0,6,,,,
02.03.2020 08:00,7.7,753.7,767.7,,90,Wind blowing from the north-northeast,3,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,1500-2000,,,4.8,6.2,0.1,12,,,,
02.03.2020 05:00,8.6,753.7,767.7,,77,Wind blowing from the north-east,4,,,, ,,,,,,,,,,9.0,4.8,,,,,,
