Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 20:00,25.7,760.3,761.0,1.3,82,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,27.5,,,600-1000,,,14.0,22.4,No precipitation,12,,,,
17.03.2020 17:00,26.6,759.0,759.7,,80,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%, ,,,24.4,28.2,,,600-1000,,,12.0,22.9,No precipitation,6,,,,
17.03.2020 14:00,27.3,760.3,761.0,-1.9,79,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,29.1,,,600-1000,,,13.0,23.3,No precipitation,12,,,,
17.03.2020 11:00,26.6,762.2,763.0,,71,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,24.4,29.1,,,600-1000,,,14.0,20.9,No precipitation,6,,,,
17.03.2020 08:00,25.2,761.5,762.2,1.7,78,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,,,,600-1000,,,12.0,21.1,No precipitation,12,,,,
17.03.2020 05:00,24.4,759.8,760.6,,80,Wind blowing from the east-northeast,1,,5,, ,,,23.6,29.1,,,,,,13.0,20.7,No precipitation,6,,,,
17.03.2020 02:00,25.2,760.5,761.2,,83,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,29.1,,,2500 or more  or no clouds.,,,11.0,22.1,No precipitation,12,,,,
16.03.2020 23:00,25.8,761.2,762.0,,70,Wind blowing from the east-southeast,1,,7,, ,,,23.6,29.1,,,,,,17.0,19.9,No precipitation,6,,,,
16.03.2020 20:00,26.1,760.5,761.2,,85,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,29.1,,,600-1000,,,16.0,23.4,No precipitation,12,,,,
16.03.2020 17:00,28.2,759.1,759.9,,72,Wind blowing from the north-west,2,,7,90  or more  but not 100%, ,,,23.6,29.1,,,600-1000,,,18.0,22.7,No precipitation,6,,,,
16.03.2020 14:00,27.4,760.2,760.9,-1.6,78,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,28.0,,,600-1000,,,21.0,23.2,No precipitation,12,,,,
16.03.2020 11:00,27.5,761.8,762.6,,74,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,23.6,28.0,,,600-1000,,,7.0,22.5,No precipitation,6,,,,
16.03.2020 08:00,23.8,761.2,762.0,,93,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,600-1000,,,6.0,22.6,17.0,12,,,,
16.03.2020 05:00,23.9,759.7,760.4,,94,Wind blowing from the north-northeast,1,,7,,Mist. ,,,21.9,28.0,,,,,,5.0,22.9,0.1,6,,,,
16.03.2020 02:00,23.8,760.0,760.7,,95,Wind blowing from the north-east,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.0,,,2500 or more  or no clouds.,,,6.0,23.0,17.0,12,,,,
15.03.2020 23:00,23.8,761.5,762.2,,95,Wind blowing from the north-east,1,,7,,Rain (not freezing) not falling as shower(s). ,,,21.8,28.0,,,,,,4.1,23.0,16.0,6,,,,
15.03.2020 20:00,24.8,760.3,761.1,0.9,88,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.0,,,300-600,,,13.0,22.7,Trace of precipitation,12,,,,
15.03.2020 17:00,25.9,759.4,760.1,,83,Wind blowing from the west,3,,7,90  or more  but not 100%, ,,,21.8,28.0,,,600-1000,,,14.0,22.8,No precipitation,6,,,,
15.03.2020 14:00,27.7,760.1,760.9,,72,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.0,,,600-1000,,,20.0,22.2,No precipitation,12,,,,
15.03.2020 11:00,26.7,762.7,763.4,,73,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%, ,,,21.8,27.2,,,600-1000,,,23.0,21.5,No precipitation,6,,,,
15.03.2020 08:00,22.6,761.9,762.7,1.2,87,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,25.8,,,600-1000,,,28.0,20.3,0.4,12,,,,
15.03.2020 05:00,21.9,760.7,761.5,,90,Wind blowing from the east,2,,7,, ,,,21.8,25.8,,,,,,17.0,20.2,0.4,6,,,,
15.03.2020 02:00,21.8,761.5,762.3,,92,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,25.8,,,2500 or more  or no clouds.,,,12.0,20.4,0.4,12,,,,
14.03.2020 23:00,23.2,762.3,763.0,,87,Wind blowing from the east-northeast,4,,9,, ,,,23.1,25.8,,,,,,12.0,20.9,No precipitation,6,,,,
14.03.2020 20:00,23.1,760.6,761.4,1.1,85,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,25.8,,,600-1000,,,11.0,20.4,No precipitation,12,,,,
14.03.2020 17:00,24.3,759.5,760.3,,82,Wind blowing from the north-northeast,3,,10,100%., ,,,23.1,26.8,,,300-600,,,13.0,21.0,No precipitation,6,,,,
14.03.2020 14:00,25.6,760.3,761.0,-1.7,76,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,,,,300-600,,,8.0,21.1,No precipitation,12,,,,
14.03.2020 11:00,25.0,762.0,762.7,,83,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%, ,,,23.1,,,,600-1000,,,5.0,21.9,No precipitation,6,,,,
14.03.2020 08:00,23.2,761.5,762.2,2.1,92,Wind blowing from the north-east,4,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,,,,600-1000,,,4.1,21.8,No precipitation,12,,,,
14.03.2020 05:00,24.7,759.4,760.2,,92,Wind blowing from the north-northeast,3,,8,,Mist. ,,,24.1,29.5,,,,,,4.2,23.3,No precipitation,6,,,,
14.03.2020 02:00,24.4,759.6,760.3,,87,Wind blowing from the north-east,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,29.5,,,2500 or more  or no clouds.,,,3.4,22.1,No precipitation,12,,,,
13.03.2020 23:00,24.9,760.1,760.9,,84,Wind blowing from the north-east,1,,9,, ,,,24.9,29.5,,,,,,8.0,22.0,No precipitation,6,,,,
13.03.2020 20:00,25.4,758.8,759.6,1.4,83,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,29.5,,,,,,13.0,22.3,No precipitation,12,,,,
13.03.2020 17:00,26.8,757.4,758.2,,82,Wind blowing from the north,4,,9,no clouds, ,,,25.0,29.5,,,,,,9.0,23.5,No precipitation,6,,,,
13.03.2020 14:00,27.3,758.3,759.1,,79,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,29.9,,,,,,10.0,23.3,No precipitation,12,,,,
13.03.2020 11:00,28.0,759.9,760.6,,74,Wind blowing from the north-northwest,2,,8,no clouds, ,,,25.0,30.1,,,,,,13.0,22.9,No precipitation,6,,,,
13.03.2020 08:00,25.3,759.1,759.9,1.6,75,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.2,30.1,,,,,,16.0,20.6,No precipitation,12,,,,
13.03.2020 05:00,25.4,757.5,758.2,,71,Wind blowing from the north-northeast,0,,12,, ,,,23.4,30.1,,,,,,30.0,19.8,No precipitation,6,,,,
13.03.2020 02:00,27.0,757.6,758.3,-0.5,65,Wind blowing from the south-southeast,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,30.1,,,2500 or more  or no clouds.,,,30.0,19.9,No precipitation,12,,,,
12.03.2020 23:00,27.7,758.1,758.8,,60,Wind blowing from the south-southeast,3,,12,, ,,,,30.1,,,,,,30.0,19.2,No precipitation,6,,,,
12.03.2020 20:00,29.0,757.0,757.8,,59,Wind blowing from the south,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,30.1,,,,,,30.0,20.2,No precipitation,12,,,,
12.03.2020 17:00,28.9,756.3,757.0,,72,Wind blowing from the south-southwest,7,,12,no clouds, ,,,23.4,30.1,,,,,,21.0,23.3,No precipitation,6,,,,
12.03.2020 14:00,29.8,757.7,758.5,,70,Wind blowing from the south-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.4,30.1,,,,,,22.0,23.7,No precipitation,12,,,,
12.03.2020 11:00,27.7,760.1,760.9,,71,Wind blowing from the north-west,2,,4,no clouds, ,,,23.4,28.6,,,,,,13.0,22.0,No precipitation,6,,,,
12.03.2020 08:00,24.1,759.3,760.0,1.5,85,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,28.6,,,,,,8.0,21.4,No precipitation,12,,,,
12.03.2020 05:00,23.8,757.8,758.5,,90,Wind blowing from the north-east,2,,11,, ,,,22.4,28.6,,,,,,8.0,22.1,No precipitation,6,,,,
12.03.2020 02:00,24.3,758.6,759.4,-0.9,89,Wind blowing from the east-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,28.6,,,2500 or more  or no clouds.,,,7.0,22.4,No precipitation,12,,,,
11.03.2020 23:00,24.9,759.5,760.3,,83,Wind blowing from the east-northeast,2,,11,, ,,,22.4,28.6,,,,,,12.0,21.8,No precipitation,6,,,,
11.03.2020 20:00,27.5,758.1,758.8,0.4,69,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,28.6,,,600-1000,,,27.0,21.3,No precipitation,12,,,,
11.03.2020 17:00,27.4,757.7,758.5,,78,Wind blowing from the west-southwest,4,,7,90  or more  but not 100%, ,,,22.4,28.6,,,600-1000,,,17.0,23.2,No precipitation,6,,,,
11.03.2020 14:00,27.4,759.4,760.1,-1.4,70,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,28.6,,,600-1000,,,17.0,21.4,No precipitation,12,,,,
11.03.2020 11:00,26.7,760.8,761.5,,73,Wind blowing from the north-west,2,,7,90  or more  but not 100%, ,,,22.4,29.2,,,600-1000,,,9.0,21.5,No precipitation,6,,,,
11.03.2020 08:00,22.8,760.3,761.0,,80,Wind blowing from the north-northeast,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,,,600-1000,,,9.0,19.2,No precipitation,12,,,,
11.03.2020 05:00,22.7,758.6,759.4,,78,Wind blowing from the north-east,3,,13,, ,,,22.7,,,,,,,17.0,18.7,No precipitation,6,,,,
11.03.2020 02:00,23.1,759.1,759.9,-0.6,76,Wind blowing from the north-east,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,29.2,,,2500 or more  or no clouds.,,,12.0,18.6,No precipitation,12,,,,
10.03.2020 23:00,23.1,759.7,760.5,,75,Wind blowing from the north-east,4,,14,, ,,,23.1,29.2,,,,,,15.0,18.4,No precipitation,6,,,,
10.03.2020 20:00,23.7,758.2,759.0,,71,Wind blowing from the north-east,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,29.2,,,600-1000,,,16.0,18.1,No precipitation,12,,,,
10.03.2020 17:00,24.9,757.4,758.2,,71,Wind blowing from the north-northeast,5,,14,90  or more  but not 100%, ,,,24.2,30.4,,,600-1000,,,19.0,19.3,No precipitation,6,,,,
10.03.2020 14:00,25.4,757.4,758.2,,77,Wind blowing from the north-northeast,7,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.2,,,,600-1000,,,16.0,21.1,No precipitation,12,,,,
10.03.2020 11:00,27.7,758.2,759.0,,71,Wind blowing from the north-east,9,,13,no clouds, ,,,24.2,31.0,,,,,,13.0,22.0,No precipitation,6,,,,
10.03.2020 08:00,24.6,757.0,757.8,1.9,86,Wind blowing from the north-northeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.2,31.0,,,,,,14.0,22.1,No precipitation,12,,,,
10.03.2020 05:00,24.6,755.1,755.8,,81,Wind blowing from the north-east,5,,8,, ,,,24.3,31.0,,,,,,18.0,21.1,No precipitation,6,,,,
10.03.2020 02:00,25.4,754.9,755.7,,90,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.4,31.0,,,2500 or more  or no clouds.,,,13.0,23.6,No precipitation,12,,,,
09.03.2020 20:00,28.1,753.0,753.7,1.3,77,Wind blowing from the south,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.2,31.0,,,,,,21.0,23.7,No precipitation,12,,,,
09.03.2020 17:00,30.3,751.7,752.5,,63,Wind blowing from the south,4,,12,no clouds, ,,,27.2,31.0,,,,,,20.0,22.5,No precipitation,6,,,,
09.03.2020 14:00,30.8,752.8,753.5,-1.8,71,Wind blowing from the south,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.2,31.0,,,,,,25.0,24.9,No precipitation,12,,,,
09.03.2020 11:00,30.5,754.6,755.3,,65,Wind blowing from the south,5,,12,no clouds, ,,,27.2,31.3,,,,,,24.0,23.2,No precipitation,6,,,,
09.03.2020 08:00,28.8,753.4,754.2,1.5,56,Wind blowing from the south-southeast,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,31.3,,,600-1000,,,28.0,19.2,No precipitation,12,,,,
09.03.2020 05:00,29.7,751.9,752.7,,53,Wind blowing from the south,5,,10,, ,,,23.1,31.3,,,,,,30.0,19.1,No precipitation,6,,,,
09.03.2020 02:00,27.5,752.8,753.5,,68,Wind blowing from the south,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,31.3,,,2500 or more  or no clouds.,,,27.0,21.1,No precipitation,12,,,,
08.03.2020 23:00,27.7,753.3,754.0,,68,Wind blowing from the south,4,,12,, ,,,,31.3,,,,,,30.0,21.3,No precipitation,6,,,,
08.03.2020 20:00,29.7,752.2,752.9,0.0,57,Wind blowing from the south,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,31.3,,,,,,30.0,20.3,No precipitation,12,,,,
08.03.2020 17:00,29.9,752.2,753.0,,64,Wind blowing from the south,6,,12,no clouds, ,,,23.1,31.3,,,,,,29.0,22.4,No precipitation,6,,,,
08.03.2020 14:00,30.7,753.8,754.6,-2.6,62,Wind blowing from the south,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.1,31.3,,,,,,27.0,22.6,No precipitation,12,,,,
08.03.2020 11:00,30.0,756.4,757.2,,60,Wind blowing from the south,7,,11,90  or more  but not 100%, ,,,23.1,30.0,,,600-1000,,,27.0,21.4,No precipitation,6,,,,
08.03.2020 08:00,24.9,755.8,756.5,,70,Wind blowing from the south-southeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,28.3,,,600-1000,,,30.0,19.1,No precipitation,12,,,,
08.03.2020 05:00,25.0,754.7,755.5,,71,Wind blowing from the south-southeast,3,,11,, ,,,21.6,28.3,,,,,,30.0,19.4,No precipitation,6,,,,
08.03.2020 02:00,24.9,756.0,756.7,-1.3,78,Wind blowing from the south,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.3,,,2500 or more  or no clouds.,,,30.0,20.8,No precipitation,12,,,,
07.03.2020 23:00,24.2,757.3,758.1,,84,Calm  no wind,0,,,, ,,,21.6,28.3,,,,,,27.0,21.3,No precipitation,6,,,,
07.03.2020 20:00,26.0,756.0,756.7,0.5,82,Wind blowing from the south,7,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.3,,,600-1000,,,30.0,22.7,No precipitation,12,,,,
07.03.2020 17:00,27.3,755.5,756.2,,75,Wind blowing from the south,7,,12,60%., ,,,21.6,28.3,,,2500 or more  or no clouds.,,,30.0,22.5,No precipitation,6,,,,
07.03.2020 14:00,28.1,757.0,757.8,-2.9,71,Wind blowing from the south-southwest,7,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.3,,,600-1000,,,25.0,22.3,No precipitation,12,,,,
07.03.2020 11:00,26.6,759.9,760.6,,72,Wind blowing from the west-northwest,3,,9,60%., ,,,21.6,27.9,,,600-1000,,,25.0,21.1,No precipitation,6,,,,
07.03.2020 08:00,22.6,759.6,760.3,1.3,89,Wind blowing from the east-northeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,27.9,,,600-1000,,,22.0,20.7,No precipitation,12,,,,
07.03.2020 05:00,21.9,758.3,759.1,,90,Wind blowing from the east-southeast,1,,12,, ,,,21.0,27.9,,,,,,24.0,20.2,No precipitation,6,,,,
07.03.2020 02:00,23.5,758.3,759.1,,81,Wind blowing from the north-east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.9,,,2500 or more  or no clouds.,,,28.0,20.1,No precipitation,12,,,,
06.03.2020 23:00,25.3,759.4,760.2,,79,Wind blowing from the south,6,,12,, ,,,,27.9,,,,,,30.0,21.4,No precipitation,6,,,,
06.03.2020 20:00,24.9,758.8,759.6,0.1,77,Wind blowing from the south,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.9,,,600-1000,,,30.0,20.6,No precipitation,12,,,,
06.03.2020 17:00,25.3,758.7,759.4,,82,Wind blowing from the south-southwest,6,,12,90  or more  but not 100%, ,,,21.0,27.9,,,600-1000,,,30.0,22.0,No precipitation,6,,,,
06.03.2020 14:00,26.3,759.4,760.1,-2.4,78,Wind blowing from the south-southwest,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.9,,,600-1000,,,28.0,22.2,No precipitation,12,,,,
06.03.2020 11:00,24.9,761.8,762.6,,80,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,21.0,25.0,,,600-1000,,,30.0,21.2,No precipitation,6,,,,
06.03.2020 08:00,21.8,760.8,761.5,,92,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,600-1000,,,22.0,20.4,No precipitation,12,,,,
06.03.2020 05:00,21.0,759.7,760.5,,95,Wind blowing from the north-east,2,,6,, ,,,19.3,24.5,,,,,,11.0,20.2,No precipitation,6,,,,
06.03.2020 02:00,21.7,760.8,761.5,-0.7,93,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.5,,,2500 or more  or no clouds.,,,17.0,20.5,No precipitation,12,,,,
05.03.2020 23:00,21.6,761.5,762.2,,92,Wind blowing from the east-northeast,2,,9,,Rain (not freezing) not falling as shower(s). ,,,19.3,24.5,,,,,,18.0,20.2,No precipitation,6,,,,
05.03.2020 20:00,22.4,760.6,761.4,1.1,88,Wind blowing from the north-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.5,,,600-1000,,,22.0,20.3,No precipitation,12,,,,
05.03.2020 17:00,23.5,759.5,760.3,,82,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%, ,,,19.3,24.5,,,600-1000,,,30.0,20.2,No precipitation,6,,,,
05.03.2020 14:00,23.6,760.6,761.4,-2.4,79,Wind blowing from the east-northeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.6,,,600-1000,,,30.0,19.7,5.0,12,,,,
05.03.2020 11:00,23.5,763.0,763.7,,79,Wind blowing from the north-northeast,3,,12,90  or more  but not 100%, ,,,19.3,26.0,,,600-1000,,,30.0,19.6,No precipitation,6,,,,
05.03.2020 08:00,20.2,761.6,762.4,0.8,90,Wind blowing from the east-northeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,600-1000,,,30.0,18.5,5.0,12,,,,
05.03.2020 05:00,19.3,760.8,761.5,,94,Wind blowing from the east-northeast,6,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.3,,,,,,,5.0,18.3,5.0,6,,,,
05.03.2020 02:00,20.2,761.2,762.0,,89,Wind blowing from the north-east,4,,14,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.0,,,2500 or more  or no clouds.,,,30.0,18.3,7.0,12,,,,
04.03.2020 23:00,19.7,761.7,762.4,,90,Wind blowing from the north-east,6,,14,,Rain (not freezing) not falling as shower(s). ,,,19.6,26.0,,,,,,30.0,18.0,1.0,6,,,,
04.03.2020 20:00,20.3,761.2,762.0,1.2,91,Wind blowing from the north-east,6,,14,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.2,,,300-600,,,30.0,18.8,7.0,12,,,,
04.03.2020 17:00,20.7,760.0,760.7,,94,Wind blowing from the north-east,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,26.5,,,300-600,,,11.0,19.7,6.0,6,,,,
04.03.2020 14:00,24.6,760.5,761.2,-1.2,83,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,27.7,,,600-1000,,,29.0,21.5,No precipitation,12,,,,
04.03.2020 11:00,25.9,761.7,762.4,,68,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,22.7,28.1,,,600-1000,,,30.0,19.5,No precipitation,6,,,,
04.03.2020 08:00,22.8,760.3,761.1,1.6,84,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,28.1,,,2500 or more  or no clouds.,,,27.0,20.0,No precipitation,12,,,,
04.03.2020 05:00,23.2,758.7,759.4,,87,Wind blowing from the east-northeast,3,,6,, ,,,21.9,28.1,,,,,,26.0,20.9,No precipitation,6,,,,
04.03.2020 02:00,23.7,759.8,760.6,-0.2,86,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.1,,,2500 or more  or no clouds.,,,30.0,21.2,No precipitation,12,,,,
03.03.2020 23:00,24.1,760.0,760.8,,84,Wind blowing from the east-northeast,4,,6,, ,,,21.9,28.1,,,,,,30.0,21.2,No precipitation,6,,,,
