Local time in Sunwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,-2.0,741.0,763.6,,33,Wind blowing from the south-west,2,,8,no clouds, ,,,-11.8,-1.1,,,,,,19.0,-16.1,No precipitation,6,,,,
15.03.2020 14:00,-2.3,742.1,764.8,-0.8,33,Wind blowing from the west-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.8,,,,,,30.0,-16.4,0.1,12,,,,
15.03.2020 11:00,-6.1,742.9,765.7,,39,Wind blowing from the north,3,,11,no clouds, ,,,-11.8,1.4,,,,,,30.0,-17.8,No precipitation,6,,,,
15.03.2020 08:00,-10.4,742.6,765.5,2.4,41,Wind blowing from the north-northeast,3,,11,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,2500 or more  or no clouds.,,,30.0,-21.1,0.1,12,,,,
15.03.2020 05:00,-11.2,740.2,762.9,,45,Wind blowing from the north,4,,12,, ,,,-15.1,1.4,,,,,,30.0,-21.0,0.1,6,,,,
15.03.2020 02:00,-10.2,738.0,760.4,,73,Wind blowing from the north,5,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.4,,,2500 or more  or no clouds.,,,26.0,-14.1,0.1,12,,,,
14.03.2020 20:00,-7.9,735.5,758.2,3.1,64,Wind blowing from the north,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.4,,,2500 or more  or no clouds.,,,30.0,-13.5,0.1,12,,,,
14.03.2020 17:00,-3.6,732.4,754.9,,64,Wind blowing from the north-northeast,5,,12,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.4,,,,,,30.0,-9.6,0.1,6,,,,
14.03.2020 14:00,-0.8,730.6,752.8,0.2,56,Wind blowing from the west,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.4,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
14.03.2020 11:00,0.9,730.4,752.5,,34,Wind blowing from the west-southwest,5,,8,70 – 80%., ,,,-15.1,1.3,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
14.03.2020 08:00,-10.3,731.7,754.3,-1.0,72,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.7,,,,,,6.0,-14.4,No precipitation,12,,,,
14.03.2020 05:00,-14.9,732.7,755.5,,79,Wind blowing from the west-southwest,1,,9,, ,,,-17.0,-4.7,,,,,,30.0,-17.7,No precipitation,6,,,,
14.03.2020 02:00,-11.8,733.5,756.1,,81,Wind blowing from the south-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
13.03.2020 20:00,-7.8,736.0,758.8,0.0,73,Wind blowing from the south-west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
13.03.2020 17:00,-6.3,736.0,758.9,,60,Wind blowing from the west-southwest,5,,11,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.7,,,,,,13.0,-12.8,No precipitation,6,,,,
13.03.2020 14:00,-5.7,736.6,759.3,,27,Wind blowing from the west-southwest,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
13.03.2020 11:00,-7.5,738.4,761.2,,22,Wind blowing from the west-southwest,6,,10,20–30%., ,,,-17.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-25.6,No precipitation,6,,,,
13.03.2020 08:00,-13.1,739.7,762.7,,35,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,,,,27.0,-25.4,0.3,12,,,,
13.03.2020 05:00,-16.2,739.3,762.4,,39,Wind blowing from the south-southwest,2,,,, ,,,-16.2,-3.1,,,,,,29.0,-27.0,0.1,6,,,,
13.03.2020 02:00,-12.9,739.0,761.8,,38,Wind blowing from the north-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.1,,,2500 or more  or no clouds.,,,30.0,-24.3,0.4,12,,,,
12.03.2020 20:00,-10.9,735.4,758.0,,78,Wind blowing from the west-northwest,3,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-3.0,,,2500 or more  or no clouds.,,,7.0,-14.0,0.1,12,,,,
12.03.2020 17:00,-9.0,732.9,755.2,,67,Wind blowing from the west-northwest,4,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-0.5,,,2500 or more  or no clouds.,,,14.0,-14.0,No precipitation,6,,,,
12.03.2020 14:00,-6.1,730.1,752.3,1.3,68,Wind blowing from the north-west,5,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,,,,2500 or more  or no clouds.,,,20.0,-11.2,0.1,12,,,,
12.03.2020 11:00,-3.8,728.8,750.9,,53,Wind blowing from the west,6,,10,90  or more  but not 100%, ,,,-6.4,,,,,,,30.0,-12.2,No precipitation,6,,,,
12.03.2020 08:00,-5.7,728.5,750.5,0.1,68,Wind blowing from the west-southwest,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,27.0,-10.7,0.1,12,,,,
12.03.2020 05:00,-4.2,728.4,750.3,,79,Wind blowing from the west-southwest,4,,8,, ,,,,2.2,,,,,,19.0,-7.3,0.1,6,,,,
12.03.2020 02:00,-4.7,730.1,751.9,,87,Wind blowing from the south-southwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,2.2,,,2500 or more  or no clouds.,,,4.4,-6.5,No precipitation,12,,,,
11.03.2020 20:00,-2.9,733.6,756.1,-0.3,54,Wind blowing from the south-west,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,2.2,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
11.03.2020 17:00,-0.4,733.9,756.4,,41,Wind blowing from the west-southwest,4,,8,no clouds, ,,,-16.5,2.2,,,,,,19.0,-12.3,No precipitation,6,,,,
11.03.2020 14:00,2.0,734.2,756.6,-1.5,32,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,2.2,,,,,,30.0,-13.0,No precipitation,12,,,,
11.03.2020 11:00,-0.4,735.7,758.2,,37,Wind blowing from the west,2,,4,no clouds, ,,,-16.5,0.1,,,,,,30.0,-13.6,No precipitation,6,,,,
11.03.2020 08:00,-11.0,736.9,759.6,0.1,63,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.0,,,,,,16.0,-16.7,No precipitation,12,,,,
11.03.2020 05:00,-15.7,736.8,759.5,,78,Calm  no wind,0,,,, ,,,-15.7,-1.0,,,,,,24.0,-18.7,No precipitation,6,,,,
11.03.2020 02:00,-13.7,737.2,759.8,,76,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.0,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
10.03.2020 20:00,-6.0,737.9,760.6,,59,Wind blowing from the east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.0,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,12,,,,
10.03.2020 17:00,-2.0,737.5,760.1,,30,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%, ,,,-15.2,-1.0,,,,,,9.0,-17.3,No precipitation,6,,,,
10.03.2020 14:00,-1.2,738.2,760.8,-1.4,34,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.1,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
10.03.2020 11:00,-3.1,739.6,762.1,,41,Wind blowing from the north,1,,4,, ,,,-15.2,-0.1,,,,,,30.0,-14.5,No precipitation,6,,,,
10.03.2020 08:00,-10.8,740.9,763.7,-0.1,66,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.1,,,2500 or more  or no clouds.,,,3.0,-15.9,No precipitation,12,,,,
10.03.2020 05:00,-14.3,741.0,763.8,,71,Wind blowing from the east,1,,,, ,,,-15.2,-0.1,,,,,,30.0,-18.4,No precipitation,6,,,,
10.03.2020 02:00,-13.6,742.2,764.9,,69,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.1,,,2500 or more  or no clouds.,,,26.0,-18.2,No precipitation,12,,,,
09.03.2020 20:00,-6.6,743.8,766.6,0.3,39,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.1,,,,,,30.0,-18.3,No precipitation,12,,,,
09.03.2020 17:00,-2.1,743.5,766.3,,27,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-14.7,-0.1,,,,,,9.0,-18.6,No precipitation,6,,,,
09.03.2020 14:00,-0.8,743.5,766.2,-2.0,21,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.7,,,,,,30.0,-20.4,No precipitation,12,,,,
09.03.2020 11:00,-3.5,745.5,768.2,,24,Wind blowing from the north,2,,5,no clouds, ,,,-14.7,1.7,,,,,,30.0,-21.2,No precipitation,6,,,,
09.03.2020 08:00,-8.6,745.4,768.2,1.2,49,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.7,,,,,,11.0,-17.6,No precipitation,12,,,,
09.03.2020 05:00,-13.9,744.2,767.0,,71,Wind blowing from the south-west,1,,3,, ,,,-13.9,1.7,,,,,,30.0,-18.0,No precipitation,6,,,,
09.03.2020 02:00,-11.7,742.9,765.4,,72,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.7,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
08.03.2020 20:00,-5.5,740.4,762.9,1.7,78,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.7,,,2500 or more  or no clouds.,,,8.0,-8.7,No precipitation,12,,,,
08.03.2020 17:00,-1.2,738.7,760.9,,59,Wind blowing from the east,2,,6,60%., ,,,-6.4,1.7,,,2500 or more  or no clouds.,,,16.0,-8.2,No precipitation,6,,,,
08.03.2020 14:00,1.2,737.6,759.8,-0.3,47,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.6,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
08.03.2020 11:00,-0.3,737.9,760.0,,60,Wind blowing from the west-southwest,3,,9,100%., ,,,-6.4,1.6,,,2500 or more  or no clouds.,,,16.0,-7.3,No precipitation,6,,,,
08.03.2020 08:00,-4.7,738.1,760.3,,77,Wind blowing from the south-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.6,,,2500 or more  or no clouds.,,,8.0,-8.1,No precipitation,12,,,,
08.03.2020 05:00,-5.9,737.5,759.7,,80,Wind blowing from the south,2,,,, ,,,-12.8,1.6,,,,,,11.0,-8.9,No precipitation,6,,,,
08.03.2020 02:00,-5.8,737.8,759.9,,77,Wind blowing from the south-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.6,,,2500 or more  or no clouds.,,,17.0,-9.3,No precipitation,12,,,,
07.03.2020 20:00,-2.5,737.4,759.9,1.1,78,Wind blowing from the south-west,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.6,,,2500 or more  or no clouds.,,,17.0,-5.8,No precipitation,12,,,,
07.03.2020 17:00,0.7,736.3,758.8,,64,Wind blowing from the south-west,4,,6,90  or more  but not 100%, ,,,-12.8,1.6,,,,,,21.0,-5.5,No precipitation,6,,,,
07.03.2020 14:00,1.4,736.4,758.8,-1.7,50,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.5,,,2500 or more  or no clouds.,,,23.0,-8.1,No precipitation,12,,,,
07.03.2020 11:00,-3.9,738.1,760.8,,61,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,-12.8,-1.1,,,,,,18.0,-10.3,No precipitation,6,,,,
07.03.2020 08:00,-10.5,739.0,761.8,-0.5,80,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.1,,,2500 or more  or no clouds.,,,4.6,-13.3,No precipitation,12,,,,
07.03.2020 05:00,-12.7,739.5,762.2,,84,Wind blowing from the east,1,,6,, ,,,-18.1,-1.1,,,,,,27.0,-14.8,No precipitation,6,,,,
07.03.2020 02:00,-12.3,740.1,762.7,,82,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.1,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
06.03.2020 20:00,-8.5,741.7,764.8,0.3,73,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.1,,,2500 or more  or no clouds.,,,6.0,-12.6,No precipitation,12,,,,
06.03.2020 17:00,-3.3,741.4,764.4,,58,Wind blowing from the east,4,,6,70 – 80%., ,,,-18.1,-1.1,,,2500 or more  or no clouds.,,,8.0,-10.4,No precipitation,6,,,,
06.03.2020 14:00,-1.5,741.9,764.7,-1.3,50,Wind blowing from the east-northeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.5,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
06.03.2020 11:00,-5.1,743.2,766.1,,57,Wind blowing from the north-east,2,,,20–30%., ,,,-18.1,-1.8,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,6,,,,
06.03.2020 08:00,-14.2,744.0,767.1,,75,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.8,,,,,,3.6,-17.7,No precipitation,12,,,,
06.03.2020 05:00,-17.4,743.5,766.5,,79,Wind blowing from the east,0,,3,, ,,,-17.4,-1.8,,,,,,17.0,-20.2,No precipitation,6,,,,
06.03.2020 02:00,-15.1,743.2,766.1,,79,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.8,,,2500 or more  or no clouds.,,,19.0,-17.9,No precipitation,12,,,,
05.03.2020 20:00,-7.9,742.9,765.9,1.0,68,Wind blowing from the south-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.8,,,2500 or more  or no clouds.,,,25.0,-12.8,No precipitation,12,,,,
05.03.2020 17:00,-3.9,741.9,764.8,,56,Wind blowing from the south-west,2,,8,20–30%., ,,,-16.6,-1.8,,,2500 or more  or no clouds.,,,17.0,-11.4,No precipitation,6,,,,
05.03.2020 14:00,-2.5,741.7,764.4,-1.1,45,Wind blowing from the south-west,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.6,,,600-1000,,,30.0,-12.8,No precipitation,12,,,,
05.03.2020 11:00,-4.2,742.8,765.4,,53,Wind blowing from the south-west,3,,6,20–30%., ,,,-16.6,-1.2,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,6,,,,
05.03.2020 08:00,-10.8,743.8,766.8,0.3,75,Wind blowing from the south-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.2,,,,,,3.0,-14.4,No precipitation,12,,,,
05.03.2020 05:00,-15.6,743.5,766.5,,80,Wind blowing from the east-northeast,1,,,, ,,,-17.6,-1.2,,,,,,27.0,-18.3,No precipitation,6,,,,
05.03.2020 02:00,-13.0,744.1,766.9,,79,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-1.2,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
04.03.2020 20:00,-8.7,744.7,767.9,0.2,74,Wind blowing from the south-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-1.2,,,2500 or more  or no clouds.,,,23.0,-12.5,No precipitation,12,,,,
04.03.2020 17:00,-3.5,744.5,767.5,,47,Wind blowing from the north-east,2,,4,, ,,,-17.6,-1.2,,,,,,21.0,-13.2,No precipitation,6,,,,
04.03.2020 14:00,-1.8,745.0,767.9,-1.9,37,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-1.2,,,,,,30.0,-14.6,No precipitation,12,,,,
04.03.2020 11:00,-4.4,746.9,769.8,,48,Wind blowing from the north-northeast,1,,,, ,,,-17.6,-1.5,,,,,,30.0,-13.8,No precipitation,6,,,,
04.03.2020 08:00,-13.9,748.0,771.3,0.1,78,Wind blowing from the west,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-1.5,,,2500 or more  or no clouds.,,,5.0,-16.9,No precipitation,12,,,,
04.03.2020 05:00,-16.3,747.9,771.1,,81,Wind blowing from the west-southwest,1,,4,, ,,,-16.3,-1.5,,,,,,30.0,-18.9,No precipitation,6,,,,
04.03.2020 02:00,-13.8,748.0,770.9,,80,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.5,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
03.03.2020 20:00,-9.5,748.9,772.0,0.6,71,Wind blowing from the south-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.5,,,2500 or more  or no clouds.,,,10.0,-13.8,No precipitation,12,,,,
03.03.2020 17:00,-3.9,748.3,771.4,,56,Wind blowing from the east-northeast,3,,5,no clouds, ,,,-14.9,-1.5,,,,,,9.0,-11.4,No precipitation,6,,,,
03.03.2020 14:00,-1.9,748.8,771.7,-1.0,45,Wind blowing from the east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.5,,,600-1000,,,30.0,-12.3,No precipitation,12,,,,
03.03.2020 11:00,-3.2,749.8,772.9,,47,Wind blowing from the east-northeast,2,,3,20–30%., ,,,-14.9,-1.8,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
03.03.2020 08:00,-11.3,750.2,773.4,0.4,76,Wind blowing from the south,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.8,,,2500 or more  or no clouds.,,,3.2,-14.7,No precipitation,12,,,,
03.03.2020 05:00,-14.9,749.8,772.9,,80,Wind blowing from the south-southwest,1,,3,, ,,,-17.7,-1.8,,,,,,30.0,-17.6,No precipitation,6,,,,
03.03.2020 02:00,-12.2,749.6,772.6,,81,Wind blowing from the east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.8,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
02.03.2020 20:00,-8.6,748.9,772.2,1.2,69,Wind blowing from the south-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.8,,,2500 or more  or no clouds.,,,21.0,-13.4,No precipitation,12,,,,
02.03.2020 17:00,-4.5,747.7,770.9,,52,Wind blowing from the east,2,,,70 – 80%., ,,,-17.7,-1.8,,,2500 or more  or no clouds.,,,10.0,-12.9,No precipitation,6,,,,
02.03.2020 14:00,-2.1,747.1,770.2,-0.6,42,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-2.0,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
02.03.2020 11:00,-4.2,747.7,770.7,,53,Wind blowing from the east-northeast,1,,3,20–30%., ,,,-17.7,-2.0,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,6,,,,
02.03.2020 08:00,-12.8,747.9,771.1,,77,Wind blowing from the west-southwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-2.0,,,2500 or more  or no clouds.,,,4.1,-16.1,No precipitation,12,,,,
02.03.2020 05:00,-16.2,747.4,770.5,,79,Wind blowing from the west-southwest,1,,2,, ,,,-19.2,-2.0,,,,,,30.0,-19.0,No precipitation,6,,,,
02.03.2020 02:00,-15.5,746.8,769.9,,80,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.0,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
01.03.2020 20:00,-9.6,746.0,769.3,1.0,67,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.0,,,2500 or more  or no clouds.,,,6.0,-14.6,No precipitation,12,,,,
01.03.2020 17:00,-3.8,745.0,768.2,,47,Wind blowing from the east,1,,4,40%., ,,,-19.2,-2.0,,,2500 or more  or no clouds.,,,3.4,-13.7,No precipitation,6,,,,
01.03.2020 14:00,-2.4,744.8,767.8,-0.7,41,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.2,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
01.03.2020 11:00,-5.8,745.5,768.6,,52,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%, ,,,-19.2,-2.6,,,,,,24.0,-14.1,No precipitation,6,,,,
01.03.2020 08:00,-15.1,746.1,769.5,0.4,76,Wind blowing from the west,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.6,,,2500 or more  or no clouds.,,,7.0,-18.4,No precipitation,12,,,,
