Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 05:00,19.8,756.0,761.6,,78,Wind blowing from the east-northeast,1,,5,, ,,,18.9,21.7,,,,,,23.0,15.8,No precipitation,6,,,,
18.03.2020 02:00,19.8,757.5,763.1,-0.6,78,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.7,,,2500 or more  or no clouds.,,,26.0,15.8,No precipitation,12,,,,
17.03.2020 23:00,19.9,758.1,763.8,,79,Wind blowing from the north-east,1,,5,, ,,,18.8,21.7,,,,,,28.0,16.1,No precipitation,6,,,,
17.03.2020 20:00,20.3,758.0,763.7,1.0,81,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.7,,,2000-2500,,,25.0,16.9,No precipitation,12,,,,
17.03.2020 17:00,21.5,757.0,762.6,,75,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,18.8,21.9,,,2000-2500,,,30.0,16.8,No precipitation,6,,,,
17.03.2020 14:00,20.8,757.9,763.6,-2.0,77,Wind blowing from the east-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,600-1000,,,26.0,16.6,No precipitation,12,,,,
17.03.2020 11:00,20.2,759.9,765.6,,76,Wind blowing from the east,1,,7,100%., ,,,18.8,,,,600-1000,,,28.0,15.8,No precipitation,6,,,,
17.03.2020 08:00,19.8,759.1,764.8,,75,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,2500 or more  or no clouds.,,,29.0,15.2,No precipitation,12,,,,
17.03.2020 05:00,19.0,758.2,763.8,,86,Wind blowing from the east,2,,10,, ,,,17.9,24.2,,,,,,20.0,16.6,No precipitation,6,,,,
17.03.2020 02:00,19.3,759.1,764.7,,84,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.2,,,2500 or more  or no clouds.,,,19.0,16.5,No precipitation,12,,,,
16.03.2020 23:00,19.9,759.8,765.4,,82,Wind blowing from the east,2,,10,, ,,,17.8,24.2,,,,,,20.0,16.7,No precipitation,6,,,,
16.03.2020 20:00,20.0,759.2,764.9,,78,Wind blowing from the east,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.2,,,600-1000,,,24.0,16.0,No precipitation,12,,,,
16.03.2020 17:00,21.8,757.9,763.6,,61,Wind blowing from the east-northeast,3,,8,10%  or less  but not 0, ,,,17.8,24.2,,,600-1000,,,30.0,13.9,No precipitation,6,,,,
16.03.2020 14:00,23.6,758.5,764.1,-1.6,42,Wind blowing from the east,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.2,,,600-1000,,,30.0,9.9,No precipitation,12,,,,
16.03.2020 11:00,21.8,760.1,765.8,,59,Wind blowing from the east,2,,8,70 – 80%., ,,,17.8,23.3,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,13.4,No precipitation,6,,,,
16.03.2020 08:00,18.6,759.8,765.5,,68,Wind blowing from the east-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,2500 or more  or no clouds.,,,30.0,12.5,No precipitation,12,,,,
16.03.2020 05:00,17.9,758.6,764.3,,70,Wind blowing from the east,1,,7,, ,,,17.8,23.3,,,,,,30.0,12.3,No precipitation,6,,,,
16.03.2020 02:00,18.2,758.8,764.5,,77,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.3,,,2500 or more  or no clouds.,,,23.0,14.1,No precipitation,12,,,,
15.03.2020 23:00,18.6,759.4,765.1,,76,Wind blowing from the east,2,,7,, ,,,17.9,23.3,,,,,,21.0,14.2,No precipitation,6,,,,
15.03.2020 20:00,19.2,758.6,764.3,,71,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.3,,,2500 or more  or no clouds.,,,23.0,13.8,No precipitation,12,,,,
15.03.2020 17:00,21.1,757.3,763.0,,56,Wind blowing from the south-east,2,,8,no clouds, ,,,17.9,24.3,,,,,,30.0,11.9,No precipitation,6,,,,
15.03.2020 14:00,21.4,757.9,763.6,,53,Wind blowing from the south-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.6,,,2500 or more  or no clouds.,,,27.0,11.4,No precipitation,12,,,,
15.03.2020 11:00,21.6,760.3,766.0,,48,Wind blowing from the north-east,2,,8,no clouds, ,,,17.9,25.6,,,,,,28.0,10.1,No precipitation,6,,,,
15.03.2020 08:00,18.1,760.1,765.8,1.3,59,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.6,,,,,,26.0,9.9,No precipitation,12,,,,
15.03.2020 05:00,18.6,758.8,764.4,,57,Wind blowing from the north-northeast,3,,7,, ,,,18.2,25.6,,,,,,26.0,9.9,No precipitation,6,,,,
15.03.2020 02:00,19.6,759.4,765.1,,54,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,25.6,,,2500 or more  or no clouds.,,,28.0,10.0,No precipitation,12,,,,
14.03.2020 23:00,20.4,759.7,765.4,,54,Wind blowing from the north-northeast,4,,8,, ,,,18.2,25.6,,,,,,29.0,10.7,No precipitation,6,,,,
14.03.2020 20:00,21.1,758.4,764.1,2.0,74,Wind blowing from the east-southeast,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,25.6,,,2500 or more  or no clouds.,,,30.0,16.2,No precipitation,12,,,,
14.03.2020 17:00,24.3,756.4,762.1,,52,Wind blowing from the north,3,,10,20–30%., ,,,18.2,25.6,,,600-1000,,,30.0,13.8,No precipitation,6,,,,
14.03.2020 14:00,24.8,756.8,762.4,-2.0,51,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,26.7,,,,,,30.0,13.9,0.6,12,,,,
14.03.2020 11:00,21.6,758.8,764.4,,58,Wind blowing from the north,2,,10,no clouds, ,,,18.2,27.9,,,,,,30.0,12.9,No precipitation,6,,,,
14.03.2020 08:00,18.3,759.0,764.6,,84,Wind blowing from the north-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,27.9,,,2500 or more  or no clouds.,,,30.0,15.5,2.0,12,,,,
14.03.2020 05:00,18.4,756.7,762.4,,90,Wind blowing from the north-northeast,4,,10,, ,,,18.3,27.9,,,,,,30.0,16.7,2.0,6,,,,
14.03.2020 02:00,21.8,756.4,761.9,,99,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.9,,,2500 or more  or no clouds.,,,2.3,21.6,1.0,12,,,,
13.03.2020 23:00,22.7,756.7,762.3,,87,Wind blowing from the north-east,1,,5,, ,,,19.9,27.9,,,,,,10.0,20.4,No precipitation,6,,,,
13.03.2020 20:00,23.6,755.5,761.2,0.7,83,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.9,,,1500-2000,,,15.0,20.5,No precipitation,12,,,,
13.03.2020 17:00,25.0,754.8,760.4,,80,Wind blowing from the south-southeast,2,,5,100%., ,,,19.9,27.9,,,600-1000,,,29.0,21.3,No precipitation,6,,,,
13.03.2020 14:00,26.6,755.3,760.9,,75,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.9,,,2500 or more  or no clouds.,,,30.0,21.8,No precipitation,12,,,,
13.03.2020 11:00,25.5,757.1,762.7,,76,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,19.9,25.5,,,,,,29.0,20.9,No precipitation,6,,,,
13.03.2020 08:00,20.6,756.9,762.5,1.1,95,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,22.6,,,1500-2000,,,8.0,19.7,No precipitation,12,,,,
13.03.2020 05:00,20.0,755.8,761.4,,98,Wind blowing from the north-northeast,2,,4,,Mist. ,,,18.3,22.6,,,,,,6.0,19.6,No precipitation,6,,,,
13.03.2020 02:00,20.1,756.0,761.6,-0.3,95,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.6,,,2500 or more  or no clouds.,,,6.0,19.2,No precipitation,12,,,,
12.03.2020 23:00,20.5,756.3,761.9,,93,Wind blowing from the north-northeast,2,,8,,Mist. ,,,,22.6,,,,,,7.0,19.3,No precipitation,6,,,,
12.03.2020 20:00,21.5,755.2,760.8,,87,Wind blowing from the east-northeast,1,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.6,,,1500-2000,,,13.0,19.2,Trace of precipitation,12,,,,
12.03.2020 17:00,22.2,754.1,759.7,,83,Wind blowing from the north-east,1,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.6,,,1500-2000,,,15.0,19.1,No precipitation,6,,,,
12.03.2020 14:00,21.9,755.2,760.8,-1.7,81,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.6,,,1500-2000,,,16.0,18.4,Trace of precipitation,12,,,,
12.03.2020 11:00,21.4,756.9,762.6,,81,Wind blowing from the east-northeast,3,,11,100%., ,,,18.0,22.0,,,600-1000,,,20.0,18.0,No precipitation,6,,,,
12.03.2020 08:00,19.2,756.5,762.2,0.4,85,Wind blowing from the east-northeast,2,,11,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,20.3,,,600-1000,,,16.0,16.6,Trace of precipitation,12,,,,
12.03.2020 05:00,18.3,756.1,761.8,,82,Wind blowing from the east,2,,11,, ,,,16.7,20.3,,,,,,19.0,15.1,No precipitation,6,,,,
12.03.2020 02:00,18.3,756.4,762.1,,82,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,20.3,,,2500 or more  or no clouds.,,,26.0,15.1,No precipitation,12,,,,
11.03.2020 23:00,18.0,757.5,763.2,,77,Wind blowing from the east,4,,11,, ,,,16.7,20.3,,,,,,30.0,13.9,No precipitation,6,,,,
11.03.2020 20:00,18.7,756.7,762.4,0.3,69,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,21.4,,,1000-1500,,,30.0,12.9,No precipitation,12,,,,
11.03.2020 17:00,19.0,756.4,762.1,,66,Wind blowing from the east-southeast,2,,11,100%., ,,,16.7,24.3,,,600-1000,,,30.0,12.5,No precipitation,6,,,,
11.03.2020 14:00,19.5,757.4,763.1,-2.3,69,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,600-1000,,,30.0,13.6,No precipitation,12,,,,
11.03.2020 11:00,18.7,759.7,765.4,,64,Wind blowing from the north,2,,10,100%., ,,,16.7,,,,2000-2500,,,30.0,11.7,No precipitation,6,,,,
11.03.2020 08:00,17.1,759.3,765.0,,61,Wind blowing from the north,2,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.1,,,600-1000,,,30.0,9.5,No precipitation,12,,,,
11.03.2020 05:00,16.8,757.3,763.0,,58,Wind blowing from the north-northeast,3,,14,, ,,,16.8,25.1,,,,,,30.0,8.5,No precipitation,6,,,,
11.03.2020 02:00,17.8,757.6,763.2,-0.6,53,Wind blowing from the north-northeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.1,,,2500 or more  or no clouds.,,,30.0,8.1,No precipitation,12,,,,
10.03.2020 23:00,18.8,758.2,763.8,,50,Wind blowing from the north-northeast,5,,14,, ,,,18.8,25.1,,,,,,30.0,8.1,No precipitation,6,,,,
10.03.2020 20:00,21.4,756.3,761.9,,52,Wind blowing from the north-northeast,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,25.1,,,600-1000,,,30.0,11.1,No precipitation,12,,,,
10.03.2020 17:00,24.2,754.8,760.4,,48,Wind blowing from the north,4,,9,40%., ,,,20.4,25.1,,,600-1000,,,30.0,12.5,No precipitation,6,,,,
10.03.2020 14:00,24.0,755.2,760.8,,52,Wind blowing from the north-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.7,,,2500 or more  or no clouds.,,,30.0,13.5,3.0,12,,,,
10.03.2020 11:00,22.5,756.4,762.0,,62,Wind blowing from the north,4,,10,60%., ,,,20.4,26.7,,,600-1000,,,30.0,14.8,No precipitation,6,,,,
10.03.2020 08:00,20.6,754.8,760.4,,76,Wind blowing from the north,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.7,,,2500 or more  or no clouds.,,,30.0,16.2,3.0,12,,,,
10.03.2020 05:00,20.8,752.3,757.9,,87,Wind blowing from the north,4,,10,, ,,,20.6,26.7,,,,,,30.0,18.5,3.0,6,,,,
10.03.2020 02:00,23.8,751.9,757.4,,96,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.7,,,2500 or more  or no clouds.,,,20.0,23.2,1.0,12,,,,
09.03.2020 20:00,23.6,750.6,756.1,1.1,92,Wind blowing from the east,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.7,,,600-1000,,,30.0,22.2,0.6,12,,,,
09.03.2020 17:00,24.4,749.5,755.1,,85,Wind blowing from the south,1,,7,100%., ,,,21.5,26.7,,,1000-1500,,,30.0,21.7,No precipitation,6,,,,
09.03.2020 14:00,25.9,749.9,755.5,-1.9,76,Wind blowing from the south,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,26.3,,,600-1000,,,30.0,21.3,No precipitation,12,,,,
09.03.2020 11:00,24.0,751.8,757.3,,83,Wind blowing from the south-southeast,2,,6,100%., ,,,21.5,24.8,,,1000-1500,,,30.0,20.9,No precipitation,6,,,,
09.03.2020 08:00,21.8,751.4,757.0,1.2,91,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,24.8,,,1500-2000,,,16.0,20.2,No precipitation,12,,,,
09.03.2020 05:00,21.5,750.2,755.8,,92,Wind blowing from the east-northeast,1,,5,, ,,,20.6,24.8,,,,,,17.0,20.1,No precipitation,6,,,,
09.03.2020 02:00,22.3,751.3,756.8,,87,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.8,,,2500 or more  or no clouds.,,,30.0,20.0,No precipitation,12,,,,
08.03.2020 23:00,23.4,751.7,757.3,,83,Wind blowing from the east-southeast,1,,5,, ,,,,24.8,,,,,,30.0,20.3,No precipitation,6,,,,
08.03.2020 20:00,23.0,750.7,756.3,0.6,83,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.8,,,600-1000,,,30.0,19.9,No precipitation,12,,,,
08.03.2020 17:00,24.3,750.1,755.6,,76,Wind blowing from the south-southeast,2,,5,100%., ,,,20.0,24.8,,,1500-2000,,,30.0,19.8,No precipitation,6,,,,
08.03.2020 14:00,24.0,751.7,757.3,-2.4,79,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,27.3,,,600-1000,,,30.0,20.1,No precipitation,12,,,,
08.03.2020 11:00,23.5,754.1,759.7,,81,Wind blowing from the south-east,2,,5,100%., ,,,20.0,27.3,,,600-1000,,,30.0,20.0,No precipitation,6,,,,
08.03.2020 08:00,21.3,753.7,759.4,,92,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,2500 or more  or no clouds.,,,17.0,19.9,No precipitation,12,,,,
08.03.2020 05:00,20.6,752.9,758.5,,93,Wind blowing from the north-northeast,1,,5,, ,,,18.3,27.3,,,,,,12.0,19.4,No precipitation,6,,,,
08.03.2020 02:00,20.0,753.4,759.0,-0.9,97,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.3,,,2500 or more  or no clouds.,,,10.0,19.5,No precipitation,12,,,,
07.03.2020 23:00,20.5,754.3,760.0,,91,Wind blowing from the north-east,1,,5,, ,,,18.3,27.3,,,,,,13.0,18.9,No precipitation,6,,,,
07.03.2020 20:00,22.7,753.5,759.1,,81,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.3,,,600-1000,,,30.0,19.2,No precipitation,12,,,,
07.03.2020 17:00,23.9,753.1,758.7,,78,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%, ,,,18.3,27.3,,,,,,30.0,19.8,No precipitation,6,,,,
07.03.2020 14:00,25.8,753.6,759.2,-2.8,71,Wind blowing from the south,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.9,,,600-1000,,,30.0,20.1,No precipitation,12,,,,
07.03.2020 11:00,23.6,756.4,762.1,,76,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%, ,,,18.3,23.6,,,,,,19.0,19.1,No precipitation,6,,,,
07.03.2020 08:00,19.3,756.3,762.0,1.5,92,Wind blowing from the north-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,600-1000,,,10.0,17.9,No precipitation,12,,,,
07.03.2020 05:00,18.3,754.8,760.4,,93,Wind blowing from the north-northeast,1,,7,, ,,,16.5,,,,,,,12.0,17.1,No precipitation,6,,,,
07.03.2020 02:00,18.8,755.8,761.4,-1.2,85,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,22.4,,,2500 or more  or no clouds.,,,23.0,16.2,No precipitation,12,,,,
06.03.2020 23:00,18.6,757.0,762.7,,80,Wind blowing from the east,2,,7,, ,,,16.5,22.4,,,,,,29.0,15.0,No precipitation,6,,,,
06.03.2020 20:00,18.7,756.2,761.9,0.4,79,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,22.4,,,2500 or more  or no clouds.,,,27.0,14.9,No precipitation,12,,,,
06.03.2020 17:00,19.9,755.8,761.5,,74,Wind blowing from the east,2,,11,90  or more  but not 100%, ,,,16.5,22.4,,,,,,30.0,15.1,No precipitation,6,,,,
06.03.2020 14:00,21.0,756.4,762.1,-2.6,66,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,22.0,,,2500 or more  or no clouds.,,,30.0,14.4,No precipitation,12,,,,
06.03.2020 11:00,18.4,759.0,764.7,,72,Wind blowing from the east,2,,11,90  or more  but not 100%, ,,,16.5,20.4,,,,,,30.0,13.2,No precipitation,6,,,,
06.03.2020 08:00,17.0,758.5,764.2,,79,Wind blowing from the east-northeast,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,27.0,13.3,No precipitation,12,,,,
06.03.2020 05:00,16.6,757.6,763.3,,81,Wind blowing from the east,1,,7,, ,,,14.1,20.4,,,,,,24.0,13.3,No precipitation,6,,,,
06.03.2020 02:00,17.2,758.5,764.2,-0.9,80,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,20.4,,,2500 or more  or no clouds.,,,28.0,13.7,No precipitation,12,,,,
05.03.2020 23:00,17.5,759.4,765.1,,81,Wind blowing from the south-east,2,,5,, ,,,14.1,20.4,,,,,,30.0,14.2,No precipitation,6,,,,
05.03.2020 20:00,17.7,758.5,764.2,,80,Wind blowing from the east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,20.4,,,2500 or more  or no clouds.,,,30.0,14.2,No precipitation,12,,,,
05.03.2020 17:00,20.2,757.3,763.0,,68,Wind blowing from the east,1,,7,50%., ,,,14.1,20.4,,,2000-2500,,,30.0,14.1,No precipitation,6,,,,
05.03.2020 14:00,19.1,758.8,764.5,-2.2,73,Wind blowing from the south-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,21.3,,,2000-2500,,,30.0,14.1,0.9,12,,,,
05.03.2020 11:00,17.6,761.0,766.8,,74,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,14.1,21.4,,,,,,30.0,12.9,0.7,6,,,,
05.03.2020 08:00,14.2,760.4,766.2,,97,Wind blowing from the north-northeast,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,21.4,,,600-1000,,,15.0,13.7,1.0,12,,,,
05.03.2020 05:00,15.0,758.9,764.7,,97,Wind blowing from the north-northeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.0,21.4,,,,,,6.0,14.5,0.5,6,,,,
05.03.2020 02:00,16.1,758.9,764.6,,92,Wind blowing from the north-northwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,21.4,,,2500 or more  or no clouds.,,,30.0,14.8,2.0,12,,,,
04.03.2020 23:00,16.6,758.8,764.5,,84,Wind blowing from the east,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.6,21.4,,,,,,30.0,13.8,0.7,6,,,,
04.03.2020 20:00,17.0,758.5,764.2,0.6,94,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,21.4,,,1500-2000,,,22.0,16.0,2.0,12,,,,
04.03.2020 17:00,17.7,757.9,763.6,,90,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.4,,,1000-1500,,,8.0,16.0,0.8,6,,,,
04.03.2020 14:00,21.2,757.1,762.7,,78,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.7,,,1500-2000,,,30.0,17.2,0.1,12,,,,
04.03.2020 11:00,21.1,758.8,764.5,,76,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%, ,,,18.2,23.1,,,1500-2000,,,30.0,16.7,0.1,6,,,,
04.03.2020 08:00,19.2,758.0,763.7,0.4,84,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,30.0,16.4,0.1,12,,,,
04.03.2020 05:00,19.6,757.6,763.3,,79,Wind blowing from the north-northeast,3,,6,, ,,,18.0,23.1,,,,,,22.0,15.8,No precipitation,6,,,,
