Local time in Tongliao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 05:00,1.3,740.0,756.5,,70,Wind blowing from the west,3,,10,, ,,,-7.9,10.1,,,,,,30.0,-3.6,No precipitation,6,,,,
17.03.2020 02:00,3.2,740.2,756.7,,61,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.1,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
16.03.2020 23:00,3.0,740.6,757.3,,71,Wind blowing from the west,2,,,, ,,,,10.1,,,,,,28.0,-1.9,No precipitation,6,,,,
16.03.2020 20:00,6.3,741.0,757.7,,50,Wind blowing from the west,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,10.1,,,2500 or more  or no clouds.,,,27.0,-3.4,No precipitation,12,,,,
16.03.2020 17:00,8.7,740.2,757.0,,26,Wind blowing from the west,2,,10,no clouds, ,,,-8.4,10.1,,,,,,21.0,-9.7,No precipitation,6,,,,
16.03.2020 14:00,7.4,740.7,757.5,-2.2,26,Wind blowing from the south,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.4,,,,,,20.0,-10.9,No precipitation,12,,,,
16.03.2020 11:00,2.9,742.9,759.9,,27,Wind blowing from the south-southwest,5,,9,no clouds, ,,,-8.4,2.9,,,,,,16.0,-14.3,No precipitation,6,,,,
16.03.2020 08:00,-3.6,745.6,762.9,,33,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-1.5,,,,,,20.0,-17.5,No precipitation,12,,,,
16.03.2020 05:00,-7.9,748.0,765.4,,48,Wind blowing from the south,2,,7,, ,,,-8.4,-1.5,,,,,,21.0,-17.0,No precipitation,6,,,,
16.03.2020 02:00,-7.6,750.4,767.8,,41,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-1.5,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
15.03.2020 23:00,-6.7,751.6,769.0,,36,Wind blowing from the south-southwest,2,,,, ,,,-8.3,-0.2,,,,,,9.0,-19.3,No precipitation,6,,,,
15.03.2020 20:00,-5.6,751.9,769.4,0.6,27,Wind blowing from the east-southeast,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.6,,,,,,7.0,-21.6,No precipitation,12,,,,
15.03.2020 17:00,-2.3,751.3,768.7,,24,Wind blowing from the north,3,,13,no clouds, ,,,-6.8,5.1,,,,,,20.0,-20.1,No precipitation,6,,,,
15.03.2020 14:00,-2.3,751.0,768.2,,24,Wind blowing from the north-northwest,5,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,2500 or more  or no clouds.,,,24.0,-20.1,No precipitation,12,,,,
15.03.2020 11:00,-3.5,750.7,767.8,,27,Wind blowing from the north,5,,13,50%., ,,,-6.8,7.7,,,2500 or more  or no clouds.,,,26.0,-19.8,No precipitation,6,,,,
15.03.2020 08:00,-6.1,748.9,766.0,3.4,36,Wind blowing from the north,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,7.7,,,2500 or more  or no clouds.,,,24.0,-18.8,No precipitation,12,,,,
15.03.2020 05:00,-5.0,745.5,762.4,,69,Calm  no wind,0,,,, ,,,-5.0,7.7,,,,,,30.0,-9.8,No precipitation,6,,,,
15.03.2020 02:00,-1.5,742.8,759.4,,48,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.7,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
14.03.2020 23:00,-0.1,742.1,758.8,,45,Wind blowing from the west,3,,,, ,,,-3.8,7.7,,,,,,30.0,-10.6,No precipitation,6,,,,
14.03.2020 20:00,2.6,741.4,758.2,0.8,27,Wind blowing from the west-northwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.7,,,,,,26.0,-14.5,No precipitation,12,,,,
14.03.2020 17:00,5.1,740.6,757.3,,24,Wind blowing from the west,5,,14,50%., ,,,-3.8,7.7,,,2500 or more  or no clouds.,,,9.0,-13.8,No precipitation,6,,,,
14.03.2020 14:00,7.3,740.3,756.9,-1.6,26,Wind blowing from the west,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.7,,,2500 or more  or no clouds.,,,21.0,-10.9,No precipitation,12,,,,
14.03.2020 11:00,6.3,741.9,758.5,,26,Wind blowing from the west,4,,8,no clouds, ,,,-3.8,6.5,,,,,,30.0,-11.8,No precipitation,6,,,,
14.03.2020 08:00,-0.4,743.2,760.0,,51,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.1,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,12,,,,
14.03.2020 05:00,-2.8,743.7,760.5,,52,Wind blowing from the west,1,,5,, ,,,-7.4,6.1,,,,,,30.0,-11.5,No precipitation,6,,,,
14.03.2020 02:00,-0.9,744.7,761.5,,39,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.1,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
13.03.2020 23:00,-0.1,745.8,762.7,,33,Wind blowing from the west-southwest,2,,,, ,,,-7.4,6.1,,,,,,28.0,-14.4,No precipitation,6,,,,
13.03.2020 20:00,2.7,746.8,763.7,0.1,23,Wind blowing from the west-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.1,,,,,,17.0,-16.4,No precipitation,12,,,,
13.03.2020 17:00,5.5,746.7,763.7,,18,Wind blowing from the west-southwest,2,,11,no clouds, ,,,-7.4,6.1,,,,,,11.0,-17.0,No precipitation,6,,,,
13.03.2020 14:00,4.7,748.3,765.4,,18,Wind blowing from the west-southwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,5.2,,,,,,30.0,-17.6,No precipitation,12,,,,
13.03.2020 11:00,2.7,751.3,768.4,,23,Wind blowing from the west,4,,8,no clouds, ,,,-7.4,2.9,,,,,,30.0,-16.4,No precipitation,6,,,,
13.03.2020 08:00,-3.7,753.0,770.3,0.0,43,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,3.0,,,,,,17.0,-14.5,No precipitation,12,,,,
13.03.2020 05:00,-7.1,753.0,770.3,,52,Wind blowing from the west,2,,11,, ,,,-7.3,3.0,,,,,,30.0,-15.3,No precipitation,6,,,,
13.03.2020 02:00,-5.4,753.4,770.6,0.0,41,Wind blowing from the west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.0,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
12.03.2020 23:00,-6.0,753.4,770.6,,33,Wind blowing from the west,2,,,, ,,,-6.0,3.0,,,,,,30.0,-19.7,No precipitation,6,,,,
12.03.2020 20:00,-3.4,752.6,769.8,,25,Wind blowing from the west,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,3.0,,,,,,27.0,-20.6,No precipitation,12,,,,
12.03.2020 17:00,-1.1,750.3,767.4,,13,Wind blowing from the west,5,,16,no clouds, ,,,-1.5,5.1,,,,,,15.0,-26.1,No precipitation,6,,,,
12.03.2020 14:00,1.8,748.7,765.7,,13,Wind blowing from the west,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,,,,,,,14.0,-23.7,No precipitation,12,,,,
12.03.2020 11:00,1.7,748.5,765.4,,20,Wind blowing from the west,6,,16,no clouds, ,,,-1.5,,,,,,,10.0,-18.9,No precipitation,6,,,,
12.03.2020 08:00,-0.1,746.9,763.9,2.3,48,Wind blowing from the west,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,17.0,-9.8,No precipitation,12,,,,
12.03.2020 05:00,-0.5,744.6,761.3,,48,Wind blowing from the west,2,,10,, ,,,-7.4,6.6,,,,,,30.0,-10.2,No precipitation,6,,,,
12.03.2020 02:00,0.3,743.3,760.0,1.8,45,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.6,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
11.03.2020 23:00,1.0,741.5,758.2,,57,Wind blowing from the west,2,,,, ,,,-7.4,6.6,,,,,,18.0,-6.6,No precipitation,6,,,,
11.03.2020 20:00,0.9,740.6,757.6,0.2,53,Wind blowing from the east,1,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.6,,,2500 or more  or no clouds.,,,13.0,-7.8,No precipitation,12,,,,
11.03.2020 17:00,5.1,740.4,757.3,,37,Wind blowing from the south-southeast,3,,11,90  or more  but not 100%, ,,,-7.4,6.6,,,2500 or more  or no clouds.,,,23.0,-8.4,No precipitation,6,,,,
11.03.2020 14:00,5.4,741.7,758.5,-2.6,27,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,5.6,,,,,,30.0,-12.1,No precipitation,12,,,,
11.03.2020 11:00,2.3,744.3,761.2,,35,Wind blowing from the south,3,,6,20–30%., ,,,-7.4,2.8,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,6,,,,
11.03.2020 08:00,-4.5,745.6,762.7,,60,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.8,,,,,,7.0,-11.1,No precipitation,12,,,,
11.03.2020 05:00,-7.2,745.2,762.3,,65,Wind blowing from the south-west,1,,12,, ,,,-7.4,2.8,,,,,,30.0,-12.8,No precipitation,6,,,,
11.03.2020 02:00,-4.3,745.6,762.5,-0.4,50,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.8,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
10.03.2020 23:00,-3.2,746.0,763.0,,46,Wind blowing from the west,3,,,, ,,,-7.3,2.8,,,,,,30.0,-13.4,No precipitation,6,,,,
10.03.2020 20:00,-1.3,745.5,762.5,,35,Wind blowing from the west,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.8,,,,,,24.0,-14.8,No precipitation,12,,,,
10.03.2020 17:00,1.3,743.7,760.7,,29,Wind blowing from the west,6,,14,no clouds, ,,,-7.3,3.4,,,,,,17.0,-14.8,No precipitation,6,,,,
10.03.2020 14:00,2.7,742.9,759.9,,30,Wind blowing from the west,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.5,,,2500 or more  or no clouds.,,,17.0,-13.1,No precipitation,12,,,,
10.03.2020 11:00,1.6,743.7,760.6,,37,Wind blowing from the west-northwest,4,,10,20–30%., ,,,-7.3,4.5,,,2500 or more  or no clouds.,,,24.0,-11.5,No precipitation,6,,,,
10.03.2020 08:00,-2.3,743.9,760.9,-0.7,46,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.5,,,2500 or more  or no clouds.,,,7.0,-12.6,No precipitation,12,,,,
10.03.2020 05:00,-6.7,744.6,761.6,,62,Wind blowing from the south-west,0,,6,, ,,,-6.9,4.5,,,,,,17.0,-12.8,No precipitation,6,,,,
10.03.2020 02:00,-4.9,746.8,763.7,,54,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.5,,,2500 or more  or no clouds.,,,20.0,-12.8,No precipitation,12,,,,
09.03.2020 20:00,0.1,749.1,766.2,-0.2,25,Wind blowing from the east-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.5,,,,,,18.0,-17.6,No precipitation,12,,,,
09.03.2020 17:00,3.3,749.3,766.3,,17,Wind blowing from the north-northeast,3,,9,60%., ,,,-2.0,8.2,,,2500 or more  or no clouds.,,,13.0,-19.4,No precipitation,6,,,,
09.03.2020 14:00,4.0,749.7,766.6,-1.7,21,Wind blowing from the north-northeast,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.4,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
09.03.2020 11:00,1.4,751.4,768.4,,30,Wind blowing from the north-northeast,4,,9,20–30%., ,,,-2.0,,,,2500 or more  or no clouds.,,,26.0,-14.3,No precipitation,6,,,,
09.03.2020 08:00,-1.9,751.3,768.3,1.2,56,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.4,,,2500 or more  or no clouds.,,,11.0,-9.7,No precipitation,12,,,,
09.03.2020 05:00,-1.5,750.1,766.9,,64,Wind blowing from the north-northeast,4,,8,, ,,,-1.5,9.4,,,,,,12.0,-7.6,No precipitation,6,,,,
09.03.2020 02:00,0.0,748.9,765.7,,71,Wind blowing from the north,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,9.4,,,2500 or more  or no clouds.,,,6.0,-4.6,No precipitation,12,,,,
08.03.2020 23:00,1.7,747.4,764.1,,82,Wind blowing from the north,3,,,,Mist. ,,,-0.3,9.4,,,,,,3.0,-1.0,No precipitation,6,,,,
08.03.2020 20:00,3.5,745.7,762.4,2.6,78,Wind blowing from the north,4,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.4,,,2500 or more  or no clouds.,,,3.5,-0.1,No precipitation,12,,,,
08.03.2020 17:00,8.2,743.1,759.7,,67,Wind blowing from the south-southwest,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.4,,,2500 or more  or no clouds.,,,3.6,2.4,No precipitation,6,,,,
08.03.2020 14:00,8.5,742.0,758.6,-1.2,62,Wind blowing from the south-southwest,4,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.6,,,2500 or more  or no clouds.,,,4.0,1.6,No precipitation,12,,,,
08.03.2020 11:00,5.9,743.2,759.8,,74,Wind blowing from the south,3,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,6.1,,,2500 or more  or no clouds.,,,3.0,1.6,No precipitation,6,,,,
08.03.2020 08:00,2.7,743.3,760.0,,87,Wind blowing from the south,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.8,,,,,,2.6,0.8,No precipitation,12,,,,
08.03.2020 05:00,1.8,743.2,759.8,,92,Wind blowing from the south,4,,8,,Mist. ,,,-5.0,5.8,,,,,,2.2,0.6,No precipitation,6,,,,
08.03.2020 02:00,0.4,744.6,761.3,-0.3,94,Wind blowing from the south,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,5.8,,,2500 or more  or no clouds.,,,2.1,-0.5,No precipitation,12,,,,
07.03.2020 23:00,0.5,744.9,761.8,,91,Wind blowing from the south-east,2,,,,Mist. ,,,-5.0,5.8,,,,,,1.7,-0.8,No precipitation,6,,,,
07.03.2020 20:00,2.1,745.1,762.1,0.1,62,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,5.8,,,,,,13.0,-4.4,No precipitation,12,,,,
07.03.2020 17:00,5.3,745.0,761.8,,44,Wind blowing from the south-southwest,1,,6,no clouds, ,,,-5.0,5.8,,,,,,14.0,-6.0,No precipitation,6,,,,
07.03.2020 14:00,4.9,745.7,762.5,-1.6,42,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,5.0,,,,,,24.0,-7.2,No precipitation,12,,,,
07.03.2020 11:00,1.7,747.3,764.2,,47,Wind blowing from the west,3,,5,no clouds, ,,,-5.0,3.4,,,,,,10.0,-8.4,No precipitation,6,,,,
07.03.2020 08:00,-3.5,747.2,764.3,0.6,79,Wind blowing from the west,1,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.4,,,2500 or more  or no clouds.,,,3.0,-6.6,No precipitation,12,,,,
07.03.2020 05:00,-3.8,746.6,763.6,,82,Wind blowing from the west-southwest,1,,6,,Mist. ,,,-5.9,3.4,,,,,,4.5,-6.4,No precipitation,6,,,,
07.03.2020 02:00,-1.4,746.1,763.0,,70,Wind blowing from the north,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.4,,,2500 or more  or no clouds.,,,6.0,-6.3,No precipitation,12,,,,
06.03.2020 23:00,-1.5,745.3,762.2,,71,Wind blowing from the north-east,2,,,,Haze. ,,,-5.9,3.4,,,,,,5.0,-6.1,No precipitation,6,,,,
06.03.2020 20:00,0.0,744.9,761.9,1.4,66,Wind blowing from the north,2,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.4,,,2500 or more  or no clouds.,,,6.0,-5.6,No precipitation,12,,,,
06.03.2020 17:00,1.3,743.5,760.6,,64,Wind blowing from the north-west,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.4,,,2500 or more  or no clouds.,,,6.0,-4.8,No precipitation,6,,,,
06.03.2020 14:00,2.8,742.8,759.7,-0.7,60,Wind blowing from the west,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.4,,,2500 or more  or no clouds.,,,6.0,-4.2,No precipitation,12,,,,
06.03.2020 11:00,1.9,743.5,760.3,,70,Wind blowing from the south,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,1.9,,,2500 or more  or no clouds.,,,4.9,-3.0,No precipitation,6,,,,
06.03.2020 08:00,-3.7,743.5,760.6,,86,Wind blowing from the south-east,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3.1,-5.7,No precipitation,12,,,,
06.03.2020 05:00,-5.1,743.1,760.1,,88,Wind blowing from the south-east,2,,6,,Mist. ,,,-12.7,1.5,,,,,,7.0,-6.8,No precipitation,6,,,,
06.03.2020 02:00,-4.2,743.8,760.8,-0.4,81,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.5,,,2500 or more  or no clouds.,,,8.0,-7.0,No precipitation,12,,,,
05.03.2020 23:00,-2.7,744.2,761.2,,77,Wind blowing from the south-southeast,2,,,, ,,,,1.5,,,,,,10.0,-6.3,No precipitation,6,,,,
05.03.2020 20:00,-2.8,745.0,762.3,-0.5,77,Wind blowing from the south-southeast,1,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.5,,,,,,7.0,-6.3,No precipitation,12,,,,
05.03.2020 17:00,0.6,745.5,762.8,,65,Wind blowing from the south-southeast,2,,11,50%., ,,,-12.7,1.5,,,2500 or more  or no clouds.,,,7.0,-5.2,No precipitation,6,,,,
05.03.2020 14:00,0.4,747.0,764.2,-2.2,58,Wind blowing from the south,4,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.0,,,2500 or more  or no clouds.,,,9.0,-7.1,No precipitation,12,,,,
05.03.2020 11:00,-1.9,749.2,766.5,,57,Wind blowing from the south-southwest,4,,9,no clouds, ,,,-12.7,-1.5,,,,,,13.0,-9.3,No precipitation,6,,,,
05.03.2020 08:00,-8.7,751.3,768.8,-0.9,60,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.5,,,,,,7.0,-15.1,No precipitation,12,,,,
05.03.2020 05:00,-12.1,752.2,769.7,,71,Wind blowing from the south-southwest,1,,5,, ,,,-12.2,-1.5,,,,,,30.0,-16.4,No precipitation,6,,,,
05.03.2020 02:00,-10.0,753.3,770.8,,67,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.5,,,2500 or more  or no clouds.,,,27.0,-15.1,No precipitation,12,,,,
04.03.2020 23:00,-8.6,753.9,771.4,,66,Wind blowing from the west-southwest,2,,,, ,,,-10.6,-1.5,,,,,,14.0,-13.8,No precipitation,6,,,,
04.03.2020 20:00,-5.8,754.4,772.0,0.5,61,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-1.5,,,,,,24.0,-12.3,No precipitation,12,,,,
04.03.2020 17:00,-2.2,753.9,771.4,,53,Wind blowing from the west,2,,8,no clouds, ,,,-9.1,-1.5,,,,,,21.0,-10.5,No precipitation,6,,,,
04.03.2020 14:00,-2.4,754.3,771.7,-0.8,53,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-2.3,,,,,,25.0,-10.9,No precipitation,12,,,,
04.03.2020 11:00,-4.7,755.1,772.6,,57,Wind blowing from the north-west,3,,8,no clouds, ,,,-9.1,-2.9,,,,,,16.0,-12.1,No precipitation,6,,,,
04.03.2020 08:00,-8.5,754.8,772.3,1.4,64,Wind blowing from the west-northwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-2.9,,,,,,14.0,-14.1,0.5,12,,,,
04.03.2020 05:00,-8.4,753.4,770.9,,84,Wind blowing from the west-northwest,3,,11,,Mist. ,,,-8.5,-2.9,,,,,,7.0,-10.6,0.1,6,,,,
04.03.2020 02:00,-6.7,752.9,770.3,0.0,83,Wind blowing from the north-west,3,,11,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-2.9,,,2500 or more  or no clouds.,,,7.0,-9.1,4.0,12,,,,
03.03.2020 23:00,-5.8,752.9,770.3,,87,Wind blowing from the north-northwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.8,-2.5,,,,,,3.8,-7.6,2.0,6,,,,
03.03.2020 20:00,-4.7,752.2,769.6,,89,Wind blowing from the north,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-4.8,-1.3,,,2500 or more  or no clouds.,,,1.7,-6.2,7.0,12,,,,
03.03.2020 17:00,-3.9,750.7,767.9,,89,Wind blowing from the north-northeast,5,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-4.8,,,,2500 or more  or no clouds.,,,1.1,-5.4,3.0,6,,,,
03.03.2020 14:00,-3.0,749.8,767.1,-0.6,88,Wind blowing from the north-east,4,,8,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-4.8,,,,2500 or more  or no clouds.,,,0.9,-4.7,7.0,12,,,,
