Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,12.4,729.7,763.8,,75,Wind blowing from the north,3,,6,,Rain (not freezing) not falling as shower(s). ,,,10.8,14.6,,,,,,30.0,8.1,No precipitation,6,,,,
16.03.2020 02:00,13.2,730.1,764.2,,70,Wind blowing from the north,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.6,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
15.03.2020 20:00,13.4,729.7,763.9,1.2,76,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.7,,,2500 or more  or no clouds.,,,27.0,9.3,Trace of precipitation,12,,,,
15.03.2020 17:00,14.4,728.5,762.5,,64,Wind blowing from the north-northwest,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,20.0,7.7,,,,,,
15.03.2020 14:00,14.1,729.9,764.0,-2.6,65,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,19.1,,,2500 or more  or no clouds.,,,24.0,7.6,Trace of precipitation,12,,,,
15.03.2020 11:00,12.6,732.5,766.8,,71,Wind blowing from the north-west,1,,2,100%., ,,,10.7,,,,2500 or more  or no clouds.,,,26.0,7.5,No precipitation,6,,,,
15.03.2020 08:00,11.1,731.8,765.9,0.3,79,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,19.1,,,2500 or more  or no clouds.,,,30.0,7.6,No precipitation,12,,,,
15.03.2020 05:00,10.9,731.5,765.4,,81,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,7.8,,,,,,
15.03.2020 02:00,11.0,732.6,766.6,,76,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.1,,,2500 or more  or no clouds.,,,30.0,6.9,No precipitation,12,,,,
14.03.2020 20:00,15.7,732.8,767.0,0.7,52,Wind blowing from the west-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.1,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,12,,,,
14.03.2020 17:00,18.9,732.1,766.0,,34,Wind blowing from the west-northwest,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,2.7,,,,,,
14.03.2020 14:00,17.9,733.8,767.9,-2.5,41,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,18.0,,,2500 or more  or no clouds.,,,30.0,4.5,No precipitation,12,,,,
14.03.2020 11:00,12.9,736.3,770.8,,66,Wind blowing from the west,1,,3,100%., ,,,10.4,,,,2500 or more  or no clouds.,,,27.0,6.7,No precipitation,6,,,,
14.03.2020 08:00,10.7,735.1,769.6,0.6,73,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,17.5,,,2500 or more  or no clouds.,,,30.0,6.1,No precipitation,12,,,,
14.03.2020 05:00,10.5,734.5,768.7,,74,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,6.1,,,,,,
14.03.2020 02:00,11.2,735.7,769.9,,68,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,17.5,,,2500 or more  or no clouds.,,,30.0,5.5,No precipitation,12,,,,
13.03.2020 20:00,14.4,734.7,768.9,1.7,50,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.5,,,2500 or more  or no clouds.,,,30.0,4.1,No precipitation,12,,,,
13.03.2020 17:00,16.3,733.0,767.0,,42,Wind blowing from the east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,3.4,,,,,,
13.03.2020 14:00,17.3,733.7,767.6,-1.1,39,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,20.3,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
13.03.2020 11:00,17.1,734.8,768.8,,39,Wind blowing from the north-northeast,2,,3,100%., ,,,13.5,20.4,,,2500 or more  or no clouds.,,,30.0,3.0,No precipitation,6,,,,
13.03.2020 08:00,13.8,732.6,766.5,,65,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.4,,,2500 or more  or no clouds.,,,30.0,7.3,No precipitation,12,,,,
13.03.2020 05:00,13.6,730.9,764.7,,67,Wind blowing from the south-west,1,,3,, ,,,9.7,20.4,,,,,,30.0,7.6,No precipitation,6,,,,
13.03.2020 02:00,14.3,730.6,764.2,,63,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.4,,,2500 or more  or no clouds.,,,30.0,7.4,No precipitation,12,,,,
12.03.2020 20:00,17.2,727.1,761.0,1.6,51,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.4,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
12.03.2020 17:00,19.5,725.5,759.1,,39,Wind blowing from the north-east,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,5.2,,,,,,
12.03.2020 14:00,19.8,726.4,760.0,-2.6,40,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.4,,,,,,30.0,5.8,No precipitation,12,,,,
12.03.2020 11:00,16.4,729.0,762.8,,47,Wind blowing from the east,1,,3,10%  or less  but not 0, ,,,9.7,17.4,,,1000-1500,,,30.0,5.1,No precipitation,6,,,,
12.03.2020 08:00,10.2,728.2,762.4,0.5,79,Wind blowing from the north-northwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,17.4,,,2500 or more  or no clouds.,,,27.0,6.7,No precipitation,12,,,,
12.03.2020 05:00,10.5,727.7,761.7,,76,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,6.5,,,,,,
12.03.2020 02:00,11.6,728.5,762.4,,68,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.4,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,12,,,,
11.03.2020 20:00,13.9,727.3,761.4,1.3,55,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.4,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
11.03.2020 17:00,15.8,726.0,759.9,,47,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,4.5,,,,,,
11.03.2020 14:00,17.0,727.2,761.0,-2.8,44,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,19.9,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,12,,,,
11.03.2020 11:00,13.4,730.0,764.1,,59,Wind blowing from the north-east,1,,5,90  or more  but not 100%, ,,,9.6,,,,,,,30.0,5.6,No precipitation,6,,,,
11.03.2020 08:00,10.5,729.8,763.9,0.2,69,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.9,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
11.03.2020 05:00,9.9,729.6,763.5,,67,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,4.1,,,,,,
11.03.2020 02:00,11.7,730.8,764.7,,54,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.9,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
10.03.2020 20:00,15.3,729.7,763.9,0.0,34,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.9,,,,,,30.0,-0.5,No precipitation,12,,,,
10.03.2020 17:00,19.7,729.7,763.5,,19,Wind blowing from the east,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-4.6,,,,,,
10.03.2020 14:00,18.7,732.2,766.2,-2.6,26,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.7,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,12,,,,
10.03.2020 11:00,14.3,734.8,769.0,,39,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,8.1,18.5,,,,,,30.0,0.5,No precipitation,6,,,,
10.03.2020 08:00,8.9,734.2,768.6,0.9,69,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.5,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
10.03.2020 05:00,10.3,733.3,767.4,,58,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,2.4,,,,,,
10.03.2020 02:00,11.5,733.7,767.8,,52,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.5,,,2500 or more  or no clouds.,,,30.0,2.0,No precipitation,12,,,,
09.03.2020 20:00,15.7,731.5,765.5,2.7,30,Wind blowing from the east-northeast,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,18.5,,,2500 or more  or no clouds.,,,30.0,-1.8,No precipitation,12,,,,
09.03.2020 17:00,17.4,728.8,762.7,,25,Wind blowing from the north-northwest,3,,10,100%., ,,,11.9,19.5,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,6,,,,
09.03.2020 14:00,18.0,728.7,762.4,-0.7,27,Wind blowing from the north,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.5,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
09.03.2020 11:00,17.1,729.4,762.9,,30,Wind blowing from the north-northeast,4,,15,20–30%., ,,,11.9,19.5,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,6,,,,
09.03.2020 08:00,12.6,728.4,762.1,1.5,50,Wind blowing from the north-east,1,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,19.5,,,2500 or more  or no clouds.,,,30.0,2.5,No precipitation,12,,,,
09.03.2020 05:00,12.2,726.9,760.5,,55,Wind blowing from the north,4,,15,,Rain (not freezing) not falling as shower(s). ,,,10.4,19.5,,,,,,30.0,3.4,No precipitation,6,,,,
09.03.2020 02:00,14.4,726.4,759.9,,42,Wind blowing from the north,8,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.5,,,2500 or more  or no clouds.,,,30.0,1.7,No precipitation,12,,,,
08.03.2020 20:00,18.0,722.2,755.8,2.2,52,Wind blowing from the north-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.5,,,2500 or more  or no clouds.,,,30.0,8.0,No precipitation,12,,,,
08.03.2020 17:00,19.5,720.0,753.4,,50,Wind blowing from the north-west,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,8.8,,,,,,
08.03.2020 14:00,19.1,720.4,753.9,-1.3,51,Wind blowing from the north-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.4,,,2500 or more  or no clouds.,,,30.0,8.7,No precipitation,12,,,,
08.03.2020 11:00,15.4,721.7,755.2,,67,Calm  no wind,0,,,100%., ,,,10.2,18.3,,,2500 or more  or no clouds.,,,26.0,9.3,No precipitation,6,,,,
08.03.2020 08:00,10.7,720.6,754.3,0.2,85,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.3,,,2500 or more  or no clouds.,,,28.0,8.3,No precipitation,12,,,,
08.03.2020 05:00,10.4,720.4,754.0,,88,Wind blowing from the north-west,2,,,, ,,,,,,,,,,24.0,8.5,,,,,,
08.03.2020 02:00,10.3,722.3,756.0,,89,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.3,,,2500 or more  or no clouds.,,,27.0,8.6,No precipitation,12,,,,
07.03.2020 20:00,15.6,723.4,757.3,0.0,59,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.3,,,2500 or more  or no clouds.,,,26.0,7.6,No precipitation,12,,,,
07.03.2020 17:00,18.1,723.4,757.1,,52,Wind blowing from the north,1,,,20–30%., ,,,,,,,1000-1500,,,30.0,8.1,,,,,,
07.03.2020 14:00,16.3,725.3,759.2,-2.3,57,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.5,,,2500 or more  or no clouds.,,,30.0,7.8,No precipitation,12,,,,
07.03.2020 11:00,12.5,727.6,761.8,,75,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,8.1,,,,,,,29.0,8.2,No precipitation,6,,,,
07.03.2020 08:00,8.5,727.1,761.2,0.5,96,Wind blowing from the north-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.5,,,,,,24.0,7.9,No precipitation,12,,,,
07.03.2020 05:00,8.8,726.6,760.4,,92,Wind blowing from the north,1,,,, ,,,,,,,,,,27.0,7.6,,,,,,
07.03.2020 02:00,9.8,727.6,761.5,,88,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.5,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
06.03.2020 20:00,15.7,726.5,760.5,1.3,59,Wind blowing from the west-southwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.5,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
06.03.2020 17:00,19.2,725.2,758.8,,41,Wind blowing from the south,2,,,20–30%., ,,,,,,,1000-1500,,,30.0,5.6,,,,,,
06.03.2020 14:00,16.9,726.5,760.4,-1.7,49,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,16.9,,,2500 or more  or no clouds.,,,30.0,6.1,No precipitation,12,,,,
06.03.2020 11:00,13.0,728.2,762.4,,72,Wind blowing from the north-northeast,1,,3,100%., ,,,9.4,16.2,,,2500 or more  or no clouds.,,,30.0,8.1,No precipitation,6,,,,
06.03.2020 08:00,10.1,727.0,761.1,1.0,87,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,16.2,,,2500 or more  or no clouds.,,,30.0,8.0,No precipitation,12,,,,
06.03.2020 05:00,9.8,726.0,760.0,,85,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,7.4,,,,,,
06.03.2020 02:00,9.6,727.4,761.5,,86,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.2,,,2500 or more  or no clouds.,,,30.0,7.4,No precipitation,12,,,,
05.03.2020 20:00,13.6,727.2,761.2,0.5,66,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,16.2,,,2500 or more  or no clouds.,,,30.0,7.2,No precipitation,12,,,,
05.03.2020 17:00,15.5,726.7,760.6,,58,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2000-2500,,,30.0,7.3,,,,,,
05.03.2020 14:00,15.2,728.6,762.7,-2.8,60,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,18.8,,,1000-1500,,,30.0,7.5,No precipitation,12,,,,
05.03.2020 11:00,12.6,731.4,765.7,,73,Wind blowing from the north-northeast,1,,,100%., ,,,10.5,,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,6,,,,
05.03.2020 08:00,10.8,731.0,765.3,-0.2,86,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,2500 or more  or no clouds.,,,30.0,8.6,No precipitation,12,,,,
05.03.2020 05:00,10.9,731.2,765.2,,85,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,8.5,,,,,,
05.03.2020 02:00,11.0,732.3,766.3,,84,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.8,,,2500 or more  or no clouds.,,,30.0,8.4,No precipitation,12,,,,
04.03.2020 20:00,13.6,732.2,766.7,0.7,66,Wind blowing from the south-southeast,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.8,,,2500 or more  or no clouds.,,,30.0,7.2,No precipitation,12,,,,
04.03.2020 17:00,17.2,731.5,765.7,,40,Wind blowing from the south,3,,,20–30%., ,,,,,,,1000-1500,,,30.0,3.5,,,,,,
04.03.2020 14:00,18.2,733.0,767.2,-2.3,38,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.4,,,,,,30.0,3.7,No precipitation,12,,,,
04.03.2020 11:00,14.3,735.3,769.7,,58,Wind blowing from the south,1,,3,no clouds, ,,,7.6,18.4,,,,,,30.0,6.2,No precipitation,6,,,,
04.03.2020 08:00,7.9,734.7,769.3,0.7,91,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.4,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
04.03.2020 05:00,8.5,734.0,768.3,,87,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,30.0,6.5,,,,,,
04.03.2020 02:00,9.5,734.4,768.6,,80,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,18.4,,,2500 or more  or no clouds.,,,30.0,6.2,No precipitation,12,,,,
03.03.2020 20:00,12.8,733.3,767.7,2.2,54,Wind blowing from the south,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,18.4,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
03.03.2020 17:00,17.3,731.1,765.1,,38,Wind blowing from the south-southeast,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,2.9,,,,,,
03.03.2020 14:00,18.0,732.2,766.3,-2.0,40,Wind blowing from the south-east,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,18.1,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
03.03.2020 11:00,13.2,734.2,768.7,,71,Wind blowing from the south-west,1,,3,100%., ,,,10.1,13.2,,,2500 or more  or no clouds.,,,30.0,8.1,No precipitation,6,,,,
03.03.2020 08:00,10.2,733.3,767.8,1.8,94,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.2,,,2500 or more  or no clouds.,,,30.0,9.3,Trace of precipitation,12,,,,
03.03.2020 05:00,10.4,731.5,765.9,,94,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,9.5,,,,,,
03.03.2020 02:00,10.6,732.2,766.6,,94,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.2,,,2500 or more  or no clouds.,,,30.0,9.7,No precipitation,12,,,,
02.03.2020 20:00,11.8,731.3,765.7,1.3,86,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.3,,,2500 or more  or no clouds.,,,30.0,9.5,3.0,12,,,,
02.03.2020 17:00,12.6,730.0,764.2,,77,Wind blowing from the south-east,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,16.1,,,2500 or more  or no clouds.,,,30.0,8.7,0.1,6,,,,
02.03.2020 14:00,12.2,730.3,764.4,-1.3,85,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.9,,,2500 or more  or no clouds.,,,30.0,9.8,8.0,12,,,,
02.03.2020 11:00,10.9,731.6,765.8,,90,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.9,,,,,,29.0,9.3,6.0,6,,,,
02.03.2020 08:00,10.4,729.7,763.9,1.4,93,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,17.9,,,2500 or more  or no clouds.,,,17.0,9.3,5.0,12,,,,
02.03.2020 05:00,10.0,728.3,762.4,,93,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.9,17.9,,,,,,7.0,8.9,2.0,6,,,,
02.03.2020 02:00,13.1,728.5,762.3,,61,Wind blowing from the north,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.9,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,12,,,,
01.03.2020 20:00,15.3,728.6,762.6,0.6,40,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.9,,,2500 or more  or no clouds.,,,30.0,1.8,Trace of precipitation,12,,,,
01.03.2020 17:00,16.0,728.0,762.0,,58,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.1,,,2500 or more  or no clouds.,,,27.0,7.7,No precipitation,6,,,,
01.03.2020 14:00,17.7,729.1,763.0,-1.6,48,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.5,,,2500 or more  or no clouds.,,,30.0,6.6,No precipitation,12,,,,
01.03.2020 11:00,14.4,730.7,764.8,,70,Wind blowing from the north-northeast,1,,3,100%., ,,,10.2,,,,2500 or more  or no clouds.,,,30.0,9.0,No precipitation,6,,,,
01.03.2020 08:00,11.3,729.8,763.8,1.0,86,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.5,,,2500 or more  or no clouds.,,,28.0,9.0,No precipitation,12,,,,
01.03.2020 05:00,10.4,728.8,762.6,,91,Wind blowing from the north,1,,2,, ,,,8.5,22.5,,,,,,26.0,9.0,No precipitation,6,,,,
