Local time in Bengbu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 23:00,9.7,764.1,766.6,,78,Wind blowing from the south-east,1,,9,, ,,,3.8,20.6,,,,,,14.0,6.1,No precipitation,6,,,,
15.03.2020 20:00,13.2,762.6,765.1,1.5,50,Wind blowing from the north,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,20.6,,,2500 or more  or no clouds.,,,14.0,3.0,No precipitation,12,,,,
15.03.2020 17:00,19.1,761.1,763.6,,26,Wind blowing from the west-northwest,3,,9,70 – 80%., ,,,3.8,20.6,,,2500 or more  or no clouds.,,,26.0,-0.8,No precipitation,6,,,,
15.03.2020 14:00,19.9,761.4,763.9,-1.6,27,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,20.3,,,,,,21.0,0.4,No precipitation,12,,,,
15.03.2020 11:00,17.1,763.0,765.6,,48,Wind blowing from the west,5,,8,no clouds, ,,,3.8,17.3,,,,,,15.0,6.0,No precipitation,6,,,,
15.03.2020 08:00,8.7,763.3,765.9,1.3,73,Wind blowing from the west-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,15.8,,,2500 or more  or no clouds.,,,14.0,4.1,No precipitation,12,,,,
15.03.2020 05:00,5.5,762.0,764.5,,75,Wind blowing from the south-west,1,,7,, ,,,1.7,15.8,,,,,,12.0,1.4,No precipitation,6,,,,
15.03.2020 02:00,4.3,762.7,765.3,-0.9,85,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.8,,,2500 or more  or no clouds.,,,10.0,2.0,No precipitation,12,,,,
14.03.2020 23:00,6.4,763.6,766.2,,84,Wind blowing from the west-northwest,1,,10,, ,,,1.1,15.8,,,,,,11.0,3.9,No precipitation,6,,,,
14.03.2020 20:00,9.4,762.5,765.1,0.5,69,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.8,,,,,,14.0,4.0,Trace of precipitation,12,,,,
14.03.2020 17:00,15.1,762.0,764.6,,38,Wind blowing from the west,5,,10,, ,,,1.1,15.8,,,,,,20.0,0.9,No precipitation,6,,,,
14.03.2020 14:00,14.0,763.3,765.9,-2.9,59,Wind blowing from the west,4,,9,20–30%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,1.1,14.1,,,1000-1500,,,12.0,6.1,0.1,12,,,,
14.03.2020 11:00,10.1,766.2,768.8,,78,Wind blowing from the west-southwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,1.1,10.8,,,1000-1500,,,10.0,6.4,0.1,6,,,,
14.03.2020 08:00,2.2,767.0,769.6,0.2,99,Wind blowing from the south-southwest,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,10.8,,,2500 or more  or no clouds.,,,0.1,2.1,0.1,12,,,,
14.03.2020 05:00,2.4,766.8,769.4,,99,Wind blowing from the west,1,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,1.1,11.5,,,,,,0.1,2.3,No precipitation,6,,,,
14.03.2020 02:00,1.6,767.5,770.2,-1.3,99,Wind blowing from the south-west,1,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,11.6,,,2500 or more  or no clouds.,,,0.9,1.5,1.0,12,,,,
13.03.2020 23:00,3.5,768.8,771.4,,96,Wind blowing from the north-northeast,0,,13,,Mist. ,,,3.5,12.2,,,,,,4.5,2.9,0.1,6,,,,
13.03.2020 20:00,5.4,768.4,771.1,1.1,89,Wind blowing from the east-northeast,1,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.7,,,2500 or more  or no clouds.,,,18.0,3.7,1.0,12,,,,
13.03.2020 17:00,6.3,767.3,769.9,,87,Wind blowing from the east-northeast,6,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.9,,,300-600,,,15.0,4.3,1.0,6,,,,
13.03.2020 14:00,9.4,766.6,769.3,,59,Wind blowing from the north-northeast,7,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,2500 or more  or no clouds.,,,15.0,1.6,No precipitation,12,,,,
13.03.2020 11:00,9.8,767.0,769.6,,80,Wind blowing from the north-east,7,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1000-1500,,,6.0,6.5,No precipitation,6,,,,
13.03.2020 08:00,9.8,764.7,767.2,2.1,86,Wind blowing from the north-east,6,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.4,,,2500 or more  or no clouds.,,,4.1,7.6,No precipitation,12,,,,
13.03.2020 05:00,11.4,762.6,765.1,,91,Wind blowing from the north-northeast,2,,5,,Mist. ,,,6.9,18.4,,,,,,3.1,10.0,No precipitation,6,,,,
13.03.2020 02:00,9.5,761.9,764.5,0.4,91,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,18.4,,,2500 or more  or no clouds.,,,4.4,8.1,No precipitation,12,,,,
12.03.2020 23:00,12.3,761.5,764.0,,82,Wind blowing from the east,1,,6,, ,,,6.9,18.4,,,,,,7.0,9.3,No precipitation,6,,,,
12.03.2020 20:00,14.6,760.2,762.7,2.1,72,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,18.4,,,2500 or more  or no clouds.,,,9.0,9.6,No precipitation,12,,,,
12.03.2020 17:00,18.0,758.1,760.6,,58,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%, ,,,6.9,18.4,,,2500 or more  or no clouds.,,,14.0,9.6,No precipitation,6,,,,
12.03.2020 14:00,17.8,758.5,761.1,-1.9,54,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,18.3,,,2500 or more  or no clouds.,,,16.0,8.4,No precipitation,12,,,,
12.03.2020 11:00,16.4,760.4,763.0,,56,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,6.9,18.3,,,2500 or more  or no clouds.,,,14.0,7.6,No precipitation,6,,,,
12.03.2020 08:00,11.1,759.9,762.4,0.2,67,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,18.3,,,2500 or more  or no clouds.,,,10.0,5.2,No precipitation,12,,,,
12.03.2020 05:00,7.1,759.7,762.3,,75,Wind blowing from the east,3,,6,, ,,,3.7,18.3,,,,,,11.0,3.0,No precipitation,6,,,,
12.03.2020 02:00,9.0,760.7,763.3,-0.4,65,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,18.3,,,2500 or more  or no clouds.,,,14.0,2.6,No precipitation,12,,,,
11.03.2020 23:00,10.0,761.1,763.6,,68,Wind blowing from the south-east,1,,8,, ,,,3.7,18.3,,,,,,14.0,4.2,No precipitation,6,,,,
11.03.2020 20:00,11.1,760.8,763.3,0.4,63,Wind blowing from the south-east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,18.3,,,2500 or more  or no clouds.,,,14.0,4.3,No precipitation,12,,,,
11.03.2020 17:00,17.3,760.4,763.0,,45,Wind blowing from the south,3,,8,70 – 80%., ,,,3.7,18.3,,,2500 or more  or no clouds.,,,19.0,5.3,No precipitation,6,,,,
11.03.2020 14:00,17.5,761.3,763.9,-2.2,43,Wind blowing from the south-west,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,17.9,,,2500 or more  or no clouds.,,,15.0,4.8,0.1,12,,,,
11.03.2020 11:00,15.2,763.5,766.0,,48,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,3.7,15.2,,,2500 or more  or no clouds.,,,10.0,4.3,No precipitation,6,,,,
11.03.2020 08:00,7.0,763.6,766.2,0.9,99,Wind blowing from the east,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.9,,,2500 or more  or no clouds.,,,2.6,6.9,No precipitation,12,,,,
11.03.2020 05:00,4.4,762.7,765.4,,98,Wind blowing from the south-southeast,1,,4,,Mist. ,,,4.4,12.9,,,,,,3.2,4.1,No precipitation,6,,,,
11.03.2020 02:00,5.5,763.5,766.1,-0.1,96,Wind blowing from the south-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,12.9,,,2500 or more  or no clouds.,,,4.0,4.9,No precipitation,12,,,,
10.03.2020 23:00,6.8,763.6,766.3,,92,Wind blowing from the south,1,,7,,Mist. ,,,6.8,12.9,,,,,,4.3,5.6,No precipitation,6,,,,
10.03.2020 20:00,8.5,763.0,765.7,,87,Wind blowing from the south,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.9,,,2500 or more  or no clouds.,,,5.0,6.5,No precipitation,12,,,,
10.03.2020 17:00,12.3,762.5,765.1,,65,Wind blowing from the west-southwest,3,,7,10%  or less  but not 0, ,,,8.2,12.9,,,1000-1500,,,9.0,5.9,No precipitation,6,,,,
10.03.2020 14:00,12.0,763.1,765.7,,67,Wind blowing from the west,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.2,,,1000-1500,,,8.0,5.9,No precipitation,12,,,,
10.03.2020 11:00,9.6,764.2,766.9,,78,Wind blowing from the west,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.5,,,1000-1500,,,5.0,6.0,No precipitation,6,,,,
10.03.2020 08:00,8.3,762.9,765.5,1.0,90,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.5,,,1000-1500,,,3.3,6.8,3.0,12,,,,
10.03.2020 05:00,8.2,761.9,764.5,,94,Wind blowing from the west-northwest,3,,9,,Mist. ,,,8.2,10.5,,,,,,2.8,7.3,0.3,6,,,,
10.03.2020 02:00,8.8,761.8,764.4,,96,Wind blowing from the north-west,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,10.8,,,2500 or more  or no clouds.,,,2.8,8.2,6.0,12,,,,
09.03.2020 20:00,9.8,759.9,762.4,2.4,95,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,300-600,,,2.0,9.0,4.0,12,,,,
09.03.2020 17:00,10.1,757.5,760.0,,94,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.1,,,,300-600,,,4.3,9.2,3.0,6,,,,
09.03.2020 14:00,10.3,756.3,758.8,-0.7,90,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,9.1,,,,2500 or more  or no clouds.,,,4.5,8.7,2.0,12,,,,
09.03.2020 11:00,9.9,757.0,759.6,,95,Wind blowing from the north-northwest,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,9.1,16.7,,,1000-1500,,,5.0,9.1,0.6,6,,,,
09.03.2020 08:00,9.3,756.3,758.8,1.5,97,Wind blowing from the north,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,16.7,,,2500 or more  or no clouds.,,,5.0,8.9,2.0,12,,,,
09.03.2020 05:00,9.3,754.8,757.3,,95,Wind blowing from the north-east,3,,10,,Rain (not freezing) not falling as shower(s). ,,,7.3,16.7,,,,,,6.0,8.5,1.0,6,,,,
09.03.2020 02:00,10.8,755.1,757.6,-0.2,90,Wind blowing from the north-east,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.7,,,2500 or more  or no clouds.,,,9.0,9.2,1.0,12,,,,
08.03.2020 23:00,12.2,755.3,757.9,,87,Wind blowing from the north-northeast,3,,12,, ,,,7.0,16.7,,,,,,8.0,10.1,1.0,6,,,,
08.03.2020 20:00,13.6,754.7,757.3,0.4,76,Wind blowing from the north-east,5,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.7,,,1000-1500,,,7.0,9.5,Trace of precipitation,12,,,,
08.03.2020 17:00,15.6,754.3,756.9,,67,Wind blowing from the east-southeast,6,,13,90  or more  but not 100%, ,,,7.0,17.8,,,2500 or more  or no clouds.,,,8.0,9.5,No precipitation,6,,,,
08.03.2020 14:00,16.7,755.5,758.1,-2.9,61,Wind blowing from the east,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,19.5,,,2500 or more  or no clouds.,,,8.0,9.2,No precipitation,12,,,,
08.03.2020 11:00,15.0,758.4,760.9,,67,Wind blowing from the east,9,,13,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,19.5,,,,,,6.0,8.9,No precipitation,6,,,,
08.03.2020 08:00,9.1,758.5,761.0,0.8,93,Wind blowing from the east,6,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,,,,2.5,8.0,No precipitation,12,,,,
08.03.2020 05:00,7.4,757.7,760.3,,96,Wind blowing from the east-northeast,4,,5,,Mist. ,,,3.3,19.5,,,,,,2.3,6.8,No precipitation,6,,,,
08.03.2020 02:00,8.9,759.1,761.7,-0.6,91,Wind blowing from the east-northeast,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.5,,,2500 or more  or no clouds.,,,4.0,7.5,No precipitation,12,,,,
07.03.2020 23:00,10.1,759.7,762.3,,90,Wind blowing from the east-northeast,3,,5,,Mist. ,,,3.3,19.5,,,,,,4.0,8.5,No precipitation,6,,,,
07.03.2020 20:00,11.6,759.3,761.8,1.0,82,Wind blowing from the east,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.5,,,,,,5.0,8.6,No precipitation,12,,,,
07.03.2020 17:00,17.8,758.3,760.9,,58,Wind blowing from the east-northeast,3,,5,70 – 80%., ,,,3.3,19.5,,,1000-1500,,,10.0,9.4,No precipitation,6,,,,
07.03.2020 14:00,18.2,758.5,761.1,-1.9,59,Wind blowing from the north-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,18.2,,,1000-1500,,,9.0,10.1,No precipitation,12,,,,
07.03.2020 11:00,15.0,760.4,763.0,,75,Wind blowing from the west-southwest,3,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.0,,,,,,6.0,10.6,No precipitation,6,,,,
07.03.2020 08:00,5.0,760.3,762.9,1.8,99,Wind blowing from the south-east,1,,5,no clouds,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,14.9,,,,,,0.1,4.9,No precipitation,12,,,,
07.03.2020 05:00,5.1,758.5,761.1,,98,Calm  no wind,0,,,,Mist. ,,,2.2,14.9,,,,,,1.4,4.8,No precipitation,6,,,,
07.03.2020 02:00,7.2,758.7,761.2,-0.1,94,Wind blowing from the south-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,14.9,,,2500 or more  or no clouds.,,,4.5,6.3,No precipitation,12,,,,
06.03.2020 23:00,8.8,758.8,761.4,,86,Wind blowing from the south,1,,5,,Mist. ,,,2.1,14.9,,,,,,7.0,6.6,No precipitation,6,,,,
06.03.2020 20:00,11.8,758.5,761.0,0.4,76,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,14.9,,,2500 or more  or no clouds.,,,6.0,7.7,Trace of precipitation,12,,,,
06.03.2020 17:00,13.2,758.1,760.6,,69,Wind blowing from the south-southeast,2,,5,100%., ,,,2.1,14.9,,,2500 or more  or no clouds.,,,10.0,7.6,No precipitation,6,,,,
06.03.2020 14:00,14.0,758.2,760.7,-2.1,66,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,14.9,,,1000-1500,,,11.0,7.8,No precipitation,12,,,,
06.03.2020 11:00,12.8,760.3,762.8,,60,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,2.1,14.0,,,2500 or more  or no clouds.,,,11.0,5.2,No precipitation,6,,,,
06.03.2020 08:00,5.1,761.1,763.7,0.5,82,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,2500 or more  or no clouds.,,,7.0,2.3,No precipitation,12,,,,
06.03.2020 05:00,2.2,760.6,763.2,,85,Wind blowing from the east,3,,6,, ,,,0.8,14.0,,,,,,7.0,-0.1,No precipitation,6,,,,
06.03.2020 02:00,3.4,762.4,765.1,-1.2,82,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,14.0,,,2500 or more  or no clouds.,,,8.0,0.5,No precipitation,12,,,,
05.03.2020 23:00,4.4,763.6,766.2,,79,Wind blowing from the east,3,,8,, ,,,0.8,14.0,,,,,,9.0,1.1,No precipitation,6,,,,
05.03.2020 20:00,6.9,763.8,766.4,-0.2,70,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,14.0,,,,,,13.0,1.8,No precipitation,12,,,,
05.03.2020 17:00,13.0,764.0,766.6,,45,Wind blowing from the east,4,,8,no clouds, ,,,0.8,14.0,,,,,,21.0,1.4,No precipitation,6,,,,
05.03.2020 14:00,13.4,765.7,768.3,-3.0,38,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,13.6,,,,,,24.0,-0.6,No precipitation,12,,,,
05.03.2020 11:00,10.8,768.7,771.3,,47,Wind blowing from the east-southeast,5,,8,no clouds, ,,,0.8,13.3,,,,,,20.0,-0.1,No precipitation,6,,,,
05.03.2020 08:00,4.2,769.3,772.0,0.3,67,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,13.3,,,,,,17.0,-1.4,No precipitation,12,,,,
05.03.2020 05:00,1.4,769.0,771.6,,81,Wind blowing from the east,4,,7,, ,,,1.4,13.3,,,,,,17.0,-1.5,No precipitation,6,,,,
05.03.2020 02:00,2.6,769.3,772.0,-0.3,82,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.3,,,2500 or more  or no clouds.,,,18.0,-0.2,No precipitation,12,,,,
04.03.2020 23:00,4.0,769.6,772.2,,67,Wind blowing from the east,2,,10,, ,,,1.5,13.3,,,,,,18.0,-1.6,No precipitation,6,,,,
04.03.2020 20:00,6.5,769.2,771.8,1.1,64,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.3,,,,,,11.0,0.0,No precipitation,12,,,,
04.03.2020 17:00,11.5,768.1,770.7,,54,Wind blowing from the north-east,5,,10,40%., ,,,1.5,13.3,,,2500 or more  or no clouds.,,,11.0,2.3,No precipitation,6,,,,
04.03.2020 14:00,12.9,768.1,770.7,-1.4,50,Wind blowing from the east,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.2,,,1000-1500,,,12.0,2.7,No precipitation,12,,,,
04.03.2020 11:00,11.0,769.5,772.1,,67,Wind blowing from the east,6,,9,20–30%., ,,,1.5,11.8,,,1000-1500,,,8.0,5.1,No precipitation,6,,,,
04.03.2020 08:00,4.7,769.2,771.8,,84,Wind blowing from the east-northeast,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,11.8,,,,,,5.0,2.2,No precipitation,12,,,,
04.03.2020 05:00,1.9,767.7,770.3,,85,Wind blowing from the south-southeast,1,,6,, ,,,0.5,11.8,,,,,,9.0,-0.4,No precipitation,6,,,,
04.03.2020 02:00,6.6,767.5,770.1,0.1,65,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.8,,,2500 or more  or no clouds.,,,10.0,0.5,No precipitation,12,,,,
03.03.2020 23:00,9.1,767.4,770.0,,68,Wind blowing from the north,3,,6,, ,,,,11.8,,,,,,9.0,3.5,No precipitation,6,,,,
03.03.2020 20:00,9.3,766.8,769.4,1.4,70,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.8,,,2500 or more  or no clouds.,,,11.0,4.1,No precipitation,12,,,,
03.03.2020 17:00,10.7,765.4,768.0,,61,Wind blowing from the west-northwest,3,,6,, ,,,0.5,11.8,,,,,,15.0,3.5,No precipitation,6,,,,
03.03.2020 14:00,11.4,765.5,768.1,-1.2,56,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.8,,,2500 or more  or no clouds.,,,14.0,2.9,No precipitation,12,,,,
03.03.2020 11:00,11.1,766.7,769.3,,55,Wind blowing from the west,2,,3,70 – 80%., ,,,0.5,11.2,,,2500 or more  or no clouds.,,,12.0,2.2,No precipitation,6,,,,
03.03.2020 08:00,4.1,766.7,769.3,1.3,99,Wind blowing from the north-northeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.3,,,,,,4.7,4.0,No precipitation,12,,,,
03.03.2020 05:00,1.1,765.4,768.0,,99,Wind blowing from the east,2,,7,,Mist. ,,,0.6,10.3,,,,,,2.4,1.0,No precipitation,6,,,,
03.03.2020 02:00,1.8,766.3,769.0,-0.3,95,Wind blowing from the east-southeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.3,,,2500 or more  or no clouds.,,,3.0,1.1,No precipitation,12,,,,
02.03.2020 23:00,5.1,766.6,769.2,,82,Wind blowing from the north-northeast,1,,10,, ,,,0.6,10.3,,,,,,8.0,2.3,No precipitation,6,,,,
02.03.2020 20:00,6.9,766.8,769.4,0.3,73,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.3,,,2500 or more  or no clouds.,,,11.0,2.4,Trace of precipitation,12,,,,
02.03.2020 17:00,7.9,766.5,769.1,,63,Wind blowing from the east,5,,10,90  or more  but not 100%, ,,,0.6,10.3,,,2500 or more  or no clouds.,,,14.0,1.3,No precipitation,6,,,,
02.03.2020 14:00,9.1,766.9,769.5,-2.0,51,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.3,,,2500 or more  or no clouds.,,,26.0,-0.5,Trace of precipitation,12,,,,
02.03.2020 11:00,8.8,768.9,771.5,,51,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.4,,,2500 or more  or no clouds.,,,16.0,-0.8,No precipitation,6,,,,
