Local time in Naqu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 11:00,-3.3,439.7,760.1,,28,Wind blowing from the west,3,,11,60%., ,,,-7.3,3.3,,,1500-2000,,,30.0,-19.2,No precipitation,6,,,,
16.03.2020 08:00,-7.1,438.9,759.7,0.9,52,Wind blowing from the south-west,2,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,3.3,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
16.03.2020 05:00,-5.7,438.0,755.9,,44,Wind blowing from the west,3,,15,, ,,,-5.7,3.3,,,,,,30.0,-16.0,No precipitation,6,,,,
16.03.2020 02:00,-4.5,437.9,754.3,0.2,40,Wind blowing from the west-southwest,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.3,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
15.03.2020 23:00,-2.5,437.7,753.9,,29,Wind blowing from the west-southwest,3,,16,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.5,3.3,,,,,,15.0,-18.1,No precipitation,6,,,,
15.03.2020 20:00,-0.1,436.3,754.0,,15,Wind blowing from the west,4,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.3,,,1500-2000,,,23.0,-23.7,No precipitation,12,,,,
15.03.2020 17:00,1.7,435.9,749.6,,14,Wind blowing from the west,5,,16,90  or more  but not 100%, ,,,-5.5,5.4,,,,,,30.0,-23.0,No precipitation,6,,,,
15.03.2020 14:00,2.4,437.7,752.1,-1.5,12,Wind blowing from the south-west,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,6.1,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
15.03.2020 11:00,0.6,439.2,754.3,,27,Wind blowing from the south-west,3,,13,70 – 80%., ,,,-5.5,6.4,,,1500-2000,,,30.0,-16.3,No precipitation,6,,,,
15.03.2020 08:00,-5.4,438.9,757.1,1.3,60,Wind blowing from the west,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.4,,,1500-2000,,,30.0,-12.1,No precipitation,12,,,,
15.03.2020 05:00,-2.2,437.6,750.1,,63,Wind blowing from the west-southwest,4,,13,, ,,,-9.0,6.4,,,,,,30.0,-8.3,No precipitation,6,,,,
15.03.2020 02:00,-2.0,438.0,750.2,-1.1,62,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.4,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
14.03.2020 23:00,0.4,439.1,753.7,,47,Wind blowing from the south-west,2,,15,, ,,,-9.0,6.4,,,,,,30.0,-9.6,No precipitation,6,,,,
14.03.2020 20:00,1.9,438.6,759.0,-0.3,38,Wind blowing from the south,4,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.4,,,1500-2000,,,17.0,-10.9,No precipitation,12,,,,
14.03.2020 17:00,5.3,438.9,755.5,,18,Wind blowing from the west-southwest,6,,15,90  or more  but not 100%, ,,,-9.0,7.4,,,,,,30.0,-17.1,No precipitation,6,,,,
14.03.2020 14:00,5.9,440.3,756.1,-1.3,13,Wind blowing from the west-southwest,6,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.4,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
14.03.2020 11:00,1.1,441.6,758.5,,30,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%, ,,,-9.0,7.4,,,,,,12.0,-14.5,No precipitation,6,,,,
14.03.2020 08:00,-8.7,440.8,761.5,0.4,51,Wind blowing from the south-southeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,7.4,,,2000-2500,,,22.0,-17.2,No precipitation,12,,,,
14.03.2020 05:00,-6.5,440.4,757.5,,41,Wind blowing from the north-northeast,1,,12,, ,,,-15.2,7.4,,,,,,25.0,-17.6,No precipitation,6,,,,
14.03.2020 02:00,-4.7,440.2,757.1,,26,Wind blowing from the south-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,2500 or more  or no clouds.,,,19.0,-21.3,No precipitation,12,,,,
13.03.2020 23:00,-0.2,440.4,758.4,,16,Wind blowing from the east-southeast,1,,14,, ,,,,7.4,,,,,,10.0,-23.0,No precipitation,6,,,,
13.03.2020 20:00,3.6,439.5,764.2,-0.6,9,Wind blowing from the south-southwest,1,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,7.4,,,1500-2000,,,11.0,-26.4,No precipitation,12,,,,
13.03.2020 17:00,5.9,440.1,761.5,,,Wind blowing from the west,5,,14,70 – 80%., ,,,-15.2,6.6,,,1500-2000,,,30.0,,No precipitation,6,,,,
13.03.2020 14:00,4.2,442.0,763.3,,6,Wind blowing from the west-southwest,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.5,,,2000-2500,,,30.0,-30.3,No precipitation,12,,,,
13.03.2020 08:00,-15.2,442.5,770.5,1.1,43,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.5,,,,,,30.0,-25.0,No precipitation,12,,,,
13.03.2020 05:00,-12.6,441.4,765.1,,35,Wind blowing from the north,1,,16,, ,,,-13.8,5.5,,,,,,30.0,-24.9,No precipitation,6,,,,
13.03.2020 02:00,-9.0,441.1,762.9,0.5,26,Wind blowing from the north-northeast,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,5.5,,,2500 or more  or no clouds.,,,29.0,-25.0,No precipitation,12,,,,
12.03.2020 23:00,-5.7,440.6,763.0,,20,Wind blowing from the north,1,,16,, ,,,-13.8,5.5,,,,,,7.0,-25.1,No precipitation,6,,,,
12.03.2020 20:00,2.2,439.2,763.5,,9,Wind blowing from the north-northwest,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,5.5,,,1500-2000,,,30.0,-27.5,No precipitation,12,,,,
12.03.2020 17:00,4.0,439.5,760.8,,8,Wind blowing from the west-northwest,5,,16,40%., ,,,-13.8,5.1,,,1500-2000,,,30.0,-27.4,No precipitation,6,,,,
12.03.2020 14:00,2.8,440.7,760.7,-0.3,10,Wind blowing from the west,7,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,2.8,,,1500-2000,,,30.0,-25.9,No precipitation,12,,,,
12.03.2020 11:00,-2.0,441.0,761.1,,21,Wind blowing from the south,2,,4,10%  or less  but not 0, ,,,-13.8,2.8,,,1500-2000,,,15.0,-21.4,No precipitation,6,,,,
12.03.2020 08:00,-13.6,439.5,766.1,1.2,45,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.8,,,,,,25.0,-23.0,No precipitation,12,,,,
12.03.2020 05:00,-11.3,438.3,760.6,,38,Wind blowing from the north-northeast,2,,17,, ,,,-14.9,2.8,,,,,,30.0,-22.8,No precipitation,6,,,,
12.03.2020 02:00,-7.0,438.1,758.2,,28,Wind blowing from the north,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.8,,,2500 or more  or no clouds.,,,21.0,-22.4,No precipitation,12,,,,
11.03.2020 23:00,-2.2,437.7,756.7,,17,Wind blowing from the south-west,1,,19,, ,,,,2.8,,,,,,30.0,-24.0,No precipitation,6,,,,
11.03.2020 20:00,-0.5,437.0,762.5,-0.1,14,Wind blowing from the west-northwest,3,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.8,,,1500-2000,,,30.0,-24.8,No precipitation,12,,,,
11.03.2020 17:00,1.5,437.1,759.7,,9,Wind blowing from the west-northwest,6,,19,90  or more  but not 100%, ,,,-14.9,3.2,,,,,,30.0,-28.0,No precipitation,6,,,,
11.03.2020 14:00,0.1,438.1,760.3,-0.4,10,Wind blowing from the west-northwest,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,3.2,,,2500 or more  or no clouds.,,,30.0,-28.0,No precipitation,12,,,,
11.03.2020 11:00,-3.5,438.5,761.2,,17,Wind blowing from the south-southwest,2,,5,20–30%., ,,,-14.9,3.2,,,1500-2000,,,29.0,-25.1,No precipitation,6,,,,
11.03.2020 08:00,-14.7,437.5,762.9,1.0,40,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,3.2,,,,,,28.0,-25.3,No precipitation,12,,,,
11.03.2020 05:00,-12.8,436.5,758.5,,35,Wind blowing from the south-east,1,,15,, ,,,-13.4,3.2,,,,,,30.0,-25.1,No precipitation,6,,,,
11.03.2020 02:00,-9.9,436.4,756.0,-0.5,30,Wind blowing from the south,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.2,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
10.03.2020 23:00,-6.6,436.9,758.3,,21,Calm  no wind,0,,,, ,,,-13.4,3.2,,,,,,14.0,-25.3,No precipitation,6,,,,
10.03.2020 20:00,0.2,435.9,758.7,-0.6,8,Wind blowing from the west-northwest,4,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.2,,,1500-2000,,,30.0,-30.3,No precipitation,12,,,,
10.03.2020 17:00,1.9,436.5,756.8,,6,Wind blowing from the west,5,,17,, ,,,-13.4,3.2,,,,,,30.0,-32.0,No precipitation,6,,,,
10.03.2020 14:00,1.9,438.1,759.0,-1.0,8,Wind blowing from the west,6,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.9,,,1500-2000,,,30.0,-29.0,No precipitation,12,,,,
10.03.2020 11:00,-3.3,439.1,762.4,,19,Wind blowing from the south,2,,4,no clouds, ,,,-13.4,1.8,,,,,,28.0,-23.7,No precipitation,6,,,,
10.03.2020 08:00,-12.8,438.0,763.6,0.3,43,Wind blowing from the north-northeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.8,,,1500-2000,,,22.0,-22.8,No precipitation,12,,,,
10.03.2020 05:00,-10.8,437.7,759.3,,34,Wind blowing from the east,1,,19,, ,,,-16.9,1.8,,,,,,30.0,-23.6,No precipitation,6,,,,
10.03.2020 02:00,-9.9,438.6,761.5,,28,Wind blowing from the north-northeast,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.8,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
09.03.2020 20:00,-1.5,437.9,766.2,0.1,10,Wind blowing from the west-northwest,4,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.8,,,1500-2000,,,30.0,-29.2,No precipitation,12,,,,
09.03.2020 17:00,1.4,437.8,761.7,,6,Wind blowing from the west,8,,17,70 – 80%., ,,,-16.9,1.8,,,1500-2000,,,30.0,-32.4,No precipitation,6,,,,
09.03.2020 14:00,-0.3,439.0,763.7,-0.4,12,Wind blowing from the west-northwest,7,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,0.3,,,1500-2000,,,30.0,-26.3,No precipitation,12,,,,
09.03.2020 11:00,-6.6,439.4,765.4,,26,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-16.9,0.3,,,,,,17.0,-22.9,No precipitation,6,,,,
09.03.2020 08:00,-16.5,438.3,768.4,1.1,54,Wind blowing from the north-northeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,0.3,,,1500-2000,,,30.0,-23.6,No precipitation,12,,,,
09.03.2020 05:00,-13.7,437.2,762.7,,43,Wind blowing from the south-southeast,1,,18,, ,,,-13.7,0.3,,,,,,30.0,-23.6,No precipitation,6,,,,
09.03.2020 02:00,-11.9,437.2,762.3,,44,Wind blowing from the west-southwest,0,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.3,,,2500 or more  or no clouds.,,,20.0,-21.7,No precipitation,12,,,,
08.03.2020 23:00,-6.9,437.4,762.1,,26,Wind blowing from the west,1,,18,, ,,,-9.3,0.3,,,,,,24.0,-23.2,No precipitation,6,,,,
08.03.2020 20:00,-3.5,436.9,760.2,0.2,17,Wind blowing from the north-west,4,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.3,,,,,,30.0,-25.1,No precipitation,12,,,,
08.03.2020 17:00,-1.3,436.7,756.8,,16,Wind blowing from the west,7,,17,90  or more  but not 100%, ,,,-9.3,2.2,,,,,,30.0,-23.9,No precipitation,6,,,,
08.03.2020 14:00,-2.5,438.0,759.2,-0.5,29,Wind blowing from the west,7,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.0,,,1500-2000,,,30.0,-18.1,1.0,12,,,,
08.03.2020 11:00,-6.8,438.5,762.7,,46,Wind blowing from the west,5,,,no clouds, ,,,-9.3,,,,,,,30.0,-16.7,No precipitation,6,,,,
08.03.2020 08:00,-8.9,437.1,757.6,1.1,64,Wind blowing from the west,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,4.0,,,2500 or more  or no clouds.,,,30.0,-14.5,2.0,12,,,,
08.03.2020 05:00,-7.1,436.0,753.5,,72,Wind blowing from the west-northwest,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.4,4.0,,,,,,24.0,-11.3,1.0,6,,,,
08.03.2020 02:00,-6.1,435.9,752.2,0.3,83,Wind blowing from the north-west,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.0,,,2500 or more  or no clouds.,,,6.0,-8.5,0.8,12,,,,
07.03.2020 23:00,-5.3,435.6,756.2,,86,Wind blowing from the south-southwest,1,,15,,Snow not falling as shower(s). ,,,-13.4,4.0,,,,,,3.5,-7.3,0.5,6,,,,
07.03.2020 20:00,0.3,434.1,755.8,,24,Wind blowing from the west,5,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.0,,,1500-2000,,,28.0,-17.9,No precipitation,12,,,,
07.03.2020 17:00,1.6,434.4,754.4,,22,Wind blowing from the west,6,,15,90  or more  but not 100%, ,,,-13.4,4.0,,,,,,30.0,-17.8,No precipitation,6,,,,
07.03.2020 14:00,2.2,436.1,755.5,-1.9,20,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,2.2,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
07.03.2020 11:00,-4.7,438.0,761.2,,54,Wind blowing from the north-northeast,1,,4,, ,,,-13.4,2.2,,,,,,17.0,-12.8,No precipitation,6,,,,
07.03.2020 08:00,-13.2,437.4,763.7,0.1,77,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,2.2,,,2500 or more  or no clouds.,,,13.0,-16.4,No precipitation,12,,,,
07.03.2020 05:00,-12.2,437.3,760.4,,74,Wind blowing from the north-northeast,2,,13,, ,,,-12.2,2.2,,,,,,30.0,-16.0,No precipitation,6,,,,
07.03.2020 02:00,-10.2,438.0,761.4,0.3,72,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.2,,,2500 or more  or no clouds.,,,26.0,-14.3,No precipitation,12,,,,
06.03.2020 23:00,-6.6,437.7,759.8,,64,Wind blowing from the south-southwest,1,,13,, ,,,-9.7,2.2,,,,,,13.0,-12.3,No precipitation,6,,,,
06.03.2020 20:00,-2.6,436.9,760.0,1.0,44,Wind blowing from the west-southwest,4,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.2,,,1500-2000,,,29.0,-13.2,0.2,12,,,,
06.03.2020 17:00,0.4,435.9,754.6,,22,Wind blowing from the west-southwest,6,,13,90  or more  but not 100%, ,,,-9.7,2.2,,,1500-2000,,,30.0,-18.9,Trace of precipitation,6,,,,
06.03.2020 14:00,-1.2,437.4,758.5,-0.7,40,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Snow and/or other types of solid precipitation,-9.7,1.9,,,2500 or more  or no clouds.,,,30.0,-13.1,0.2,12,,,,
06.03.2020 11:00,-3.5,438.1,761.2,,68,Wind blowing from the east-northeast,2,,,no clouds,Shower(s) of snow  or of rain and snow. ,Shower(s).,Snow and/or other types of solid precipitation,-9.7,1.9,,,,,,19.0,-8.7,0.2,6,,,,
06.03.2020 08:00,-9.5,437.2,759.8,0.7,69,Wind blowing from the north-east,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.9,,,2500 or more  or no clouds.,,,4.4,-14.1,Trace of precipitation,12,,,,
06.03.2020 05:00,-7.6,436.5,755.2,,54,Wind blowing from the east,1,,11,, ,,,-11.0,1.9,,,,,,30.0,-15.5,No precipitation,6,,,,
06.03.2020 02:00,-7.7,437.1,757.0,0.0,51,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.9,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
05.03.2020 23:00,-7.4,437.1,759.6,,36,Wind blowing from the south-southeast,1,,13,, ,,,-11.0,1.9,,,,,,11.0,-19.9,No precipitation,6,,,,
05.03.2020 20:00,-1.7,436.2,758.8,0.3,20,Wind blowing from the west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.9,,,2500 or more  or no clouds.,,,27.0,-21.7,No precipitation,12,,,,
05.03.2020 17:00,0.8,435.9,755.5,,16,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,-11.0,1.9,,,,,,30.0,-22.2,No precipitation,6,,,,
05.03.2020 14:00,0.2,437.1,757.3,-0.9,25,Wind blowing from the south-southwest,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,0.5,,,1500-2000,,,30.0,-17.5,No precipitation,12,,,,
05.03.2020 11:00,-3.8,438.0,761.3,,56,Wind blowing from the west-southwest,2,,3,no clouds, ,,,-11.0,0.4,,,,,,26.0,-11.5,No precipitation,6,,,,
05.03.2020 08:00,-10.6,436.8,760.9,,73,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.4,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
05.03.2020 05:00,-9.3,436.5,758.1,,70,Wind blowing from the north-northeast,2,,13,, ,,,-14.5,0.4,,,,,,30.0,-13.8,No precipitation,6,,,,
05.03.2020 02:00,-8.2,436.9,756.8,,65,Wind blowing from the east-southeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.4,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
04.03.2020 23:00,-7.5,437.0,762.0,,51,Wind blowing from the east-southeast,1,,13,, ,,,-14.5,0.4,,,,,,12.0,-15.9,No precipitation,6,,,,
04.03.2020 20:00,-2.8,436.1,762.4,0.1,39,Wind blowing from the south-west,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.4,,,1500-2000,,,17.0,-15.1,Trace of precipitation,12,,,,
04.03.2020 17:00,-1.1,436.0,760.5,,38,Wind blowing from the west,6,,,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.4,,,1500-2000,,,30.0,-13.6,No precipitation,6,,,,
04.03.2020 14:00,0.3,436.8,759.5,-1.5,31,Wind blowing from the west,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.3,,,1500-2000,,,30.0,-14.9,No precipitation,12,,,,
04.03.2020 11:00,-7.1,438.3,765.6,,58,Wind blowing from the north,2,,4,, ,,,-14.5,0.0,,,,,,14.0,-14.0,No precipitation,6,,,,
04.03.2020 08:00,-14.4,437.5,767.1,0.1,68,Wind blowing from the north-east,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.0,,,1500-2000,,,30.0,-19.0,No precipitation,12,,,,
04.03.2020 05:00,-13.7,437.4,764.5,,67,Wind blowing from the north-east,2,,9,, ,,,-15.0,0.0,,,,,,30.0,-18.5,No precipitation,6,,,,
04.03.2020 02:00,-11.9,438.1,764.4,-0.1,65,Wind blowing from the north-east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.0,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
03.03.2020 23:00,-9.1,438.2,766.0,,60,Wind blowing from the south-southeast,1,,12,, ,,,-15.0,0.0,,,,,,19.0,-15.6,No precipitation,6,,,,
03.03.2020 20:00,-5.6,437.4,767.1,0.4,55,Wind blowing from the south,3,,12,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.0,,,2500 or more  or no clouds.,,,12.0,-13.4,Trace of precipitation,12,,,,
03.03.2020 17:00,-3.2,437.0,763.8,,34,Wind blowing from the north,3,,12,90  or more  but not 100%, ,,,-15.0,0.0,,,,,,30.0,-16.8,No precipitation,6,,,,
03.03.2020 14:00,-3.2,438.0,764.0,-1.1,49,Wind blowing from the north-northeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.8,,,2500 or more  or no clouds.,,,24.0,-12.6,Trace of precipitation,12,,,,
03.03.2020 11:00,-8.0,439.1,766.9,,68,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.8,,,,,,22.0,-13.0,No precipitation,6,,,,
03.03.2020 08:00,-14.7,438.3,769.4,,84,Wind blowing from the north-east,1,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.8,,,2500 or more  or no clouds.,,,13.0,-16.9,Trace of precipitation,12,,,,
03.03.2020 05:00,-13.7,438.0,763.9,,80,Wind blowing from the north-northeast,2,,12,, ,,,-13.8,-0.8,,,,,,30.0,-16.4,No precipitation,6,,,,
03.03.2020 02:00,-11.6,438.5,764.1,0.2,79,Wind blowing from the north-northeast,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.8,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
02.03.2020 23:00,-8.1,438.3,763.0,,74,Wind blowing from the east-southeast,2,,16,, ,,,-8.3,-0.8,,,,,,16.0,-11.9,No precipitation,6,,,,
