Local time in Aral,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 08:00,0.0,682.4,771.6,,63,Wind blowing from the south-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,15.2,,,2500 or more  or no clouds.,,,6.0,-6.2,No precipitation,12,,,,
16.03.2020 05:00,1.5,681.6,770.0,,52,Calm  no wind,0,,,,Haze. ,,,0.3,15.2,,,,,,6.0,-7.3,No precipitation,6,,,,
16.03.2020 02:00,3.6,681.4,769.9,,48,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,15.2,,,2500 or more  or no clouds.,,,5.0,-6.4,No precipitation,12,,,,
15.03.2020 20:00,12.7,680.0,768.7,0.1,19,Wind blowing from the north-east,1,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,15.2,,,2500 or more  or no clouds.,,,6.0,-10.3,No precipitation,12,,,,
15.03.2020 17:00,14.7,679.9,768.1,,11,Wind blowing from the east,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,15.2,,,,,,6.0,-15.5,No precipitation,6,,,,
15.03.2020 14:00,12.1,681.6,770.0,0.1,20,Wind blowing from the west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.4,,,2500 or more  or no clouds.,,,6.0,-10.2,No precipitation,12,,,,
15.03.2020 11:00,6.7,681.5,770.5,,24,Wind blowing from the south-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.4,,,,,,5.0,-12.4,No precipitation,6,,,,
15.03.2020 08:00,0.6,680.5,769.4,0.3,44,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.4,,,2500 or more  or no clouds.,,,6.0,-10.5,No precipitation,12,,,,
15.03.2020 05:00,1.9,680.2,768.6,,45,Wind blowing from the east-northeast,1,,5,,Haze. ,,,1.9,14.4,,,,,,6.0,-8.8,No precipitation,6,,,,
15.03.2020 02:00,4.2,680.8,769.3,,42,Wind blowing from the east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.4,,,2500 or more  or no clouds.,,,4.9,-7.6,No precipitation,12,,,,
14.03.2020 20:00,12.3,679.5,767.6,-0.2,20,Wind blowing from the north-northeast,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.4,,,2500 or more  or no clouds.,,,5.0,-10.0,No precipitation,12,,,,
14.03.2020 17:00,13.8,679.7,767.6,,12,Wind blowing from the west,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.1,,,,,,6.0,-15.1,No precipitation,6,,,,
14.03.2020 14:00,11.1,681.8,771.0,-0.5,12,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.9,,,2500 or more  or no clouds.,,,11.0,-17.3,No precipitation,12,,,,
14.03.2020 11:00,4.9,682.3,771.8,,19,Wind blowing from the south-west,3,,6,, ,,,1.1,11.9,,,,,,9.0,-16.8,No precipitation,6,,,,
14.03.2020 08:00,4.1,681.5,770.2,0.2,19,Wind blowing from the south-southwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,11.9,,,2500 or more  or no clouds.,,,7.0,-17.5,No precipitation,12,,,,
14.03.2020 05:00,4.5,681.3,769.6,,21,Wind blowing from the south-east,2,,4,,Haze. ,,,0.9,11.9,,,,,,6.0,-15.9,No precipitation,6,,,,
14.03.2020 02:00,1.1,682.5,772.0,,56,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,11.9,,,2500 or more  or no clouds.,,,3.4,-6.7,No precipitation,12,,,,
13.03.2020 20:00,10.7,682.0,771.1,-0.5,14,Wind blowing from the south-east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,11.9,,,2500 or more  or no clouds.,,,3.4,-15.7,No precipitation,12,,,,
13.03.2020 17:00,11.9,682.5,771.4,,13,Wind blowing from the east,2,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.4,,,,,,2.5,-15.7,No precipitation,6,,,,
13.03.2020 14:00,9.9,684.4,773.4,,16,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.5,,,2500 or more  or no clouds.,,,2.0,-14.8,No precipitation,12,,,,
13.03.2020 11:00,4.5,685.1,774.7,,30,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,,,,3.3,-11.6,No precipitation,6,,,,
13.03.2020 08:00,1.7,684.1,773.5,,47,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.5,,,2500 or more  or no clouds.,,,3.7,-8.4,No precipitation,12,,,,
13.03.2020 05:00,2.5,683.8,772.8,,47,Wind blowing from the north-east,2,,7,,Haze. ,,,1.4,12.5,,,,,,3.9,-7.9,No precipitation,6,,,,
13.03.2020 02:00,5.2,683.5,772.4,,38,Wind blowing from the east-northeast,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.5,,,2500 or more  or no clouds.,,,5.0,-8.0,No precipitation,12,,,,
12.03.2020 20:00,10.8,681.4,770.3,,26,Wind blowing from the north-east,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.5,,,2500 or more  or no clouds.,,,4.4,-7.9,No precipitation,12,,,,
12.03.2020 17:00,12.3,680.9,769.5,,22,Wind blowing from the north-east,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.0,,,,,,4.5,-8.8,No precipitation,6,,,,
12.03.2020 14:00,10.2,682.0,771.0,0.6,33,Wind blowing from the north-east,4,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.0,,,2500 or more  or no clouds.,,,3.9,-5.3,No precipitation,12,,,,
12.03.2020 11:00,5.5,681.4,770.7,,49,Wind blowing from the east-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,,,,2.5,-4.6,No precipitation,6,,,,
12.03.2020 08:00,2.8,679.0,767.4,1.1,60,Wind blowing from the east-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.0,,,2500 or more  or no clouds.,,,2.3,-4.2,No precipitation,12,,,,
12.03.2020 05:00,2.8,677.9,766.0,,57,Wind blowing from the east,1,,6,,Haze. ,,,-1.3,13.0,,,,,,2.2,-4.9,No precipitation,6,,,,
12.03.2020 02:00,2.8,677.2,765.5,,56,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.0,,,2500 or more  or no clouds.,,,2.1,-5.3,No precipitation,12,,,,
11.03.2020 20:00,11.3,675.1,763.7,-0.2,27,Wind blowing from the west-southwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.0,,,2500 or more  or no clouds.,,,2.0,-7.0,No precipitation,12,,,,
11.03.2020 17:00,12.5,675.3,763.1,,26,Wind blowing from the west-southwest,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.7,,,,,,1.9,-6.5,No precipitation,6,,,,
11.03.2020 14:00,11.0,676.7,765.2,-0.2,28,Wind blowing from the south-west,3,,5,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.4,,,2500 or more  or no clouds.,,,2.5,-6.8,No precipitation,12,,,,
11.03.2020 11:00,4.1,676.9,766.3,,39,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.4,,,,,,4.4,-8.9,No precipitation,6,,,,
11.03.2020 08:00,-1.1,676.0,764.9,0.3,50,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.4,,,2500 or more  or no clouds.,,,6.0,-10.2,No precipitation,12,,,,
11.03.2020 05:00,2.5,675.7,763.9,,35,Wind blowing from the south-east,1,,6,,Haze. ,,,-0.8,11.4,,,,,,7.0,-11.4,No precipitation,6,,,,
11.03.2020 02:00,1.0,676.3,765.1,,56,Wind blowing from the east-southeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.4,,,2500 or more  or no clouds.,,,6.0,-7.0,No precipitation,12,,,,
10.03.2020 20:00,9.8,676.0,764.7,,15,Wind blowing from the west-southwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.4,,,2500 or more  or no clouds.,,,6.0,-15.6,No precipitation,12,,,,
10.03.2020 17:00,10.8,677.0,765.6,,12,Wind blowing from the south-west,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.2,,,,,,6.0,-17.5,No precipitation,6,,,,
10.03.2020 14:00,8.8,679.6,769.3,-1.4,10,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.8,,,2500 or more  or no clouds.,,,9.0,-21.2,No precipitation,12,,,,
10.03.2020 11:00,1.3,681.0,771.7,,21,Wind blowing from the west-southwest,2,,6,, ,,,-1.6,,,,,,,7.0,-18.6,No precipitation,6,,,,
10.03.2020 08:00,0.2,680.5,770.4,-0.6,26,Wind blowing from the south,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,7.8,,,2500 or more  or no clouds.,,,6.0,-17.1,No precipitation,12,,,,
10.03.2020 05:00,1.3,681.1,770.8,,32,Wind blowing from the south-southeast,2,,4,,Haze. ,,,-1.6,7.8,,,,,,4.4,-13.6,No precipitation,6,,,,
10.03.2020 02:00,-1.3,682.7,773.5,,66,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.8,,,2500 or more  or no clouds.,,,3.1,-7.0,No precipitation,12,,,,
09.03.2020 20:00,6.9,683.2,773.3,-1.5,24,Wind blowing from the east,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,11.3,,,2500 or more  or no clouds.,,,2.6,-12.3,No precipitation,12,,,,
09.03.2020 17:00,7.0,684.7,774.8,,26,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.8,,,,,,1.8,-11.2,No precipitation,6,,,,
09.03.2020 14:00,4.4,687.3,777.5,-0.3,29,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.8,,,2500 or more  or no clouds.,,,1.2,-12.1,No precipitation,12,,,,
09.03.2020 11:00,0.7,687.6,778.0,,42,Wind blowing from the east,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.8,,,,,,0.5,-11.0,No precipitation,6,,,,
09.03.2020 08:00,0.9,686.2,775.9,0.6,43,Wind blowing from the east,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,13.8,,,2500 or more  or no clouds.,,,0.4,-10.3,No precipitation,12,,,,
09.03.2020 05:00,2.2,685.6,774.6,,40,Wind blowing from the north-east,3,,10,,Haze. ,,,2.2,13.8,,,,,,0.6,-10.0,No precipitation,6,,,,
09.03.2020 02:00,5.7,685.1,773.8,,30,Wind blowing from the east,2,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,13.8,,,2500 or more  or no clouds.,,,0.7,-10.5,No precipitation,12,,,,
08.03.2020 20:00,11.3,681.3,769.7,0.9,22,Wind blowing from the east,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.0,,,2500 or more  or no clouds.,,,5.0,-9.6,No precipitation,12,,,,
08.03.2020 17:00,13.6,680.4,768.1,,14,Wind blowing from the east-northeast,4,,9,, ,,,2.6,15.7,,,,,,20.0,-13.4,No precipitation,6,,,,
08.03.2020 14:00,12.2,680.8,769.1,0.7,25,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,15.7,,,2500 or more  or no clouds.,,,7.0,-7.2,No precipitation,12,,,,
08.03.2020 11:00,8.0,680.1,768.1,,36,Wind blowing from the east,4,,7,, ,,,2.6,,,,,,,8.0,-6.2,No precipitation,6,,,,
08.03.2020 08:00,4.6,678.1,765.7,,36,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.7,,,2500 or more  or no clouds.,,,15.0,-9.2,No precipitation,12,,,,
08.03.2020 05:00,6.2,676.0,762.8,,37,Wind blowing from the east-northeast,3,,6,,Haze. ,,,2.4,15.7,,,,,,7.0,-7.4,No precipitation,6,,,,
08.03.2020 02:00,4.5,674.0,761.4,,48,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.7,,,2500 or more  or no clouds.,,,10.0,-5.8,No precipitation,12,,,,
07.03.2020 20:00,14.0,670.6,757.4,,18,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.7,,,2500 or more  or no clouds.,,,15.0,-9.9,No precipitation,12,,,,
07.03.2020 17:00,15.4,669.9,756.4,,20,Wind blowing from the east,1,,,, ,,,2.4,15.5,,,,,,14.0,-7.4,No precipitation,6,,,,
07.03.2020 14:00,12.4,670.7,757.6,0.1,23,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.5,,,2500 or more  or no clouds.,,,11.0,-8.1,No precipitation,12,,,,
07.03.2020 11:00,6.7,670.6,758.0,,39,Wind blowing from the east-northeast,2,,,, ,,,2.4,,,,,,,9.0,-6.3,No precipitation,6,,,,
07.03.2020 08:00,3.1,669.3,756.1,0.2,51,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.5,,,2500 or more  or no clouds.,,,9.0,-6.1,No precipitation,12,,,,
07.03.2020 05:00,3.8,669.1,755.5,,53,Wind blowing from the east,1,,3,, ,,,0.4,15.5,,,,,,9.0,-5.1,No precipitation,6,,,,
07.03.2020 02:00,4.6,669.7,756.5,,54,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.5,,,2500 or more  or no clouds.,,,8.0,-3.9,No precipitation,12,,,,
06.03.2020 20:00,13.5,668.8,755.5,-0.7,24,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.5,,,2500 or more  or no clouds.,,,9.0,-6.7,No precipitation,12,,,,
06.03.2020 17:00,15.0,669.5,755.5,,17,Wind blowing from the south-west,2,,5,, ,,,0.4,17.0,,,,,,9.0,-9.8,No precipitation,6,,,,
06.03.2020 14:00,12.4,671.7,758.8,-0.9,21,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,17.0,,,2500 or more  or no clouds.,,,9.0,-9.3,No precipitation,12,,,,
06.03.2020 11:00,5.7,672.6,760.6,,52,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,,,,6.0,-3.4,No precipitation,6,,,,
06.03.2020 08:00,2.6,671.7,758.8,,64,Wind blowing from the east-northeast,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,17.0,,,2500 or more  or no clouds.,,,7.0,-3.5,No precipitation,12,,,,
06.03.2020 05:00,7.0,671.8,757.8,,32,Wind blowing from the east-southeast,1,,5,, ,,,-1.3,17.0,,,,,,9.0,-8.6,No precipitation,6,,,,
06.03.2020 02:00,4.1,672.7,759.6,,59,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,17.0,,,2500 or more  or no clouds.,,,7.0,-3.2,No precipitation,12,,,,
05.03.2020 20:00,13.7,672.2,759.9,-0.5,19,Wind blowing from the east-northeast,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,17.0,,,2500 or more  or no clouds.,,,8.0,-9.5,No precipitation,12,,,,
05.03.2020 17:00,16.5,672.7,759.7,,15,Wind blowing from the west,2,,6,, ,,,-1.3,17.0,,,,,,8.0,-10.2,No precipitation,6,,,,
05.03.2020 14:00,14.2,674.5,761.8,-0.5,17,Wind blowing from the west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,16.0,,,2500 or more  or no clouds.,,,7.0,-10.5,No precipitation,12,,,,
05.03.2020 11:00,4.7,675.0,763.6,,58,Wind blowing from the north,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,,,,6.0,-2.9,No precipitation,6,,,,
05.03.2020 08:00,-0.4,673.9,761.8,0.2,80,Wind blowing from the north-east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.0,,,2500 or more  or no clouds.,,,7.0,-3.4,No precipitation,12,,,,
05.03.2020 05:00,1.1,673.7,761.1,,62,Wind blowing from the north-east,1,,7,, ,,,0.6,16.0,,,,,,8.0,-5.4,No precipitation,6,,,,
05.03.2020 02:00,3.5,673.9,761.4,,58,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,16.0,,,2500 or more  or no clouds.,,,8.0,-4.0,No precipitation,12,,,,
04.03.2020 20:00,13.9,672.7,759.3,-0.3,20,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,16.0,,,2500 or more  or no clouds.,,,8.0,-8.7,No precipitation,12,,,,
04.03.2020 17:00,15.4,673.0,759.9,,17,Wind blowing from the south-west,4,,8,, ,,,0.6,16.0,,,,,,8.0,-9.5,No precipitation,6,,,,
04.03.2020 14:00,12.8,675.2,762.9,-0.6,19,Wind blowing from the south-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,15.3,,,2500 or more  or no clouds.,,,7.0,-10.2,No precipitation,12,,,,
04.03.2020 11:00,8.0,675.8,763.9,,28,Wind blowing from the south-west,2,,4,, ,,,0.6,15.3,,,,,,8.0,-9.4,No precipitation,6,,,,
04.03.2020 08:00,6.2,675.0,762.1,0.2,29,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,15.3,,,2500 or more  or no clouds.,,,8.0,-10.5,No precipitation,12,,,,
04.03.2020 05:00,3.1,674.8,762.0,,54,Wind blowing from the east,1,,6,, ,,,1.1,15.3,,,,,,8.0,-5.3,No precipitation,6,,,,
04.03.2020 02:00,3.2,675.5,763.3,,63,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.3,,,2500 or more  or no clouds.,,,8.0,-3.2,No precipitation,12,,,,
03.03.2020 20:00,13.1,675.2,763.1,-0.9,22,Wind blowing from the north-west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.3,,,2500 or more  or no clouds.,,,8.0,-8.1,No precipitation,12,,,,
03.03.2020 17:00,15.0,676.1,763.4,,18,Wind blowing from the west-southwest,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,15.0,,,,,,6.0,-9.1,No precipitation,6,,,,
03.03.2020 14:00,11.9,678.3,766.4,-0.5,27,Wind blowing from the south-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.8,,,2500 or more  or no clouds.,,,7.0,-6.5,No precipitation,12,,,,
03.03.2020 11:00,5.4,678.8,767.9,,41,Wind blowing from the west-southwest,2,,4,, ,,,1.1,,,,,,,10.0,-6.8,No precipitation,6,,,,
03.03.2020 08:00,1.2,678.1,766.6,0.0,54,Wind blowing from the south-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.8,,,2500 or more  or no clouds.,,,9.0,-7.1,No precipitation,12,,,,
03.03.2020 05:00,3.8,678.1,765.8,,56,Wind blowing from the east,1,,,, ,,,1.1,14.8,,,,,,9.0,-4.2,No precipitation,6,,,,
03.03.2020 02:00,3.8,678.9,767.3,,46,Wind blowing from the north-northwest,0,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.8,,,2500 or more  or no clouds.,,,7.0,-7.0,No precipitation,12,,,,
02.03.2020 20:00,12.4,678.6,767.0,-0.5,20,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.8,,,2500 or more  or no clouds.,,,14.0,-9.9,No precipitation,12,,,,
02.03.2020 17:00,14.3,679.1,767.0,,18,Wind blowing from the west-southwest,2,,6,, ,,,1.1,14.5,,,,,,13.0,-9.7,No precipitation,6,,,,
02.03.2020 14:00,10.4,681.0,769.6,-0.4,25,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.5,,,2500 or more  or no clouds.,,,12.0,-8.8,No precipitation,12,,,,
02.03.2020 11:00,3.9,681.4,770.8,,51,Wind blowing from the east-northeast,2,,3,, ,,,1.1,,,,,,,8.0,-5.3,No precipitation,6,,,,
02.03.2020 08:00,1.7,680.5,769.1,,57,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.5,,,2500 or more  or no clouds.,,,7.0,-5.9,No precipitation,12,,,,
02.03.2020 05:00,3.5,680.3,768.4,,45,Wind blowing from the east-northeast,2,,,, ,,,-0.7,14.5,,,,,,8.0,-7.3,No precipitation,6,,,,
02.03.2020 02:00,4.6,680.5,768.8,,39,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.5,,,2500 or more  or no clouds.,,,7.0,-8.2,No precipitation,12,,,,
01.03.2020 20:00,12.5,678.4,767.0,0.0,18,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.5,,,2500 or more  or no clouds.,,,7.0,-11.2,No precipitation,12,,,,
