Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 11:00,8.4,649.1,768.0,,13,Wind blowing from the south,2,,5,20–30%., ,,,-5.3,8.5,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,6,,,,
15.03.2020 08:00,-3.6,649.5,770.6,0.6,38,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.4,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
15.03.2020 05:00,-5.0,648.9,769.3,,43,Wind blowing from the south-east,2,,14,, ,,,-6.4,5.4,,,,,,30.0,-15.9,No precipitation,6,,,,
15.03.2020 02:00,-3.7,649.1,769.4,,38,Wind blowing from the south-east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.4,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
14.03.2020 20:00,1.2,649.0,770.4,0.4,26,Wind blowing from the west-northwest,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.4,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
14.03.2020 17:00,5.0,648.6,768.8,,20,Wind blowing from the west-northwest,7,,,50%., ,,,-6.6,5.4,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
14.03.2020 14:00,4.2,649.4,770.1,-1.1,21,Wind blowing from the north-west,6,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.4,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
14.03.2020 11:00,0.4,650.5,772.0,,27,Wind blowing from the west-northwest,7,,12,20–30%., ,,,-6.6,2.5,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,6,,,,
14.03.2020 08:00,-5.3,649.9,772.1,0.9,31,Wind blowing from the south,1,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,2.5,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
14.03.2020 05:00,-4.5,649.0,770.2,,23,Wind blowing from the west,4,,14,, ,,,-12.9,2.5,,,,,,30.0,-22.5,No precipitation,6,,,,
14.03.2020 02:00,-4.8,649.7,771.0,,23,Wind blowing from the west-southwest,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.5,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
13.03.2020 20:00,-1.3,650.5,774.4,0.2,16,Wind blowing from the west-southwest,4,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.5,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
13.03.2020 17:00,1.6,650.3,773.7,,11,Wind blowing from the west,8,,16,60%., ,,,-12.9,2.5,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,6,,,,
13.03.2020 14:00,1.7,650.8,773.7,,17,Wind blowing from the west,7,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.9,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
13.03.2020 11:00,-1.6,652.9,776.5,,20,Wind blowing from the west,6,,12,20–30%., ,,,-12.9,-0.4,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,6,,,,
13.03.2020 08:00,-11.6,653.4,778.7,,36,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.4,,,,,,30.0,-23.7,No precipitation,12,,,,
13.03.2020 05:00,-12.7,652.9,777.5,,43,Wind blowing from the south-east,1,,8,, ,,,-12.7,-0.4,,,,,,30.0,-22.7,No precipitation,6,,,,
13.03.2020 02:00,-10.4,653.8,777.8,,37,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.4,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
12.03.2020 20:00,-5.0,652.3,776.5,,24,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,2.7,,,,,,30.0,-22.5,No precipitation,12,,,,
12.03.2020 17:00,-1.3,650.5,773.2,,21,Calm  no wind,0,,,90  or more  but not 100%, ,,,-8.1,9.0,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,6,,,,
12.03.2020 14:00,-0.7,650.1,772.0,0.2,29,Wind blowing from the north,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,10.0,,,1000-1500,,,30.0,-16.5,No precipitation,12,,,,
12.03.2020 11:00,-3.2,649.9,771.7,,46,Wind blowing from the east-northeast,5,,10,40%., ,,,-8.1,,,,1000-1500,,,30.0,-13.2,No precipitation,6,,,,
12.03.2020 08:00,-7.8,648.4,769.9,1.5,66,Wind blowing from the north,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,10.0,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
12.03.2020 05:00,-6.5,646.9,766.3,,50,Wind blowing from the north-northwest,2,,13,, ,,,-6.7,10.0,,,,,,30.0,-15.2,No precipitation,6,,,,
12.03.2020 02:00,-4.5,645.5,764.2,,41,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,10.0,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
11.03.2020 20:00,2.8,642.4,761.9,2.1,15,Wind blowing from the west,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,10.0,,,2500 or more  or no clouds.,,,20.0,-21.3,No precipitation,12,,,,
11.03.2020 17:00,9.1,640.3,758.1,,10,Wind blowing from the west,8,,14,70 – 80%., ,,,-5.1,10.0,,,2500 or more  or no clouds.,,,19.0,-20.9,No precipitation,6,,,,
11.03.2020 14:00,8.9,640.3,758.0,-0.6,12,Wind blowing from the west,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.9,,,2500 or more  or no clouds.,,,28.0,-19.0,No precipitation,12,,,,
11.03.2020 11:00,6.0,640.9,759.3,,15,Wind blowing from the west-southwest,7,,14,50%., ,,,-5.1,6.0,,,2500 or more  or no clouds.,,,16.0,-18.7,No precipitation,6,,,,
11.03.2020 08:00,-4.0,641.2,761.2,0.3,38,Wind blowing from the south-west,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.9,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
11.03.2020 05:00,-4.7,640.9,760.3,,35,Wind blowing from the south-west,4,,10,, ,,,-11.4,3.9,,,,,,30.0,-17.8,No precipitation,6,,,,
11.03.2020 02:00,-4.2,642.4,761.9,,27,Wind blowing from the south-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,3.9,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
10.03.2020 20:00,-0.8,643.9,766.2,,19,Wind blowing from the south-west,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,3.9,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
10.03.2020 17:00,3.1,644.0,765.4,,12,Wind blowing from the west-southwest,5,,,60%., ,,,-11.4,3.9,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,6,,,,
10.03.2020 14:00,2.8,645.2,766.3,-1.8,10,Wind blowing from the west,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,3.2,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
10.03.2020 11:00,-0.6,647.0,768.4,,14,Wind blowing from the west,5,,9,70 – 80%., ,,,-11.4,0.6,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,6,,,,
10.03.2020 08:00,-10.6,647.6,771.1,0.1,33,Wind blowing from the south,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.6,,,2500 or more  or no clouds.,,,23.0,-23.8,No precipitation,12,,,,
10.03.2020 05:00,-10.8,647.5,770.2,,35,Wind blowing from the south-southeast,1,,12,, ,,,-10.8,0.6,,,,,,30.0,-23.3,No precipitation,6,,,,
10.03.2020 02:00,-8.2,648.4,770.8,,24,Wind blowing from the west-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.6,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
09.03.2020 20:00,-3.3,648.4,771.2,0.9,15,Wind blowing from the west-southwest,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,0.6,,,2500 or more  or no clouds.,,,19.0,-26.3,No precipitation,12,,,,
09.03.2020 17:00,0.1,647.5,769.2,,19,Wind blowing from the west-northwest,6,,12,90  or more  but not 100%, ,,,-7.7,2.4,,,2500 or more  or no clouds.,,,23.0,-20.8,No precipitation,6,,,,
09.03.2020 14:00,-0.3,648.0,769.9,-1.5,21,Wind blowing from the west,6,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.4,,,2500 or more  or no clouds.,,,24.0,-20.0,No precipitation,12,,,,
09.03.2020 11:00,-3.3,649.5,771.7,,29,Wind blowing from the west-northwest,4,,9,70 – 80%., ,,,-7.7,,,,2500 or more  or no clouds.,,,26.0,-18.8,No precipitation,6,,,,
09.03.2020 08:00,-7.3,649.3,771.8,1.0,55,Wind blowing from the west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,5.1,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
09.03.2020 05:00,-6.7,648.3,769.6,,63,Wind blowing from the west-northwest,4,,8,, ,,,-7.7,5.1,,,,,,30.0,-12.6,No precipitation,6,,,,
09.03.2020 02:00,-6.4,648.0,768.7,,63,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,5.1,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
08.03.2020 20:00,-1.0,646.6,767.0,2.1,49,Wind blowing from the north,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.4,,,1000-1500,,,30.0,-10.4,No precipitation,12,,,,
08.03.2020 17:00,2.5,644.5,763.7,,33,Calm  no wind,0,,,90  or more  but not 100%, ,,,-1.4,8.5,,,1000-1500,,,30.0,-12.1,No precipitation,6,,,,
08.03.2020 14:00,4.3,643.6,761.5,0.8,46,Wind blowing from the north-northwest,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,8.9,,,1000-1500,,,30.0,-6.3,No precipitation,12,,,,
08.03.2020 11:00,3.7,642.8,760.8,,24,Wind blowing from the north,3,,5,90  or more  but not 100%, ,,,-1.4,8.9,,,1000-1500,,,30.0,-15.0,No precipitation,6,,,,
08.03.2020 08:00,-0.7,641.5,759.5,,45,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,8.9,,,1000-1500,,,22.0,-11.4,No precipitation,12,,,,
08.03.2020 05:00,-0.7,639.9,756.8,,40,Wind blowing from the south-west,1,,12,, ,,,-8.0,8.9,,,,,,30.0,-12.6,No precipitation,6,,,,
08.03.2020 02:00,2.2,640.1,756.5,,28,Wind blowing from the south-west,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.9,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
07.03.2020 20:00,5.2,639.9,758.5,,25,Wind blowing from the south-west,2,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.9,,,2500 or more  or no clouds.,,,29.0,-13.2,No precipitation,12,,,,
07.03.2020 17:00,8.5,639.6,758.0,,18,Wind blowing from the south-west,6,,15,90  or more  but not 100%, ,,,-8.0,8.9,,,2500 or more  or no clouds.,,,28.0,-14.5,No precipitation,6,,,,
07.03.2020 14:00,8.2,640.6,759.0,-2.7,18,Wind blowing from the south-west,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.3,,,2500 or more  or no clouds.,,,18.0,-14.7,No precipitation,12,,,,
07.03.2020 11:00,4.2,643.3,762.7,,33,Wind blowing from the south-west,4,,10,50%., ,,,-8.0,4.3,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,6,,,,
07.03.2020 08:00,-4.9,643.4,764.2,-0.4,66,Wind blowing from the south-southwest,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.3,,,2500 or more  or no clouds.,,,25.0,-10.3,No precipitation,12,,,,
07.03.2020 05:00,-7.3,643.8,763.9,,68,Wind blowing from the south,3,,8,, ,,,-7.3,4.3,,,,,,30.0,-12.2,No precipitation,6,,,,
07.03.2020 02:00,-6.3,644.8,765.6,,64,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,4.3,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
06.03.2020 20:00,-1.2,645.1,765.6,1.5,47,Wind blowing from the west,1,,12,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.3,,,2500 or more  or no clouds.,,,30.0,-11.3,0.7,12,,,,
06.03.2020 17:00,4.3,643.6,762.7,,33,Wind blowing from the north-northwest,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.3,,,2500 or more  or no clouds.,,,30.0,-10.6,0.6,6,,,,
06.03.2020 14:00,1.3,643.0,762.4,0.6,52,Wind blowing from the north-west,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,2500 or more  or no clouds.,,,30.0,-7.7,0.7,12,,,,
06.03.2020 11:00,0.3,642.4,761.7,,73,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,1000-1500,,,18.0,-4.1,0.1,6,,,,
06.03.2020 08:00,-1.9,641.5,760.1,,46,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,11.0,,,2500 or more  or no clouds.,,,15.0,-12.0,No precipitation,12,,,,
06.03.2020 05:00,-2.6,640.9,758.3,,45,Wind blowing from the south-southeast,2,,,, ,,,-5.8,11.0,,,,,,26.0,-12.9,No precipitation,6,,,,
06.03.2020 02:00,-1.8,642.1,759.4,,40,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.0,,,2500 or more  or no clouds.,,,29.0,-13.9,No precipitation,12,,,,
05.03.2020 20:00,3.5,642.1,761.3,1.2,19,Wind blowing from the south-west,3,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,11.0,,,2500 or more  or no clouds.,,,25.0,-18.0,No precipitation,12,,,,
05.03.2020 17:00,9.4,640.9,758.7,,10,Wind blowing from the west,5,,15,70 – 80%., ,,,-6.4,11.0,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,6,,,,
05.03.2020 14:00,9.4,641.2,759.3,-1.5,15,Wind blowing from the south-west,5,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.4,,,2500 or more  or no clouds.,,,26.0,-15.9,No precipitation,12,,,,
05.03.2020 11:00,5.1,642.7,762.3,,21,Wind blowing from the south-west,5,,10,50%., ,,,-6.4,5.1,,,2500 or more  or no clouds.,,,22.0,-15.4,No precipitation,6,,,,
05.03.2020 08:00,-4.0,643.8,765.1,-0.4,27,Wind blowing from the south-southwest,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
05.03.2020 05:00,-4.8,644.2,764.5,,28,Wind blowing from the south-west,5,,9,, ,,,-14.8,2.1,,,,,,30.0,-20.5,No precipitation,6,,,,
05.03.2020 02:00,-5.2,645.6,766.6,,32,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,2.1,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
04.03.2020 20:00,-3.5,647.2,771.5,-0.6,22,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,2.1,,,,,,30.0,-22.2,No precipitation,12,,,,
04.03.2020 17:00,1.6,647.8,771.1,,15,Wind blowing from the south-west,4,,8,no clouds, ,,,-14.8,2.1,,,,,,30.0,-22.3,No precipitation,6,,,,
04.03.2020 14:00,-0.2,649.3,772.9,-2.0,20,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.1,,,,,,30.0,-20.5,No precipitation,12,,,,
04.03.2020 11:00,-5.6,651.3,775.9,,37,Wind blowing from the south-southeast,3,,5,no clouds, ,,,-14.8,-4.8,,,,,,30.0,-18.0,No precipitation,6,,,,
04.03.2020 08:00,-14.0,651.5,777.9,0.3,73,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-4.8,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
04.03.2020 05:00,-14.3,651.2,777.1,,78,Wind blowing from the east-southeast,0,,5,, ,,,-14.7,-4.8,,,,,,30.0,-17.3,No precipitation,6,,,,
04.03.2020 02:00,-12.5,651.3,776.6,,75,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.8,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
03.03.2020 20:00,-7.9,650.8,776.7,0.6,58,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.8,,,1000-1500,,,30.0,-14.7,No precipitation,12,,,,
03.03.2020 17:00,-5.8,650.2,775.3,,42,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,-13.3,-3.8,,,1000-1500,,,30.0,-16.7,No precipitation,6,,,,
03.03.2020 14:00,-5.6,650.4,775.0,-1.6,35,Wind blowing from the east-northeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.8,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
03.03.2020 11:00,-8.8,652.0,777.4,,55,Wind blowing from the north-west,1,,11,20–30%., ,,,-13.3,-2.5,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,6,,,,
03.03.2020 08:00,-13.0,652.0,777.9,1.1,75,Wind blowing from the west,1,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.7,,,2500 or more  or no clouds.,,,30.0,-16.5,Trace of precipitation,12,,,,
03.03.2020 05:00,-12.7,650.9,775.7,,83,Wind blowing from the south-west,1,,15,, ,,,-13.0,-1.7,,,,,,30.0,-15.0,No precipitation,6,,,,
03.03.2020 02:00,-10.5,650.9,775.0,,78,Wind blowing from the north-northwest,3,,17,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.7,,,2500 or more  or no clouds.,,,12.0,-13.7,No precipitation,12,,,,
02.03.2020 20:00,-7.0,649.0,772.6,2.1,63,Wind blowing from the north-west,6,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,-1.7,,,1000-1500,,,30.0,-13.0,No precipitation,12,,,,
02.03.2020 17:00,-3.8,646.9,769.0,,39,Wind blowing from the west-northwest,7,,17,90  or more  but not 100%, ,,,-6.5,1.1,,,1000-1500,,,30.0,-16.0,No precipitation,6,,,,
02.03.2020 14:00,-3.3,645.4,767.4,0.4,44,Wind blowing from the west,8,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.2,,,2500 or more  or no clouds.,,,30.0,-13.8,0.2,12,,,,
02.03.2020 11:00,-4.0,645.0,767.0,,61,Wind blowing from the north-west,6,,12,90  or more  but not 100%, ,,,-6.5,,,,1000-1500,,,30.0,-10.4,No precipitation,6,,,,
02.03.2020 08:00,-6.1,644.0,765.7,,37,Wind blowing from the south-west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,1.2,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
02.03.2020 05:00,-5.1,645.0,765.7,,33,Wind blowing from the south-west,2,,8,, ,,,-9.4,1.2,,,,,,30.0,-18.9,No precipitation,6,,,,
02.03.2020 02:00,-6.1,646.9,768.4,,40,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.2,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
01.03.2020 20:00,-2.8,648.7,771.9,-0.1,27,Wind blowing from the south-west,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.2,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
01.03.2020 17:00,0.9,648.8,770.6,,12,Wind blowing from the west,2,,11,20–30%., ,,,-9.4,1.2,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,6,,,,
01.03.2020 14:00,-0.3,649.9,772.6,-1.9,18,Wind blowing from the north-west,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.8,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
01.03.2020 11:00,-3.6,651.8,775.0,,39,Wind blowing from the west-northwest,5,,11,20–30%., ,,,-9.4,,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,6,,,,
01.03.2020 08:00,-8.7,651.4,775.2,,73,Wind blowing from the west-southwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,5.7,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
01.03.2020 05:00,-6.8,650.6,773.0,,60,Wind blowing from the west,2,,14,, ,,,-8.3,5.7,,,,,,30.0,-13.3,No precipitation,6,,,,
