Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-11.6,749.2,766.8,,79,Wind blowing from the south,1,,,, ,,,-11.6,-1.4,,,,,,30.0,-14.6,No precipitation,6,,,,
16.03.2020 02:00,-10.3,750.7,768.3,,75,Wind blowing from the south-southeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-1.3,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
15.03.2020 20:00,-5.3,751.4,769.0,1.3,36,Wind blowing from the west-northwest,2,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.6,,,,,,30.0,-18.0,No precipitation,12,,,,
15.03.2020 17:00,-2.9,750.1,767.4,,22,Wind blowing from the north-northwest,5,,15,no clouds, ,,,-6.8,5.6,,,,,,30.0,-21.6,No precipitation,6,,,,
15.03.2020 14:00,-1.6,748.6,765.9,1.2,27,Wind blowing from the north,6,,15,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.2,,,,,,30.0,-18.1,Trace of precipitation,12,,,,
15.03.2020 11:00,-3.5,747.4,764.6,,47,Wind blowing from the north,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.3,,,600-1000,,,30.0,-13.4,No precipitation,6,,,,
15.03.2020 08:00,-6.2,745.3,762.4,3.5,83,Wind blowing from the north,4,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,6.3,,,1500-2000,,,5.0,-8.7,Trace of precipitation,12,,,,
15.03.2020 05:00,-2.5,741.8,758.7,,53,Wind blowing from the north-northwest,5,,11,, ,,,-5.1,6.3,,,,,,30.0,-10.9,No precipitation,6,,,,
15.03.2020 02:00,-1.7,740.2,757.0,,50,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,6.3,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
14.03.2020 20:00,2.5,739.6,756.4,0.7,31,Wind blowing from the west-northwest,6,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,6.3,,,1000-1500,,,30.0,-12.9,No precipitation,12,,,,
14.03.2020 17:00,5.7,738.9,755.7,,33,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,-5.1,6.3,,,1000-1500,,,30.0,-9.6,No precipitation,6,,,,
14.03.2020 14:00,5.1,739.9,756.7,-1.8,35,Wind blowing from the west,7,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,6.3,,,600-1000,,,30.0,-9.4,No precipitation,12,,,,
14.03.2020 11:00,3.3,741.7,758.5,,51,Wind blowing from the south-west,5,,8,no clouds, ,,,-5.1,3.5,,,,,,30.0,-6.0,No precipitation,6,,,,
14.03.2020 08:00,-1.1,743.1,760.2,-0.2,71,Wind blowing from the south-southwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.2,,,2500 or more  or no clouds.,,,25.0,-5.8,No precipitation,12,,,,
14.03.2020 05:00,-3.4,743.3,760.4,,81,Wind blowing from the south-southwest,3,,8,, ,,,-10.3,2.2,,,,,,30.0,-6.3,No precipitation,6,,,,
14.03.2020 02:00,-3.3,744.7,761.8,,69,Wind blowing from the south-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.2,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
13.03.2020 20:00,-1.9,747.5,764.8,-0.8,55,Wind blowing from the south-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.2,,,,,,30.0,-9.9,No precipitation,12,,,,
13.03.2020 17:00,1.1,748.3,765.7,,40,Wind blowing from the south-southwest,6,,11,no clouds, ,,,-10.3,2.2,,,,,,30.0,-11.2,No precipitation,6,,,,
13.03.2020 14:00,2.0,749.6,766.9,,34,Wind blowing from the west-southwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.8,,,,,,30.0,-12.5,No precipitation,12,,,,
13.03.2020 11:00,-1.4,752.1,769.5,,40,Wind blowing from the west-southwest,4,,14,no clouds, ,,,-10.3,4.4,,,,,,30.0,-13.5,No precipitation,6,,,,
13.03.2020 08:00,-5.0,753.2,770.7,,54,Wind blowing from the south-west,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.4,,,,,,30.0,-13.0,No precipitation,12,,,,
13.03.2020 05:00,-9.8,752.7,770.2,,74,Wind blowing from the south-southeast,1,,15,, ,,,-9.8,4.4,,,,,,29.0,-13.6,No precipitation,6,,,,
13.03.2020 02:00,-7.8,753.1,770.5,,37,Wind blowing from the west,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,4.4,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
12.03.2020 20:00,-3.1,751.2,768.4,,22,Wind blowing from the west-northwest,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,4.4,,,,,,30.0,-21.8,No precipitation,12,,,,
12.03.2020 17:00,-0.2,748.5,765.6,,19,Wind blowing from the west,8,,14,no clouds, ,,,-0.8,4.4,,,,,,30.0,-21.0,No precipitation,6,,,,
12.03.2020 14:00,2.7,747.1,764.0,0.3,24,Wind blowing from the west-northwest,8,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.4,,,,,,30.0,-15.8,No precipitation,12,,,,
12.03.2020 11:00,2.2,746.8,763.7,,45,Wind blowing from the west,5,,9,60%., ,,,-0.8,3.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,6,,,,
12.03.2020 08:00,0.0,745.9,762.9,2.5,55,Wind blowing from the south-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,3.3,,,1500-2000,,,28.0,-8.1,No precipitation,12,,,,
12.03.2020 05:00,0.4,743.4,760.3,,77,Wind blowing from the west,3,,8,, ,,,,3.3,,,,,,29.0,-3.2,No precipitation,6,,,,
12.03.2020 02:00,1.8,742.0,758.8,,62,Wind blowing from the south-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
11.03.2020 20:00,0.0,742.0,759.1,-0.9,64,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.3,,,,,,30.0,-6.1,No precipitation,12,,,,
11.03.2020 17:00,2.5,742.9,760.0,,49,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,-6.4,3.3,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,6,,,,
11.03.2020 14:00,2.8,743.8,760.8,-1.7,49,Wind blowing from the south-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.6,,,,,,30.0,-7.0,No precipitation,12,,,,
11.03.2020 11:00,-0.1,745.5,762.6,,61,Wind blowing from the south-southwest,4,,7,20–30%., ,,,-6.4,3.6,,,1500-2000,,,30.0,-6.8,No precipitation,6,,,,
11.03.2020 08:00,-3.9,745.9,763.1,1.2,67,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.6,,,,,,30.0,-9.2,No precipitation,12,,,,
11.03.2020 05:00,-6.3,744.7,761.9,,82,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,-8.9,,,,,,
11.03.2020 02:00,-4.2,744.7,761.8,,68,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.6,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
10.03.2020 20:00,-0.5,743.3,760.4,,56,Wind blowing from the west,3,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.6,,,1000-1500,,,30.0,-8.3,No precipitation,12,,,,
10.03.2020 17:00,1.4,742.2,759.3,,44,Wind blowing from the west,6,,12,90  or more  but not 100%, ,,,-5.6,3.6,,,600-1000,,,30.0,-9.7,No precipitation,6,,,,
10.03.2020 14:00,2.9,741.6,758.5,-0.9,47,Wind blowing from the west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.2,,,600-1000,,,30.0,-7.5,No precipitation,12,,,,
10.03.2020 11:00,0.9,742.5,759.5,,51,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-5.6,3.1,,,,,,30.0,-8.3,No precipitation,6,,,,
10.03.2020 08:00,-2.5,743.4,760.5,-0.4,81,Wind blowing from the north-northeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.1,,,2500 or more  or no clouds.,,,17.0,-5.4,No precipitation,12,,,,
10.03.2020 05:00,-5.0,743.8,760.9,,91,Wind blowing from the north-northeast,0,,6,, ,,,-5.1,3.1,,,,,,15.0,-6.3,No precipitation,6,,,,
10.03.2020 02:00,-3.7,745.9,763.0,,86,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.1,,,2500 or more  or no clouds.,,,18.0,-5.8,No precipitation,12,,,,
09.03.2020 20:00,-0.3,748.0,765.2,-0.1,67,Wind blowing from the north-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.9,,,1000-1500,,,30.0,-5.8,No precipitation,12,,,,
09.03.2020 17:00,2.0,748.1,765.1,,54,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%, ,,,-0.7,5.0,,,1500-2000,,,30.0,-6.5,No precipitation,6,,,,
09.03.2020 14:00,2.7,748.5,765.4,-1.2,60,Wind blowing from the north-northeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.1,,,1500-2000,,,30.0,-4.4,3.0,12,,,,
09.03.2020 11:00,0.9,749.7,766.7,,82,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%, ,,,-0.7,6.1,,,1500-2000,,,13.0,-1.9,No precipitation,6,,,,
09.03.2020 08:00,-0.7,749.5,766.6,1.5,90,Wind blowing from the north-northeast,3,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.1,,,1000-1500,,,7.0,-2.2,4.0,12,,,,
09.03.2020 05:00,0.4,748.0,765.0,,99,Wind blowing from the north-northeast,3,,7,,Snow not falling as shower(s). ,,,0.4,6.1,,,,,,5.0,0.3,4.0,6,,,,
09.03.2020 02:00,2.6,747.0,763.8,,99,Wind blowing from the west-southwest,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,6.1,,,2500 or more  or no clouds.,,,2.0,2.5,0.9,12,,,,
08.03.2020 20:00,3.3,745.6,762.4,1.6,95,Wind blowing from the south-west,2,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,6.1,,,1000-1500,,,5.0,2.6,No precipitation,12,,,,
08.03.2020 17:00,5.1,744.0,760.8,,88,Wind blowing from the south-southwest,5,,12,100%., ,,,1.0,6.1,,,1000-1500,,,8.0,3.3,No precipitation,6,,,,
08.03.2020 14:00,5.9,743.9,760.7,-1.1,80,Wind blowing from the south-southwest,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.0,,,1000-1500,,,12.0,2.7,No precipitation,12,,,,
08.03.2020 11:00,4.8,745.0,761.8,,80,Wind blowing from the south-southwest,8,,12,100%., ,,,-0.2,4.8,,,1000-1500,,,11.0,1.6,No precipitation,6,,,,
08.03.2020 08:00,3.0,745.1,762.0,,90,Wind blowing from the south,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,3.0,,,1000-1500,,,7.0,1.5,No precipitation,12,,,,
08.03.2020 05:00,2.5,745.4,762.4,,87,Wind blowing from the south,3,,5,, ,,,-0.2,2.5,,,,,,10.0,0.6,No precipitation,6,,,,
08.03.2020 02:00,1.8,745.8,762.7,,97,Wind blowing from the south,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,7.0,1.4,No precipitation,12,,,,
07.03.2020 20:00,1.1,746.6,763.6,0.3,99,Wind blowing from the south-southwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,3.1,,,1500-2000,,,3.1,1.0,0.6,12,,,,
07.03.2020 17:00,1.5,746.3,763.3,,93,Wind blowing from the south-southwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,4.1,,,1500-2000,,,5.0,0.5,0.1,6,,,,
07.03.2020 14:00,1.6,746.1,763.0,-1.0,93,Wind blowing from the south,3,,6,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.2,,,,1500-2000,,,5.0,0.6,2.0,12,,,,
07.03.2020 11:00,0.2,747.1,764.1,,99,Wind blowing from the west,3,,6,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,0.1,,,,1500-2000,,,2.2,0.1,2.0,6,,,,
07.03.2020 08:00,0.2,746.8,763.9,0.9,99,Wind blowing from the south-west,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.7,,,1000-1500,,,1.7,0.1,1.0,12,,,,
07.03.2020 05:00,0.7,745.9,762.8,,92,Wind blowing from the west-southwest,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.0,5.7,,,,,,4.8,-0.4,No precipitation,6,,,,
07.03.2020 02:00,1.3,745.3,762.2,,85,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,5.7,,,2500 or more  or no clouds.,,,14.0,-1.0,No precipitation,12,,,,
06.03.2020 20:00,2.3,745.0,762.0,1.0,79,Wind blowing from the south,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.7,,,1000-1500,,,12.0,-1.0,No precipitation,12,,,,
06.03.2020 17:00,4.1,744.0,760.9,,71,Wind blowing from the south,3,,10,100%., ,,,-3.0,5.7,,,1000-1500,,,12.0,-0.8,No precipitation,6,,,,
06.03.2020 14:00,5.3,743.7,760.6,-1.3,66,Wind blowing from the south-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.7,,,1500-2000,,,12.0,-0.7,No precipitation,12,,,,
06.03.2020 11:00,4.1,745.0,762.0,,59,Wind blowing from the south,5,,10,90  or more  but not 100%, ,,,-3.0,4.1,,,2500 or more  or no clouds.,,,21.0,-3.3,No precipitation,6,,,,
06.03.2020 08:00,0.4,745.5,762.6,,58,Wind blowing from the south,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.3,,,,,,30.0,-7.0,No precipitation,12,,,,
06.03.2020 05:00,-1.9,745.3,762.4,,59,Wind blowing from the south-southeast,5,,9,, ,,,,1.3,,,,,,30.0,-9.0,No precipitation,6,,,,
06.03.2020 02:00,-2.0,746.2,763.3,,62,Wind blowing from the south,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.3,,,2500 or more  or no clouds.,,,30.0,-8.4,No precipitation,12,,,,
05.03.2020 20:00,-1.2,747.1,764.5,-0.2,56,Wind blowing from the south-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.3,,,,,,30.0,-9.0,No precipitation,12,,,,
05.03.2020 17:00,0.0,747.3,764.9,,56,Wind blowing from the south,3,,8,60%., ,,,-18.3,1.3,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,6,,,,
05.03.2020 14:00,0.9,748.6,766.2,-2.7,45,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,0.9,,,,,,30.0,-9.9,No precipitation,12,,,,
05.03.2020 11:00,-2.6,751.3,769.0,,57,Wind blowing from the south-southwest,5,,8,no clouds, ,,,-18.3,-2.6,,,,,,30.0,-10.1,No precipitation,6,,,,
05.03.2020 08:00,-8.9,752.7,770.6,-0.5,91,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.0,,,,,,9.0,-10.1,No precipitation,12,,,,
05.03.2020 05:00,-17.5,753.2,771.1,,87,Wind blowing from the south-east,2,,,, ,,,-18.3,-3.0,,,,,,24.0,-19.2,No precipitation,6,,,,
05.03.2020 02:00,-16.4,753.7,771.7,,88,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.0,,,2500 or more  or no clouds.,,,18.0,-18.0,No precipitation,12,,,,
04.03.2020 20:00,-11.6,754.0,771.9,1.1,86,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.0,,,,,,12.0,-13.5,0.6,12,,,,
04.03.2020 17:00,-3.4,752.9,770.5,,69,Wind blowing from the west-northwest,4,,8,60%., ,,,-7.6,-1.5,,,1000-1500,,,30.0,-8.4,0.2,6,,,,
04.03.2020 14:00,-3.9,752.4,769.9,-0.3,68,Wind blowing from the north-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-1.4,,,2500 or more  or no clouds.,,,30.0,-9.0,2.0,12,,,,
04.03.2020 11:00,-5.5,752.7,770.2,,76,Wind blowing from the north-west,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,,,,2500 or more  or no clouds.,,,30.0,-9.1,0.9,6,,,,
04.03.2020 08:00,-7.4,752.2,769.6,1.5,89,Wind blowing from the north-west,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-1.4,,,1000-1500,,,6.0,-8.9,2.0,12,,,,
04.03.2020 05:00,-7.1,750.7,768.2,,91,Wind blowing from the north-northwest,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.1,-1.4,,,,,,7.0,-8.4,2.0,6,,,,
04.03.2020 02:00,-5.9,750.0,767.4,,91,Wind blowing from the north-northwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,-1.4,,,2500 or more  or no clouds.,,,5.0,-7.2,3.0,12,,,,
03.03.2020 20:00,-2.0,748.9,766.2,0.3,98,Wind blowing from the north,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-1.4,,,2500 or more  or no clouds.,,,2.9,-2.3,6.0,12,,,,
03.03.2020 17:00,-1.5,748.6,766.0,,95,Wind blowing from the north-east,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-4.3,-1.0,,,2500 or more  or no clouds.,,,3.0,-2.2,5.0,6,,,,
03.03.2020 14:00,-1.6,748.9,766.3,-2.0,95,Wind blowing from the east,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.2,,,2500 or more  or no clouds.,,,2.4,-2.3,4.0,12,,,,
03.03.2020 11:00,-2.4,750.9,768.2,,90,Wind blowing from the east,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.2,,,1000-1500,,,3.3,-3.9,0.6,6,,,,
03.03.2020 08:00,-2.7,751.6,769.0,0.1,64,Wind blowing from the east-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,1500-2000,,,30.0,-8.7,No precipitation,12,,,,
03.03.2020 05:00,-4.2,751.5,768.8,,68,Wind blowing from the east,3,,7,, ,,,-6.7,0.2,,,,,,30.0,-9.3,No precipitation,6,,,,
03.03.2020 02:00,-3.5,753.0,770.3,,64,Wind blowing from the east,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.2,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
02.03.2020 20:00,-3.1,753.8,771.3,0.8,72,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.2,,,600-1000,,,30.0,-7.5,No precipitation,12,,,,
02.03.2020 17:00,-1.0,753.0,770.4,,51,Wind blowing from the east-northeast,1,,6,40%., ,,,-7.2,0.2,,,600-1000,,,30.0,-10.0,No precipitation,6,,,,
02.03.2020 14:00,0.0,752.9,770.3,-1.0,53,Wind blowing from the west,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.8,,,600-1000,,,30.0,-8.6,No precipitation,12,,,,
02.03.2020 11:00,-2.2,753.9,771.3,,71,Wind blowing from the south-west,3,,5,70 – 80%., ,,,-7.2,0.9,,,600-1000,,,18.0,-6.8,No precipitation,6,,,,
02.03.2020 08:00,-5.3,754.0,771.5,,97,Wind blowing from the south-west,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.9,,,1000-1500,,,5.0,-5.7,No precipitation,12,,,,
02.03.2020 05:00,-5.2,752.6,770.0,,93,Wind blowing from the south,0,,5,, ,,,-9.0,0.9,,,,,,19.0,-6.2,No precipitation,6,,,,
02.03.2020 02:00,-6.2,751.8,769.2,,93,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.9,,,2500 or more  or no clouds.,,,20.0,-7.2,No precipitation,12,,,,
01.03.2020 20:00,-2.0,750.8,768.2,1.0,60,Wind blowing from the north-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.9,,,1000-1500,,,30.0,-8.9,No precipitation,12,,,,
01.03.2020 17:00,-0.5,749.8,767.2,,49,Wind blowing from the north,3,,6,90  or more  but not 100%, ,,,-9.0,0.9,,,1000-1500,,,30.0,-10.1,No precipitation,6,,,,
01.03.2020 14:00,0.5,749.4,766.8,-1.0,49,Wind blowing from the north,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.9,,,1000-1500,,,30.0,-9.2,No precipitation,12,,,,
01.03.2020 11:00,-0.2,750.4,767.8,,57,Wind blowing from the north-northeast,2,,4,20–30%., ,,,-9.0,0.0,,,600-1000,,,30.0,-7.8,No precipitation,6,,,,
