Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 08:00,0.1,686.3,769.3,,22,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,13.4,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
16.03.2020 05:00,0.3,685.2,767.8,,18,Wind blowing from the west,3,,6,, ,,,-4.4,13.4,,,,,,30.0,-21.3,No precipitation,6,,,,
16.03.2020 02:00,4.4,685.2,767.5,,14,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,13.4,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
15.03.2020 23:00,6.7,685.4,768.1,,13,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
15.03.2020 20:00,11.4,684.5,768.0,,9,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,13.4,,,2500 or more  or no clouds.,,,17.0,-20.4,No precipitation,12,,,,
15.03.2020 17:00,13.1,683.8,766.3,,8,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,-4.4,13.4,,,2500 or more  or no clouds.,,,24.0,-20.5,No precipitation,6,,,,
15.03.2020 14:00,11.2,685.3,767.8,,8,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.8,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
15.03.2020 11:00,6.4,686.4,769.3,,13,Wind blowing from the west,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-20.0,,,,,,
15.03.2020 08:00,-4.1,685.7,769.9,0.9,52,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.8,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
15.03.2020 05:00,0.1,684.8,767.5,,19,Calm  no wind,0,,,, ,,,-5.3,12.8,,,,,,30.0,-20.8,No precipitation,6,,,,
15.03.2020 02:00,3.1,685.7,768.5,,16,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,12.8,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
14.03.2020 23:00,6.0,686.2,769.5,,12,Wind blowing from the south-east,2,,,, ,,,,,,,,,,30.0,-21.3,,,,,,
14.03.2020 20:00,8.4,685.9,770.1,0.0,12,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,12.8,,,,,,30.0,-19.4,No precipitation,12,,,,
14.03.2020 17:00,12.1,685.9,769.5,,8,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-5.3,12.4,,,,,,30.0,-21.2,No precipitation,6,,,,
14.03.2020 14:00,9.7,688.0,771.6,-2.1,12,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.9,,,,,,30.0,-18.4,No precipitation,12,,,,
14.03.2020 11:00,4.4,690.1,774.4,,21,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-16.0,,,,,,
14.03.2020 08:00,-4.2,689.4,774.5,,37,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,7.4,,,,,,30.0,-16.7,No precipitation,12,,,,
14.03.2020 05:00,-4.0,688.8,773.5,,28,Wind blowing from the west-northwest,1,,5,, ,,,-7.6,7.4,,,,,,30.0,-19.8,No precipitation,6,,,,
14.03.2020 02:00,0.1,689.5,773.9,,20,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,7.4,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
13.03.2020 23:00,2.3,690.1,775.1,,19,Wind blowing from the south-west,2,,,, ,,,,,,,,,,30.0,-19.0,,,,,,
13.03.2020 20:00,5.0,690.1,775.8,-0.1,14,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,7.4,,,,,,30.0,-20.3,No precipitation,12,,,,
13.03.2020 17:00,7.1,690.2,775.4,,14,Wind blowing from the west,2,,7,, ,,,-7.6,7.3,,,,,,30.0,-18.6,No precipitation,6,,,,
13.03.2020 14:00,4.9,691.6,776.9,,19,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.3,,,,,,30.0,-16.8,No precipitation,12,,,,
13.03.2020 11:00,0.0,693.4,779.5,,50,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-9.4,,,,,,
13.03.2020 08:00,-7.3,692.6,779.4,0.5,83,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.2,,,,,,30.0,-9.7,No precipitation,12,,,,
13.03.2020 05:00,-6.2,692.1,778.3,,83,Wind blowing from the west,2,,6,, ,,,-6.2,3.2,,,,,,30.0,-8.6,No precipitation,6,,,,
13.03.2020 02:00,-3.9,692.7,778.6,-0.4,72,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.2,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
12.03.2020 23:00,-1.9,693.1,779.2,,65,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,-7.6,,,,,,
12.03.2020 20:00,0.6,692.1,777.8,,56,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,6.7,,,,,,30.0,-7.2,No precipitation,12,,,,
12.03.2020 17:00,2.6,690.2,775.4,,42,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,30.0,-9.0,,,,,,
12.03.2020 14:00,2.5,689.6,774.5,0.4,42,Wind blowing from the east-northeast,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,1500-2000,,,27.0,-9.1,No precipitation,12,,,,
12.03.2020 11:00,0.2,689.2,774.1,,46,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,14.0,-10.3,,,,,,
12.03.2020 08:00,-1.2,686.9,771.0,2.6,45,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.3,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
12.03.2020 05:00,-1.6,684.3,767.4,,52,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,30.0,-10.2,,,,,,
12.03.2020 02:00,-0.2,683.5,766.7,0.5,41,Wind blowing from the north-northeast,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.3,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
11.03.2020 23:00,2.6,683.0,766.5,,35,Wind blowing from the north,2,,,, ,,,,,,,,,,30.0,-11.3,,,,,,
11.03.2020 20:00,6.8,680.7,763.9,,17,Wind blowing from the west-northwest,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.3,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
11.03.2020 17:00,11.0,678.7,760.9,,12,Wind blowing from the west-northwest,6,,15,10%  or less  but not 0, ,,,-1.7,11.3,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,6,,,,
11.03.2020 14:00,8.9,679.1,761.2,,13,Wind blowing from the west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.3,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
11.03.2020 11:00,3.9,679.9,762.6,,22,Wind blowing from the west,6,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-15.9,,,,,,
11.03.2020 08:00,-1.0,679.2,762.1,,23,Wind blowing from the west,4,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,10.3,,,2500 or more  or no clouds.,,,24.0,-19.5,No precipitation,12,,,,
11.03.2020 05:00,0.0,678.4,760.7,,16,Wind blowing from the west,3,,,, ,,,,,,,,,,26.0,-22.9,,,,,,
11.03.2020 02:00,3.1,678.1,760.4,-0.7,11,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.3,,,2500 or more  or no clouds.,,,23.0,-24.6,No precipitation,12,,,,
10.03.2020 23:00,5.0,678.8,761.7,,13,Wind blowing from the west,5,,10,, ,,,-6.1,10.3,,,,,,14.0,-21.2,No precipitation,6,,,,
10.03.2020 20:00,7.8,678.9,762.5,,13,Wind blowing from the west-southwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.3,,,,,,17.0,-18.9,No precipitation,12,,,,
10.03.2020 17:00,9.9,679.6,762.8,,12,Wind blowing from the west,5,,10,no clouds, ,,,-6.1,10.0,,,,,,22.0,-18.2,No precipitation,6,,,,
10.03.2020 14:00,7.1,681.9,765.8,,12,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,7.1,,,,,,15.0,-20.4,No precipitation,12,,,,
10.03.2020 11:00,1.6,684.3,768.9,,20,Wind blowing from the west,4,,8,no clouds, ,,,-6.1,4.5,,,,,,20.0,-19.0,No precipitation,6,,,,
10.03.2020 08:00,-5.7,684.4,769.6,,46,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,4.5,,,,,,30.0,-15.7,No precipitation,12,,,,
10.03.2020 05:00,-4.3,684.9,769.6,,39,Wind blowing from the west,4,,9,, ,,,-10.3,4.5,,,,,,30.0,-16.2,No precipitation,6,,,,
10.03.2020 02:00,-4.4,686.3,771.7,,26,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.5,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
09.03.2020 20:00,2.2,687.1,773.4,-0.3,10,Wind blowing from the west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.5,,,,,,30.0,-26.3,No precipitation,12,,,,
09.03.2020 17:00,3.9,687.4,773.2,,10,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-10.3,4.0,,,,,,30.0,-25.0,No precipitation,6,,,,
09.03.2020 14:00,1.1,688.9,774.8,-1.7,13,Wind blowing from the west,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,5.1,,,2500 or more  or no clouds.,,,27.0,-24.3,No precipitation,12,,,,
09.03.2020 11:00,-4.7,690.6,777.3,,22,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,30.0,-23.2,,,,,,
09.03.2020 08:00,-10.2,690.4,777.5,0.6,35,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,5.1,,,,,,30.0,-22.8,No precipitation,12,,,,
09.03.2020 05:00,-8.0,689.8,775.8,,28,Wind blowing from the west,4,,,, ,,,-8.0,5.1,,,,,,30.0,-23.3,No precipitation,6,,,,
09.03.2020 02:00,-5.7,689.9,775.5,,20,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,6.3,,,2500 or more  or no clouds.,,,30.0,-25.1,No precipitation,12,,,,
08.03.2020 23:00,-2.9,689.8,775.3,,16,Wind blowing from the west,4,,,, ,,,,,,,,,,30.0,-25.2,,,,,,
08.03.2020 20:00,0.0,688.3,773.2,2.0,15,Wind blowing from the west-northwest,3,,18,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.8,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
08.03.2020 17:00,3.7,686.3,770.0,,12,Wind blowing from the west-northwest,6,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,13.0,-23.1,,,,,,
08.03.2020 14:00,4.4,685.5,768.6,0.3,13,Wind blowing from the north-west,6,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.8,,,2500 or more  or no clouds.,,,6.0,-21.6,No precipitation,12,,,,
08.03.2020 11:00,2.4,685.2,768.5,,25,Wind blowing from the north-west,8,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.8,,,2500 or more  or no clouds.,,,5.0,-15.6,No precipitation,6,,,,
08.03.2020 08:00,1.2,682.3,765.1,,30,Wind blowing from the north-west,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,11.8,,,2500 or more  or no clouds.,,,29.0,-14.5,No precipitation,12,,,,
08.03.2020 05:00,3.6,679.5,761.2,,29,Wind blowing from the north-west,4,,,, ,,,,,,,,,,30.0,-12.8,,,,,,
08.03.2020 02:00,6.3,678.5,760.2,1.3,22,Wind blowing from the north-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.8,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
07.03.2020 23:00,6.7,677.2,759.7,,27,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,30.0,-11.0,,,,,,
07.03.2020 20:00,8.8,675.5,758.2,,23,Wind blowing from the north-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,11.8,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
07.03.2020 17:00,11.6,674.1,756.0,,10,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,-3.2,11.8,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,6,,,,
07.03.2020 14:00,8.2,675.4,757.7,-1.5,17,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,10.5,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
07.03.2020 11:00,2.0,676.9,759.7,,31,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,27.0,-13.4,,,,,,
07.03.2020 08:00,-2.9,676.0,758.9,-0.1,45,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.5,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
07.03.2020 05:00,-2.2,676.1,758.5,,39,Wind blowing from the east-northeast,1,,5,, ,,,-5.5,10.5,,,,,,30.0,-14.3,No precipitation,6,,,,
07.03.2020 02:00,-0.3,676.9,759.4,-1.3,27,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.5,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
06.03.2020 23:00,3.8,678.2,761.0,,16,Wind blowing from the east-southeast,2,,,, ,,,-5.5,10.5,,,,,,30.0,-19.7,No precipitation,6,,,,
06.03.2020 20:00,6.8,678.7,762.3,-0.2,13,Wind blowing from the east-southeast,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.5,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
06.03.2020 17:00,10.5,678.9,761.6,,8,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-5.5,10.5,,,,,,30.0,-22.4,No precipitation,6,,,,
06.03.2020 14:00,8.3,680.6,763.5,-1.4,15,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.9,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
06.03.2020 11:00,2.9,682.0,765.6,,26,Wind blowing from the west,2,,,, ,,,,,,,,,,30.0,-14.7,,,,,,
06.03.2020 08:00,-4.9,681.3,765.7,,47,Wind blowing from the west-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.9,,,,,,30.0,-14.7,0.1,12,,,,
06.03.2020 05:00,-2.7,680.4,763.6,,43,Wind blowing from the west,4,,,, ,,,,,,,,,,30.0,-13.8,,,,,,
06.03.2020 02:00,-0.1,680.2,763.0,-0.3,39,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.9,,,2500 or more  or no clouds.,,,30.0,-12.4,0.1,12,,,,
05.03.2020 23:00,1.7,680.5,764.0,,45,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-9.0,,,,,,
05.03.2020 20:00,3.9,679.9,763.9,,42,Wind blowing from the north-northwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.9,,,1500-2000,,,20.0,-8.1,No precipitation,12,,,,
05.03.2020 17:00,8.8,678.0,760.8,,22,Wind blowing from the north-west,5,,11,90  or more  but not 100%, ,,,-4.0,10.9,,,2500 or more  or no clouds.,,,12.0,-11.7,No precipitation,6,,,,
05.03.2020 14:00,8.5,678.7,761.2,-1.2,30,Wind blowing from the west,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.2,,,2500 or more  or no clouds.,,,22.0,-8.1,No precipitation,12,,,,
05.03.2020 11:00,2.5,679.9,763.4,,31,Wind blowing from the west,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,24.0,-12.9,,,,,,
05.03.2020 08:00,-3.9,679.1,762.7,,26,Wind blowing from the west,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.2,,,2500 or more  or no clouds.,,,10.0,-20.6,No precipitation,12,,,,
05.03.2020 05:00,-2.1,678.7,761.4,,22,Wind blowing from the west,2,,4,, ,,,-6.4,10.2,,,,,,16.0,-21.0,No precipitation,6,,,,
05.03.2020 02:00,0.8,679.0,761.8,,20,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.2,,,2500 or more  or no clouds.,,,20.0,-19.6,No precipitation,12,,,,
04.03.2020 23:00,1.3,679.4,763.4,,21,Wind blowing from the south-east,0,,,, ,,,,,,,,,,22.0,-18.6,,,,,,
04.03.2020 20:00,6.0,679.2,763.3,-0.5,14,Wind blowing from the north-east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.2,,,2500 or more  or no clouds.,,,22.0,-19.5,No precipitation,12,,,,
04.03.2020 17:00,9.9,679.7,763.0,,10,Wind blowing from the south-east,2,,11,no clouds, ,,,-6.4,10.2,,,,,,26.0,-20.3,No precipitation,6,,,,
04.03.2020 14:00,6.1,682.0,765.9,-2.7,14,Wind blowing from the east,4,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.5,,,,,,7.0,-19.4,No precipitation,12,,,,
04.03.2020 11:00,-1.3,684.7,769.5,,24,Wind blowing from the east,6,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.5,,,,,,4.7,-19.3,No precipitation,6,,,,
04.03.2020 08:00,-6.4,684.9,770.1,0.5,37,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,6.5,,,,,,17.0,-18.7,No precipitation,12,,,,
04.03.2020 05:00,-5.1,684.4,768.9,,32,Wind blowing from the east,5,,9,,Haze. ,,,-6.7,6.5,,,,,,7.0,-19.2,No precipitation,6,,,,
04.03.2020 02:00,-2.8,685.1,769.8,0.1,23,Wind blowing from the east,5,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.5,,,2500 or more  or no clouds.,,,3.8,-21.1,No precipitation,12,,,,
03.03.2020 23:00,0.5,685.0,770.1,,21,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-19.3,,,,,,
03.03.2020 20:00,3.5,684.9,770.1,,17,Wind blowing from the east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.5,,,,,,30.0,-19.3,No precipitation,12,,,,
03.03.2020 17:00,6.4,684.4,769.0,,13,Wind blowing from the east,1,,9,no clouds, ,,,-6.7,6.4,,,,,,30.0,-20.0,No precipitation,6,,,,
03.03.2020 14:00,3.3,685.3,770.0,-1.1,14,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.0,,,,,,14.0,-21.7,No precipitation,12,,,,
03.03.2020 11:00,-2.4,686.4,771.7,,19,Wind blowing from the east,5,,,no clouds, ,,,,,,,,,,10.0,-22.9,,,,,,
03.03.2020 08:00,-6.6,685.6,770.9,,26,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.0,,,,,,13.0,-22.9,No precipitation,12,,,,
03.03.2020 05:00,-5.4,685.0,769.7,,23,Wind blowing from the east,5,,8,,Haze. ,,,-5.4,6.0,,,,,,6.0,-23.3,No precipitation,6,,,,
03.03.2020 02:00,-3.4,686.0,770.7,-0.5,23,Wind blowing from the east,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.0,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
02.03.2020 23:00,-0.3,686.5,771.4,,19,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,30.0,-21.1,,,,,,
02.03.2020 20:00,3.3,686.5,771.5,0.1,18,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.1,,,,,,30.0,-18.8,No precipitation,12,,,,
02.03.2020 17:00,5.6,686.4,770.7,,15,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-4.3,9.5,,,,,,30.0,-19.0,No precipitation,6,,,,
