Local time in Huma,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 14:00,-6.0,746.7,763.9,,38,Wind blowing from the south-west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.8,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
15.03.2020 11:00,-9.3,749.0,766.3,,37,Wind blowing from the north,4,,11,no clouds, ,,,-20.7,-8.0,,,,,,30.0,-21.3,No precipitation,6,,,,
15.03.2020 08:00,-15.9,750.2,767.6,1.4,44,Wind blowing from the north-northeast,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-8.0,,,,,,13.0,-25.4,No precipitation,12,,,,
15.03.2020 05:00,-19.1,748.8,766.3,,52,Wind blowing from the north,2,,13,, ,,,-21.1,-8.0,,,,,,30.0,-26.5,No precipitation,6,,,,
15.03.2020 02:00,-14.8,746.9,764.2,,41,Wind blowing from the north-west,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.0,,,2500 or more  or no clouds.,,,30.0,-25.1,0.1,12,,,,
14.03.2020 23:00,-12.1,745.3,762.4,,43,Wind blowing from the north-northwest,8,,,, ,,,,-8.0,,,,,,28.0,-22.1,No precipitation,6,,,,
14.03.2020 20:00,-10.1,744.1,761.4,2.1,57,Wind blowing from the north-northwest,9,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.0,,,2500 or more  or no clouds.,,,10.0,-17.0,0.1,12,,,,
14.03.2020 17:00,-9.1,742.0,759.4,,80,Wind blowing from the north,9,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-5.8,,,2500 or more  or no clouds.,,,1.5,-11.9,0.1,6,,,,
14.03.2020 14:00,-9.0,739.3,756.6,1.9,83,Wind blowing from the north-northwest,9,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-4.1,,,2500 or more  or no clouds.,,,3.1,-11.4,Trace of precipitation,12,,,,
14.03.2020 11:00,-8.9,737.4,754.5,,67,Calm  no wind,0,,,90  or more  but not 100%, ,,,-21.7,-4.1,,,,,,30.0,-13.9,No precipitation,6,,,,
14.03.2020 08:00,-15.7,736.0,753.2,,82,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-4.1,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
14.03.2020 05:00,-21.1,736.3,753.4,,81,Wind blowing from the south-southwest,3,,4,, ,,,-24.6,-4.1,,,,,,30.0,-23.5,No precipitation,6,,,,
14.03.2020 02:00,-20.2,737.2,754.3,,85,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-4.1,,,2500 or more  or no clouds.,,,25.0,-22.1,No precipitation,12,,,,
13.03.2020 23:00,-17.6,738.7,755.9,,80,Wind blowing from the south-east,2,,,, ,,,-24.6,-4.1,,,,,,8.0,-20.2,No precipitation,6,,,,
13.03.2020 20:00,-14.3,739.6,757.0,0.0,61,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-4.1,,,,,,30.0,-20.2,No precipitation,12,,,,
13.03.2020 17:00,-5.5,739.6,756.7,,41,Wind blowing from the south-east,1,,6,90  or more  but not 100%, ,,,-24.6,-4.1,,,,,,30.0,-16.7,No precipitation,6,,,,
13.03.2020 14:00,-6.3,739.4,756.5,,38,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-6.2,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
13.03.2020 11:00,-9.4,741.1,758.2,,25,Wind blowing from the south,2,,12,90  or more  but not 100%, ,,,-24.6,-9.4,,,,,,30.0,-25.8,No precipitation,6,,,,
13.03.2020 08:00,-18.1,742.2,759.6,-0.4,39,Wind blowing from the south-east,2,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-9.3,,,2500 or more  or no clouds.,,,9.0,-28.7,No precipitation,12,,,,
13.03.2020 05:00,-20.4,742.6,760.0,,43,Wind blowing from the north-northeast,2,,17,, ,,,-22.1,-7.8,,,,,,30.0,-29.8,No precipitation,6,,,,
13.03.2020 02:00,-17.9,743.5,760.9,-0.3,37,Wind blowing from the west-northwest,4,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.3,,,2500 or more  or no clouds.,,,30.0,-29.1,No precipitation,12,,,,
12.03.2020 23:00,-14.8,743.8,761.1,,34,Wind blowing from the north-west,8,,,, ,,,-15.0,-4.3,,,,,,30.0,-27.2,No precipitation,6,,,,
12.03.2020 20:00,-13.3,742.3,759.4,,43,Wind blowing from the north-west,11,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.4,,,2500 or more  or no clouds.,,,8.0,-23.2,0.1,12,,,,
12.03.2020 17:00,-11.6,739.9,756.8,,60,Wind blowing from the north-northwest,13,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.7,-2.6,,,1500-2000,,,4.9,-17.8,No precipitation,6,,,,
12.03.2020 14:00,-10.6,737.3,754.1,,72,Wind blowing from the north-west,13,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,1500-2000,,,3.8,-14.8,1.0,12,,,,
12.03.2020 11:00,-10.1,735.8,752.5,,71,Wind blowing from the north-west,10,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.5,0.7,,,2500 or more  or no clouds.,,,4.2,-14.4,0.8,6,,,,
12.03.2020 08:00,-9.5,734.5,751.2,0.9,77,Wind blowing from the north-west,10,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,0.7,,,2500 or more  or no clouds.,,,3.4,-12.9,0.9,12,,,,
12.03.2020 05:00,-7.8,733.6,750.1,,89,Wind blowing from the south,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,0.7,,,,,,4.5,-9.3,0.2,6,,,,
12.03.2020 02:00,-7.3,734.7,751.1,-1.5,69,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.7,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
11.03.2020 23:00,-5.2,736.2,752.9,,58,Wind blowing from the south-southeast,3,,,, ,,,,0.7,,,,,,30.0,-12.2,No precipitation,6,,,,
11.03.2020 20:00,-3.6,737.3,754.3,0.1,49,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.7,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
11.03.2020 17:00,-3.6,737.2,754.3,,56,Wind blowing from the south-southwest,6,,7,90  or more  but not 100%, ,,,-23.0,0.7,,,,,,30.0,-11.3,No precipitation,6,,,,
11.03.2020 14:00,0.2,738.1,755.0,-2.2,43,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,0.2,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
11.03.2020 11:00,-9.3,740.3,757.6,,71,Wind blowing from the south-west,2,,3,40%., ,,,-23.0,,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
11.03.2020 08:00,-18.8,741.8,759.3,,82,Wind blowing from the south-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,12.0,-21.1,No precipitation,12,,,,
11.03.2020 05:00,-20.1,741.7,758.8,,83,Wind blowing from the south,2,,2,, ,,,-23.0,-0.2,,,,,,30.0,-22.2,No precipitation,6,,,,
11.03.2020 02:00,-18.8,742.3,759.4,-0.6,86,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-0.2,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
10.03.2020 23:00,-18.2,742.9,760.0,,80,Calm  no wind,0,,,, ,,,-18.3,-0.2,,,,,,30.0,-20.8,No precipitation,6,,,,
10.03.2020 20:00,-14.1,742.8,760.0,,75,Wind blowing from the south-southwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-0.2,,,,,,30.0,-17.6,No precipitation,12,,,,
10.03.2020 17:00,-2.6,742.3,759.1,,43,Wind blowing from the south-west,1,,10,70 – 80%., ,,,-13.7,-0.2,,,600-1000,,,30.0,-13.7,No precipitation,6,,,,
10.03.2020 14:00,-0.8,742.5,759.1,,40,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-0.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
10.03.2020 11:00,-3.4,743.8,760.6,,43,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,-13.7,-2.5,,,,,,30.0,-14.2,No precipitation,6,,,,
10.03.2020 08:00,-10.8,744.5,761.5,-0.2,58,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.5,,,2500 or more  or no clouds.,,,9.0,-17.5,No precipitation,12,,,,
10.03.2020 05:00,-13.2,744.7,761.8,,70,Wind blowing from the south-southeast,2,,6,, ,,,-21.8,-2.5,,,,,,30.0,-17.5,No precipitation,6,,,,
10.03.2020 02:00,-8.7,745.1,761.9,,49,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.5,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
09.03.2020 20:00,-7.0,746.5,763.8,0.0,36,Wind blowing from the south,4,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-2.5,,,600-1000,,,12.0,-19.6,No precipitation,12,,,,
09.03.2020 17:00,-4.3,746.5,763.8,,29,Wind blowing from the south,2,,5,60%., ,,,-21.8,-2.5,,,600-1000,,,30.0,-19.7,No precipitation,6,,,,
09.03.2020 14:00,-2.9,747.7,764.7,-1.8,26,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-1.8,,,600-1000,,,30.0,-19.7,No precipitation,12,,,,
09.03.2020 11:00,-9.5,749.5,766.7,,48,Wind blowing from the west,1,,9,10%  or less  but not 0, ,,,-21.8,-1.8,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,6,,,,
09.03.2020 08:00,-19.7,750.2,767.6,1.0,62,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-1.8,,,,,,6.0,-25.1,No precipitation,12,,,,
09.03.2020 05:00,-20.6,749.2,766.6,,66,Wind blowing from the south,1,,10,, ,,,-21.1,-1.8,,,,,,30.0,-25.3,No precipitation,6,,,,
09.03.2020 02:00,-12.3,748.5,765.4,,44,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.8,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
08.03.2020 23:00,-10.6,748.0,764.9,,46,Wind blowing from the north-northeast,3,,,, ,,,-14.9,-1.8,,,,,,30.0,-20.0,No precipitation,6,,,,
08.03.2020 20:00,-6.1,746.8,763.7,2.2,38,Wind blowing from the north-west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.8,,,,,,30.0,-18.1,No precipitation,12,,,,
08.03.2020 17:00,-5.3,744.6,761.4,,50,Wind blowing from the north-northwest,5,,,no clouds, ,,,-14.9,-0.9,,,,,,30.0,-14.3,No precipitation,6,,,,
08.03.2020 14:00,-2.4,743.5,760.3,0.2,42,Wind blowing from the north-northwest,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,0.6,,,,,,30.0,-13.6,No precipitation,12,,,,
08.03.2020 11:00,-3.4,743.3,760.3,,43,Wind blowing from the west-northwest,8,,16,no clouds, ,,,-14.9,0.6,,,,,,30.0,-14.2,No precipitation,6,,,,
08.03.2020 08:00,-7.7,742.4,759.1,,68,Wind blowing from the west,1,,5,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,0.6,,,2500 or more  or no clouds.,,,14.0,-12.6,Trace of precipitation,12,,,,
08.03.2020 05:00,-6.7,741.1,757.7,,70,Wind blowing from the south-west,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.9,0.6,,,,,,12.0,-11.3,No precipitation,6,,,,
08.03.2020 02:00,-8.2,740.4,757.0,-0.1,74,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.6,,,2500 or more  or no clouds.,,,13.0,-12.0,No precipitation,12,,,,
07.03.2020 23:00,-14.3,740.5,757.6,,85,Wind blowing from the south-southwest,1,,,, ,,,,0.6,,,,,,11.0,-16.3,No precipitation,6,,,,
07.03.2020 20:00,-4.0,740.9,757.9,0.3,62,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.6,,,,,,9.0,-10.2,No precipitation,12,,,,
07.03.2020 17:00,-0.9,740.6,757.6,,55,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,-20.9,0.6,,,,,,13.0,-9.0,No precipitation,6,,,,
07.03.2020 14:00,0.3,741.0,757.9,-1.7,46,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,0.3,,,2500 or more  or no clouds.,,,22.0,-10.0,No precipitation,12,,,,
07.03.2020 11:00,-6.7,742.7,759.8,,70,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%, ,,,-20.9,-2.1,,,,,,23.0,-11.4,No precipitation,6,,,,
07.03.2020 08:00,-17.1,744.1,761.3,-0.7,82,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-2.1,,,2500 or more  or no clouds.,,,4.9,-19.4,No precipitation,12,,,,
07.03.2020 05:00,-18.2,744.8,761.9,,85,Wind blowing from the south-southwest,2,,5,, ,,,-24.2,-2.1,,,,,,14.0,-20.1,No precipitation,6,,,,
07.03.2020 02:00,-17.9,745.5,762.6,,83,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,22.0,-20.1,No precipitation,12,,,,
06.03.2020 23:00,-16.2,746.3,763.6,,81,Wind blowing from the south,2,,,, ,,,,-2.1,,,,,,26.0,-18.8,No precipitation,6,,,,
06.03.2020 20:00,-9.1,747.0,764.4,0.2,63,Wind blowing from the south,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,21.0,-15.0,No precipitation,12,,,,
06.03.2020 17:00,-3.3,746.8,764.1,,46,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,-24.2,-2.1,,,,,,28.0,-13.3,No precipitation,6,,,,
06.03.2020 14:00,-2.2,747.4,764.6,-1.7,44,Wind blowing from the east-southeast,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-2.2,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
06.03.2020 11:00,-10.7,749.1,766.6,,75,Wind blowing from the south-west,1,,3,70 – 80%., ,,,-24.2,,,,2500 or more  or no clouds.,,,21.0,-14.3,No precipitation,6,,,,
06.03.2020 08:00,-20.1,749.9,767.3,,82,Wind blowing from the south-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-2.3,,,2500 or more  or no clouds.,,,6.0,-22.4,No precipitation,12,,,,
06.03.2020 05:00,-22.0,749.0,766.4,,83,Wind blowing from the south,2,,5,, ,,,-25.1,-2.3,,,,,,20.0,-24.1,No precipitation,6,,,,
06.03.2020 02:00,-20.3,748.9,766.3,0.3,84,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-2.3,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
05.03.2020 23:00,-18.2,748.6,766.1,,81,Wind blowing from the south-west,2,,,, ,,,,-2.3,,,,,,30.0,-20.7,No precipitation,6,,,,
05.03.2020 20:00,-5.8,748.1,765.4,1.2,48,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.3,,,2500 or more  or no clouds.,,,29.0,-15.1,No precipitation,12,,,,
05.03.2020 17:00,-3.8,746.9,764.2,,44,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,-25.1,-2.3,,,,,,30.0,-14.5,No precipitation,6,,,,
05.03.2020 14:00,-3.3,746.5,763.7,-1.2,42,Wind blowing from the east-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-3.2,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
05.03.2020 11:00,-11.2,747.7,765.1,,74,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%, ,,,-25.1,-3.9,,,,,,30.0,-14.9,No precipitation,6,,,,
05.03.2020 08:00,-19.4,748.2,765.9,0.5,87,Wind blowing from the south,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,2500 or more  or no clouds.,,,9.0,-21.0,No precipitation,12,,,,
05.03.2020 05:00,-23.3,747.7,765.3,,77,Wind blowing from the south,2,,5,, ,,,-23.3,-3.9,,,,,,30.0,-26.2,No precipitation,6,,,,
05.03.2020 02:00,-20.5,748.2,765.5,,82,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-3.9,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
04.03.2020 23:00,-19.1,749.0,766.5,,79,Wind blowing from the south,2,,,, ,,,-20.7,-3.9,,,,,,26.0,-21.8,No precipitation,6,,,,
04.03.2020 20:00,-17.6,749.7,767.3,-0.1,71,Wind blowing from the south-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.9,,,,,,30.0,-21.6,No precipitation,12,,,,
04.03.2020 17:00,-9.5,749.8,767.1,,47,Wind blowing from the east-southeast,1,,3,20–30%., ,,,-16.4,-3.9,,,1500-2000,,,12.0,-18.7,No precipitation,6,,,,
04.03.2020 14:00,-4.8,750.7,767.8,-1.9,33,Wind blowing from the east,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-3.9,,,600-1000,,,30.0,-18.6,No precipitation,12,,,,
04.03.2020 11:00,-9.1,752.6,769.9,,64,Wind blowing from the south,1,,3,no clouds, ,,,-16.4,-3.9,,,,,,30.0,-14.8,No precipitation,6,,,,
04.03.2020 08:00,-14.7,753.7,771.2,0.1,74,Wind blowing from the north,1,,3,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,1500-2000,,,30.0,-18.3,Trace of precipitation,12,,,,
04.03.2020 05:00,-12.6,753.6,770.9,,79,Wind blowing from the north-west,1,,3,,Snow not falling as shower(s). ,,,-14.0,-3.9,,,,,,30.0,-15.5,No precipitation,6,,,,
04.03.2020 02:00,-11.3,753.9,771.0,-0.4,66,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.9,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
03.03.2020 23:00,-12.2,754.3,771.6,,79,Wind blowing from the north-northeast,2,,,, ,,,-14.0,-3.9,,,,,,29.0,-15.2,No precipitation,6,,,,
03.03.2020 20:00,-11.7,754.6,772.1,,72,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.9,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
03.03.2020 17:00,-7.8,754.4,771.7,,59,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%, ,,,-14.0,-3.9,,,,,,30.0,-14.6,No precipitation,6,,,,
03.03.2020 14:00,-4.0,754.9,772.1,-1.2,50,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.2,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
03.03.2020 11:00,-6.3,756.1,773.2,,60,Wind blowing from the north,1,,6,70 – 80%., ,,,-14.0,-2.2,,,1500-2000,,,30.0,-12.8,No precipitation,6,,,,
03.03.2020 08:00,-13.0,756.2,773.5,0.7,74,Wind blowing from the north-northwest,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.2,,,1500-2000,,,6.0,-16.7,No precipitation,12,,,,
03.03.2020 05:00,-13.1,755.5,772.8,,80,Wind blowing from the north,1,,6,, ,,,-13.1,-2.2,,,,,,30.0,-15.8,No precipitation,6,,,,
03.03.2020 02:00,-11.7,755.5,772.7,0.3,80,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.2,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
02.03.2020 23:00,-9.6,755.2,772.3,,71,Wind blowing from the north,2,,,, ,,,-11.8,-2.2,,,,,,30.0,-14.0,No precipitation,6,,,,
02.03.2020 20:00,-7.2,754.9,772.1,0.9,67,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.2,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
02.03.2020 17:00,-3.9,754.0,771.1,,50,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,-11.8,-2.2,,,,,,30.0,-12.8,No precipitation,6,,,,
02.03.2020 14:00,-3.1,753.7,770.8,,59,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.1,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
02.03.2020 11:00,-6.0,754.1,771.3,,63,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,-14.8,-5.2,,,,,,30.0,-11.9,No precipitation,6,,,,
02.03.2020 08:00,-10.3,754.0,771.3,1.0,75,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
02.03.2020 05:00,-10.9,753.0,770.2,,80,Wind blowing from the west-southwest,1,,3,, ,,,,-5.2,,,,,,30.0,-13.7,No precipitation,6,,,,
