Local time in Hotan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 08:00,7.1,652.9,769.0,0.7,20,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,16.2,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,12,,,,
16.03.2020 05:00,6.1,652.2,768.2,,24,Wind blowing from the north-west,1,,6,,Haze. ,,,3.2,16.2,,,,,,5.0,-13.0,No precipitation,6,,,,
16.03.2020 02:00,6.9,651.3,767.3,1.2,21,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,16.2,,,2500 or more  or no clouds.,,,7.0,-13.9,No precipitation,12,,,,
15.03.2020 23:00,10.7,650.1,766.2,,14,Wind blowing from the east-southeast,2,,,, ,,,3.2,16.2,,,,,,8.0,-15.7,No precipitation,6,,,,
15.03.2020 20:00,14.3,649.2,765.4,,10,Wind blowing from the east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,16.2,,,2500 or more  or no clouds.,,,8.0,-16.9,No precipitation,12,,,,
15.03.2020 17:00,15.4,649.2,764.7,,10,Wind blowing from the north-east,2,,5,50%., ,,,3.2,15.8,,,2500 or more  or no clouds.,,,7.0,-16.1,No precipitation,6,,,,
15.03.2020 14:00,13.8,650.8,766.5,-0.3,15,Wind blowing from the north-east,2,,5,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,14.2,,,,,,5.0,-12.4,No precipitation,12,,,,
15.03.2020 11:00,8.7,651.1,767.5,,29,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,14.2,,,,,,4.7,-8.3,No precipitation,6,,,,
15.03.2020 08:00,3.7,650.6,767.5,0.2,38,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,14.2,,,2500 or more  or no clouds.,,,4.1,-9.6,No precipitation,12,,,,
15.03.2020 05:00,6.0,650.4,766.4,,22,Wind blowing from the east,1,,,,Haze. ,,,6.0,14.2,,,,,,6.0,-14.1,No precipitation,6,,,,
15.03.2020 02:00,7.9,650.5,766.6,0.1,18,Wind blowing from the east-southeast,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.2,,,2500 or more  or no clouds.,,,5.0,-15.0,No precipitation,12,,,,
14.03.2020 23:00,10.2,650.4,766.8,,20,Wind blowing from the east-southeast,1,,7,,Haze. ,,,6.3,14.2,,,,,,4.0,-11.8,No precipitation,6,,,,
14.03.2020 20:00,12.6,649.9,765.7,0.1,18,Wind blowing from the north,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.2,,,2500 or more  or no clouds.,,,5.0,-11.1,No precipitation,12,,,,
14.03.2020 17:00,13.9,649.8,765.4,,17,Wind blowing from the north-east,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.0,,,,,,5.0,-10.7,No precipitation,6,,,,
14.03.2020 14:00,12.0,651.7,767.9,-0.5,19,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,13.0,,,2500 or more  or no clouds.,,,4.5,-10.9,No precipitation,12,,,,
14.03.2020 11:00,8.2,652.2,769.1,,30,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,,,,4.1,-8.3,No precipitation,6,,,,
14.03.2020 08:00,7.8,651.7,768.2,0.0,31,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.0,,,2500 or more  or no clouds.,,,5.0,-8.3,No precipitation,12,,,,
14.03.2020 05:00,7.6,651.7,767.9,,23,Wind blowing from the east-northeast,1,,6,,Haze. ,,,3.1,13.0,,,,,,2.9,-12.2,No precipitation,6,,,,
14.03.2020 02:00,7.9,652.3,769.1,,21,Wind blowing from the west-northwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.0,,,2500 or more  or no clouds.,,,2.5,-13.1,No precipitation,12,,,,
13.03.2020 23:00,9.2,652.3,769.6,,16,Wind blowing from the east-southeast,1,,,,Haze. ,,,3.1,13.0,,,,,,2.7,-15.3,No precipitation,6,,,,
13.03.2020 20:00,11.0,651.8,769.0,0.2,14,Wind blowing from the east-southeast,2,,,60%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.0,,,2500 or more  or no clouds.,,,2.8,-15.5,No precipitation,12,,,,
13.03.2020 17:00,12.4,651.6,768.3,,15,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.9,,,,,,3.4,-13.5,No precipitation,6,,,,
13.03.2020 14:00,9.8,653.2,770.5,,29,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.3,,,2500 or more  or no clouds.,,,4.6,-7.4,No precipitation,12,,,,
13.03.2020 11:00,6.5,653.6,771.3,,32,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.3,,,,,,3.6,-9.0,No precipitation,6,,,,
13.03.2020 08:00,4.9,652.4,769.6,0.4,30,Wind blowing from the south-west,3,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.3,,,2500 or more  or no clouds.,,,5.0,-11.2,No precipitation,12,,,,
13.03.2020 05:00,5.5,652.0,768.7,,27,Wind blowing from the south-west,1,,6,,Haze. ,,,3.8,13.3,,,,,,5.0,-12.0,No precipitation,6,,,,
13.03.2020 02:00,6.7,652.0,768.9,0.3,24,Wind blowing from the west-southwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,13.3,,,2500 or more  or no clouds.,,,4.3,-12.4,No precipitation,12,,,,
12.03.2020 23:00,8.8,651.7,769.0,,19,Wind blowing from the east,1,,7,,Haze. ,,,3.8,13.3,,,,,,5.0,-13.6,No precipitation,6,,,,
12.03.2020 20:00,11.2,650.5,767.4,,16,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,13.3,,,2500 or more  or no clouds.,,,6.0,-13.7,No precipitation,12,,,,
12.03.2020 17:00,12.9,649.5,765.7,,15,Wind blowing from the north-east,2,,7,90  or more  but not 100%, ,,,3.8,13.3,,,,,,7.0,-13.1,No precipitation,6,,,,
12.03.2020 14:00,10.4,650.2,766.9,0.3,19,Wind blowing from the east,4,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.8,,,2500 or more  or no clouds.,,,5.0,-12.2,No precipitation,12,,,,
12.03.2020 11:00,6.9,649.9,766.9,,38,Wind blowing from the west,2,,4,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,2500 or more  or no clouds.,,,2.5,-6.4,No precipitation,6,,,,
12.03.2020 08:00,4.9,648.6,765.1,1.0,42,Wind blowing from the south-west,2,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.8,,,2500 or more  or no clouds.,,,2.7,-7.2,No precipitation,12,,,,
12.03.2020 05:00,5.8,647.6,763.6,,38,Wind blowing from the south-west,2,,5,,Haze. ,,,0.3,12.8,,,,,,2.9,-7.4,No precipitation,6,,,,
12.03.2020 02:00,5.9,647.2,763.5,1.0,38,Wind blowing from the west-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.8,,,2500 or more  or no clouds.,,,3.1,-7.3,No precipitation,12,,,,
11.03.2020 23:00,8.0,646.2,762.8,,32,Wind blowing from the north-northwest,1,,14,,Haze. ,,,0.3,12.8,,,,,,2.6,-7.7,No precipitation,6,,,,
11.03.2020 20:00,11.7,645.3,761.2,,24,Wind blowing from the east,1,,14,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.8,,,2500 or more  or no clouds.,,,3.7,-8.2,No precipitation,12,,,,
11.03.2020 17:00,12.3,645.6,761.2,,23,Wind blowing from the east,2,,14,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.7,,,,,,2.5,-8.2,No precipitation,6,,,,
11.03.2020 14:00,10.1,646.8,762.9,-0.4,27,Wind blowing from the north-northeast,2,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.1,,,2500 or more  or no clouds.,,,1.3,-8.0,No precipitation,12,,,,
11.03.2020 11:00,5.8,647.2,764.1,,42,Wind blowing from the west,2,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.7,,,,,,1.0,-6.1,No precipitation,6,,,,
11.03.2020 08:00,4.8,646.8,763.6,,43,Wind blowing from the south-west,2,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.7,,,2500 or more  or no clouds.,,,0.9,-6.7,No precipitation,12,,,,
11.03.2020 05:00,5.4,646.7,763.3,,38,Calm  no wind,0,,,,Haze. ,,,4.1,9.7,,,,,,1.0,-7.8,No precipitation,6,,,,
11.03.2020 02:00,6.7,647.2,763.9,-0.2,37,Wind blowing from the north-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.7,,,2500 or more  or no clouds.,,,0.9,-7.0,No precipitation,12,,,,
10.03.2020 23:00,7.6,647.4,764.5,,34,Wind blowing from the north-west,1,,4,,Haze. ,,,4.1,9.7,,,,,,0.9,-7.3,No precipitation,6,,,,
10.03.2020 20:00,8.5,646.9,763.9,-0.6,31,Wind blowing from the west,2,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.7,,,2500 or more  or no clouds.,,,1.1,-7.7,No precipitation,12,,,,
10.03.2020 17:00,9.2,647.5,764.5,,29,Wind blowing from the west-southwest,1,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.7,,,,,,0.9,-7.9,No precipitation,6,,,,
10.03.2020 14:00,7.3,649.6,767.1,-1.1,34,Wind blowing from the north-west,2,,5,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.2,,,,,,0.7,-7.5,No precipitation,12,,,,
10.03.2020 11:00,4.8,650.7,768.7,,57,Wind blowing from the west,2,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,,,,1.2,-3.2,No precipitation,6,,,,
10.03.2020 08:00,4.2,650.3,768.1,,62,Wind blowing from the west,2,,7,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.2,,,,,,1.2,-2.6,No precipitation,12,,,,
10.03.2020 05:00,4.6,651.1,768.5,,64,Wind blowing from the west-northwest,2,,7,,Haze. ,,,4.3,10.2,,,,,,1.6,-1.8,No precipitation,6,,,,
10.03.2020 02:00,5.3,652.0,769.9,,58,Wind blowing from the west-northwest,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,10.2,,,2500 or more  or no clouds.,,,1.8,-2.3,No precipitation,12,,,,
09.03.2020 20:00,8.0,652.3,770.3,-0.3,42,Wind blowing from the west-southwest,3,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.5,,,2500 or more  or no clouds.,,,0.9,-4.4,No precipitation,12,,,,
09.03.2020 17:00,9.7,652.6,770.1,,32,Wind blowing from the north,3,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.7,,,,,,0.7,-6.2,No precipitation,6,,,,
09.03.2020 14:00,8.1,654.4,772.3,-0.1,43,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.5,,,2500 or more  or no clouds.,,,1.5,-3.7,Trace of precipitation,12,,,,
09.03.2020 11:00,4.9,654.5,772.9,,73,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.5,,,,,,6.0,0.5,No precipitation,6,,,,
09.03.2020 08:00,4.5,653.2,770.6,0.6,76,Wind blowing from the west-northwest,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,13.5,,,2500 or more  or no clouds.,,,10.0,0.5,Trace of precipitation,12,,,,
09.03.2020 05:00,5.7,652.6,769.6,,72,Wind blowing from the west-northwest,3,,12,, ,,,4.7,13.5,,,,,,14.0,0.9,No precipitation,6,,,,
09.03.2020 02:00,7.1,652.3,769.0,,63,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.5,,,2500 or more  or no clouds.,,,12.0,0.5,No precipitation,12,,,,
08.03.2020 23:00,7.8,651.7,769.2,,60,Wind blowing from the west-southwest,3,,,, ,,,4.7,13.5,,,,,,13.0,0.5,No precipitation,6,,,,
08.03.2020 20:00,11.4,649.7,766.3,0.9,32,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.8,,,2500 or more  or no clouds.,,,8.0,-4.7,Trace of precipitation,12,,,,
08.03.2020 17:00,11.9,648.8,765.2,,33,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%,Shower(s) of rain. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.5,,,,,,13.0,-3.9,No precipitation,6,,,,
08.03.2020 14:00,10.9,649.6,765.9,0.5,42,Wind blowing from the north,2,,21,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.5,,,2500 or more  or no clouds.,,,14.0,-1.5,No precipitation,12,,,,
08.03.2020 11:00,6.9,649.1,765.3,,59,Wind blowing from the west-northwest,2,,33,no clouds, ,,,4.7,15.5,,,,,,10.0,-0.6,No precipitation,6,,,,
08.03.2020 08:00,5.4,647.9,763.7,0.5,67,Wind blowing from the north,1,,33,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.5,,,2500 or more  or no clouds.,,,22.0,-0.4,No precipitation,12,,,,
08.03.2020 05:00,5.3,647.4,763.0,,68,Wind blowing from the west,6,,33,, ,,,5.0,15.5,,,,,,19.0,-0.1,No precipitation,6,,,,
08.03.2020 02:00,7.1,646.5,761.7,2.6,61,Wind blowing from the west-northwest,11,,33,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.5,,,2500 or more  or no clouds.,,,8.0,-0.1,No precipitation,12,,,,
07.03.2020 23:00,11.4,643.9,758.7,,31,Wind blowing from the west,12,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,,,6.4,15.5,,,,,,1.1,-5.1,No precipitation,6,,,,
07.03.2020 20:00,13.8,641.5,755.7,,15,Wind blowing from the north-northwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.5,,,2500 or more  or no clouds.,,,12.0,-12.4,No precipitation,12,,,,
07.03.2020 17:00,14.5,640.2,753.7,,14,Wind blowing from the north-west,4,,16,90  or more  but not 100%, ,,,6.4,15.7,,,,,,13.0,-12.7,No precipitation,6,,,,
07.03.2020 14:00,13.6,640.8,754.5,-0.1,19,Wind blowing from the north-west,9,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.7,,,,,,6.0,-9.6,No precipitation,12,,,,
07.03.2020 11:00,9.1,640.9,755.7,,23,Wind blowing from the west,3,,7,90  or more  but not 100%, ,,,6.4,,,,,,,7.0,-10.9,No precipitation,6,,,,
07.03.2020 08:00,7.3,640.1,754.0,0.4,26,Wind blowing from the south-west,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,15.7,,,2500 or more  or no clouds.,,,7.0,-10.9,No precipitation,12,,,,
07.03.2020 05:00,8.8,639.7,753.1,,23,Wind blowing from the south-west,4,,8,, ,,,4.6,15.7,,,,,,11.0,-11.2,No precipitation,6,,,,
07.03.2020 02:00,9.3,640.5,754.4,-0.1,22,Wind blowing from the south-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,15.7,,,2500 or more  or no clouds.,,,10.0,-11.3,No precipitation,12,,,,
06.03.2020 23:00,9.2,640.6,755.6,,24,Calm  no wind,0,,,,Haze. ,,,4.6,15.7,,,,,,3.8,-10.3,No precipitation,6,,,,
06.03.2020 20:00,14.2,639.8,754.0,0.2,14,Wind blowing from the north,1,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,15.7,,,2500 or more  or no clouds.,,,11.0,-12.9,No precipitation,12,,,,
06.03.2020 17:00,14.9,639.6,753.4,,15,Wind blowing from the north-east,4,,14,no clouds, ,,,4.6,16.0,,,,,,7.0,-11.5,No precipitation,6,,,,
06.03.2020 14:00,12.2,642.2,756.8,-1.0,21,Wind blowing from the north-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,16.2,,,2500 or more  or no clouds.,,,8.0,-9.5,No precipitation,12,,,,
06.03.2020 11:00,7.7,643.2,758.5,,24,Wind blowing from the west,5,,9,60%., ,,,4.6,16.2,,,2500 or more  or no clouds.,,,7.0,-11.6,No precipitation,6,,,,
06.03.2020 08:00,5.8,642.7,757.3,0.4,27,Wind blowing from the west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.2,,,2500 or more  or no clouds.,,,9.0,-11.8,No precipitation,12,,,,
06.03.2020 05:00,6.2,642.3,756.5,,28,Wind blowing from the south,1,,13,, ,,,2.9,16.2,,,,,,9.0,-11.0,No precipitation,6,,,,
06.03.2020 02:00,7.8,642.5,757.0,-0.3,27,Wind blowing from the west,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.2,,,2500 or more  or no clouds.,,,6.0,-10.0,No precipitation,12,,,,
05.03.2020 23:00,10.0,642.8,757.9,,20,Wind blowing from the east,1,,13,,Haze. ,,,2.9,16.2,,,,,,6.0,-11.9,No precipitation,6,,,,
05.03.2020 20:00,14.1,642.3,757.2,-0.2,15,Wind blowing from the east,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.2,,,2500 or more  or no clouds.,,,8.0,-12.1,No precipitation,12,,,,
05.03.2020 17:00,15.4,642.5,757.0,,14,Wind blowing from the east,5,,12,70 – 80%., ,,,2.9,16.4,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,6,,,,
05.03.2020 14:00,12.6,644.0,759.1,-0.8,19,Wind blowing from the north-east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.4,,,2500 or more  or no clouds.,,,7.0,-10.4,No precipitation,12,,,,
05.03.2020 11:00,8.3,644.8,760.2,,27,Wind blowing from the south-southeast,1,,9,90  or more  but not 100%, ,,,2.9,16.4,,,,,,3.5,-9.6,No precipitation,6,,,,
05.03.2020 08:00,4.6,644.1,759.2,,31,Wind blowing from the south-west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.4,,,2500 or more  or no clouds.,,,10.0,-11.1,No precipitation,12,,,,
05.03.2020 05:00,5.2,643.9,758.5,,30,Wind blowing from the south-west,2,,9,, ,,,1.5,16.4,,,,,,8.0,-11.0,No precipitation,6,,,,
05.03.2020 02:00,6.6,644.1,759.1,,30,Wind blowing from the north-northwest,2,,14,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.4,,,2500 or more  or no clouds.,,,4.4,-9.7,No precipitation,12,,,,
04.03.2020 23:00,9.8,643.9,759.7,,23,Wind blowing from the east-southeast,2,,14,,Haze. ,,,1.5,16.4,,,,,,7.0,-10.3,No precipitation,6,,,,
04.03.2020 20:00,14.4,643.2,758.8,-0.1,15,Wind blowing from the east-northeast,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.4,,,2500 or more  or no clouds.,,,9.0,-11.9,No precipitation,12,,,,
04.03.2020 17:00,16.1,643.3,757.6,,13,Wind blowing from the north-northeast,5,,14,no clouds, ,,,1.5,16.2,,,,,,9.0,-12.3,No precipitation,6,,,,
04.03.2020 14:00,12.9,645.5,760.8,-0.6,17,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,15.6,,,,,,7.0,-11.6,No precipitation,12,,,,
04.03.2020 11:00,6.3,646.1,762.1,,29,Wind blowing from the west-southwest,4,,8,10%  or less  but not 0, ,,,1.5,15.6,,,2500 or more  or no clouds.,,,6.0,-10.4,No precipitation,6,,,,
04.03.2020 08:00,1.9,645.6,761.7,0.5,44,Wind blowing from the south-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,15.6,,,2500 or more  or no clouds.,,,7.0,-9.1,No precipitation,12,,,,
04.03.2020 05:00,5.8,645.1,760.0,,31,Wind blowing from the east,1,,15,, ,,,3.2,15.6,,,,,,9.0,-10.0,No precipitation,6,,,,
