Local time in Shaowu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 20:00,13.1,745.2,765.1,1.3,66,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,22.9,,,,,,10.0,6.9,No precipitation,12,,,,
15.03.2020 17:00,22.3,743.9,763.6,,24,Wind blowing from the west-northwest,2,,4,no clouds, ,,,3.6,22.9,,,,,,23.0,0.8,No precipitation,6,,,,
15.03.2020 14:00,21.1,745.2,764.8,,25,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,21.5,,,,,,24.0,0.3,No precipitation,12,,,,
15.03.2020 11:00,16.5,748.3,768.1,,44,Wind blowing from the north-east,1,,2,no clouds, ,,,3.6,19.5,,,,,,13.0,4.2,No precipitation,6,,,,
15.03.2020 08:00,6.6,749.0,769.0,1.0,89,Wind blowing from the south-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.5,,,,,,2.7,4.9,No precipitation,12,,,,
15.03.2020 05:00,4.1,748.0,767.8,,94,Wind blowing from the south-southwest,1,,8,,Mist. ,,,4.1,19.5,,,,,,2.2,3.2,No precipitation,6,,,,
15.03.2020 02:00,5.4,748.0,767.9,,91,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,19.5,,,2500 or more  or no clouds.,,,8.0,4.1,No precipitation,12,,,,
14.03.2020 23:00,7.8,747.7,767.5,,85,Wind blowing from the south,1,,10,,Mist. ,,,7.8,19.5,,,,,,5.0,5.4,No precipitation,6,,,,
14.03.2020 20:00,13.2,746.7,766.4,1.3,51,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.5,,,,,,18.0,3.3,No precipitation,12,,,,
14.03.2020 17:00,18.6,745.4,764.9,,28,Wind blowing from the west-northwest,4,,10,no clouds, ,,,11.7,19.5,,,,,,18.0,-0.2,No precipitation,6,,,,
14.03.2020 14:00,18.4,745.7,765.2,-2.3,58,Wind blowing from the west-northwest,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.1,,,1000-1500,,,12.0,10.0,No precipitation,12,,,,
14.03.2020 11:00,17.4,748.0,767.5,,56,Wind blowing from the west-northwest,4,,7,60%., ,,,11.7,18.0,,,1000-1500,,,13.0,8.5,No precipitation,6,,,,
14.03.2020 08:00,13.7,747.7,767.4,1.4,82,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.0,,,2500 or more  or no clouds.,,,10.0,10.7,0.4,12,,,,
14.03.2020 05:00,12.9,746.3,766.0,,85,Wind blowing from the west,2,,10,, ,,,12.2,18.0,,,,,,12.0,10.4,0.4,6,,,,
14.03.2020 02:00,13.8,746.8,766.4,,84,Wind blowing from the west-northwest,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.0,,,2500 or more  or no clouds.,,,18.0,11.1,0.4,12,,,,
13.03.2020 23:00,14.7,747.0,766.6,,86,Wind blowing from the west,1,,10,, ,,,12.1,18.0,,,,,,26.0,12.4,No precipitation,6,,,,
13.03.2020 20:00,15.3,745.6,765.2,1.2,84,Wind blowing from the north-northwest,1,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.0,,,1000-1500,,,28.0,12.6,Trace of precipitation,12,,,,
13.03.2020 17:00,16.2,744.4,763.9,,85,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.0,,,600-1000,,,30.0,13.7,No precipitation,6,,,,
13.03.2020 14:00,17.5,744.0,763.6,,79,Wind blowing from the west-southwest,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.9,,,600-1000,,,23.0,13.8,0.4,12,,,,
13.03.2020 11:00,15.7,745.7,765.4,,82,Wind blowing from the north-northeast,1,,,100%., ,,,12.1,15.7,,,600-1000,,,12.0,12.6,0.1,6,,,,
13.03.2020 08:00,12.7,745.5,765.2,1.4,96,Wind blowing from the north-west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,12.8,,,100-200,,,5.0,12.1,5.0,12,,,,
13.03.2020 05:00,12.2,744.1,763.9,,97,Wind blowing from the north-east,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,,12.8,,,,,,1.7,11.7,2.0,6,,,,
13.03.2020 02:00,12.1,744.4,764.1,-0.3,96,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,2500 or more  or no clouds.,,,2.3,11.5,17.0,12,,,,
12.03.2020 23:00,12.2,744.7,764.4,,96,Wind blowing from the south-southwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,12.8,,,,,,2.9,11.6,9.0,6,,,,
12.03.2020 20:00,12.1,743.8,763.6,,95,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.4,12.8,,,600-1000,,,2.8,11.3,19.0,12,,,,
12.03.2020 17:00,12.4,742.5,762.2,,93,Wind blowing from the north-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.4,15.8,,,600-1000,,,3.6,11.3,10.0,6,,,,
12.03.2020 14:00,12.4,743.2,763.0,,93,Wind blowing from the east-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,2500 or more  or no clouds.,,,4.4,11.3,29.0,12,,,,
12.03.2020 11:00,12.7,745.2,764.9,,91,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.4,,,,1000-1500,,,8.0,11.3,11.0,6,,,,
12.03.2020 08:00,11.1,745.1,764.9,0.3,95,Wind blowing from the south-east,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,2.6,10.3,34.0,12,,,,
12.03.2020 05:00,10.7,744.8,764.5,,95,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.3,17.0,,,,,,2.6,9.9,24.0,6,,,,
12.03.2020 02:00,10.9,745.9,765.5,0.0,93,Wind blowing from the north-northeast,3,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.0,,,2500 or more  or no clouds.,,,2.0,9.8,13.0,12,,,,
11.03.2020 23:00,11.7,745.9,765.7,,94,Wind blowing from the west,1,,5,,Rain (not freezing) not falling as shower(s). ,,,5.8,17.0,,,,,,4.6,10.8,2.0,6,,,,
11.03.2020 20:00,12.6,745.2,765.1,0.2,85,Wind blowing from the south-east,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.0,,,1000-1500,,,7.0,10.1,0.4,12,,,,
11.03.2020 17:00,15.8,745.0,764.8,,60,Wind blowing from the east-northeast,2,,5,100%., ,,,5.8,17.0,,,1000-1500,,,17.0,8.1,No precipitation,6,,,,
11.03.2020 14:00,16.5,745.5,765.3,-2.5,54,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.0,,,2500 or more  or no clouds.,,,17.0,7.2,No precipitation,12,,,,
11.03.2020 11:00,11.4,748.0,768.0,,81,Wind blowing from the west-northwest,2,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,15.1,,,600-1000,,,6.0,8.3,No precipitation,6,,,,
11.03.2020 08:00,6.5,748.7,768.8,,98,Wind blowing from the west,2,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,15.1,,,100-200,,,0.5,6.2,No precipitation,12,,,,
11.03.2020 05:00,6.3,747.0,766.9,,98,Wind blowing from the west,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,5.8,15.1,,,,,,0.4,6.0,No precipitation,6,,,,
11.03.2020 02:00,5.9,747.4,767.3,-0.3,97,Wind blowing from the south-east,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,15.1,,,2500 or more  or no clouds.,,,0.2,5.5,No precipitation,12,,,,
10.03.2020 23:00,7.6,747.7,767.7,,94,Wind blowing from the south-southwest,1,,9,,Mist. ,,,7.6,15.1,,,,,,3.3,6.7,No precipitation,6,,,,
10.03.2020 20:00,9.9,746.7,766.6,,87,Wind blowing from the south,1,,10,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,16.6,,,1000-1500,,,6.0,7.8,No precipitation,12,,,,
10.03.2020 17:00,15.0,745.6,765.2,,54,Wind blowing from the west-northwest,3,,10,20–30%., ,,,11.5,17.7,,,1000-1500,,,12.0,5.8,No precipitation,6,,,,
10.03.2020 14:00,13.9,746.0,765.7,,58,Wind blowing from the north-west,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,,,,1000-1500,,,12.0,5.8,No precipitation,12,,,,
10.03.2020 11:00,13.9,746.3,766.0,,58,Wind blowing from the west-northwest,5,,10,90  or more  but not 100%, ,,,11.5,,,,,,,12.0,5.8,No precipitation,6,,,,
10.03.2020 08:00,12.6,744.9,764.5,1.7,66,Wind blowing from the west-northwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,18.9,,,1000-1500,,,8.0,6.4,No precipitation,12,,,,
10.03.2020 05:00,12.1,743.2,762.7,,72,Wind blowing from the west,2,,9,, ,,,12.1,18.9,,,,,,9.0,7.2,No precipitation,6,,,,
10.03.2020 02:00,13.5,742.9,762.4,,70,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,18.9,,,2500 or more  or no clouds.,,,20.0,8.1,2.0,12,,,,
09.03.2020 20:00,16.6,739.3,758.5,2.8,88,Wind blowing from the west-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.9,,,600-1000,,,30.0,14.6,9.0,12,,,,
09.03.2020 17:00,17.7,736.5,755.7,,90,Wind blowing from the west-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.9,,,600-1000,,,30.0,16.0,7.0,6,,,,
09.03.2020 14:00,18.4,735.8,755.0,-1.1,92,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.9,,,600-1000,,,3.8,17.1,26.0,12,,,,
09.03.2020 11:00,18.5,736.9,756.1,,91,Wind blowing from the north-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.6,,,600-1000,,,8.0,17.0,19.0,6,,,,
09.03.2020 08:00,16.6,736.5,755.7,1.4,97,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,17.7,,,600-1000,,,1.6,16.1,18.0,12,,,,
09.03.2020 05:00,15.8,735.1,754.3,,96,Wind blowing from the west-southwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.7,17.7,,,,,,2.7,15.2,0.9,6,,,,
09.03.2020 02:00,16.1,736.1,755.3,,95,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.7,,,2500 or more  or no clouds.,,,6.0,15.3,0.2,12,,,,
08.03.2020 23:00,16.8,737.5,756.7,,91,Wind blowing from the north-east,2,,5,,Rain (not freezing) not falling as shower(s). ,,,14.7,17.7,,,,,,17.0,15.3,0.2,6,,,,
08.03.2020 20:00,16.7,737.6,756.9,0.4,91,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.7,,,1000-1500,,,15.0,15.2,0.6,12,,,,
08.03.2020 17:00,17.2,737.2,756.5,,88,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.7,,,300-600,,,30.0,15.2,Trace of precipitation,6,,,,
08.03.2020 14:00,17.6,738.2,757.5,-2.7,88,Wind blowing from the east,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.6,,,300-600,,,30.0,15.6,10.0,12,,,,
08.03.2020 11:00,16.0,740.9,760.3,,97,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.2,,,300-600,,,4.4,15.5,10.0,6,,,,
08.03.2020 08:00,15.0,740.1,759.5,,97,Wind blowing from the east-southeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,1.3,14.5,24.0,12,,,,
08.03.2020 05:00,14.7,739.6,759.0,,97,Wind blowing from the east-southeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,1.6,14.2,3.0,6,,,,
08.03.2020 02:00,14.8,740.7,760.1,-0.7,97,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.2,,,2500 or more  or no clouds.,,,1.2,14.3,20.0,12,,,,
07.03.2020 23:00,14.8,741.4,760.9,,97,Wind blowing from the east-southeast,1,,3,,Rain  not freezing  intermittent  heavy at time of observation. ,,,11.0,17.2,,,,,,0.9,14.3,17.0,6,,,,
07.03.2020 20:00,14.9,741.1,760.7,0.5,96,Wind blowing from the east-southeast,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.2,,,600-1000,,,3.7,14.3,6.0,12,,,,
07.03.2020 17:00,15.6,740.6,760.2,,91,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.2,,,600-1000,,,4.6,14.1,0.4,6,,,,
07.03.2020 14:00,16.4,741.2,760.8,-2.3,81,Wind blowing from the north,2,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,16.7,,,600-1000,,,6.0,13.1,4.0,12,,,,
07.03.2020 11:00,13.7,743.5,763.3,,88,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,13.7,,,600-1000,,,6.0,11.8,3.0,6,,,,
07.03.2020 08:00,11.4,743.5,763.3,1.5,96,Wind blowing from the east-northeast,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.0,10.8,8.0,12,,,,
07.03.2020 05:00,11.1,742.0,761.8,,96,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,11.9,,,,,,2.5,10.5,4.0,6,,,,
07.03.2020 02:00,11.1,742.8,762.6,,96,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.9,,,2500 or more  or no clouds.,,,3.4,10.5,7.0,12,,,,
06.03.2020 23:00,11.1,743.4,763.2,,95,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,,,9.9,11.9,,,,,,5.0,10.3,2.0,6,,,,
06.03.2020 20:00,11.2,743.1,762.9,0.7,94,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.9,,,600-1000,,,7.0,10.3,14.0,12,,,,
06.03.2020 17:00,11.5,742.4,762.2,,91,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.9,,,600-1000,,,6.0,10.1,4.0,6,,,,
06.03.2020 14:00,11.2,743.3,763.1,-2.4,91,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,600-1000,,,5.0,9.8,13.0,12,,,,
06.03.2020 11:00,10.5,745.7,765.6,,93,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.9,,,,600-1000,,,7.0,9.4,11.0,6,,,,
06.03.2020 08:00,10.1,746.5,766.4,,92,Wind blowing from the south-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,600-1000,,,4.1,8.9,1.0,12,,,,
06.03.2020 05:00,10.0,745.7,765.6,,92,Wind blowing from the south,0,,4,, ,,,9.3,,,,,,,9.0,8.8,No precipitation,6,,,,
06.03.2020 02:00,10.0,746.5,766.4,-0.9,89,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,13.7,,,2500 or more  or no clouds.,,,11.0,8.3,No precipitation,12,,,,
05.03.2020 23:00,10.3,747.4,767.2,,87,Wind blowing from the west,2,,5,, ,,,9.3,13.7,,,,,,11.0,8.2,No precipitation,6,,,,
05.03.2020 20:00,10.8,747.4,767.4,0.3,77,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,13.7,,,1000-1500,,,20.0,6.9,No precipitation,12,,,,
05.03.2020 17:00,11.2,747.1,767.1,,75,Wind blowing from the east-southeast,2,,5,100%., ,,,9.3,13.7,,,1000-1500,,,20.0,6.9,No precipitation,6,,,,
05.03.2020 14:00,11.6,747.7,767.6,-2.0,70,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.1,,,2500 or more  or no clouds.,,,22.0,6.3,No precipitation,12,,,,
05.03.2020 11:00,11.4,749.7,769.7,,74,Wind blowing from the east-southeast,2,,5,100%., ,,,9.3,12.1,,,1000-1500,,,23.0,6.9,No precipitation,6,,,,
05.03.2020 08:00,9.7,749.3,769.3,0.7,82,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,1000-1500,,,27.0,6.8,3.0,12,,,,
05.03.2020 05:00,9.4,748.6,768.6,,86,Wind blowing from the east-southeast,2,,5,, ,,,9.4,12.1,,,,,,20.0,7.2,1.0,6,,,,
05.03.2020 02:00,9.7,748.7,768.7,,87,Wind blowing from the east-southeast,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.1,,,2500 or more  or no clouds.,,,13.0,7.6,7.0,12,,,,
04.03.2020 23:00,9.5,748.9,769.0,,93,Wind blowing from the south-southeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.5,12.1,,,,,,6.0,8.4,4.0,6,,,,
04.03.2020 20:00,9.8,748.6,768.6,1.1,87,Wind blowing from the north-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.1,,,600-1000,,,13.0,7.7,4.0,12,,,,
04.03.2020 17:00,11.0,747.5,767.5,,91,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,12.1,,,600-1000,,,6.0,9.6,2.0,6,,,,
04.03.2020 14:00,12.1,746.8,766.7,-2.0,84,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,13.6,,,1000-1500,,,11.0,9.5,3.0,12,,,,
04.03.2020 11:00,11.0,748.8,768.7,,92,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,1000-1500,,,8.0,9.8,2.0,6,,,,
04.03.2020 08:00,10.4,748.3,768.2,1.4,92,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.2,,,1000-1500,,,8.0,9.2,5.0,12,,,,
04.03.2020 05:00,10.1,746.9,766.8,,92,Wind blowing from the south-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.1,14.2,,,,,,9.0,8.9,2.0,6,,,,
04.03.2020 02:00,10.9,746.6,766.4,-0.5,93,Wind blowing from the west-southwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,14.2,,,2500 or more  or no clouds.,,,12.0,9.8,10.0,12,,,,
03.03.2020 23:00,11.6,747.1,766.9,,92,Wind blowing from the west-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.5,14.3,,,,,,7.0,10.3,3.0,6,,,,
03.03.2020 20:00,11.8,746.8,766.6,,94,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.0,,,2500 or more  or no clouds.,,,13.0,10.9,8.0,12,,,,
03.03.2020 17:00,11.8,745.7,765.4,,92,Wind blowing from the south-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.5,15.8,,,600-1000,,,10.0,10.5,5.0,6,,,,
03.03.2020 14:00,13.6,745.2,764.8,-1.7,92,Wind blowing from the west-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,600-1000,,,3.1,12.3,2.0,12,,,,
03.03.2020 11:00,13.5,746.9,766.6,,91,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,16.4,,,600-1000,,,7.0,12.1,1.0,6,,,,
03.03.2020 08:00,13.0,746.8,766.4,0.9,93,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,16.4,,,600-1000,,,3.9,11.9,2.0,12,,,,
03.03.2020 05:00,12.9,745.9,765.5,,95,Wind blowing from the east-southeast,1,,4,,Rain (not freezing) not falling as shower(s). ,,,12.1,16.4,,,,,,2.7,12.1,1.0,6,,,,
03.03.2020 02:00,13.1,746.2,765.9,-0.4,93,Wind blowing from the south-east,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.4,,,2500 or more  or no clouds.,,,2.1,12.0,0.3,12,,,,
02.03.2020 23:00,14.3,746.6,766.2,,82,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.1,16.4,,,,,,10.0,11.3,No precipitation,6,,,,
02.03.2020 20:00,15.0,746.2,765.8,1.2,77,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.4,,,1000-1500,,,17.0,11.0,No precipitation,12,,,,
02.03.2020 17:00,15.8,745.0,764.6,,72,Wind blowing from the south-east,2,,5,100%., ,,,12.1,16.4,,,1000-1500,,,15.0,10.8,No precipitation,6,,,,
02.03.2020 14:00,16.1,745.1,764.7,,67,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.0,,,1000-1500,,,28.0,10.0,No precipitation,12,,,,
02.03.2020 11:00,15.4,747.1,766.8,,67,Wind blowing from the east,2,,,100%., ,,,12.1,19.2,,,1500-2000,,,13.0,9.3,No precipitation,6,,,,
02.03.2020 08:00,12.4,747.5,767.3,1.0,83,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,1500-2000,,,11.0,9.6,No precipitation,12,,,,
02.03.2020 05:00,12.3,746.5,766.2,,83,Wind blowing from the south-southwest,1,,8,, ,,,12.2,,,,,,,11.0,9.5,No precipitation,6,,,,
