Local time in Xiwuzhumuqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.03.2020 11:00,-1.5,672.4,762.3,,52,Wind blowing from the west-northwest,6,,12,no clouds, ,,,-6.6,1.7,,,,,,30.0,-10.1,No precipitation,6,,,,
19.03.2020 08:00,-5.0,671.7,761.9,1.5,58,Wind blowing from the west-northwest,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,1.7,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
19.03.2020 05:00,-5.8,670.2,759.8,,64,Wind blowing from the west-northwest,5,,11,, ,,,-5.8,1.7,,,,,,30.0,-11.5,No precipitation,6,,,,
19.03.2020 02:00,-5.0,669.9,759.2,-0.1,65,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,6.1,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
18.03.2020 23:00,-4.0,670.0,759.7,,67,Wind blowing from the west,3,,12,, ,,,-4.0,6.1,,,,,,30.0,-9.2,No precipitation,6,,,,
18.03.2020 20:00,-2.4,670.2,759.7,,64,Wind blowing from the west-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.1,,,2500 or more  or no clouds.,,,30.0,-8.3,0.7,12,,,,
18.03.2020 17:00,0.4,669.2,757.9,,46,Wind blowing from the west-northwest,5,,12,90  or more  but not 100%, ,,,-2.8,6.1,,,2500 or more  or no clouds.,,,30.0,-9.9,0.5,6,,,,
18.03.2020 14:00,1.2,667.9,755.0,,43,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.1,,,2500 or more  or no clouds.,,,28.0,-10.0,0.7,12,,,,
18.03.2020 11:00,-1.4,667.7,755.5,,89,Wind blowing from the north-northwest,4,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.1,,,2500 or more  or no clouds.,,,1.9,-3.0,0.2,6,,,,
18.03.2020 08:00,-1.9,666.5,754.6,1.6,85,Wind blowing from the north-west,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.1,,,2500 or more  or no clouds.,,,30.0,-4.1,No precipitation,12,,,,
18.03.2020 05:00,-0.9,664.9,752.3,,79,Wind blowing from the north-west,7,,13,, ,,,-6.0,6.1,,,,,,30.0,-4.1,No precipitation,6,,,,
18.03.2020 02:00,6.1,664.6,750.9,-2.1,39,Wind blowing from the west-southwest,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.1,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
17.03.2020 23:00,4.8,666.7,754.0,,43,Wind blowing from the south-west,6,,13,, ,,,-6.0,5.8,,,,,,30.0,-6.7,No precipitation,6,,,,
17.03.2020 20:00,3.0,669.1,757.8,-0.9,57,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,5.8,,,,,,30.0,-4.9,No precipitation,12,,,,
17.03.2020 17:00,4.7,670.0,758.7,,57,Wind blowing from the south-west,7,,,40%., ,,,-6.0,5.8,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,6,,,,
17.03.2020 14:00,3.7,672.1,760.9,-1.5,47,Wind blowing from the west,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.7,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
17.03.2020 11:00,0.3,673.6,763.0,,58,Wind blowing from the west,5,,8,20–30%., ,,,-6.0,3.3,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,6,,,,
17.03.2020 08:00,-4.1,674.2,763.9,,75,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.3,,,,,,30.0,-8.0,No precipitation,12,,,,
17.03.2020 05:00,-4.6,673.4,762.8,,75,Wind blowing from the west,3,,9,, ,,,-4.6,3.3,,,,,,30.0,-8.4,No precipitation,6,,,,
17.03.2020 02:00,-2.5,672.8,761.8,,80,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.3,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
16.03.2020 23:00,-1.3,673.2,762.1,,71,Wind blowing from the west,3,,14,, ,,,-7.8,3.3,,,,,,30.0,-5.9,No precipitation,6,,,,
16.03.2020 20:00,1.1,672.7,761.7,,54,Wind blowing from the west,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,30.0,-7.2,Trace of precipitation,12,,,,
16.03.2020 17:00,3.3,671.8,760.9,,57,Wind blowing from the west,4,,17,90  or more  but not 100%, ,,,-11.1,3.3,,,2500 or more  or no clouds.,,,30.0,-4.6,Trace of precipitation,6,,,,
16.03.2020 14:00,2.5,671.7,760.9,0.7,71,Wind blowing from the west-northwest,4,,17,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,3.3,,,2500 or more  or no clouds.,,,30.0,-2.2,Trace of precipitation,12,,,,
16.03.2020 11:00,2.6,671.0,760.6,,65,Wind blowing from the west,5,,17,90  or more  but not 100%, ,,,-11.1,2.6,,,2500 or more  or no clouds.,,,30.0,-3.3,No precipitation,6,,,,
16.03.2020 08:00,-1.1,670.0,760.6,,65,Wind blowing from the west-southwest,5,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.8,,,,,,30.0,-7.0,No precipitation,12,,,,
16.03.2020 05:00,-3.8,669.9,759.7,,64,Wind blowing from the south-east,3,,9,, ,,,-12.8,-2.2,,,,,,30.0,-9.6,No precipitation,6,,,,
16.03.2020 02:00,-4.0,672.7,763.1,,65,Wind blowing from the south,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.2,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
15.03.2020 23:00,-6.6,675.4,767.1,,68,Wind blowing from the east,2,,7,, ,,,-12.8,-2.2,,,,,,30.0,-11.5,No precipitation,6,,,,
15.03.2020 20:00,-10.3,677.2,770.8,,75,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.2,,,,,,30.0,-13.9,No precipitation,12,,,,
15.03.2020 17:00,-2.8,677.5,769.5,,39,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-12.8,-1.8,,,,,,30.0,-15.1,No precipitation,6,,,,
15.03.2020 14:00,-3.8,678.5,770.1,,34,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.4,,,,,,30.0,-17.4,No precipitation,12,,,,
15.03.2020 11:00,-6.7,679.2,770.9,,45,Wind blowing from the north-west,3,,8,no clouds, ,,,-12.8,-1.4,,,,,,30.0,-16.7,No precipitation,6,,,,
15.03.2020 08:00,-11.5,678.2,770.5,1.6,77,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.4,,,,,,30.0,-14.7,Trace of precipitation,12,,,,
15.03.2020 05:00,-10.0,676.6,768.2,,77,Wind blowing from the north-northwest,2,,10,, ,,,-10.0,-1.4,,,,,,30.0,-13.3,No precipitation,6,,,,
15.03.2020 02:00,-6.1,675.1,765.8,,80,Wind blowing from the north-west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,-1.4,,,2500 or more  or no clouds.,,,29.0,-9.1,No precipitation,12,,,,
14.03.2020 23:00,-3.4,673.4,763.8,,74,Wind blowing from the north-northwest,4,,13,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.4,,,,,,30.0,-7.5,No precipitation,6,,,,
14.03.2020 20:00,-2.6,672.6,763.2,0.4,69,Wind blowing from the west-northwest,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.4,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
14.03.2020 17:00,-1.8,672.2,762.7,,61,Wind blowing from the west-northwest,6,,13,90  or more  but not 100%, ,,,-8.6,-1.4,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,6,,,,
14.03.2020 14:00,-1.7,672.7,763.2,-0.6,57,Wind blowing from the west-northwest,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.5,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
14.03.2020 11:00,-3.6,673.3,764.2,,61,Wind blowing from the west-northwest,6,,11,90  or more  but not 100%, ,,,-8.6,-1.5,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,6,,,,
14.03.2020 08:00,-6.4,673.2,764.2,,67,Wind blowing from the west,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.5,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
14.03.2020 05:00,-6.5,673.0,763.7,,71,Wind blowing from the west,4,,11,, ,,,-12.8,-1.5,,,,,,30.0,-10.9,No precipitation,6,,,,
14.03.2020 02:00,-6.7,673.8,764.5,,70,Wind blowing from the west-southwest,6,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.5,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
13.03.2020 23:00,-6.3,674.9,766.3,,64,Wind blowing from the west,4,,16,, ,,,,-1.5,,,,,,30.0,-12.0,No precipitation,6,,,,
13.03.2020 20:00,-4.6,675.4,767.5,0.5,59,Wind blowing from the west-northwest,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.5,,,,,,30.0,-11.4,No precipitation,12,,,,
13.03.2020 17:00,-3.0,674.9,766.9,,60,Wind blowing from the west-southwest,7,,16,40%., ,,,-13.6,-1.5,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,6,,,,
13.03.2020 14:00,-2.4,675.7,767.8,,48,Wind blowing from the west,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-2.4,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
13.03.2020 11:00,-5.3,677.5,770.5,,52,Wind blowing from the west,6,,,10%  or less  but not 0, ,,,-13.6,-5.3,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
13.03.2020 08:00,-10.4,678.6,772.1,-0.5,57,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-5.7,,,,,,30.0,-17.3,No precipitation,12,,,,
13.03.2020 05:00,-12.3,679.1,772.4,,49,Wind blowing from the west-southwest,6,,,, ,,,-13.6,-5.7,,,,,,30.0,-20.8,No precipitation,6,,,,
13.03.2020 02:00,-12.3,680.2,773.9,-0.4,60,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-5.7,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
12.03.2020 23:00,-13.1,680.6,774.8,,66,Wind blowing from the west,3,,,, ,,,-13.1,-5.7,,,,,,30.0,-18.1,No precipitation,6,,,,
12.03.2020 20:00,-10.0,680.0,774.0,,56,Wind blowing from the west-northwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-4.8,,,,,,30.0,-17.1,No precipitation,12,,,,
12.03.2020 17:00,-6.6,678.3,770.9,,45,Wind blowing from the north-west,6,,13,no clouds, ,,,-12.1,-0.3,,,,,,30.0,-16.6,No precipitation,6,,,,
12.03.2020 14:00,-7.8,678.7,771.1,-0.6,38,Wind blowing from the west-northwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.3,,,,,,30.0,-19.7,No precipitation,12,,,,
12.03.2020 11:00,-9.3,679.3,772.2,,35,Wind blowing from the west,4,,9,no clouds, ,,,-12.1,1.5,,,,,,30.0,-21.9,No precipitation,6,,,,
12.03.2020 08:00,-12.0,678.4,771.1,2.7,55,Wind blowing from the north-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.5,,,,,,30.0,-19.2,No precipitation,12,,,,
12.03.2020 05:00,-9.1,675.7,766.9,,65,Wind blowing from the west-northwest,4,,7,, ,,,-17.0,1.5,,,,,,30.0,-14.5,No precipitation,6,,,,
12.03.2020 02:00,-6.7,674.2,764.4,1.1,67,Wind blowing from the north-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,1.5,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
11.03.2020 23:00,-7.0,673.1,763.7,,66,Wind blowing from the west,2,,12,, ,,,,1.5,,,,,,30.0,-12.3,No precipitation,6,,,,
11.03.2020 20:00,-4.8,671.6,763.0,,68,Wind blowing from the north-west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,1.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
11.03.2020 17:00,-0.3,669.3,760.2,,44,Wind blowing from the north-northwest,3,,12,90  or more  but not 100%, ,,,-17.7,1.5,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,6,,,,
11.03.2020 14:00,1.1,668.2,759.1,,47,Wind blowing from the west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,1.5,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
11.03.2020 11:00,-1.6,668.2,759.4,,46,Wind blowing from the west-southwest,4,,10,70 – 80%., ,,,-17.7,-1.2,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,6,,,,
11.03.2020 08:00,-9.0,668.8,760.6,,52,Wind blowing from the east-southeast,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.8,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
11.03.2020 05:00,-13.0,669.6,761.3,,63,Wind blowing from the east-southeast,2,,9,, ,,,-17.7,-3.8,,,,,,30.0,-18.6,No precipitation,6,,,,
11.03.2020 02:00,-15.0,671.9,764.6,-1.2,82,Wind blowing from the east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-3.8,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
10.03.2020 23:00,-13.6,673.1,766.3,,72,Wind blowing from the north-east,3,,11,, ,,,-14.4,-3.8,,,,,,30.0,-17.6,No precipitation,6,,,,
10.03.2020 20:00,-9.2,673.8,766.9,,67,Wind blowing from the west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.8,,,,,,30.0,-14.2,No precipitation,12,,,,
10.03.2020 17:00,-4.3,673.6,766.0,,55,Wind blowing from the west,4,,11,no clouds, ,,,-14.4,-3.8,,,,,,30.0,-12.0,No precipitation,6,,,,
10.03.2020 14:00,-6.1,674.2,766.6,,51,Wind blowing from the west,6,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.9,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
10.03.2020 11:00,-9.1,675.4,767.9,,57,Wind blowing from the west,6,,11,no clouds, ,,,-14.4,-3.9,,,,,,30.0,-16.1,No precipitation,6,,,,
10.03.2020 08:00,-12.6,674.5,767.5,,68,Wind blowing from the west,5,,11,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-3.9,,,,,,30.0,-17.3,Trace of precipitation,12,,,,
10.03.2020 05:00,-13.6,673.9,766.6,,75,Wind blowing from the west,5,,11,, ,,,-23.3,-3.9,,,,,,30.0,-17.1,No precipitation,6,,,,
10.03.2020 02:00,-11.2,673.6,765.7,,73,Wind blowing from the west,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
09.03.2020 20:00,-7.8,675.4,769.6,-0.6,67,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-3.9,,,,,,30.0,-13.0,No precipitation,12,,,,
09.03.2020 17:00,-5.7,676.0,770.2,,47,Wind blowing from the west,2,,5,20–30%., ,,,-23.3,-3.9,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,6,,,,
09.03.2020 14:00,-5.4,676.5,769.5,-1.8,40,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-3.9,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
09.03.2020 11:00,-10.3,678.3,771.8,,60,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,-23.3,-3.9,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,6,,,,
09.03.2020 08:00,-18.5,678.6,773.4,-0.1,84,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-3.9,,,,,,30.0,-20.5,No precipitation,12,,,,
09.03.2020 05:00,-20.6,678.7,773.5,,83,Wind blowing from the east,0,,7,, ,,,-20.7,1.6,,,,,,30.0,-22.7,No precipitation,6,,,,
09.03.2020 02:00,-14.0,679.0,772.3,,76,Wind blowing from the east-southeast,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,1.6,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
08.03.2020 23:00,-10.4,678.1,770.8,,75,Wind blowing from the north,2,,9,, ,,,-10.4,1.6,,,,,,30.0,-14.0,No precipitation,6,,,,
08.03.2020 20:00,-8.5,677.7,769.6,1.9,73,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,1.6,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
08.03.2020 17:00,-6.4,675.8,766.2,,75,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-6.9,1.6,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,6,,,,
08.03.2020 14:00,-4.6,674.2,764.2,1.3,72,Wind blowing from the north,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,1.9,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
08.03.2020 11:00,-6.1,672.9,764.0,,75,Wind blowing from the north-west,4,,12,90  or more  but not 100%, ,,,-6.9,1.9,,,2500 or more  or no clouds.,,,28.0,-9.8,No precipitation,6,,,,
08.03.2020 08:00,-4.0,671.1,760.8,,70,Wind blowing from the north-west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,1.9,,,2500 or more  or no clouds.,,,26.0,-8.8,No precipitation,12,,,,
08.03.2020 05:00,1.1,668.9,757.3,,54,Wind blowing from the south-west,5,,12,, ,,,,1.9,,,,,,30.0,-7.2,No precipitation,6,,,,
08.03.2020 02:00,0.8,669.6,757.9,-0.7,55,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.9,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
07.03.2020 23:00,-5.7,670.3,760.2,,68,Wind blowing from the north-east,2,,11,, ,,,,1.9,,,,,,30.0,-10.8,No precipitation,6,,,,
07.03.2020 20:00,-1.2,671.2,763.1,,56,Wind blowing from the south,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.9,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
07.03.2020 17:00,-0.1,671.4,764.0,,57,Wind blowing from the south-southwest,5,,11,90  or more  but not 100%, ,,,-22.3,1.9,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,6,,,,
07.03.2020 14:00,1.3,672.4,764.8,-1.2,48,Wind blowing from the south-west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,1.5,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
07.03.2020 11:00,-1.2,673.6,766.3,,50,Wind blowing from the south-west,6,,10,20–30%., ,,,-22.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,6,,,,
07.03.2020 08:00,-16.3,674.3,769.0,0.5,87,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,,,,,,,23.0,-18.0,No precipitation,12,,,,
07.03.2020 05:00,-20.9,673.8,767.7,,81,Wind blowing from the east,1,,6,, ,,,-22.3,-2.3,,,,,,19.0,-23.3,No precipitation,6,,,,
07.03.2020 02:00,-20.3,674.2,767.5,0.0,83,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-2.3,,,2500 or more  or no clouds.,,,18.0,-22.4,No precipitation,12,,,,
06.03.2020 23:00,-18.4,674.2,767.5,,81,Wind blowing from the east-northeast,1,,7,, ,,,-18.4,-0.4,,,,,,17.0,-20.9,No precipitation,6,,,,
06.03.2020 20:00,-13.4,673.8,766.3,1.4,85,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.4,,,,,,20.0,-15.4,No precipitation,12,,,,
06.03.2020 17:00,-4.9,672.4,763.4,,67,Wind blowing from the west-northwest,2,,7,no clouds, ,,,-8.9,-0.2,,,,,,28.0,-10.1,No precipitation,6,,,,
06.03.2020 14:00,-2.8,671.2,761.0,0.0,62,Wind blowing from the west,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.7,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
06.03.2020 11:00,-4.3,671.2,760.9,,58,Wind blowing from the west,4,,12,no clouds, ,,,-8.9,0.7,,,,,,29.0,-11.5,No precipitation,6,,,,
06.03.2020 08:00,-5.6,670.9,761.5,,61,Wind blowing from the west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.7,,,2500 or more  or no clouds.,,,27.0,-12.1,No precipitation,12,,,,
06.03.2020 05:00,-6.9,669.9,759.9,,67,Wind blowing from the west,3,,12,, ,,,-9.3,0.7,,,,,,20.0,-12.0,No precipitation,6,,,,
06.03.2020 02:00,-2.7,669.3,758.5,0.1,59,Wind blowing from the south-west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.7,,,2500 or more  or no clouds.,,,22.0,-9.6,No precipitation,12,,,,
