Local time in Weifang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 14:00,15.4,762.0,764.1,-2.5,34,Wind blowing from the south-southwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.4,,,2500 or more  or no clouds.,,,25.0,-0.4,No precipitation,12,,,,
16.03.2020 11:00,11.5,764.5,766.6,,44,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,1.4,12.4,,,2500 or more  or no clouds.,,,20.0,-0.3,No precipitation,6,,,,
16.03.2020 08:00,4.9,766.6,768.8,,55,Wind blowing from the south,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,2500 or more  or no clouds.,,,22.0,-3.4,No precipitation,12,,,,
16.03.2020 05:00,1.6,766.9,769.1,,38,Wind blowing from the south-east,4,,,, ,,,1.4,16.9,,,,,,30.0,-11.2,No precipitation,6,,,,
16.03.2020 02:00,2.0,767.2,769.4,,43,Wind blowing from the south-east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,16.9,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
15.03.2020 23:00,3.2,767.1,769.3,,63,Wind blowing from the east,1,,12,, ,,,3.2,16.9,,,,,,20.0,-3.2,No precipitation,6,,,,
15.03.2020 20:00,6.0,765.8,767.9,2.0,40,Wind blowing from the north-northwest,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,16.9,,,,,,30.0,-6.6,No precipitation,12,,,,
15.03.2020 17:00,8.7,763.8,765.9,,26,Wind blowing from the north-east,5,,12,no clouds, ,,,4.0,16.9,,,,,,30.0,-9.7,No precipitation,6,,,,
15.03.2020 14:00,11.0,762.7,764.8,0.9,25,Wind blowing from the north-northeast,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,16.9,,,,,,30.0,-8.3,No precipitation,12,,,,
15.03.2020 11:00,12.3,761.8,763.9,,37,Wind blowing from the north-northeast,6,,12,no clouds, ,,,4.0,16.9,,,,,,13.0,-2.0,No precipitation,6,,,,
15.03.2020 08:00,11.8,760.5,762.6,0.5,25,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,15.2,,,,,,20.0,-7.6,No precipitation,12,,,,
15.03.2020 05:00,8.1,760.0,762.1,,31,Wind blowing from the west,2,,,, ,,,1.5,15.2,,,,,,21.0,-8.0,No precipitation,6,,,,
15.03.2020 02:00,8.7,760.4,762.5,,27,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.2,,,2500 or more  or no clouds.,,,25.0,-9.3,No precipitation,12,,,,
14.03.2020 23:00,4.8,760.6,762.7,,42,Calm  no wind,0,,,, ,,,1.0,15.2,,,,,,18.0,-7.0,No precipitation,6,,,,
14.03.2020 20:00,10.8,760.4,762.5,0.9,22,Wind blowing from the north-east,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.2,,,,,,21.0,-10.1,No precipitation,12,,,,
14.03.2020 17:00,14.4,759.5,761.6,,15,Wind blowing from the west-northwest,4,,13,no clouds, ,,,1.0,15.2,,,,,,30.0,-11.9,No precipitation,6,,,,
14.03.2020 14:00,14.8,760.2,762.3,-2.2,15,Wind blowing from the west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.9,,,2500 or more  or no clouds.,,,28.0,-11.6,No precipitation,12,,,,
14.03.2020 11:00,13.4,762.4,764.5,,22,Wind blowing from the west-northwest,5,,10,no clouds, ,,,1.0,13.5,,,,,,18.0,-7.9,No precipitation,6,,,,
14.03.2020 08:00,7.9,763.5,765.7,-0.4,51,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.9,,,,,,8.0,-1.6,No precipitation,12,,,,
14.03.2020 05:00,1.6,763.9,766.1,,47,Wind blowing from the south-southwest,1,,4,, ,,,1.0,9.9,,,,,,20.0,-8.5,No precipitation,6,,,,
14.03.2020 02:00,4.1,765.7,767.9,-1.7,33,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,9.9,,,2500 or more  or no clouds.,,,19.0,-10.7,No precipitation,12,,,,
13.03.2020 23:00,3.5,767.4,769.6,,30,Wind blowing from the south-southwest,1,,6,, ,,,1.8,9.9,,,,,,16.0,-12.4,No precipitation,6,,,,
13.03.2020 20:00,4.5,767.8,770.0,0.0,28,Wind blowing from the east-southeast,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.9,,,,,,24.0,-12.4,No precipitation,12,,,,
13.03.2020 17:00,8.4,767.8,769.9,,15,Wind blowing from the north-northeast,2,,7,no clouds, ,,,5.7,9.9,,,,,,30.0,-16.8,No precipitation,6,,,,
13.03.2020 14:00,9.3,768.5,770.7,,15,Wind blowing from the north-east,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
13.03.2020 11:00,7.6,770.5,772.6,,21,Wind blowing from the north-northeast,3,,7,70 – 80%., ,,,5.7,,,,1500-2000,,,30.0,-13.3,No precipitation,6,,,,
13.03.2020 08:00,5.8,770.5,772.7,1.8,45,Wind blowing from the north-east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,1500-2000,,,28.0,-5.2,No precipitation,12,,,,
13.03.2020 05:00,6.2,768.7,770.9,,60,Wind blowing from the north,2,,10,, ,,,6.2,,,,,,,15.0,-1.0,No precipitation,6,,,,
13.03.2020 02:00,6.5,767.6,769.7,2.0,64,Wind blowing from the north,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,22.5,,,2500 or more  or no clouds.,,,12.0,0.2,No precipitation,12,,,,
12.03.2020 23:00,6.8,765.6,767.7,,72,Wind blowing from the east,1,,13,,Mist. ,,,6.5,22.5,,,,,,5.0,2.1,No precipitation,6,,,,
12.03.2020 20:00,7.2,764.4,766.5,2.8,68,Wind blowing from the north-northeast,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,22.5,,,1500-2000,,,9.0,1.7,Trace of precipitation,12,,,,
12.03.2020 17:00,8.2,761.6,763.7,,64,Wind blowing from the north-northeast,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,22.5,,,1500-2000,,,7.0,1.8,No precipitation,6,,,,
12.03.2020 14:00,18.3,758.4,760.5,-0.6,39,Wind blowing from the north,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,22.5,,,1500-2000,,,9.0,4.1,No precipitation,12,,,,
12.03.2020 11:00,19.3,759.0,761.1,,34,Wind blowing from the south-west,2,,8,90  or more  but not 100%, ,,,6.5,19.5,,,2500 or more  or no clouds.,,,12.0,3.1,No precipitation,6,,,,
12.03.2020 08:00,10.4,759.1,761.2,0.2,60,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,17.0,,,,,,6.0,3.0,No precipitation,12,,,,
12.03.2020 05:00,7.2,758.9,761.0,,72,Wind blowing from the east-southeast,1,,8,,Mist. ,,,1.2,17.0,,,,,,6.0,2.5,No precipitation,6,,,,
12.03.2020 02:00,9.9,759.6,761.7,-0.5,63,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,17.0,,,2500 or more  or no clouds.,,,8.0,3.2,No precipitation,12,,,,
11.03.2020 23:00,9.7,760.1,762.2,,57,Wind blowing from the south-southeast,1,,9,, ,,,0.8,17.0,,,,,,8.0,1.6,No precipitation,6,,,,
11.03.2020 20:00,13.8,759.4,761.5,1.0,42,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,17.0,,,,,,9.0,1.1,No precipitation,12,,,,
11.03.2020 17:00,16.3,758.4,760.5,,29,Wind blowing from the south,3,,,no clouds, ,,,0.8,17.0,,,,,,12.0,-1.8,No precipitation,6,,,,
11.03.2020 14:00,16.4,760.0,762.1,-2.6,20,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,16.4,,,,,,19.0,-6.6,No precipitation,12,,,,
11.03.2020 11:00,13.1,762.6,764.7,,28,Wind blowing from the south-southwest,4,,7,no clouds, ,,,0.8,13.1,,,,,,16.0,-5.0,No precipitation,6,,,,
11.03.2020 08:00,6.0,763.1,765.3,0.5,47,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,12.6,,,,,,17.0,-4.5,No precipitation,12,,,,
11.03.2020 05:00,2.8,762.6,764.7,,56,Wind blowing from the south-southwest,1,,6,, ,,,0.8,12.6,,,,,,23.0,-5.3,No precipitation,6,,,,
11.03.2020 02:00,2.5,763.7,765.8,0.2,60,Wind blowing from the west-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,12.6,,,2500 or more  or no clouds.,,,21.0,-4.5,No precipitation,12,,,,
10.03.2020 23:00,1.8,763.5,765.7,,67,Wind blowing from the west-southwest,1,,11,, ,,,1.7,12.6,,,,,,24.0,-3.7,No precipitation,6,,,,
10.03.2020 20:00,5.8,762.7,764.8,,50,Wind blowing from the north-northeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.6,,,,,,30.0,-3.8,No precipitation,12,,,,
10.03.2020 17:00,11.2,761.3,763.4,,31,Wind blowing from the north-west,3,,11,70 – 80%., ,,,2.0,12.6,,,1500-2000,,,20.0,-5.3,No precipitation,6,,,,
10.03.2020 14:00,11.7,761.5,763.6,,30,Wind blowing from the north-west,6,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,11.8,,,2500 or more  or no clouds.,,,21.0,-5.3,No precipitation,12,,,,
10.03.2020 11:00,8.5,762.5,764.7,,65,Wind blowing from the west-northwest,4,,9,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,9.7,,,2500 or more  or no clouds.,,,5.0,2.3,No precipitation,6,,,,
10.03.2020 08:00,3.0,762.7,764.8,0.3,88,Wind blowing from the west-northwest,3,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,,,,,,,3.0,1.2,No precipitation,12,,,,
10.03.2020 05:00,2.1,762.4,764.6,,89,Wind blowing from the west-northwest,2,,9,,Mist. ,,,2.0,9.7,,,,,,5.0,0.5,No precipitation,6,,,,
10.03.2020 02:00,3.8,762.9,765.1,,81,Wind blowing from the north-west,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,9.7,,,2500 or more  or no clouds.,,,7.0,0.8,0.3,12,,,,
09.03.2020 20:00,4.5,761.8,764.0,1.5,95,Wind blowing from the north-northwest,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.7,,,2500 or more  or no clouds.,,,1.9,3.8,0.3,12,,,,
09.03.2020 17:00,5.8,760.3,762.4,,91,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.2,,,2500 or more  or no clouds.,,,3.3,4.4,No precipitation,6,,,,
09.03.2020 14:00,8.8,759.4,761.5,-0.9,73,Wind blowing from the north-northwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.0,,,2500 or more  or no clouds.,,,11.0,4.2,No precipitation,12,,,,
09.03.2020 11:00,8.5,760.3,762.4,,78,Wind blowing from the north-east,2,,6,100%., ,,,5.2,13.0,,,2500 or more  or no clouds.,,,10.0,4.9,No precipitation,6,,,,
09.03.2020 08:00,5.7,759.5,761.6,1.1,93,Wind blowing from the east-southeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,4.4,4.7,No precipitation,12,,,,
09.03.2020 05:00,6.0,758.4,760.5,,91,Wind blowing from the east-southeast,2,,8,,Mist. ,,,3.8,13.0,,,,,,3.3,4.6,No precipitation,6,,,,
09.03.2020 02:00,6.6,759.2,761.3,-1.1,88,Wind blowing from the south-east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.0,,,2500 or more  or no clouds.,,,6.0,4.8,No precipitation,12,,,,
08.03.2020 23:00,7.8,760.3,762.4,,81,Wind blowing from the south-southeast,2,,9,, ,,,2.7,13.0,,,,,,9.0,4.7,No precipitation,6,,,,
08.03.2020 20:00,8.2,759.6,761.7,1.1,76,Wind blowing from the south-southeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.0,,,,,,8.0,4.2,No precipitation,12,,,,
08.03.2020 17:00,12.2,758.5,760.6,,60,Wind blowing from the south-east,4,,9,20–30%., ,,,2.7,13.0,,,2500 or more  or no clouds.,,,11.0,4.7,No precipitation,6,,,,
08.03.2020 14:00,10.8,759.7,761.8,-2.1,76,Wind blowing from the south-east,5,,9,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.8,,,1500-2000,,,3.4,6.6,No precipitation,12,,,,
08.03.2020 11:00,6.2,761.8,763.9,,98,Wind blowing from the south-southeast,4,,7,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,2.7,,,,1500-2000,,,0.9,5.9,No precipitation,6,,,,
08.03.2020 08:00,4.6,761.8,763.9,0.5,98,Wind blowing from the south-east,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,,,,1500-2000,,,0.1,4.3,No precipitation,12,,,,
08.03.2020 05:00,4.0,761.3,763.4,,98,Wind blowing from the south-east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,2.7,10.8,,,,,,less than 0.1,3.7,No precipitation,6,,,,
08.03.2020 02:00,3.5,761.7,763.8,-0.1,97,Wind blowing from the south-east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.8,,,2500 or more  or no clouds.,,,less than 0.1,3.1,No precipitation,12,,,,
07.03.2020 23:00,3.7,761.8,764.0,,96,Wind blowing from the east,2,,7,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,3.7,10.8,,,,,,less than 0.1,3.1,No precipitation,6,,,,
07.03.2020 20:00,6.3,761.2,763.3,0.7,92,Wind blowing from the east,1,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,10.8,,,2500 or more  or no clouds.,,,1.0,5.1,No precipitation,12,,,,
07.03.2020 17:00,10.6,760.5,762.6,,65,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,10.8,,,1500-2000,,,2.5,4.3,No precipitation,6,,,,
07.03.2020 14:00,10.0,760.6,762.7,-0.7,70,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,13.3,,,1500-2000,,,1.9,4.8,2.0,12,,,,
07.03.2020 11:00,8.5,761.3,763.4,,82,Wind blowing from the north-west,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,,,,1500-2000,,,1.6,5.6,0.5,6,,,,
07.03.2020 08:00,6.6,760.5,762.6,1.1,94,Wind blowing from the south-west,1,,8,20–30%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.5,5.7,2.0,12,,,,
07.03.2020 05:00,6.4,759.4,761.5,,91,Wind blowing from the south-southwest,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.4,13.3,,,,,,2.8,5.0,2.0,6,,,,
07.03.2020 02:00,7.1,759.2,761.3,-0.5,80,Wind blowing from the south,2,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.3,,,2500 or more  or no clouds.,,,9.0,3.9,No precipitation,12,,,,
06.03.2020 23:00,7.5,759.7,761.8,,66,Wind blowing from the south-southeast,2,,10,, ,,,0.2,13.3,,,,,,10.0,1.4,No precipitation,6,,,,
06.03.2020 20:00,8.1,759.6,761.7,1.0,63,Wind blowing from the south-southeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.3,,,1500-2000,,,9.0,1.3,No precipitation,12,,,,
06.03.2020 17:00,10.4,758.6,760.7,,48,Wind blowing from the south-southeast,5,,10,70 – 80%., ,,,0.2,13.3,,,1500-2000,,,12.0,-0.1,No precipitation,6,,,,
06.03.2020 14:00,12.7,759.4,761.5,-2.5,39,Wind blowing from the south,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.7,,,2500 or more  or no clouds.,,,12.0,-0.9,No precipitation,12,,,,
06.03.2020 11:00,8.9,761.9,764.0,,43,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,0.2,11.6,,,2500 or more  or no clouds.,,,13.0,-3.0,No precipitation,6,,,,
06.03.2020 08:00,3.4,762.8,765.0,0.1,71,Wind blowing from the south-east,2,,8,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,11.6,,,2500 or more  or no clouds.,,,7.0,-1.4,No precipitation,12,,,,
06.03.2020 05:00,0.5,762.7,764.8,,86,Wind blowing from the east-southeast,2,,8,,Mist. ,,,-4.1,11.6,,,,,,5.0,-1.6,No precipitation,6,,,,
06.03.2020 02:00,3.1,763.6,765.7,-0.8,71,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.6,,,2500 or more  or no clouds.,,,11.0,-1.8,No precipitation,12,,,,
05.03.2020 23:00,4.3,764.4,766.6,,59,Wind blowing from the south,2,,8,, ,,,-4.4,11.6,,,,,,16.0,-3.2,No precipitation,6,,,,
05.03.2020 20:00,5.8,764.5,766.7,0.1,54,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.6,,,,,,12.0,-3.0,No precipitation,12,,,,
05.03.2020 17:00,10.8,764.4,766.6,,28,Wind blowing from the south,3,,7,no clouds, ,,,-4.4,11.6,,,,,,17.0,-7.0,No precipitation,6,,,,
05.03.2020 14:00,10.6,766.2,768.4,-3.2,27,Wind blowing from the south-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,10.6,,,,,,25.0,-7.6,No precipitation,12,,,,
05.03.2020 11:00,6.4,769.4,771.6,,25,Wind blowing from the south,4,,7,no clouds, ,,,-4.4,6.6,,,,,,30.0,-12.2,No precipitation,6,,,,
05.03.2020 08:00,-0.6,771.0,773.2,0.2,54,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,,,,21.0,-8.8,No precipitation,12,,,,
05.03.2020 05:00,-3.6,770.8,773.0,,69,Wind blowing from the south,1,,7,, ,,,-4.4,6.6,,,,,,14.0,-8.5,No precipitation,6,,,,
05.03.2020 02:00,-3.5,771.5,773.7,-0.8,72,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,6.6,,,2500 or more  or no clouds.,,,13.0,-7.8,No precipitation,12,,,,
04.03.2020 23:00,-2.1,772.3,774.5,,68,Wind blowing from the south,0,,,, ,,,-2.1,6.6,,,,,,18.0,-7.2,No precipitation,6,,,,
04.03.2020 20:00,-0.3,772.4,774.7,1.3,57,Wind blowing from the east-southeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.6,,,,,,27.0,-7.8,No precipitation,12,,,,
04.03.2020 17:00,3.5,771.1,773.2,,45,Wind blowing from the north-northeast,4,,9,no clouds, ,,,-0.5,7.8,,,,,,30.0,-7.3,No precipitation,6,,,,
04.03.2020 14:00,5.9,770.9,773.1,-0.8,42,Wind blowing from the north,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,10.4,,,1500-2000,,,23.0,-6.0,No precipitation,12,,,,
04.03.2020 11:00,5.6,771.7,773.9,,43,Wind blowing from the north-west,3,,7,20–30%., ,,,-0.5,10.8,,,1500-2000,,,17.0,-6.0,No precipitation,6,,,,
04.03.2020 08:00,1.0,771.4,773.5,,69,Wind blowing from the west-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,10.8,,,1500-2000,,,15.0,-4.2,No precipitation,12,,,,
04.03.2020 05:00,0.3,769.6,771.7,,63,Wind blowing from the west-northwest,2,,6,, ,,,-0.4,10.8,,,,,,24.0,-6.1,No precipitation,6,,,,
04.03.2020 02:00,2.3,769.1,771.3,0.1,47,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.8,,,2500 or more  or no clouds.,,,24.0,-7.9,No precipitation,12,,,,
03.03.2020 23:00,0.6,769.0,771.1,,72,Wind blowing from the west,1,,9,, ,,,0.6,10.8,,,,,,9.0,-3.9,No precipitation,6,,,,
03.03.2020 20:00,4.7,768.0,770.2,1.9,55,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.8,,,,,,18.0,-3.6,No precipitation,12,,,,
03.03.2020 17:00,7.8,766.1,768.3,,45,Wind blowing from the north-east,1,,10,60%., ,,,2.3,10.8,,,1500-2000,,,20.0,-3.4,No precipitation,6,,,,
03.03.2020 14:00,9.9,765.2,767.4,-1.3,39,Wind blowing from the north,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.8,,,1500-2000,,,14.0,-3.4,No precipitation,12,,,,
03.03.2020 11:00,8.0,766.5,768.7,,55,Wind blowing from the west-northwest,3,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,8.8,,,1500-2000,,,6.0,-0.5,No precipitation,6,,,,
03.03.2020 08:00,4.2,766.0,768.2,0.6,68,Wind blowing from the south,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,8.7,,,1500-2000,,,7.0,-1.2,No precipitation,12,,,,
03.03.2020 05:00,3.7,765.4,767.5,,67,Wind blowing from the south-southwest,2,,6,, ,,,-3.1,8.7,,,,,,8.0,-1.9,No precipitation,6,,,,
03.03.2020 02:00,2.6,766.5,768.7,-0.3,73,Wind blowing from the south,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,2500 or more  or no clouds.,,,7.0,-1.9,No precipitation,12,,,,
02.03.2020 23:00,2.9,766.8,769.0,,74,Wind blowing from the south,2,,6,,Mist. ,,,-3.1,8.7,,,,,,4.9,-1.3,No precipitation,6,,,,
