Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 17:00,23.5,624.8,754.9,,26,Wind blowing from the south-southwest,4,,13,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,27.4,,,1500-2000,,,2.7,2.9,No precipitation,6,,,,
18.03.2020 14:00,25.8,626.2,755.6,-1.8,22,Wind blowing from the west-southwest,4,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.4,,,1500-2000,,,13.0,2.5,No precipitation,12,,,,
18.03.2020 11:00,20.5,628.0,758.5,,46,Wind blowing from the north-east,1,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.4,,,1500-2000,,,2.2,8.5,No precipitation,6,,,,
18.03.2020 08:00,12.8,627.7,758.9,0.6,70,Wind blowing from the south-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,28.4,,,1500-2000,,,3.0,7.5,No precipitation,12,,,,
18.03.2020 05:00,13.8,627.1,757.0,,65,Wind blowing from the south-southwest,2,,,,Haze. ,,,12.8,28.4,,,,,,6.0,7.3,No precipitation,6,,,,
18.03.2020 02:00,15.4,627.8,757.3,-0.8,58,Wind blowing from the south-southwest,1,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,2500 or more  or no clouds.,,,3.4,7.2,No precipitation,12,,,,
17.03.2020 23:00,18.0,628.6,759.3,,49,Wind blowing from the south-east,1,,13,, ,,,12.8,28.4,,,,,,7.0,7.1,No precipitation,6,,,,
17.03.2020 20:00,22.1,627.5,758.7,0.7,32,Wind blowing from the south-west,1,,13,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,1500-2000,,,5.0,4.7,No precipitation,12,,,,
17.03.2020 17:00,25.8,626.8,756.6,,25,Wind blowing from the west-southwest,3,,13,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,1500-2000,,,6.0,4.3,No precipitation,6,,,,
17.03.2020 14:00,26.6,628.3,757.6,-1.8,27,Wind blowing from the west,2,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.8,,,1500-2000,,,6.0,6.1,No precipitation,12,,,,
17.03.2020 11:00,19.6,630.1,761.0,,49,Wind blowing from the north-west,1,,3,20–30%., ,,,12.8,28.8,,,1500-2000,,,7.0,8.6,No precipitation,6,,,,
17.03.2020 08:00,13.0,629.4,760.9,,69,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,28.8,,,2500 or more  or no clouds.,,,9.0,7.5,No precipitation,12,,,,
17.03.2020 05:00,14.2,628.2,757.9,,64,Wind blowing from the north-northeast,1,,9,, ,,,12.0,28.8,,,,,,10.0,7.5,No precipitation,6,,,,
17.03.2020 02:00,16.4,628.4,757.7,,54,Wind blowing from the north-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,28.8,,,2500 or more  or no clouds.,,,11.0,7.1,No precipitation,12,,,,
16.03.2020 23:00,18.6,628.8,759.6,,43,Wind blowing from the south-southeast,1,,13,, ,,,12.0,28.8,,,,,,12.0,5.8,No precipitation,6,,,,
16.03.2020 20:00,22.4,627.7,759.0,,28,Wind blowing from the south-southeast,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,28.8,,,1500-2000,,,12.0,3.0,No precipitation,12,,,,
16.03.2020 17:00,27.7,626.8,756.3,,20,Wind blowing from the south-west,4,,13,20–30%., ,,,12.0,28.8,,,1500-2000,,,14.0,2.7,No precipitation,6,,,,
16.03.2020 14:00,27.1,627.8,757.3,-1.6,26,Wind blowing from the west,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,29.5,,,1500-2000,,,11.0,6.0,No precipitation,12,,,,
16.03.2020 11:00,18.9,629.4,760.3,,49,Wind blowing from the south-west,1,,3,90  or more  but not 100%, ,,,12.0,29.5,,,1500-2000,,,10.0,8.0,No precipitation,6,,,,
16.03.2020 08:00,12.1,628.6,760.0,,67,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,29.5,,,1500-2000,,,11.0,6.2,No precipitation,12,,,,
16.03.2020 05:00,13.4,628.0,757.7,,60,Wind blowing from the north-west,1,,9,, ,,,11.9,29.5,,,,,,12.0,5.8,No precipitation,6,,,,
16.03.2020 02:00,15.1,628.4,757.8,,53,Wind blowing from the south-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,29.5,,,2500 or more  or no clouds.,,,13.0,5.6,No precipitation,12,,,,
15.03.2020 23:00,18.6,628.8,759.3,,40,Wind blowing from the south-southeast,1,,10,, ,,,11.9,29.5,,,,,,14.0,4.8,No precipitation,6,,,,
15.03.2020 20:00,23.3,627.4,758.5,,28,Wind blowing from the south-west,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,29.5,,,1500-2000,,,12.0,3.8,No precipitation,12,,,,
15.03.2020 17:00,27.9,626.5,756.1,,21,Wind blowing from the west,4,,10,10%  or less  but not 0, ,,,11.9,29.5,,,1500-2000,,,16.0,3.6,No precipitation,6,,,,
15.03.2020 14:00,28.0,628.3,757.6,-2.0,18,Wind blowing from the north-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,29.6,,,2500 or more  or no clouds.,,,16.0,1.5,No precipitation,12,,,,
15.03.2020 11:00,20.2,630.3,761.0,,51,Wind blowing from the west-northwest,1,,5,no clouds, ,,,11.9,29.6,,,,,,9.0,9.8,No precipitation,6,,,,
15.03.2020 08:00,11.9,629.4,760.9,0.7,74,Wind blowing from the north,0,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,29.6,,,1500-2000,,,9.0,7.4,No precipitation,12,,,,
15.03.2020 05:00,13.2,628.7,758.5,,66,Wind blowing from the south,1,,7,, ,,,10.1,29.6,,,,,,10.0,7.0,No precipitation,6,,,,
15.03.2020 02:00,15.4,629.6,759.5,,56,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,29.6,,,2500 or more  or no clouds.,,,12.0,6.7,No precipitation,12,,,,
14.03.2020 23:00,18.9,629.3,760.3,,43,Wind blowing from the south-southeast,2,,,, ,,,10.1,29.6,,,,,,14.0,6.1,No precipitation,6,,,,
14.03.2020 20:00,23.4,627.5,759.0,0.7,29,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,29.6,,,2500 or more  or no clouds.,,,13.0,4.4,No precipitation,12,,,,
14.03.2020 17:00,28.6,626.8,756.4,,16,Wind blowing from the west,4,,8,, ,,,10.1,29.6,,,,,,19.0,0.3,No precipitation,6,,,,
14.03.2020 14:00,26.6,628.7,758.5,-2.1,21,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,28.4,,,,,,15.0,2.5,No precipitation,12,,,,
14.03.2020 11:00,18.5,630.8,762.1,,47,Wind blowing from the west-southwest,1,,3,, ,,,10.1,28.4,,,,,,10.0,7.0,No precipitation,6,,,,
14.03.2020 08:00,10.2,629.9,762.1,0.9,78,Wind blowing from the south-east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,28.4,,,2500 or more  or no clouds.,,,11.0,6.4,No precipitation,12,,,,
14.03.2020 05:00,12.3,629.0,759.2,,69,Wind blowing from the south-west,1,,7,, ,,,10.8,28.4,,,,,,12.0,6.8,No precipitation,6,,,,
14.03.2020 02:00,15.3,629.7,759.7,,56,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,28.4,,,2500 or more  or no clouds.,,,13.0,6.6,No precipitation,12,,,,
13.03.2020 23:00,19.0,630.1,761.2,,46,Wind blowing from the north-northwest,1,,8,, ,,,10.8,28.4,,,,,,12.0,7.1,No precipitation,6,,,,
13.03.2020 20:00,22.5,628.6,760.4,0.8,35,Wind blowing from the south-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,28.4,,,,,,12.0,6.3,No precipitation,12,,,,
13.03.2020 17:00,28.0,627.8,757.7,,21,Wind blowing from the south-west,3,,8,, ,,,10.8,28.4,,,,,,17.0,3.7,No precipitation,6,,,,
13.03.2020 14:00,26.2,629.6,759.7,-1.4,30,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,27.0,,,,,,16.0,7.3,No precipitation,12,,,,
13.03.2020 11:00,18.8,631.0,762.3,,42,Wind blowing from the west,1,,4,, ,,,10.8,27.0,,,,,,12.0,5.6,No precipitation,6,,,,
13.03.2020 08:00,11.1,630.1,762.5,,61,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,27.0,,,2500 or more  or no clouds.,,,14.0,3.9,No precipitation,12,,,,
13.03.2020 05:00,12.4,628.9,759.5,,55,Wind blowing from the south-southeast,2,,11,, ,,,10.5,27.0,,,,,,14.0,3.6,No precipitation,6,,,,
13.03.2020 02:00,14.9,629.4,759.7,-0.2,50,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.0,,,2500 or more  or no clouds.,,,13.0,4.6,No precipitation,12,,,,
12.03.2020 23:00,18.5,629.6,760.8,,41,Wind blowing from the west,1,,11,, ,,,10.5,27.0,,,,,,13.0,5.0,No precipitation,6,,,,
12.03.2020 20:00,21.1,627.7,759.7,,33,Wind blowing from the west-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.0,,,,,,14.0,4.2,No precipitation,12,,,,
12.03.2020 17:00,25.9,626.8,757.0,,24,Wind blowing from the south-west,3,,,no clouds, ,,,10.5,27.0,,,,,,15.0,3.8,No precipitation,6,,,,
12.03.2020 14:00,25.0,628.3,758.6,-1.2,29,Wind blowing from the west-northwest,4,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.3,,,1500-2000,,,13.0,5.7,No precipitation,12,,,,
12.03.2020 11:00,18.3,629.5,760.9,,49,Wind blowing from the west-northwest,1,,4,no clouds, ,,,10.5,26.3,,,,,,9.0,7.4,No precipitation,6,,,,
12.03.2020 08:00,10.9,628.8,761.1,1.4,68,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,26.3,,,,,,10.0,5.2,No precipitation,12,,,,
12.03.2020 05:00,12.4,627.4,757.9,,60,Wind blowing from the south-west,1,,12,, ,,,8.0,26.3,,,,,,11.0,4.9,No precipitation,6,,,,
12.03.2020 02:00,14.1,627.7,757.9,,52,Wind blowing from the east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.3,,,2500 or more  or no clouds.,,,12.0,4.4,No precipitation,12,,,,
11.03.2020 23:00,17.1,627.6,759.2,,41,Wind blowing from the north-west,1,,13,, ,,,8.0,26.3,,,,,,12.0,3.8,No precipitation,6,,,,
11.03.2020 20:00,20.5,625.9,758.3,0.6,30,Wind blowing from the south-southwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,26.3,,,,,,13.0,2.3,No precipitation,12,,,,
11.03.2020 17:00,25.6,625.3,755.9,,18,Wind blowing from the west-southwest,4,,13,no clouds, ,,,8.0,26.3,,,,,,15.0,-0.5,No precipitation,6,,,,
11.03.2020 14:00,25.0,626.9,757.4,-1.7,18,Wind blowing from the west,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,25.7,,,,,,14.0,-0.9,No precipitation,12,,,,
11.03.2020 11:00,16.0,628.6,760.9,,47,Wind blowing from the south-west,1,,4,no clouds, ,,,8.0,25.6,,,,,,10.0,4.7,No precipitation,6,,,,
11.03.2020 08:00,8.2,628.0,761.1,1.3,67,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,25.6,,,,,,10.0,2.4,No precipitation,12,,,,
11.03.2020 05:00,10.0,626.7,757.7,,58,Wind blowing from the south-west,1,,8,, ,,,7.5,25.6,,,,,,12.0,2.1,No precipitation,6,,,,
11.03.2020 02:00,12.1,627.5,758.5,0.0,49,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,25.6,,,2500 or more  or no clouds.,,,13.0,1.7,No precipitation,12,,,,
10.03.2020 23:00,14.9,627.5,759.8,,41,Wind blowing from the south-east,2,,11,, ,,,7.5,25.6,,,,,,14.0,1.8,No precipitation,6,,,,
10.03.2020 20:00,19.3,625.7,758.5,,30,Wind blowing from the south-southeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,25.6,,,,,,13.0,1.3,No precipitation,12,,,,
10.03.2020 17:00,24.9,625.0,755.8,,19,Wind blowing from the south-west,2,,,no clouds, ,,,7.5,25.6,,,,,,16.0,-0.3,No precipitation,6,,,,
10.03.2020 14:00,23.9,626.5,757.3,-1.8,25,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.5,,,,,,15.0,2.7,No precipitation,12,,,,
10.03.2020 11:00,15.4,628.3,760.7,,52,Wind blowing from the west,1,,3,no clouds, ,,,7.5,24.5,,,,,,10.0,5.6,No precipitation,6,,,,
10.03.2020 08:00,7.6,627.0,760.3,0.9,78,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.5,,,,,,11.0,4.0,No precipitation,12,,,,
10.03.2020 05:00,9.4,626.1,757.4,,71,Wind blowing from the south-southwest,2,,,, ,,,8.9,24.5,,,,,,12.0,4.4,No precipitation,6,,,,
10.03.2020 02:00,11.6,626.8,758.3,,62,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,24.5,,,2500 or more  or no clouds.,,,13.0,4.6,No precipitation,12,,,,
09.03.2020 20:00,18.5,625.0,757.6,0.9,37,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,24.5,,,,,,13.0,3.6,No precipitation,12,,,,
09.03.2020 17:00,23.7,624.1,754.8,,26,Wind blowing from the south-west,3,,10,20–30%., ,,,8.9,24.5,,,1500-2000,,,16.0,3.1,No precipitation,6,,,,
09.03.2020 14:00,21.7,625.7,756.4,-1.5,29,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.8,,,2500 or more  or no clouds.,,,16.0,2.9,No precipitation,12,,,,
09.03.2020 11:00,16.2,627.2,758.9,,48,Wind blowing from the south-west,1,,7,90  or more  but not 100%, ,,,8.9,23.8,,,1500-2000,,,12.0,5.2,No precipitation,6,,,,
09.03.2020 08:00,8.9,626.2,759.0,0.9,69,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.8,,,2500 or more  or no clouds.,,,15.0,3.5,No precipitation,12,,,,
09.03.2020 05:00,10.5,625.3,756.6,,57,Wind blowing from the south-southeast,2,,12,, ,,,10.4,23.8,,,,,,17.0,2.3,No precipitation,6,,,,
09.03.2020 02:00,13.7,626.2,757.0,,46,Wind blowing from the south-southeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,23.8,,,2500 or more  or no clouds.,,,17.0,2.3,No precipitation,12,,,,
08.03.2020 23:00,16.3,626.5,757.4,,37,Wind blowing from the west-northwest,4,,13,, ,,,13.6,23.8,,,,,,18.0,1.6,No precipitation,6,,,,
08.03.2020 20:00,18.3,625.0,756.1,,37,Wind blowing from the south-west,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,23.8,,,1500-2000,,,17.0,3.4,No precipitation,12,,,,
08.03.2020 17:00,22.3,624.4,754.6,,29,Wind blowing from the west-northwest,4,,13,40%., ,,,13.6,23.8,,,1500-2000,,,20.0,3.4,No precipitation,6,,,,
08.03.2020 14:00,21.9,625.8,756.1,-1.6,28,Wind blowing from the west-northwest,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,24.8,,,1500-2000,,,22.0,2.6,No precipitation,12,,,,
08.03.2020 11:00,19.0,627.4,758.5,,35,Wind blowing from the west-northwest,3,,10,, ,,,13.6,24.8,,,,,,27.0,3.2,No precipitation,6,,,,
08.03.2020 08:00,14.7,626.3,757.5,,52,Wind blowing from the north-west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,24.8,,,1500-2000,,,25.0,5.0,No precipitation,12,,,,
08.03.2020 05:00,14.3,625.7,756.0,,45,Wind blowing from the west,1,,9,, ,,,8.8,24.8,,,,,,27.0,2.5,No precipitation,6,,,,
08.03.2020 02:00,15.3,626.9,757.0,-1.0,42,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.8,,,2500 or more  or no clouds.,,,29.0,2.5,No precipitation,12,,,,
07.03.2020 23:00,16.2,627.9,759.3,,40,Wind blowing from the south-west,1,,14,, ,,,8.8,24.8,,,,,,30.0,2.6,No precipitation,6,,,,
07.03.2020 20:00,19.2,626.6,759.3,,33,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.8,,,2500 or more  or no clouds.,,,30.0,2.6,No precipitation,12,,,,
07.03.2020 17:00,22.9,626.7,758.2,,29,Wind blowing from the west-northwest,4,,,20–30%., ,,,8.8,24.8,,,1500-2000,,,30.0,3.9,No precipitation,6,,,,
07.03.2020 14:00,23.5,627.9,759.2,-1.5,25,Wind blowing from the west-southwest,4,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,23.5,,,1500-2000,,,30.0,2.4,No precipitation,12,,,,
07.03.2020 11:00,18.3,629.4,761.8,,39,Wind blowing from the west-northwest,2,,5,, ,,,8.8,22.4,,,,,,17.0,4.1,No precipitation,6,,,,
07.03.2020 08:00,9.0,628.7,762.4,0.9,84,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.4,,,2500 or more  or no clouds.,,,10.0,6.4,No precipitation,12,,,,
07.03.2020 05:00,9.7,627.8,760.5,,82,Wind blowing from the south-southeast,1,,,, ,,,9.5,22.4,,,,,,9.0,6.8,No precipitation,6,,,,
07.03.2020 02:00,11.1,628.8,761.1,-0.3,75,Wind blowing from the south,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.4,,,2500 or more  or no clouds.,,,11.0,6.8,No precipitation,12,,,,
06.03.2020 23:00,13.0,629.1,761.7,,65,Wind blowing from the south-southeast,2,,12,, ,,,9.5,22.4,,,,,,13.0,6.6,No precipitation,6,,,,
06.03.2020 20:00,16.7,627.8,761.2,0.4,52,Wind blowing from the north-northwest,2,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.4,,,1500-2000,,,14.0,6.8,No precipitation,12,,,,
06.03.2020 17:00,19.3,627.4,759.8,,43,Wind blowing from the west,2,,12,60%., ,,,9.5,22.4,,,1500-2000,,,24.0,6.4,No precipitation,6,,,,
06.03.2020 14:00,20.4,628.1,760.0,-1.4,36,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,23.9,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,12,,,,
06.03.2020 11:00,17.4,629.5,762.1,,53,Wind blowing from the east-northeast,1,,3,40%., ,,,9.5,23.9,,,1500-2000,,,9.0,7.7,No precipitation,6,,,,
06.03.2020 08:00,9.6,628.3,761.4,,79,Wind blowing from the north-northwest,0,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.9,,,1500-2000,,,11.0,6.1,No precipitation,12,,,,
06.03.2020 05:00,10.5,627.5,759.8,,72,Wind blowing from the south-southeast,1,,,, ,,,7.4,23.9,,,,,,16.0,5.7,No precipitation,6,,,,
06.03.2020 02:00,12.1,628.0,759.0,-0.3,66,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.9,,,2500 or more  or no clouds.,,,20.0,5.9,No precipitation,12,,,,
05.03.2020 23:00,13.7,628.3,761.4,,58,Wind blowing from the south-east,2,,9,, ,,,7.4,23.9,,,,,,24.0,5.6,No precipitation,6,,,,
05.03.2020 20:00,18.4,626.5,759.7,,39,Wind blowing from the south-west,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.9,,,1500-2000,,,12.0,4.2,No precipitation,12,,,,
05.03.2020 17:00,20.0,625.8,758.2,,34,Wind blowing from the south-southwest,3,,9,70 – 80%., ,,,7.4,23.9,,,1500-2000,,,20.0,3.7,No precipitation,6,,,,
05.03.2020 14:00,23.8,627.4,758.8,-1.8,27,Wind blowing from the west-southwest,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.2,,,1500-2000,,,30.0,3.7,No precipitation,12,,,,
05.03.2020 11:00,14.3,629.2,762.6,,59,Wind blowing from the west-southwest,1,,3,20–30%., ,,,7.4,24.2,,,1500-2000,,,8.0,6.4,No precipitation,6,,,,
05.03.2020 08:00,7.6,628.5,762.2,1.1,83,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.2,,,,,,15.0,4.9,No precipitation,12,,,,
05.03.2020 05:00,8.5,627.4,759.4,,81,Wind blowing from the west-southwest,1,,10,, ,,,7.3,24.2,,,,,,16.0,5.3,No precipitation,6,,,,
05.03.2020 02:00,10.4,628.0,759.8,,71,Wind blowing from the south-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.2,,,2500 or more  or no clouds.,,,27.0,5.4,No precipitation,12,,,,
04.03.2020 23:00,13.4,628.2,761.5,,54,Wind blowing from the south-east,1,,10,, ,,,7.3,24.2,,,,,,30.0,4.3,No precipitation,6,,,,
04.03.2020 20:00,18.0,626.8,760.1,0.6,32,Wind blowing from the south,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.2,,,,,,30.0,1.1,No precipitation,12,,,,
04.03.2020 17:00,23.1,626.2,758.0,,25,Wind blowing from the west-southwest,3,,10,, ,,,7.3,24.2,,,,,,30.0,2.0,No precipitation,6,,,,
