Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-13.5,717.6,768.0,,80,Wind blowing from the north-west,1,,9,, ,,,-13.5,-1.5,,,,,,27.0,-16.2,No precipitation,6,,,,
16.03.2020 02:00,-10.1,717.7,767.7,,76,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.5,,,2500 or more  or no clouds.,,,30.0,-13.5,0.3,12,,,,
15.03.2020 20:00,-7.5,716.5,766.0,2.4,72,Wind blowing from the north-northwest,4,,12,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.5,,,1000-1500,,,30.0,-11.7,0.6,12,,,,
15.03.2020 17:00,-6.0,714.1,763.6,,66,Wind blowing from the north-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.4,,,,,,30.0,-11.3,0.6,6,,,,
15.03.2020 14:00,-4.6,711.4,760.4,1.6,80,Wind blowing from the north-northwest,5,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,2.2,,,1000-1500,,,1.4,-7.5,0.4,12,,,,
15.03.2020 11:00,-1.7,709.8,758.2,,57,Wind blowing from the north-northwest,5,,10,20–30%., ,,,-8.8,3.1,,,600-1000,,,30.0,-9.3,No precipitation,6,,,,
15.03.2020 08:00,-4.0,709.0,757.5,1.8,65,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.1,,,,,,10.0,-9.6,2.0,12,,,,
15.03.2020 05:00,-6.7,707.2,755.8,,70,Wind blowing from the north-west,1,,8,, ,,,-7.5,3.1,,,,,,8.0,-11.4,0.7,6,,,,
15.03.2020 02:00,-4.1,706.2,754.2,,76,Wind blowing from the north-west,2,,9,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.1,,,2500 or more  or no clouds.,,,8.0,-7.7,1.0,12,,,,
14.03.2020 20:00,-1.5,706.9,755.2,-0.5,66,Wind blowing from the south-southwest,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.1,,,1000-1500,,,30.0,-7.2,No precipitation,12,,,,
14.03.2020 17:00,-0.4,707.4,755.8,,56,Wind blowing from the south-west,3,,,70 – 80%., ,,,-7.3,3.1,,,600-1000,,,22.0,-8.3,No precipitation,6,,,,
14.03.2020 14:00,2.0,707.8,756.1,-1.5,29,Wind blowing from the north-west,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.1,,,600-1000,,,30.0,-14.2,No precipitation,12,,,,
14.03.2020 11:00,0.0,709.3,757.9,,36,Wind blowing from the south-west,4,,9,60%., ,,,-7.3,0.5,,,600-1000,,,30.0,-13.3,No precipitation,6,,,,
14.03.2020 08:00,-3.7,710.7,759.7,-0.5,35,Wind blowing from the south-southwest,5,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-2.9,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
14.03.2020 05:00,-6.1,711.2,760.3,,39,Wind blowing from the south-southwest,3,,9,, ,,,,-2.9,,,,,,30.0,-17.8,No precipitation,6,,,,
14.03.2020 02:00,-5.5,712.8,761.8,,39,Wind blowing from the south-southwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.9,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
13.03.2020 20:00,-5.8,716.2,766.0,-0.3,36,Wind blowing from the south-southwest,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.9,,,2500 or more  or no clouds.,,,28.0,-18.5,No precipitation,12,,,,
13.03.2020 17:00,-4.2,716.5,766.4,,22,Wind blowing from the west-northwest,2,,11,no clouds, ,,,-11.6,-0.1,,,,,,30.0,-22.8,No precipitation,6,,,,
13.03.2020 14:00,-3.2,716.5,766.2,,18,Wind blowing from the south-west,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,2.1,,,,,,30.0,-24.2,No precipitation,12,,,,
13.03.2020 11:00,-6.3,718.0,767.9,,21,Wind blowing from the west-southwest,4,,,no clouds, ,,,-11.6,,,,,,,30.0,-25.1,No precipitation,6,,,,
13.03.2020 08:00,-9.4,718.9,768.8,,29,Wind blowing from the west-southwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,2.3,,,,,,29.0,-24.2,No precipitation,12,,,,
13.03.2020 05:00,-11.2,717.9,767.5,,37,Wind blowing from the south-southwest,3,,14,, ,,,-11.2,2.3,,,,,,30.0,-23.0,No precipitation,6,,,,
13.03.2020 02:00,-9.3,717.5,766.8,,28,Wind blowing from the west-southwest,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.3,,,2500 or more  or no clouds.,,,26.0,-24.5,No precipitation,12,,,,
12.03.2020 20:00,-3.9,714.3,763.0,,17,Wind blowing from the west-northwest,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.3,,,2500 or more  or no clouds.,,,8.0,-25.4,0.3,12,,,,
12.03.2020 17:00,-0.1,711.4,759.8,,35,Wind blowing from the south-west,5,,16,70 – 80%., ,,,-7.1,2.3,,,600-1000,,,29.0,-13.7,0.3,6,,,,
12.03.2020 14:00,2.1,710.9,759.4,-0.7,32,Wind blowing from the south-west,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.3,,,1000-1500,,,30.0,-12.9,0.3,12,,,,
12.03.2020 11:00,1.6,711.6,760.2,,57,Wind blowing from the south-southwest,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.1,,,1000-1500,,,29.0,-6.2,No precipitation,6,,,,
12.03.2020 08:00,-0.5,711.4,760.0,0.6,74,Wind blowing from the south-southwest,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,0.6,,,1000-1500,,,14.0,-4.6,Trace of precipitation,12,,,,
12.03.2020 05:00,-2.2,710.8,759.1,,53,Wind blowing from the south,2,,6,, ,,,-8.2,0.6,,,,,,30.0,-10.7,No precipitation,6,,,,
12.03.2020 02:00,-6.8,711.4,760.2,,65,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,0.6,,,2500 or more  or no clouds.,,,28.0,-12.3,No precipitation,12,,,,
11.03.2020 20:00,-4.0,712.7,761.8,0.6,55,Wind blowing from the south-southwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,0.6,,,,,,28.0,-11.9,No precipitation,12,,,,
11.03.2020 17:00,-1.0,712.1,761.0,,40,Wind blowing from the south-southwest,3,,12,no clouds, ,,,-9.5,0.6,,,,,,30.0,-12.9,No precipitation,6,,,,
11.03.2020 14:00,0.1,711.6,760.4,-0.3,34,Wind blowing from the north-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,0.1,,,,,,30.0,-13.9,No precipitation,12,,,,
11.03.2020 11:00,-1.8,711.9,760.9,,37,Wind blowing from the north-northwest,6,,10,, ,,,-9.5,-1.0,,,,,,30.0,-14.6,No precipitation,6,,,,
11.03.2020 08:00,-5.0,711.4,760.3,1.2,59,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.0,,,,,,19.0,-11.8,No precipitation,12,,,,
11.03.2020 05:00,-6.2,710.2,759.0,,72,Wind blowing from the north-northwest,3,,10,, ,,,-9.5,-1.0,,,,,,29.0,-10.4,No precipitation,6,,,,
11.03.2020 02:00,-7.0,709.5,758.3,,73,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.0,,,2500 or more  or no clouds.,,,30.0,-11.0,0.9,12,,,,
10.03.2020 20:00,-4.2,709.0,757.6,,,Wind blowing from the west,2,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,0.1,,,1000-1500,,,,,2.0,12,,,,
10.03.2020 17:00,-1.5,708.1,756.4,,81,Wind blowing from the west-northwest,1,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,,,,1000-1500,,,11.0,-4.3,2.0,6,,,,
10.03.2020 14:00,-1.4,707.6,755.8,-1.4,81,Wind blowing from the north,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,,,,2500 or more  or no clouds.,,,2.8,-4.2,4.0,12,,,,
10.03.2020 11:00,-1.8,709.0,757.2,,81,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.7,,,,1000-1500,,,3.0,-4.6,2.0,6,,,,
10.03.2020 08:00,-2.1,710.5,758.8,-1.3,85,Wind blowing from the north-northeast,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,3.4,,,1000-1500,,,3.3,-4.3,2.0,12,,,,
10.03.2020 05:00,-2.3,711.8,760.0,,88,Wind blowing from the north-northeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.3,3.4,,,,,,2.7,-4.0,0.9,6,,,,
10.03.2020 02:00,-1.6,714.0,762.2,,82,Wind blowing from the north-northeast,1,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,3.4,,,2500 or more  or no clouds.,,,5.0,-4.3,0.1,12,,,,
09.03.2020 20:00,0.1,716.0,764.3,0.3,62,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.4,,,1000-1500,,,24.0,-6.3,No precipitation,12,,,,
09.03.2020 17:00,2.1,715.7,763.8,,56,Wind blowing from the north,2,,5,100%., ,,,,,,,1000-1500,,,12.0,-5.8,No precipitation,6,,,,
09.03.2020 14:00,3.0,715.8,763.9,-1.1,55,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,1000-1500,,,14.0,-5.2,Trace of precipitation,12,,,,
09.03.2020 11:00,2.8,716.9,765.3,,66,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,-1.4,,,,1000-1500,,,30.0,-2.9,No precipitation,6,,,,
09.03.2020 08:00,1.9,716.7,764.9,1.2,79,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,1000-1500,,,26.0,-1.4,Trace of precipitation,12,,,,
09.03.2020 05:00,1.8,715.5,763.2,,85,Wind blowing from the north-west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,-1.4,9.6,,,,,,13.0,-0.5,No precipitation,6,,,,
09.03.2020 02:00,0.6,714.6,762.1,,73,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.6,,,2500 or more  or no clouds.,,,17.0,-3.7,No precipitation,12,,,,
08.03.2020 20:00,1.2,714.8,762.8,1.4,72,Wind blowing from the north-northeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.6,,,2500 or more  or no clouds.,,,12.0,-3.3,No precipitation,12,,,,
08.03.2020 17:00,6.0,713.4,761.2,,47,Wind blowing from the north-northwest,2,,9,, ,,,-1.0,9.6,,,,,,11.0,-4.5,No precipitation,6,,,,
08.03.2020 14:00,8.9,713.3,760.9,-1.5,31,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.6,,,2500 or more  or no clouds.,,,18.0,-7.3,No precipitation,12,,,,
08.03.2020 11:00,7.1,714.8,762.5,,37,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%, ,,,-1.0,7.1,,,2500 or more  or no clouds.,,,17.0,-6.6,No precipitation,6,,,,
08.03.2020 08:00,2.8,715.7,763.8,,65,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,4.0,,,,,,13.0,-3.1,No precipitation,12,,,,
08.03.2020 05:00,-0.7,715.7,764.0,,80,Wind blowing from the north,1,,4,, ,,,-1.0,4.0,,,,,,11.0,-3.7,No precipitation,6,,,,
08.03.2020 02:00,-0.4,715.6,763.8,,75,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.0,,,2500 or more  or no clouds.,,,26.0,-4.3,No precipitation,12,,,,
07.03.2020 20:00,1.4,715.5,763.8,0.7,80,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.0,,,1000-1500,,,18.0,-1.8,0.2,12,,,,
07.03.2020 17:00,2.2,714.8,763.0,,74,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.0,,,1000-1500,,,14.0,-2.0,No precipitation,6,,,,
07.03.2020 14:00,3.6,714.4,762.3,-0.8,63,Wind blowing from the south-southwest,5,,8,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,3.7,,,1000-1500,,,20.0,-2.8,0.2,12,,,,
07.03.2020 11:00,2.2,715.2,763.3,,76,Wind blowing from the south,2,,4,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-0.8,3.6,,,1000-1500,,,7.0,-1.6,0.2,6,,,,
07.03.2020 08:00,0.0,715.6,763.9,0.3,78,Wind blowing from the south-southeast,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,1000-1500,,,6.0,-3.5,Trace of precipitation,12,,,,
07.03.2020 05:00,-0.4,715.3,763.5,,62,Wind blowing from the east-northeast,1,,6,, ,,,,3.6,,,,,,16.0,-6.8,No precipitation,6,,,,
07.03.2020 02:00,0.8,715.3,763.4,,60,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,2500 or more  or no clouds.,,,13.0,-6.1,No precipitation,12,,,,
06.03.2020 20:00,1.8,715.7,764.9,0.7,52,Wind blowing from the south-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.6,,,1000-1500,,,12.0,-7.0,No precipitation,12,,,,
06.03.2020 17:00,2.4,715.0,764.4,,46,Wind blowing from the south-west,1,,7,90  or more  but not 100%, ,,,-14.5,3.6,,,1000-1500,,,12.0,-8.3,No precipitation,6,,,,
06.03.2020 14:00,3.3,715.3,764.6,-1.5,34,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.3,,,2500 or more  or no clouds.,,,22.0,-11.1,No precipitation,12,,,,
06.03.2020 11:00,0.1,716.8,766.4,,39,Wind blowing from the south-southwest,4,,6,90  or more  but not 100%, ,,,-14.5,0.1,,,1000-1500,,,16.0,-12.2,No precipitation,6,,,,
06.03.2020 08:00,-10.1,717.5,767.8,,66,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.8,,,,,,11.0,-15.3,No precipitation,12,,,,
06.03.2020 05:00,-13.8,717.2,767.3,,78,Wind blowing from the south-west,1,,,, ,,,,,,,,,,24.0,-16.8,,,,,,
06.03.2020 02:00,-13.0,717.2,767.2,,75,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.8,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
05.03.2020 20:00,-7.6,717.6,767.6,0.4,57,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.8,,,,,,9.0,-14.7,No precipitation,12,,,,
05.03.2020 17:00,-2.4,717.2,767.1,,33,Wind blowing from the north-west,1,,6,no clouds, ,,,-12.1,-0.8,,,,,,29.0,-16.5,No precipitation,6,,,,
05.03.2020 14:00,-1.5,717.7,767.2,-1.6,37,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.5,,,600-1000,,,30.0,-14.3,No precipitation,12,,,,
05.03.2020 11:00,-4.4,719.3,769.0,,48,Wind blowing from the south-southwest,3,,7,20–30%., ,,,-12.1,-1.4,,,600-1000,,,30.0,-13.8,No precipitation,6,,,,
05.03.2020 08:00,-7.4,720.3,770.4,0.6,63,Wind blowing from the south-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.4,,,,,,18.0,-13.4,No precipitation,12,,,,
05.03.2020 05:00,-11.6,719.7,769.9,,79,Wind blowing from the west-southwest,1,,11,, ,,,-11.8,-1.4,,,,,,30.0,-14.5,No precipitation,6,,,,
05.03.2020 02:00,-7.2,719.3,768.9,,71,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-1.4,,,2500 or more  or no clouds.,,,29.0,-11.7,No precipitation,12,,,,
04.03.2020 20:00,-6.5,718.0,767.8,1.8,72,Wind blowing from the north-northwest,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-1.4,,,1000-1500,,,12.0,-10.7,0.1,12,,,,
04.03.2020 17:00,-4.7,716.2,765.7,,68,Wind blowing from the north-northwest,5,,12,100%., ,,,-8.1,-1.4,,,1000-1500,,,9.0,-9.7,0.1,6,,,,
04.03.2020 14:00,-2.2,715.3,764.3,-0.6,66,Wind blowing from the north-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.7,,,1000-1500,,,12.0,-7.7,0.7,12,,,,
04.03.2020 11:00,-2.2,715.9,765.0,,71,Wind blowing from the north,2,,4,100%., ,,,-8.1,-0.7,,,1000-1500,,,6.0,-6.8,0.3,6,,,,
04.03.2020 08:00,-6.4,716.2,765.6,0.5,87,Wind blowing from the north,0,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.7,,,1000-1500,,,3.8,-8.2,3.0,12,,,,
04.03.2020 05:00,-5.8,715.7,764.8,,87,Wind blowing from the north,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-0.7,,,,,,3.4,-7.6,2.0,6,,,,
04.03.2020 02:00,-5.0,716.2,765.2,,88,Wind blowing from the north-northeast,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.7,,,2500 or more  or no clouds.,,,5.0,-6.7,2.0,12,,,,
03.03.2020 20:00,-3.1,718.3,768.4,0.0,64,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.7,,,1000-1500,,,14.0,-9.0,No precipitation,12,,,,
03.03.2020 17:00,-1.4,718.3,768.5,,47,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%, ,,,-15.4,-0.7,,,1000-1500,,,30.0,-11.5,No precipitation,6,,,,
03.03.2020 14:00,-1.5,719.2,769.3,-1.9,45,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-1.4,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,12,,,,
03.03.2020 11:00,-4.2,721.1,771.4,,55,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%, ,,,-15.4,-2.7,,,2500 or more  or no clouds.,,,9.0,-12.1,No precipitation,6,,,,
03.03.2020 08:00,-13.0,722.4,773.3,-0.1,76,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-2.7,,,,,,9.0,-16.4,No precipitation,12,,,,
03.03.2020 05:00,-15.2,722.5,773.4,,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,9.0,-17.9,,,,,,
03.03.2020 02:00,-13.1,722.5,773.1,,79,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-2.7,,,2500 or more  or no clouds.,,,10.0,-16.0,No precipitation,12,,,,
02.03.2020 20:00,-8.4,722.2,772.4,1.2,72,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-2.7,,,1000-1500,,,8.0,-12.6,Trace of precipitation,12,,,,
02.03.2020 17:00,-4.8,721.0,771.1,,61,Wind blowing from the west,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-2.7,,,1000-1500,,,8.0,-11.2,No precipitation,6,,,,
02.03.2020 14:00,-4.0,720.1,769.8,-0.3,60,Wind blowing from the north-northwest,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.7,,,1000-1500,,,9.0,-10.6,Trace of precipitation,12,,,,
02.03.2020 11:00,-4.7,720.4,770.2,,57,Wind blowing from the west-northwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.7,,,1000-1500,,,15.0,-12.1,No precipitation,6,,,,
02.03.2020 08:00,-6.3,720.2,769.9,,69,Wind blowing from the west,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.7,,,1000-1500,,,9.0,-11.2,Trace of precipitation,12,,,,
02.03.2020 05:00,-8.3,719.0,768.7,,80,Wind blowing from the north-northwest,1,,5,, ,,,-13.0,-1.7,,,,,,9.0,-11.1,No precipitation,6,,,,
02.03.2020 02:00,-6.5,718.0,767.5,,80,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.7,,,2500 or more  or no clouds.,,,9.0,-9.5,No precipitation,12,,,,
01.03.2020 20:00,-4.3,717.6,767.6,0.8,75,Wind blowing from the north-northeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.7,,,1000-1500,,,6.0,-8.1,No precipitation,12,,,,
01.03.2020 17:00,-3.1,716.8,766.8,,54,Wind blowing from the north-northeast,1,,,60%., ,,,,,,,600-1000,,,15.0,-11.1,,,,,,
