Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 23:00,8.4,757.3,768.5,,37,Wind blowing from the east-southeast,2,,12,, ,,,3.0,19.9,,,,,,30.0,-5.4,No precipitation,6,,,,
15.03.2020 20:00,12.3,755.2,766.4,3.3,30,Wind blowing from the east-southeast,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,19.9,,,,,,22.0,-4.8,No precipitation,12,,,,
15.03.2020 17:00,19.4,751.9,763.0,,17,Wind blowing from the west-northwest,2,,12,no clouds, ,,,3.0,19.9,,,,,,26.0,-6.3,No precipitation,6,,,,
15.03.2020 14:00,19.2,751.8,762.8,-1.6,16,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,19.6,,,,,,30.0,-7.2,No precipitation,12,,,,
15.03.2020 11:00,16.8,753.4,764.5,,16,Wind blowing from the north-west,4,,7,no clouds, ,,,3.0,17.0,,,,,,26.0,-9.2,No precipitation,6,,,,
15.03.2020 08:00,7.3,753.6,764.8,1.2,46,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.5,,,,,,11.0,-3.8,No precipitation,12,,,,
15.03.2020 05:00,3.3,752.4,763.6,,67,Wind blowing from the south-southwest,1,,11,, ,,,2.9,15.5,,,,,,16.0,-2.4,No precipitation,6,,,,
15.03.2020 02:00,6.0,752.9,764.1,-0.4,51,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.5,,,2500 or more  or no clouds.,,,17.0,-3.4,No precipitation,12,,,,
14.03.2020 23:00,7.5,753.3,764.5,,35,Calm  no wind,0,,,, ,,,2.7,15.5,,,,,,17.0,-7.0,No precipitation,6,,,,
14.03.2020 20:00,11.0,752.5,763.7,0.9,24,Wind blowing from the west,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.5,,,,,,17.0,-8.8,No precipitation,12,,,,
14.03.2020 17:00,14.8,751.6,762.7,,16,Wind blowing from the west-northwest,4,,11,no clouds, ,,,2.7,15.5,,,,,,28.0,-10.8,No precipitation,6,,,,
14.03.2020 14:00,14.0,752.7,763.9,-2.7,25,Wind blowing from the west-northwest,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,14.8,,,600-1000,,,12.0,-5.7,No precipitation,12,,,,
14.03.2020 11:00,10.8,755.4,766.7,,56,Wind blowing from the west-northwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.9,,,,,,5.0,2.4,No precipitation,6,,,,
14.03.2020 08:00,5.9,756.7,768.1,-0.4,82,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.1,,,1000-1500,,,3.9,3.1,No precipitation,12,,,,
14.03.2020 05:00,3.2,757.1,768.5,,86,Wind blowing from the west-northwest,1,,4,,Mist. ,,,2.7,10.1,,,,,,5.0,1.1,No precipitation,6,,,,
14.03.2020 02:00,4.0,758.3,769.7,,79,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,10.1,,,2500 or more  or no clouds.,,,8.0,0.7,No precipitation,12,,,,
13.03.2020 23:00,5.0,759.0,770.4,,65,Wind blowing from the west,2,,6,, ,,,5.0,10.9,,,,,,12.0,-1.2,No precipitation,6,,,,
13.03.2020 20:00,6.0,759.3,770.7,0.8,46,Wind blowing from the south-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,15.8,,,,,,16.0,-5.0,Trace of precipitation,12,,,,
13.03.2020 17:00,9.7,758.5,769.9,,22,Wind blowing from the south-southwest,1,,9,no clouds, ,,,6.2,,,,,,,28.0,-11.0,No precipitation,6,,,,
13.03.2020 14:00,8.7,759.6,770.9,,32,Wind blowing from the east-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1000-1500,,,22.0,-7.1,Trace of precipitation,12,,,,
13.03.2020 11:00,7.1,760.6,771.9,,44,Wind blowing from the east-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1000-1500,,,24.0,-4.3,No precipitation,6,,,,
13.03.2020 08:00,6.6,759.5,770.8,,65,Wind blowing from the east,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,20.3,,,1000-1500,,,11.0,0.5,Trace of precipitation,12,,,,
13.03.2020 05:00,8.9,757.3,768.4,,58,Wind blowing from the east-northeast,4,,8,,Haze. ,,,6.1,20.3,,,,,,7.0,1.1,No precipitation,6,,,,
13.03.2020 02:00,9.6,755.8,766.9,0.8,55,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,20.3,,,2500 or more  or no clouds.,,,7.0,1.0,No precipitation,12,,,,
12.03.2020 23:00,10.9,755.0,766.1,,53,Wind blowing from the east-northeast,3,,8,, ,,,6.1,20.3,,,,,,7.0,1.7,No precipitation,6,,,,
12.03.2020 20:00,15.8,752.2,763.3,,43,Wind blowing from the south-southwest,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,20.3,,,2500 or more  or no clouds.,,,11.0,3.3,No precipitation,12,,,,
12.03.2020 17:00,19.3,750.0,761.0,,27,Wind blowing from the south-southwest,2,,8,20–30%., ,,,6.1,20.3,,,2500 or more  or no clouds.,,,15.0,-0.1,No precipitation,6,,,,
12.03.2020 14:00,20.0,750.1,761.0,-1.8,31,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,20.2,,,2500 or more  or no clouds.,,,14.0,2.4,No precipitation,12,,,,
12.03.2020 11:00,16.3,751.9,763.0,,41,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,6.1,17.1,,,2500 or more  or no clouds.,,,9.0,3.0,No precipitation,6,,,,
12.03.2020 08:00,8.7,752.5,763.6,1.2,74,Wind blowing from the north,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.1,,,2500 or more  or no clouds.,,,4.4,4.3,No precipitation,12,,,,
12.03.2020 05:00,6.9,751.3,762.4,,80,Wind blowing from the east-northeast,1,,8,,Mist. ,,,1.9,17.1,,,,,,5.0,3.7,No precipitation,6,,,,
12.03.2020 02:00,8.5,752.3,763.4,,74,Wind blowing from the east-southeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,17.1,,,2500 or more  or no clouds.,,,6.0,4.1,No precipitation,12,,,,
11.03.2020 23:00,10.4,752.5,763.6,,65,Wind blowing from the east-southeast,1,,9,, ,,,1.9,17.1,,,,,,8.0,4.1,No precipitation,6,,,,
11.03.2020 20:00,12.8,751.9,763.0,1.2,51,Wind blowing from the south-southwest,1,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,17.1,,,2500 or more  or no clouds.,,,12.0,2.9,No precipitation,12,,,,
11.03.2020 17:00,16.0,750.7,761.9,,36,Wind blowing from the south-southwest,3,,9,20–30%., ,,,1.9,17.1,,,2500 or more  or no clouds.,,,10.0,0.9,No precipitation,6,,,,
11.03.2020 14:00,15.8,752.1,763.3,-2.7,38,Wind blowing from the south-west,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,15.9,,,600-1000,,,8.0,1.5,No precipitation,12,,,,
11.03.2020 11:00,12.2,754.8,766.0,,51,Wind blowing from the south-west,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.5,,,,,,6.0,2.4,No precipitation,6,,,,
11.03.2020 08:00,5.4,755.0,766.3,0.8,74,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.5,,,,,,4.2,1.0,No precipitation,12,,,,
11.03.2020 05:00,2.4,754.2,765.5,,87,Wind blowing from the south-southwest,1,,8,,Mist. ,,,2.4,13.5,,,,,,4.3,0.5,No precipitation,6,,,,
11.03.2020 02:00,3.7,754.9,766.2,0.2,82,Wind blowing from the north,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,13.5,,,2500 or more  or no clouds.,,,5.0,0.9,No precipitation,12,,,,
10.03.2020 23:00,5.8,754.7,766.0,,73,Wind blowing from the south-southwest,0,,9,,Mist. ,,,4.8,13.5,,,,,,5.0,1.3,No precipitation,6,,,,
10.03.2020 20:00,8.8,753.7,765.1,,52,Wind blowing from the west-northwest,0,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,13.5,,,600-1000,,,7.0,-0.5,No precipitation,12,,,,
10.03.2020 17:00,11.9,752.7,763.9,,42,Wind blowing from the north-west,3,,9,90  or more  but not 100%, ,,,4.8,13.5,,,600-1000,,,11.0,-0.6,No precipitation,6,,,,
10.03.2020 14:00,12.0,753.1,764.2,-1.5,34,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,12.6,,,600-1000,,,20.0,-3.4,No precipitation,12,,,,
10.03.2020 11:00,10.4,754.6,765.8,,51,Wind blowing from the west-northwest,3,,8,no clouds, ,,,4.8,12.2,,,,,,8.0,0.7,No precipitation,6,,,,
10.03.2020 08:00,5.4,753.8,765.1,0.7,84,Wind blowing from the west-northwest,2,,8,10%  or less  but not 0,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,12.2,,,2500 or more  or no clouds.,,,3.5,2.9,0.2,12,,,,
10.03.2020 05:00,5.1,753.1,764.4,,85,Wind blowing from the north-northeast,1,,8,,Mist. ,,,5.0,12.2,,,,,,3.7,2.8,No precipitation,6,,,,
10.03.2020 02:00,6.3,753.1,764.4,,84,Wind blowing from the west-northwest,4,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,12.2,,,2500 or more  or no clouds.,,,3.9,3.8,5.0,12,,,,
09.03.2020 20:00,7.9,751.9,763.1,2.0,92,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.2,,,1000-1500,,,1.4,6.7,5.0,12,,,,
09.03.2020 17:00,9.9,749.9,761.1,,90,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.2,,,1000-1500,,,4.0,8.3,2.0,6,,,,
09.03.2020 14:00,11.5,749.0,760.1,-0.8,70,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.2,,,1000-1500,,,12.0,6.2,0.1,12,,,,
09.03.2020 11:00,9.8,749.8,760.9,,79,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.8,,,2500 or more  or no clouds.,,,7.0,6.3,No precipitation,6,,,,
09.03.2020 08:00,8.2,749.3,760.5,0.7,82,Wind blowing from the north-east,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,11.8,,,2500 or more  or no clouds.,,,6.0,5.3,0.1,12,,,,
09.03.2020 05:00,7.7,748.6,759.7,,86,Wind blowing from the north,1,,7,,Rain (not freezing) not falling as shower(s). ,,,5.1,11.8,,,,,,6.0,5.5,0.1,6,,,,
09.03.2020 02:00,8.1,749.3,760.5,-1.3,79,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.8,,,2500 or more  or no clouds.,,,7.0,4.7,No precipitation,12,,,,
08.03.2020 23:00,8.3,750.6,761.8,,78,Wind blowing from the east-southeast,3,,7,,Mist. ,,,5.1,11.8,,,,,,5.0,4.7,No precipitation,6,,,,
08.03.2020 20:00,9.5,750.3,761.5,1.7,74,Wind blowing from the east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,13.0,,,2500 or more  or no clouds.,,,3.9,5.1,No precipitation,12,,,,
08.03.2020 17:00,10.9,748.6,759.8,,66,Wind blowing from the east,3,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,17.1,,,,,,4.8,4.8,No precipitation,6,,,,
08.03.2020 14:00,11.0,750.1,761.2,-2.4,67,Wind blowing from the east,4,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,17.9,,,1000-1500,,,3.7,5.1,No precipitation,12,,,,
08.03.2020 11:00,8.9,752.5,763.8,,75,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,1000-1500,,,1.8,4.7,No precipitation,6,,,,
08.03.2020 08:00,6.0,752.4,763.6,,91,Wind blowing from the south-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,17.9,,,2500 or more  or no clouds.,,,0.9,4.6,No precipitation,12,,,,
08.03.2020 05:00,5.4,751.5,762.6,,89,Wind blowing from the south-southeast,1,,6,,Mist. ,,,5.4,17.9,,,,,,1.6,3.7,No precipitation,6,,,,
08.03.2020 02:00,7.5,752.6,763.7,0.0,80,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.9,,,2500 or more  or no clouds.,,,2.7,4.3,No precipitation,12,,,,
07.03.2020 23:00,8.9,752.6,763.7,,75,Wind blowing from the east-southeast,2,,,,Mist. ,,,7.7,17.9,,,,,,3.3,4.7,No precipitation,6,,,,
07.03.2020 20:00,13.0,751.2,762.3,0.6,55,Wind blowing from the east-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.9,,,,,,3.3,4.2,No precipitation,12,,,,
07.03.2020 17:00,17.0,750.6,761.6,,36,Wind blowing from the south-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.9,,,,,,7.0,1.8,No precipitation,6,,,,
07.03.2020 14:00,16.8,750.4,761.5,-1.4,40,Wind blowing from the north-northwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.0,,,,,,6.0,3.1,No precipitation,12,,,,
07.03.2020 11:00,14.9,751.8,762.9,,50,Wind blowing from the north-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.0,,,,,,5.0,4.6,No precipitation,6,,,,
07.03.2020 08:00,8.5,751.6,762.7,1.4,74,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,2500 or more  or no clouds.,,,3.6,4.1,No precipitation,12,,,,
07.03.2020 05:00,7.9,750.2,761.4,,75,Wind blowing from the south,1,,6,,Mist. ,,,3.5,12.8,,,,,,5.0,3.7,No precipitation,6,,,,
07.03.2020 02:00,8.0,750.7,761.8,-0.1,75,Wind blowing from the south-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.8,,,2500 or more  or no clouds.,,,5.0,3.7,No precipitation,12,,,,
06.03.2020 23:00,9.3,750.8,762.0,,60,Wind blowing from the east-southeast,2,,7,,Haze. ,,,3.5,12.8,,,,,,7.0,1.9,No precipitation,6,,,,
06.03.2020 20:00,10.0,750.6,761.8,0.5,54,Wind blowing from the south-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.8,,,1000-1500,,,9.0,0.9,No precipitation,12,,,,
06.03.2020 17:00,11.6,750.1,761.3,,48,Wind blowing from the south-southeast,3,,7,100%., ,,,3.5,12.8,,,2500 or more  or no clouds.,,,9.0,1.0,No precipitation,6,,,,
06.03.2020 14:00,12.0,750.6,761.8,-2.3,44,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.2,,,1000-1500,,,9.0,0.1,No precipitation,12,,,,
06.03.2020 11:00,9.2,752.9,764.2,,53,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,3.5,11.1,,,2500 or more  or no clouds.,,,8.0,-0.1,No precipitation,6,,,,
06.03.2020 08:00,3.8,753.9,765.3,,61,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,11.1,,,2500 or more  or no clouds.,,,10.0,-3.2,No precipitation,12,,,,
06.03.2020 05:00,4.0,754.1,765.4,,60,Wind blowing from the south-southeast,1,,6,, ,,,-1.7,11.1,,,,,,11.0,-3.1,No precipitation,6,,,,
06.03.2020 02:00,4.4,754.9,766.2,-0.8,59,Wind blowing from the south-east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.1,,,2500 or more  or no clouds.,,,5.0,-2.9,No precipitation,12,,,,
05.03.2020 23:00,4.9,755.7,767.1,,53,Wind blowing from the south-east,1,,6,, ,,,-1.7,11.1,,,,,,8.0,-3.9,No precipitation,6,,,,
05.03.2020 20:00,7.0,755.9,767.4,0.0,43,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.1,,,,,,11.0,-4.7,No precipitation,12,,,,
05.03.2020 17:00,10.2,755.9,767.4,,35,Wind blowing from the south,2,,6,no clouds, ,,,-1.7,11.1,,,,,,14.0,-4.6,No precipitation,6,,,,
05.03.2020 14:00,10.2,757.8,769.3,-3.1,36,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.7,,,,,,16.0,-4.2,No precipitation,12,,,,
05.03.2020 11:00,6.1,760.9,772.4,,44,Wind blowing from the south-southeast,3,,6,no clouds, ,,,-1.7,10.7,,,,,,16.0,-5.5,No precipitation,6,,,,
05.03.2020 08:00,0.2,761.9,773.5,0.2,57,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.7,,,,,,14.0,-7.5,No precipitation,12,,,,
05.03.2020 05:00,-1.2,761.7,773.2,,61,Wind blowing from the south-east,2,,6,, ,,,-1.3,10.7,,,,,,22.0,-7.8,No precipitation,6,,,,
05.03.2020 02:00,0.2,762.1,773.5,0.0,61,Wind blowing from the south-east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,10.7,,,2500 or more  or no clouds.,,,19.0,-6.6,No precipitation,12,,,,
04.03.2020 23:00,3.2,762.1,773.6,,41,Wind blowing from the east-southeast,2,,7,, ,,,-1.3,10.7,,,,,,22.0,-8.8,No precipitation,6,,,,
04.03.2020 20:00,5.8,761.7,773.2,1.4,36,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,10.7,,,,,,9.0,-8.1,No precipitation,12,,,,
04.03.2020 17:00,9.5,760.3,771.9,,20,Wind blowing from the north-west,2,,7,no clouds, ,,,-1.3,10.7,,,,,,28.0,-12.3,No precipitation,6,,,,
04.03.2020 14:00,10.1,760.4,771.8,-2.0,18,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.1,,,,,,30.0,-13.2,No precipitation,12,,,,
04.03.2020 11:00,8.3,762.4,773.8,,27,Wind blowing from the south-west,1,,3,no clouds, ,,,-1.3,11.1,,,,,,24.0,-9.6,No precipitation,6,,,,
04.03.2020 08:00,1.2,761.7,773.2,1.4,66,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.1,,,,,,9.0,-4.6,No precipitation,12,,,,
04.03.2020 05:00,-0.8,760.3,771.8,,71,Wind blowing from the south-southwest,1,,8,, ,,,-0.8,11.1,,,,,,18.0,-5.4,No precipitation,6,,,,
04.03.2020 02:00,2.7,759.9,771.3,0.5,50,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.1,,,2500 or more  or no clouds.,,,13.0,-6.7,No precipitation,12,,,,
03.03.2020 23:00,4.2,759.4,770.8,,52,Calm  no wind,0,,,, ,,,-0.4,11.1,,,,,,13.0,-5.0,No precipitation,6,,,,
03.03.2020 20:00,7.4,758.4,769.9,1.8,35,Wind blowing from the north-west,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.1,,,2500 or more  or no clouds.,,,19.0,-7.1,No precipitation,12,,,,
03.03.2020 17:00,10.2,756.6,768.0,,36,Wind blowing from the west-northwest,3,,8,100%., ,,,-0.4,11.1,,,2500 or more  or no clouds.,,,10.0,-4.2,No precipitation,6,,,,
03.03.2020 14:00,10.3,756.5,767.9,-1.4,46,Wind blowing from the north-west,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.5,,,2500 or more  or no clouds.,,,8.0,-0.8,No precipitation,12,,,,
03.03.2020 11:00,8.1,757.9,769.3,,59,Wind blowing from the west-northwest,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.5,,,2500 or more  or no clouds.,,,5.0,0.6,No precipitation,6,,,,
03.03.2020 08:00,1.5,758.2,769.8,1.0,90,Wind blowing from the south-southwest,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.5,,,2500 or more  or no clouds.,,,2.8,0.0,No precipitation,12,,,,
03.03.2020 05:00,0.5,757.2,768.7,,88,Wind blowing from the south-southeast,0,,3,,Mist. ,,,-0.5,9.5,,,,,,3.6,-1.3,No precipitation,6,,,,
03.03.2020 02:00,1.6,757.9,769.3,-0.5,80,Wind blowing from the east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,12,,,,
02.03.2020 23:00,2.8,758.4,769.9,,73,Wind blowing from the south-west,1,,4,,Mist. ,,,-0.5,9.5,,,,,,4.5,-1.7,No precipitation,6,,,,
02.03.2020 20:00,5.1,758.5,770.1,0.4,63,Wind blowing from the south,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,2500 or more  or no clouds.,,,3.8,-1.4,No precipitation,12,,,,
02.03.2020 17:00,8.2,758.1,769.6,,53,Wind blowing from the south,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,2500 or more  or no clouds.,,,4.7,-0.8,No precipitation,6,,,,
02.03.2020 14:00,8.6,758.9,770.4,-2.1,49,Wind blowing from the south-southwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,2500 or more  or no clouds.,,,5.0,-1.5,No precipitation,12,,,,
