Local time in Ruoqiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.03.2020 23:00,8.1,683.5,760.3,,24,Wind blowing from the south-southeast,2,,7,, ,,,,21.5,,,,,,11.0,-11.3,No precipitation,6,,,,
19.03.2020 20:00,17.2,683.4,760.7,,11,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%, ,,,-0.6,21.5,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,6,,,,
19.03.2020 17:00,20.3,683.8,760.5,,7,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,-0.6,21.5,,,2500 or more  or no clouds.,,,13.0,-16.6,No precipitation,6,,,,
19.03.2020 14:00,19.2,686.2,763.1,,9,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,20.5,,,,,,11.0,-14.4,No precipitation,12,,,,
19.03.2020 11:00,12.2,687.4,764.9,,18,Wind blowing from the west,1,,3,no clouds, ,,,-0.6,,,,,,,11.0,-11.4,No precipitation,6,,,,
19.03.2020 08:00,-0.6,687.3,765.1,0.2,43,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,,,,,,,12.0,-11.9,No precipitation,12,,,,
19.03.2020 05:00,0.8,687.1,764.2,,43,Wind blowing from the south-southwest,1,,5,, ,,,-0.7,20.5,,,,,,15.0,-10.4,No precipitation,6,,,,
19.03.2020 02:00,2.8,687.8,765.0,-0.6,33,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,20.5,,,2500 or more  or no clouds.,,,13.0,-11.9,No precipitation,12,,,,
18.03.2020 23:00,6.5,688.4,766.1,,23,Wind blowing from the south,1,,5,, ,,,,20.5,,,,,,9.0,-13.1,No precipitation,6,,,,
18.03.2020 20:00,16.4,688.5,766.3,,15,Wind blowing from the north,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,20.5,,,2500 or more  or no clouds.,,,12.0,-10.3,No precipitation,12,,,,
18.03.2020 17:00,20.3,688.8,766.0,,7,Calm  no wind,0,,,no clouds, ,,,-0.7,20.4,,,,,,12.0,-16.6,No precipitation,6,,,,
18.03.2020 14:00,18.2,690.2,767.5,-0.9,10,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,20.0,,,,,,11.0,-13.9,No precipitation,12,,,,
18.03.2020 11:00,11.5,691.1,769.2,,16,Wind blowing from the west,2,,3,no clouds, ,,,-0.7,,,,,,,14.0,-13.5,No precipitation,6,,,,
18.03.2020 08:00,1.0,690.4,768.4,0.7,36,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,20.0,,,,,,12.0,-12.7,No precipitation,12,,,,
18.03.2020 05:00,0.9,689.7,767.2,,41,Wind blowing from the south-southwest,1,,4,, ,,,0.1,20.0,,,,,,12.0,-10.9,No precipitation,6,,,,
18.03.2020 02:00,3.7,689.5,766.8,0.1,32,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,20.0,,,2500 or more  or no clouds.,,,10.0,-11.5,No precipitation,12,,,,
17.03.2020 23:00,5.7,689.4,767.4,,28,Wind blowing from the south-southeast,2,,4,, ,,,0.1,20.0,,,,,,8.0,-11.4,No precipitation,6,,,,
17.03.2020 20:00,16.0,689.1,767.1,-0.6,12,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,20.0,,,,,,11.0,-13.4,No precipitation,12,,,,
17.03.2020 17:00,19.5,689.7,767.1,,9,Wind blowing from the east,1,,4,20–30%., ,,,0.1,19.9,,,2500 or more  or no clouds.,,,12.0,-14.2,No precipitation,6,,,,
17.03.2020 14:00,17.5,691.6,768.6,-1.1,9,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,17.5,,,2500 or more  or no clouds.,,,12.0,-15.7,No precipitation,12,,,,
17.03.2020 11:00,11.0,692.7,771.4,,21,Wind blowing from the north-northwest,2,,4,50%., ,,,0.1,15.9,,,2500 or more  or no clouds.,,,8.0,-10.5,No precipitation,6,,,,
17.03.2020 08:00,0.4,692.5,771.3,,38,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,15.9,,,,,,12.0,-12.3,No precipitation,12,,,,
17.03.2020 05:00,1.5,692.5,770.8,,33,Wind blowing from the west-southwest,2,,5,, ,,,-2.6,15.9,,,,,,14.0,-13.0,No precipitation,6,,,,
17.03.2020 02:00,7.3,693.1,771.1,-0.3,17,Wind blowing from the south-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,15.9,,,2500 or more  or no clouds.,,,16.0,-16.2,No precipitation,12,,,,
16.03.2020 23:00,3.6,693.4,772.9,,34,Wind blowing from the south-southwest,2,,5,, ,,,-2.6,15.9,,,,,,15.0,-10.8,No precipitation,6,,,,
16.03.2020 20:00,13.3,693.1,772.3,0.0,11,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,15.9,,,2500 or more  or no clouds.,,,7.0,-16.6,No precipitation,12,,,,
16.03.2020 17:00,15.4,693.1,771.8,,8,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,-2.6,15.9,,,2500 or more  or no clouds.,,,17.0,-18.7,No precipitation,6,,,,
16.03.2020 14:00,12.3,693.8,772.6,0.7,12,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,15.4,,,2500 or more  or no clouds.,,,16.0,-16.3,No precipitation,12,,,,
16.03.2020 11:00,6.3,693.1,771.9,,21,Wind blowing from the west-northwest,1,,5,no clouds, ,,,-2.6,15.4,,,,,,11.0,-14.4,No precipitation,6,,,,
16.03.2020 08:00,-1.6,692.3,771.5,1.3,35,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,15.4,,,2500 or more  or no clouds.,,,13.0,-15.1,No precipitation,12,,,,
16.03.2020 05:00,-1.4,691.0,769.6,,37,Wind blowing from the west-northwest,1,,8,, ,,,-3.3,15.4,,,,,,12.0,-14.2,No precipitation,6,,,,
16.03.2020 02:00,2.7,690.6,768.7,0.0,25,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,15.4,,,2500 or more  or no clouds.,,,12.0,-15.4,No precipitation,12,,,,
15.03.2020 23:00,7.7,690.6,769.0,,16,Wind blowing from the east-northeast,3,,9,, ,,,-3.3,15.4,,,,,,12.0,-16.5,No precipitation,6,,,,
15.03.2020 20:00,12.1,690.4,769.4,,14,Wind blowing from the north-northeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,15.4,,,2500 or more  or no clouds.,,,12.0,-14.6,No precipitation,12,,,,
15.03.2020 17:00,15.4,690.2,768.8,,10,Wind blowing from the north-east,4,,9,no clouds, ,,,-3.3,15.4,,,,,,12.0,-16.1,No precipitation,6,,,,
15.03.2020 14:00,13.5,691.8,770.8,-0.7,11,Wind blowing from the north-east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,13.5,,,,,,13.0,-16.4,No precipitation,12,,,,
15.03.2020 11:00,6.8,692.5,772.3,,17,Wind blowing from the east,2,,3,no clouds, ,,,-3.3,12.1,,,,,,19.0,-16.6,No precipitation,6,,,,
15.03.2020 08:00,-1.8,691.9,771.6,0.6,33,Wind blowing from the south-southwest,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.1,,,2500 or more  or no clouds.,,,21.0,-16.0,No precipitation,12,,,,
15.03.2020 05:00,-2.4,691.3,770.6,,42,Wind blowing from the west,1,,,, ,,,-2.8,12.1,,,,,,29.0,-13.6,No precipitation,6,,,,
15.03.2020 02:00,-1.6,691.5,770.8,-0.4,43,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,12.1,,,2500 or more  or no clouds.,,,23.0,-12.8,No precipitation,12,,,,
14.03.2020 23:00,0.6,691.9,771.8,,37,Wind blowing from the south,1,,6,, ,,,-1.4,12.1,,,,,,17.0,-12.4,No precipitation,6,,,,
14.03.2020 20:00,9.0,691.3,770.5,0.2,15,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.1,,,2500 or more  or no clouds.,,,18.0,-16.3,No precipitation,12,,,,
14.03.2020 17:00,11.6,691.1,770.1,,9,Wind blowing from the east,2,,6,70 – 80%., ,,,-1.4,12.1,,,2500 or more  or no clouds.,,,27.0,-20.2,No precipitation,6,,,,
14.03.2020 14:00,10.5,692.9,772.3,-0.7,12,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.4,,,2500 or more  or no clouds.,,,22.0,-17.7,No precipitation,12,,,,
14.03.2020 11:00,4.6,693.6,773.2,,19,Wind blowing from the west,1,,3,100%., ,,,-1.4,11.4,,,2500 or more  or no clouds.,,,19.0,-17.1,No precipitation,6,,,,
14.03.2020 08:00,0.7,692.8,772.3,0.6,24,Wind blowing from the west-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.4,,,2500 or more  or no clouds.,,,23.0,-17.6,No precipitation,12,,,,
14.03.2020 05:00,-0.6,692.2,771.5,,38,Wind blowing from the north-northwest,1,,7,, ,,,-4.4,11.4,,,,,,23.0,-13.2,No precipitation,6,,,,
14.03.2020 02:00,-0.6,693.0,772.9,,38,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.4,,,2500 or more  or no clouds.,,,22.0,-13.2,No precipitation,12,,,,
13.03.2020 23:00,4.5,693.1,773.1,,20,Wind blowing from the east,1,,7,, ,,,-4.4,11.4,,,,,,24.0,-16.5,No precipitation,6,,,,
13.03.2020 20:00,8.2,692.7,772.9,-0.1,13,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.4,,,2500 or more  or no clouds.,,,23.0,-18.6,No precipitation,12,,,,
13.03.2020 17:00,10.7,692.8,772.3,,11,Wind blowing from the north-east,3,,7,no clouds, ,,,-4.4,12.1,,,,,,24.0,-18.6,No precipitation,6,,,,
13.03.2020 14:00,6.7,694.6,774.4,,15,Wind blowing from the north-east,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,2500 or more  or no clouds.,,,14.0,-18.1,No precipitation,12,,,,
13.03.2020 11:00,1.0,695.2,775.5,,26,Wind blowing from the north-east,1,,12,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,2500 or more  or no clouds.,,,6.0,-16.4,No precipitation,6,,,,
13.03.2020 08:00,-3.8,695.0,775.4,0.7,32,Wind blowing from the west-southwest,2,,14,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,12.2,,,2500 or more  or no clouds.,,,6.0,-18.1,No precipitation,12,,,,
13.03.2020 05:00,-1.6,694.3,773.8,,27,Wind blowing from the south-southeast,1,,19,, ,,,-1.9,12.2,,,,,,30.0,-18.2,No precipitation,6,,,,
13.03.2020 02:00,0.9,692.8,772.0,1.1,21,Wind blowing from the north-east,3,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.2,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
12.03.2020 23:00,4.4,691.7,770.8,,18,Wind blowing from the north-east,6,,19,, ,,,-1.7,12.2,,,,,,7.0,-17.9,No precipitation,6,,,,
12.03.2020 20:00,8.6,690.5,770.0,,13,Wind blowing from the east-northeast,7,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.2,,,,,,6.0,-18.3,No precipitation,12,,,,
12.03.2020 17:00,12.0,691.1,769.9,,13,Wind blowing from the east-northeast,7,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.2,,,,,,5.0,-15.6,No precipitation,6,,,,
12.03.2020 14:00,10.2,692.4,771.8,0.1,17,Wind blowing from the east-northeast,7,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.2,,,,,,5.0,-13.8,No precipitation,12,,,,
12.03.2020 11:00,6.1,692.3,771.9,,21,Wind blowing from the east-northeast,6,,11,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.2,,,,,,5.0,-14.6,No precipitation,6,,,,
12.03.2020 08:00,-1.4,691.1,770.7,1.9,38,Wind blowing from the east,3,,6,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,,,,2.4,-13.9,No precipitation,12,,,,
12.03.2020 05:00,0.1,689.2,767.8,,29,Wind blowing from the east-northeast,2,,7,,Haze. ,,,-4.4,12.2,,,,,,5.0,-15.8,No precipitation,6,,,,
12.03.2020 02:00,-0.9,688.0,767.0,0.6,41,Wind blowing from the south-southeast,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,2500 or more  or no clouds.,,,6.0,-12.5,No precipitation,12,,,,
11.03.2020 23:00,1.9,687.4,767.0,,34,Wind blowing from the east,1,,7,, ,,,-4.4,12.2,,,,,,8.0,-12.3,No precipitation,6,,,,
11.03.2020 20:00,8.5,686.2,765.7,,16,Wind blowing from the north-east,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,2500 or more  or no clouds.,,,7.0,-15.9,No precipitation,12,,,,
11.03.2020 17:00,11.4,686.5,765.4,,14,Wind blowing from the south,1,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.2,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,6,,,,
11.03.2020 14:00,9.0,688.0,767.2,-0.5,16,Wind blowing from the east,2,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.4,,,2500 or more  or no clouds.,,,4.9,-15.5,No precipitation,12,,,,
11.03.2020 11:00,2.3,688.5,768.7,,28,Wind blowing from the south-east,2,,3,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.1,,,2500 or more  or no clouds.,,,4.9,-14.3,No precipitation,6,,,,
11.03.2020 08:00,-4.0,688.1,768.1,,48,Wind blowing from the west-southwest,1,,3,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,9.1,,,2500 or more  or no clouds.,,,5.0,-13.6,No precipitation,12,,,,
11.03.2020 05:00,-3.2,687.7,767.2,,42,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-8.4,9.1,,,,,,5.0,-14.3,No precipitation,6,,,,
11.03.2020 02:00,-2.1,687.8,767.4,0.1,43,Wind blowing from the south,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,9.1,,,2500 or more  or no clouds.,,,6.0,-13.0,No precipitation,12,,,,
10.03.2020 23:00,-1.8,687.7,768.1,,41,Wind blowing from the south,1,,6,,Haze. ,,,-8.4,9.1,,,,,,6.0,-13.3,No precipitation,6,,,,
10.03.2020 20:00,6.1,687.5,768.1,-1.0,16,Wind blowing from the north,1,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,9.1,,,2500 or more  or no clouds.,,,5.0,-17.9,No precipitation,12,,,,
10.03.2020 17:00,8.9,688.5,768.3,,13,Wind blowing from the north,2,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.9,,,2500 or more  or no clouds.,,,5.0,-18.0,No precipitation,6,,,,
10.03.2020 14:00,6.5,690.4,770.9,-1.3,11,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.3,,,2500 or more  or no clouds.,,,8.0,-21.9,No precipitation,12,,,,
10.03.2020 11:00,1.2,691.7,772.7,,20,Wind blowing from the east,2,,3,90  or more  but not 100%, ,,,-8.4,8.3,,,2500 or more  or no clouds.,,,17.0,-19.3,No precipitation,6,,,,
10.03.2020 08:00,-8.0,691.9,773.2,,50,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.3,,,,,,19.0,-16.8,No precipitation,12,,,,
10.03.2020 05:00,-5.5,692.5,773.0,,35,Wind blowing from the west,1,,8,, ,,,-9.1,8.3,,,,,,20.0,-18.5,No precipitation,6,,,,
10.03.2020 02:00,-6.0,692.8,774.4,,49,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.3,,,2500 or more  or no clouds.,,,13.0,-15.2,No precipitation,12,,,,
09.03.2020 20:00,4.8,694.0,775.6,-0.9,10,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.3,,,,,,10.0,-24.3,No precipitation,12,,,,
09.03.2020 17:00,7.4,694.9,775.9,,11,Wind blowing from the east-northeast,3,,8,no clouds, ,,,-9.1,7.5,,,,,,20.0,-21.2,No precipitation,6,,,,
09.03.2020 14:00,1.4,697.3,778.9,-0.6,23,Wind blowing from the north-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,5.2,,,,,,19.0,-17.5,No precipitation,12,,,,
09.03.2020 11:00,-5.2,697.9,780.0,,33,Wind blowing from the north-northeast,2,,14,no clouds, ,,,-9.1,5.2,,,,,,21.0,-19.0,No precipitation,6,,,,
09.03.2020 08:00,-8.7,696.7,779.1,0.7,45,Wind blowing from the north-northeast,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.2,,,,,,23.0,-18.5,No precipitation,12,,,,
09.03.2020 05:00,-6.2,696.0,777.5,,35,Wind blowing from the north-northeast,2,,21,, ,,,-6.2,5.2,,,,,,9.0,-19.2,No precipitation,6,,,,
09.03.2020 02:00,-2.7,695.3,776.2,,27,Wind blowing from the east-northeast,5,,21,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.2,,,2500 or more  or no clouds.,,,6.0,-19.1,No precipitation,12,,,,
08.03.2020 23:00,0.7,694.5,775.0,,55,Wind blowing from the east-northeast,7,,21,, ,,,0.7,5.2,,,,,,28.0,-7.3,No precipitation,6,,,,
08.03.2020 20:00,2.2,694.0,774.2,1.2,45,Wind blowing from the east-northeast,8,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,2500 or more  or no clouds.,,,3.9,-8.5,No precipitation,12,,,,
08.03.2020 17:00,4.3,692.8,772.6,,33,Wind blowing from the east-northeast,10,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,,,,1.0,-10.6,No precipitation,6,,,,
08.03.2020 14:00,4.5,691.9,771.2,0.6,32,Wind blowing from the east-northeast,8,,17,,Slight or moderate duststorm or sandstorm has decreased during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,2500 or more  or no clouds.,,,0.6,-10.8,No precipitation,12,,,,
08.03.2020 11:00,2.6,691.3,770.9,,31,Wind blowing from the east-northeast,9,,17,,Slight or moderate duststorm or sandstorm  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,,,,0.5,-12.8,No precipitation,6,,,,
08.03.2020 08:00,2.7,688.5,767.0,2.4,36,Wind blowing from the east-northeast,5,,,100%.,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.5,,,2500 or more  or no clouds.,,,5.0,-10.9,No precipitation,12,,,,
08.03.2020 05:00,3.3,686.1,764.1,,42,Wind blowing from the north,1,,10,, ,,,0.1,12.5,,,,,,9.0,-8.4,No precipitation,6,,,,
08.03.2020 02:00,4.8,684.4,762.3,1.3,39,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.5,,,2500 or more  or no clouds.,,,25.0,-8.0,No precipitation,12,,,,
07.03.2020 23:00,3.9,683.1,761.4,,37,Wind blowing from the north,1,,10,, ,,,-0.7,12.5,,,,,,30.0,-9.5,No precipitation,6,,,,
07.03.2020 20:00,9.4,681.8,759.7,,25,Wind blowing from the north-east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,13.1,,,2500 or more  or no clouds.,,,28.0,-9.6,No precipitation,12,,,,
07.03.2020 17:00,10.7,680.7,758.2,,23,Wind blowing from the north-east,5,,9,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,16.8,,,2500 or more  or no clouds.,,,6.0,-9.6,No precipitation,6,,,,
07.03.2020 14:00,8.8,680.6,758.7,-0.5,21,Wind blowing from the east-northeast,4,,7,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,16.8,,,2500 or more  or no clouds.,,,6.0,-12.3,No precipitation,12,,,,
07.03.2020 11:00,5.7,681.1,759.1,,27,Wind blowing from the north-east,2,,5,100%., ,,,-0.7,,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,6,,,,
