Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 14:00,21.2,754.6,762.7,,12,Wind blowing from the north-east,4,,10,no clouds, ,,,8.7,21.4,,,,,,30.0,-9.3,No precipitation,6,,,,
15.03.2020 11:00,19.1,756.4,764.5,,13,Wind blowing from the north,3,,10,no clouds, ,,,8.7,19.1,,,,,,30.0,-10.0,No precipitation,6,,,,
15.03.2020 08:00,14.3,755.8,764.0,1.0,16,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-11.2,No precipitation,12,,,,
15.03.2020 05:00,12.9,754.8,762.9,,16,Wind blowing from the west,4,,10,, ,,,8.7,18.6,,,,,,30.0,-12.3,No precipitation,6,,,,
15.03.2020 02:00,12.4,755.3,763.5,,16,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.6,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
14.03.2020 20:00,12.8,754.6,762.9,1.1,17,Wind blowing from the west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,18.6,,,,,,20.0,-11.6,No precipitation,12,,,,
14.03.2020 17:00,17.9,753.5,761.7,,11,Wind blowing from the east,3,,14,no clouds, ,,,3.0,18.6,,,,,,30.0,-13.0,No precipitation,6,,,,
14.03.2020 14:00,17.9,754.6,762.8,-2.1,10,Wind blowing from the north,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,18.1,,,,,,30.0,-14.1,No precipitation,12,,,,
14.03.2020 11:00,14.9,756.7,765.1,,12,Wind blowing from the west,5,,14,no clouds, ,,,3.0,14.9,,,,,,30.0,-14.3,No precipitation,6,,,,
14.03.2020 08:00,10.6,758.0,766.3,0.2,14,Wind blowing from the west,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.3,,,,,,25.0,-15.8,No precipitation,12,,,,
14.03.2020 05:00,9.0,757.8,766.1,,15,Wind blowing from the west,6,,10,, ,,,3.0,12.3,,,,,,30.0,-16.3,No precipitation,6,,,,
14.03.2020 02:00,4.7,759.5,767.9,,38,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.3,,,2500 or more  or no clouds.,,,14.0,-8.7,No precipitation,12,,,,
13.03.2020 20:00,8.7,761.1,769.6,1.0,36,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,12.3,,,2500 or more  or no clouds.,,,18.0,-5.5,No precipitation,12,,,,
13.03.2020 17:00,11.5,760.1,768.5,,27,Wind blowing from the south-east,6,,10,40%., ,,,3.5,13.5,,,2500 or more  or no clouds.,,,26.0,-6.8,No precipitation,6,,,,
13.03.2020 14:00,11.1,761.8,770.2,,26,Wind blowing from the south-southeast,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.2,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
13.03.2020 11:00,8.6,765.2,773.7,,36,Wind blowing from the north-east,1,,5,90  or more  but not 100%, ,,,3.5,14.2,,,2500 or more  or no clouds.,,,25.0,-5.6,No precipitation,6,,,,
13.03.2020 08:00,4.4,766.1,774.6,1.3,56,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.2,,,2500 or more  or no clouds.,,,16.0,-3.6,No precipitation,12,,,,
13.03.2020 05:00,3.7,764.8,773.2,,58,Wind blowing from the north-northwest,3,,7,, ,,,3.5,14.2,,,,,,11.0,-3.8,No precipitation,6,,,,
13.03.2020 02:00,5.1,763.7,772.1,,57,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.2,,,2500 or more  or no clouds.,,,9.0,-2.7,No precipitation,12,,,,
12.03.2020 20:00,10.0,759.8,768.1,3.0,42,Wind blowing from the south-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,14.9,,,2500 or more  or no clouds.,,,10.0,-2.3,No precipitation,12,,,,
12.03.2020 17:00,13.5,756.8,765.1,,24,Wind blowing from the east,3,,9,100%., ,,,5.8,18.7,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,6,,,,
12.03.2020 14:00,14.1,755.1,763.3,,27,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.8,,,2500 or more  or no clouds.,,,15.0,-4.6,No precipitation,12,,,,
12.03.2020 11:00,13.5,754.6,762.8,,30,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%, ,,,5.8,19.8,,,2500 or more  or no clouds.,,,11.0,-3.7,No precipitation,6,,,,
12.03.2020 08:00,8.6,751.4,759.6,1.7,51,Wind blowing from the north-east,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,19.8,,,2500 or more  or no clouds.,,,9.0,-1.0,No precipitation,12,,,,
12.03.2020 05:00,6.9,749.7,757.9,,59,Wind blowing from the north,1,,10,, ,,,0.9,19.8,,,,,,10.0,-0.6,No precipitation,6,,,,
12.03.2020 02:00,7.0,749.8,757.9,,58,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.8,,,2500 or more  or no clouds.,,,9.0,-0.9,No precipitation,12,,,,
11.03.2020 20:00,14.9,749.4,757.6,0.8,31,Wind blowing from the south-east,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.8,,,,,,16.0,-2.1,No precipitation,12,,,,
11.03.2020 17:00,18.7,748.6,756.8,,18,Wind blowing from the south-east,7,,11,no clouds, ,,,0.9,19.8,,,,,,17.0,-6.1,No precipitation,6,,,,
11.03.2020 14:00,18.8,750.0,758.2,-3.4,16,Wind blowing from the south-east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.0,,,,,,20.0,-7.5,No precipitation,12,,,,
11.03.2020 11:00,14.5,753.4,761.6,,17,Wind blowing from the south-southeast,3,,4,no clouds, ,,,0.9,15.5,,,,,,21.0,-10.3,No precipitation,6,,,,
11.03.2020 08:00,3.2,754.5,762.9,,61,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.5,,,,,,13.0,-3.6,No precipitation,12,,,,
11.03.2020 05:00,2.1,753.7,762.1,,59,Wind blowing from the south-southeast,1,,,, ,,,2.1,15.5,,,,,,11.0,-5.1,No precipitation,6,,,,
11.03.2020 02:00,4.8,754.9,763.3,,43,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,15.5,,,2500 or more  or no clouds.,,,11.0,-6.7,No precipitation,12,,,,
10.03.2020 20:00,8.5,755.6,764.0,,34,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,15.5,,,,,,17.0,-6.5,No precipitation,12,,,,
10.03.2020 17:00,14.7,754.1,762.4,,9,Wind blowing from the east,2,,9,no clouds, ,,,3.5,15.5,,,,,,30.0,-17.9,No precipitation,6,,,,
10.03.2020 14:00,14.6,755.4,763.7,,11,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.6,,,,,,22.0,-15.5,No precipitation,12,,,,
10.03.2020 11:00,12.0,757.6,766.0,,15,Wind blowing from the north-west,2,,9,no clouds, ,,,3.5,14.5,,,,,,18.0,-13.8,No precipitation,6,,,,
10.03.2020 08:00,6.4,757.5,765.9,0.5,34,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.5,,,,,,15.0,-8.3,No precipitation,12,,,,
10.03.2020 05:00,3.5,757.0,765.4,,97,Wind blowing from the south,1,,7,,Mist. ,,,3.5,14.5,,,,,,2.8,3.1,No precipitation,6,,,,
10.03.2020 02:00,5.0,758.1,766.4,,94,Wind blowing from the east-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,14.5,,,2500 or more  or no clouds.,,,3.3,4.1,No precipitation,12,,,,
09.03.2020 20:00,8.2,757.4,765.8,2.5,74,Wind blowing from the south-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,14.5,,,2500 or more  or no clouds.,,,6.0,3.8,No precipitation,12,,,,
09.03.2020 17:00,12.7,754.9,763.2,,54,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,5.6,14.5,,,2500 or more  or no clouds.,,,7.0,3.6,No precipitation,6,,,,
09.03.2020 14:00,14.3,755.2,763.5,-1.2,46,Wind blowing from the north-northeast,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,14.4,,,2500 or more  or no clouds.,,,8.0,2.8,No precipitation,12,,,,
09.03.2020 11:00,12.9,756.4,764.8,,54,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.9,,,2500 or more  or no clouds.,,,4.7,3.8,No precipitation,6,,,,
09.03.2020 08:00,6.1,755.6,764.0,1.3,100,Wind blowing from the north-northwest,0,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,2500 or more  or no clouds.,,,0.9,6.1,0.9,12,,,,
09.03.2020 05:00,5.8,754.3,762.7,,99,Wind blowing from the north-northwest,2,,5,,Mist. ,,,4.8,11.0,,,,,,1.0,5.7,0.7,6,,,,
09.03.2020 02:00,5.9,754.3,762.6,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,11.0,,,2500 or more  or no clouds.,,,0.9,5.8,0.9,12,,,,
08.03.2020 20:00,7.1,753.1,761.5,1.5,84,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,11.0,,,2500 or more  or no clouds.,,,1.4,4.6,No precipitation,12,,,,
08.03.2020 17:00,8.5,751.6,759.9,,74,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,15.2,,,2500 or more  or no clouds.,,,1.5,4.1,No precipitation,6,,,,
08.03.2020 14:00,9.9,751.9,760.3,-1.4,65,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.2,,,2500 or more  or no clouds.,,,1.8,3.6,No precipitation,12,,,,
08.03.2020 11:00,10.3,753.3,761.5,,58,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.2,,,2500 or more  or no clouds.,,,3.2,2.4,No precipitation,6,,,,
08.03.2020 08:00,5.3,753.5,761.8,,74,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,17.2,,,2500 or more  or no clouds.,,,3.1,0.9,No precipitation,12,,,,
08.03.2020 05:00,5.2,752.5,760.7,,75,Wind blowing from the north-northwest,2,,9,,Mist. ,,,4.2,17.2,,,,,,2.8,1.1,No precipitation,6,,,,
08.03.2020 02:00,6.7,753.1,761.4,,75,Wind blowing from the west-northwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.2,,,,,,3.6,2.6,No precipitation,6,,,,
07.03.2020 20:00,10.9,753.1,761.4,0.6,56,Wind blowing from the south-southwest,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.2,,,,,,6.0,2.5,No precipitation,12,,,,
07.03.2020 17:00,15.2,752.5,760.7,,35,Wind blowing from the south-east,5,,9,no clouds, ,,,4.2,17.2,,,,,,9.0,-0.1,No precipitation,6,,,,
07.03.2020 14:00,16.8,753.7,761.9,-1.5,24,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.8,,,,,,13.0,-3.9,No precipitation,12,,,,
07.03.2020 11:00,14.6,755.2,763.5,,26,Wind blowing from the east-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,14.7,,,,,,7.0,-4.7,No precipitation,6,,,,
07.03.2020 08:00,5.2,754.9,763.3,1.2,59,Wind blowing from the east,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.7,,,,,,3.1,-2.2,Trace of precipitation,12,,,,
07.03.2020 05:00,6.2,753.7,761.9,,49,Wind blowing from the north,2,,8,,Haze. ,,,1.3,13.7,,,,,,5.0,-3.7,No precipitation,6,,,,
07.03.2020 02:00,6.9,753.5,761.8,,54,Wind blowing from the west,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.7,,,2500 or more  or no clouds.,,,3.2,-1.8,No precipitation,12,,,,
06.03.2020 20:00,10.5,752.3,760.7,2.2,47,Wind blowing from the north,3,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.7,,,2500 or more  or no clouds.,,,3.7,-0.3,No precipitation,12,,,,
06.03.2020 17:00,12.9,750.1,758.4,,47,Wind blowing from the north,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.7,,,2500 or more  or no clouds.,,,3.9,1.9,No precipitation,6,,,,
06.03.2020 14:00,13.1,750.0,758.2,-2.2,30,Wind blowing from the east-northeast,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.1,,,2500 or more  or no clouds.,,,6.0,-4.1,No precipitation,12,,,,
06.03.2020 11:00,9.3,752.2,760.6,,35,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,12.0,,,2500 or more  or no clouds.,,,7.0,-5.4,No precipitation,6,,,,
06.03.2020 08:00,2.2,753.0,761.4,0.5,59,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,12.0,,,2500 or more  or no clouds.,,,6.0,-5.0,No precipitation,12,,,,
06.03.2020 05:00,2.0,752.5,760.8,,58,Wind blowing from the south-west,1,,5,, ,,,-2.5,12.0,,,,,,8.0,-5.6,No precipitation,6,,,,
06.03.2020 02:00,4.1,753.8,762.2,,52,Wind blowing from the south-west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.0,,,2500 or more  or no clouds.,,,9.0,-4.9,No precipitation,12,,,,
05.03.2020 20:00,7.8,755.1,763.6,0.5,38,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.0,,,2500 or more  or no clouds.,,,10.0,-5.6,No precipitation,12,,,,
05.03.2020 17:00,11.8,754.6,763.0,,29,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,-2.5,12.0,,,2500 or more  or no clouds.,,,14.0,-5.6,No precipitation,6,,,,
05.03.2020 14:00,9.8,756.7,765.1,-3.8,30,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.9,,,2500 or more  or no clouds.,,,14.0,-6.9,No precipitation,12,,,,
05.03.2020 11:00,5.7,760.5,769.0,,30,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,-2.5,7.3,,,2500 or more  or no clouds.,,,19.0,-10.5,No precipitation,6,,,,
05.03.2020 08:00,-1.0,762.1,770.7,-0.1,49,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.3,,,2500 or more  or no clouds.,,,14.0,-10.6,No precipitation,12,,,,
05.03.2020 05:00,-1.7,762.2,770.8,,51,Wind blowing from the west-southwest,1,,7,, ,,,-2.0,7.3,,,,,,11.0,-10.5,No precipitation,6,,,,
05.03.2020 02:00,0.1,763.2,771.7,,42,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.3,,,2500 or more  or no clouds.,,,13.0,-11.3,No precipitation,12,,,,
04.03.2020 20:00,3.8,764.4,773.0,0.8,29,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.7,,,,,,30.0,-12.6,No precipitation,12,,,,
04.03.2020 17:00,6.6,763.6,772.2,,21,Wind blowing from the south-east,5,,8,no clouds, ,,,-0.8,9.9,,,,,,30.0,-14.2,No precipitation,6,,,,
04.03.2020 14:00,6.6,764.8,773.3,-2.8,19,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.6,,,,,,30.0,-15.4,No precipitation,12,,,,
04.03.2020 11:00,4.4,767.6,776.2,,21,Wind blowing from the east-southeast,3,,,50%., ,,,-0.8,10.6,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
04.03.2020 08:00,0.5,767.2,775.9,2.1,32,Wind blowing from the south-southeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
04.03.2020 05:00,2.1,765.1,773.6,,27,Wind blowing from the east-southeast,2,,8,, ,,,1.9,10.6,,,,,,30.0,-15.0,No precipitation,6,,,,
04.03.2020 02:00,2.9,764.2,772.6,,27,Wind blowing from the south-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.6,,,2500 or more  or no clouds.,,,26.0,-14.3,No precipitation,12,,,,
03.03.2020 20:00,7.7,762.2,770.7,1.9,16,Wind blowing from the east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,10.6,,,,,,30.0,-16.5,No precipitation,12,,,,
03.03.2020 17:00,9.9,760.3,768.7,,15,Wind blowing from the north-east,4,,11,no clouds, ,,,3.5,12.7,,,,,,30.0,-15.5,No precipitation,6,,,,
03.03.2020 14:00,10.3,760.4,768.8,-1.9,15,Wind blowing from the north-northeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.6,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
03.03.2020 11:00,8.8,762.3,770.7,,16,Wind blowing from the west-northwest,4,,11,20–30%., ,,,3.5,13.6,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,6,,,,
03.03.2020 08:00,6.1,761.4,769.8,2.2,19,Wind blowing from the west-northwest,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.6,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
03.03.2020 05:00,6.0,759.2,767.5,,24,Wind blowing from the west-northwest,5,,11,, ,,,2.4,13.6,,,,,,15.0,-13.0,No precipitation,6,,,,
03.03.2020 02:00,4.7,759.1,767.5,,77,Wind blowing from the west-northwest,2,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.6,,,2500 or more  or no clouds.,,,4.7,1.0,No precipitation,12,,,,
02.03.2020 20:00,9.0,754.9,763.3,0.8,56,Wind blowing from the north-west,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.6,,,2500 or more  or no clouds.,,,7.0,0.7,No precipitation,12,,,,
02.03.2020 17:00,12.7,754.1,762.4,,40,Wind blowing from the south,7,,12,70 – 80%., ,,,2.4,13.6,,,1000-1500,,,8.0,-0.5,No precipitation,6,,,,
02.03.2020 14:00,11.1,756.4,764.8,,50,Wind blowing from the south-southeast,5,,9,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.5,,,2500 or more  or no clouds.,,,4.8,1.1,No precipitation,12,,,,
02.03.2020 11:00,7.9,760.6,769.0,,35,Wind blowing from the north-east,3,,5,40%., ,,,2.4,14.5,,,2500 or more  or no clouds.,,,11.0,-6.6,No precipitation,6,,,,
02.03.2020 08:00,3.0,762.0,770.5,0.3,45,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.5,,,2500 or more  or no clouds.,,,14.0,-7.8,No precipitation,12,,,,
02.03.2020 05:00,2.4,761.7,770.1,,47,Wind blowing from the north,1,,7,, ,,,2.4,14.5,,,,,,11.0,-8.0,No precipitation,6,,,,
02.03.2020 02:00,3.9,761.9,770.3,,39,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.5,,,2500 or more  or no clouds.,,,13.0,-8.8,No precipitation,12,,,,
01.03.2020 20:00,7.7,761.3,769.8,2.0,26,Wind blowing from the east-northeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.5,,,,,,12.0,-10.6,No precipitation,12,,,,
01.03.2020 17:00,12.9,759.3,767.7,,13,Wind blowing from the north-northeast,3,,11,no clouds, ,,,2.6,14.5,,,,,,30.0,-14.9,No precipitation,6,,,,
01.03.2020 14:00,13.5,759.3,767.7,-2.0,15,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,13.6,,,,,,30.0,-12.6,No precipitation,12,,,,
01.03.2020 11:00,10.5,761.3,769.7,,35,Wind blowing from the north-east,4,,7,no clouds, ,,,2.6,10.5,,,,,,10.0,-4.3,No precipitation,6,,,,
01.03.2020 08:00,2.7,761.1,769.6,1.3,100,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.6,,,2500 or more  or no clouds.,,,2.4,2.7,No precipitation,12,,,,
01.03.2020 05:00,3.9,759.8,768.3,,96,Wind blowing from the north,2,,5,,Mist. ,,,3.6,5.6,,,,,,2.9,3.3,No precipitation,6,,,,
01.03.2020 02:00,4.1,759.1,767.6,,98,Wind blowing from the north-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.6,,,2500 or more  or no clouds.,,,2.2,3.8,No precipitation,12,,,,
29.02.2020 20:00,4.9,757.3,765.8,1.9,88,Wind blowing from the north-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.6,,,2500 or more  or no clouds.,,,2.7,3.1,No precipitation,12,,,,
