Local time in Hulin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 05:00,-7.2,747.1,756.6,,85,Wind blowing from the north-east,6,,7,,Snow not falling as shower(s). ,,,-11.8,0.1,,,,,,23.0,-9.3,No precipitation,6,,,,
15.03.2020 02:00,-5.4,745.6,755.1,,73,Wind blowing from the north-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.1,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
14.03.2020 20:00,-4.7,746.1,755.6,0.6,93,Wind blowing from the north-east,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.1,,,2500 or more  or no clouds.,,,12.0,-5.7,No precipitation,12,,,,
14.03.2020 17:00,-1.9,745.5,755.0,,73,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%, ,,,-11.8,0.1,,,1000-1500,,,24.0,-6.1,No precipitation,6,,,,
14.03.2020 14:00,-0.7,745.3,754.8,-1.0,60,Wind blowing from the south,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.3,,,1000-1500,,,30.0,-7.5,No precipitation,12,,,,
14.03.2020 11:00,-1.9,746.3,755.8,,56,Wind blowing from the south,3,,5,90  or more  but not 100%, ,,,-11.8,-1.9,,,1000-1500,,,30.0,-9.7,No precipitation,6,,,,
14.03.2020 08:00,-7.2,747.5,757.2,-0.5,60,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.2,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
14.03.2020 05:00,-10.7,748.0,757.7,,75,Wind blowing from the east,2,,7,, ,,,-11.2,-4.2,,,,,,30.0,-14.3,No precipitation,6,,,,
14.03.2020 02:00,-8.7,750.1,759.7,,64,Wind blowing from the south-southeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-4.2,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
13.03.2020 20:00,-8.8,752.6,762.4,0.3,41,Wind blowing from the west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.8,,,,,,30.0,-19.7,No precipitation,12,,,,
13.03.2020 17:00,-6.5,752.3,762.1,,40,Wind blowing from the west,4,,,10%  or less  but not 0, ,,,-12.5,0.4,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,6,,,,
13.03.2020 14:00,-4.3,751.5,761.2,,48,Wind blowing from the west,8,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,3.1,,,1000-1500,,,30.0,-13.7,No precipitation,12,,,,
13.03.2020 11:00,-5.9,752.2,761.8,,51,Wind blowing from the west,7,,19,10%  or less  but not 0, ,,,-12.5,,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,6,,,,
13.03.2020 08:00,-8.6,751.9,761.5,,56,Wind blowing from the west,8,,19,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,3.1,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
13.03.2020 05:00,-10.7,750.9,760.5,,57,Wind blowing from the west,7,,19,, ,,,-12.5,3.1,,,,,,30.0,-17.6,No precipitation,6,,,,
13.03.2020 02:00,-10.0,750.3,759.8,,50,Wind blowing from the west-southwest,8,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.1,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
12.03.2020 20:00,-2.8,747.4,756.9,,58,Wind blowing from the west-northwest,9,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.1,,,,,,30.0,-9.9,No precipitation,12,,,,
12.03.2020 17:00,0.4,745.0,754.5,,73,Wind blowing from the west-northwest,5,,13,40%., ,,,-10.6,3.1,,,1000-1500,,,20.0,-3.9,No precipitation,6,,,,
12.03.2020 14:00,2.4,744.6,754.0,-1.9,67,Wind blowing from the south-southwest,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.4,,,2500 or more  or no clouds.,,,25.0,-3.1,No precipitation,12,,,,
12.03.2020 11:00,-1.1,746.5,755.9,,65,Wind blowing from the south-southwest,7,,13,90  or more  but not 100%, ,,,-10.6,0.1,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,6,,,,
12.03.2020 08:00,-7.4,748.3,757.9,-0.5,71,Wind blowing from the east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.1,,,2500 or more  or no clouds.,,,22.0,-11.9,No precipitation,12,,,,
12.03.2020 05:00,-8.5,748.8,758.3,,68,Wind blowing from the east-southeast,1,,,, ,,,-8.9,0.1,,,,,,30.0,-13.5,No precipitation,6,,,,
12.03.2020 02:00,-8.1,748.9,758.5,,67,Wind blowing from the west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.1,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
11.03.2020 20:00,-4.1,748.3,757.9,1.5,50,Wind blowing from the west-southwest,2,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,0.1,,,2500 or more  or no clouds.,,,20.0,-13.0,No precipitation,12,,,,
11.03.2020 17:00,-0.9,746.8,756.2,,43,Wind blowing from the north-west,3,,14,40%., ,,,-6.3,0.1,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,6,,,,
11.03.2020 14:00,-0.3,745.6,755.1,0.5,35,Wind blowing from the north-west,5,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.2,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
11.03.2020 11:00,-1.7,745.1,754.6,,43,Wind blowing from the north-northwest,8,,15,70 – 80%., ,,,-6.3,-0.4,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
11.03.2020 08:00,-4.9,744.8,754.3,1.3,53,Wind blowing from the north-northwest,8,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.4,,,2500 or more  or no clouds.,,,30.0,-13.0,Trace of precipitation,12,,,,
11.03.2020 05:00,-6.2,743.5,752.9,,59,Wind blowing from the north-northwest,9,,15,, ,,,-9.6,-0.4,,,,,,30.0,-12.9,No precipitation,6,,,,
11.03.2020 02:00,-4.9,743.3,752.7,,57,Wind blowing from the north-northwest,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
10.03.2020 20:00,-4.0,745.9,755.4,,62,Wind blowing from the north,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
10.03.2020 17:00,-2.3,746.8,756.4,,55,Wind blowing from the north,5,,13,100%., ,,,-10.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,6,,,,
10.03.2020 14:00,-0.8,748.6,758.1,-2.9,33,Wind blowing from the north-east,9,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.8,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
10.03.2020 11:00,-2.1,751.5,761.0,,38,Wind blowing from the north-east,8,,10,90  or more  but not 100%, ,,,-10.0,-1.1,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,6,,,,
10.03.2020 08:00,-5.2,753.8,763.4,-1.1,53,Wind blowing from the north-northeast,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
10.03.2020 05:00,-9.5,754.9,764.6,,60,Wind blowing from the north-northeast,2,,5,, ,,,-10.0,0.1,,,,,,30.0,-16.0,No precipitation,6,,,,
10.03.2020 02:00,-7.1,756.0,765.6,,62,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.1,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
09.03.2020 20:00,-5.2,757.3,766.9,0.6,59,Wind blowing from the north,2,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.1,,,2500 or more  or no clouds.,,,30.0,-12.0,Trace of precipitation,12,,,,
09.03.2020 17:00,-3.2,756.7,766.3,,57,Wind blowing from the north,3,,14,90  or more  but not 100%, ,,,-3.2,0.1,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,6,,,,
09.03.2020 14:00,-1.4,756.0,765.5,0.5,52,Wind blowing from the north-northwest,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-2.3,0.1,,,2500 or more  or no clouds.,,,30.0,-10.0,2.0,12,,,,
09.03.2020 11:00,-1.2,755.5,765.1,,65,Wind blowing from the north-northwest,9,,14,, ,,,-2.3,0.5,,,,,,30.0,-7.1,1.0,6,,,,
09.03.2020 08:00,-0.7,753.7,763.1,2.2,90,Wind blowing from the north-northwest,8,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,0.5,,,2500 or more  or no clouds.,,,8.0,-2.1,2.0,12,,,,
09.03.2020 05:00,-0.9,751.5,760.9,,99,Wind blowing from the west-southwest,2,,3,,Rain or drizzle and snow  slight. ,,,,0.5,,,,,,1.5,-1.0,0.2,6,,,,
09.03.2020 02:00,-1.7,751.3,760.7,,99,Wind blowing from the south-east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.5,,,2500 or more  or no clouds.,,,0.1,-1.8,No precipitation,12,,,,
08.03.2020 20:00,-1.6,752.4,761.9,0.3,98,Wind blowing from the north,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.5,,,2500 or more  or no clouds.,,,3.8,-1.9,No precipitation,12,,,,
08.03.2020 17:00,-1.0,752.1,761.6,,96,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.5,,,2500 or more  or no clouds.,,,4.2,-1.6,No precipitation,6,,,,
08.03.2020 14:00,-0.1,753.0,762.5,-1.5,95,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.5,,,1500-2000,,,7.0,-0.8,No precipitation,12,,,,
08.03.2020 11:00,-0.8,754.5,764.0,,90,Wind blowing from the south,5,,6,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-0.5,,,2500 or more  or no clouds.,,,13.0,-2.2,No precipitation,6,,,,
08.03.2020 08:00,-5.7,754.6,764.2,,97,Wind blowing from the south-southeast,1,,7,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Snow and/or other types of solid precipitation,Rain.,-9.2,-0.5,,,1500-2000,,,0.1,-6.1,Trace of precipitation,12,,,,
08.03.2020 05:00,-6.0,754.3,763.9,,98,Wind blowing from the south-west,1,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-11.7,-0.5,,,,,,less than 0.1,-6.3,No precipitation,6,,,,
08.03.2020 02:00,-4.1,753.7,763.3,,97,Wind blowing from the west-southwest,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,1.7,-4.5,2.0,12,,,,
07.03.2020 20:00,-0.5,752.9,762.5,0.3,96,Wind blowing from the south-southwest,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-11.7,-0.5,,,2500 or more  or no clouds.,,,7.0,-1.1,3.0,12,,,,
07.03.2020 17:00,-0.7,752.6,762.3,,97,Wind blowing from the south-southwest,7,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.7,-0.5,,,2500 or more  or no clouds.,,,1.3,-1.1,2.0,6,,,,
07.03.2020 14:00,-1.5,753.1,762.8,-1.6,95,Wind blowing from the south,6,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.5,,,2500 or more  or no clouds.,,,1.4,-2.2,1.0,12,,,,
07.03.2020 11:00,-6.0,754.7,764.5,,84,Wind blowing from the south-southeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.5,,,2500 or more  or no clouds.,,,1.5,-8.3,0.1,6,,,,
07.03.2020 08:00,-9.2,755.5,765.3,-0.4,70,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.5,,,2500 or more  or no clouds.,,,22.0,-13.7,No precipitation,12,,,,
07.03.2020 05:00,-11.4,755.9,765.7,,77,Wind blowing from the north-east,1,,,, ,,,-15.2,-2.5,,,,,,20.0,-14.6,No precipitation,6,,,,
07.03.2020 02:00,-10.4,756.3,766.0,,75,Wind blowing from the north-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.5,,,2500 or more  or no clouds.,,,17.0,-14.0,No precipitation,12,,,,
06.03.2020 20:00,-8.1,757.1,766.9,0.1,74,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.5,,,,,,5.0,-11.9,No precipitation,12,,,,
06.03.2020 17:00,-5.7,757.0,766.8,,68,Wind blowing from the east,1,,3,20–30%., ,,,-15.2,-2.5,,,2500 or more  or no clouds.,,,19.0,-10.8,No precipitation,6,,,,
06.03.2020 14:00,-2.6,757.0,766.6,-0.8,55,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.4,,,,,,20.0,-10.4,No precipitation,12,,,,
06.03.2020 11:00,-6.9,757.8,767.6,,66,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-15.2,-2.4,,,,,,15.0,-12.2,No precipitation,6,,,,
06.03.2020 08:00,-11.2,757.8,767.6,,76,Wind blowing from the south-southeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.4,,,2500 or more  or no clouds.,,,6.0,-14.6,No precipitation,12,,,,
06.03.2020 05:00,-14.4,756.8,766.6,,84,Wind blowing from the north-northeast,1,,7,, ,,,-14.5,-2.4,,,,,,13.0,-16.5,No precipitation,6,,,,
06.03.2020 02:00,-10.0,756.2,765.9,,71,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.4,,,2500 or more  or no clouds.,,,22.0,-14.4,No precipitation,12,,,,
05.03.2020 20:00,-6.3,756.3,766.0,1.1,60,Wind blowing from the west,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-2.4,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
05.03.2020 17:00,-5.1,755.2,764.9,,57,Wind blowing from the north,5,,13,20–30%., ,,,-8.7,-2.4,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,6,,,,
05.03.2020 14:00,-2.5,755.1,764.7,-0.4,56,Wind blowing from the north,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-2.1,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
05.03.2020 11:00,-4.1,755.5,765.1,,59,Wind blowing from the north-northwest,6,,13,20–30%., ,,,-8.7,-0.8,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,6,,,,
05.03.2020 08:00,-8.0,755.8,765.4,0.6,74,Wind blowing from the north-northwest,7,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-0.8,,,2500 or more  or no clouds.,,,25.0,-11.8,No precipitation,12,,,,
05.03.2020 05:00,-7.6,755.2,764.8,,94,Wind blowing from the north-northwest,8,,11,, ,,,-8.1,-0.8,,,,,,14.0,-8.4,No precipitation,6,,,,
05.03.2020 02:00,-7.3,754.8,764.4,,92,Wind blowing from the north,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.8,,,2500 or more  or no clouds.,,,21.0,-8.4,No precipitation,12,,,,
04.03.2020 20:00,-5.2,755.2,764.9,0.0,85,Wind blowing from the north-northwest,6,,9,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.8,,,2500 or more  or no clouds.,,,26.0,-7.3,Trace of precipitation,12,,,,
04.03.2020 17:00,-3.4,755.2,764.8,,90,Wind blowing from the north,5,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.8,,,2500 or more  or no clouds.,,,19.0,-4.9,No precipitation,6,,,,
04.03.2020 14:00,-2.1,756.1,765.7,-1.3,73,Wind blowing from the north,4,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.8,,,2500 or more  or no clouds.,,,24.0,-6.3,No precipitation,12,,,,
04.03.2020 11:00,-1.3,757.4,767.1,,69,Wind blowing from the south-southwest,1,,5,100%., ,,,-9.3,-1.3,,,2500 or more  or no clouds.,,,10.0,-6.4,No precipitation,6,,,,
04.03.2020 08:00,-5.7,758.5,768.2,0.0,89,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-1.8,,,2500 or more  or no clouds.,,,5.0,-7.2,Trace of precipitation,12,,,,
04.03.2020 05:00,-7.2,758.5,768.3,,91,Wind blowing from the north-east,2,,5,,Snow not falling as shower(s). ,,,-10.6,,,,,,,15.0,-8.4,No precipitation,6,,,,
04.03.2020 02:00,-8.0,759.5,769.2,,94,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.8,,,2500 or more  or no clouds.,,,13.0,-8.8,No precipitation,12,,,,
03.03.2020 20:00,-7.8,761.2,771.1,-0.3,94,Wind blowing from the west-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.8,,,2500 or more  or no clouds.,,,7.0,-8.6,Trace of precipitation,12,,,,
03.03.2020 17:00,-6.6,761.5,771.4,,83,Wind blowing from the east-southeast,1,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.8,,,2500 or more  or no clouds.,,,6.0,-9.0,No precipitation,6,,,,
03.03.2020 14:00,-2.7,761.8,771.6,-0.3,73,Wind blowing from the south-west,2,,4,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.8,,,1000-1500,,,19.0,-6.9,0.1,12,,,,
03.03.2020 11:00,-1.9,762.1,771.7,,68,Wind blowing from the north-northwest,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.6,,,1000-1500,,,27.0,-7.0,No precipitation,6,,,,
03.03.2020 08:00,-8.1,762.7,772.5,0.9,89,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.6,,,2500 or more  or no clouds.,,,5.0,-9.6,0.1,12,,,,
03.03.2020 05:00,-8.6,761.8,771.6,,94,Wind blowing from the west-northwest,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.5,-1.6,,,,,,8.0,-9.4,0.1,6,,,,
03.03.2020 02:00,-6.8,761.4,771.1,,92,Wind blowing from the west,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,2500 or more  or no clouds.,,,7.0,-7.9,No precipitation,12,,,,
02.03.2020 20:00,-5.9,760.5,770.3,1.1,84,Wind blowing from the west-northwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
02.03.2020 17:00,-6.3,759.4,769.2,,82,Wind blowing from the north,2,,7,20–30%., ,,,-12.5,-1.6,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,6,,,,
02.03.2020 14:00,-2.1,758.6,768.4,-0.5,67,Wind blowing from the north-northwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.6,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
02.03.2020 11:00,-3.5,759.1,768.9,,74,Wind blowing from the north,5,,7,20–30%., ,,,-12.5,-2.9,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,6,,,,
02.03.2020 08:00,-8.7,759.6,769.4,,84,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,,,,2500 or more  or no clouds.,,,1.7,-10.9,No precipitation,12,,,,
02.03.2020 05:00,-7.4,758.5,768.3,,91,Wind blowing from the north,2,,3,, ,,,-12.4,-2.7,,,,,,21.0,-8.6,No precipitation,6,,,,
02.03.2020 02:00,-9.7,758.6,768.4,,95,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-2.7,,,2500 or more  or no clouds.,,,8.0,-10.3,No precipitation,12,,,,
01.03.2020 20:00,-8.2,758.6,768.4,0.2,90,Wind blowing from the north-west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.7,,,2500 or more  or no clouds.,,,6.0,-9.5,No precipitation,12,,,,
01.03.2020 17:00,-5.9,758.4,768.2,,77,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,-10.5,-2.7,,,2500 or more  or no clouds.,,,9.0,-9.3,No precipitation,6,,,,
01.03.2020 14:00,-3.4,758.2,767.8,-0.3,64,Wind blowing from the south,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.7,,,2500 or more  or no clouds.,,,24.0,-9.4,No precipitation,12,,,,
01.03.2020 11:00,-3.1,758.5,768.2,,59,Wind blowing from the west,1,,10,20–30%., ,,,-10.5,-2.7,,,2500 or more  or no clouds.,,,23.0,-10.0,No precipitation,6,,,,
01.03.2020 08:00,-7.3,758.7,768.4,0.7,67,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-3.5,,,2500 or more  or no clouds.,,,30.0,-12.4,Trace of precipitation,12,,,,
01.03.2020 05:00,-10.0,758.0,767.8,,82,Wind blowing from the south-west,1,,12,,Snow not falling as shower(s). ,,,-10.0,-3.5,,,,,,17.0,-12.5,No precipitation,6,,,,
