Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 17:00,11.8,476.1,753.2,,0,Wind blowing from the north-northeast,3,,9,20–30%., ,,,-8.6,12.0,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
17.03.2020 14:00,8.0,479.1,759.8,-1.8,3,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.7,,,,,,30.0,-34.8,No precipitation,12,,,,
17.03.2020 11:00,1.5,480.9,764.0,,21,Wind blowing from the north,1,,3,no clouds, ,,,-8.6,8.7,,,,,,30.0,-18.5,No precipitation,6,,,,
17.03.2020 08:00,-8.3,480.0,764.8,0.5,48,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.7,,,,,,30.0,-17.4,No precipitation,12,,,,
17.03.2020 05:00,-5.3,479.5,761.4,,39,Calm  no wind,0,,,, ,,,-6.5,8.7,,,,,,30.0,-17.1,No precipitation,6,,,,
17.03.2020 02:00,-4.8,479.7,763.2,0.6,31,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.7,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
16.03.2020 23:00,-0.4,479.1,761.9,,17,Calm  no wind,0,,,, ,,,-5.2,8.7,,,,,,30.0,-22.5,No precipitation,6,,,,
16.03.2020 20:00,6.0,477.8,758.8,-0.2,0,Wind blowing from the east-southeast,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.7,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
16.03.2020 17:00,7.2,478.0,756.3,,4,Wind blowing from the west,2,,8,70 – 80%., ,,,-5.2,7.9,,,1500-2000,,,30.0,-32.4,No precipitation,6,,,,
16.03.2020 14:00,4.2,479.7,760.5,-0.7,8,Wind blowing from the north,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.2,,,1500-2000,,,30.0,-27.2,Trace of precipitation,12,,,,
16.03.2020 11:00,0.5,480.4,763.9,,37,Wind blowing from the south,3,,,70 – 80%., ,,,-5.2,8.2,,,1500-2000,,,30.0,-12.5,No precipitation,6,,,,
16.03.2020 08:00,-4.3,479.1,763.1,1.0,59,Wind blowing from the south-west,1,,9,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,8.2,,,1500-2000,,,30.0,-11.1,No precipitation,12,,,,
16.03.2020 05:00,-0.9,478.1,757.3,,30,Wind blowing from the south-west,2,,12,, ,,,-7.3,8.2,,,,,,30.0,-16.3,No precipitation,6,,,,
16.03.2020 02:00,-0.5,478.1,756.1,0.0,27,Wind blowing from the south-southeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.2,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
15.03.2020 23:00,-0.4,478.1,758.2,,24,Wind blowing from the west-southwest,1,,13,, ,,,-7.3,8.2,,,,,,30.0,-18.5,No precipitation,6,,,,
15.03.2020 20:00,2.4,476.8,760.6,1.0,18,Wind blowing from the west,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.2,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
15.03.2020 17:00,5.8,475.8,756.1,,3,Wind blowing from the south,7,,13,90  or more  but not 100%, ,,,-7.3,8.2,,,1500-2000,,,30.0,-36.3,No precipitation,6,,,,
15.03.2020 14:00,7.3,477.7,753.2,-1.7,0,Wind blowing from the south-southwest,5,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.8,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
15.03.2020 11:00,3.8,479.4,759.2,,1,Wind blowing from the south-west,1,,8,no clouds, ,,,-7.3,7.7,,,,,,30.0,-48.0,No precipitation,6,,,,
15.03.2020 08:00,-6.2,479.1,762.7,1.0,34,Wind blowing from the east-southeast,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.7,,,2000-2500,,,30.0,-19.5,No precipitation,12,,,,
15.03.2020 05:00,-5.1,478.1,758.8,,38,Calm  no wind,0,,,, ,,,-5.1,7.7,,,,,,30.0,-17.2,No precipitation,6,,,,
15.03.2020 02:00,3.3,478.2,754.5,-0.2,4,Wind blowing from the south-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.7,,,2500 or more  or no clouds.,,,30.0,-35.1,No precipitation,12,,,,
14.03.2020 23:00,1.4,478.4,757.4,,57,Wind blowing from the north-northwest,2,,9,, ,,,-3.3,7.7,,,,,,27.0,-6.2,No precipitation,6,,,,
14.03.2020 20:00,4.9,478.1,759.0,0.2,44,Wind blowing from the west-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.9,,,1500-2000,,,30.0,-6.6,No precipitation,12,,,,
14.03.2020 17:00,7.5,477.9,756.8,,28,Wind blowing from the north-east,2,,7,100%., ,,,-3.3,11.9,,,1500-2000,,,30.0,-9.8,No precipitation,6,,,,
14.03.2020 14:00,6.6,480.4,758.7,-0.5,21,Wind blowing from the south-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.0,,,1500-2000,,,30.0,-14.2,No precipitation,12,,,,
14.03.2020 11:00,4.0,480.9,759.3,,27,Wind blowing from the north-northeast,1,,8,100%., ,,,-3.3,12.0,,,1500-2000,,,30.0,-13.3,No precipitation,6,,,,
14.03.2020 08:00,-2.8,480.1,759.7,0.1,48,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.0,,,1500-2000,,,30.0,-12.5,No precipitation,12,,,,
14.03.2020 05:00,-2.3,480.0,757.7,,49,Calm  no wind,0,,,, ,,,-8.3,12.0,,,,,,30.0,-11.8,No precipitation,6,,,,
14.03.2020 02:00,2.0,480.9,757.9,0.3,34,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
13.03.2020 23:00,4.8,480.6,758.2,,24,Wind blowing from the south,4,,12,, ,,,,12.0,,,,,,30.0,-14.1,No precipitation,6,,,,
13.03.2020 20:00,8.9,478.9,760.9,0.7,6,Wind blowing from the west-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.0,,,1500-2000,,,30.0,-26.8,No precipitation,12,,,,
13.03.2020 17:00,11.5,478.2,755.2,,0,Wind blowing from the north-northwest,4,,7,90  or more  but not 100%, ,,,-8.3,14.5,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
13.03.2020 14:00,9.0,481.4,756.7,,0,Wind blowing from the north-northeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,14.5,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
13.03.2020 11:00,4.9,482.5,759.7,,2,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,-8.3,14.5,,,,,,30.0,-40.8,No precipitation,6,,,,
13.03.2020 08:00,-7.9,481.5,764.1,0.7,28,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,14.5,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
13.03.2020 05:00,-2.7,480.8,757.3,,12,Wind blowing from the east,2,,17,, ,,,-2.7,14.5,,,,,,30.0,-28.2,No precipitation,6,,,,
13.03.2020 02:00,5.4,480.3,753.7,1.0,0,Wind blowing from the south-west,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,14.5,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
12.03.2020 23:00,7.6,479.3,753.8,,0,Wind blowing from the west-southwest,4,,17,, ,,,-2.3,14.5,,,,,,30.0,-80.0,No precipitation,6,,,,
12.03.2020 20:00,10.6,477.0,752.8,-0.5,0,Wind blowing from the north-west,1,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,14.5,,,,,,30.0,-80.0,No precipitation,12,,,,
12.03.2020 17:00,14.5,477.5,747.9,,0,Wind blowing from the north-west,3,,11,no clouds, ,,,-2.3,14.5,,,,,,30.0,-80.0,No precipitation,6,,,,
12.03.2020 14:00,11.5,479.7,752.3,-0.9,0,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,14.4,,,,,,30.0,-80.0,No precipitation,12,,,,
12.03.2020 11:00,6.2,480.6,755.0,,6,Wind blowing from the west-southwest,5,,9,no clouds, ,,,-2.3,14.4,,,,,,30.0,-28.8,No precipitation,6,,,,
12.03.2020 08:00,-1.1,478.8,754.6,0.8,18,Wind blowing from the north-northwest,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.4,,,,,,30.0,-22.4,No precipitation,12,,,,
12.03.2020 05:00,4.6,478.0,749.3,,9,Wind blowing from the west,4,,17,, ,,,-4.8,14.4,,,,,,30.0,-25.6,No precipitation,6,,,,
12.03.2020 02:00,6.1,477.6,749.8,1.4,5,Wind blowing from the west-southwest,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.4,,,2500 or more  or no clouds.,,,30.0,-30.8,No precipitation,12,,,,
11.03.2020 23:00,8.9,476.2,748.6,,0,Wind blowing from the west-southwest,4,,17,, ,,,-4.8,14.4,,,,,,30.0,-80.0,No precipitation,6,,,,
11.03.2020 20:00,12.4,473.9,748.4,-0.6,0,Wind blowing from the west-southwest,8,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.4,,,,,,30.0,-80.0,No precipitation,12,,,,
11.03.2020 17:00,13.5,474.5,745.4,,0,Wind blowing from the west-southwest,7,,17,40%., ,,,-4.8,13.7,,,1500-2000,,,10.0,-80.0,No precipitation,6,,,,
11.03.2020 14:00,9.9,476.9,749.5,-1.0,2,Wind blowing from the west-southwest,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,13.2,,,1500-2000,,,30.0,-37.5,No precipitation,12,,,,
11.03.2020 11:00,5.6,477.9,752.0,,8,Wind blowing from the south-southwest,3,,9,no clouds, ,,,-4.8,13.2,,,,,,30.0,-26.1,No precipitation,6,,,,
11.03.2020 08:00,-3.9,476.7,753.8,0.7,25,Wind blowing from the north-east,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,13.2,,,,,,30.0,-21.1,No precipitation,12,,,,
11.03.2020 05:00,1.8,476.0,748.4,,12,Wind blowing from the south-west,1,,14,, ,,,-5.4,13.2,,,,,,30.0,-24.6,No precipitation,6,,,,
11.03.2020 02:00,4.8,476.1,748.5,0.9,3,Wind blowing from the west-southwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,13.2,,,2500 or more  or no clouds.,,,30.0,-37.0,No precipitation,12,,,,
10.03.2020 23:00,7.7,475.2,747.9,,0,Wind blowing from the west-southwest,5,,14,, ,,,-5.4,13.2,,,,,,30.0,-80.0,No precipitation,6,,,,
10.03.2020 20:00,10.7,472.9,747.7,-1.4,0,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,13.2,,,,,,30.0,-80.0,No precipitation,12,,,,
10.03.2020 17:00,12.3,474.3,745.7,,0,Wind blowing from the south-southeast,2,,,no clouds, ,,,-5.4,12.9,,,,,,30.0,-80.0,No precipitation,6,,,,
10.03.2020 14:00,9.4,477.3,750.4,-1.5,0,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,11.6,,,,,,30.0,-80.0,No precipitation,12,,,,
10.03.2020 11:00,5.3,478.8,754.0,,4,Wind blowing from the south-east,2,,,no clouds, ,,,-5.4,11.6,,,,,,30.0,-33.7,No precipitation,6,,,,
10.03.2020 08:00,-3.6,477.4,756.1,0.5,13,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,11.6,,,,,,30.0,-28.1,No precipitation,12,,,,
10.03.2020 05:00,2.0,476.9,750.6,,6,Wind blowing from the south-west,2,,8,, ,,,-4.9,11.6,,,,,,30.0,-31.9,No precipitation,6,,,,
10.03.2020 02:00,4.8,477.0,750.6,,0,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
09.03.2020 20:00,8.6,475.1,751.6,-0.8,0,Wind blowing from the north-west,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,11.6,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
09.03.2020 17:00,10.8,475.9,748.9,,0,Wind blowing from the west-northwest,3,,10,10%  or less  but not 0, ,,,-4.9,11.4,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
09.03.2020 14:00,8.2,478.3,753.4,-0.8,0,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,11.4,,,,,,30.0,-80.0,No precipitation,12,,,,
09.03.2020 11:00,4.2,479.1,756.5,,0,Wind blowing from the south-west,3,,10,no clouds, ,,,-4.9,11.4,,,,,,30.0,-80.0,No precipitation,6,,,,
09.03.2020 08:00,-2.3,477.6,756.2,1.4,4,Wind blowing from the north-west,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,11.4,,,,,,30.0,-39.2,No precipitation,12,,,,
09.03.2020 05:00,2.3,476.4,750.4,,0,Wind blowing from the west-southwest,4,,15,, ,,,-6.9,11.4,,,,,,30.0,-80.0,No precipitation,6,,,,
09.03.2020 02:00,3.8,476.2,751.1,0.4,0,Wind blowing from the west-southwest,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.4,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
08.03.2020 23:00,4.6,475.8,752.5,,0,Wind blowing from the west,2,,15,, ,,,-6.9,11.4,,,,,,30.0,-80.0,No precipitation,6,,,,
08.03.2020 20:00,7.8,474.0,752.2,-0.7,0,Wind blowing from the north-west,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,11.4,,,,,,30.0,-80.0,No precipitation,12,,,,
08.03.2020 17:00,9.7,474.7,750.1,,0,Wind blowing from the west-southwest,5,,,no clouds, ,,,-6.9,10.3,,,,,,30.0,-80.0,No precipitation,6,,,,
08.03.2020 14:00,6.4,477.4,754.6,-1.3,1,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,11.2,,,,,,30.0,-46.3,No precipitation,12,,,,
08.03.2020 11:00,2.1,478.7,758.2,,7,Wind blowing from the south-west,3,,8,no clouds, ,,,-6.9,11.2,,,,,,30.0,-30.2,No precipitation,6,,,,
08.03.2020 08:00,-5.4,477.2,758.3,0.8,23,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,11.2,,,,,,30.0,-23.3,No precipitation,12,,,,
08.03.2020 05:00,-1.8,476.4,752.8,,16,Wind blowing from the south-west,2,,13,, ,,,-7.7,11.2,,,,,,30.0,-24.3,No precipitation,6,,,,
08.03.2020 02:00,1.2,476.7,752.9,0.6,16,Wind blowing from the south-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,11.2,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
07.03.2020 23:00,2.9,476.1,753.6,,18,Wind blowing from the west-southwest,3,,14,, ,,,-7.7,11.2,,,,,,30.0,-19.1,No precipitation,6,,,,
07.03.2020 20:00,6.3,474.0,754.1,0.9,14,Wind blowing from the west-southwest,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,11.2,,,1500-2000,,,30.0,-19.3,No precipitation,12,,,,
07.03.2020 17:00,9.7,473.1,747.3,,5,Wind blowing from the west,6,,14,90  or more  but not 100%, ,,,-7.7,11.2,,,1500-2000,,,21.0,-28.2,No precipitation,6,,,,
07.03.2020 14:00,7.4,475.5,752.1,-2.1,9,Wind blowing from the north,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.6,,,1500-2000,,,30.0,-23.5,No precipitation,12,,,,
07.03.2020 11:00,2.8,477.6,757.6,,21,Wind blowing from the east-southeast,2,,,10%  or less  but not 0, ,,,-7.7,7.3,,,2000-2500,,,30.0,-17.4,No precipitation,6,,,,
07.03.2020 08:00,-6.8,477.0,760.2,0.5,65,Calm  no wind,0,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,7.3,,,2000-2500,,,30.0,-12.3,No precipitation,12,,,,
07.03.2020 05:00,-1.4,476.5,754.6,,42,Wind blowing from the north-northwest,1,,9,, ,,,-5.5,7.3,,,,,,30.0,-12.7,No precipitation,6,,,,
07.03.2020 02:00,-0.8,477.3,755.9,0.0,55,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,7.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
06.03.2020 23:00,0.2,477.3,757.3,,55,Wind blowing from the north-northwest,3,,9,, ,,,-5.5,7.3,,,,,,25.0,-7.8,No precipitation,6,,,,
06.03.2020 20:00,4.3,475.0,755.3,0.1,22,Wind blowing from the north-northwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,7.3,,,1500-2000,,,30.0,-15.6,No precipitation,12,,,,
06.03.2020 17:00,6.5,474.9,752.3,,11,Wind blowing from the north-northeast,4,,6,90  or more  but not 100%, ,,,-5.5,8.0,,,1500-2000,,,30.0,-21.9,No precipitation,6,,,,
06.03.2020 14:00,5.7,477.1,754.9,-0.8,12,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.1,,,1500-2000,,,30.0,-21.5,No precipitation,12,,,,
06.03.2020 11:00,2.6,477.9,757.0,,20,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%, ,,,-5.5,8.1,,,1500-2000,,,30.0,-18.1,No precipitation,6,,,,
06.03.2020 08:00,-4.2,476.7,757.0,0.7,35,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.1,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
06.03.2020 05:00,-1.7,476.0,753.4,,24,Wind blowing from the south,2,,8,, ,,,-4.5,8.1,,,,,,30.0,-19.6,No precipitation,6,,,,
06.03.2020 02:00,0.5,476.2,752.9,0.6,16,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.1,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
05.03.2020 23:00,2.4,475.6,752.8,,11,Wind blowing from the south-southeast,2,,9,, ,,,-4.7,8.1,,,,,,30.0,-25.1,No precipitation,6,,,,
05.03.2020 20:00,6.0,473.9,751.5,-0.4,10,Wind blowing from the east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.1,,,1500-2000,,,30.0,-23.4,No precipitation,12,,,,
05.03.2020 17:00,7.5,474.3,751.2,,12,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%, ,,,-4.7,9.4,,,1500-2000,,,30.0,-20.1,No precipitation,6,,,,
05.03.2020 14:00,6.7,476.3,755.9,-1.4,8,Wind blowing from the south,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,10.1,,,1500-2000,,,30.0,-25.3,No precipitation,12,,,,
05.03.2020 11:00,3.4,477.7,754.9,,18,Wind blowing from the east-southeast,2,,7,60%., ,,,-4.7,10.1,,,1500-2000,,,30.0,-18.7,No precipitation,6,,,,
05.03.2020 08:00,-2.6,476.3,754.9,0.5,29,Wind blowing from the south-southwest,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,10.1,,,1500-2000,,,30.0,-18.2,No precipitation,12,,,,
05.03.2020 05:00,-2.6,475.8,752.7,,25,Wind blowing from the south,0,,10,, ,,,-7.9,10.1,,,,,,30.0,-19.9,No precipitation,6,,,,
05.03.2020 02:00,-4.3,475.8,754.9,0.6,30,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,10.1,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
04.03.2020 23:00,4.5,475.2,751.3,,10,Wind blowing from the south-southwest,4,,,, ,,,,10.1,,,,,,30.0,-24.5,No precipitation,6,,,,
04.03.2020 20:00,6.6,473.4,753.3,-0.5,4,Wind blowing from the south-east,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,10.1,,,1500-2000,,,30.0,-32.8,No precipitation,12,,,,
04.03.2020 17:00,9.0,473.9,751.0,,1,Wind blowing from the west,4,,10,60%., ,,,-7.9,10.1,,,1500-2000,,,30.0,-44.7,No precipitation,6,,,,
04.03.2020 14:00,7.2,476.6,752.9,-1.2,4,Wind blowing from the west-southwest,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,8.5,,,1500-2000,,,30.0,-32.4,No precipitation,12,,,,
04.03.2020 11:00,2.8,477.8,755.8,,20,Wind blowing from the south-east,2,,6,10%  or less  but not 0, ,,,-7.9,8.5,,,1500-2000,,,30.0,-18.0,No precipitation,6,,,,
04.03.2020 08:00,-7.4,476.2,759.1,0.8,62,Wind blowing from the south-west,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,8.5,,,,,,30.0,-13.6,No precipitation,12,,,,
04.03.2020 05:00,-4.8,475.4,754.1,,51,Wind blowing from the south-west,1,,10,, ,,,-5.3,8.5,,,,,,30.0,-13.6,No precipitation,6,,,,
04.03.2020 02:00,1.0,475.5,753.1,0.4,30,Wind blowing from the south-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,8.5,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
03.03.2020 23:00,3.8,475.1,752.8,,21,Wind blowing from the east,3,,11,, ,,,-3.0,8.5,,,,,,30.0,-16.5,No precipitation,6,,,,
