Local time in Dunhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,21.0,757.3,763.9,,32,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,16.0,3.7,,,,,,
15.03.2020 14:00,20.9,758.5,765.0,,35,Wind blowing from the north-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,20.9,,,2500 or more  or no clouds.,,,15.0,4.9,No precipitation,12,,,,
15.03.2020 11:00,17.5,761.3,767.9,,55,Wind blowing from the east,2,,,, ,,,,,,,,,,12.0,8.4,,,,,,
15.03.2020 08:00,10.2,761.5,768.1,1.3,90,Wind blowing from the west,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.4,,,,,,11.0,8.6,No precipitation,12,,,,
15.03.2020 05:00,9.2,760.2,766.8,,92,Wind blowing from the east,1,,,, ,,,,,,,,,,15.0,8.0,,,,,,
15.03.2020 02:00,10.4,760.6,767.2,,86,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.4,,,2500 or more  or no clouds.,,,17.0,8.2,No precipitation,12,,,,
14.03.2020 23:00,12.0,761.1,767.7,,71,Wind blowing from the west-southwest,1,,7,, ,,,12.0,19.4,,,,,,17.0,6.9,No precipitation,6,,,,
14.03.2020 20:00,14.8,760.0,766.6,0.4,54,Wind blowing from the west-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.4,,,,,,16.0,5.6,No precipitation,12,,,,
14.03.2020 17:00,19.1,759.6,766.1,,26,Wind blowing from the north,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,16.0,-0.8,,,,,,
14.03.2020 14:00,18.3,760.5,767.0,-2.5,49,Wind blowing from the north-east,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.4,,,600-1000,,,13.0,7.4,0.1,12,,,,
14.03.2020 11:00,15.6,763.0,769.6,,66,Calm  no wind,0,,,90  or more  but not 100%, ,,,12.1,15.6,,,,,,13.0,9.3,No precipitation,6,,,,
14.03.2020 08:00,12.8,762.4,769.0,1.5,80,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.6,,,1500-2000,,,13.0,9.4,0.7,12,,,,
14.03.2020 05:00,12.9,760.9,767.5,,82,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,9.0,9.9,,,,,,
14.03.2020 02:00,13.9,761.4,768.0,,91,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.6,,,2500 or more  or no clouds.,,,6.0,12.5,0.6,12,,,,
13.03.2020 23:00,14.2,761.5,768.1,,95,Wind blowing from the west,1,,6,,Mist. ,,,12.8,14.6,,,,,,6.0,13.4,No precipitation,6,,,,
13.03.2020 20:00,14.1,760.3,766.9,1.5,96,Wind blowing from the west,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.6,,,1500-2000,,,5.0,13.5,0.1,12,,,,
13.03.2020 17:00,14.3,758.8,765.4,,93,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.6,,,1500-2000,,,7.0,13.2,No precipitation,6,,,,
13.03.2020 14:00,14.5,758.4,765.0,,92,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,14.5,,,1500-2000,,,9.0,13.2,0.1,12,,,,
13.03.2020 11:00,13.5,759.6,766.2,,96,Wind blowing from the north-northeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,13.5,,,,,,6.0,12.9,,,,,,
13.03.2020 08:00,13.0,758.5,765.1,1.2,97,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.2,,,1000-1500,,,3.9,12.5,9.0,12,,,,
13.03.2020 05:00,12.8,757.3,763.9,,97,Wind blowing from the north,1,,4,,Mist. ,,,,13.2,,,,,,6.0,12.3,0.6,6,,,,
13.03.2020 02:00,12.9,757.1,763.7,0.0,97,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.2,,,2500 or more  or no clouds.,,,4.4,12.4,15.0,12,,,,
12.03.2020 23:00,12.8,757.1,763.7,,97,Wind blowing from the north-northeast,2,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,13.2,,,,,,4.0,12.3,9.0,6,,,,
12.03.2020 20:00,13.2,755.5,762.1,,98,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,13.2,,,300-600,,,4.4,12.9,11.0,12,,,,
12.03.2020 17:00,12.9,754.3,760.9,,98,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,11.1,15.3,,,300-600,,,4.0,12.6,10.0,6,,,,
12.03.2020 14:00,12.7,754.9,761.5,,96,Wind blowing from the north-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,300-600,,,4.7,12.1,25.0,12,,,,
12.03.2020 11:00,12.4,756.1,762.7,,95,Wind blowing from the south-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,300-600,,,7.0,11.6,4.0,6,,,,
12.03.2020 08:00,11.7,756.8,763.4,0.3,97,Wind blowing from the north-northwest,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,300-600,,,6.0,11.2,43.0,12,,,,
12.03.2020 05:00,11.3,756.5,763.0,,97,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,9.7,17.1,,,,,,4.0,10.8,33.0,6,,,,
12.03.2020 02:00,11.3,757.5,764.0,-0.4,96,Wind blowing from the west-northwest,1,,4,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,17.1,,,2500 or more  or no clouds.,,,2.2,10.7,27.0,12,,,,
11.03.2020 23:00,11.9,757.9,764.5,,94,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.7,17.1,,,,,,3.2,11.0,9.0,6,,,,
11.03.2020 20:00,13.0,757.3,763.9,0.0,85,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,17.1,,,300-600,,,7.0,10.5,2.0,12,,,,
11.03.2020 17:00,15.2,757.3,763.9,,65,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,18.1,,,,,,13.0,8.7,0.3,6,,,,
11.03.2020 14:00,16.7,757.9,764.4,-2.3,57,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.1,,,2500 or more  or no clouds.,,,12.0,8.1,No precipitation,12,,,,
11.03.2020 11:00,13.6,760.2,766.8,,79,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.1,,,1500-2000,,,10.0,10.0,No precipitation,6,,,,
11.03.2020 08:00,10.8,760.0,766.6,,91,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.1,,,2500 or more  or no clouds.,,,9.0,9.4,No precipitation,12,,,,
11.03.2020 05:00,9.8,759.3,765.9,,95,Wind blowing from the west,1,,5,,Mist. ,,,9.7,19.1,,,,,,7.0,9.0,No precipitation,6,,,,
11.03.2020 02:00,11.0,759.8,766.3,-0.1,92,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.1,,,2500 or more  or no clouds.,,,10.0,9.8,No precipitation,12,,,,
10.03.2020 23:00,12.7,759.9,766.5,,84,Calm  no wind,0,,,, ,,,12.0,19.1,,,,,,13.0,10.1,No precipitation,6,,,,
10.03.2020 20:00,15.3,759.1,765.7,,59,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.1,,,,,,15.0,7.3,No precipitation,12,,,,
10.03.2020 17:00,18.0,758.5,765.0,,44,Wind blowing from the east,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,16.0,5.6,,,,,,
10.03.2020 14:00,18.0,759.4,765.9,,46,Wind blowing from the north,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.2,,,2500 or more  or no clouds.,,,16.0,6.2,No precipitation,12,,,,
10.03.2020 11:00,15.8,760.8,767.4,,63,Wind blowing from the north,2,,8,90  or more  but not 100%, ,,,12.0,17.2,,,,,,15.0,8.8,No precipitation,6,,,,
10.03.2020 08:00,12.4,759.3,765.9,1.7,91,Wind blowing from the north,1,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.2,,,2500 or more  or no clouds.,,,7.0,11.0,5.0,12,,,,
10.03.2020 05:00,12.1,757.6,764.1,,93,Wind blowing from the east,1,,,, ,,,,,,,,,,9.0,11.0,,,,,,
10.03.2020 02:00,12.1,757.9,764.5,,93,Wind blowing from the north-northeast,3,,8,,Rain (not freezing) not falling as shower(s). ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.2,,,2500 or more  or no clouds.,,,10.0,11.0,9.0,12,,,,
09.03.2020 20:00,15.2,753.7,760.2,2.7,97,Wind blowing from the north-northwest,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,17.3,,,300-600,,,3.6,14.7,39.0,12,,,,
09.03.2020 17:00,16.5,751.0,757.4,,97,Wind blowing from the west-northwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,300-600,,,3.6,16.0,5.0,6,,,,
09.03.2020 14:00,17.1,750.3,756.7,-0.7,93,Wind blowing from the north-west,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,300-600,,,17.0,16.0,36.0,12,,,,
09.03.2020 11:00,15.9,751.0,757.5,,97,Wind blowing from the north,1,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,15.1,,,,300-600,,,2.8,15.4,31.0,6,,,,
09.03.2020 08:00,16.3,748.8,755.2,1.1,94,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,13.0,15.3,2.0,12,,,,
09.03.2020 05:00,16.2,747.7,754.0,,97,Wind blowing from the north-east,1,,5,, ,,,13.4,21.1,,,,,,8.0,15.7,1.0,6,,,,
09.03.2020 02:00,16.2,747.5,753.9,,98,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.1,,,2500 or more  or no clouds.,,,3.4,15.9,2.0,12,,,,
08.03.2020 23:00,16.5,747.4,753.9,,95,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.3,21.1,,,,,,5.0,15.7,0.1,6,,,,
08.03.2020 20:00,17.3,747.4,753.8,0.7,90,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.1,,,2500 or more  or no clouds.,,,11.0,15.6,No precipitation,12,,,,
08.03.2020 17:00,20.5,746.7,753.1,,78,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,13.0,16.5,,,,,,
08.03.2020 14:00,18.2,748.6,755.1,-3.4,81,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.7,,,1500-2000,,,12.0,14.9,11.0,12,,,,
08.03.2020 11:00,15.0,752.0,758.5,,93,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,1500-2000,,,9.0,13.9,,,,,,
08.03.2020 08:00,13.6,752.2,758.7,,98,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,1500-2000,,,5.0,13.3,12.0,12,,,,
08.03.2020 05:00,13.4,751.6,758.2,,99,Calm  no wind,0,,,, ,,,,,,,,,,11.0,13.2,,,,,,
08.03.2020 02:00,13.5,753.0,759.5,-1.1,98,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,2500 or more  or no clouds.,,,2.8,13.2,21.0,12,,,,
07.03.2020 23:00,13.6,754.1,760.6,,98,Wind blowing from the west-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,,,,14.0,,,,,,6.0,13.3,10.0,6,,,,
07.03.2020 20:00,13.9,753.3,759.8,0.7,98,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.0,,,300-600,,,3.3,13.6,26.0,12,,,,
07.03.2020 17:00,14.0,752.6,759.1,,97,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.7,,,300-600,,,4.5,13.5,17.0,6,,,,
07.03.2020 14:00,13.9,753.4,760.0,-2.1,96,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.8,,,300-600,,,8.0,13.3,11.0,12,,,,
07.03.2020 11:00,13.7,755.5,762.1,,95,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.8,,,300-600,,,6.0,12.9,0.2,6,,,,
07.03.2020 08:00,12.7,755.5,762.1,1.2,98,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,300-600,,,4.7,12.4,18.0,12,,,,
07.03.2020 05:00,12.3,754.3,760.9,,98,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,10.9,15.8,,,,,,7.0,12.0,16.0,6,,,,
07.03.2020 02:00,12.2,755.0,761.5,,98,Wind blowing from the north-northwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.8,,,2500 or more  or no clouds.,,,5.0,11.9,14.0,12,,,,
06.03.2020 23:00,12.4,755.4,762.0,,96,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,15.8,,,,,,12.0,11.8,2.0,6,,,,
06.03.2020 20:00,13.0,754.4,761.0,0.8,94,Wind blowing from the north,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.8,,,300-600,,,11.0,12.1,0.2,12,,,,
06.03.2020 17:00,14.8,753.6,760.1,,85,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1000-1500,,,12.0,12.3,,,,,,
06.03.2020 14:00,14.7,754.1,760.6,-2.5,78,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,14.9,,,2500 or more  or no clouds.,,,11.0,10.9,Trace of precipitation,12,,,,
06.03.2020 11:00,12.9,756.6,763.2,,84,Wind blowing from the north,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.9,,,1500-2000,,,8.0,10.3,No precipitation,6,,,,
06.03.2020 08:00,11.3,756.7,763.3,,92,Wind blowing from the west,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,1500-2000,,,6.0,10.0,Trace of precipitation,12,,,,
06.03.2020 05:00,10.9,756.8,763.4,,93,Wind blowing from the north-northeast,1,,3,,Mist. ,,,,12.0,,,,,,6.0,9.8,No precipitation,6,,,,
06.03.2020 02:00,11.0,758.3,764.9,-1.1,91,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,6.0,9.6,No precipitation,12,,,,
05.03.2020 23:00,11.2,759.4,766.1,,88,Wind blowing from the south-southeast,1,,3,,Rain (not freezing) not falling as shower(s). ,,,9.0,12.0,,,,,,7.0,9.3,No precipitation,6,,,,
05.03.2020 20:00,11.4,759.4,766.0,0.0,83,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.0,,,1500-2000,,,10.0,8.6,No precipitation,12,,,,
05.03.2020 17:00,11.8,759.4,766.0,,78,Wind blowing from the north-east,1,,,100%., ,,,,,,,1500-2000,,,11.0,8.1,,,,,,
05.03.2020 14:00,11.7,760.3,767.0,-2.4,77,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,11.7,,,1500-2000,,,10.0,7.8,No precipitation,12,,,,
05.03.2020 11:00,10.2,762.7,769.3,,85,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,10.3,,,1500-2000,,,8.0,7.8,No precipitation,6,,,,
05.03.2020 08:00,9.3,762.7,769.3,1.2,92,Wind blowing from the north,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1500-2000,,,5.0,8.1,Trace of precipitation,12,,,,
05.03.2020 05:00,9.1,761.5,768.1,,93,Calm  no wind,0,,,,Mist. ,,,8.7,10.3,,,,,,5.0,8.0,No precipitation,6,,,,
05.03.2020 02:00,9.4,761.7,768.4,,93,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,10.3,,,2500 or more  or no clouds.,,,5.0,8.3,0.7,12,,,,
04.03.2020 23:00,9.4,763.1,769.8,,94,Wind blowing from the north-west,2,,6,,Mist. ,,,8.4,10.3,,,,,,5.0,8.5,0.3,6,,,,
04.03.2020 20:00,9.4,762.9,769.6,0.7,94,Wind blowing from the north-northwest,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.3,,,300-600,,,4.3,8.5,1.0,12,,,,
04.03.2020 17:00,9.6,762.2,768.9,,92,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.3,,,300-600,,,4.3,8.4,0.7,6,,,,
04.03.2020 14:00,10.3,761.5,768.1,-0.9,85,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.3,,,1500-2000,,,6.0,7.9,0.3,12,,,,
04.03.2020 11:00,9.9,762.4,769.1,,88,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.2,,,1000-1500,,,6.0,8.0,Trace of precipitation,6,,,,
04.03.2020 08:00,8.9,762.8,769.6,1.2,91,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1000-1500,,,8.0,7.5,1.0,12,,,,
04.03.2020 05:00,8.7,761.6,768.3,,92,Wind blowing from the north,2,,6,, ,,,8.4,10.7,,,,,,8.0,7.5,1.0,6,,,,
04.03.2020 02:00,8.5,761.5,768.1,-0.7,94,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.7,,,2500 or more  or no clouds.,,,8.0,7.6,6.0,12,,,,
03.03.2020 23:00,9.0,762.2,768.9,,91,Wind blowing from the north,3,,6,, ,,,9.0,11.9,,,,,,11.0,7.6,2.0,6,,,,
03.03.2020 20:00,9.2,761.2,767.9,,94,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,300-600,,,7.0,8.3,18.0,12,,,,
03.03.2020 17:00,9.9,760.0,766.7,,93,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,300-600,,,20.0,8.8,12.0,6,,,,
03.03.2020 14:00,10.0,759.6,766.3,-1.9,96,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,300-600,,,6.0,9.4,14.0,12,,,,
03.03.2020 11:00,9.8,761.5,768.1,,95,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,,,,300-600,,,4.7,9.0,5.0,6,,,,
03.03.2020 08:00,10.6,760.3,766.9,1.2,92,Wind blowing from the north-west,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,15.5,,,1000-1500,,,7.0,9.4,No precipitation,12,,,,
03.03.2020 05:00,10.7,759.1,765.7,,91,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,9.0,9.2,,,,,,
03.03.2020 02:00,10.6,760.3,766.9,-0.2,90,Wind blowing from the north-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.5,,,2500 or more  or no clouds.,,,7.0,9.0,No precipitation,12,,,,
02.03.2020 23:00,11.9,760.5,767.1,,85,Wind blowing from the north,2,,7,, ,,,9.5,15.5,,,,,,10.0,9.5,No precipitation,6,,,,
02.03.2020 20:00,13.2,759.7,766.3,1.2,78,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.5,,,1000-1500,,,13.0,9.5,No precipitation,12,,,,
02.03.2020 17:00,14.7,758.5,765.1,,64,Wind blowing from the north-northeast,2,,5,, ,,,9.5,15.5,,,,,,16.0,8.0,No precipitation,6,,,,
02.03.2020 14:00,14.3,758.5,765.1,,65,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.4,,,1500-2000,,,16.0,7.8,No precipitation,12,,,,
02.03.2020 11:00,12.8,760.9,767.5,,70,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,1500-2000,,,15.0,7.5,,,,,,
02.03.2020 08:00,9.9,761.7,768.4,0.8,81,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.2,,,1500-2000,,,13.0,6.8,No precipitation,12,,,,
02.03.2020 05:00,10.0,760.9,767.5,,79,Wind blowing from the north-northeast,2,,4,, ,,,10.0,14.2,,,,,,17.0,6.5,No precipitation,6,,,,
02.03.2020 02:00,11.4,760.7,767.3,-0.2,83,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,14.2,,,2500 or more  or no clouds.,,,16.0,8.6,No precipitation,12,,,,
01.03.2020 23:00,13.5,760.9,767.5,,75,Wind blowing from the east,2,,6,, ,,,,14.2,,,,,,16.0,9.2,No precipitation,6,,,,
01.03.2020 20:00,13.5,759.9,766.5,1.3,81,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,14.2,,,2500 or more  or no clouds.,,,16.0,10.3,No precipitation,12,,,,
01.03.2020 17:00,13.6,758.6,765.2,,85,Wind blowing from the east,2,,,100%., ,,,,,,,1500-2000,,,12.0,11.1,,,,,,
