Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 11:00,17.1,756.8,762.7,,43,Wind blowing from the south-southeast,3,,10,no clouds, ,,,7.5,17.3,,,,,,8.0,4.4,No precipitation,6,,,,
17.03.2020 08:00,11.0,757.3,763.3,,61,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,,,,8.0,3.8,No precipitation,12,,,,
17.03.2020 05:00,9.1,756.1,762.1,,65,Wind blowing from the west-northwest,2,,10,, ,,,,12.0,,,,,,10.0,2.7,No precipitation,6,,,,
17.03.2020 02:00,9.9,757.3,763.3,-1.2,60,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,12.0,2.5,No precipitation,12,,,,
16.03.2020 23:00,10.6,758.5,764.5,,57,Wind blowing from the west,3,,9,, ,,,3.9,12.0,,,,,,15.0,2.4,No precipitation,6,,,,
16.03.2020 20:00,10.9,759.0,765.1,,54,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.9,,,2500 or more  or no clouds.,,,19.0,2.0,No precipitation,12,,,,
16.03.2020 17:00,8.6,759.3,765.4,,68,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,3.9,15.0,,,2500 or more  or no clouds.,,,25.0,3.0,No precipitation,6,,,,
16.03.2020 14:00,10.0,760.0,766.1,-3.2,55,Wind blowing from the south,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,19.8,,,2500 or more  or no clouds.,,,23.0,1.4,No precipitation,12,,,,
16.03.2020 11:00,8.5,763.2,769.3,,53,Wind blowing from the south-southwest,3,,8,, ,,,3.9,,,,,,,26.0,-0.5,No precipitation,6,,,,
16.03.2020 08:00,6.5,763.7,769.9,,50,Wind blowing from the south,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
16.03.2020 05:00,4.1,763.6,769.6,,71,Wind blowing from the east-southeast,3,,14,, ,,,4.0,20.2,,,,,,25.0,-0.7,No precipitation,6,,,,
16.03.2020 02:00,4.9,763.3,769.3,0.9,69,Wind blowing from the east,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.2,,,2500 or more  or no clouds.,,,25.0,-0.3,No precipitation,12,,,,
15.03.2020 23:00,5.5,762.4,768.4,,78,Wind blowing from the east,2,,16,, ,,,5.5,20.2,,,,,,21.0,2.0,No precipitation,6,,,,
15.03.2020 20:00,7.6,761.0,767.1,3.1,60,Wind blowing from the east,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,20.2,,,,,,14.0,0.3,No precipitation,12,,,,
15.03.2020 17:00,15.0,757.9,763.8,,22,Wind blowing from the north-northeast,7,,16,no clouds, ,,,6.8,20.2,,,,,,30.0,-6.5,No precipitation,6,,,,
15.03.2020 14:00,19.8,755.8,761.8,-1.2,14,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,20.2,,,,,,30.0,-8.5,No precipitation,12,,,,
15.03.2020 11:00,17.4,757.0,762.9,,16,Wind blowing from the west,5,,9,no clouds, ,,,6.8,17.7,,,,,,28.0,-8.7,No precipitation,6,,,,
15.03.2020 08:00,10.6,757.5,763.5,0.8,27,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,15.9,,,,,,22.0,-7.6,No precipitation,12,,,,
15.03.2020 05:00,10.3,756.7,762.7,,24,Wind blowing from the north-west,4,,8,, ,,,2.4,15.9,,,,,,30.0,-9.4,No precipitation,6,,,,
15.03.2020 02:00,7.3,757.0,763.0,-0.4,30,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.9,,,2500 or more  or no clouds.,,,23.0,-9.1,No precipitation,12,,,,
14.03.2020 23:00,9.8,757.4,763.4,,25,Wind blowing from the west-northwest,2,,13,, ,,,2.3,15.9,,,,,,20.0,-9.3,No precipitation,6,,,,
14.03.2020 20:00,12.5,757.0,763.0,1.5,18,Wind blowing from the north,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.9,,,,,,24.0,-11.2,No precipitation,12,,,,
14.03.2020 17:00,14.4,755.5,761.5,,21,Wind blowing from the west-northwest,4,,13,no clouds, ,,,2.3,15.9,,,,,,13.0,-7.6,No precipitation,6,,,,
14.03.2020 14:00,15.2,756.2,762.2,-2.9,20,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.2,,,,,,17.0,-7.6,No precipitation,12,,,,
14.03.2020 11:00,12.3,759.1,765.2,,46,Wind blowing from the west,6,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,12.3,,,,,,7.0,1.0,No precipitation,6,,,,
14.03.2020 08:00,5.7,760.5,766.6,-0.6,73,Wind blowing from the west,5,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,9.1,,,,,,5.0,1.1,No precipitation,12,,,,
14.03.2020 05:00,2.5,761.1,767.2,,67,Wind blowing from the west,3,,5,, ,,,2.3,9.1,,,,,,12.0,-3.0,No precipitation,6,,,,
14.03.2020 02:00,2.7,762.5,768.7,,76,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.1,,,2500 or more  or no clouds.,,,12.0,-1.1,No precipitation,12,,,,
13.03.2020 23:00,2.9,763.8,769.9,,73,Wind blowing from the west-northwest,2,,9,, ,,,2.9,9.1,,,,,,15.0,-1.6,No precipitation,6,,,,
13.03.2020 20:00,4.2,764.4,770.5,0.7,63,Wind blowing from the west,1,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.2,,,2500 or more  or no clouds.,,,22.0,-2.2,Trace of precipitation,12,,,,
13.03.2020 17:00,6.3,763.7,769.9,,53,Wind blowing from the south-east,1,,11,90  or more  but not 100%, ,,,5.4,10.6,,,2500 or more  or no clouds.,,,29.0,-2.8,No precipitation,6,,,,
13.03.2020 14:00,6.9,764.0,770.2,,48,Wind blowing from the east,4,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,600-1000,,,29.0,-3.6,Trace of precipitation,12,,,,
13.03.2020 11:00,8.2,765.4,771.4,,46,Wind blowing from the east-northeast,4,,17,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,600-1000,,,19.0,-2.7,No precipitation,6,,,,
13.03.2020 08:00,6.4,764.7,770.8,,50,Wind blowing from the north-east,4,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,600-1000,,,23.0,-3.3,No precipitation,12,,,,
13.03.2020 05:00,6.7,763.1,769.2,,65,Wind blowing from the north-east,5,,17,, ,,,6.7,16.8,,,,,,9.0,0.6,No precipitation,6,,,,
13.03.2020 02:00,8.2,761.5,767.5,1.8,78,Wind blowing from the north-east,5,,17,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.8,,,2500 or more  or no clouds.,,,3.7,4.6,No precipitation,12,,,,
12.03.2020 23:00,8.2,759.7,765.7,,69,Wind blowing from the north-northeast,11,,16,,Haze. ,,,6.9,16.8,,,,,,5.0,2.7,No precipitation,6,,,,
12.03.2020 20:00,9.8,758.4,764.4,,81,Wind blowing from the north,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.8,,,,,,3.3,6.7,No precipitation,12,,,,
12.03.2020 17:00,10.6,755.7,761.7,,79,Wind blowing from the east-southeast,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.8,,,,,,3.8,7.1,No precipitation,6,,,,
12.03.2020 14:00,15.3,755.8,761.7,-1.4,52,Wind blowing from the south-east,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.8,,,,,,4.1,5.5,No precipitation,12,,,,
12.03.2020 11:00,15.8,757.2,763.1,,44,Wind blowing from the south-west,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,15.8,,,,,,4.4,3.6,No precipitation,6,,,,
12.03.2020 08:00,8.7,757.6,763.6,0.7,77,Wind blowing from the south,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,,,,3.4,4.9,No precipitation,12,,,,
12.03.2020 05:00,7.7,756.9,762.9,,70,Wind blowing from the west,3,,9,,Haze. ,,,,13.5,,,,,,5.0,2.6,No precipitation,6,,,,
12.03.2020 02:00,9.2,757.8,763.8,,70,Wind blowing from the west-southwest,3,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.5,,,2500 or more  or no clouds.,,,6.0,4.0,No precipitation,12,,,,
11.03.2020 23:00,9.8,758.1,764.1,,69,Wind blowing from the south-southwest,3,,,,Haze. ,,,3.6,13.5,,,,,,5.0,4.4,No precipitation,6,,,,
11.03.2020 20:00,9.0,757.5,763.6,0.7,71,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.5,,,,,,7.0,4.0,No precipitation,12,,,,
11.03.2020 17:00,10.0,756.8,762.9,,56,Wind blowing from the south,5,,10,no clouds, ,,,3.6,13.5,,,,,,11.0,1.6,No precipitation,6,,,,
11.03.2020 14:00,12.8,757.9,764.0,-2.2,42,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.6,,,,,,13.0,0.2,No precipitation,12,,,,
11.03.2020 11:00,11.0,760.1,766.2,,30,Wind blowing from the south-west,4,,7,no clouds, ,,,3.6,13.6,,,,,,21.0,-5.9,No precipitation,6,,,,
11.03.2020 08:00,6.2,760.2,766.3,0.8,38,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.6,,,,,,21.0,-7.1,No precipitation,12,,,,
11.03.2020 05:00,3.8,759.4,765.4,,43,Wind blowing from the west-northwest,2,,10,, ,,,3.2,13.6,,,,,,26.0,-7.9,No precipitation,6,,,,
11.03.2020 02:00,4.3,760.2,766.3,0.2,34,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.6,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
10.03.2020 23:00,5.8,760.0,766.1,,39,Wind blowing from the north-east,1,,11,, ,,,3.2,13.6,,,,,,24.0,-7.1,No precipitation,6,,,,
10.03.2020 20:00,10.0,758.3,764.4,,34,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.6,,,,,,16.0,-5.1,No precipitation,12,,,,
10.03.2020 17:00,11.9,757.0,763.1,,27,Wind blowing from the north,2,,11,40%., ,,,3.2,13.6,,,600-1000,,,21.0,-6.5,No precipitation,6,,,,
10.03.2020 14:00,12.3,757.4,763.5,-1.1,27,Wind blowing from the north-northwest,4,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.1,,,600-1000,,,25.0,-6.2,No precipitation,12,,,,
10.03.2020 11:00,9.3,758.5,764.5,,51,Wind blowing from the north-northwest,4,,15,no clouds, ,,,3.2,9.5,,,,,,13.0,-0.3,No precipitation,6,,,,
10.03.2020 08:00,4.1,758.2,764.4,0.8,65,Wind blowing from the north,4,,15,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,9.4,,,2500 or more  or no clouds.,,,11.0,-1.9,0.1,12,,,,
10.03.2020 05:00,3.8,757.4,763.5,,79,Calm  no wind,0,,,,Mist. ,,,3.8,9.4,,,,,,5.0,0.5,No precipitation,6,,,,
10.03.2020 02:00,4.6,757.1,763.2,,91,Wind blowing from the north,6,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,9.4,,,2500 or more  or no clouds.,,,2.6,3.3,0.5,12,,,,
09.03.2020 20:00,6.8,755.9,762.0,1.2,88,Wind blowing from the north-northeast,7,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.4,,,600-1000,,,3.2,5.0,0.4,12,,,,
09.03.2020 17:00,7.4,754.7,760.8,,93,Wind blowing from the east-northeast,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.4,,,,,,3.6,6.3,No precipitation,6,,,,
09.03.2020 14:00,8.2,754.0,760.0,-1.0,94,Wind blowing from the east-northeast,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.4,,,600-1000,,,3.6,7.3,Trace of precipitation,12,,,,
09.03.2020 11:00,9.2,755.0,761.0,,89,Wind blowing from the north-east,5,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.5,,,600-1000,,,3.7,7.5,No precipitation,6,,,,
09.03.2020 08:00,8.0,754.5,760.6,0.8,94,Wind blowing from the east-northeast,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.5,,,600-1000,,,4.3,7.1,Trace of precipitation,12,,,,
09.03.2020 05:00,7.5,753.7,759.7,,92,Wind blowing from the east-northeast,5,,10,, ,,,,,,,,,,8.0,6.3,No precipitation,6,,,,
09.03.2020 02:00,7.3,754.9,760.9,-1.2,94,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.5,,,2500 or more  or no clouds.,,,9.0,6.4,No precipitation,12,,,,
08.03.2020 23:00,6.9,756.1,762.1,,96,Wind blowing from the east-northeast,4,,7,,Mist. ,,,4.5,9.5,,,,,,4.3,6.3,No precipitation,6,,,,
08.03.2020 20:00,6.4,756.4,762.4,1.1,98,Wind blowing from the east,4,,7,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.5,,,600-1000,,,1.9,6.1,No precipitation,12,,,,
08.03.2020 17:00,7.3,755.3,761.4,,92,Wind blowing from the east,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.9,,,600-1000,,,4.8,6.1,No precipitation,6,,,,
08.03.2020 14:00,8.8,756.5,762.6,-1.7,83,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.6,,,600-1000,,,8.0,6.1,No precipitation,12,,,,
08.03.2020 11:00,9.2,758.2,764.2,,80,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.6,,,2500 or more  or no clouds.,,,8.0,5.8,No precipitation,6,,,,
08.03.2020 08:00,5.4,758.5,764.6,,99,Wind blowing from the east,1,,6,100%.,Fog or ice fog  sky invisible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,0.2,5.3,No precipitation,12,,,,
08.03.2020 05:00,4.8,757.8,763.9,,98,Wind blowing from the east-southeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.7,12.6,,,,,,0.1,4.5,No precipitation,6,,,,
08.03.2020 02:00,5.4,758.3,764.4,0.2,97,Wind blowing from the south-east,2,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,12.6,,,2500 or more  or no clouds.,,,less than 0.1,5.0,No precipitation,12,,,,
07.03.2020 23:00,6.7,758.1,764.2,,91,Wind blowing from the east,1,,,,Mist. ,,,6.2,12.6,,,,,,1.8,5.3,No precipitation,6,,,,
07.03.2020 20:00,7.9,757.5,763.6,0.9,84,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.6,,,2500 or more  or no clouds.,,,3.8,5.4,No precipitation,12,,,,
07.03.2020 17:00,9.9,756.6,762.7,,70,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.6,,,2500 or more  or no clouds.,,,5.0,4.7,No precipitation,6,,,,
07.03.2020 14:00,11.8,756.2,762.2,-0.7,65,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.4,,,2500 or more  or no clouds.,,,5.0,5.4,0.2,12,,,,
07.03.2020 11:00,11.0,756.9,762.9,,77,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.3,,,2500 or more  or no clouds.,,,5.0,7.1,0.2,6,,,,
07.03.2020 08:00,6.9,756.7,762.8,1.5,93,Wind blowing from the north,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,,,,600-1000,,,3.4,5.8,0.2,12,,,,
07.03.2020 05:00,6.4,755.2,761.3,,95,Wind blowing from the east-northeast,1,,6,,Mist. ,,,,,,,,,,3.7,5.7,No precipitation,6,,,,
07.03.2020 02:00,6.3,755.9,762.0,-0.8,93,Wind blowing from the east-northeast,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.1,,,2500 or more  or no clouds.,,,5.0,5.3,No precipitation,12,,,,
06.03.2020 23:00,6.4,756.7,762.7,,91,Wind blowing from the east,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,,8.1,,,,,,6.0,5.0,No precipitation,6,,,,
06.03.2020 20:00,6.4,756.5,762.6,0.1,88,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.1,,,2500 or more  or no clouds.,,,12.0,4.6,No precipitation,12,,,,
06.03.2020 17:00,6.7,756.4,762.4,,79,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%, ,,,3.4,8.1,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,6,,,,
06.03.2020 14:00,7.9,757.2,763.3,-2.1,73,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,8.1,,,2500 or more  or no clouds.,,,18.0,3.4,No precipitation,12,,,,
06.03.2020 11:00,6.8,759.3,765.4,,68,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,3.4,7.2,,,2500 or more  or no clouds.,,,14.0,1.3,No precipitation,6,,,,
06.03.2020 08:00,5.5,760.0,766.2,,68,Wind blowing from the south,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,,,,17.0,-0.1,No precipitation,12,,,,
06.03.2020 05:00,4.3,759.6,765.7,,68,Wind blowing from the south-west,2,,7,, ,,,,6.3,,,,,,14.0,-1.1,No precipitation,6,,,,
06.03.2020 02:00,4.5,760.7,766.9,-0.8,72,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,2500 or more  or no clouds.,,,14.0,-0.1,No precipitation,12,,,,
05.03.2020 23:00,4.8,761.5,767.6,,77,Wind blowing from the south-southwest,2,,8,, ,,,,6.3,,,,,,16.0,1.1,No precipitation,6,,,,
05.03.2020 20:00,4.3,762.1,768.4,-0.2,71,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.3,,,,,,20.0,-0.5,No precipitation,12,,,,
05.03.2020 17:00,5.1,762.3,768.5,,55,Wind blowing from the south,4,,8,no clouds, ,,,-3.3,7.0,,,,,,29.0,-3.4,No precipitation,6,,,,
05.03.2020 14:00,5.6,763.9,770.2,-2.5,44,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.5,,,,,,23.0,-5.7,No precipitation,12,,,,
05.03.2020 11:00,5.1,766.4,772.6,,50,Wind blowing from the south-southeast,4,,7,no clouds, ,,,-3.3,8.6,,,,,,20.0,-4.7,No precipitation,6,,,,
05.03.2020 08:00,0.6,767.2,773.5,0.3,51,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.6,,,,,,15.0,-8.4,No precipitation,12,,,,
05.03.2020 05:00,-2.2,766.9,773.2,,40,Calm  no wind,0,,,, ,,,-2.5,8.6,,,,,,30.0,-14.0,No precipitation,6,,,,
05.03.2020 02:00,-1.1,767.3,773.5,-0.5,47,Wind blowing from the north-northeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.6,,,2500 or more  or no clouds.,,,29.0,-11.2,No precipitation,12,,,,
04.03.2020 23:00,-0.4,767.8,774.0,,60,Wind blowing from the north-east,3,,12,, ,,,-0.4,8.6,,,,,,22.0,-7.4,No precipitation,6,,,,
04.03.2020 20:00,3.7,767.5,773.8,1.6,50,Wind blowing from the north-east,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,8.6,,,,,,15.0,-6.0,No precipitation,12,,,,
04.03.2020 17:00,7.1,765.9,772.1,,27,Wind blowing from the north,6,,12,no clouds, ,,,2.3,8.7,,,,,,30.0,-10.6,No precipitation,6,,,,
04.03.2020 14:00,8.1,765.6,771.7,-1.6,27,Wind blowing from the north-northeast,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,11.9,,,,,,20.0,-9.8,No precipitation,12,,,,
04.03.2020 11:00,6.5,767.2,773.3,,40,Wind blowing from the north,3,,8,no clouds, ,,,2.3,12.2,,,,,,19.0,-6.1,No precipitation,6,,,,
04.03.2020 08:00,3.7,766.6,772.8,1.5,46,Wind blowing from the north,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,12.2,,,,,,29.0,-7.1,No precipitation,12,,,,
04.03.2020 05:00,2.6,765.1,771.3,,46,Wind blowing from the north-west,2,,13,, ,,,1.4,12.2,,,,,,28.0,-7.9,No precipitation,6,,,,
04.03.2020 02:00,2.6,764.8,770.9,0.3,53,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.2,,,2500 or more  or no clouds.,,,23.0,-6.0,No precipitation,12,,,,
03.03.2020 23:00,4.5,764.5,770.7,,49,Wind blowing from the north-east,4,,13,, ,,,1.4,12.2,,,,,,22.0,-5.3,No precipitation,6,,,,
03.03.2020 20:00,7.7,763.3,769.5,1.8,57,Wind blowing from the north-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.2,,,2500 or more  or no clouds.,,,7.0,-0.3,No precipitation,12,,,,
