Local time in Chifeng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,-7.8,702.9,764.4,,59,Wind blowing from the south-west,1,,8,, ,,,-7.8,5.0,,,,,,27.0,-14.4,No precipitation,6,,,,
16.03.2020 02:00,-5.8,705.6,767.0,,44,Wind blowing from the west,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
15.03.2020 23:00,-4.4,707.8,769.6,,28,Wind blowing from the south-southwest,2,,15,, ,,,-4.5,5.0,,,,,,27.0,-20.2,No precipitation,6,,,,
15.03.2020 20:00,-1.0,708.0,769.7,1.2,28,Wind blowing from the north,2,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.0,,,,,,30.0,-17.2,No precipitation,12,,,,
15.03.2020 17:00,3.9,706.8,767.9,,18,Wind blowing from the north-northeast,5,,15,no clouds, ,,,-2.6,5.0,,,,,,30.0,-18.3,No precipitation,6,,,,
15.03.2020 14:00,4.2,706.3,767.2,-1.0,18,Wind blowing from the north,8,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.2,,,,,,30.0,-18.0,No precipitation,12,,,,
15.03.2020 11:00,1.8,707.3,768.3,,23,Wind blowing from the north,9,,15,no clouds, ,,,-2.6,6.2,,,,,,30.0,-17.1,No precipitation,6,,,,
15.03.2020 08:00,-1.0,706.5,767.6,2.3,50,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.2,,,,,,30.0,-10.1,0.1,12,,,,
15.03.2020 05:00,-2.0,704.2,765.2,,64,Wind blowing from the north-west,2,,13,, ,,,-2.8,6.2,,,,,,30.0,-7.9,0.1,6,,,,
15.03.2020 02:00,-0.6,702.7,763.1,0.8,69,Wind blowing from the north-northwest,5,,14,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.2,,,2500 or more  or no clouds.,,,30.0,-5.6,0.1,12,,,,
14.03.2020 23:00,2.0,701.9,762.1,,55,Wind blowing from the north-northeast,3,,14,, ,,,-2.8,6.2,,,,,,30.0,-6.1,No precipitation,6,,,,
14.03.2020 20:00,3.1,701.5,761.9,0.0,45,Wind blowing from the west-northwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.2,,,1000-1500,,,30.0,-7.7,No precipitation,12,,,,
14.03.2020 17:00,3.8,701.5,762.2,,35,Wind blowing from the north-west,8,,14,90  or more  but not 100%, ,,,-2.8,6.2,,,1000-1500,,,30.0,-10.3,No precipitation,6,,,,
14.03.2020 14:00,5.4,701.3,761.8,,25,Wind blowing from the north-west,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.2,,,,,,30.0,-13.1,No precipitation,12,,,,
14.03.2020 08:00,0.8,702.5,763.2,-0.6,39,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.7,,,,,,30.0,-11.6,No precipitation,12,,,,
14.03.2020 05:00,-1.4,703.1,763.9,,40,Wind blowing from the west,2,,12,, ,,,-5.7,5.7,,,,,,30.0,-13.3,No precipitation,6,,,,
14.03.2020 02:00,-1.5,703.9,764.6,-1.6,37,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.7,,,2500 or more  or no clouds.,,,29.0,-14.3,No precipitation,12,,,,
13.03.2020 23:00,-1.3,705.5,766.6,,36,Wind blowing from the west,2,,14,, ,,,-6.5,5.7,,,,,,14.0,-14.5,No precipitation,6,,,,
13.03.2020 20:00,2.1,706.0,767.3,0.5,28,Wind blowing from the west-northwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.7,,,,,,30.0,-14.5,No precipitation,12,,,,
13.03.2020 17:00,4.1,705.5,766.9,,17,Wind blowing from the north-west,7,,14,, ,,,-6.5,5.7,,,,,,30.0,-18.8,No precipitation,6,,,,
13.03.2020 14:00,5.0,706.3,767.6,,13,Wind blowing from the west-northwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.0,,,,,,30.0,-21.2,No precipitation,12,,,,
13.03.2020 11:00,2.5,708.9,770.8,,13,Wind blowing from the west-northwest,6,,10,no clouds, ,,,-6.5,4.1,,,,,,30.0,-23.2,No precipitation,6,,,,
13.03.2020 08:00,-2.4,710.2,772.6,-0.3,20,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,,,,,,,30.0,-22.3,No precipitation,12,,,,
13.03.2020 05:00,-5.7,710.5,772.6,,31,Wind blowing from the west,4,,10,, ,,,-6.5,4.1,,,,,,30.0,-20.1,No precipitation,6,,,,
13.03.2020 02:00,-4.9,711.3,773.2,-0.1,30,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,4.1,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
12.03.2020 23:00,-5.1,711.4,773.5,,32,Wind blowing from the west-southwest,2,,13,, ,,,-5.2,4.3,,,,,,30.0,-19.2,No precipitation,6,,,,
12.03.2020 20:00,-3.2,710.8,772.9,2.4,19,Wind blowing from the west-southwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.5,,,,,,30.0,-23.6,No precipitation,12,,,,
12.03.2020 17:00,1.5,708.4,769.7,,12,Wind blowing from the north-west,6,,13,no clouds, ,,,-1.2,,,,,,,30.0,-24.9,No precipitation,6,,,,
12.03.2020 14:00,3.4,706.7,767.5,0.1,17,Wind blowing from the north-northwest,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,1500-2000,,,30.0,-19.4,No precipitation,12,,,,
12.03.2020 11:00,2.8,706.6,767.1,,34,Wind blowing from the north,6,,10,50%., ,,,-1.2,,,,1500-2000,,,30.0,-11.5,No precipitation,6,,,,
12.03.2020 08:00,0.3,705.7,766.0,2.4,40,Wind blowing from the north,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,11.6,,,1500-2000,,,30.0,-11.7,No precipitation,12,,,,
12.03.2020 05:00,0.1,703.3,763.3,,39,Wind blowing from the north,4,,8,, ,,,-6.8,11.6,,,,,,30.0,-12.2,No precipitation,6,,,,
12.03.2020 02:00,2.1,701.8,761.5,1.2,43,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,,,-7.0,11.6,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
11.03.2020 23:00,4.4,700.6,760.3,,35,Calm  no wind,0,,,, ,,,,11.6,,,,,,27.0,-9.7,No precipitation,6,,,,
11.03.2020 20:00,7.6,698.5,758.8,1.5,24,Wind blowing from the west,4,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,11.6,,,1500-2000,,,30.0,-11.7,No precipitation,12,,,,
11.03.2020 17:00,10.1,697.0,757.1,,20,Wind blowing from the south-west,5,,14,, ,,,-7.0,11.6,,,,,,30.0,-11.8,No precipitation,6,,,,
11.03.2020 14:00,9.9,697.3,757.3,-2.1,18,Wind blowing from the west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,10.1,,,,,,30.0,-13.3,No precipitation,12,,,,
11.03.2020 11:00,5.4,699.4,760.0,,22,Wind blowing from the west-southwest,6,,10,no clouds, ,,,-7.0,5.5,,,,,,30.0,-14.6,No precipitation,6,,,,
11.03.2020 08:00,-4.8,701.0,762.7,-0.8,54,Wind blowing from the north,0,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.6,,,1500-2000,,,15.0,-12.7,No precipitation,12,,,,
11.03.2020 05:00,-6.5,701.8,763.4,,57,Wind blowing from the north-northwest,1,,10,, ,,,-7.0,2.6,,,,,,20.0,-13.6,No precipitation,6,,,,
11.03.2020 02:00,-4.9,703.4,764.8,-0.9,45,Wind blowing from the west,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.6,,,2500 or more  or no clouds.,,,16.0,-15.0,No precipitation,12,,,,
10.03.2020 23:00,-4.4,704.3,766.1,,42,Wind blowing from the west,3,,15,, ,,,-5.6,2.6,,,,,,30.0,-15.4,No precipitation,6,,,,
10.03.2020 20:00,-2.7,704.5,766.5,,33,Wind blowing from the north,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.6,,,,,,30.0,-16.8,No precipitation,12,,,,
10.03.2020 17:00,1.0,703.4,764.9,,21,Wind blowing from the north-west,8,,,no clouds, ,,,-5.6,2.6,,,,,,30.0,-18.9,No precipitation,6,,,,
10.03.2020 14:00,2.0,703.0,764.3,,21,Wind blowing from the north-northwest,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.9,,,,,,30.0,-18.0,No precipitation,12,,,,
10.03.2020 11:00,-0.8,704.0,765.5,,30,Wind blowing from the north,8,,14,no clouds, ,,,-5.6,3.9,,,,,,30.0,-16.3,No precipitation,6,,,,
10.03.2020 08:00,-4.3,704.2,766.0,1.8,35,Wind blowing from the north-west,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.9,,,,,,30.0,-17.5,No precipitation,12,,,,
10.03.2020 05:00,-4.3,702.4,763.7,,48,Wind blowing from the west-northwest,4,,6,, ,,,-5.6,3.9,,,,,,21.0,-13.7,No precipitation,6,,,,
10.03.2020 02:00,-3.6,704.1,765.4,,49,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.9,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
09.03.2020 20:00,-1.1,705.8,767.5,0.5,38,Wind blowing from the east-southeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.0,,,,,,19.0,-13.9,No precipitation,12,,,,
09.03.2020 17:00,2.1,705.3,766.4,,29,Wind blowing from the east,2,,8,no clouds, ,,,-2.3,7.1,,,,,,30.0,-14.1,No precipitation,6,,,,
09.03.2020 14:00,2.3,706.0,767.2,-1.8,32,Wind blowing from the east,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.2,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
09.03.2020 11:00,0.0,707.8,769.3,,25,Wind blowing from the east-northeast,2,,8,no clouds, ,,,-2.3,,,,,,,30.0,-17.7,No precipitation,6,,,,
09.03.2020 08:00,-2.3,707.7,768.8,1.1,40,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.2,,,1000-1500,,,30.0,-14.1,0.5,12,,,,
09.03.2020 05:00,-1.3,706.6,767.3,,69,Wind blowing from the north-northeast,2,,9,, ,,,-1.7,8.2,,,,,,30.0,-6.4,0.5,6,,,,
09.03.2020 02:00,-1.6,706.4,767.0,0.7,89,Wind blowing from the south,1,,,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.2,,,2500 or more  or no clouds.,,,25.0,-3.2,0.5,12,,,,
08.03.2020 23:00,0.1,705.7,766.1,,73,Wind blowing from the north-northeast,6,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.1,8.2,,,,,,5.0,-4.2,No precipitation,6,,,,
08.03.2020 20:00,5.0,703.5,763.6,2.9,50,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.2,,,1000-1500,,,30.0,-4.8,No precipitation,12,,,,
08.03.2020 17:00,7.2,700.6,760.3,,58,Wind blowing from the south,2,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.8,,,1000-1500,,,5.0,-0.5,No precipitation,6,,,,
08.03.2020 14:00,8.1,699.7,759.4,-0.9,50,Wind blowing from the west-southwest,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,9.3,,,1000-1500,,,6.0,-1.7,No precipitation,12,,,,
08.03.2020 11:00,7.6,700.6,760.3,,48,Wind blowing from the west,5,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,9.3,,,1000-1500,,,5.0,-2.7,No precipitation,6,,,,
08.03.2020 08:00,3.5,700.9,761.0,0.3,65,Wind blowing from the west-southwest,3,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,-2.5,No precipitation,12,,,,
08.03.2020 05:00,2.3,700.6,760.1,,62,Wind blowing from the west-southwest,3,,6,, ,,,-4.4,9.3,,,,,,10.0,-4.4,No precipitation,6,,,,
08.03.2020 02:00,2.1,701.2,760.9,0.1,51,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
07.03.2020 23:00,2.4,701.1,761.4,,47,Wind blowing from the south-west,3,,6,, ,,,-4.4,9.3,,,,,,30.0,-8.0,No precipitation,6,,,,
07.03.2020 20:00,3.5,701.3,762.2,0.0,48,Wind blowing from the south-southwest,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,1500-2000,,,20.0,-6.7,No precipitation,12,,,,
07.03.2020 17:00,8.8,701.3,761.6,,34,Wind blowing from the south-east,3,,6,40%., ,,,-4.4,9.3,,,2500 or more  or no clouds.,,,28.0,-6.2,No precipitation,6,,,,
07.03.2020 14:00,8.1,702.4,762.7,-2.0,33,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.8,,,,,,30.0,-7.2,No precipitation,12,,,,
07.03.2020 11:00,2.9,704.4,765.2,,69,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.8,,,,,,9.0,-2.2,No precipitation,6,,,,
07.03.2020 08:00,-3.3,704.5,765.8,0.9,97,Wind blowing from the north,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.8,,,1500-2000,,,0.1,-3.7,0.1,12,,,,
07.03.2020 05:00,-3.8,703.6,764.2,,89,Calm  no wind,0,,,,Mist. ,,,-3.8,9.8,,,,,,3.4,-5.3,No precipitation,6,,,,
07.03.2020 02:00,-1.4,703.1,763.3,0.9,85,Wind blowing from the north-northwest,3,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.8,,,2500 or more  or no clouds.,,,5.0,-3.7,4.0,12,,,,
06.03.2020 23:00,0.3,702.2,762.6,,96,Wind blowing from the west-southwest,0,,13,,Mist. ,,,-1.6,9.8,,,,,,1.5,-0.3,4.0,6,,,,
06.03.2020 20:00,1.7,701.4,762.1,2.0,95,Wind blowing from the west-northwest,2,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.8,,,1500-2000,,,1.5,1.0,4.0,12,,,,
06.03.2020 17:00,8.3,699.4,759.4,,35,Wind blowing from the west,5,,9,100%., ,,,-1.6,9.8,,,1500-2000,,,9.0,-6.3,No precipitation,6,,,,
06.03.2020 14:00,8.7,698.8,758.5,-1.5,29,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.9,,,1500-2000,,,16.0,-8.3,No precipitation,12,,,,
06.03.2020 11:00,4.8,700.3,760.7,,37,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-1.6,7.1,,,1500-2000,,,16.0,-8.7,No precipitation,6,,,,
06.03.2020 08:00,0.4,700.6,761.2,0.6,46,Wind blowing from the west-southwest,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,17.0,-9.9,No precipitation,12,,,,
06.03.2020 05:00,-1.0,700.0,760.3,,50,Wind blowing from the west-southwest,2,,8,, ,,,-11.5,7.1,,,,,,17.0,-10.1,No precipitation,6,,,,
06.03.2020 02:00,-0.5,700.8,761.0,-0.7,48,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,7.1,,,2500 or more  or no clouds.,,,23.0,-10.4,No precipitation,12,,,,
05.03.2020 23:00,-1.0,701.5,762.3,,47,Wind blowing from the south-southwest,2,,,, ,,,-11.5,7.1,,,,,,27.0,-10.9,No precipitation,6,,,,
05.03.2020 20:00,1.6,701.7,763.4,0.7,38,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,7.1,,,,,,26.0,-11.2,No precipitation,12,,,,
05.03.2020 17:00,5.9,701.0,762.4,,26,Wind blowing from the south-west,5,,10,no clouds, ,,,-11.5,7.1,,,,,,30.0,-12.1,No precipitation,6,,,,
05.03.2020 14:00,6.3,702.1,763.6,-3.0,23,Wind blowing from the south-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,6.3,,,,,,30.0,-13.3,No precipitation,12,,,,
05.03.2020 11:00,1.9,705.1,767.2,,30,Wind blowing from the west-southwest,4,,8,no clouds, ,,,-11.5,1.9,,,,,,30.0,-13.8,No precipitation,6,,,,
05.03.2020 08:00,-8.4,706.8,769.9,-1.0,56,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.8,,,,,,15.0,-15.6,No precipitation,12,,,,
05.03.2020 05:00,-10.0,707.8,770.7,,61,Wind blowing from the west-southwest,1,,8,, ,,,-11.6,-0.8,,,,,,16.0,-16.1,No precipitation,6,,,,
05.03.2020 02:00,-9.9,709.4,772.4,-1.4,58,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.8,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
04.03.2020 23:00,-8.4,710.8,774.1,,52,Wind blowing from the south-west,2,,10,, ,,,-11.6,-0.8,,,,,,30.0,-16.5,No precipitation,6,,,,
04.03.2020 20:00,-5.6,711.3,774.9,0.6,42,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.8,,,,,,25.0,-16.5,No precipitation,12,,,,
04.03.2020 17:00,-2.0,710.7,773.9,,30,Wind blowing from the north,5,,11,no clouds, ,,,-11.6,-0.8,,,,,,30.0,-17.3,No precipitation,6,,,,
04.03.2020 14:00,-1.9,711.2,774.4,-1.6,30,Wind blowing from the north-northeast,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.5,,,,,,30.0,-17.2,No precipitation,12,,,,
04.03.2020 11:00,-4.6,712.8,776.2,,36,Wind blowing from the north-northwest,5,,11,no clouds, ,,,-11.6,-1.5,,,,,,30.0,-17.4,No precipitation,6,,,,
04.03.2020 08:00,-9.5,712.9,776.7,,50,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.5,,,,,,27.0,-18.2,No precipitation,12,,,,
04.03.2020 05:00,-10.5,711.7,775.3,,52,Wind blowing from the west-northwest,4,,11,, ,,,-10.6,-1.5,,,,,,30.0,-18.5,No precipitation,6,,,,
04.03.2020 02:00,-9.4,711.3,774.4,0.2,51,Wind blowing from the north-west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-1.5,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
03.03.2020 23:00,-7.7,711.1,774.3,,47,Wind blowing from the north-northwest,6,,14,, ,,,-7.7,-1.0,,,,,,30.0,-17.1,No precipitation,6,,,,
03.03.2020 20:00,-6.4,710.8,773.8,1.7,57,Wind blowing from the north,2,,14,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.3,,,1500-2000,,,30.0,-13.7,Trace of precipitation,12,,,,
03.03.2020 17:00,-3.9,709.1,771.5,,52,Wind blowing from the north-northwest,6,,14,60%., ,,,-4.4,,,,1500-2000,,,19.0,-12.3,No precipitation,6,,,,
03.03.2020 14:00,-2.2,707.3,769.2,0.1,47,Wind blowing from the north-northwest,7,,12,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,1500-2000,,,25.0,-12.0,Trace of precipitation,12,,,,
03.03.2020 11:00,-3.8,707.2,769.3,,56,Wind blowing from the north,5,,10,70 – 80%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,1500-2000,,,30.0,-11.3,No precipitation,6,,,,
03.03.2020 08:00,-3.5,705.3,766.9,0.8,56,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.0,,,,,,30.0,-11.0,No precipitation,12,,,,
03.03.2020 05:00,-2.9,704.5,765.7,,54,Wind blowing from the west,3,,9,, ,,,-12.1,5.0,,,,,,30.0,-11.1,No precipitation,6,,,,
03.03.2020 02:00,-1.9,704.8,765.8,-0.4,72,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,5.0,,,2500 or more  or no clouds.,,,9.0,-6.3,No precipitation,12,,,,
02.03.2020 23:00,-1.1,705.2,766.9,,65,Wind blowing from the south-west,2,,9,, ,,,-12.1,5.0,,,,,,15.0,-7.0,No precipitation,6,,,,
02.03.2020 20:00,0.6,705.1,767.2,0.8,49,Wind blowing from the south-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,5.0,,,1500-2000,,,18.0,-9.1,No precipitation,12,,,,
02.03.2020 17:00,3.2,704.3,766.3,,36,Wind blowing from the south-southwest,3,,8,70 – 80%., ,,,-12.1,5.0,,,1500-2000,,,30.0,-10.4,No precipitation,6,,,,
02.03.2020 14:00,3.8,704.9,766.7,-3.8,29,Wind blowing from the south-east,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,3.8,,,1500-2000,,,30.0,-12.6,No precipitation,12,,,,
02.03.2020 11:00,-2.1,708.7,771.5,,44,Wind blowing from the south-east,2,,5,70 – 80%., ,,,-12.1,-1.3,,,2500 or more  or no clouds.,,,26.0,-12.7,No precipitation,6,,,,
02.03.2020 08:00,-8.5,710.1,773.5,0.2,60,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.3,,,1500-2000,,,11.0,-14.9,No precipitation,12,,,,
