Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,16.6,690.7,762.4,,4,Wind blowing from the east,2,,10,20–30%., ,,,0.9,17.1,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,6,,,,
15.03.2020 14:00,16.5,691.8,763.9,,5,Wind blowing from the north-northeast,4,,10,no clouds, ,,,0.9,16.5,,,,,,30.0,-23.3,No precipitation,6,,,,
15.03.2020 11:00,13.5,693.5,765.9,,10,Wind blowing from the north,4,,9,no clouds, ,,,0.9,13.5,,,,,,30.0,-17.5,No precipitation,6,,,,
15.03.2020 08:00,3.9,693.7,767.2,0.9,27,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.6,,,,,,27.0,-13.4,No precipitation,12,,,,
15.03.2020 05:00,6.4,692.8,765.5,,19,Wind blowing from the north-west,3,,14,, ,,,-0.6,12.6,,,,,,30.0,-15.6,No precipitation,6,,,,
15.03.2020 02:00,5.5,693.6,766.6,,19,Wind blowing from the west-northwest,4,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.6,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
14.03.2020 20:00,8.8,692.6,766.2,0.8,13,Wind blowing from the north-northwest,4,,18,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.6,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
14.03.2020 17:00,11.8,691.8,765.1,,7,Wind blowing from the north-west,7,,18,no clouds, ,,,-0.6,12.6,,,,,,30.0,-23.0,No precipitation,6,,,,
14.03.2020 14:00,11.1,692.7,765.9,-1.8,7,Wind blowing from the north-west,9,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,11.5,,,,,,30.0,-23.5,No precipitation,12,,,,
14.03.2020 11:00,8.4,694.5,768.3,,7,Wind blowing from the north-west,10,,18,no clouds, ,,,-0.6,8.5,,,,,,30.0,-25.5,No precipitation,6,,,,
14.03.2020 08:00,2.4,694.5,768.9,0.1,18,Wind blowing from the north-west,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.9,,,1000-1500,,,30.0,-19.5,No precipitation,12,,,,
14.03.2020 05:00,0.6,694.4,768.7,,19,Wind blowing from the west-northwest,1,,15,, ,,,0.6,7.9,,,,,,30.0,-20.4,No precipitation,6,,,,
14.03.2020 02:00,3.1,695.9,769.9,,16,Wind blowing from the north,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.9,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
13.03.2020 20:00,4.5,696.8,771.4,0.2,11,Wind blowing from the north-northwest,2,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.9,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
13.03.2020 17:00,7.1,696.6,771.0,,8,Wind blowing from the north-west,7,,17,10%  or less  but not 0, ,,,0.7,10.5,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,6,,,,
13.03.2020 14:00,7.4,696.8,771.0,,6,Wind blowing from the north-west,9,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.5,,,2500 or more  or no clouds.,,,30.0,-27.9,No precipitation,12,,,,
13.03.2020 11:00,5.6,698.4,772.8,,9,Wind blowing from the north,4,,9,20–30%., ,,,0.7,10.5,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,6,,,,
13.03.2020 08:00,2.2,698.8,773.5,1.1,21,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.5,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
13.03.2020 05:00,1.2,697.7,771.8,,25,Wind blowing from the north-northwest,3,,10,, ,,,0.8,10.5,,,,,,30.0,-16.7,No precipitation,6,,,,
13.03.2020 02:00,2.5,697.3,771.3,,27,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.5,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
12.03.2020 20:00,5.6,694.3,768.2,3.0,23,Wind blowing from the north-northwest,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.5,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
12.03.2020 17:00,10.4,691.3,764.5,,14,Wind blowing from the north,4,,12,50%., ,,,0.8,16.1,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
12.03.2020 14:00,9.6,690.7,763.9,,13,Wind blowing from the north,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,16.4,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
12.03.2020 11:00,9.2,690.7,763.2,,12,Wind blowing from the north,5,,11,100%., ,,,0.8,16.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,6,,,,
12.03.2020 08:00,4.8,689.5,762.1,1.9,23,Wind blowing from the north-northwest,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,16.4,,,2500 or more  or no clouds.,,,24.0,-14.6,No precipitation,12,,,,
12.03.2020 05:00,3.3,687.6,759.5,,28,Wind blowing from the north-northeast,1,,5,, ,,,-4.2,16.4,,,,,,30.0,-13.5,No precipitation,6,,,,
12.03.2020 02:00,2.8,687.9,760.3,,30,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,16.4,,,2500 or more  or no clouds.,,,20.0,-13.1,No precipitation,12,,,,
11.03.2020 20:00,10.5,686.6,759.9,1.4,14,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,16.4,,,,,,30.0,-15.9,No precipitation,12,,,,
11.03.2020 17:00,16.1,685.2,757.8,,5,Wind blowing from the east-southeast,2,,,no clouds, ,,,-4.2,16.4,,,,,,30.0,-23.6,No precipitation,6,,,,
11.03.2020 14:00,13.5,686.7,759.6,-2.8,11,Wind blowing from the south-southeast,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.5,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
11.03.2020 11:00,6.5,689.5,763.1,,15,Wind blowing from the south-southeast,2,,4,20–30%., ,,,-4.2,8.4,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
11.03.2020 08:00,-1.9,690.3,764.9,,45,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.4,,,,,,15.0,-12.3,No precipitation,12,,,,
11.03.2020 05:00,-3.3,689.5,763.6,,38,Wind blowing from the west-northwest,1,,10,, ,,,-3.3,8.4,,,,,,23.0,-15.6,No precipitation,6,,,,
11.03.2020 02:00,-1.9,690.5,764.6,,32,Wind blowing from the west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.4,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
10.03.2020 20:00,4.1,691.3,765.7,,15,Wind blowing from the north-northwest,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,8.4,,,,,,28.0,-20.2,No precipitation,12,,,,
10.03.2020 17:00,8.0,690.7,764.5,,9,Wind blowing from the north-northwest,6,,15,no clouds, ,,,-0.9,8.4,,,,,,30.0,-23.0,No precipitation,6,,,,
10.03.2020 14:00,7.6,691.6,765.4,,6,Wind blowing from the north-northwest,8,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.7,,,,,,30.0,-27.8,No precipitation,12,,,,
10.03.2020 11:00,5.3,693.5,767.7,,10,Wind blowing from the north-northwest,2,,11,no clouds, ,,,-0.9,9.7,,,,,,30.0,-23.9,No precipitation,6,,,,
10.03.2020 08:00,0.4,693.3,767.9,0.1,17,Wind blowing from the north-west,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.7,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
10.03.2020 05:00,0.1,693.2,767.4,,20,Wind blowing from the north,3,,11,, ,,,-0.2,9.7,,,,,,30.0,-20.2,No precipitation,6,,,,
10.03.2020 02:00,1.4,694.2,768.0,,22,Wind blowing from the west-northwest,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.7,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
09.03.2020 20:00,4.0,693.8,768.1,1.8,48,Wind blowing from the north-northwest,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.7,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
09.03.2020 17:00,7.2,692.0,765.7,,32,Wind blowing from the north-west,6,,12,90  or more  but not 100%, ,,,1.7,9.7,,,1000-1500,,,30.0,-8.4,No precipitation,6,,,,
09.03.2020 14:00,9.2,692.2,765.6,-0.6,21,Wind blowing from the north-northwest,5,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,9.6,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
09.03.2020 11:00,8.0,692.8,766.6,,36,Wind blowing from the north,4,,7,20–30%., ,,,1.7,8.1,,,2500 or more  or no clouds.,,,30.0,-6.2,No precipitation,6,,,,
09.03.2020 08:00,3.4,692.4,766.7,1.4,61,Wind blowing from the north,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,2500 or more  or no clouds.,,,30.0,-3.6,2.0,12,,,,
09.03.2020 05:00,2.6,691.0,764.9,,73,Wind blowing from the north-northwest,3,,7,, ,,,0.6,5.7,,,,,,29.0,-1.9,No precipitation,6,,,,
09.03.2020 02:00,2.7,690.9,764.7,,79,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.7,,,2500 or more  or no clouds.,,,15.0,-0.6,3.0,12,,,,
08.03.2020 20:00,2.4,689.5,763.9,1.9,84,Wind blowing from the north-west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.8,,,2500 or more  or no clouds.,,,5.0,0.0,1.0,12,,,,
08.03.2020 17:00,5.1,687.6,761.2,,57,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,2500 or more  or no clouds.,,,8.0,-2.7,No precipitation,6,,,,
08.03.2020 14:00,5.5,687.1,760.5,-1.3,50,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,2500 or more  or no clouds.,,,10.0,-4.1,No precipitation,12,,,,
08.03.2020 11:00,3.9,688.4,761.8,,56,Wind blowing from the north-northwest,2,,5,100%., ,,,0.6,,,,2500 or more  or no clouds.,,,10.0,-4.1,No precipitation,6,,,,
08.03.2020 08:00,0.9,688.4,761.8,,59,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.1,,,2500 or more  or no clouds.,,,11.0,-6.4,No precipitation,12,,,,
08.03.2020 05:00,1.8,687.7,760.1,,58,Wind blowing from the north-northwest,2,,7,, ,,,-2.6,14.1,,,,,,15.0,-5.6,No precipitation,6,,,,
08.03.2020 02:00,2.8,688.6,761.2,,46,Wind blowing from the north-northwest,2,,7,, ,,,-2.6,14.1,,,,,,23.0,-7.7,No precipitation,6,,,,
07.03.2020 20:00,8.0,687.1,760.7,0.3,18,Wind blowing from the west-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,14.1,,,,,,21.0,-14.9,No precipitation,12,,,,
07.03.2020 17:00,13.9,686.8,759.4,,10,Wind blowing from the south,2,,7,no clouds, ,,,-2.6,14.0,,,,,,30.0,-17.2,No precipitation,6,,,,
07.03.2020 14:00,12.4,688.8,761.4,-2.3,16,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.6,,,,,,30.0,-12.7,No precipitation,12,,,,
07.03.2020 11:00,7.1,691.1,764.6,,31,Wind blowing from the south-southeast,2,,6,20–30%., ,,,-2.6,12.1,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,6,,,,
07.03.2020 08:00,-1.0,691.1,765.1,0.2,49,Wind blowing from the north-west,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.1,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
07.03.2020 05:00,-0.3,690.9,764.2,,48,Wind blowing from the west,2,,14,, ,,,-2.8,12.1,,,,,,30.0,-10.2,No precipitation,6,,,,
07.03.2020 02:00,2.9,690.5,763.6,,36,Wind blowing from the north-northwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.1,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
06.03.2020 20:00,7.9,688.9,762.9,3.1,18,Wind blowing from the west-northwest,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.1,,,1000-1500,,,30.0,-15.0,No precipitation,12,,,,
06.03.2020 17:00,11.9,685.8,758.8,,21,Wind blowing from the west-northwest,5,,9,70 – 80%., ,,,-2.8,12.1,,,1000-1500,,,20.0,-9.7,No precipitation,6,,,,
06.03.2020 14:00,10.0,685.7,758.7,-2.0,31,Wind blowing from the south,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,10.0,,,2500 or more  or no clouds.,,,14.0,-6.3,No precipitation,12,,,,
06.03.2020 11:00,6.3,687.7,761.2,,29,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,-2.8,9.9,,,2500 or more  or no clouds.,,,14.0,-10.4,No precipitation,6,,,,
06.03.2020 08:00,-2.0,688.1,762.4,0.1,49,Wind blowing from the north-northwest,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.9,,,2500 or more  or no clouds.,,,13.0,-11.5,No precipitation,12,,,,
06.03.2020 05:00,-2.1,688.0,761.6,,51,Wind blowing from the north-west,1,,4,, ,,,-6.0,9.9,,,,,,15.0,-10.9,No precipitation,6,,,,
06.03.2020 02:00,0.3,688.9,762.7,,38,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.9,,,2500 or more  or no clouds.,,,17.0,-12.4,No precipitation,12,,,,
05.03.2020 20:00,4.5,689.1,764.0,0.8,28,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.9,,,2500 or more  or no clouds.,,,13.0,-12.4,No precipitation,12,,,,
05.03.2020 17:00,9.6,688.3,762.4,,23,Wind blowing from the west,1,,6,90  or more  but not 100%, ,,,-6.0,9.9,,,2500 or more  or no clouds.,,,23.0,-10.5,No precipitation,6,,,,
05.03.2020 14:00,6.4,690.4,764.8,-3.3,25,Wind blowing from the south-southwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.8,,,2500 or more  or no clouds.,,,27.0,-12.2,No precipitation,12,,,,
05.03.2020 11:00,1.6,693.7,768.7,,22,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%, ,,,-6.0,6.8,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
05.03.2020 08:00,-5.3,694.8,770.8,-0.2,37,Wind blowing from the north-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.8,,,2500 or more  or no clouds.,,,23.0,-17.7,No precipitation,12,,,,
05.03.2020 05:00,-5.1,695.0,770.2,,34,Wind blowing from the north-northwest,2,,5,, ,,,-5.9,6.8,,,,,,30.0,-18.5,No precipitation,6,,,,
05.03.2020 02:00,-3.5,695.9,771.3,,29,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.8,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
04.03.2020 20:00,1.3,695.5,771.5,0.5,18,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.8,,,,,,19.0,-20.4,No precipitation,12,,,,
04.03.2020 17:00,6.5,695.0,770.1,,10,Wind blowing from the north-northeast,1,,6,no clouds, ,,,-5.9,6.8,,,,,,30.0,-23.0,No precipitation,6,,,,
04.03.2020 14:00,4.5,696.4,771.8,-2.5,12,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.5,,,,,,30.0,-22.5,No precipitation,12,,,,
04.03.2020 11:00,1.0,698.9,774.8,,18,Wind blowing from the north-west,1,,6,20–30%., ,,,-5.9,5.5,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,6,,,,
04.03.2020 08:00,-5.3,698.7,775.0,1.6,31,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.5,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
04.03.2020 05:00,-4.1,697.1,772.7,,25,Wind blowing from the north-northwest,3,,10,, ,,,-4.5,5.5,,,,,,30.0,-21.2,No precipitation,6,,,,
04.03.2020 02:00,-2.9,696.7,772.2,,23,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.5,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
03.03.2020 20:00,1.7,695.9,771.5,1.3,11,Wind blowing from the north-northeast,3,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.5,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
03.03.2020 17:00,4.7,694.6,769.6,,7,Wind blowing from the north-northeast,4,,15,20–30%., ,,,-3.5,12.8,,,2500 or more  or no clouds.,,,30.0,-28.3,No precipitation,6,,,,
03.03.2020 14:00,4.0,695.3,770.2,-2.0,9,Wind blowing from the north,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,13.4,,,,,,30.0,-26.1,No precipitation,12,,,,
03.03.2020 11:00,1.5,697.3,772.5,,14,Wind blowing from the north-northwest,6,,15,no clouds, ,,,-3.5,,,,,,,30.0,-23.1,No precipitation,6,,,,
03.03.2020 08:00,-2.1,697.1,772.3,1.4,31,Wind blowing from the north-northwest,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,13.4,,,,,,30.0,-17.0,No precipitation,12,,,,
03.03.2020 05:00,-1.8,695.7,769.6,,29,Wind blowing from the north,3,,18,, ,,,-5.1,13.4,,,,,,30.0,-17.5,No precipitation,6,,,,
03.03.2020 02:00,-0.1,695.8,770.0,,23,Wind blowing from the north-northwest,4,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,13.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
02.03.2020 20:00,4.9,692.5,767.5,4.3,17,Wind blowing from the north-west,8,,18,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,13.4,,,1000-1500,,,30.0,-18.1,No precipitation,12,,,,
02.03.2020 17:00,12.9,688.2,761.6,,5,Wind blowing from the west,5,,12,70 – 80%., ,,,-5.1,13.4,,,1000-1500,,,30.0,-25.9,No precipitation,6,,,,
02.03.2020 14:00,9.5,689.5,763.2,,16,Wind blowing from the south-southeast,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.7,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
02.03.2020 11:00,3.4,693.7,768.5,,18,Wind blowing from the south-east,2,,5,10%  or less  but not 0, ,,,-5.1,8.1,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
02.03.2020 08:00,-4.6,695.3,771.1,-0.1,34,Wind blowing from the north-northwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.1,,,2500 or more  or no clouds.,,,29.0,-18.1,No precipitation,12,,,,
02.03.2020 05:00,-4.1,695.4,770.4,,31,Wind blowing from the north-northwest,3,,8,, ,,,-4.1,8.1,,,,,,30.0,-18.7,No precipitation,6,,,,
02.03.2020 02:00,-1.3,695.9,770.6,,24,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.1,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
01.03.2020 20:00,2.7,695.8,771.0,0.9,15,Wind blowing from the north,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,11.3,,,,,,30.0,-21.4,No precipitation,12,,,,
01.03.2020 17:00,7.4,694.9,769.1,,7,Wind blowing from the north-west,6,,14,no clouds, ,,,-1.2,12.6,,,,,,30.0,-26.3,No precipitation,6,,,,
01.03.2020 14:00,7.2,695.5,769.3,-1.5,10,Wind blowing from the west-northwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.6,,,,,,30.0,-22.4,No precipitation,12,,,,
01.03.2020 11:00,5.0,697.0,770.9,,14,Wind blowing from the north-west,7,,14,10%  or less  but not 0, ,,,-1.2,12.6,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,6,,,,
01.03.2020 08:00,0.0,697.0,771.0,1.6,29,Wind blowing from the north-west,3,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.6,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
01.03.2020 05:00,0.8,695.4,769.3,,32,Wind blowing from the north-northeast,4,,12,, ,,,0.7,12.6,,,,,,30.0,-14.0,No precipitation,6,,,,
01.03.2020 02:00,4.7,694.5,768.1,,21,Wind blowing from the north-west,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,12.6,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
29.02.2020 20:00,11.3,690.4,763.6,2.1,20,Wind blowing from the west-northwest,4,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.6,,,2500 or more  or no clouds.,,,25.0,-10.8,No precipitation,12,,,,
