Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 11:00,-1.6,739.3,764.5,,50,Wind blowing from the west,2,,4,no clouds, ,,,-8.5,-0.9,,,,,,19.0,-10.9,No precipitation,6,,,,
16.03.2020 08:00,-5.3,741.5,766.9,,69,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,,,,,,,16.0,-10.1,No precipitation,12,,,,
16.03.2020 05:00,-8.0,742.8,768.4,,84,Wind blowing from the west-southwest,1,,8,, ,,,-9.0,-1.5,,,,,,30.0,-10.2,No precipitation,6,,,,
16.03.2020 02:00,-6.4,743.0,768.4,,84,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-1.5,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
15.03.2020 20:00,-5.8,742.6,767.9,2.2,74,Wind blowing from the north-west,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,1.9,,,1000-1500,,,29.0,-9.7,Trace of precipitation,12,,,,
15.03.2020 17:00,-4.7,740.4,765.9,,64,Wind blowing from the north-west,4,,11,90  or more  but not 100%, ,,,,,,,,,,23.0,-10.5,No precipitation,6,,,,
15.03.2020 14:00,-3.5,737.8,763.0,2.4,66,Wind blowing from the north-west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,18.0,-9.1,Trace of precipitation,12,,,,
15.03.2020 11:00,-3.0,735.4,760.3,,85,Wind blowing from the north-northwest,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.4,-5.2,No precipitation,6,,,,
15.03.2020 08:00,-3.0,733.9,758.6,,77,Wind blowing from the north-west,2,,12,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.8,,,1000-1500,,,8.0,-6.5,1.0,12,,,,
15.03.2020 02:00,-4.7,731.5,756.2,,89,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.8,,,2500 or more  or no clouds.,,,12.0,-6.2,1.0,12,,,,
14.03.2020 20:00,1.9,730.7,755.3,-1.1,59,Wind blowing from the west-southwest,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.8,,,1000-1500,,,17.0,-5.3,No precipitation,12,,,,
14.03.2020 17:00,2.5,731.8,756.7,,46,Wind blowing from the west,4,,11,100%., ,,,-9.7,4.8,,,1000-1500,,,19.0,-8.0,No precipitation,6,,,,
14.03.2020 14:00,3.5,731.8,756.6,-2.1,39,Wind blowing from the west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.8,,,2500 or more  or no clouds.,,,23.0,-9.2,No precipitation,12,,,,
14.03.2020 11:00,2.3,733.9,758.8,,45,Wind blowing from the west-southwest,5,,10,, ,,,-9.7,2.3,,,,,,18.0,-8.4,No precipitation,6,,,,
14.03.2020 08:00,-2.4,735.5,760.5,-0.5,59,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,0.4,,,,,,5.0,-9.5,No precipitation,12,,,,
14.03.2020 05:00,-9.3,736.0,761.2,,91,Calm  no wind,0,,,, ,,,-10.5,0.4,,,,,,30.0,-10.5,No precipitation,6,,,,
14.03.2020 02:00,-7.6,737.4,762.6,,88,Wind blowing from the north-west,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.4,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
13.03.2020 20:00,-3.9,740.8,766.2,-0.1,61,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.4,,,2500 or more  or no clouds.,,,17.0,-10.5,No precipitation,12,,,,
13.03.2020 17:00,-0.1,740.9,766.3,,30,Wind blowing from the west,3,,10,no clouds, ,,,-10.5,0.4,,,,,,20.0,-15.6,No precipitation,6,,,,
13.03.2020 14:00,-1.1,742.0,767.3,,30,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.6,,,,,,27.0,-16.5,No precipitation,12,,,,
13.03.2020 11:00,-5.1,744.3,769.8,,27,Wind blowing from the west-southwest,5,,10,no clouds, ,,,-10.5,,,,,,,26.0,-21.2,No precipitation,6,,,,
13.03.2020 08:00,-8.0,745.3,770.9,,32,Wind blowing from the west-southwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.6,,,,,,29.0,-21.8,No precipitation,12,,,,
13.03.2020 05:00,-9.8,744.2,769.6,,38,Wind blowing from the west,2,,14,, ,,,-9.9,3.6,,,,,,30.0,-21.5,No precipitation,6,,,,
13.03.2020 02:00,-7.6,743.9,769.1,,32,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,3.6,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
12.03.2020 20:00,-2.5,741.0,765.9,,22,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.6,,,,,,7.0,-21.3,0.1,12,,,,
12.03.2020 17:00,0.3,738.2,763.2,,29,Wind blowing from the west,6,,,no clouds, ,,,-6.5,3.6,,,,,,13.0,-15.7,No precipitation,6,,,,
12.03.2020 14:00,2.9,736.9,761.7,-0.3,36,Wind blowing from the west,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.6,,,2500 or more  or no clouds.,,,22.0,-10.7,0.1,12,,,,
12.03.2020 11:00,2.6,737.2,762.2,,64,Wind blowing from the west-southwest,6,,10,90  or more  but not 100%,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,2.6,,,,,,9.0,-3.5,0.1,6,,,,
12.03.2020 08:00,2.1,736.3,761.1,1.5,63,Wind blowing from the south-west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,2.2,,,1000-1500,,,13.0,-4.2,No precipitation,12,,,,
12.03.2020 05:00,-3.7,734.8,759.6,,91,Wind blowing from the east,1,,4,, ,,,-7.0,2.0,,,,,,10.0,-5.0,No precipitation,6,,,,
12.03.2020 02:00,-5.0,735.1,760.0,,90,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.0,,,2500 or more  or no clouds.,,,16.0,-6.4,No precipitation,12,,,,
11.03.2020 20:00,-3.9,736.3,761.4,0.0,87,Wind blowing from the north,1,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.0,,,,,,6.0,-5.7,No precipitation,12,,,,
11.03.2020 17:00,1.5,736.3,761.2,,49,Wind blowing from the south-west,2,,9,no clouds, ,,,-7.0,2.0,,,,,,12.0,-8.1,No precipitation,6,,,,
11.03.2020 14:00,1.0,736.7,761.6,-0.8,52,Wind blowing from the south-west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.9,,,2500 or more  or no clouds.,,,19.0,-7.8,No precipitation,12,,,,
11.03.2020 11:00,-0.3,737.5,762.4,,46,Wind blowing from the west-southwest,5,,8,, ,,,-7.0,3.2,,,,,,19.0,-10.5,No precipitation,6,,,,
11.03.2020 08:00,-3.3,737.2,762.2,1.2,75,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,3.2,,,,,,11.0,-7.1,No precipitation,12,,,,
11.03.2020 05:00,-5.6,736.0,760.9,,92,Wind blowing from the west,3,,7,, ,,,-6.0,3.2,,,,,,24.0,-6.7,No precipitation,6,,,,
11.03.2020 02:00,-4.2,735.5,760.3,,93,Wind blowing from the south-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,3.2,,,2500 or more  or no clouds.,,,14.0,-5.2,No precipitation,12,,,,
10.03.2020 20:00,-1.2,734.0,758.8,,55,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.2,,,,,,14.0,-9.1,0.2,12,,,,
10.03.2020 17:00,1.1,733.1,757.8,,47,Wind blowing from the west,3,,12,50%., ,,,-1.2,3.2,,,1000-1500,,,16.0,-9.0,No precipitation,6,,,,
10.03.2020 14:00,3.0,732.1,756.6,-1.1,47,Wind blowing from the west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.5,,,2500 or more  or no clouds.,,,9.0,-7.2,0.4,12,,,,
10.03.2020 11:00,0.5,733.2,757.8,,89,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,,,,4.2,-1.1,0.3,6,,,,
10.03.2020 08:00,-0.7,734.4,759.1,-0.7,94,Wind blowing from the west,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.6,,,1000-1500,,,3.8,-1.5,0.2,12,,,,
10.03.2020 05:00,-1.2,735.1,759.7,,94,Wind blowing from the west,1,,4,,Snow not falling as shower(s). ,,,-1.2,3.6,,,,,,5.0,-2.0,0.1,6,,,,
10.03.2020 02:00,-0.4,737.0,761.6,,82,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,3.6,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,12,,,,
09.03.2020 20:00,0.7,739.7,764.5,0.1,79,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,3.6,,,1000-1500,,,6.0,-2.5,Trace of precipitation,12,,,,
09.03.2020 17:00,2.6,739.6,764.2,,71,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,5.9,,,1000-1500,,,6.0,-2.1,No precipitation,6,,,,
09.03.2020 14:00,3.5,739.6,764.3,-1.4,76,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.4,,,1000-1500,,,9.0,-0.3,2.0,12,,,,
09.03.2020 11:00,2.7,741.0,765.7,,84,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,10.0,0.3,1.0,6,,,,
09.03.2020 08:00,1.5,740.8,765.5,1.4,100,Wind blowing from the north,1,,4,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,,,,,1000-1500,,,3.0,1.5,2.0,12,,,,
09.03.2020 05:00,1.7,739.4,763.9,,99,Wind blowing from the west-southwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,-3.2,7.4,,,,,,4.7,1.6,0.9,6,,,,
09.03.2020 02:00,1.0,738.9,763.3,,97,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.4,,,2500 or more  or no clouds.,,,3.9,0.6,No precipitation,12,,,,
08.03.2020 20:00,1.2,738.3,763.0,,91,Wind blowing from the south,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.4,,,2500 or more  or no clouds.,,,3.2,-0.1,No precipitation,12,,,,
08.03.2020 17:00,5.9,737.2,761.8,,65,Wind blowing from the north-west,0,,7,90  or more  but not 100%, ,,,-3.2,7.4,,,,,,7.0,-0.2,No precipitation,6,,,,
08.03.2020 14:00,6.7,737.2,761.7,-1.5,56,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.1,,,2500 or more  or no clouds.,,,14.0,-1.5,No precipitation,12,,,,
08.03.2020 11:00,6.0,738.7,763.2,,54,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%, ,,,-3.2,6.0,,,,,,12.0,-2.6,No precipitation,6,,,,
08.03.2020 08:00,0.8,739.1,763.8,,100,Wind blowing from the north-east,1,,2,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,3.5,,,2500 or more  or no clouds.,,,3.3,0.8,No precipitation,12,,,,
08.03.2020 05:00,-1.7,739.5,764.3,,100,Calm  no wind,0,,,,Mist. ,,,-1.7,3.5,,,,,,1.6,-1.7,No precipitation,6,,,,
08.03.2020 02:00,0.0,739.3,763.9,,100,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,3.5,,,2500 or more  or no clouds.,,,2.8,0.0,No precipitation,12,,,,
07.03.2020 20:00,2.1,739.3,764.1,,90,Wind blowing from the south-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,3.5,,,1000-1500,,,7.0,0.6,0.9,12,,,,
07.03.2020 17:00,2.8,738.9,763.6,,85,Wind blowing from the west-southwest,2,,6,100%., ,,,-0.4,3.5,,,1000-1500,,,7.0,0.5,0.4,6,,,,
07.03.2020 14:00,3.4,738.6,763.3,-0.9,86,Wind blowing from the west-southwest,3,,6,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-0.4,3.4,,,1000-1500,,,8.0,1.3,2.0,12,,,,
07.03.2020 11:00,1.8,739.5,764.2,,98,Wind blowing from the west-southwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-0.4,3.3,,,1000-1500,,,4.5,1.5,2.0,6,,,,
07.03.2020 08:00,0.5,739.6,764.3,0.6,100,Wind blowing from the east,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,1000-1500,,,1.4,0.5,1.0,12,,,,
07.03.2020 05:00,-0.4,739.0,763.8,,95,Calm  no wind,0,,,,Snow not falling as shower(s). ,,,,3.3,,,,,,3.8,-1.1,No precipitation,6,,,,
07.03.2020 02:00,0.0,738.9,763.6,,93,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,3.8,-1.0,No precipitation,12,,,,
06.03.2020 20:00,1.0,739.3,764.6,0.9,80,Wind blowing from the south-southwest,0,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,3.3,,,1000-1500,,,3.3,-2.1,No precipitation,12,,,,
06.03.2020 17:00,2.0,738.4,763.8,,67,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,3.3,,,1000-1500,,,2.7,-3.5,No precipitation,6,,,,
06.03.2020 14:00,2.6,738.5,763.9,-1.8,50,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,3.3,,,2500 or more  or no clouds.,,,14.0,-7.0,No precipitation,12,,,,
06.03.2020 11:00,0.4,740.3,765.7,,47,Wind blowing from the east-northeast,2,,3,70 – 80%., ,,,-16.0,0.4,,,2500 or more  or no clouds.,,,16.0,-9.6,No precipitation,6,,,,
06.03.2020 08:00,-11.9,741.1,767.1,,87,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-0.3,,,,,,11.0,-13.6,No precipitation,12,,,,
06.03.2020 05:00,-15.6,740.9,766.6,,94,Calm  no wind,0,,,, ,,,-15.6,-0.3,,,,,,13.0,-16.4,No precipitation,6,,,,
06.03.2020 02:00,-14.4,741.1,766.7,,94,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-0.3,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
05.03.2020 20:00,-9.2,741.4,767.1,0.0,85,Wind blowing from the east-northeast,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.3,,,,,,8.0,-11.3,No precipitation,12,,,,
05.03.2020 17:00,-1.3,741.4,766.9,,43,Wind blowing from the north,1,,8,no clouds, ,,,-11.5,-0.3,,,,,,8.0,-12.3,No precipitation,6,,,,
05.03.2020 14:00,-1.4,742.6,768.0,-2.1,41,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.5,,,,,,24.0,-13.0,No precipitation,12,,,,
05.03.2020 11:00,-3.9,744.7,770.2,,63,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-11.5,-1.5,,,,,,15.0,-9.9,No precipitation,6,,,,
05.03.2020 08:00,-7.9,745.9,771.5,0.3,87,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.5,,,,,,8.0,-9.7,Trace of precipitation,12,,,,
05.03.2020 05:00,-9.8,745.6,771.4,,94,Wind blowing from the west-southwest,2,,7,, ,,,-10.5,-1.5,,,,,,20.0,-10.6,No precipitation,6,,,,
05.03.2020 02:00,-8.6,745.3,770.9,,94,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.5,,,2500 or more  or no clouds.,,,25.0,-9.4,No precipitation,12,,,,
04.03.2020 20:00,-4.2,744.4,769.9,1.7,89,Wind blowing from the west,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.5,,,1000-1500,,,5.0,-5.7,0.7,12,,,,
04.03.2020 17:00,-3.8,742.7,768.1,,85,Wind blowing from the west,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.5,,,,,,6.0,-6.0,0.3,6,,,,
04.03.2020 14:00,-2.0,741.5,766.8,,66,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.5,,,2500 or more  or no clouds.,,,7.0,-7.5,3.0,12,,,,
04.03.2020 08:00,-4.1,741.1,766.3,1.2,92,Wind blowing from the west,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,,-2.3,,,1000-1500,,,2.6,-5.2,4.0,12,,,,
04.03.2020 05:00,-4.2,739.9,765.1,,100,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-2.3,,,,,,1.8,-4.2,1.0,6,,,,
04.03.2020 02:00,-5.1,739.9,765.1,,100,Wind blowing from the east,1,,,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.3,,,2500 or more  or no clouds.,,,5.0,-5.1,1.0,12,,,,
03.03.2020 20:00,-3.0,741.7,767.2,-0.2,91,Wind blowing from the east,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.3,,,1000-1500,,,5.0,-4.3,0.1,12,,,,
03.03.2020 17:00,-2.8,741.9,767.6,,90,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.3,,,1000-1500,,,5.0,-4.2,0.1,6,,,,
03.03.2020 14:00,-2.5,743.3,769.0,-1.3,75,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.0,,,1000-1500,,,7.0,-6.3,No precipitation,12,,,,
03.03.2020 11:00,-4.3,744.6,770.3,,67,Wind blowing from the north-northeast,2,,5,100%., ,,,-14.6,-1.5,,,1000-1500,,,9.0,-9.5,No precipitation,6,,,,
03.03.2020 08:00,-8.7,745.7,771.4,-0.1,86,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-1.5,,,,,,10.0,-10.6,No precipitation,12,,,,
03.03.2020 05:00,-14.3,745.8,771.7,,95,Wind blowing from the east-northeast,1,,3,, ,,,-14.4,-1.5,,,,,,10.0,-14.9,No precipitation,6,,,,
03.03.2020 02:00,-12.4,746.7,772.5,,96,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-1.5,,,2500 or more  or no clouds.,,,7.0,-12.9,No precipitation,12,,,,
02.03.2020 20:00,-5.4,746.5,772.2,0.7,84,Wind blowing from the north-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.5,,,1000-1500,,,6.0,-7.7,No precipitation,12,,,,
02.03.2020 17:00,-2.8,745.8,771.4,,60,Wind blowing from the west,2,,6,70 – 80%., ,,,-12.1,-1.5,,,1000-1500,,,13.0,-9.5,No precipitation,6,,,,
02.03.2020 14:00,-2.1,745.2,770.7,-0.4,56,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,0.2,,,2500 or more  or no clouds.,,,12.0,-9.9,No precipitation,12,,,,
02.03.2020 11:00,-3.7,745.6,771.1,,62,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,-12.1,0.2,,,,,,9.0,-10.1,No precipitation,6,,,,
02.03.2020 08:00,-8.5,745.8,771.4,,88,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,0.2,,,1000-1500,,,12.0,-10.1,No precipitation,12,,,,
02.03.2020 05:00,-9.5,744.6,770.2,,94,Wind blowing from the west-southwest,2,,4,, ,,,-15.0,0.2,,,,,,16.0,-10.3,No precipitation,6,,,,
02.03.2020 02:00,-7.9,743.3,768.7,,86,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.2,,,2500 or more  or no clouds.,,,24.0,-9.8,No precipitation,12,,,,
01.03.2020 20:00,-3.1,742.0,767.7,0.8,64,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.2,,,1000-1500,,,11.0,-9.0,No precipitation,12,,,,
01.03.2020 17:00,-1.5,741.2,766.9,,58,Wind blowing from the west-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.2,,,1000-1500,,,6.0,-8.7,No precipitation,6,,,,
01.03.2020 14:00,-0.6,741.1,766.7,-1.4,51,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.6,,,2500 or more  or no clouds.,,,10.0,-9.7,No precipitation,12,,,,
