Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 17:00,6.0,691.4,759.7,,37,Wind blowing from the north,11,,25,20–30%., ,,,5.0,19.9,,,1500-2000,,,14.0,-7.6,No precipitation,6,,,,
18.03.2020 14:00,17.2,685.6,751.6,-0.6,12,Wind blowing from the west-northwest,11,,20,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.2,,,2500 or more  or no clouds.,,,29.0,-12.5,No precipitation,12,,,,
18.03.2020 11:00,16.4,686.2,751.9,,8,Wind blowing from the west-southwest,4,,8,70 – 80%., ,,,5.0,20.2,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,6,,,,
18.03.2020 08:00,8.7,687.9,754.2,-0.4,17,Wind blowing from the north,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,20.2,,,2500 or more  or no clouds.,,,15.0,-15.0,No precipitation,12,,,,
18.03.2020 05:00,6.0,688.3,754.6,,20,Wind blowing from the north-west,1,,11,, ,,,2.1,20.2,,,,,,30.0,-15.3,No precipitation,6,,,,
18.03.2020 02:00,7.7,689.5,755.8,-0.6,20,Wind blowing from the north-northeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,20.2,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
17.03.2020 23:00,11.9,690.1,756.7,,17,Wind blowing from the south,0,,12,, ,,,2.1,20.2,,,,,,30.0,-12.4,No precipitation,6,,,,
17.03.2020 20:00,16.0,690.4,757.2,0.0,12,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,20.2,,,,,,30.0,-13.4,No precipitation,12,,,,
17.03.2020 17:00,19.9,690.4,757.3,,9,Wind blowing from the north-west,4,,12,no clouds, ,,,2.1,20.2,,,,,,30.0,-13.9,No precipitation,6,,,,
17.03.2020 14:00,18.6,692.6,759.4,-2.6,10,Wind blowing from the north-west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,19.1,,,,,,30.0,-13.6,No precipitation,12,,,,
17.03.2020 11:00,12.7,695.2,762.6,,18,Wind blowing from the west-southwest,3,,8,no clouds, ,,,2.1,18.2,,,,,,30.0,-11.0,No precipitation,6,,,,
17.03.2020 08:00,6.7,695.9,763.7,0.5,24,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,18.2,,,,,,30.0,-12.4,No precipitation,12,,,,
17.03.2020 05:00,2.1,695.4,763.2,,35,Wind blowing from the west-northwest,0,,15,, ,,,-2.4,18.2,,,,,,30.0,-11.8,No precipitation,6,,,,
17.03.2020 02:00,5.9,695.6,762.9,-0.4,25,Wind blowing from the north-west,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,18.2,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
16.03.2020 23:00,9.5,696.0,764.0,,20,Wind blowing from the north-west,3,,17,, ,,,,18.2,,,,,,30.0,-12.3,No precipitation,6,,,,
16.03.2020 20:00,12.5,694.9,763.4,2.3,14,Wind blowing from the north-northwest,4,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,18.2,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
16.03.2020 17:00,16.6,692.6,760.5,,10,Wind blowing from the north-west,8,,17,no clouds, ,,,-2.4,18.2,,,,,,30.0,-15.1,No precipitation,6,,,,
16.03.2020 14:00,17.3,693.2,760.8,-2.9,9,Wind blowing from the north-west,8,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,17.8,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
16.03.2020 11:00,7.6,696.1,764.3,,38,Wind blowing from the west-southwest,1,,4,20–30%., ,,,-2.4,14.1,,,2500 or more  or no clouds.,,,19.0,-5.8,No precipitation,6,,,,
16.03.2020 08:00,0.3,697.3,766.6,,55,Wind blowing from the west-northwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,14.1,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
16.03.2020 05:00,-1.0,696.5,765.1,,58,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,30.0,-8.4,,,,,,
16.03.2020 02:00,1.5,696.5,765.1,,50,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,14.1,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
15.03.2020 23:00,8.5,696.7,764.8,,31,Wind blowing from the east-southeast,2,,13,, ,,,3.9,14.1,,,,,,30.0,-7.7,No precipitation,6,,,,
15.03.2020 20:00,7.1,696.3,765.1,0.8,33,Wind blowing from the east-northeast,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.1,,,,,,16.0,-8.1,No precipitation,12,,,,
15.03.2020 17:00,14.0,695.5,763.3,,21,Wind blowing from the north,3,,13,no clouds, ,,,3.9,14.1,,,,,,30.0,-8.0,No precipitation,6,,,,
15.03.2020 14:00,12.2,696.4,764.4,-1.8,26,Wind blowing from the north,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,12.5,,,1500-2000,,,30.0,-6.7,No precipitation,12,,,,
15.03.2020 11:00,8.4,698.2,766.8,,31,Wind blowing from the north-northwest,4,,10,10%  or less  but not 0, ,,,3.9,9.7,,,1500-2000,,,30.0,-7.7,No precipitation,6,,,,
15.03.2020 08:00,4.6,697.6,766.6,1.8,36,Wind blowing from the north-northwest,5,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.7,,,1500-2000,,,30.0,-9.5,No precipitation,12,,,,
15.03.2020 05:00,4.3,695.8,764.3,,30,Wind blowing from the west-northwest,4,,,, ,,,-1.8,9.7,,,,,,30.0,-11.7,No precipitation,6,,,,
15.03.2020 02:00,5.3,695.5,763.9,-0.3,25,Wind blowing from the west-northwest,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.7,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
14.03.2020 23:00,5.8,695.8,764.5,,23,Wind blowing from the north-west,5,,17,, ,,,,9.7,,,,,,30.0,-13.7,No precipitation,6,,,,
14.03.2020 20:00,7.0,695.8,765.0,0.9,21,Wind blowing from the west-northwest,5,,17,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.7,,,1500-2000,,,30.0,-13.8,No precipitation,12,,,,
14.03.2020 17:00,8.7,694.9,764.1,,18,Wind blowing from the north-west,9,,17,20–30%., ,,,-1.8,9.7,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,6,,,,
14.03.2020 14:00,8.4,695.6,764.7,,17,Wind blowing from the north-west,9,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,8.5,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
14.03.2020 08:00,1.1,697.3,766.9,0.7,22,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.1,,,,,,30.0,-18.3,No precipitation,12,,,,
14.03.2020 05:00,-1.4,696.6,766.3,,24,Wind blowing from the north-northwest,3,,13,, ,,,-8.4,7.1,,,,,,30.0,-19.4,No precipitation,6,,,,
14.03.2020 02:00,0.0,698.0,767.7,-0.8,20,Wind blowing from the north-northwest,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.1,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
13.03.2020 23:00,2.8,698.8,768.7,,16,Wind blowing from the north-west,4,,14,, ,,,,7.1,,,,,,30.0,-20.6,No precipitation,6,,,,
13.03.2020 20:00,4.3,698.9,769.8,0.1,13,Wind blowing from the north-west,2,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.1,,,1500-2000,,,30.0,-21.7,No precipitation,12,,,,
13.03.2020 17:00,6.5,698.8,769.3,,11,Wind blowing from the north-west,7,,14,20–30%., ,,,-8.4,7.1,,,1500-2000,,,30.0,-21.9,No precipitation,6,,,,
13.03.2020 14:00,5.8,700.0,770.2,,12,Wind blowing from the west-northwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,6.9,,,,,,30.0,-21.4,No precipitation,12,,,,
13.03.2020 11:00,2.2,703.2,774.0,,15,Wind blowing from the west,4,,10,no clouds, ,,,-8.4,6.9,,,,,,30.0,-21.8,No precipitation,6,,,,
13.03.2020 08:00,-6.5,704.1,775.9,0.4,39,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,6.9,,,,,,21.0,-18.2,No precipitation,12,,,,
13.03.2020 05:00,-6.5,703.7,775.0,,38,Wind blowing from the west-northwest,3,,11,, ,,,-6.8,6.9,,,,,,30.0,-18.5,No precipitation,6,,,,
13.03.2020 02:00,-3.2,704.1,774.7,1.4,27,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,6.9,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
12.03.2020 23:00,-1.0,702.7,773.1,,23,Wind blowing from the north,5,,13,, ,,,-1.0,6.9,,,,,,30.0,-19.5,No precipitation,6,,,,
12.03.2020 20:00,1.3,701.3,771.6,2.5,21,Wind blowing from the north,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.1,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
12.03.2020 17:00,5.2,698.8,768.2,,19,Wind blowing from the north-northwest,5,,13,, ,,,1.7,,,,,,,30.0,-16.6,No precipitation,6,,,,
12.03.2020 14:00,6.4,697.6,766.6,0.2,24,Wind blowing from the north-northwest,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,1500-2000,,,30.0,-12.7,No precipitation,12,,,,
12.03.2020 11:00,5.3,697.4,766.4,,27,Wind blowing from the north-northwest,7,,14,40%., ,,,1.7,,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,6,,,,
12.03.2020 08:00,2.6,696.0,765.0,2.6,38,Wind blowing from the north-northwest,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-10.3,No precipitation,12,,,,
12.03.2020 05:00,3.9,693.4,761.1,,33,Wind blowing from the north,8,,14,, ,,,-6.8,14.0,,,,,,30.0,-10.9,No precipitation,6,,,,
12.03.2020 02:00,4.8,691.6,759.3,1.0,30,Wind blowing from the north-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
11.03.2020 23:00,5.2,690.6,759.0,,29,Wind blowing from the east-southeast,1,,7,, ,,,,14.0,,,,,,19.0,-11.4,No precipitation,6,,,,
11.03.2020 20:00,6.7,689.8,759.1,1.0,24,Wind blowing from the north-east,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,14.0,,,2500 or more  or no clouds.,,,20.0,-12.4,No precipitation,12,,,,
11.03.2020 17:00,13.9,688.8,757.3,,14,Wind blowing from the west,5,,7,70 – 80%., ,,,-6.8,14.0,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
11.03.2020 14:00,11.4,689.9,758.7,-2.6,17,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,11.4,,,,,,29.0,-12.8,No precipitation,12,,,,
11.03.2020 11:00,4.9,692.5,762.0,,24,Wind blowing from the west,1,,3,no clouds, ,,,-6.8,6.0,,,,,,30.0,-14.0,No precipitation,6,,,,
11.03.2020 08:00,-4.4,693.1,763.6,0.3,49,Wind blowing from the north-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.0,,,2500 or more  or no clouds.,,,20.0,-13.5,No precipitation,12,,,,
11.03.2020 05:00,-6.1,692.8,762.8,,52,Wind blowing from the north-northwest,1,,8,, ,,,-6.1,6.0,,,,,,30.0,-14.4,No precipitation,6,,,,
11.03.2020 02:00,-4.7,694.0,764.2,-0.7,46,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.0,,,2500 or more  or no clouds.,,,16.0,-14.6,No precipitation,12,,,,
10.03.2020 23:00,-2.3,694.7,765.1,,37,Wind blowing from the north-northwest,1,,11,, ,,,-4.1,6.0,,,,,,14.0,-15.3,No precipitation,6,,,,
10.03.2020 20:00,0.5,694.5,765.1,,26,Wind blowing from the north-east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.0,,,,,,30.0,-16.8,No precipitation,12,,,,
10.03.2020 17:00,5.8,694.6,764.3,,16,Wind blowing from the north-west,4,,11,20–30%., ,,,-4.1,6.0,,,1500-2000,,,30.0,-18.1,No precipitation,6,,,,
10.03.2020 14:00,4.2,696.1,765.9,,17,Wind blowing from the north-west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.8,,,1500-2000,,,30.0,-18.7,No precipitation,12,,,,
10.03.2020 11:00,0.1,697.8,768.1,,25,Wind blowing from the north-west,5,,10,no clouds, ,,,-4.1,7.2,,,,,,30.0,-17.6,No precipitation,6,,,,
10.03.2020 08:00,-3.9,698.1,768.8,1.0,36,Wind blowing from the north-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.2,,,,,,30.0,-16.8,No precipitation,12,,,,
10.03.2020 05:00,-2.2,697.1,767.1,,31,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,30.0,-17.1,,,,,,
10.03.2020 02:00,-0.8,697.1,766.7,,29,Wind blowing from the north-west,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.2,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
09.03.2020 20:00,1.9,697.5,767.7,1.2,23,Wind blowing from the north-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.2,,,,,,30.0,-17.1,No precipitation,12,,,,
09.03.2020 17:00,5.1,696.3,765.7,,22,Wind blowing from the north-west,7,,13,70 – 80%., ,,,-0.5,7.2,,,1500-2000,,,30.0,-14.9,No precipitation,6,,,,
09.03.2020 14:00,6.6,696.6,765.8,-1.6,36,Wind blowing from the north-west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.2,,,1500-2000,,,30.0,-7.4,No precipitation,12,,,,
09.03.2020 11:00,3.9,698.2,767.8,,50,Wind blowing from the north,2,,12,90  or more  but not 100%, ,,,-0.5,4.3,,,1500-2000,,,30.0,-5.8,No precipitation,6,,,,
09.03.2020 08:00,-0.1,697.5,767.5,1.8,63,Wind blowing from the west-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.3,,,1500-2000,,,28.0,-6.3,Trace of precipitation,12,,,,
09.03.2020 05:00,1.3,695.7,765.4,,63,Wind blowing from the north-northwest,3,,10,, ,,,-2.5,4.3,,,,,,30.0,-5.0,No precipitation,6,,,,
09.03.2020 02:00,1.4,695.4,764.8,0.5,88,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,4.4,,,2500 or more  or no clouds.,,,13.0,-0.4,0.5,12,,,,
08.03.2020 23:00,2.7,694.9,764.3,,89,Wind blowing from the west,3,,6,, ,,,,5.5,,,,,,9.0,1.1,0.5,6,,,,
08.03.2020 20:00,3.6,694.0,763.7,1.8,86,Wind blowing from the west-northwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,6.2,,,1500-2000,,,2.0,1.5,0.5,12,,,,
08.03.2020 17:00,3.0,692.2,761.8,,82,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.3,,,1500-2000,,,2.2,0.2,No precipitation,6,,,,
08.03.2020 14:00,4.1,691.3,760.0,-1.4,73,Wind blowing from the south-west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.6,,,1500-2000,,,2.5,-0.3,No precipitation,12,,,,
08.03.2020 11:00,3.3,692.7,761.5,,75,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.6,,,1500-2000,,,2.6,-0.7,No precipitation,6,,,,
08.03.2020 08:00,-0.7,692.3,761.5,0.7,79,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.6,,,2500 or more  or no clouds.,,,4.9,-3.9,No precipitation,12,,,,
08.03.2020 05:00,-1.1,691.6,760.4,,75,Wind blowing from the east-northeast,1,,7,, ,,,-5.9,9.6,,,,,,8.0,-5.1,No precipitation,6,,,,
08.03.2020 02:00,4.4,692.4,760.7,0.4,54,Wind blowing from the east-southeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.6,,,2500 or more  or no clouds.,,,12.0,-4.1,No precipitation,12,,,,
07.03.2020 23:00,5.5,692.0,760.8,,50,Wind blowing from the east-southeast,4,,7,, ,,,-5.9,9.6,,,,,,14.0,-4.1,No precipitation,6,,,,
07.03.2020 20:00,6.2,691.7,761.4,-0.2,46,Wind blowing from the east-southeast,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.6,,,2500 or more  or no clouds.,,,28.0,-4.6,No precipitation,12,,,,
07.03.2020 17:00,9.3,691.9,761.2,,35,Wind blowing from the south-east,3,,6,20–30%., ,,,-5.9,9.6,,,2500 or more  or no clouds.,,,30.0,-5.4,No precipitation,6,,,,
07.03.2020 14:00,7.5,693.9,763.2,-1.9,41,Wind blowing from the south-southwest,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.6,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
07.03.2020 11:00,3.0,695.8,765.9,,54,Wind blowing from the west-southwest,1,,6,no clouds, ,,,-5.9,3.0,,,,,,26.0,-5.4,No precipitation,6,,,,
07.03.2020 08:00,-4.9,696.1,767.0,1.2,72,Wind blowing from the north-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,1.0,,,,,,28.0,-9.3,No precipitation,12,,,,
07.03.2020 05:00,-4.4,694.9,765.7,,72,Wind blowing from the north-northwest,3,,6,, ,,,-4.8,1.0,,,,,,30.0,-8.7,No precipitation,6,,,,
07.03.2020 02:00,-2.1,695.0,765.7,1.0,72,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,1.0,,,2500 or more  or no clouds.,,,30.0,-6.5,2.0,12,,,,
06.03.2020 23:00,-2.2,694.0,764.3,,91,Wind blowing from the east-southeast,0,,,,Mist. ,,,-4.8,1.0,,,,,,1.8,-3.5,1.0,6,,,,
06.03.2020 20:00,-0.1,693.1,763.5,1.4,94,Calm  no wind,0,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,2.7,,,2500 or more  or no clouds.,,,1.7,-0.9,3.0,12,,,,
06.03.2020 17:00,-0.3,691.7,762.1,,86,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.5,,,1500-2000,,,2.8,-2.4,2.0,6,,,,
06.03.2020 14:00,-1.6,691.6,762.0,-1.0,91,Wind blowing from the south-east,1,,4,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,7.3,,,1500-2000,,,0.7,-2.9,2.0,12,,,,
06.03.2020 11:00,0.6,692.6,762.5,,43,Wind blowing from the west,3,,4,100%., ,,,-4.8,7.3,,,1500-2000,,,10.0,-10.8,No precipitation,6,,,,
06.03.2020 08:00,-2.7,692.5,762.4,0.0,52,Wind blowing from the east,0,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.3,,,2500 or more  or no clouds.,,,12.0,-11.2,No precipitation,12,,,,
06.03.2020 05:00,-4.4,692.5,762.1,,55,Wind blowing from the north-northeast,1,,9,, ,,,-10.6,7.3,,,,,,19.0,-12.1,No precipitation,6,,,,
06.03.2020 02:00,-2.2,693.2,762.7,-0.7,47,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,7.3,,,2500 or more  or no clouds.,,,19.0,-12.0,No precipitation,12,,,,
05.03.2020 23:00,-0.5,693.9,764.1,,43,Wind blowing from the east-southeast,0,,9,, ,,,-10.6,7.3,,,,,,15.0,-11.8,No precipitation,6,,,,
05.03.2020 20:00,2.7,692.9,763.6,0.5,33,Wind blowing from the east-southeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,7.3,,,,,,19.0,-12.0,No precipitation,12,,,,
05.03.2020 17:00,6.5,692.4,762.7,,24,Wind blowing from the south-east,4,,9,, ,,,-10.6,7.3,,,,,,24.0,-12.6,No precipitation,6,,,,
05.03.2020 14:00,5.8,694.0,764.2,-3.2,21,Wind blowing from the south,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,5.8,,,2500 or more  or no clouds.,,,28.0,-14.8,No precipitation,12,,,,
05.03.2020 11:00,-0.4,697.2,768.4,,31,Wind blowing from the south,3,,4,70 – 80%., ,,,-10.6,2.2,,,2500 or more  or no clouds.,,,24.0,-15.5,No precipitation,6,,,,
05.03.2020 08:00,-8.4,698.4,770.5,-0.4,46,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,1500-2000,,,30.0,-18.0,No precipitation,12,,,,
05.03.2020 05:00,-9.8,698.8,770.5,,47,Wind blowing from the north-west,1,,4,, ,,,-10.6,2.2,,,,,,30.0,-19.0,No precipitation,6,,,,
05.03.2020 02:00,-6.1,699.8,771.2,-0.9,36,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
04.03.2020 23:00,-6.2,700.7,772.8,,37,Wind blowing from the north-northwest,1,,8,, ,,,-10.6,2.2,,,,,,8.0,-18.5,No precipitation,6,,,,
