Local time in Danzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 11:00,25.8,748.4,763.2,,70,Wind blowing from the south-southeast,2,,7,100%., ,,,22.1,26.3,,,600-1000,,,14.0,19.9,No precipitation,6,,,,
17.03.2020 08:00,22.7,748.2,763.0,,85,Wind blowing from the south-east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,26.3,,,600-1000,,,15.0,20.0,No precipitation,12,,,,
17.03.2020 05:00,22.5,746.4,761.2,,85,Wind blowing from the south-east,3,,8,, ,,,21.9,26.3,,,,,,16.0,19.9,No precipitation,6,,,,
17.03.2020 02:00,22.6,747.1,761.8,,85,Wind blowing from the south-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,26.3,,,2500 or more  or no clouds.,,,13.0,20.0,No precipitation,12,,,,
16.03.2020 23:00,23.0,748.0,762.7,,83,Wind blowing from the south-southeast,3,,10,, ,,,21.9,26.3,,,,,,14.0,20.0,No precipitation,6,,,,
16.03.2020 20:00,24.1,747.2,762.0,,78,Wind blowing from the south-southeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,26.3,,,600-1000,,,19.0,20.0,No precipitation,12,,,,
16.03.2020 17:00,25.3,745.9,760.6,,71,Wind blowing from the south-southeast,5,,10,100%., ,,,21.9,26.3,,,600-1000,,,21.0,19.7,No precipitation,6,,,,
16.03.2020 14:00,26.0,747.0,761.8,-1.6,71,Wind blowing from the south-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,26.1,,,600-1000,,,21.0,20.3,No precipitation,12,,,,
16.03.2020 11:00,24.4,748.6,763.5,,79,Wind blowing from the south-southeast,4,,,100%., ,,,21.3,24.4,,,600-1000,,,22.0,20.5,No precipitation,6,,,,
16.03.2020 08:00,22.1,747.8,762.7,,93,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,16.0,20.9,No precipitation,12,,,,
16.03.2020 05:00,22.3,746.2,760.9,,90,Wind blowing from the east-southeast,2,,8,, ,,,20.0,24.2,,,,,,16.0,20.6,No precipitation,6,,,,
16.03.2020 02:00,22.0,746.6,761.4,,91,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.2,,,2500 or more  or no clouds.,,,24.0,20.5,No precipitation,12,,,,
15.03.2020 23:00,22.2,748.0,762.9,,89,Wind blowing from the south-east,2,,10,, ,,,20.0,24.2,,,,,,23.0,20.3,No precipitation,6,,,,
15.03.2020 20:00,22.3,747.1,761.9,,87,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.2,,,600-1000,,,28.0,20.0,No precipitation,12,,,,
15.03.2020 17:00,23.7,745.7,760.6,,81,Wind blowing from the east-southeast,4,,10,90  or more  but not 100%, ,,,20.0,24.2,,,600-1000,,,30.0,20.2,No precipitation,6,,,,
15.03.2020 14:00,23.9,747.1,762.0,,78,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.9,,,600-1000,,,23.0,19.8,0.3,12,,,,
15.03.2020 11:00,21.4,750.0,765.0,,87,Wind blowing from the south-east,2,,8,90  or more  but not 100%, ,,,20.0,22.6,,,,,,9.0,19.1,0.1,6,,,,
15.03.2020 08:00,20.6,749.0,763.9,1.3,89,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,2500 or more  or no clouds.,,,11.0,18.7,0.6,12,,,,
15.03.2020 05:00,20.0,747.7,762.6,,96,Wind blowing from the east-northeast,1,,7,,Mist. ,,,20.0,23.1,,,,,,2.8,19.3,0.5,6,,,,
15.03.2020 02:00,20.1,748.3,763.3,,95,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,2500 or more  or no clouds.,,,17.0,19.3,0.3,12,,,,
14.03.2020 23:00,20.2,749.2,764.1,,94,Wind blowing from the east,2,,7,,Mist. ,,,20.2,24.6,,,,,,4.6,19.2,No precipitation,6,,,,
14.03.2020 20:00,20.5,747.4,762.2,1.2,93,Wind blowing from the east-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,20.4,26.1,,,300-600,,,15.0,19.3,0.4,12,,,,
14.03.2020 17:00,21.3,746.2,761.1,,93,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,21.1,,,,300-600,,,9.0,20.1,0.3,6,,,,
14.03.2020 14:00,21.3,746.8,761.5,-1.8,94,Wind blowing from the north-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,21.3,,,,300-600,,,3.4,20.3,0.5,12,,,,
14.03.2020 11:00,22.3,748.6,763.4,,98,Wind blowing from the north-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,22.2,,,,300-600,,,0.5,22.0,0.2,6,,,,
14.03.2020 08:00,23.1,747.7,762.4,,98,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,22.7,,,,300-600,,,1.6,22.8,0.1,12,,,,
14.03.2020 05:00,22.7,745.7,760.3,,95,Wind blowing from the north,1,,6,,Mist. ,,,22.4,35.7,,,,,,1.8,21.9,No precipitation,6,,,,
14.03.2020 02:00,23.9,745.6,760.0,,88,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,35.7,,,2500 or more  or no clouds.,,,11.0,21.8,No precipitation,12,,,,
13.03.2020 23:00,24.6,746.2,760.8,,85,Wind blowing from the west-southwest,1,,8,, ,,,22.4,35.7,,,,,,10.0,21.9,No precipitation,6,,,,
13.03.2020 20:00,26.1,745.1,759.7,1.4,77,Wind blowing from the north-northwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,35.7,,,2500 or more  or no clouds.,,,17.0,21.8,No precipitation,12,,,,
13.03.2020 17:00,29.5,743.7,758.2,,53,Wind blowing from the north-northwest,2,,8,10%  or less  but not 0, ,,,22.4,35.7,,,2500 or more  or no clouds.,,,28.0,18.9,No precipitation,6,,,,
13.03.2020 14:00,35.4,743.7,758.1,,44,Wind blowing from the north,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,35.7,,,2500 or more  or no clouds.,,,19.0,21.3,No precipitation,12,,,,
13.03.2020 11:00,30.8,745.9,760.4,,54,Wind blowing from the north,1,,6,10%  or less  but not 0, ,,,22.4,34.1,,,2500 or more  or no clouds.,,,19.0,20.4,No precipitation,6,,,,
13.03.2020 08:00,24.0,745.5,760.1,1.5,75,Wind blowing from the north-west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,,,,2500 or more  or no clouds.,,,24.0,19.3,No precipitation,12,,,,
13.03.2020 05:00,24.3,744.0,758.5,,70,Wind blowing from the south-west,2,,6,, ,,,21.2,34.1,,,,,,30.0,18.5,No precipitation,6,,,,
13.03.2020 02:00,25.6,744.0,758.4,-0.5,64,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,34.1,,,2500 or more  or no clouds.,,,30.0,18.3,No precipitation,12,,,,
12.03.2020 23:00,26.2,744.5,759.1,,67,Wind blowing from the south,2,,6,, ,,,21.2,34.1,,,,,,30.0,19.6,No precipitation,6,,,,
12.03.2020 20:00,26.9,743.6,758.2,,68,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,34.1,,,2500 or more  or no clouds.,,,30.0,20.5,No precipitation,12,,,,
12.03.2020 17:00,32.0,742.6,757.0,,55,Wind blowing from the north,2,,6,no clouds, ,,,21.2,34.1,,,,,,30.0,21.8,No precipitation,6,,,,
12.03.2020 14:00,32.6,743.8,758.2,-2.2,49,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,32.7,,,,,,30.0,20.5,No precipitation,12,,,,
12.03.2020 11:00,28.5,746.0,760.6,,60,Wind blowing from the north-west,1,,5,no clouds, ,,,21.2,28.8,,,,,,30.0,20.0,No precipitation,6,,,,
12.03.2020 08:00,22.1,745.6,760.3,1.5,91,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,28.3,,,,,,19.0,20.6,No precipitation,12,,,,
12.03.2020 05:00,22.4,744.1,758.8,,89,Wind blowing from the south-southeast,1,,5,, ,,,20.5,28.3,,,,,,22.0,20.5,No precipitation,6,,,,
12.03.2020 02:00,23.1,745.0,759.7,,88,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.3,,,2500 or more  or no clouds.,,,20.0,21.0,No precipitation,12,,,,
11.03.2020 23:00,24.0,745.9,760.6,,84,Wind blowing from the south-southeast,2,,10,, ,,,20.1,28.3,,,,,,21.0,21.1,No precipitation,6,,,,
11.03.2020 20:00,25.7,744.8,759.5,0.8,77,Wind blowing from the south-east,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.3,,,600-1000,,,25.0,21.4,No precipitation,12,,,,
11.03.2020 17:00,27.6,744.0,758.7,,68,Wind blowing from the east-southeast,2,,10,90  or more  but not 100%, ,,,20.1,28.3,,,600-1000,,,30.0,21.2,No precipitation,6,,,,
11.03.2020 14:00,26.8,745.5,760.3,-1.8,69,Wind blowing from the east-southeast,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,27.2,,,600-1000,,,23.0,20.6,No precipitation,12,,,,
11.03.2020 11:00,24.5,747.3,762.1,,76,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,20.1,25.0,,,600-1000,,,30.0,20.0,No precipitation,6,,,,
11.03.2020 08:00,21.3,747.1,762.0,,84,Wind blowing from the south-east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,600-1000,,,16.0,18.5,No precipitation,12,,,,
11.03.2020 05:00,20.5,745.8,760.6,,87,Wind blowing from the south-east,3,,8,, ,,,20.1,24.4,,,,,,10.0,18.3,No precipitation,6,,,,
11.03.2020 02:00,20.2,746.3,761.2,-0.9,86,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.5,,,2500 or more  or no clouds.,,,9.0,17.8,No precipitation,12,,,,
10.03.2020 23:00,20.8,747.2,762.1,,79,Wind blowing from the south-east,2,,8,, ,,,20.8,25.0,,,,,,11.0,17.0,No precipitation,6,,,,
10.03.2020 20:00,21.0,745.8,760.6,,78,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.6,,,600-1000,,,15.0,17.0,Trace of precipitation,12,,,,
10.03.2020 17:00,22.3,744.5,759.3,,74,Wind blowing from the east,2,,8,100%., ,,,22.2,,,,600-1000,,,18.0,17.4,No precipitation,6,,,,
10.03.2020 14:00,23.7,744.7,759.4,,81,Wind blowing from the east-northeast,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,,,,300-600,,,9.0,20.2,Trace of precipitation,12,,,,
10.03.2020 11:00,23.5,745.9,760.6,,90,Wind blowing from the east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,600-1000,,,6.0,21.8,No precipitation,6,,,,
10.03.2020 08:00,24.3,744.1,758.8,,80,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,9.0,20.6,No precipitation,12,,,,
10.03.2020 05:00,23.2,741.8,756.2,,83,Calm  no wind,0,,,, ,,,23.2,37.0,,,,,,13.0,20.2,No precipitation,6,,,,
10.03.2020 02:00,24.5,741.5,755.8,,78,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.5,37.0,,,2500 or more  or no clouds.,,,15.0,20.4,No precipitation,12,,,,
09.03.2020 20:00,27.6,739.8,754.3,2.0,65,Wind blowing from the east-northeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,37.0,,,,,,20.0,20.4,No precipitation,12,,,,
09.03.2020 17:00,34.0,737.8,752.0,,41,Wind blowing from the north,3,,10,10%  or less  but not 0, ,,,25.0,37.0,,,2500 or more  or no clouds.,,,23.0,18.9,No precipitation,6,,,,
09.03.2020 14:00,37.0,738.3,752.5,-2.0,29,Wind blowing from the west,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,37.0,,,600-1000,,,27.0,16.0,No precipitation,12,,,,
09.03.2020 11:00,34.1,740.3,754.6,,36,Wind blowing from the south-west,1,,6,no clouds, ,,,25.0,35.4,,,,,,22.0,16.9,No precipitation,6,,,,
09.03.2020 08:00,26.9,739.7,754.1,1.3,59,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,,,,,,,25.0,18.2,No precipitation,12,,,,
09.03.2020 05:00,25.6,738.4,752.6,,62,Wind blowing from the south-southwest,2,,6,, ,,,21.4,35.4,,,,,,30.0,17.8,No precipitation,6,,,,
09.03.2020 02:00,25.4,739.2,753.5,,64,Wind blowing from the south-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,35.4,,,2500 or more  or no clouds.,,,30.0,18.1,No precipitation,12,,,,
08.03.2020 23:00,26.4,739.9,754.3,,64,Wind blowing from the south-southwest,2,,8,, ,,,21.4,35.4,,,,,,30.0,19.0,No precipitation,6,,,,
08.03.2020 20:00,29.3,738.7,753.1,0.7,55,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,35.4,,,,,,30.0,19.3,No precipitation,12,,,,
08.03.2020 17:00,34.7,738.0,752.4,,34,Wind blowing from the west,3,,8,no clouds, ,,,21.4,35.4,,,,,,28.0,16.5,No precipitation,6,,,,
08.03.2020 14:00,35.1,739.5,753.9,-3.1,32,Wind blowing from the west-northwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,35.1,,,600-1000,,,28.0,15.9,No precipitation,12,,,,
08.03.2020 11:00,30.4,742.6,757.1,,48,Wind blowing from the south-west,2,,5,10%  or less  but not 0, ,,,21.4,33.5,,,2500 or more  or no clouds.,,,30.0,18.2,No precipitation,6,,,,
08.03.2020 08:00,22.4,742.3,757.0,,81,Wind blowing from the south-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,,,,2500 or more  or no clouds.,,,28.0,19.0,No precipitation,12,,,,
08.03.2020 05:00,21.6,741.4,755.9,,89,Wind blowing from the south-southwest,1,,6,, ,,,21.1,33.5,,,,,,25.0,19.7,No precipitation,6,,,,
08.03.2020 02:00,22.1,742.3,756.8,-1.5,87,Wind blowing from the south-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,33.5,,,2500 or more  or no clouds.,,,26.0,19.8,No precipitation,12,,,,
07.03.2020 23:00,23.1,743.8,758.5,,83,Wind blowing from the south,1,,7,, ,,,21.1,33.5,,,,,,27.0,20.1,No precipitation,6,,,,
07.03.2020 20:00,24.7,742.9,757.6,,73,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,33.5,,,600-1000,,,30.0,19.5,No precipitation,12,,,,
07.03.2020 17:00,29.4,741.7,756.3,,60,Calm  no wind,0,,,10%  or less  but not 0, ,,,21.1,33.5,,,1000-1500,,,30.0,20.8,No precipitation,6,,,,
07.03.2020 14:00,31.3,743.0,757.6,-2.8,48,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,31.6,,,,,,30.0,19.0,0.5,12,,,,
07.03.2020 11:00,27.5,745.8,760.4,,64,Wind blowing from the south-southeast,1,,4,10%  or less  but not 0, ,,,21.1,28.3,,,600-1000,,,30.0,20.1,0.5,6,,,,
07.03.2020 08:00,21.3,745.9,760.7,1.2,97,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,600-1000,,,4.8,20.8,0.5,12,,,,
07.03.2020 05:00,21.4,744.7,759.4,,96,Wind blowing from the north-east,1,,5,,Mist. ,,,20.6,28.3,,,,,,5.0,20.7,No precipitation,6,,,,
07.03.2020 02:00,22.3,744.7,759.4,-1.0,91,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.3,,,2500 or more  or no clouds.,,,27.0,20.8,No precipitation,12,,,,
06.03.2020 23:00,22.9,745.7,760.4,,86,Wind blowing from the south,1,,6,, ,,,19.8,28.3,,,,,,25.0,20.4,No precipitation,6,,,,
06.03.2020 20:00,23.7,745.4,760.2,1.0,82,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,28.3,,,600-1000,,,30.0,20.4,No precipitation,12,,,,
06.03.2020 17:00,26.9,744.4,759.1,,71,Wind blowing from the north-west,2,,7,90  or more  but not 100%, ,,,19.6,28.3,,,600-1000,,,30.0,21.2,No precipitation,6,,,,
06.03.2020 14:00,26.9,745.6,760.3,-1.9,66,Wind blowing from the south-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,27.2,,,600-1000,,,30.0,20.0,No precipitation,12,,,,
06.03.2020 11:00,25.3,747.5,762.4,,75,Wind blowing from the south-southeast,2,,7,70 – 80%., ,,,19.6,25.4,,,600-1000,,,30.0,20.6,No precipitation,6,,,,
06.03.2020 08:00,20.8,747.2,762.1,,95,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,21.7,,,600-1000,,,16.0,20.0,2.0,12,,,,
06.03.2020 05:00,20.6,746.0,760.9,,95,Wind blowing from the south,1,,4,, ,,,18.3,21.7,,,,,,23.0,19.8,0.6,6,,,,
06.03.2020 02:00,20.1,747.0,761.9,-1.0,97,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,19.6,2.0,12,,,,
05.03.2020 23:00,19.8,748.0,763.0,,97,Wind blowing from the east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,,,,,,,,6.0,19.3,1.0,6,,,,
05.03.2020 20:00,19.7,747.1,762.1,,96,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.7,,,600-1000,,,2.1,19.0,2.0,12,,,,
05.03.2020 17:00,20.3,746.3,761.3,,94,Wind blowing from the east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.7,,,600-1000,,,2.8,19.3,1.0,6,,,,
05.03.2020 14:00,19.7,747.1,762.1,-2.7,96,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,600-1000,,,3.9,19.0,3.0,12,,,,
05.03.2020 11:00,19.6,749.8,764.8,,96,Wind blowing from the south-east,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,600-1000,,,2.8,18.9,0.2,6,,,,
05.03.2020 08:00,18.7,748.6,763.7,,95,Wind blowing from the east-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,600-1000,,,13.0,17.9,3.0,12,,,,
05.03.2020 05:00,18.3,747.7,762.7,,96,Wind blowing from the east,2,,9,,Rain (not freezing) not falling as shower(s). ,,,18.3,,,,,,,5.0,17.7,2.0,6,,,,
05.03.2020 02:00,18.5,748.2,763.0,,93,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.5,,,2500 or more  or no clouds.,,,29.0,17.3,32.0,12,,,,
04.03.2020 23:00,18.7,748.9,763.7,,95,Wind blowing from the east,2,,8,, ,,,18.3,27.5,,,,,,16.0,17.9,25.0,6,,,,
04.03.2020 20:00,18.6,747.7,762.7,1.6,94,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,27.5,,,300-600,,,30.0,17.6,31.0,12,,,,
04.03.2020 17:00,19.7,746.1,761.0,,95,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,29.1,,,2500 or more  or no clouds.,,,3.8,18.9,7.0,6,,,,
04.03.2020 14:00,27.1,746.1,760.8,,56,Wind blowing from the south-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,30.3,,,2500 or more  or no clouds.,,,30.0,17.6,No precipitation,12,,,,
04.03.2020 11:00,26.1,747.8,762.5,,60,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,20.6,30.3,,,600-1000,,,30.0,17.7,No precipitation,6,,,,
04.03.2020 08:00,21.3,746.7,761.5,1.1,87,Wind blowing from the south-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,30.3,,,2500 or more  or no clouds.,,,22.0,19.0,No precipitation,12,,,,
04.03.2020 05:00,21.0,745.6,760.3,,85,Wind blowing from the east-southeast,2,,8,, ,,,20.9,30.3,,,,,,25.0,18.4,No precipitation,6,,,,
04.03.2020 02:00,22.0,746.4,761.0,,80,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,30.3,,,2500 or more  or no clouds.,,,26.0,18.4,No precipitation,12,,,,
03.03.2020 23:00,22.9,746.5,761.2,,77,Wind blowing from the south-southeast,3,,,, ,,,21.0,30.3,,,,,,26.0,18.7,No precipitation,6,,,,
03.03.2020 20:00,24.7,745.3,760.1,,68,Wind blowing from the south-east,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,30.3,,,600-1000,,,30.0,18.4,No precipitation,12,,,,
03.03.2020 17:00,29.2,744.0,758.6,,50,Wind blowing from the east-southeast,3,,9,40%., ,,,21.0,30.3,,,600-1000,,,30.0,17.7,No precipitation,6,,,,
03.03.2020 14:00,29.2,745.7,760.3,-2.3,48,Wind blowing from the south-east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,30.4,,,600-1000,,,30.0,17.1,No precipitation,12,,,,
03.03.2020 11:00,26.4,748.0,762.7,,60,Wind blowing from the south-southeast,4,,9,10%  or less  but not 0, ,,,21.0,30.4,,,600-1000,,,30.0,18.0,No precipitation,6,,,,
