Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 05:00,-1.7,725.3,749.5,,51,Calm  no wind,0,,,, ,,,-1.7,11.3,,,,,,18.0,-10.5,No precipitation,6,,,,
18.03.2020 02:00,4.8,728.1,752.0,-2.5,33,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,11.3,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
17.03.2020 23:00,2.8,730.6,754.8,,34,Wind blowing from the west-southwest,1,,,, ,,,1.8,11.3,,,,,,7.0,-11.5,No precipitation,6,,,,
17.03.2020 20:00,4.2,732.4,756.7,-0.6,33,Wind blowing from the south-southwest,1,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.3,,,2500 or more  or no clouds.,,,7.0,-10.6,No precipitation,12,,,,
17.03.2020 17:00,9.8,733.0,757.3,,19,Wind blowing from the west,4,,,50%., ,,,0.7,11.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
17.03.2020 14:00,10.4,733.3,757.4,-0.8,17,Wind blowing from the north-west,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.7,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
17.03.2020 11:00,9.1,734.1,758.3,,25,Wind blowing from the west-northwest,6,,12,10%  or less  but not 0, ,,,0.7,9.3,,,1000-1500,,,30.0,-9.9,No precipitation,6,,,,
17.03.2020 08:00,5.2,733.9,758.3,,43,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,,,,30.0,-6.4,No precipitation,12,,,,
17.03.2020 05:00,2.4,732.7,757.0,,50,Wind blowing from the west,3,,10,, ,,,,7.7,,,,,,30.0,-7.0,No precipitation,6,,,,
17.03.2020 02:00,3.5,732.4,756.7,,57,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
16.03.2020 23:00,3.6,733.2,757.7,,59,Wind blowing from the west-northwest,2,,,, ,,,,7.7,,,,,,30.0,-3.7,No precipitation,6,,,,
16.03.2020 20:00,1.3,733.6,758.5,,77,Wind blowing from the north-west,1,,10,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,7.7,,,,,,6.0,-2.3,Trace of precipitation,12,,,,
16.03.2020 17:00,6.9,732.6,757.5,,43,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%, ,,,-11.1,7.7,,,2500 or more  or no clouds.,,,20.0,-4.8,No precipitation,6,,,,
16.03.2020 14:00,5.2,732.4,757.3,-1.8,18,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,5.5,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
16.03.2020 11:00,1.9,734.2,759.2,,19,Wind blowing from the south,2,,4,20–30%., ,,,-11.1,1.9,,,2500 or more  or no clouds.,,,25.0,-19.3,No precipitation,6,,,,
16.03.2020 08:00,-6.3,736.7,762.1,,32,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.5,,,2500 or more  or no clouds.,,,13.0,-20.3,No precipitation,12,,,,
16.03.2020 05:00,-10.2,738.4,763.9,,37,Wind blowing from the north-west,1,,5,, ,,,-10.2,0.5,,,,,,18.0,-22.1,No precipitation,6,,,,
16.03.2020 02:00,-8.9,741.1,766.6,,33,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,0.5,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
15.03.2020 23:00,-6.4,742.5,768.0,,27,Wind blowing from the west-northwest,1,,,, ,,,-7.8,0.5,,,,,,30.0,-22.3,No precipitation,6,,,,
15.03.2020 20:00,-3.3,743.6,769.1,,19,Wind blowing from the south,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.1,,,,,,24.0,-23.7,No precipitation,12,,,,
15.03.2020 17:00,0.1,742.8,768.1,,16,Wind blowing from the north-northwest,1,,11,no clouds, ,,,-7.8,3.7,,,,,,30.0,-22.8,No precipitation,6,,,,
15.03.2020 14:00,-0.6,743.1,768.3,,16,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,5.6,,,,,,30.0,-23.3,No precipitation,12,,,,
15.03.2020 11:00,-2.5,743.2,768.4,,16,Wind blowing from the north-northwest,4,,11,no clouds, ,,,-7.8,6.2,,,,,,30.0,-24.9,No precipitation,6,,,,
15.03.2020 08:00,-5.1,742.2,767.5,2.9,48,Wind blowing from the north-east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.2,,,,,,25.0,-14.4,No precipitation,12,,,,
15.03.2020 05:00,-6.5,739.3,764.5,,56,Wind blowing from the north-east,1,,13,, ,,,-6.5,6.2,,,,,,30.0,-14.0,No precipitation,6,,,,
15.03.2020 02:00,-1.8,736.4,761.2,,40,Wind blowing from the north-west,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.2,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
14.03.2020 23:00,-0.3,735.1,759.7,,37,Wind blowing from the north-west,3,,,, ,,,-4.4,6.2,,,,,,30.0,-13.2,No precipitation,6,,,,
14.03.2020 20:00,1.0,734.5,759.2,1.0,36,Wind blowing from the west-northwest,3,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.2,,,1000-1500,,,30.0,-12.7,No precipitation,12,,,,
14.03.2020 17:00,3.7,733.5,758.2,,23,Wind blowing from the north-west,5,,16,20–30%., ,,,-4.4,6.2,,,1000-1500,,,30.0,-15.5,No precipitation,6,,,,
14.03.2020 14:00,5.0,733.2,757.9,-0.7,25,Wind blowing from the north-west,7,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.2,,,1000-1500,,,23.0,-13.4,No precipitation,12,,,,
14.03.2020 11:00,5.2,733.9,758.5,,26,Wind blowing from the west-northwest,6,,11,60%., ,,,-4.4,5.6,,,1000-1500,,,30.0,-12.7,No precipitation,6,,,,
14.03.2020 08:00,-0.1,735.1,759.9,,47,Wind blowing from the west-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.4,,,,,,30.0,-10.3,No precipitation,12,,,,
14.03.2020 05:00,-3.4,735.5,760.3,,54,Wind blowing from the west-northwest,2,,7,, ,,,-8.8,4.4,,,,,,30.0,-11.4,No precipitation,6,,,,
14.03.2020 02:00,-3.2,737.0,761.8,,51,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.4,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
13.03.2020 23:00,-2.3,737.8,762.7,,40,Wind blowing from the west,2,,,, ,,,-8.8,4.4,,,,,,30.0,-14.1,No precipitation,6,,,,
13.03.2020 20:00,-0.4,738.7,763.8,0.1,33,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.4,,,,,,11.0,-14.7,No precipitation,12,,,,
13.03.2020 17:00,4.0,738.6,763.6,,21,Wind blowing from the west,4,,10,20–30%., ,,,-8.8,4.4,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,6,,,,
13.03.2020 14:00,4.2,739.4,764.5,,17,Wind blowing from the west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.2,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
13.03.2020 11:00,1.9,742.0,767.3,,23,Wind blowing from the west-southwest,4,,10,60%., ,,,-8.8,1.9,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,6,,,,
13.03.2020 08:00,-4.1,744.0,769.6,-0.1,37,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.4,,,,,,14.0,-16.6,No precipitation,12,,,,
13.03.2020 05:00,-6.7,744.1,769.6,,43,Wind blowing from the west-northwest,2,,11,, ,,,-7.9,-1.4,,,,,,30.0,-17.2,No precipitation,6,,,,
13.03.2020 02:00,-7.7,744.4,770.0,-0.1,43,Wind blowing from the west,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.1,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
12.03.2020 23:00,-6.7,744.5,770.0,,35,Wind blowing from the west,4,,,, ,,,-7.9,-0.1,,,,,,30.0,-19.6,No precipitation,6,,,,
12.03.2020 20:00,-5.4,745.1,770.6,,29,Wind blowing from the west-northwest,3,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,2.1,,,,,,30.0,-20.6,No precipitation,12,,,,
12.03.2020 17:00,-3.2,742.8,768.1,,20,Wind blowing from the north-west,5,,20,no clouds, ,,,-3.9,,,,,,,30.0,-23.0,No precipitation,6,,,,
12.03.2020 14:00,-2.2,741.3,766.5,0.2,11,Wind blowing from the west-northwest,6,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,,,,17.0,-28.8,No precipitation,12,,,,
12.03.2020 11:00,-1.7,741.1,766.3,,14,Wind blowing from the west-northwest,7,,16,no clouds, ,,,-3.9,,,,,,,15.0,-25.7,No precipitation,6,,,,
12.03.2020 08:00,-2.4,739.7,764.7,2.8,35,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.7,,,,,,26.0,-15.8,No precipitation,12,,,,
12.03.2020 05:00,-2.0,736.9,761.6,,41,Wind blowing from the west,3,,8,, ,,,-10.0,6.7,,,,,,30.0,-13.5,No precipitation,6,,,,
12.03.2020 02:00,-1.1,735.8,760.5,0.8,42,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,6.7,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
11.03.2020 23:00,-1.0,735.0,759.7,,44,Wind blowing from the west-northwest,2,,,, ,,,-10.0,6.7,,,,,,30.0,-11.7,No precipitation,6,,,,
11.03.2020 20:00,2.2,733.2,758.2,,28,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,6.7,,,,,,30.0,-14.4,No precipitation,12,,,,
11.03.2020 17:00,6.2,731.7,756.5,,20,Wind blowing from the south-west,2,,9,20–30%., ,,,-10.0,6.7,,,2500 or more  or no clouds.,,,29.0,-15.1,No precipitation,6,,,,
11.03.2020 14:00,5.5,732.7,757.5,,24,Wind blowing from the south-west,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.5,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
11.03.2020 11:00,1.8,735.0,760.0,,31,Wind blowing from the south-southeast,3,,5,40%., ,,,-10.0,1.8,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,6,,,,
11.03.2020 08:00,-7.4,736.5,761.8,,56,Wind blowing from the west-northwest,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.5,,,2500 or more  or no clouds.,,,13.0,-14.7,No precipitation,12,,,,
11.03.2020 05:00,-9.1,736.9,762.2,,62,Wind blowing from the west-northwest,2,,11,, ,,,-9.2,1.5,,,,,,30.0,-15.2,No precipitation,6,,,,
11.03.2020 02:00,-7.8,737.8,763.0,-0.3,57,Wind blowing from the north-west,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.5,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
10.03.2020 23:00,-4.5,738.1,763.3,,49,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,30.0,-13.8,,,,,,
10.03.2020 20:00,-3.2,738.1,763.4,,40,Wind blowing from the north-west,3,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.5,,,,,,30.0,-14.9,No precipitation,12,,,,
10.03.2020 17:00,-0.5,736.9,762.1,,28,Wind blowing from the west-northwest,5,,17,10%  or less  but not 0, ,,,-8.9,2.4,,,1000-1500,,,30.0,-16.8,No precipitation,6,,,,
10.03.2020 14:00,0.6,736.0,761.2,,27,Wind blowing from the west-northwest,7,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.6,,,1000-1500,,,25.0,-16.3,No precipitation,12,,,,
10.03.2020 11:00,0.0,736.3,761.4,,33,Wind blowing from the west-northwest,5,,13,20–30%., ,,,-8.9,3.6,,,1000-1500,,,23.0,-14.4,No precipitation,6,,,,
10.03.2020 08:00,-3.9,736.6,761.8,,43,Wind blowing from the west-northwest,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.6,,,1000-1500,,,29.0,-14.9,No precipitation,12,,,,
10.03.2020 05:00,-8.4,736.4,761.5,,52,Wind blowing from the west-northwest,1,,3,, ,,,-8.9,3.6,,,,,,27.0,-16.7,No precipitation,6,,,,
10.03.2020 02:00,-7.4,738.3,763.4,,42,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,3.6,,,2500 or more  or no clouds.,,,16.0,-18.1,No precipitation,12,,,,
09.03.2020 20:00,-1.9,741.1,766.4,-0.3,25,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,3.6,,,2500 or more  or no clouds.,,,7.0,-19.3,No precipitation,12,,,,
09.03.2020 17:00,2.4,741.4,766.6,,21,Wind blowing from the south-west,2,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.3,,,2500 or more  or no clouds.,,,5.0,-17.7,No precipitation,6,,,,
09.03.2020 14:00,3.1,742.3,767.3,-1.8,17,Wind blowing from the south-southeast,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.4,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
09.03.2020 11:00,1.6,744.1,769.1,,19,Wind blowing from the east,2,,6,20–30%., ,,,-4.5,6.4,,,2500 or more  or no clouds.,,,19.0,-19.6,No precipitation,6,,,,
09.03.2020 08:00,-3.5,744.1,769.3,0.7,33,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.4,,,2500 or more  or no clouds.,,,16.0,-17.5,No precipitation,12,,,,
09.03.2020 05:00,-4.0,743.4,768.4,,38,Wind blowing from the north-northwest,2,,6,, ,,,-5.8,6.4,,,,,,30.0,-16.2,No precipitation,6,,,,
09.03.2020 02:00,-2.2,742.3,767.2,,33,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.4,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
08.03.2020 23:00,0.2,740.6,765.5,,36,Wind blowing from the north-west,2,,,, ,,,-5.8,6.4,,,,,,30.0,-13.1,No precipitation,6,,,,
08.03.2020 20:00,2.4,739.3,764.3,2.7,50,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,6.4,,,2500 or more  or no clouds.,,,8.0,-7.0,No precipitation,12,,,,
08.03.2020 17:00,4.3,736.6,761.5,,52,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%, ,,,-5.8,6.4,,,2500 or more  or no clouds.,,,7.0,-4.7,No precipitation,6,,,,
08.03.2020 14:00,6.0,735.1,759.8,-0.1,43,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.7,,,2500 or more  or no clouds.,,,11.0,-5.9,No precipitation,12,,,,
08.03.2020 11:00,2.3,735.2,760.0,,55,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.7,,,2500 or more  or no clouds.,,,6.0,-6.0,No precipitation,6,,,,
08.03.2020 08:00,-3.3,734.4,759.3,,67,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.7,,,2500 or more  or no clouds.,,,4.2,-8.7,No precipitation,12,,,,
08.03.2020 05:00,-5.1,734.1,758.8,,72,Wind blowing from the north-west,1,,5,, ,,,-9.6,7.7,,,,,,10.0,-9.4,No precipitation,6,,,,
08.03.2020 02:00,-3.9,735.1,759.7,-0.7,71,Wind blowing from the east-northeast,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,7.7,,,2500 or more  or no clouds.,,,4.8,-8.4,No precipitation,12,,,,
07.03.2020 23:00,-3.0,735.8,760.6,,66,Wind blowing from the west-northwest,1,,,,Haze. ,,,-9.6,7.7,,,,,,3.2,-8.5,No precipitation,6,,,,
07.03.2020 20:00,1.7,736.0,761.0,,52,Wind blowing from the south,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,7.7,,,2500 or more  or no clouds.,,,10.0,-7.1,No precipitation,12,,,,
07.03.2020 17:00,5.3,735.7,760.7,,41,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%, ,,,-9.6,7.7,,,2500 or more  or no clouds.,,,9.0,-6.9,No precipitation,6,,,,
07.03.2020 14:00,6.8,736.7,761.5,-1.4,29,Wind blowing from the south-southwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,7.0,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
07.03.2020 11:00,3.6,738.1,763.1,,34,Wind blowing from the south-southwest,4,,6,no clouds, ,,,-9.6,3.8,,,,,,30.0,-10.8,No precipitation,6,,,,
07.03.2020 08:00,-5.8,739.0,764.4,0.6,60,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.7,,,2500 or more  or no clouds.,,,7.0,-12.5,No precipitation,12,,,,
07.03.2020 05:00,-9.3,738.4,763.8,,72,Wind blowing from the west-southwest,1,,4,, ,,,-9.3,1.7,,,,,,8.0,-13.4,No precipitation,6,,,,
07.03.2020 02:00,-6.2,738.1,763.3,0.3,75,Wind blowing from the west-northwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.7,,,2500 or more  or no clouds.,,,5.0,-9.9,No precipitation,12,,,,
06.03.2020 23:00,-4.7,737.8,763.0,,72,Wind blowing from the north,1,,,,Haze. ,,,-8.3,1.7,,,,,,5.0,-9.0,No precipitation,6,,,,
06.03.2020 20:00,-2.2,737.5,762.8,1.5,63,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.7,,,2500 or more  or no clouds.,,,5.0,-8.3,No precipitation,12,,,,
06.03.2020 17:00,0.2,736.0,761.2,,55,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-8.3,1.7,,,2500 or more  or no clouds.,,,7.0,-7.8,No precipitation,6,,,,
06.03.2020 14:00,1.1,735.4,760.5,-0.6,52,Wind blowing from the east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.6,,,2500 or more  or no clouds.,,,7.0,-7.7,No precipitation,12,,,,
06.03.2020 11:00,-1.3,736.0,761.2,,64,Wind blowing from the east-northeast,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.9,,,2500 or more  or no clouds.,,,4.1,-7.4,No precipitation,6,,,,
06.03.2020 08:00,-6.2,736.0,761.4,,72,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,0.9,,,2500 or more  or no clouds.,,,7.0,-10.4,No precipitation,12,,,,
06.03.2020 05:00,-8.3,735.0,760.2,,69,Wind blowing from the north-west,1,,4,, ,,,-11.8,0.9,,,,,,19.0,-13.0,No precipitation,6,,,,
06.03.2020 02:00,-7.2,735.1,760.3,-0.6,66,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.9,,,2500 or more  or no clouds.,,,19.0,-12.5,No precipitation,12,,,,
05.03.2020 23:00,-5.7,735.7,760.9,,61,Wind blowing from the west-northwest,1,,,, ,,,-12.2,0.9,,,,,,17.0,-12.2,No precipitation,6,,,,
05.03.2020 20:00,-3.7,736.5,761.9,,58,Wind blowing from the north,0,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.9,,,2500 or more  or no clouds.,,,4.6,-10.8,No precipitation,12,,,,
05.03.2020 17:00,-0.5,736.7,762.1,,44,Wind blowing from the south-west,3,,7,60%., ,,,-12.2,0.9,,,2500 or more  or no clouds.,,,23.0,-11.5,No precipitation,6,,,,
05.03.2020 14:00,0.5,737.1,762.4,-2.4,37,Wind blowing from the south-southwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.8,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
05.03.2020 11:00,-1.1,739.5,764.9,,30,Wind blowing from the south,3,,5,50%., ,,,-12.2,-0.4,,,2500 or more  or no clouds.,,,29.0,-16.5,No precipitation,6,,,,
05.03.2020 08:00,-8.5,741.4,767.2,,55,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-0.4,,,2500 or more  or no clouds.,,,9.0,-16.1,No precipitation,12,,,,
05.03.2020 05:00,-10.6,742.7,768.4,,60,Wind blowing from the west,1,,8,, ,,,-12.2,-0.4,,,,,,20.0,-16.9,No precipitation,6,,,,
05.03.2020 02:00,-10.1,744.1,769.7,,57,Wind blowing from the north-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-0.4,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
04.03.2020 23:00,-8.2,745.0,770.6,,52,Wind blowing from the west-southwest,1,,,, ,,,-9.3,-0.4,,,,,,15.0,-16.3,No precipitation,6,,,,
04.03.2020 20:00,-5.9,745.9,771.7,0.2,46,Wind blowing from the west-southwest,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.4,,,,,,17.0,-15.9,No precipitation,12,,,,
04.03.2020 17:00,-2.2,745.7,771.4,,36,Wind blowing from the west,4,,14,no clouds, ,,,-9.3,-0.4,,,,,,30.0,-15.3,No precipitation,6,,,,
