Local time in Aletai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 05:00,-1.7,700.8,767.0,,71,Wind blowing from the east-northeast,1,,,, ,,,-1.9,10.1,,,,,,19.0,-6.3,No precipitation,6,,,,
18.03.2020 02:00,0.2,701.0,767.2,-0.2,63,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.1,,,2500 or more  or no clouds.,,,19.0,-6.0,No precipitation,12,,,,
17.03.2020 23:00,0.0,701.2,767.9,,73,Calm  no wind,0,,,, ,,,-1.4,10.1,,,,,,17.0,-4.4,No precipitation,6,,,,
17.03.2020 20:00,6.2,701.2,767.4,-0.3,51,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.1,,,,,,22.0,-3.4,No precipitation,12,,,,
17.03.2020 17:00,9.4,701.5,767.1,,42,Wind blowing from the south-southeast,1,,,no clouds, ,,,-1.4,10.1,,,,,,23.0,-2.9,No precipitation,6,,,,
17.03.2020 14:00,7.4,702.3,768.7,-0.1,45,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.5,,,,,,20.0,-4.0,No precipitation,12,,,,
17.03.2020 11:00,4.6,702.4,768.7,,42,Calm  no wind,0,,,20–30%., ,,,-1.4,9.5,,,2500 or more  or no clouds.,,,21.0,-7.2,No precipitation,6,,,,
17.03.2020 08:00,1.9,702.0,768.4,0.0,42,Wind blowing from the west-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,9.5,,,2500 or more  or no clouds.,,,19.0,-9.7,No precipitation,12,,,,
17.03.2020 05:00,3.8,702.0,767.7,,40,Wind blowing from the north-northwest,2,,,, ,,,-5.5,9.5,,,,,,19.0,-8.6,No precipitation,6,,,,
17.03.2020 02:00,0.2,702.8,769.3,-0.5,59,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,9.5,,,2500 or more  or no clouds.,,,20.0,-6.9,No precipitation,12,,,,
16.03.2020 23:00,3.7,703.3,769.9,,48,Wind blowing from the north,1,,,, ,,,-5.5,9.5,,,,,,22.0,-6.3,No precipitation,6,,,,
16.03.2020 20:00,5.1,703.7,771.2,-0.2,41,Wind blowing from the north-west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,9.5,,,2500 or more  or no clouds.,,,25.0,-7.1,No precipitation,12,,,,
16.03.2020 17:00,8.7,703.9,770.8,,27,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,-5.5,9.5,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,6,,,,
16.03.2020 14:00,7.2,705.1,772.2,0.0,32,Wind blowing from the south-east,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.1,,,2500 or more  or no clouds.,,,27.0,-8.4,No precipitation,12,,,,
16.03.2020 11:00,3.6,705.1,772.6,,41,Wind blowing from the south-southwest,1,,,50%., ,,,-5.5,5.4,,,2500 or more  or no clouds.,,,20.0,-8.7,No precipitation,6,,,,
16.03.2020 08:00,-5.2,704.7,772.6,0.0,69,Wind blowing from the north-east,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.4,,,2500 or more  or no clouds.,,,21.0,-10.0,No precipitation,12,,,,
16.03.2020 05:00,-4.6,704.7,772.2,,68,Calm  no wind,0,,,, ,,,-8.7,5.4,,,,,,20.0,-9.6,No precipitation,6,,,,
16.03.2020 02:00,-3.8,705.5,773.1,-0.2,72,Wind blowing from the north-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.4,,,2500 or more  or no clouds.,,,19.0,-8.1,No precipitation,12,,,,
15.03.2020 23:00,-3.0,705.7,773.8,,74,Wind blowing from the north,1,,,, ,,,-8.7,5.4,,,,,,20.0,-7.0,No precipitation,6,,,,
15.03.2020 20:00,2.3,705.4,773.8,-0.4,55,Wind blowing from the east,0,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.4,,,2500 or more  or no clouds.,,,27.0,-6.0,No precipitation,12,,,,
15.03.2020 17:00,5.1,705.8,773.6,,40,Wind blowing from the south-southeast,1,,,, ,,,-8.7,5.4,,,,,,26.0,-7.4,No precipitation,6,,,,
15.03.2020 14:00,4.3,706.9,774.7,0.1,36,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,4.7,,,,,,27.0,-9.5,No precipitation,12,,,,
15.03.2020 11:00,-0.7,706.8,775.0,,49,Wind blowing from the east,1,,,40%., ,,,-8.7,6.7,,,2500 or more  or no clouds.,,,23.0,-10.1,No precipitation,6,,,,
15.03.2020 08:00,-7.6,705.9,774.3,0.6,68,Wind blowing from the west-southwest,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,6.7,,,2500 or more  or no clouds.,,,22.0,-12.5,No precipitation,12,,,,
15.03.2020 05:00,-6.0,705.3,773.2,,70,Wind blowing from the west-northwest,0,,,, ,,,-6.5,6.7,,,,,,18.0,-10.6,No precipitation,6,,,,
15.03.2020 02:00,-4.1,705.5,773.1,0.5,67,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.7,,,2500 or more  or no clouds.,,,19.0,-9.3,0.1,12,,,,
14.03.2020 23:00,-2.6,705.0,772.7,,60,Wind blowing from the north,2,,,, ,,,-5.3,6.7,,,,,,18.0,-9.3,0.1,6,,,,
14.03.2020 20:00,2.0,704.4,772.3,-0.1,48,Wind blowing from the north-east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.7,,,2500 or more  or no clouds.,,,26.0,-8.1,No precipitation,12,,,,
14.03.2020 17:00,3.6,704.5,772.0,,42,Wind blowing from the east-southeast,2,,,no clouds, ,,,-5.3,7.8,,,,,,25.0,-8.1,No precipitation,6,,,,
14.03.2020 14:00,4.7,705.4,772.7,,30,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,8.1,,,,,,28.0,-11.4,No precipitation,12,,,,
14.03.2020 08:00,-5.0,704.4,772.3,0.8,59,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.1,,,2500 or more  or no clouds.,,,24.0,-11.8,No precipitation,12,,,,
14.03.2020 05:00,-3.0,703.6,770.5,,54,Wind blowing from the west-northwest,1,,,, ,,,-7.7,8.1,,,,,,23.0,-11.2,No precipitation,6,,,,
14.03.2020 02:00,-1.7,704.3,771.3,-0.6,50,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,8.1,,,2500 or more  or no clouds.,,,23.0,-10.8,No precipitation,12,,,,
13.03.2020 23:00,1.7,704.9,772.2,,43,Wind blowing from the north,2,,,, ,,,-9.4,8.1,,,,,,24.0,-9.8,No precipitation,6,,,,
13.03.2020 20:00,1.6,705.0,773.2,-0.7,46,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,8.1,,,2500 or more  or no clouds.,,,28.0,-8.8,No precipitation,12,,,,
13.03.2020 17:00,7.8,705.7,773.0,,16,Wind blowing from the south,0,,,20–30%., ,,,-9.4,8.1,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,6,,,,
13.03.2020 14:00,6.2,707.6,775.8,,15,Wind blowing from the north-northeast,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,6.2,,,2500 or more  or no clouds.,,,28.0,-18.5,No precipitation,12,,,,
13.03.2020 11:00,0.9,708.4,776.9,,32,Wind blowing from the north-east,1,,,no clouds, ,,,-9.4,1.5,,,,,,23.0,-13.9,No precipitation,6,,,,
13.03.2020 08:00,-6.1,708.4,777.2,-0.3,41,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,1.5,,,,,,26.0,-17.2,No precipitation,12,,,,
13.03.2020 05:00,-5.5,708.7,777.3,,40,Wind blowing from the north,2,,,, ,,,-17.6,1.5,,,,,,22.0,-17.0,No precipitation,6,,,,
13.03.2020 02:00,-9.1,709.5,779.2,-0.9,64,Wind blowing from the south,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,1.5,,,2500 or more  or no clouds.,,,22.0,-14.8,No precipitation,12,,,,
12.03.2020 23:00,-5.1,710.4,780.2,,51,Wind blowing from the north-northeast,2,,,, ,,,-17.6,1.5,,,,,,22.0,-13.7,No precipitation,6,,,,
12.03.2020 20:00,-1.3,710.8,781.4,-0.1,33,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,1.5,,,,,,24.0,-15.5,No precipitation,12,,,,
12.03.2020 17:00,0.0,710.9,781.0,,47,Wind blowing from the north-northwest,1,,,, ,,,-17.6,0.7,,,,,,22.0,-10.2,No precipitation,6,,,,
12.03.2020 14:00,-4.2,711.7,782.3,0.3,58,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-4.2,,,,,,20.0,-11.4,No precipitation,12,,,,
12.03.2020 11:00,-7.8,711.4,782.0,,74,Wind blowing from the east-southeast,1,,,no clouds, ,,,-17.6,-5.9,,,,,,14.0,-11.6,No precipitation,6,,,,
12.03.2020 08:00,-16.9,710.2,781.6,1.0,82,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-5.9,,,2500 or more  or no clouds.,,,14.0,-19.2,No precipitation,12,,,,
12.03.2020 05:00,-14.3,709.2,779.9,,86,Calm  no wind,0,,,, ,,,-15.5,-5.9,,,,,,13.0,-16.1,No precipitation,6,,,,
12.03.2020 02:00,-13.2,708.4,779.2,1.2,85,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-5.9,,,2500 or more  or no clouds.,,,14.0,-15.2,No precipitation,12,,,,
11.03.2020 23:00,-9.9,707.2,777.7,,80,Wind blowing from the north-east,2,,,, ,,,-15.1,-5.9,,,,,,17.0,-12.8,No precipitation,6,,,,
11.03.2020 20:00,-8.3,706.0,776.3,0.6,71,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.6,,,2500 or more  or no clouds.,,,18.0,-12.6,No precipitation,12,,,,
11.03.2020 17:00,-6.0,705.4,775.7,,65,Wind blowing from the south-east,1,,,no clouds, ,,,-15.1,-2.4,,,,,,17.0,-11.5,No precipitation,6,,,,
11.03.2020 14:00,-8.2,705.1,775.0,0.8,69,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.6,,,2500 or more  or no clouds.,,,16.0,-12.9,No precipitation,12,,,,
11.03.2020 11:00,-10.0,704.3,774.1,,84,Wind blowing from the west,1,,,no clouds, ,,,-15.1,-1.6,,,,,,11.0,-12.2,No precipitation,6,,,,
11.03.2020 08:00,-11.6,703.1,772.6,0.8,90,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.6,,,2500 or more  or no clouds.,,,7.0,-12.9,No precipitation,12,,,,
11.03.2020 05:00,-14.3,702.3,772.0,,82,Wind blowing from the east-northeast,1,,,, ,,,-16.7,-1.6,,,,,,18.0,-16.7,No precipitation,6,,,,
11.03.2020 02:00,-9.5,702.3,771.3,-0.2,77,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.6,,,2500 or more  or no clouds.,,,22.0,-12.9,No precipitation,12,,,,
10.03.2020 23:00,-7.3,702.5,772.0,,73,Calm  no wind,0,,,, ,,,-16.7,-1.6,,,,,,21.0,-11.3,No precipitation,6,,,,
10.03.2020 20:00,-4.6,702.2,772.2,-0.4,42,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.6,,,2500 or more  or no clouds.,,,26.0,-15.6,No precipitation,12,,,,
10.03.2020 17:00,-3.4,702.6,772.4,,40,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,-16.7,-1.6,,,2500 or more  or no clouds.,,,28.0,-15.1,No precipitation,6,,,,
10.03.2020 14:00,-3.5,703.5,773.4,-0.7,38,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.2,,,2500 or more  or no clouds.,,,24.0,-15.8,No precipitation,12,,,,
10.03.2020 11:00,-8.6,704.2,774.5,,52,Calm  no wind,0,,,90  or more  but not 100%, ,,,-16.7,-7.0,,,2500 or more  or no clouds.,,,21.0,-16.7,No precipitation,6,,,,
10.03.2020 08:00,-15.5,704.2,775.0,-0.9,69,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-7.0,,,2500 or more  or no clouds.,,,22.0,-19.9,No precipitation,12,,,,
10.03.2020 05:00,-15.4,705.1,775.8,,74,Wind blowing from the north-northwest,1,,,, ,,,-19.8,-7.0,,,,,,20.0,-19.0,No precipitation,6,,,,
10.03.2020 02:00,-14.9,706.9,777.9,,76,Wind blowing from the north-northwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-7.0,,,2500 or more  or no clouds.,,,18.0,-18.2,No precipitation,12,,,,
09.03.2020 20:00,-8.9,709.0,780.8,-1.1,61,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-7.0,,,2500 or more  or no clouds.,,,20.0,-15.2,No precipitation,12,,,,
09.03.2020 17:00,-7.5,710.1,781.7,,54,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,-19.8,-7.0,,,2500 or more  or no clouds.,,,25.0,-15.2,No precipitation,6,,,,
09.03.2020 14:00,-8.7,711.7,783.7,-0.8,49,Wind blowing from the south-east,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.4,,,2500 or more  or no clouds.,,,20.0,-17.7,No precipitation,12,,,,
09.03.2020 11:00,-11.9,712.5,784.8,,55,Wind blowing from the south,1,,,40%., ,,,-19.8,-11.7,,,2500 or more  or no clouds.,,,17.0,-19.3,No precipitation,6,,,,
09.03.2020 08:00,-19.0,712.6,785.5,-0.5,78,Wind blowing from the north-west,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-12.8,,,2500 or more  or no clouds.,,,19.0,-21.9,No precipitation,12,,,,
09.03.2020 05:00,-18.7,713.1,785.9,,80,Calm  no wind,0,,,, ,,,-23.0,-12.8,,,,,,18.0,-21.3,No precipitation,6,,,,
09.03.2020 02:00,-19.6,714.4,787.7,-0.9,78,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-12.8,,,2500 or more  or no clouds.,,,17.0,-22.5,No precipitation,12,,,,
08.03.2020 23:00,-17.0,715.3,788.7,,73,Calm  no wind,0,,,, ,,,-23.0,-12.8,,,,,,18.0,-20.7,No precipitation,6,,,,
08.03.2020 20:00,-14.6,715.9,789.7,-0.3,67,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-12.8,,,2500 or more  or no clouds.,,,18.0,-19.4,No precipitation,12,,,,
08.03.2020 17:00,-13.4,716.2,789.7,,67,Wind blowing from the east,3,,,50%., ,,,-23.0,-9.1,,,2500 or more  or no clouds.,,,19.0,-18.2,No precipitation,6,,,,
08.03.2020 14:00,-15.3,717.1,790.5,0.8,69,Wind blowing from the east,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.6,,,2500 or more  or no clouds.,,,19.0,-19.7,No precipitation,12,,,,
08.03.2020 11:00,-17.7,716.3,789.7,,73,Wind blowing from the east,3,,,10%  or less  but not 0, ,,,-23.0,-6.4,,,2500 or more  or no clouds.,,,17.0,-21.4,No precipitation,6,,,,
08.03.2020 08:00,-22.0,714.6,787.9,2.0,75,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.4,,,,,,18.0,-25.2,No precipitation,12,,,,
08.03.2020 05:00,-20.6,712.6,785.0,,81,Calm  no wind,0,,,, ,,,-20.9,-5.0,,,,,,19.0,-23.1,No precipitation,6,,,,
08.03.2020 02:00,-17.7,710.7,782.2,2.8,76,Wind blowing from the north-east,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.2,,,2500 or more  or no clouds.,,,18.0,-20.9,No precipitation,12,,,,
07.03.2020 23:00,-15.6,707.9,779.2,,71,Calm  no wind,0,,,, ,,,-15.6,-2.6,,,,,,19.0,-19.7,No precipitation,6,,,,
07.03.2020 20:00,-12.9,704.6,774.9,1.8,55,Wind blowing from the west,7,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.1,,,2500 or more  or no clouds.,,,17.0,-20.1,0.1,12,,,,
07.03.2020 17:00,-9.1,702.8,772.0,,54,Wind blowing from the west-northwest,6,,,20–30%., ,,,-10.6,0.5,,,2500 or more  or no clouds.,,,17.0,-16.7,No precipitation,6,,,,
07.03.2020 14:00,-6.8,701.8,770.4,0.8,54,Wind blowing from the west,4,,10,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.0,,,2500 or more  or no clouds.,,,9.0,-14.6,2.0,12,,,,
07.03.2020 11:00,-9.4,701.0,769.8,,71,Wind blowing from the north-west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.0,,,2500 or more  or no clouds.,,,16.0,-13.7,2.0,6,,,,
07.03.2020 08:00,-7.6,699.1,767.4,0.5,86,Wind blowing from the west,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.0,,,2500 or more  or no clouds.,,,2.5,-9.5,2.0,12,,,,
07.03.2020 05:00,-5.0,698.6,766.2,,89,Calm  no wind,0,,,,Mist. ,,,-7.5,1.0,,,,,,6.0,-6.5,No precipitation,6,,,,
07.03.2020 02:00,-3.2,698.0,765.4,0.3,88,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.0,,,2500 or more  or no clouds.,,,5.0,-4.9,No precipitation,12,,,,
06.03.2020 23:00,-2.6,697.7,765.1,,68,Calm  no wind,0,,,, ,,,,1.0,,,,,,20.0,-7.7,No precipitation,6,,,,
06.03.2020 20:00,-2.1,696.9,764.8,-0.1,66,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.0,,,2500 or more  or no clouds.,,,23.0,-7.6,No precipitation,12,,,,
06.03.2020 17:00,0.4,697.0,764.5,,50,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,-9.6,1.0,,,2500 or more  or no clouds.,,,26.0,-8.8,No precipitation,6,,,,
06.03.2020 14:00,-1.0,697.3,765.0,0.0,49,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.6,,,2500 or more  or no clouds.,,,26.0,-10.4,No precipitation,12,,,,
06.03.2020 11:00,-1.5,697.3,765.6,,46,Wind blowing from the north-west,1,,,90  or more  but not 100%, ,,,-9.7,-1.1,,,2500 or more  or no clouds.,,,22.0,-11.6,No precipitation,6,,,,
06.03.2020 08:00,-6.2,696.7,765.1,0.0,64,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.7,,,2500 or more  or no clouds.,,,21.0,-11.9,No precipitation,12,,,,
06.03.2020 05:00,-5.4,696.7,764.7,,58,Wind blowing from the north-northwest,1,,4,, ,,,-9.8,-3.7,,,,,,22.0,-12.4,No precipitation,6,,,,
06.03.2020 02:00,-5.6,697.2,765.5,-1.3,63,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.7,,,2500 or more  or no clouds.,,,20.0,-11.7,No precipitation,12,,,,
05.03.2020 23:00,-9.5,698.5,767.9,,86,Wind blowing from the west-northwest,0,,4,, ,,,-9.8,-3.7,,,,,,10.0,-11.4,No precipitation,6,,,,
05.03.2020 20:00,-5.5,699.3,768.2,-1.2,76,Wind blowing from the east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.0,,,2500 or more  or no clouds.,,,15.0,-9.1,No precipitation,12,,,,
05.03.2020 17:00,-4.3,700.5,769.4,,71,Wind blowing from the east-southeast,2,,3,20–30%., ,,,-9.8,-0.5,,,2500 or more  or no clouds.,,,14.0,-8.8,No precipitation,6,,,,
05.03.2020 14:00,-5.8,702.1,771.1,-0.9,91,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,,,,2500 or more  or no clouds.,,,9.0,-7.0,Trace of precipitation,12,,,,
05.03.2020 11:00,-9.6,703.0,772.3,,90,Wind blowing from the east-southeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.6,,,2500 or more  or no clouds.,,,3.6,-10.9,Trace of precipitation,6,,,,
05.03.2020 08:00,-8.8,702.9,771.8,0.5,91,Wind blowing from the north-east,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,1.6,,,2500 or more  or no clouds.,,,3.6,-10.0,Trace of precipitation,12,,,,
05.03.2020 05:00,-9.2,702.4,771.0,,91,Wind blowing from the east,2,,,, ,,,-9.2,1.6,,,,,,8.0,-10.4,No precipitation,6,,,,
05.03.2020 02:00,-7.8,702.4,770.8,0.1,85,Wind blowing from the east-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.6,,,2500 or more  or no clouds.,,,12.0,-9.9,No precipitation,12,,,,
04.03.2020 23:00,-4.8,702.3,770.1,,72,Wind blowing from the west,1,,,, ,,,-4.8,1.6,,,,,,15.0,-9.2,No precipitation,6,,,,
04.03.2020 20:00,-3.0,701.5,769.4,0.9,76,Wind blowing from the east-southeast,1,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.6,,,2500 or more  or no clouds.,,,20.0,-6.6,No precipitation,12,,,,
04.03.2020 17:00,-0.8,700.6,768.0,,59,Wind blowing from the west,4,,,20–30%., ,,,-3.7,4.9,,,2500 or more  or no clouds.,,,21.0,-7.8,No precipitation,6,,,,
