Local time in Mangnai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 20:00,1.8,534.7,768.4,1.0,15,Wind blowing from the north-east,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,6.4,,,2500 or more  or no clouds.,,,23.0,-22.1,No precipitation,12,,,,
15.03.2020 17:00,6.0,533.7,764.9,,17,Wind blowing from the south-west,2,,7,90  or more  but not 100%, ,,,-8.4,6.4,,,,,,17.0,-17.2,No precipitation,6,,,,
15.03.2020 14:00,3.1,534.9,766.6,-0.9,20,Wind blowing from the west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.4,,,2500 or more  or no clouds.,,,15.0,-17.7,No precipitation,12,,,,
15.03.2020 11:00,-3.7,535.8,769.3,,32,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%, ,,,-8.4,5.4,,,,,,10.0,-18.0,No precipitation,6,,,,
15.03.2020 08:00,-7.4,534.8,767.7,1.0,34,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.4,,,2500 or more  or no clouds.,,,10.0,-20.6,No precipitation,12,,,,
15.03.2020 05:00,-7.4,533.8,766.1,,24,Wind blowing from the north-west,1,,7,, ,,,-8.3,5.4,,,,,,10.0,-24.5,No precipitation,6,,,,
15.03.2020 02:00,-4.6,534.0,765.9,-0.1,32,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.4,,,2500 or more  or no clouds.,,,8.0,-18.8,No precipitation,12,,,,
14.03.2020 23:00,-0.7,534.1,766.8,,16,Wind blowing from the east-northeast,1,,7,, ,,,-8.3,5.4,,,,,,10.0,-23.4,No precipitation,6,,,,
14.03.2020 20:00,3.4,533.3,766.0,0.2,8,Wind blowing from the east,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.4,,,2000-2500,,,24.0,-27.8,No precipitation,12,,,,
14.03.2020 17:00,3.8,533.1,764.0,,10,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%, ,,,-8.3,6.1,,,,,,23.0,-25.1,No precipitation,6,,,,
14.03.2020 14:00,2.1,534.6,767.0,-1.5,12,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,6.1,,,2500 or more  or no clouds.,,,24.0,-24.4,No precipitation,12,,,,
14.03.2020 11:00,-3.4,536.1,770.1,,17,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%, ,,,-8.3,6.1,,,,,,20.0,-25.0,No precipitation,6,,,,
14.03.2020 08:00,-8.2,535.6,770.4,0.5,24,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.1,,,2500 or more  or no clouds.,,,20.0,-25.2,No precipitation,12,,,,
14.03.2020 05:00,-5.4,535.1,766.1,,18,Wind blowing from the north-east,2,,8,, ,,,-10.6,6.1,,,,,,22.0,-26.0,No precipitation,6,,,,
14.03.2020 02:00,-5.2,536.1,769.9,,18,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.1,,,2500 or more  or no clouds.,,,18.0,-25.8,No precipitation,12,,,,
13.03.2020 23:00,-1.8,536.3,772.2,,14,Wind blowing from the north-east,2,,8,, ,,,-10.6,6.1,,,,,,21.0,-25.8,No precipitation,6,,,,
13.03.2020 20:00,1.2,535.9,771.7,0.7,13,Wind blowing from the east-northeast,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.1,,,2500 or more  or no clouds.,,,18.0,-24.2,No precipitation,12,,,,
13.03.2020 17:00,5.4,535.2,767.8,,12,Wind blowing from the east-southeast,2,,,40%., ,,,-10.6,6.1,,,2500 or more  or no clouds.,,,15.0,-21.8,No precipitation,6,,,,
13.03.2020 14:00,0.6,536.9,771.0,,16,Wind blowing from the north-east,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.1,,,2500 or more  or no clouds.,,,16.0,-22.4,No precipitation,12,,,,
13.03.2020 11:00,-6.8,538.3,775.2,,28,Wind blowing from the west-northwest,1,,5,60%., ,,,-10.6,6.1,,,2500 or more  or no clouds.,,,15.0,-22.3,No precipitation,6,,,,
13.03.2020 08:00,-10.0,537.0,772.3,0.7,27,Wind blowing from the east-southeast,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,6.1,,,2500 or more  or no clouds.,,,12.0,-25.5,No precipitation,12,,,,
13.03.2020 05:00,-8.2,536.3,769.1,,24,Wind blowing from the north-northwest,1,,,, ,,,-9.2,6.1,,,,,,17.0,-25.2,No precipitation,6,,,,
13.03.2020 02:00,-5.2,535.9,768.0,0.0,18,Wind blowing from the south,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.1,,,2500 or more  or no clouds.,,,19.0,-25.8,No precipitation,12,,,,
12.03.2020 23:00,-2.0,535.9,769.5,,14,Wind blowing from the east-northeast,3,,19,, ,,,-9.2,6.1,,,,,,20.0,-26.0,No precipitation,6,,,,
12.03.2020 20:00,3.1,534.6,768.2,,4,Wind blowing from the north-west,2,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.1,,,,,,30.0,-35.3,No precipitation,12,,,,
12.03.2020 17:00,5.6,533.7,765.1,,3,Wind blowing from the west-northwest,10,,19,40%., ,,,-9.2,5.7,,,2500 or more  or no clouds.,,,11.0,-36.4,No precipitation,6,,,,
12.03.2020 14:00,3.9,534.0,765.3,,6,Wind blowing from the west-northwest,9,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.2,,,2500 or more  or no clouds.,,,11.0,-30.5,No precipitation,12,,,,
12.03.2020 11:00,-2.3,534.3,767.2,,23,Wind blowing from the south-southeast,2,,7,no clouds, ,,,-9.2,4.2,,,,,,24.0,-20.6,No precipitation,6,,,,
12.03.2020 08:00,-8.6,532.8,765.9,1.2,34,Wind blowing from the south-southeast,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,4.2,,,2500 or more  or no clouds.,,,22.0,-21.7,No precipitation,12,,,,
12.03.2020 05:00,-7.5,531.6,763.3,,33,Wind blowing from the south-east,2,,10,, ,,,-11.1,4.2,,,,,,23.0,-21.0,No precipitation,6,,,,
12.03.2020 02:00,-5.2,531.5,763.0,-0.2,21,Wind blowing from the east-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,4.2,,,2500 or more  or no clouds.,,,25.0,-24.1,No precipitation,12,,,,
11.03.2020 23:00,-2.0,531.7,764.2,,27,Wind blowing from the south,1,,10,, ,,,-11.1,4.2,,,,,,22.0,-18.5,No precipitation,6,,,,
11.03.2020 20:00,2.6,530.4,763.6,0.6,16,Wind blowing from the west-northwest,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,4.2,,,2500 or more  or no clouds.,,,25.0,-20.7,No precipitation,12,,,,
11.03.2020 17:00,3.1,529.8,760.9,,19,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%, ,,,-11.1,4.3,,,,,,27.0,-18.3,No precipitation,6,,,,
11.03.2020 14:00,1.2,531.0,761.5,-0.8,20,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,4.3,,,2500 or more  or no clouds.,,,28.0,-19.3,No precipitation,12,,,,
11.03.2020 11:00,-3.9,531.8,763.9,,30,Wind blowing from the south-southeast,4,,6,no clouds, ,,,-11.1,4.3,,,,,,22.0,-18.9,No precipitation,6,,,,
11.03.2020 08:00,-10.8,531.2,765.5,,41,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.3,,,,,,17.0,-21.5,No precipitation,12,,,,
11.03.2020 05:00,-7.6,530.4,761.4,,27,Wind blowing from the east,2,,,, ,,,-14.0,4.3,,,,,,29.0,-23.4,No precipitation,6,,,,
11.03.2020 02:00,-3.8,530.9,762.1,-0.7,21,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.3,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
10.03.2020 23:00,-1.1,531.6,765.1,,17,Wind blowing from the north-east,2,,5,, ,,,-14.0,4.3,,,,,,30.0,-23.1,No precipitation,6,,,,
10.03.2020 20:00,0.8,531.2,767.1,-0.2,19,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.3,,,2500 or more  or no clouds.,,,28.0,-20.2,No precipitation,12,,,,
10.03.2020 17:00,3.7,531.4,764.4,,15,Wind blowing from the east,1,,4,60%., ,,,-14.0,3.9,,,1500-2000,,,30.0,-20.6,No precipitation,6,,,,
10.03.2020 14:00,-0.1,533.7,767.9,-1.6,22,Wind blowing from the west-southwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,2.3,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
10.03.2020 11:00,-6.9,535.3,772.3,,29,Wind blowing from the south,1,,5,no clouds, ,,,-14.0,2.3,,,,,,30.0,-22.0,No precipitation,6,,,,
10.03.2020 08:00,-13.8,535.2,773.8,0.3,48,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,2.3,,,,,,30.0,-22.5,No precipitation,12,,,,
10.03.2020 05:00,-10.8,534.9,770.6,,36,Wind blowing from the east,1,,7,, ,,,-11.3,2.3,,,,,,13.0,-23.0,No precipitation,6,,,,
10.03.2020 02:00,-7.6,536.1,771.2,,29,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,2.3,,,2500 or more  or no clouds.,,,28.0,-22.6,No precipitation,12,,,,
09.03.2020 20:00,-1.0,535.8,772.2,0.3,15,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,2.3,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
09.03.2020 17:00,1.5,535.5,770.5,,11,Wind blowing from the north,3,,10,90  or more  but not 100%, ,,,-11.3,2.3,,,,,,30.0,-25.8,No precipitation,6,,,,
09.03.2020 14:00,0.2,536.7,771.5,-0.5,21,Wind blowing from the west,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,2.2,,,1500-2000,,,30.0,-19.6,No precipitation,12,,,,
09.03.2020 11:00,-6.1,537.2,774.4,,51,Wind blowing from the south-southeast,4,,6,60%., ,,,-11.3,2.2,,,2500 or more  or no clouds.,,,16.0,-14.6,No precipitation,6,,,,
09.03.2020 08:00,-8.9,536.1,773.2,1.0,54,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,2.2,,,2500 or more  or no clouds.,,,19.0,-16.5,No precipitation,12,,,,
09.03.2020 05:00,-9.1,535.1,770.2,,46,Wind blowing from the north-northeast,2,,11,, ,,,-9.3,2.2,,,,,,20.0,-18.6,No precipitation,6,,,,
09.03.2020 02:00,-6.5,535.3,769.0,,50,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,2.2,,,2500 or more  or no clouds.,,,17.0,-15.2,No precipitation,12,,,,
08.03.2020 23:00,-4.3,535.4,770.5,,37,Wind blowing from the north-northwest,3,,12,, ,,,-8.2,2.2,,,,,,19.0,-16.8,No precipitation,6,,,,
08.03.2020 20:00,-2.4,534.2,769.8,1.9,37,Wind blowing from the north-west,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,3.0,,,2500 or more  or no clouds.,,,14.0,-15.4,No precipitation,12,,,,
08.03.2020 17:00,0.9,532.3,764.3,,29,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%, ,,,-8.2,4.7,,,,,,25.0,-15.1,No precipitation,6,,,,
08.03.2020 14:00,1.4,532.5,763.3,-0.3,24,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.4,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
08.03.2020 11:00,-3.6,532.8,765.0,,42,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,-8.2,5.4,,,,,,30.0,-14.7,No precipitation,6,,,,
08.03.2020 08:00,-7.5,531.3,762.9,1.7,42,Wind blowing from the south-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,5.4,,,2500 or more  or no clouds.,,,25.0,-18.2,No precipitation,12,,,,
08.03.2020 05:00,-5.3,529.6,758.6,,38,Wind blowing from the east-southeast,3,,8,, ,,,-7.3,5.4,,,,,,30.0,-17.4,No precipitation,6,,,,
08.03.2020 02:00,-3.3,528.6,757.1,0.9,29,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.4,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
07.03.2020 23:00,-0.8,527.7,757.8,,22,Wind blowing from the east,2,,8,, ,,,-7.3,5.4,,,,,,19.0,-19.9,No precipitation,6,,,,
07.03.2020 20:00,3.0,525.7,754.8,1.2,17,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.4,,,1500-2000,,,27.0,-19.7,No precipitation,12,,,,
07.03.2020 17:00,4.6,524.5,750.6,,15,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,-7.3,6.6,,,,,,30.0,-19.8,No precipitation,6,,,,
07.03.2020 14:00,2.7,525.6,752.3,-1.5,19,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.6,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
07.03.2020 11:00,-3.8,527.1,756.4,,31,Wind blowing from the north-west,1,,5,90  or more  but not 100%, ,,,-7.3,7.6,,,,,,26.0,-18.5,No precipitation,6,,,,
07.03.2020 08:00,-7.3,527.5,757.1,-0.3,40,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,7.6,,,2000-2500,,,30.0,-18.6,No precipitation,12,,,,
07.03.2020 05:00,-3.8,527.8,754.3,,23,Wind blowing from the south-southeast,1,,,, ,,,-10.2,7.6,,,,,,30.0,-21.9,No precipitation,6,,,,
07.03.2020 02:00,-2.0,528.6,756.4,-0.3,21,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,7.6,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
06.03.2020 23:00,0.4,528.9,759.1,,21,Wind blowing from the north-east,3,,8,, ,,,-10.2,7.6,,,,,,30.0,-19.4,No precipitation,6,,,,
06.03.2020 20:00,3.6,528.5,759.4,0.1,18,Wind blowing from the east-northeast,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,7.6,,,2000-2500,,,30.0,-18.5,No precipitation,12,,,,
06.03.2020 17:00,6.7,528.4,756.6,,13,Wind blowing from the south-west,3,,6,70 – 80%., ,,,-10.2,7.6,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,6,,,,
06.03.2020 14:00,3.2,530.3,759.9,-1.3,18,Wind blowing from the north-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,7.5,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
06.03.2020 11:00,-4.3,531.6,764.0,,34,Wind blowing from the west-southwest,2,,7,20–30%., ,,,-10.2,7.5,,,2500 or more  or no clouds.,,,27.0,-17.8,No precipitation,6,,,,
06.03.2020 08:00,-9.2,531.0,763.2,0.3,41,Wind blowing from the south-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,7.5,,,2500 or more  or no clouds.,,,29.0,-20.0,No precipitation,12,,,,
06.03.2020 05:00,-6.7,530.7,759.8,,33,Wind blowing from the north,0,,10,, ,,,-10.9,7.5,,,,,,30.0,-20.3,No precipitation,6,,,,
06.03.2020 02:00,-4.5,531.2,761.7,-0.1,28,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,7.5,,,2500 or more  or no clouds.,,,21.0,-20.3,No precipitation,12,,,,
05.03.2020 23:00,-1.4,531.3,764.2,,26,Wind blowing from the south-east,3,,10,, ,,,-10.9,7.5,,,,,,30.0,-18.4,No precipitation,6,,,,
05.03.2020 20:00,3.4,530.1,762.0,0.6,12,Wind blowing from the north-northwest,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,7.5,,,2000-2500,,,30.0,-23.4,No precipitation,12,,,,
05.03.2020 17:00,6.7,529.5,758.2,,10,Wind blowing from the north,1,,8,70 – 80%., ,,,-10.9,7.0,,,1500-2000,,,30.0,-22.8,No precipitation,6,,,,
05.03.2020 14:00,2.2,531.0,761.4,-1.3,15,Wind blowing from the south-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,4.9,,,1500-2000,,,30.0,-21.8,No precipitation,12,,,,
05.03.2020 11:00,-5.5,532.3,765.4,,26,Wind blowing from the west,2,,5,20–30%., ,,,-10.9,4.9,,,1500-2000,,,30.0,-22.0,No precipitation,6,,,,
05.03.2020 08:00,-9.6,531.3,764.2,0.4,33,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.9,,,,,,30.0,-22.9,No precipitation,12,,,,
05.03.2020 05:00,-6.8,530.9,761.2,,31,Wind blowing from the east-northeast,1,,6,, ,,,-13.7,4.9,,,,,,30.0,-21.1,No precipitation,6,,,,
05.03.2020 02:00,-4.3,531.3,762.4,,25,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.9,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
04.03.2020 23:00,-0.9,531.6,765.1,,19,Wind blowing from the east-northeast,2,,6,, ,,,-13.7,4.9,,,,,,30.0,-21.6,No precipitation,6,,,,
04.03.2020 20:00,2.6,531.1,765.8,0.1,14,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.9,,,,,,30.0,-22.2,No precipitation,12,,,,
04.03.2020 17:00,4.6,531.0,763.1,,12,Wind blowing from the south-southwest,1,,5,no clouds, ,,,-13.7,4.6,,,,,,30.0,-22.4,No precipitation,6,,,,
04.03.2020 14:00,0.8,532.8,765.0,-1.6,16,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.1,,,2500 or more  or no clouds.,,,26.0,-22.2,No precipitation,12,,,,
04.03.2020 11:00,-7.1,534.4,770.0,,31,Wind blowing from the west,2,,5,no clouds, ,,,-13.7,4.1,,,,,,30.0,-21.4,No precipitation,6,,,,
04.03.2020 08:00,-13.4,533.8,770.5,0.6,52,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.1,,,,,,28.0,-21.2,No precipitation,12,,,,
04.03.2020 05:00,-10.5,533.2,766.8,,35,Wind blowing from the south-southeast,1,,,, ,,,-14.1,4.1,,,,,,30.0,-23.0,No precipitation,6,,,,
04.03.2020 02:00,-5.0,533.4,766.7,-0.4,23,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.1,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
03.03.2020 23:00,-2.5,533.8,769.0,,21,Wind blowing from the north-northeast,2,,8,, ,,,-14.1,4.1,,,,,,30.0,-21.9,No precipitation,6,,,,
03.03.2020 20:00,1.1,533.5,770.5,0.1,19,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.1,,,,,,25.0,-20.0,No precipitation,12,,,,
03.03.2020 17:00,3.8,533.4,767.6,,12,Wind blowing from the south,3,,5,no clouds, ,,,-14.1,4.1,,,,,,30.0,-23.0,No precipitation,6,,,,
03.03.2020 14:00,-1.1,535.2,771.1,-1.4,23,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,2.4,,,,,,20.0,-19.6,No precipitation,12,,,,
03.03.2020 11:00,-7.0,536.6,774.6,,39,Wind blowing from the west,1,,3,10%  or less  but not 0, ,,,-14.1,2.4,,,2500 or more  or no clouds.,,,22.0,-18.6,No precipitation,6,,,,
03.03.2020 08:00,-14.1,535.8,776.0,0.3,60,Wind blowing from the south-east,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,2.4,,,2500 or more  or no clouds.,,,24.0,-20.2,No precipitation,12,,,,
03.03.2020 05:00,-11.7,535.5,772.0,,51,Wind blowing from the north-northeast,2,,14,, ,,,-11.7,2.4,,,,,,30.0,-20.0,No precipitation,6,,,,
03.03.2020 02:00,-8.5,535.6,770.6,-0.2,42,Wind blowing from the east-northeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,2.4,,,2500 or more  or no clouds.,,,24.0,-19.1,No precipitation,12,,,,
02.03.2020 23:00,-5.4,535.8,771.7,,36,Wind blowing from the east-northeast,2,,14,, ,,,-8.4,2.4,,,,,,29.0,-18.1,No precipitation,6,,,,
02.03.2020 20:00,-3.1,534.9,771.5,0.9,36,Wind blowing from the west-northwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,2.4,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
02.03.2020 17:00,1.1,534.0,767.2,,23,Wind blowing from the west-northwest,2,,13,90  or more  but not 100%, ,,,-8.4,3.7,,,,,,20.0,-17.7,No precipitation,6,,,,
02.03.2020 14:00,1.0,534.6,766.7,-0.9,28,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.0,,,2500 or more  or no clouds.,,,10.0,-15.5,No precipitation,12,,,,
02.03.2020 11:00,-3.9,535.5,769.7,,53,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,-8.4,5.0,,,,,,13.0,-12.1,No precipitation,6,,,,
