Local time in Kuche,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 08:00,1.4,675.4,769.6,-0.3,45,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,15.7,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,12,,,,
17.03.2020 05:00,1.5,675.7,769.7,,46,Wind blowing from the north-northwest,1,,5,, ,,,-1.3,15.7,,,,,,8.0,-9.1,No precipitation,6,,,,
17.03.2020 02:00,3.1,676.6,770.8,0.0,43,Wind blowing from the north,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,15.7,,,2500 or more  or no clouds.,,,5.0,-8.3,No precipitation,12,,,,
16.03.2020 23:00,7.3,676.6,771.1,,31,Wind blowing from the west,1,,5,,Haze. ,,,-1.3,15.7,,,,,,3.7,-8.7,No precipitation,6,,,,
16.03.2020 20:00,13.6,676.1,770.8,-0.5,18,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,15.7,,,2500 or more  or no clouds.,,,9.0,-10.3,No precipitation,12,,,,
16.03.2020 17:00,15.1,676.6,771.0,,15,Wind blowing from the south-west,2,,5,, ,,,-1.3,15.7,,,,,,8.0,-11.3,No precipitation,6,,,,
16.03.2020 14:00,13.4,677.9,772.3,0.2,17,Wind blowing from the south-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.9,,,2500 or more  or no clouds.,,,6.0,-11.2,No precipitation,12,,,,
16.03.2020 11:00,7.3,677.7,772.5,,30,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.9,,,,,,5.0,-9.1,No precipitation,6,,,,
16.03.2020 08:00,-1.0,676.6,771.7,0.6,55,Wind blowing from the north-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,13.9,,,2500 or more  or no clouds.,,,4.2,-9.1,No precipitation,12,,,,
16.03.2020 05:00,0.3,676.0,770.5,,49,Wind blowing from the north-northeast,1,,3,, ,,,-1.3,13.9,,,,,,7.0,-9.2,No precipitation,6,,,,
16.03.2020 02:00,2.6,676.0,770.5,0.4,45,Wind blowing from the north,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.9,,,2500 or more  or no clouds.,,,5.0,-8.4,No precipitation,12,,,,
15.03.2020 23:00,6.3,675.6,770.2,,35,Wind blowing from the north-northeast,1,,5,,Haze. ,,,-1.3,13.9,,,,,,3.8,-8.0,No precipitation,6,,,,
15.03.2020 20:00,11.9,674.6,769.5,0.1,20,Wind blowing from the south-southwest,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.9,,,2500 or more  or no clouds.,,,7.0,-10.3,No precipitation,12,,,,
15.03.2020 17:00,13.1,674.5,769.0,,17,Wind blowing from the east-southeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.7,,,,,,7.0,-11.4,No precipitation,6,,,,
15.03.2020 14:00,11.6,676.1,770.8,-0.2,16,Wind blowing from the east-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.0,,,2500 or more  or no clouds.,,,6.0,-13.4,No precipitation,12,,,,
15.03.2020 11:00,6.5,676.3,771.3,,27,Wind blowing from the east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.0,,,,,,4.6,-11.2,No precipitation,6,,,,
15.03.2020 08:00,-1.2,674.9,770.0,0.2,52,Wind blowing from the north-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.0,,,2500 or more  or no clouds.,,,5.0,-10.0,No precipitation,12,,,,
15.03.2020 05:00,-0.2,674.7,769.5,,45,Wind blowing from the north-northeast,1,,8,, ,,,-0.8,12.0,,,,,,9.0,-10.7,No precipitation,6,,,,
15.03.2020 02:00,1.3,675.2,770.1,0.2,40,Wind blowing from the north-northeast,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.0,,,2500 or more  or no clouds.,,,5.0,-11.1,No precipitation,12,,,,
14.03.2020 23:00,4.6,675.0,770.2,,31,Wind blowing from the north-northwest,1,,8,,Haze. ,,,-0.8,12.0,,,,,,3.7,-11.1,No precipitation,6,,,,
14.03.2020 20:00,10.8,674.2,769.2,0.1,16,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.0,,,2500 or more  or no clouds.,,,9.0,-14.0,No precipitation,12,,,,
14.03.2020 17:00,11.5,674.1,768.7,,15,Wind blowing from the south-west,4,,7,, ,,,-0.8,12.0,,,,,,9.0,-14.2,No precipitation,6,,,,
14.03.2020 14:00,10.1,676.3,771.2,-0.6,14,Wind blowing from the south-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.4,,,2500 or more  or no clouds.,,,6.0,-16.2,No precipitation,12,,,,
14.03.2020 11:00,4.5,676.9,772.2,,29,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.0,,,,,,3.6,-12.0,No precipitation,6,,,,
14.03.2020 08:00,-0.7,675.6,771.1,0.0,45,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.0,,,2500 or more  or no clouds.,,,3.1,-11.2,No precipitation,12,,,,
14.03.2020 05:00,0.2,675.6,770.8,,44,Wind blowing from the north,1,,6,,Haze. ,,,-1.4,10.0,,,,,,5.0,-10.6,No precipitation,6,,,,
14.03.2020 02:00,1.3,676.8,772.2,,40,Wind blowing from the north-northeast,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.0,,,2500 or more  or no clouds.,,,4.5,-10.8,No precipitation,12,,,,
13.03.2020 23:00,5.3,677.2,772.6,,28,Wind blowing from the west,1,,6,,Haze. ,,,-1.4,10.0,,,,,,4.1,-11.7,No precipitation,6,,,,
13.03.2020 20:00,8.5,676.6,772.3,0.0,20,Wind blowing from the west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.0,,,2500 or more  or no clouds.,,,5.0,-13.2,No precipitation,12,,,,
13.03.2020 17:00,9.7,676.6,771.7,,18,Wind blowing from the west-southwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.9,,,,,,5.0,-13.5,No precipitation,6,,,,
13.03.2020 14:00,8.1,678.9,773.8,,15,Wind blowing from the south-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.6,,,2500 or more  or no clouds.,,,4.5,-17.0,No precipitation,12,,,,
13.03.2020 11:00,4.0,679.6,775.3,,29,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.6,,,,,,7.0,-12.4,No precipitation,6,,,,
13.03.2020 08:00,-1.4,678.8,775.0,0.2,45,Wind blowing from the north-northeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.6,,,2500 or more  or no clouds.,,,6.0,-11.8,No precipitation,12,,,,
13.03.2020 05:00,1.7,678.6,774.0,,34,Calm  no wind,0,,,, ,,,-1.8,9.6,,,,,,9.0,-12.5,No precipitation,6,,,,
13.03.2020 02:00,5.4,678.9,773.9,0.4,24,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.6,,,2500 or more  or no clouds.,,,9.0,-13.6,No precipitation,12,,,,
12.03.2020 23:00,5.9,678.5,773.8,,25,Wind blowing from the east-northeast,1,,13,,Haze. ,,,,9.6,,,,,,6.0,-12.6,No precipitation,6,,,,
12.03.2020 20:00,8.0,676.6,772.3,,21,Wind blowing from the east,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,10.3,,,2500 or more  or no clouds.,,,7.0,-13.0,No precipitation,12,,,,
12.03.2020 17:00,9.4,676.3,771.9,,19,Wind blowing from the east,4,,13,, ,,,-1.8,12.3,,,,,,8.0,-13.1,No precipitation,6,,,,
12.03.2020 14:00,7.7,677.5,773.2,,20,Wind blowing from the east,6,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.3,,,2500 or more  or no clouds.,,,7.0,-13.9,No precipitation,12,,,,
12.03.2020 11:00,6.0,676.4,771.7,,21,Wind blowing from the east,6,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.3,,,,,,3.3,-14.7,No precipitation,6,,,,
12.03.2020 08:00,-0.4,674.6,769.6,1.8,56,Wind blowing from the east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,12.3,,,2500 or more  or no clouds.,,,7.0,-8.3,No precipitation,12,,,,
12.03.2020 05:00,-1.1,672.8,767.5,,58,Wind blowing from the east-northeast,1,,7,,Haze. ,,,-2.3,12.3,,,,,,7.0,-8.3,No precipitation,6,,,,
12.03.2020 02:00,1.1,671.8,766.3,1.0,52,Wind blowing from the north,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,12.3,,,2500 or more  or no clouds.,,,5.0,-7.7,No precipitation,12,,,,
11.03.2020 23:00,4.2,670.8,765.7,,41,Wind blowing from the north-northeast,1,,7,,Haze. ,,,-2.3,12.3,,,,,,3.9,-7.9,No precipitation,6,,,,
11.03.2020 20:00,10.3,669.3,763.9,0.0,25,Wind blowing from the west-southwest,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,12.3,,,2500 or more  or no clouds.,,,6.0,-8.9,No precipitation,12,,,,
11.03.2020 17:00,11.7,669.3,763.4,,22,Wind blowing from the west,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,11.7,,,,,,7.0,-9.3,No precipitation,6,,,,
11.03.2020 14:00,8.9,670.9,765.5,-0.7,21,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.2,,,2500 or more  or no clouds.,,,7.0,-12.2,No precipitation,12,,,,
11.03.2020 11:00,3.6,671.6,766.7,,29,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.2,,,,,,6.0,-12.8,No precipitation,6,,,,
11.03.2020 08:00,-2.1,670.6,765.9,,44,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.2,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,12,,,,
11.03.2020 05:00,-1.0,670.1,765.0,,39,Wind blowing from the north-northwest,1,,9,, ,,,-2.9,9.2,,,,,,8.0,-13.2,No precipitation,6,,,,
11.03.2020 02:00,0.0,670.3,765.4,-0.5,41,Wind blowing from the west-northwest,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.2,,,2500 or more  or no clouds.,,,5.0,-11.7,No precipitation,12,,,,
10.03.2020 23:00,3.6,670.8,766.3,,30,Wind blowing from the west,1,,9,,Haze. ,,,-2.9,9.2,,,,,,5.0,-12.4,No precipitation,6,,,,
10.03.2020 20:00,7.8,670.3,765.4,-0.6,19,Wind blowing from the south-west,2,,9,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.2,,,2500 or more  or no clouds.,,,7.0,-14.4,No precipitation,12,,,,
10.03.2020 17:00,8.4,670.9,766.0,,18,Wind blowing from the west-southwest,4,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,8.9,,,,,,7.0,-14.6,No precipitation,6,,,,
10.03.2020 14:00,6.7,673.5,768.6,-1.5,23,Wind blowing from the west-southwest,4,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.7,,,2500 or more  or no clouds.,,,7.0,-13.0,No precipitation,12,,,,
10.03.2020 11:00,0.9,675.0,771.1,,43,Wind blowing from the north-northwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.0,,,,,,2.5,-10.3,No precipitation,6,,,,
10.03.2020 08:00,-2.2,674.8,771.2,-0.4,49,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.0,,,2500 or more  or no clouds.,,,2.2,-11.7,No precipitation,12,,,,
10.03.2020 05:00,-1.4,675.2,771.4,,58,Wind blowing from the east-southeast,1,,7,,Haze. ,,,-1.5,6.0,,,,,,4.4,-8.8,No precipitation,6,,,,
10.03.2020 02:00,1.8,676.9,773.2,,44,Wind blowing from the west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.0,,,2500 or more  or no clouds.,,,4.9,-9.2,No precipitation,12,,,,
09.03.2020 20:00,5.1,677.5,773.5,-1.3,35,Wind blowing from the west-southwest,2,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,9.9,,,2500 or more  or no clouds.,,,3.7,-9.1,No precipitation,12,,,,
09.03.2020 17:00,5.4,678.8,774.8,,31,Wind blowing from the west-southwest,3,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,,,,1.8,-10.4,No precipitation,6,,,,
09.03.2020 14:00,3.4,681.4,777.7,-0.5,34,Wind blowing from the west,2,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,1.4,-11.3,No precipitation,12,,,,
09.03.2020 11:00,1.5,681.9,778.3,,42,Wind blowing from the south-southwest,2,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.2,,,,,,0.9,-10.3,No precipitation,6,,,,
09.03.2020 08:00,1.6,680.7,776.2,0.1,36,Wind blowing from the south,2,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.2,,,2500 or more  or no clouds.,,,0.7,-11.9,No precipitation,12,,,,
09.03.2020 05:00,2.6,680.6,775.7,,34,Wind blowing from the south-southeast,2,,7,,Haze. ,,,2.6,12.2,,,,,,0.8,-11.7,No precipitation,6,,,,
09.03.2020 02:00,4.7,680.5,775.4,,30,Wind blowing from the east-southeast,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.2,,,2500 or more  or no clouds.,,,1.5,-11.4,No precipitation,12,,,,
08.03.2020 23:00,6.8,678.9,773.8,,32,Wind blowing from the south-southeast,3,,7,,Haze. ,,,5.7,12.2,,,,,,5.0,-8.7,No precipitation,6,,,,
08.03.2020 20:00,10.0,676.6,770.6,1.0,10,Wind blowing from the south-east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,12.2,,,2500 or more  or no clouds.,,,13.0,-20.2,No precipitation,12,,,,
08.03.2020 17:00,11.7,675.6,769.1,,10,Wind blowing from the south-southeast,2,,7,, ,,,5.7,13.8,,,,,,21.0,-18.9,No precipitation,6,,,,
08.03.2020 14:00,10.1,676.2,769.9,1.3,24,Wind blowing from the south-east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.8,,,2500 or more  or no clouds.,,,20.0,-9.6,No precipitation,12,,,,
08.03.2020 11:00,7.0,674.9,768.9,,24,Wind blowing from the east,4,,11,, ,,,5.7,,,,,,,24.0,-12.2,No precipitation,6,,,,
08.03.2020 08:00,6.9,672.8,766.0,1.6,13,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.8,,,2500 or more  or no clouds.,,,11.0,-19.6,No precipitation,12,,,,
08.03.2020 05:00,7.6,671.2,763.8,,17,Wind blowing from the west,1,,11,, ,,,3.0,13.8,,,,,,30.0,-15.9,No precipitation,6,,,,
08.03.2020 02:00,8.3,670.0,762.5,1.8,14,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,13.8,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
07.03.2020 23:00,9.0,668.2,761.0,,24,Wind blowing from the east-northeast,2,,8,, ,,,2.0,13.8,,,,,,8.0,-10.5,No precipitation,6,,,,
07.03.2020 20:00,12.0,666.1,758.7,0.9,21,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.8,,,2500 or more  or no clouds.,,,17.0,-9.6,No precipitation,12,,,,
07.03.2020 17:00,13.1,665.2,757.7,,19,Wind blowing from the east,3,,8,, ,,,2.0,13.6,,,,,,19.0,-10.0,No precipitation,6,,,,
07.03.2020 14:00,11.8,665.9,758.9,0.1,20,Wind blowing from the east,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.3,,,2500 or more  or no clouds.,,,17.0,-10.4,No precipitation,12,,,,
07.03.2020 11:00,8.2,665.8,759.0,,29,Wind blowing from the north-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.3,,,,,,7.0,-8.8,No precipitation,6,,,,
07.03.2020 08:00,4.9,664.4,756.8,0.4,38,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,13.3,,,2500 or more  or no clouds.,,,17.0,-8.2,No precipitation,12,,,,
07.03.2020 05:00,3.3,664.0,756.4,,51,Wind blowing from the north-east,1,,4,, ,,,-0.5,13.3,,,,,,11.0,-6.1,No precipitation,6,,,,
07.03.2020 02:00,2.8,664.6,757.6,0.1,49,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,13.3,,,2500 or more  or no clouds.,,,8.0,-7.1,No precipitation,12,,,,
06.03.2020 23:00,4.9,664.5,757.9,,44,Wind blowing from the north-northwest,1,,4,,Haze. ,,,-0.5,13.3,,,,,,4.6,-6.6,No precipitation,6,,,,
06.03.2020 20:00,11.6,663.7,757.0,-0.6,25,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,13.3,,,2500 or more  or no clouds.,,,12.0,-7.8,No precipitation,12,,,,
06.03.2020 17:00,12.7,664.3,757.2,,22,Wind blowing from the south,2,,4,, ,,,-0.5,15.1,,,,,,13.0,-8.5,No precipitation,6,,,,
06.03.2020 14:00,10.6,666.4,759.7,-1.0,26,Wind blowing from the east-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,15.1,,,2500 or more  or no clouds.,,,13.0,-8.1,No precipitation,12,,,,
06.03.2020 11:00,5.8,667.4,761.0,,40,Wind blowing from the north-northwest,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,15.1,,,,,,3.5,-6.8,No precipitation,6,,,,
06.03.2020 08:00,0.0,666.4,759.9,-0.2,57,Wind blowing from the north,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.1,,,2500 or more  or no clouds.,,,3.6,-7.5,No precipitation,12,,,,
06.03.2020 05:00,1.2,666.6,759.4,,54,Wind blowing from the north,1,,5,, ,,,-0.6,15.1,,,,,,11.0,-7.3,No precipitation,6,,,,
06.03.2020 02:00,2.6,667.5,760.6,-0.1,50,Wind blowing from the north-northeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.1,,,2500 or more  or no clouds.,,,7.0,-6.8,No precipitation,12,,,,
05.03.2020 23:00,6.2,667.6,760.9,,41,Wind blowing from the east-northeast,1,,5,,Haze. ,,,-0.6,15.1,,,,,,4.8,-6.1,No precipitation,6,,,,
05.03.2020 20:00,12.4,667.0,760.6,-0.3,24,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.1,,,2500 or more  or no clouds.,,,12.0,-7.6,No precipitation,12,,,,
05.03.2020 17:00,14.7,667.3,760.3,,20,Wind blowing from the south,2,,5,, ,,,-0.6,14.8,,,,,,12.0,-8.0,No precipitation,6,,,,
05.03.2020 14:00,12.1,669.3,762.8,-0.1,23,Wind blowing from the south-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.5,,,2500 or more  or no clouds.,,,15.0,-8.4,No precipitation,12,,,,
05.03.2020 11:00,8.3,669.4,763.0,,30,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.5,,,,,,6.0,-8.3,No precipitation,6,,,,
05.03.2020 08:00,-0.1,668.3,762.0,0.2,54,Wind blowing from the south-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.5,,,2500 or more  or no clouds.,,,5.0,-8.3,No precipitation,12,,,,
05.03.2020 05:00,0.9,668.1,761.3,,51,Wind blowing from the north,1,,6,, ,,,-0.9,14.5,,,,,,12.0,-8.3,No precipitation,6,,,,
05.03.2020 02:00,2.0,668.3,761.6,,51,Wind blowing from the north,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.5,,,2500 or more  or no clouds.,,,6.0,-7.3,No precipitation,12,,,,
04.03.2020 23:00,6.0,668.3,762.1,,39,Wind blowing from the north,1,,7,,Haze. ,,,-0.9,14.5,,,,,,4.5,-6.9,No precipitation,6,,,,
04.03.2020 20:00,12.4,667.2,760.8,-0.1,24,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.5,,,2500 or more  or no clouds.,,,11.0,-7.6,No precipitation,12,,,,
04.03.2020 17:00,14.0,667.3,760.6,,21,Wind blowing from the west,3,,7,, ,,,-0.9,14.3,,,,,,11.0,-8.0,No precipitation,6,,,,
04.03.2020 14:00,12.6,669.4,762.9,-0.8,24,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.1,,,2500 or more  or no clouds.,,,11.0,-7.4,No precipitation,12,,,,
04.03.2020 11:00,5.9,670.2,764.5,,39,Wind blowing from the north-northeast,1,,3,, ,,,-0.9,14.1,,,,,,8.0,-7.0,No precipitation,6,,,,
04.03.2020 08:00,-0.3,669.2,763.3,0.1,56,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,14.1,,,2500 or more  or no clouds.,,,3.8,-8.0,No precipitation,12,,,,
