Local time in Yangjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 11:00,22.5,757.0,765.1,,83,Wind blowing from the south-southeast,2,,7,100%., ,,,19.7,23.8,,,300-600,,,20.0,19.4,No precipitation,6,,,,
17.03.2020 08:00,20.4,756.6,764.6,1.6,94,Wind blowing from the north-east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,300-600,,,14.0,19.4,No precipitation,12,,,,
17.03.2020 05:00,19.7,755.0,763.0,,93,Wind blowing from the east-northeast,2,,7,, ,,,18.6,23.8,,,,,,12.0,18.5,No precipitation,6,,,,
17.03.2020 02:00,20.1,756.1,764.1,,92,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.8,,,2500 or more  or no clouds.,,,17.0,18.7,No precipitation,12,,,,
16.03.2020 23:00,20.3,757.0,765.1,,91,Wind blowing from the east,2,,7,, ,,,18.6,23.8,,,,,,22.0,18.7,No precipitation,6,,,,
16.03.2020 20:00,20.6,756.2,764.3,,87,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.8,,,300-600,,,21.0,18.3,No precipitation,12,,,,
16.03.2020 17:00,22.1,754.9,763.0,,79,Wind blowing from the east,3,,7,100%., ,,,18.6,23.8,,,300-600,,,20.0,18.2,No precipitation,6,,,,
16.03.2020 14:00,23.2,755.6,763.6,-1.8,70,Wind blowing from the south-east,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,23.5,,,300-600,,,24.0,17.4,No precipitation,12,,,,
16.03.2020 11:00,21.5,757.4,765.5,,79,Wind blowing from the east,4,,7,100%., ,,,18.6,22.7,,,300-600,,,20.0,17.7,No precipitation,6,,,,
16.03.2020 08:00,19.2,756.7,764.8,,92,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,1000-1500,,,10.0,17.8,No precipitation,12,,,,
16.03.2020 05:00,18.7,755.1,763.1,,88,Wind blowing from the east-northeast,3,,6,, ,,,18.5,22.7,,,,,,12.0,16.6,No precipitation,6,,,,
16.03.2020 02:00,19.1,755.7,763.7,,86,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.7,,,2500 or more  or no clouds.,,,13.0,16.7,No precipitation,12,,,,
15.03.2020 23:00,19.4,756.4,764.5,,81,Wind blowing from the east,2,,8,, ,,,18.5,22.7,,,,,,16.0,16.0,No precipitation,6,,,,
15.03.2020 20:00,20.2,755.8,763.9,1.4,75,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.7,,,1000-1500,,,13.0,15.6,No precipitation,12,,,,
15.03.2020 17:00,21.4,754.4,762.4,,59,Wind blowing from the east-southeast,1,,10,100%., ,,,18.5,23.6,,,1000-1500,,,15.0,13.0,No precipitation,6,,,,
15.03.2020 14:00,21.1,755.5,763.5,,56,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.5,,,1000-1500,,,17.0,11.9,No precipitation,12,,,,
15.03.2020 11:00,19.6,758.0,766.1,,54,Wind blowing from the east-northeast,4,,13,90  or more  but not 100%, ,,,18.5,,,,300-600,,,21.0,10.0,No precipitation,6,,,,
15.03.2020 08:00,18.6,757.2,765.3,1.1,57,Wind blowing from the north-east,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.5,,,1000-1500,,,20.0,9.9,No precipitation,12,,,,
15.03.2020 05:00,19.1,756.1,764.2,,63,Wind blowing from the east-northeast,3,,13,, ,,,18.3,24.5,,,,,,18.0,11.9,No precipitation,6,,,,
15.03.2020 02:00,19.8,756.4,764.5,,62,Wind blowing from the east-northeast,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.5,,,2500 or more  or no clouds.,,,21.0,12.3,No precipitation,12,,,,
14.03.2020 23:00,21.0,756.9,764.9,,65,Wind blowing from the east-northeast,6,,12,, ,,,18.3,24.5,,,,,,22.0,14.1,No precipitation,6,,,,
14.03.2020 20:00,22.4,755.5,763.6,1.6,62,Wind blowing from the east-northeast,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.5,,,1000-1500,,,24.0,14.7,No precipitation,12,,,,
14.03.2020 17:00,23.6,753.9,761.9,,57,Wind blowing from the east,5,,12,100%., ,,,18.3,24.5,,,1000-1500,,,30.0,14.5,No precipitation,6,,,,
14.03.2020 14:00,24.5,754.4,762.4,-2.1,57,Wind blowing from the north-east,4,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.5,,,300-600,,,30.0,15.4,2.0,12,,,,
14.03.2020 11:00,21.5,756.5,764.5,,67,Wind blowing from the north-east,5,,16,100%., ,,,18.3,23.8,,,300-600,,,30.0,15.1,No precipitation,6,,,,
14.03.2020 08:00,18.5,756.0,764.0,1.9,93,Wind blowing from the north-northeast,4,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,23.8,,,300-600,,,30.0,17.3,2.0,12,,,,
14.03.2020 05:00,18.5,754.1,762.1,,96,Wind blowing from the north-east,7,,16,, ,,,18.4,23.8,,,,,,22.0,17.8,2.0,6,,,,
14.03.2020 02:00,22.9,753.7,761.7,,98,Wind blowing from the north-east,2,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,23.8,,,2500 or more  or no clouds.,,,3.3,22.5,0.2,12,,,,
13.03.2020 23:00,23.3,754.1,762.1,,96,Wind blowing from the south-east,2,,9,, ,,,22.4,23.8,,,,,,12.0,22.7,No precipitation,6,,,,
13.03.2020 20:00,23.2,753.1,761.0,0.7,96,Wind blowing from the south-east,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,23.8,,,300-600,,,14.0,22.6,0.1,12,,,,
13.03.2020 17:00,23.2,752.4,760.3,,96,Wind blowing from the south-east,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,23.8,,,300-600,,,13.0,22.6,0.1,6,,,,
13.03.2020 14:00,23.6,753.1,761.0,,96,Wind blowing from the south-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,23.8,,,300-600,,,19.0,22.9,0.2,12,,,,
13.03.2020 11:00,23.2,754.6,762.6,,96,Wind blowing from the south-southeast,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.4,,,300-600,,,14.0,22.6,0.1,6,,,,
13.03.2020 08:00,22.8,754.0,761.9,1.5,98,Wind blowing from the south-east,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.9,,,300-600,,,8.0,22.4,0.2,12,,,,
13.03.2020 05:00,22.6,752.5,760.5,,98,Wind blowing from the south-east,5,,9,,Rain (not freezing) not falling as shower(s). ,,,,22.9,,,,,,7.0,22.2,0.1,6,,,,
13.03.2020 02:00,22.8,752.8,760.8,-0.3,98,Wind blowing from the south-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.8,,,2500 or more  or no clouds.,,,9.0,22.4,No precipitation,12,,,,
12.03.2020 23:00,22.4,753.1,761.1,,99,Wind blowing from the south-east,3,,8,,Mist. ,,,,22.6,,,,,,2.6,22.2,No precipitation,6,,,,
12.03.2020 20:00,22.4,751.7,759.7,,99,Wind blowing from the south-southeast,4,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,17.3,22.5,,,300-600,,,1.2,22.2,2.0,12,,,,
12.03.2020 17:00,22.3,751.3,759.3,,99,Wind blowing from the south-southeast,3,,7,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,17.3,22.4,,,300-600,,,1.7,22.1,0.3,6,,,,
12.03.2020 14:00,21.7,752.2,760.2,,99,Wind blowing from the south,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,17.3,21.8,,,300-600,,,0.2,21.5,3.0,12,,,,
12.03.2020 11:00,20.6,754.1,762.2,,99,Wind blowing from the south,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,16.4,20.6,,,300-600,,,0.9,20.4,2.0,6,,,,
12.03.2020 08:00,18.4,753.9,762.0,0.9,99,Wind blowing from the north-east,2,,7,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,,18.4,,,300-600,,,0.7,18.2,1.0,12,,,,
12.03.2020 05:00,17.8,753.0,761.1,,98,Wind blowing from the north-east,2,,7,,Rain (not freezing) not falling as shower(s). ,,,,18.2,,,,,,1.1,17.4,1.0,6,,,,
12.03.2020 02:00,17.7,754.0,762.1,-0.4,96,Wind blowing from the north-east,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.7,17.0,No precipitation,12,,,,
11.03.2020 23:00,17.4,754.4,762.5,,93,Wind blowing from the east-northeast,3,,10,, ,,,14.4,20.3,,,,,,7.0,16.2,No precipitation,6,,,,
11.03.2020 20:00,17.5,754.0,762.1,0.6,85,Wind blowing from the east-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,1000-1500,,,9.0,14.9,6.0,12,,,,
11.03.2020 17:00,18.0,753.4,761.5,,78,Wind blowing from the north-northeast,3,,10,100%., ,,,14.4,,,,1000-1500,,,14.0,14.1,No precipitation,6,,,,
11.03.2020 14:00,17.7,754.6,762.7,-2.1,74,Wind blowing from the east-northeast,3,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,1000-1500,,,20.0,13.0,10.0,12,,,,
11.03.2020 11:00,16.4,756.7,764.8,,75,Wind blowing from the east-northeast,4,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,25.2,,,1000-1500,,,25.0,11.9,10.0,6,,,,
11.03.2020 08:00,16.9,756.4,764.5,,70,Wind blowing from the north-east,4,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,15.2,25.2,,,1000-1500,,,28.0,11.4,4.0,12,,,,
11.03.2020 05:00,17.5,754.7,762.7,,70,Wind blowing from the east,4,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.5,25.2,,,,,,15.0,11.9,0.2,6,,,,
11.03.2020 02:00,19.2,754.6,762.7,0.0,57,Wind blowing from the north-east,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.2,,,2500 or more  or no clouds.,,,30.0,10.4,No precipitation,12,,,,
10.03.2020 23:00,20.3,754.6,762.7,,58,Wind blowing from the east-northeast,5,,11,, ,,,18.7,25.2,,,,,,30.0,11.7,No precipitation,6,,,,
10.03.2020 20:00,21.7,753.4,761.4,,55,Wind blowing from the east-northeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.2,,,2500 or more  or no clouds.,,,30.0,12.2,No precipitation,12,,,,
10.03.2020 17:00,23.9,751.8,759.7,,52,Wind blowing from the east-northeast,5,,13,70 – 80%., ,,,18.7,25.2,,,2500 or more  or no clouds.,,,30.0,13.4,No precipitation,6,,,,
10.03.2020 14:00,24.8,752.7,760.6,,52,Wind blowing from the north-east,4,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.9,,,2500 or more  or no clouds.,,,30.0,14.2,No precipitation,12,,,,
10.03.2020 11:00,21.8,754.4,762.4,,61,Wind blowing from the north-northeast,7,,13,90  or more  but not 100%, ,,,18.7,24.1,,,2500 or more  or no clouds.,,,30.0,13.9,0.1,6,,,,
10.03.2020 08:00,19.0,752.3,760.3,2.6,83,Wind blowing from the north-east,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.1,,,300-600,,,30.0,16.0,No precipitation,12,,,,
10.03.2020 05:00,21.3,749.7,757.6,,93,Wind blowing from the north-east,5,,9,, ,,,21.3,24.1,,,,,,27.0,20.1,No precipitation,6,,,,
10.03.2020 02:00,22.8,749.6,757.5,,99,Wind blowing from the north-northwest,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,24.1,,,2500 or more  or no clouds.,,,2.9,22.6,No precipitation,12,,,,
09.03.2020 20:00,23.2,747.7,755.6,1.5,96,Wind blowing from the south-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,24.1,,,300-600,,,12.0,22.6,No precipitation,12,,,,
09.03.2020 17:00,24.1,746.2,754.0,,96,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,22.0,24.1,,,300-600,,,15.0,23.4,No precipitation,6,,,,
09.03.2020 14:00,23.8,747.0,754.9,-2.1,96,Wind blowing from the south-southeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,24.0,,,300-600,,,17.0,23.1,0.4,12,,,,
09.03.2020 11:00,23.7,749.1,757.0,,96,Wind blowing from the south-southeast,4,,10,100%., ,,,22.0,23.7,,,300-600,,,19.0,23.0,0.3,6,,,,
09.03.2020 08:00,22.4,748.5,756.4,1.5,98,Wind blowing from the south-southeast,4,,11,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.9,,,300-600,,,8.0,22.0,1.0,12,,,,
09.03.2020 05:00,22.6,747.0,754.9,,98,Wind blowing from the south-east,5,,11,, ,,,21.7,22.9,,,,,,13.0,22.2,1.0,6,,,,
09.03.2020 02:00,22.7,748.0,755.9,,96,Wind blowing from the south-southeast,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,22.9,,,2500 or more  or no clouds.,,,11.0,22.1,3.0,12,,,,
08.03.2020 23:00,22.6,748.4,756.4,,96,Wind blowing from the south-east,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,21.4,22.7,,,,,,18.0,22.0,0.1,6,,,,
08.03.2020 20:00,22.4,747.4,755.3,0.3,96,Wind blowing from the south-east,6,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,22.5,,,300-600,,,18.0,21.8,5.0,12,,,,
08.03.2020 17:00,22.1,747.1,755.1,,98,Wind blowing from the south-southeast,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,23.0,,,300-600,,,7.0,21.7,2.0,6,,,,
08.03.2020 14:00,22.1,748.5,756.4,-2.5,98,Wind blowing from the south-southeast,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,300-600,,,7.0,21.7,5.0,12,,,,
08.03.2020 11:00,22.2,751.0,758.9,,98,Wind blowing from the south-east,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,300-600,,,3.3,21.8,3.0,6,,,,
08.03.2020 08:00,21.8,750.5,758.5,,99,Wind blowing from the south-east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,6.0,21.6,2.0,12,,,,
08.03.2020 05:00,21.7,749.5,757.4,,99,Wind blowing from the south-east,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,24.1,,,,,,3.2,21.5,1.0,6,,,,
08.03.2020 02:00,21.5,750.4,758.4,-1.0,99,Wind blowing from the south-southeast,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.1,,,2500 or more  or no clouds.,,,0.1,21.3,0.1,12,,,,
07.03.2020 23:00,22.0,751.4,759.4,,98,Wind blowing from the south-southeast,3,,7,,Mist. ,,,18.3,24.1,,,,,,7.0,21.6,No precipitation,6,,,,
07.03.2020 20:00,22.0,750.5,758.5,0.2,98,Wind blowing from the south-southeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.1,,,300-600,,,6.0,21.6,2.0,12,,,,
07.03.2020 17:00,23.0,750.3,758.2,,95,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,18.3,24.1,,,300-600,,,20.0,22.1,No precipitation,6,,,,
07.03.2020 14:00,23.1,751.1,759.1,-2.7,95,Wind blowing from the south,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,18.3,24.1,,,300-600,,,18.0,22.2,3.0,12,,,,
07.03.2020 11:00,21.0,753.8,761.8,,99,Wind blowing from the south-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,18.3,21.2,,,300-600,,,1.3,20.8,2.0,6,,,,
07.03.2020 08:00,19.0,753.4,761.5,1.2,99,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,17.5,,,,300-600,,,0.5,18.8,2.0,12,,,,
07.03.2020 05:00,18.6,752.2,760.2,,99,Wind blowing from the east-northeast,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,,,,,,,,0.3,18.4,2.0,6,,,,
07.03.2020 02:00,18.5,752.9,760.9,,99,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,17.0,21.2,,,2500 or more  or no clouds.,,,0.8,18.3,6.0,12,,,,
06.03.2020 23:00,18.3,753.8,761.9,,98,Wind blowing from the east,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.0,21.2,,,,,,1.3,17.9,1.0,6,,,,
06.03.2020 20:00,18.4,753.3,761.4,0.2,98,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,21.2,,,300-600,,,2.2,18.0,4.0,12,,,,
06.03.2020 17:00,18.8,753.1,761.2,,98,Wind blowing from the east-northeast,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,21.2,,,300-600,,,1.6,18.4,4.0,6,,,,
06.03.2020 14:00,20.2,753.6,761.7,-2.4,90,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,21.2,,,300-600,,,29.0,18.5,Trace of precipitation,12,,,,
06.03.2020 11:00,19.9,756.0,764.1,,87,Wind blowing from the east-southeast,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,21.7,,,300-600,,,28.0,17.6,Trace of precipitation,6,,,,
06.03.2020 08:00,17.6,755.5,763.6,,94,Wind blowing from the east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,10.0,16.6,No precipitation,12,,,,
06.03.2020 05:00,17.3,754.6,762.7,,93,Wind blowing from the east-northeast,4,,8,, ,,,,,,,,,,10.0,16.1,No precipitation,6,,,,
06.03.2020 02:00,17.1,755.8,763.9,-0.7,91,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.7,,,2500 or more  or no clouds.,,,7.0,15.6,No precipitation,12,,,,
05.03.2020 23:00,17.3,756.5,764.7,,87,Wind blowing from the east,3,,10,, ,,,14.6,21.7,,,,,,8.0,15.1,No precipitation,6,,,,
05.03.2020 20:00,17.3,755.9,764.1,1.3,84,Wind blowing from the east-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.7,,,300-600,,,11.0,14.5,No precipitation,12,,,,
05.03.2020 17:00,18.3,754.6,762.8,,80,Wind blowing from the east-northeast,3,,10,100%., ,,,14.6,21.7,,,300-600,,,19.0,14.7,No precipitation,6,,,,
05.03.2020 14:00,20.0,755.5,763.6,-2.4,70,Wind blowing from the north-east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.7,,,300-600,,,30.0,14.3,0.3,12,,,,
05.03.2020 11:00,17.8,757.9,766.1,,76,Wind blowing from the north-east,5,,10,90  or more  but not 100%, ,,,14.6,20.3,,,300-600,,,30.0,13.5,No precipitation,6,,,,
05.03.2020 08:00,14.7,757.6,765.7,1.3,94,Wind blowing from the east-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.3,,,300-600,,,23.0,13.7,7.0,12,,,,
05.03.2020 05:00,15.0,756.3,764.5,,97,Wind blowing from the north-northeast,4,,10,,Rain (not freezing) not falling as shower(s). ,,,14.8,20.3,,,,,,7.0,14.5,4.0,6,,,,
05.03.2020 02:00,15.5,756.2,764.3,,97,Wind blowing from the east-northeast,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,20.3,,,2500 or more  or no clouds.,,,8.0,15.0,12.0,12,,,,
04.03.2020 23:00,16.1,757.0,765.1,,97,Wind blowing from the north-east,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.1,20.3,,,,,,4.9,15.7,4.0,6,,,,
04.03.2020 20:00,16.9,755.7,763.8,0.8,97,Wind blowing from the north-east,5,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,20.3,,,300-600,,,10.0,16.4,5.0,12,,,,
04.03.2020 17:00,18.0,754.9,763.0,,97,Wind blowing from the north-east,3,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,17.5,21.2,,,300-600,,,13.0,17.5,4.0,6,,,,
04.03.2020 14:00,19.6,755.4,763.5,-0.7,91,Wind blowing from the north-northeast,4,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,22.6,,,300-600,,,21.0,18.0,0.1,12,,,,
04.03.2020 11:00,19.9,756.1,764.2,,88,Wind blowing from the east-northeast,5,,14,100%., ,,,18.1,22.6,,,300-600,,,30.0,17.8,No precipitation,6,,,,
04.03.2020 08:00,18.2,755.4,763.5,1.3,94,Wind blowing from the east-northeast,8,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,22.6,,,300-600,,,30.0,17.2,No precipitation,12,,,,
04.03.2020 05:00,19.6,754.1,762.1,,95,Wind blowing from the east-northeast,6,,9,,Mist. ,,,19.6,22.6,,,,,,5.0,18.7,No precipitation,6,,,,
04.03.2020 02:00,19.9,754.5,762.5,-0.9,94,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,22.6,,,2500 or more  or no clouds.,,,9.0,18.9,0.3,12,,,,
03.03.2020 23:00,20.1,755.4,763.4,,94,Wind blowing from the east,4,,7,, ,,,19.6,22.6,,,,,,13.0,19.1,0.3,6,,,,
03.03.2020 20:00,20.0,754.2,762.2,,95,Wind blowing from the east,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,22.6,,,300-600,,,10.0,19.1,0.3,12,,,,
03.03.2020 17:00,21.2,753.5,761.5,,89,Wind blowing from the east,2,,6,100%., ,,,19.6,23.0,,,300-600,,,20.0,19.3,No precipitation,6,,,,
03.03.2020 14:00,22.4,754.2,762.2,-2.6,82,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,25.2,,,300-600,,,23.0,19.1,No precipitation,12,,,,
03.03.2020 11:00,20.5,756.8,764.8,,90,Wind blowing from the east,2,,8,100%., ,,,19.6,,,,1000-1500,,,16.0,18.8,No precipitation,6,,,,
03.03.2020 08:00,19.8,756.1,764.2,1.7,92,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,300-600,,,21.0,18.4,No precipitation,12,,,,
