Local time in Yichun (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 08:00,18.1,747.4,759.1,0.2,94,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,1500-2000,,,2.1,17.1,No precipitation,12,,,,
25.03.2020 05:00,17.8,747.2,758.8,,95,Wind blowing from the east,2,,6,,Mist. ,,,16.9,19.9,,,,,,1.7,17.0,No precipitation,6,,,,
25.03.2020 02:00,17.9,748.0,759.7,,95,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,19.9,,,2500 or more  or no clouds.,,,1.6,17.1,No precipitation,12,,,,
24.03.2020 20:00,18.5,748.3,760.0,0.2,92,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,20.0,,,1500-2000,,,3.3,17.2,10.0,12,,,,
24.03.2020 17:00,19.8,748.1,759.7,,85,Wind blowing from the east,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.3,,,300-600,,,7.0,17.2,2.0,6,,,,
24.03.2020 14:00,18.4,749.3,761.0,,86,Wind blowing from the east,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,6.0,16.0,10.0,12,,,,
24.03.2020 11:00,17.1,751.4,763.1,,94,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,300-600,,,1.8,16.1,8.0,6,,,,
24.03.2020 08:00,18.1,750.1,761.8,,92,Wind blowing from the east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,21.9,,,1500-2000,,,2.0,16.8,No precipitation,12,,,,
24.03.2020 05:00,18.3,749.2,760.8,,91,Wind blowing from the east-northeast,2,,5,,Mist. ,,,18.3,21.9,,,,,,2.2,16.8,No precipitation,6,,,,
24.03.2020 02:00,18.5,750.0,761.7,,89,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.9,,,2500 or more  or no clouds.,,,2.3,16.7,No precipitation,12,,,,
23.03.2020 20:00,20.0,750.4,762.1,,85,Wind blowing from the east,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.9,,,1500-2000,,,3.0,17.4,Trace of precipitation,12,,,,
23.03.2020 17:00,21.3,749.3,760.9,,79,Wind blowing from the east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.9,,,300-600,,,6.0,17.5,No precipitation,6,,,,
23.03.2020 14:00,20.5,749.9,761.5,-1.7,83,Wind blowing from the north-northeast,3,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.0,,,300-600,,,4.0,17.5,0.4,12,,,,
23.03.2020 11:00,19.2,751.6,763.3,,85,Wind blowing from the east,4,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,300-600,,,3.5,16.6,No precipitation,6,,,,
23.03.2020 08:00,18.6,751.1,762.8,,91,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,22.6,,,300-600,,,2.7,17.1,3.0,12,,,,
23.03.2020 05:00,18.5,749.6,761.2,,93,Wind blowing from the east,2,,6,,Mist. ,,,18.4,22.6,,,,,,2.6,17.3,3.0,6,,,,
23.03.2020 02:00,18.8,749.6,761.2,,95,Wind blowing from the east-southeast,4,,,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,22.6,,,2500 or more  or no clouds.,,,1.3,18.0,7.0,12,,,,
22.03.2020 20:00,20.0,748.6,760.2,0.9,96,Wind blowing from the east-southeast,2,,17,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,300-600,,,3.5,19.3,26.0,12,,,,
22.03.2020 17:00,21.0,747.7,759.3,,91,Wind blowing from the north-east,1,,17,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,300-600,,,9.0,19.5,22.0,6,,,,
22.03.2020 14:00,20.6,748.1,759.7,-0.5,89,Wind blowing from the west,2,,17,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,1500-2000,,,19.0,18.7,23.0,12,,,,
22.03.2020 11:00,19.3,748.6,760.2,,94,Wind blowing from the north,1,,17,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,300-600,,,2.9,18.3,5.0,6,,,,
22.03.2020 08:00,21.3,747.1,758.6,1.5,88,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,30.5,,,1500-2000,,,8.0,19.2,1.0,12,,,,
22.03.2020 05:00,21.0,745.6,757.0,,86,Wind blowing from the east-southeast,2,,,, ,,,17.4,30.5,,,,,,11.0,18.6,No precipitation,6,,,,
22.03.2020 02:00,22.4,744.7,756.1,,78,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,30.5,,,2500 or more  or no clouds.,,,14.0,18.4,No precipitation,12,,,,
21.03.2020 20:00,25.8,743.8,755.2,,69,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,30.5,,,2500 or more  or no clouds.,,,16.0,19.7,No precipitation,12,,,,
21.03.2020 17:00,29.0,742.9,754.3,,54,Wind blowing from the north-east,1,,,100%., ,,,,,,,1500-2000,,,17.0,18.8,,,,,,
21.03.2020 14:00,29.2,744.1,755.5,,54,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.6,,,2500 or more  or no clouds.,,,17.0,18.9,No precipitation,12,,,,
21.03.2020 11:00,24.9,746.5,757.9,,68,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,13.0,18.6,,,,,,
21.03.2020 08:00,18.8,747.2,758.8,,84,Wind blowing from the east-northeast,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,26.8,,,2500 or more  or no clouds.,,,14.0,16.0,No precipitation,12,,,,
21.03.2020 05:00,18.0,746.2,757.6,,82,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,18.0,14.9,,,,,,
21.03.2020 02:00,19.2,746.5,758.0,,76,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.8,,,2500 or more  or no clouds.,,,17.0,14.9,No precipitation,12,,,,
20.03.2020 20:00,22.7,746.8,758.5,0.6,56,Wind blowing from the east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.8,,,1500-2000,,,20.0,13.5,No precipitation,12,,,,
20.03.2020 17:00,25.7,746.2,757.9,,48,Wind blowing from the east-northeast,2,,,50%., ,,,,,,,1500-2000,,,27.0,13.9,,,,,,
20.03.2020 14:00,25.7,748.0,759.7,-2.6,47,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,25.9,,,2500 or more  or no clouds.,,,24.0,13.6,No precipitation,12,,,,
20.03.2020 11:00,21.5,750.6,762.3,,58,Wind blowing from the north-east,2,,5,no clouds, ,,,10.5,25.6,,,,,,13.0,12.9,No precipitation,6,,,,
20.03.2020 08:00,13.1,750.4,762.2,,86,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,25.6,,,,,,10.0,10.8,No precipitation,12,,,,
20.03.2020 05:00,11.2,749.8,761.5,,92,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,10.0,9.9,,,,,,
20.03.2020 02:00,13.1,750.4,762.1,,88,Wind blowing from the south-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,25.6,,,2500 or more  or no clouds.,,,11.0,11.2,No precipitation,12,,,,
19.03.2020 20:00,20.0,750.0,761.8,,56,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%, ,,,11.6,25.6,,,2500 or more  or no clouds.,,,15.0,11.0,No precipitation,6,,,,
19.03.2020 17:00,24.5,748.7,760.4,,34,Wind blowing from the east-southeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,22.0,7.6,,,,,,
19.03.2020 14:00,24.8,749.7,761.4,,39,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.8,,,,,,21.0,9.9,No precipitation,12,,,,
19.03.2020 11:00,19.6,751.3,763.1,,67,Wind blowing from the east,1,,3,no clouds, ,,,11.6,21.8,,,,,,9.0,13.3,No precipitation,6,,,,
19.03.2020 08:00,12.1,750.7,762.6,1.9,92,Wind blowing from the south-southwest,1,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.8,,,2500 or more  or no clouds.,,,6.0,10.8,No precipitation,12,,,,
19.03.2020 05:00,12.2,748.8,760.6,,90,Wind blowing from the south-west,1,,5,,Mist. ,,,10.9,21.8,,,,,,6.0,10.6,No precipitation,6,,,,
19.03.2020 02:00,12.6,749.3,761.1,,89,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,21.8,,,2500 or more  or no clouds.,,,7.0,10.8,No precipitation,12,,,,
18.03.2020 20:00,17.5,748.9,760.8,,69,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,21.8,,,2500 or more  or no clouds.,,,18.0,11.8,No precipitation,12,,,,
18.03.2020 17:00,21.6,748.2,760.0,,42,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,18.0,8.2,,,,,,
18.03.2020 14:00,20.3,749.4,761.2,,46,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.9,,,2500 or more  or no clouds.,,,11.0,8.3,No precipitation,12,,,,
18.03.2020 11:00,13.4,752.3,764.3,,81,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.7,,,2500 or more  or no clouds.,,,4.4,10.2,No precipitation,6,,,,
18.03.2020 08:00,11.1,752.5,764.5,0.7,94,Wind blowing from the west,2,,6,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,10.7,13.7,,,1500-2000,,,2.3,10.2,Trace of precipitation,12,,,,
18.03.2020 05:00,11.0,751.8,763.8,,95,Wind blowing from the west,2,,6,,Mist. ,,,10.7,13.7,,,,,,2.0,10.2,No precipitation,6,,,,
18.03.2020 02:00,10.7,752.3,764.3,,97,Wind blowing from the west-southwest,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.7,,,2500 or more  or no clouds.,,,0.6,10.2,No precipitation,12,,,,
17.03.2020 20:00,13.1,754.0,766.0,1.8,88,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.4,,,2500 or more  or no clouds.,,,4.7,11.2,0.3,12,,,,
17.03.2020 17:00,13.6,752.2,764.2,,83,Wind blowing from the west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,16.4,,,1500-2000,,,5.0,10.8,No precipitation,6,,,,
17.03.2020 14:00,13.2,753.4,765.4,-1.6,89,Wind blowing from the west,3,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,17.0,,,1500-2000,,,2.7,11.4,3.0,12,,,,
17.03.2020 11:00,12.8,755.0,767.0,,89,Wind blowing from the south-west,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,17.0,,,,,,3.6,11.0,1.0,6,,,,
17.03.2020 08:00,11.7,754.8,766.8,,92,Wind blowing from the south-west,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,17.0,,,300-600,,,3.9,10.4,3.0,12,,,,
17.03.2020 05:00,11.8,753.2,765.1,,93,Wind blowing from the west-southwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.8,17.0,,,,,,3.5,10.7,2.0,6,,,,
17.03.2020 02:00,13.6,753.5,765.4,,74,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.0,,,2500 or more  or no clouds.,,,10.0,9.1,No precipitation,12,,,,
16.03.2020 20:00,15.5,753.9,765.8,,57,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,18.4,,,1500-2000,,,11.0,7.0,Trace of precipitation,12,,,,
16.03.2020 17:00,16.5,752.6,764.5,,47,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1500-2000,,,13.0,5.2,,,,,,
16.03.2020 14:00,16.3,753.1,764.9,-1.2,53,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,1500-2000,,,13.0,6.7,Trace of precipitation,12,,,,
16.03.2020 11:00,15.2,754.3,766.3,,54,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,1500-2000,,,12.0,6.0,No precipitation,6,,,,
16.03.2020 08:00,14.6,753.1,765.0,,54,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.2,,,1500-2000,,,13.0,5.4,No precipitation,12,,,,
16.03.2020 05:00,14.6,752.7,764.5,,55,Wind blowing from the east,2,,,, ,,,,,,,,,,14.0,5.7,,,,,,
16.03.2020 02:00,14.9,753.4,765.2,,54,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,22.2,,,2500 or more  or no clouds.,,,14.0,5.7,No precipitation,12,,,,
15.03.2020 20:00,18.4,752.8,764.7,,33,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,22.2,,,1500-2000,,,17.0,1.9,No precipitation,12,,,,
15.03.2020 17:00,20.8,751.9,763.9,,24,Wind blowing from the east,3,,,, ,,,,,,,,,,18.0,-0.5,,,,,,
15.03.2020 14:00,21.5,752.8,764.7,,26,Wind blowing from the north-east,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,21.6,,,2500 or more  or no clouds.,,,17.0,1.2,No precipitation,12,,,,
15.03.2020 11:00,17.1,755.6,767.6,,49,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,11.0,6.3,,,,,,
15.03.2020 08:00,8.7,756.1,768.1,1.2,86,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,20.2,,,,,,9.0,6.5,No precipitation,12,,,,
15.03.2020 05:00,7.5,754.9,766.9,,90,Wind blowing from the south-west,1,,,, ,,,,,,,,,,8.0,6.0,,,,,,
15.03.2020 02:00,8.8,755.2,767.2,,90,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,20.2,,,2500 or more  or no clouds.,,,8.0,7.3,No precipitation,12,,,,
14.03.2020 20:00,14.8,754.5,766.5,0.8,59,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,20.2,,,,,,13.0,6.9,No precipitation,12,,,,
14.03.2020 17:00,19.4,753.7,765.6,,34,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,15.0,3.2,,,,,,
14.03.2020 14:00,19.2,755.2,767.1,-2.5,31,Wind blowing from the east,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,19.2,,,600-1000,,,14.0,1.7,No precipitation,12,,,,
14.03.2020 11:00,15.6,757.7,769.7,,70,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.3,,,600-1000,,,5.0,10.2,No precipitation,6,,,,
14.03.2020 08:00,13.1,757.3,769.3,,81,Wind blowing from the north-east,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,16.3,,,1500-2000,,,4.3,9.9,Trace of precipitation,12,,,,
14.03.2020 05:00,13.4,755.8,767.8,,88,Wind blowing from the south-southeast,1,,4,,Mist. ,,,12.0,16.3,,,,,,4.0,11.5,No precipitation,6,,,,
14.03.2020 02:00,13.8,756.4,768.4,,93,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,2500 or more  or no clouds.,,,5.0,12.7,No precipitation,12,,,,
13.03.2020 20:00,15.0,754.9,766.9,1.4,86,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,1500-2000,,,7.0,12.7,Trace of precipitation,12,,,,
13.03.2020 17:00,16.2,753.5,765.4,,77,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,1500-2000,,,14.0,12.2,No precipitation,6,,,,
13.03.2020 14:00,16.2,753.6,765.5,,75,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,16.3,,,1000-1500,,,12.0,11.8,Trace of precipitation,12,,,,
13.03.2020 11:00,14.3,754.4,766.4,,83,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.4,,,300-600,,,6.0,11.5,No precipitation,6,,,,
13.03.2020 08:00,12.2,753.7,765.7,1.4,94,Wind blowing from the east,2,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,12.2,,,300-600,,,3.1,11.3,0.1,12,,,,
13.03.2020 05:00,12.0,752.3,764.3,,95,Wind blowing from the north-east,1,,4,,Mist. ,,,,12.2,,,,,,3.1,11.2,0.1,6,,,,
13.03.2020 02:00,11.9,752.2,764.2,,98,Wind blowing from the north-east,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,2500 or more  or no clouds.,,,0.4,11.6,0.3,12,,,,
12.03.2020 20:00,12.0,750.5,762.5,,96,Wind blowing from the east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,12.3,,,300-600,,,2.0,11.4,2.0,12,,,,
12.03.2020 17:00,12.1,749.2,761.2,,93,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,300-600,,,5.0,11.0,0.3,6,,,,
12.03.2020 14:00,11.7,749.5,761.5,-1.2,94,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,3.1,10.8,13.0,12,,,,
12.03.2020 11:00,11.3,750.7,762.7,,95,Wind blowing from the north-east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,300-600,,,6.0,10.5,10.0,6,,,,
12.03.2020 08:00,10.6,751.3,763.3,0.9,95,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,300-600,,,5.0,9.8,15.0,12,,,,
12.03.2020 05:00,10.3,750.4,762.4,,96,Wind blowing from the east,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,16.4,,,,,,2.4,9.7,5.0,6,,,,
12.03.2020 02:00,10.5,751.4,763.3,,92,Wind blowing from the east,2,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,16.4,,,2500 or more  or no clouds.,,,3.3,9.3,5.0,12,,,,
11.03.2020 20:00,12.3,752.0,764.1,1.1,82,Wind blowing from the east,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,16.4,,,300-600,,,9.0,9.3,2.0,12,,,,
11.03.2020 17:00,15.6,750.9,762.9,,60,Wind blowing from the east,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,19.3,,,300-600,,,10.0,7.9,0.3,6,,,,
11.03.2020 14:00,15.2,752.3,764.3,-2.8,62,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,19.9,,,300-600,,,8.0,8.0,0.4,12,,,,
11.03.2020 11:00,11.7,755.1,767.2,,81,Wind blowing from the north-west,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,300-600,,,5.0,8.6,0.1,6,,,,
11.03.2020 08:00,10.2,754.3,766.3,,82,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,19.9,,,1500-2000,,,8.0,7.3,No precipitation,12,,,,
11.03.2020 05:00,9.0,753.7,765.6,,88,Wind blowing from the east,1,,,, ,,,,,,,,,,9.0,7.1,,,,,,
11.03.2020 02:00,8.7,754.5,766.5,,89,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,19.9,,,2500 or more  or no clouds.,,,11.0,7.0,No precipitation,12,,,,
10.03.2020 20:00,15.0,753.4,765.4,,61,Wind blowing from the east-southeast,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.9,,,600-1000,,,16.0,7.5,No precipitation,12,,,,
10.03.2020 17:00,19.2,752.7,764.6,,37,Wind blowing from the west,2,,,20–30%., ,,,,,,,600-1000,,,16.0,4.2,,,,,,
10.03.2020 14:00,18.6,753.8,765.7,,42,Wind blowing from the west,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,18.6,,,600-1000,,,16.0,5.5,No precipitation,12,,,,
10.03.2020 11:00,14.5,755.8,767.8,,64,Wind blowing from the west,4,,8,no clouds, ,,,9.4,15.4,,,,,,9.0,7.8,No precipitation,6,,,,
10.03.2020 08:00,10.0,754.4,766.5,,93,Wind blowing from the west-northwest,3,,9,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.4,,,,,,2.3,8.9,0.3,12,,,,
10.03.2020 05:00,10.1,752.5,764.5,,94,Wind blowing from the west,2,,9,,Mist. ,,,10.1,15.4,,,,,,2.6,9.2,No precipitation,6,,,,
