Local time in Fuding,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 17:00,17.1,761.2,764.5,,45,Wind blowing from the south-east,4,,9,no clouds, ,,,8.9,21.0,,,,,,30.0,5.1,No precipitation,6,,,,
15.03.2020 14:00,19.1,761.0,764.4,-2.6,44,Wind blowing from the south-east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.0,,,,,,30.0,6.6,No precipitation,12,,,,
15.03.2020 11:00,17.7,763.6,766.9,,49,Wind blowing from the south,2,,4,10%  or less  but not 0, ,,,8.9,17.7,,,600-1000,,,30.0,6.9,No precipitation,6,,,,
15.03.2020 08:00,9.9,764.5,767.8,1.2,96,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.9,,,300-600,,,8.0,9.3,No precipitation,12,,,,
15.03.2020 05:00,9.0,763.3,766.7,,97,Calm  no wind,0,,,, ,,,9.0,14.9,,,,,,13.0,8.5,No precipitation,6,,,,
15.03.2020 02:00,11.3,763.7,767.1,-0.5,86,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.9,,,2500 or more  or no clouds.,,,29.0,9.0,No precipitation,12,,,,
14.03.2020 23:00,11.3,764.2,767.5,,88,Wind blowing from the west,2,,,, ,,,11.3,15.2,,,,,,10.0,9.4,No precipitation,6,,,,
14.03.2020 20:00,11.9,763.5,766.9,1.4,79,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.4,,,600-1000,,,30.0,8.4,Trace of precipitation,12,,,,
14.03.2020 17:00,12.5,762.1,765.5,,80,Wind blowing from the south,3,,6,100%., ,,,12.5,16.3,,,600-1000,,,17.0,9.1,No precipitation,6,,,,
14.03.2020 14:00,14.4,761.8,765.2,-2.4,75,Wind blowing from the south-east,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,600-1000,,,12.0,10.0,0.3,12,,,,
14.03.2020 11:00,13.6,764.2,767.5,,80,Wind blowing from the south-southeast,2,,4,, ,,,13.0,,,,,,,11.0,10.2,No precipitation,6,,,,
14.03.2020 08:00,13.3,763.7,767.1,1.6,92,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,300-600,,,8.0,12.0,1.0,12,,,,
14.03.2020 05:00,13.2,762.1,765.5,,94,Wind blowing from the north,1,,4,, ,,,12.9,,,,,,,9.0,12.3,1.0,6,,,,
14.03.2020 02:00,14.3,762.7,766.0,,86,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,22.5,,,2500 or more  or no clouds.,,,9.0,12.0,2.0,12,,,,
13.03.2020 23:00,15.2,762.3,765.6,,97,Wind blowing from the north-northeast,1,,,,Rain (not freezing) not falling as shower(s). ,,,12.6,22.5,,,,,,13.0,14.7,0.7,6,,,,
13.03.2020 20:00,15.3,761.2,764.6,,97,Wind blowing from the north,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.5,,,300-600,,,14.0,14.8,0.6,12,,,,
13.03.2020 17:00,16.3,759.5,762.9,,89,Wind blowing from the south-southeast,2,,7,100%., ,,,12.5,22.5,,,600-1000,,,11.0,14.5,No precipitation,6,,,,
13.03.2020 14:00,19.2,758.7,762.0,,82,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,22.5,,,600-1000,,,20.0,16.1,0.3,12,,,,
13.03.2020 11:00,19.9,760.3,763.6,,76,Wind blowing from the south-southeast,2,,3,20–30%., ,,,11.4,20.0,,,600-1000,,,30.0,15.5,No precipitation,6,,,,
13.03.2020 08:00,14.1,760.6,764.0,,99,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,14.1,,,600-1000,,,6.0,13.9,7.0,12,,,,
13.03.2020 05:00,13.0,759.4,762.7,,99,Calm  no wind,0,,,,Mist. ,,,,13.0,,,,,,6.0,12.8,2.0,6,,,,
13.03.2020 02:00,12.8,760.2,763.6,-0.4,99,Wind blowing from the north,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.8,,,2500 or more  or no clouds.,,,3.6,12.6,13.0,12,,,,
12.03.2020 23:00,12.6,760.6,763.9,,99,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.4,12.7,,,,,,3.7,12.4,10.0,6,,,,
12.03.2020 20:00,12.6,759.9,763.3,0.2,99,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,10.4,13.0,,,300-600,,,3.2,12.4,17.0,12,,,,
12.03.2020 17:00,12.6,759.7,763.0,,98,Wind blowing from the south-southeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.4,13.8,,,600-1000,,,5.0,12.3,4.0,6,,,,
12.03.2020 14:00,12.3,760.4,763.8,-2.4,94,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.4,,,,600-1000,,,10.0,11.4,21.0,12,,,,
12.03.2020 11:00,11.4,762.8,766.2,,95,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,10.4,,,,600-1000,,,3.9,10.6,16.0,6,,,,
12.03.2020 08:00,10.6,763.3,766.7,0.1,98,Wind blowing from the east-southeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,3.8,10.3,10.0,12,,,,
12.03.2020 05:00,10.9,763.2,766.6,,95,Wind blowing from the north,1,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,8.9,18.1,,,,,,3.7,10.1,3.0,6,,,,
12.03.2020 02:00,11.7,763.3,766.6,-0.6,86,Wind blowing from the west,1,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.1,,,2500 or more  or no clouds.,,,8.0,9.4,No precipitation,12,,,,
11.03.2020 23:00,12.3,763.9,767.3,,75,Wind blowing from the north-west,1,,,, ,,,8.9,18.1,,,,,,11.0,8.0,No precipitation,6,,,,
11.03.2020 20:00,13.0,764.2,767.5,1.2,63,Wind blowing from the west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.1,,,600-1000,,,14.0,6.1,No precipitation,12,,,,
11.03.2020 17:00,13.8,763.0,766.4,,67,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,8.9,19.2,,,600-1000,,,10.0,7.8,No precipitation,6,,,,
11.03.2020 14:00,17.5,762.1,765.5,-2.4,54,Wind blowing from the east-southeast,5,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,20.3,,,600-1000,,,27.0,8.1,No precipitation,12,,,,
11.03.2020 11:00,15.4,764.5,767.8,,61,Wind blowing from the south-southeast,2,,5,60%., ,,,8.9,20.3,,,600-1000,,,24.0,7.9,No precipitation,6,,,,
11.03.2020 08:00,10.5,765.2,768.6,,86,Wind blowing from the north-northeast,2,,3,100%., ,,,8.9,20.3,,,600-1000,,,26.0,8.3,No precipitation,6,,,,
11.03.2020 05:00,9.3,763.3,766.7,,91,Wind blowing from the north-northwest,1,,7,, ,,,9.3,20.3,,,,,,29.0,7.9,No precipitation,6,,,,
11.03.2020 02:00,9.9,763.3,766.7,0.0,90,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,20.3,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
10.03.2020 23:00,11.4,763.3,766.6,,83,Wind blowing from the south-west,1,,,, ,,,11.4,20.3,,,,,,30.0,8.6,No precipitation,6,,,,
10.03.2020 20:00,13.8,761.8,765.1,1.8,66,Wind blowing from the north-northwest,1,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,20.3,,,600-1000,,,30.0,7.6,No precipitation,12,,,,
10.03.2020 17:00,19.3,760.0,763.3,,44,Wind blowing from the west-northwest,3,,11,50%., ,,,15.4,20.3,,,600-1000,,,30.0,6.8,No precipitation,6,,,,
10.03.2020 14:00,19.3,758.5,761.8,-0.3,45,Wind blowing from the north-east,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,19.5,,,600-1000,,,29.0,7.1,2.0,12,,,,
10.03.2020 11:00,18.3,758.8,762.1,,54,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%, ,,,15.4,18.4,,,600-1000,,,30.0,8.8,2.0,6,,,,
10.03.2020 08:00,16.1,757.4,760.7,2.6,79,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,30.0,12.5,3.0,12,,,,
10.03.2020 05:00,15.9,754.8,758.1,,99,Wind blowing from the west,1,,3,,Rain (not freezing) not falling as shower(s). ,,,13.2,17.9,,,,,,1.6,15.7,0.1,6,,,,
10.03.2020 02:00,15.9,754.8,758.1,,99,Wind blowing from the west-northwest,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,17.9,,,2500 or more  or no clouds.,,,2.2,15.7,2.0,12,,,,
09.03.2020 20:00,16.5,752.2,755.5,1.3,99,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,17.9,,,600-1000,,,2.6,16.3,1.0,12,,,,
09.03.2020 17:00,17.3,750.9,754.2,,96,Wind blowing from the east,1,,3,no clouds,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,17.9,,,,,,6.0,16.7,No precipitation,6,,,,
09.03.2020 14:00,17.6,750.1,753.4,-1.8,93,Wind blowing from the east,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,17.6,,,600-1000,,,9.0,16.5,Trace of precipitation,12,,,,
09.03.2020 11:00,16.7,751.9,755.2,,92,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.8,,,600-1000,,,7.0,15.4,No precipitation,6,,,,
09.03.2020 08:00,13.9,752.5,755.8,-0.4,99,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,12.6,13.9,,,300-600,,,8.0,13.7,2.0,12,,,,
09.03.2020 05:00,13.2,752.9,756.2,,99,Wind blowing from the south-east,0,,2,,Mist. ,,,,13.5,,,,,,5.0,13.0,0.4,6,,,,
09.03.2020 02:00,13.1,754.4,757.8,-2.0,99,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.5,,,2500 or more  or no clouds.,,,5.0,12.9,3.0,12,,,,
08.03.2020 23:00,13.1,756.4,759.7,,99,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.5,13.8,,,,,,4.8,12.9,2.0,6,,,,
08.03.2020 20:00,13.1,757.2,760.6,0.2,99,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,600-1000,,,4.6,12.9,5.0,12,,,,
08.03.2020 17:00,13.3,757.0,760.3,,98,Wind blowing from the north,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,300-600,,,7.0,13.0,2.0,6,,,,
08.03.2020 14:00,13.3,757.7,761.1,-2.4,93,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,300-600,,,12.0,12.2,11.0,12,,,,
08.03.2020 11:00,13.0,760.1,763.5,,93,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,300-600,,,2.9,11.9,4.0,6,,,,
08.03.2020 08:00,12.6,760.0,763.3,,98,Wind blowing from the west,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,19.5,,,300-600,,,3.2,12.3,18.0,12,,,,
08.03.2020 05:00,12.5,758.9,762.2,,98,Wind blowing from the north-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.8,19.5,,,,,,3.5,12.2,8.0,6,,,,
08.03.2020 02:00,13.4,759.4,762.7,-0.9,97,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.5,,,2500 or more  or no clouds.,,,5.0,12.9,10.0,12,,,,
07.03.2020 23:00,13.8,760.3,763.6,,97,Wind blowing from the north-northwest,1,,,,Rain  not freezing  intermittent  heavy at time of observation. ,,,10.8,19.5,,,,,,2.1,13.3,8.0,6,,,,
07.03.2020 20:00,16.9,758.3,761.7,2.2,76,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.5,,,1000-1500,,,30.0,12.6,0.1,12,,,,
07.03.2020 17:00,19.3,756.1,759.4,,74,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%, ,,,10.8,19.5,,,1000-1500,,,19.0,14.6,No precipitation,6,,,,
07.03.2020 14:00,16.1,756.7,760.0,-2.3,83,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.1,,,600-1000,,,7.0,13.2,0.1,12,,,,
07.03.2020 11:00,13.4,759.0,762.4,,91,Wind blowing from the south,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.3,,,600-1000,,,6.0,12.0,0.1,6,,,,
07.03.2020 08:00,11.4,758.8,762.2,0.9,97,Wind blowing from the south-west,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,10.9,0.3,12,,,,
07.03.2020 05:00,11.1,757.9,761.2,,98,Wind blowing from the south-southwest,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.0,15.3,,,,,,4.4,10.8,0.3,6,,,,
07.03.2020 02:00,11.2,759.0,762.4,-1.4,96,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.3,,,2500 or more  or no clouds.,,,4.8,10.6,2.0,12,,,,
06.03.2020 23:00,11.4,760.4,763.8,,94,Wind blowing from the west,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.0,15.3,,,,,,6.0,10.5,2.0,6,,,,
06.03.2020 20:00,11.3,760.7,764.1,0.5,92,Wind blowing from the north-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.3,,,600-1000,,,6.0,10.0,2.0,12,,,,
06.03.2020 17:00,13.0,760.2,763.6,,74,Wind blowing from the north,1,,4,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.3,,,600-1000,,,11.0,8.5,No precipitation,6,,,,
06.03.2020 14:00,14.7,760.0,763.4,-3.3,56,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.3,,,600-1000,,,30.0,6.0,Trace of precipitation,12,,,,
06.03.2020 11:00,13.3,763.3,766.6,,56,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%, ,,,9.0,14.8,,,600-1000,,,30.0,4.7,No precipitation,6,,,,
06.03.2020 08:00,9.8,763.7,767.2,,76,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,600-1000,,,20.0,5.8,No precipitation,12,,,,
06.03.2020 05:00,9.0,763.5,766.9,,77,Wind blowing from the north-northeast,1,,5,, ,,,8.1,14.8,,,,,,19.0,5.2,No precipitation,6,,,,
06.03.2020 02:00,9.0,764.8,768.2,-1.0,77,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.8,,,2500 or more  or no clouds.,,,21.0,5.2,No precipitation,12,,,,
05.03.2020 23:00,9.6,765.8,769.3,,69,Wind blowing from the north-west,1,,,, ,,,8.1,14.8,,,,,,25.0,4.2,No precipitation,6,,,,
05.03.2020 20:00,10.6,765.8,769.3,1.1,65,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.8,,,600-1000,,,25.0,4.3,No precipitation,12,,,,
05.03.2020 17:00,12.6,764.7,768.1,,50,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,8.1,14.8,,,600-1000,,,30.0,2.5,No precipitation,6,,,,
05.03.2020 14:00,14.3,765.2,768.6,-2.8,41,Wind blowing from the north,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.3,,,600-1000,,,30.0,1.2,0.5,12,,,,
05.03.2020 11:00,11.9,768.0,771.4,,49,Wind blowing from the north-east,2,,7,90  or more  but not 100%, ,,,8.1,11.9,,,600-1000,,,30.0,1.5,No precipitation,6,,,,
05.03.2020 08:00,8.4,768.5,772.0,1.0,69,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.3,,,600-1000,,,30.0,3.0,3.0,12,,,,
05.03.2020 05:00,8.3,767.5,771.0,,79,Wind blowing from the north-northwest,1,,6,, ,,,8.3,11.3,,,,,,14.0,4.9,1.0,6,,,,
05.03.2020 02:00,9.1,767.4,770.8,-0.2,92,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,11.3,,,2500 or more  or no clouds.,,,7.0,7.9,3.0,12,,,,
04.03.2020 23:00,9.2,767.6,771.1,,93,Wind blowing from the west-northwest,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.2,11.3,,,,,,6.0,8.1,2.0,6,,,,
04.03.2020 20:00,10.1,766.9,770.4,2.1,86,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,11.3,,,300-600,,,9.0,7.9,0.5,12,,,,
04.03.2020 17:00,11.0,764.8,768.2,,81,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,10.0,7.9,No precipitation,6,,,,
04.03.2020 14:00,11.2,764.4,767.8,,83,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,21.0,8.4,6.0,12,,,,
04.03.2020 11:00,11.1,766.1,769.6,,91,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,18.0,9.7,2.0,6,,,,
04.03.2020 08:00,10.5,765.7,769.1,2.0,96,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,9.0,9.9,8.0,12,,,,
04.03.2020 05:00,10.8,763.7,767.1,,98,Wind blowing from the north-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.6,15.1,,,,,,9.0,10.5,4.0,6,,,,
04.03.2020 02:00,11.1,763.3,766.6,-1.0,96,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.1,,,2500 or more  or no clouds.,,,4.3,10.5,9.0,12,,,,
03.03.2020 23:00,11.2,764.3,767.7,,96,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.5,15.1,,,,,,5.0,10.6,9.0,6,,,,
03.03.2020 20:00,11.1,764.5,767.8,2.2,94,Wind blowing from the north-west,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.1,,,600-1000,,,3.6,10.2,6.0,12,,,,
03.03.2020 17:00,13.5,762.3,765.7,,70,Wind blowing from the north,3,,4,100%., ,,,10.4,15.1,,,600-1000,,,10.0,8.1,No precipitation,6,,,,
03.03.2020 14:00,14.2,762.4,765.8,-2.4,62,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,14.2,,,600-1000,,,30.0,7.0,Trace of precipitation,12,,,,
03.03.2020 11:00,12.7,764.8,768.2,,66,Wind blowing from the north-east,1,,4,100%., ,,,10.4,13.8,,,600-1000,,,23.0,6.5,No precipitation,6,,,,
03.03.2020 08:00,11.2,765.1,768.5,0.9,77,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,16.0,7.3,Trace of precipitation,12,,,,
03.03.2020 05:00,10.6,764.2,767.5,,80,Wind blowing from the north-northwest,1,,4,, ,,,10.4,,,,,,,19.0,7.3,No precipitation,6,,,,
03.03.2020 02:00,10.6,765.0,768.4,-1.4,78,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,14.1,,,2500 or more  or no clouds.,,,18.0,6.9,No precipitation,12,,,,
02.03.2020 23:00,10.8,766.4,769.8,,80,Wind blowing from the north-northwest,1,,,, ,,,10.4,14.4,,,,,,18.0,7.5,No precipitation,6,,,,
02.03.2020 20:00,10.9,765.7,769.0,1.5,80,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,14.4,,,600-1000,,,21.0,7.6,No precipitation,12,,,,
02.03.2020 17:00,11.7,764.2,767.6,,74,Wind blowing from the south-east,2,,9,100%., ,,,11.7,15.7,,,600-1000,,,23.0,7.2,No precipitation,6,,,,
02.03.2020 14:00,13.0,764.0,767.4,-2.1,70,Wind blowing from the south-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,1000-1500,,,30.0,7.7,No precipitation,12,,,,
02.03.2020 11:00,13.8,766.1,769.5,,58,Wind blowing from the north-east,2,,9,100%., ,,,12.4,,,,1000-1500,,,26.0,5.7,No precipitation,6,,,,
02.03.2020 08:00,12.6,766.0,769.3,2.0,58,Wind blowing from the north-east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,1000-1500,,,30.0,4.6,No precipitation,12,,,,
02.03.2020 05:00,13.0,764.0,767.4,,64,Wind blowing from the north-east,2,,6,, ,,,13.0,,,,,,,30.0,6.4,No precipitation,6,,,,
02.03.2020 02:00,14.1,763.0,766.3,0.1,76,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.7,,,2500 or more  or no clouds.,,,30.0,9.9,No precipitation,12,,,,
01.03.2020 23:00,14.3,762.9,766.3,,89,Wind blowing from the north,1,,,, ,,,14.1,19.7,,,,,,8.0,12.5,No precipitation,6,,,,
01.03.2020 20:00,14.2,761.5,764.9,1.9,90,Wind blowing from the north-east,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.7,,,600-1000,,,11.0,12.6,0.2,12,,,,
01.03.2020 17:00,15.7,759.6,763.0,,85,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.7,,,600-1000,,,16.0,13.2,No precipitation,6,,,,
01.03.2020 14:00,19.0,758.1,761.4,-1.4,79,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,23.0,,,600-1000,,,30.0,15.3,8.0,12,,,,
