Local time in Yichun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.03.2020 14:00,0.8,723.7,748.1,-1.5,94,Wind blowing from the north-east,0,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.1,5.1,,,1000-1500,,,1.3,-0.1,2.0,12,,,,
18.03.2020 11:00,3.0,725.2,749.5,,67,Wind blowing from the west,5,,9,100%., ,,,-3.1,5.1,,,2500 or more  or no clouds.,,,30.0,-2.7,No precipitation,6,,,,
18.03.2020 08:00,-1.1,726.2,750.8,-0.3,75,Wind blowing from the east-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,10.0,-5.1,No precipitation,12,,,,
18.03.2020 05:00,-2.8,726.5,751.0,,83,Wind blowing from the east-southeast,2,,7,, ,,,,5.1,,,,,,8.0,-5.4,No precipitation,6,,,,
18.03.2020 02:00,-0.7,727.9,752.2,-0.5,74,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,11.0,-4.9,No precipitation,12,,,,
17.03.2020 23:00,0.2,728.4,752.8,,69,Wind blowing from the west-southwest,4,,,, ,,,,5.1,,,,,,7.0,-4.8,No precipitation,6,,,,
17.03.2020 20:00,-0.3,729.0,754.0,0.2,48,Wind blowing from the south-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,5.1,,,,,,19.0,-10.2,No precipitation,12,,,,
17.03.2020 17:00,3.4,728.8,753.7,,32,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%, ,,,-12.6,5.1,,,,,,18.0,-11.7,No precipitation,6,,,,
17.03.2020 14:00,4.8,728.5,753.3,-1.0,28,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,5.0,,,2500 or more  or no clouds.,,,22.0,-12.2,No precipitation,12,,,,
17.03.2020 11:00,1.9,729.5,754.4,,33,Wind blowing from the west,1,,3,70 – 80%., ,,,-12.6,1.9,,,2500 or more  or no clouds.,,,21.0,-12.7,No precipitation,6,,,,
17.03.2020 08:00,-8.7,730.9,756.1,-0.3,69,Wind blowing from the north-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.1,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,12,,,,
17.03.2020 05:00,-12.0,731.2,756.5,,79,Wind blowing from the east-southeast,2,,8,, ,,,-12.0,0.1,,,,,,15.0,-14.9,No precipitation,6,,,,
17.03.2020 02:00,-10.4,731.8,757.0,-0.8,73,Wind blowing from the east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.1,,,2500 or more  or no clouds.,,,25.0,-14.3,No precipitation,12,,,,
16.03.2020 23:00,-7.6,732.6,757.8,,59,Wind blowing from the east,1,,,, ,,,-11.5,0.1,,,,,,26.0,-14.4,No precipitation,6,,,,
16.03.2020 20:00,-4.8,733.6,758.9,0.9,51,Wind blowing from the west-southwest,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.1,,,,,,30.0,-13.4,No precipitation,12,,,,
16.03.2020 17:00,-1.6,732.7,757.9,,32,Wind blowing from the west,5,,14,no clouds, ,,,-11.5,0.1,,,,,,30.0,-16.1,No precipitation,6,,,,
16.03.2020 14:00,-0.2,733.0,758.3,-1.3,25,Wind blowing from the west-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.6,,,,,,30.0,-17.9,No precipitation,12,,,,
16.03.2020 11:00,-2.6,734.3,759.7,,33,Wind blowing from the west,7,,12,20–30%., ,,,-11.5,1.7,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,6,,,,
16.03.2020 08:00,-7.4,736.0,761.4,,52,Wind blowing from the west-southwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.7,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
16.03.2020 05:00,-8.5,736.7,762.0,,61,Wind blowing from the west-southwest,4,,7,, ,,,-11.5,1.7,,,,,,30.0,-14.7,No precipitation,6,,,,
16.03.2020 02:00,-11.1,737.1,762.4,,74,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.7,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
15.03.2020 23:00,-11.2,737.9,763.4,,76,Wind blowing from the west-northwest,1,,,, ,,,-11.2,1.7,,,,,,30.0,-14.6,No precipitation,6,,,,
15.03.2020 20:00,-5.0,738.4,763.8,0.7,51,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,1.7,,,,,,30.0,-13.6,No precipitation,12,,,,
15.03.2020 17:00,-1.1,737.7,763.0,,36,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-9.1,1.7,,,,,,30.0,-14.3,No precipitation,6,,,,
15.03.2020 14:00,1.6,737.1,762.2,-0.1,36,Wind blowing from the north,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,1.9,,,1000-1500,,,30.0,-11.9,0.5,12,,,,
15.03.2020 11:00,-1.5,737.2,762.4,,50,Wind blowing from the west-southwest,1,,6,50%., ,,,-9.1,1.9,,,1000-1500,,,30.0,-10.6,0.1,6,,,,
15.03.2020 08:00,-6.4,736.3,761.7,2.7,74,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,1000-1500,,,30.0,-10.4,0.7,12,,,,
15.03.2020 05:00,-8.2,733.6,758.8,,85,Wind blowing from the west-southwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-16.1,1.9,,,,,,6.0,-10.3,0.6,6,,,,
15.03.2020 02:00,-7.3,731.5,756.5,,83,Wind blowing from the west,3,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,1.9,,,2500 or more  or no clouds.,,,26.0,-9.7,0.2,12,,,,
14.03.2020 23:00,-6.0,730.0,754.9,,81,Wind blowing from the west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-16.1,1.9,,,,,,8.0,-8.7,No precipitation,6,,,,
14.03.2020 20:00,-4.2,729.4,754.7,0.9,71,Wind blowing from the west,1,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,1.9,,,1000-1500,,,30.0,-8.7,No precipitation,12,,,,
14.03.2020 17:00,-1.1,728.5,753.8,,55,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-16.1,1.9,,,,,,30.0,-9.0,No precipitation,6,,,,
14.03.2020 14:00,0.8,728.2,753.3,-1.1,30,Wind blowing from the north-east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,1.0,,,1000-1500,,,30.0,-14.8,No precipitation,12,,,,
14.03.2020 11:00,-0.3,729.3,754.4,,39,Wind blowing from the north-west,2,,4,20–30%., ,,,-16.1,-0.2,,,1000-1500,,,30.0,-12.6,No precipitation,6,,,,
14.03.2020 08:00,-11.8,730.7,756.4,-0.5,77,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.3,,,,,,15.0,-15.0,Trace of precipitation,12,,,,
14.03.2020 05:00,-14.5,731.2,757.0,,84,Wind blowing from the south-east,2,,8,, ,,,-14.5,-6.3,,,,,,25.0,-16.6,No precipitation,6,,,,
14.03.2020 02:00,-12.5,732.1,757.7,-1.2,79,Wind blowing from the east-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.3,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
13.03.2020 23:00,-11.2,733.3,759.1,,79,Wind blowing from the south-southeast,1,,,, ,,,-14.0,-6.3,,,,,,30.0,-14.1,No precipitation,6,,,,
13.03.2020 20:00,-8.9,734.9,760.8,-1.1,67,Wind blowing from the west-southwest,3,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.3,,,1000-1500,,,30.0,-13.9,No precipitation,12,,,,
13.03.2020 17:00,-8.3,736.0,761.8,,33,Wind blowing from the west-southwest,3,,14,100%., ,,,-14.0,-6.3,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,6,,,,
13.03.2020 14:00,-6.6,736.0,761.7,,23,Wind blowing from the west,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.3,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
13.03.2020 11:00,-9.9,737.4,763.3,,27,Wind blowing from the west,9,,14,no clouds, ,,,-14.0,,,,,,,30.0,-25.4,No precipitation,6,,,,
13.03.2020 08:00,-13.0,738.0,764.1,0.7,46,Wind blowing from the west,7,,11,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,,,,30.0,-22.4,Trace of precipitation,12,,,,
13.03.2020 05:00,-13.5,737.3,763.3,,66,Wind blowing from the west-southwest,3,,11,, ,,,-13.5,,,,,,,30.0,-18.5,No precipitation,6,,,,
13.03.2020 02:00,-12.1,736.2,761.8,1.9,72,Wind blowing from the west,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.6,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
12.03.2020 23:00,-11.1,734.3,759.7,,69,Wind blowing from the west,7,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.5,-1.6,,,,,,16.0,-15.8,No precipitation,6,,,,
12.03.2020 20:00,-11.5,732.7,758.0,1.6,73,Wind blowing from the west-southwest,5,,17,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.6,,,1000-1500,,,12.0,-15.5,Trace of precipitation,12,,,,
12.03.2020 17:00,-9.8,731.1,756.4,,42,Wind blowing from the west-southwest,6,,17,, ,,,-9.8,-0.8,,,,,,30.0,-20.3,No precipitation,6,,,,
12.03.2020 14:00,-4.5,728.6,753.6,0.8,60,Wind blowing from the west-southwest,6,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.4,,,1000-1500,,,15.0,-11.1,No precipitation,12,,,,
12.03.2020 11:00,-2.5,727.8,752.7,,52,Wind blowing from the west-southwest,8,,15,70 – 80%., ,,,-5.7,1.5,,,1000-1500,,,30.0,-11.0,No precipitation,6,,,,
12.03.2020 08:00,-2.7,728.2,753.1,-0.1,71,Wind blowing from the west-southwest,5,,9,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,12.0,-7.2,No precipitation,12,,,,
12.03.2020 05:00,-3.3,728.3,753.1,,78,Wind blowing from the south-southwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,1.5,,,,,,3.4,-6.6,No precipitation,6,,,,
12.03.2020 02:00,-4.3,730.6,755.3,-2.0,59,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.5,,,2500 or more  or no clouds.,,,25.0,-11.1,No precipitation,12,,,,
11.03.2020 23:00,-4.9,732.6,757.6,,62,Wind blowing from the west-southwest,2,,,, ,,,-13.1,1.5,,,,,,18.0,-11.1,No precipitation,6,,,,
11.03.2020 20:00,-3.8,733.3,758.7,1.0,48,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.5,,,,,,30.0,-13.2,No precipitation,12,,,,
11.03.2020 17:00,-0.8,732.3,757.5,,35,Wind blowing from the west,5,,11,no clouds, ,,,-13.1,1.5,,,,,,30.0,-14.4,No precipitation,6,,,,
11.03.2020 14:00,1.4,731.8,756.7,-1.4,26,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.5,,,,,,30.0,-16.0,No precipitation,12,,,,
11.03.2020 11:00,-1.4,733.2,758.2,,31,Wind blowing from the west,2,,4,no clouds, ,,,-13.1,1.3,,,,,,30.0,-16.3,No precipitation,6,,,,
11.03.2020 08:00,-9.2,734.0,759.4,0.5,77,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.3,,,,,,14.0,-12.6,No precipitation,12,,,,
11.03.2020 05:00,-10.3,733.5,758.8,,81,Wind blowing from the north-east,1,,5,, ,,,,1.3,,,,,,30.0,-12.9,No precipitation,6,,,,
11.03.2020 02:00,-7.8,733.3,758.4,-0.3,74,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.3,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
10.03.2020 23:00,-4.5,733.6,758.9,,58,Wind blowing from the south,1,,,, ,,,,1.3,,,,,,30.0,-11.7,No precipitation,6,,,,
10.03.2020 20:00,-3.0,733.8,759.4,,38,Wind blowing from the south-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,1.3,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
10.03.2020 17:00,-1.1,733.3,759.0,,34,Wind blowing from the south-east,3,,8,100%., ,,,-20.8,1.3,,,1000-1500,,,30.0,-15.0,No precipitation,6,,,,
10.03.2020 14:00,0.8,733.6,759.1,,31,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,1.3,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
10.03.2020 11:00,-6.1,736.2,761.9,,52,Wind blowing from the west,1,,2,90  or more  but not 100%, ,,,-20.8,0.0,,,,,,27.0,-14.4,No precipitation,6,,,,
10.03.2020 08:00,-16.4,738.4,764.6,-0.9,81,Wind blowing from the north,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,,,,2500 or more  or no clouds.,,,23.0,-18.9,No precipitation,12,,,,
10.03.2020 05:00,-19.4,739.3,765.4,,84,Wind blowing from the east-southeast,1,,2,, ,,,-19.9,0.0,,,,,,23.0,-21.4,No precipitation,6,,,,
10.03.2020 02:00,-15.3,740.4,766.2,,87,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,0.0,,,2500 or more  or no clouds.,,,20.0,-17.0,No precipitation,12,,,,
09.03.2020 20:00,-9.4,741.3,767.2,0.4,75,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,0.0,,,,,,30.0,-13.0,No precipitation,12,,,,
09.03.2020 17:00,-2.5,740.9,766.5,,37,Wind blowing from the east,1,,,no clouds, ,,,-12.8,0.0,,,,,,30.0,-15.2,No precipitation,6,,,,
09.03.2020 14:00,-1.3,741.3,766.6,-1.4,33,Wind blowing from the west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.7,,,1000-1500,,,30.0,-15.5,No precipitation,12,,,,
09.03.2020 11:00,-4.1,742.7,768.1,,52,Wind blowing from the west,2,,4,no clouds, ,,,-12.8,1.8,,,,,,30.0,-12.7,No precipitation,6,,,,
09.03.2020 08:00,-7.9,742.2,767.6,2.2,79,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.8,,,,,,14.0,-10.9,2.0,12,,,,
09.03.2020 05:00,-10.2,740.0,765.4,,90,Wind blowing from the west,0,,4,,Mist. ,,,-10.2,1.8,,,,,,7.0,-11.5,0.1,6,,,,
09.03.2020 02:00,-4.9,738.4,763.5,1.2,79,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.8,,,2500 or more  or no clouds.,,,19.0,-8.0,4.0,12,,,,
08.03.2020 23:00,-2.1,737.2,762.2,,92,Wind blowing from the north-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.3,1.8,,,,,,2.1,-3.2,3.0,6,,,,
08.03.2020 20:00,-1.0,736.4,761.5,1.0,97,Wind blowing from the west,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.3,1.8,,,1000-1500,,,1.0,-1.4,2.0,12,,,,
08.03.2020 17:00,-0.3,735.4,760.6,,95,Wind blowing from the west-northwest,2,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.3,1.8,,,1000-1500,,,0.9,-1.0,0.7,6,,,,
08.03.2020 14:00,1.6,734.9,759.8,-1.0,70,Wind blowing from the west-southwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.8,,,2500 or more  or no clouds.,,,6.0,-3.3,No precipitation,12,,,,
08.03.2020 11:00,-0.2,735.9,760.9,,62,Wind blowing from the north-east,2,,7,100%., ,,,-7.3,-0.1,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,6,,,,
08.03.2020 08:00,-4.9,736.6,761.8,0.0,80,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-0.1,,,2500 or more  or no clouds.,,,3.6,-7.8,No precipitation,12,,,,
08.03.2020 05:00,-6.3,736.6,761.8,,83,Wind blowing from the south-east,1,,,,Mist. ,,,-6.7,-0.1,,,,,,4.2,-8.7,No precipitation,6,,,,
08.03.2020 02:00,-4.5,736.9,762.0,0.0,76,Wind blowing from the west-southwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-0.1,,,2500 or more  or no clouds.,,,4.7,-8.1,0.2,12,,,,
07.03.2020 23:00,-3.1,736.9,762.0,,77,Wind blowing from the west-southwest,4,,,,Haze. ,,,,-0.1,,,,,,4.3,-6.6,No precipitation,6,,,,
07.03.2020 20:00,-2.8,736.5,761.8,1.0,77,Wind blowing from the west,2,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-0.1,,,1000-1500,,,4.5,-6.4,1.0,12,,,,
07.03.2020 17:00,-1.4,735.5,760.7,,68,Wind blowing from the south-west,3,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-0.1,,,1000-1500,,,6.0,-6.7,0.3,6,,,,
07.03.2020 14:00,-0.9,734.5,759.7,-1.2,86,Wind blowing from the east-northeast,2,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.7,,,1000-1500,,,1.9,-2.9,2.0,12,,,,
07.03.2020 11:00,-2.6,735.7,760.9,,77,Wind blowing from the north-northeast,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.7,,,,,,3.5,-6.1,2.0,6,,,,
07.03.2020 08:00,-5.8,736.4,761.6,-0.5,87,Wind blowing from the east-northeast,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.7,,,1000-1500,,,1.4,-7.6,0.7,12,,,,
07.03.2020 05:00,-6.1,736.9,762.0,,59,Wind blowing from the east-southeast,1,,8,, ,,,,1.7,,,,,,23.0,-12.8,No precipitation,6,,,,
07.03.2020 02:00,-6.7,737.8,762.9,-0.8,59,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.7,,,2500 or more  or no clouds.,,,27.0,-13.4,No precipitation,12,,,,
06.03.2020 23:00,-4.6,738.6,763.9,,49,Wind blowing from the east-southeast,1,,,, ,,,,1.7,,,,,,30.0,-13.9,No precipitation,6,,,,
06.03.2020 20:00,-2.2,739.0,764.8,0.7,39,Wind blowing from the south-southeast,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.7,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
06.03.2020 17:00,-0.1,738.3,764.1,,34,Wind blowing from the south-east,4,,9,70 – 80%., ,,,-19.2,1.7,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,6,,,,
06.03.2020 14:00,1.4,738.7,764.2,-1.8,32,Wind blowing from the east-northeast,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,1.7,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
06.03.2020 11:00,-4.1,740.5,766.3,,52,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-19.2,-1.3,,,,,,16.0,-12.7,No precipitation,6,,,,
06.03.2020 08:00,-14.9,741.4,767.5,0.5,79,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-1.3,,,,,,17.0,-17.7,No precipitation,12,,,,
06.03.2020 05:00,-18.1,740.9,766.9,,86,Wind blowing from the west,1,,4,, ,,,-18.9,-1.3,,,,,,13.0,-19.9,No precipitation,6,,,,
06.03.2020 02:00,-15.9,740.7,766.6,-0.1,87,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-1.3,,,2500 or more  or no clouds.,,,15.0,-17.6,No precipitation,12,,,,
05.03.2020 23:00,-12.3,740.8,766.6,,77,Wind blowing from the south-southeast,1,,,, ,,,-18.9,-1.3,,,,,,19.0,-15.5,No precipitation,6,,,,
05.03.2020 20:00,-7.4,740.3,766.4,1.1,60,Wind blowing from the west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-1.3,,,1000-1500,,,18.0,-14.0,No precipitation,12,,,,
05.03.2020 17:00,-2.6,739.2,765.1,,41,Wind blowing from the west-southwest,3,,6,60%., ,,,-18.9,-1.3,,,1000-1500,,,30.0,-14.3,No precipitation,6,,,,
05.03.2020 14:00,-2.0,739.5,765.4,-1.5,39,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-0.6,,,1000-1500,,,30.0,-14.1,No precipitation,12,,,,
05.03.2020 11:00,-4.2,741.0,766.8,,50,Wind blowing from the north,1,,3,50%., ,,,-18.9,-0.6,,,1000-1500,,,30.0,-13.1,No precipitation,6,,,,
05.03.2020 08:00,-15.7,742.6,768.7,0.8,82,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-0.6,,,1000-1500,,,20.0,-18.1,No precipitation,12,,,,
05.03.2020 05:00,-18.4,741.8,767.8,,83,Wind blowing from the east-southeast,1,,3,, ,,,-18.5,-0.6,,,,,,26.0,-20.6,No precipitation,6,,,,
05.03.2020 02:00,-16.6,742.0,767.8,0.0,84,Wind blowing from the north-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-0.6,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
04.03.2020 23:00,-12.7,742.0,767.8,,74,Wind blowing from the south-west,0,,,, ,,,-12.8,-0.6,,,,,,30.0,-16.4,No precipitation,6,,,,
