Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 08:00,-2.9,491.9,764.0,,50,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.4,,,,,,30.0,-11.9,No precipitation,12,,,,
17.03.2020 05:00,-1.4,491.4,761.2,,50,Wind blowing from the east,3,,7,, ,,,-1.5,7.4,,,,,,30.0,-10.7,No precipitation,6,,,,
17.03.2020 02:00,0.3,491.6,762.4,0.4,46,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.4,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
16.03.2020 23:00,2.6,491.2,762.8,,39,Wind blowing from the east,3,,11,, ,,,-1.5,7.4,,,,,,30.0,-10.0,No precipitation,6,,,,
16.03.2020 20:00,5.1,489.8,758.8,0.5,21,Wind blowing from the south-east,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.9,,,2500 or more  or no clouds.,,,30.0,-15.4,0.1,12,,,,
16.03.2020 17:00,7.1,489.3,756.1,,24,Wind blowing from the north,2,,11,70 – 80%., ,,,-1.5,11.0,,,1000-1500,,,30.0,-12.1,No precipitation,6,,,,
16.03.2020 14:00,3.7,490.5,759.4,-0.7,31,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-1.5,,,,2500 or more  or no clouds.,,,30.0,-11.9,0.1,12,,,,
16.03.2020 11:00,-0.2,491.2,761.6,,76,Wind blowing from the east,2,,7,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,,,,2500 or more  or no clouds.,,,3.9,-3.9,0.1,6,,,,
16.03.2020 08:00,0.3,489.7,757.1,1.2,49,Wind blowing from the south-southwest,1,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.4,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
16.03.2020 05:00,1.8,488.5,752.6,,34,Wind blowing from the west-southwest,3,,14,, ,,,-0.8,12.4,,,,,,30.0,-12.4,No precipitation,6,,,,
16.03.2020 02:00,2.8,489.0,753.0,0.3,30,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.4,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
15.03.2020 23:00,4.6,488.7,754.0,,27,Wind blowing from the south,4,,14,, ,,,-0.8,12.4,,,,,,26.0,-12.8,No precipitation,6,,,,
15.03.2020 20:00,7.9,486.2,752.2,,11,Wind blowing from the south,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.4,,,2500 or more  or no clouds.,,,21.0,-20.8,No precipitation,12,,,,
15.03.2020 17:00,11.0,485.3,748.1,,9,Wind blowing from the south-southwest,5,,13,90  or more  but not 100%, ,,,-0.8,12.4,,,,,,17.0,-20.7,No precipitation,6,,,,
15.03.2020 14:00,10.6,487.8,751.9,-2.5,11,Wind blowing from the west-southwest,3,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,11.4,,,1000-1500,,,30.0,-18.7,No precipitation,12,,,,
15.03.2020 11:00,6.3,490.3,757.5,,35,Wind blowing from the west,3,,6,20–30%., ,,,-0.8,11.4,,,1000-1500,,,30.0,-8.0,No precipitation,6,,,,
15.03.2020 08:00,-0.6,489.7,758.7,0.4,85,Wind blowing from the south-east,0,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,11.4,,,1000-1500,,,30.0,-2.8,2.0,12,,,,
15.03.2020 05:00,1.0,489.3,754.4,,87,Wind blowing from the east,1,,11,, ,,,0.6,11.4,,,,,,30.0,-0.9,1.0,6,,,,
15.03.2020 02:00,1.6,489.9,755.8,-0.9,85,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.4,,,2500 or more  or no clouds.,,,30.0,-0.6,2.0,12,,,,
14.03.2020 23:00,2.9,490.8,757.0,,78,Wind blowing from the west,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.9,11.4,,,,,,30.0,-0.6,0.5,6,,,,
14.03.2020 20:00,6.1,489.0,755.7,0.1,56,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.5,,,600-1000,,,30.0,-2.0,No precipitation,12,,,,
14.03.2020 17:00,10.7,488.9,753.1,,24,Wind blowing from the west-southwest,3,,8,100%., ,,,2.0,16.9,,,1000-1500,,,30.0,-9.0,No precipitation,6,,,,
14.03.2020 14:00,9.6,491.2,754.5,-1.0,23,Wind blowing from the west-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.9,,,1000-1500,,,30.0,-10.5,No precipitation,12,,,,
14.03.2020 11:00,8.4,492.2,755.0,,26,Wind blowing from the west-northwest,2,,8,90  or more  but not 100%, ,,,2.0,16.9,,,,,,30.0,-10.0,No precipitation,6,,,,
14.03.2020 08:00,2.8,491.5,755.5,0.7,36,Wind blowing from the south-east,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,16.9,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
14.03.2020 05:00,2.4,490.8,753.2,,35,Calm  no wind,0,,,, ,,,0.0,16.9,,,,,,30.0,-11.5,No precipitation,6,,,,
14.03.2020 02:00,7.3,491.4,752.7,,26,Wind blowing from the west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,16.9,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
13.03.2020 23:00,10.2,490.5,753.1,,18,Wind blowing from the west-southwest,4,,13,, ,,,0.0,16.9,,,,,,28.0,-13.1,No precipitation,6,,,,
13.03.2020 20:00,13.1,487.6,750.8,-0.5,6,Wind blowing from the west-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,16.9,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
13.03.2020 17:00,15.7,488.1,749.3,,3,Wind blowing from the north-northwest,1,,9,90  or more  but not 100%, ,,,0.0,16.6,,,1000-1500,,,30.0,-29.5,No precipitation,6,,,,
13.03.2020 14:00,13.2,491.4,755.7,-1.8,4,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.1,,,1000-1500,,,30.0,-28.1,No precipitation,12,,,,
13.03.2020 11:00,7.0,493.2,760.2,,16,Wind blowing from the south-east,1,,5,no clouds, ,,,0.0,17.1,,,,,,30.0,-17.1,No precipitation,6,,,,
13.03.2020 08:00,0.4,492.1,757.5,1.4,30,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,17.1,,,,,,30.0,-15.2,No precipitation,12,,,,
13.03.2020 05:00,2.0,490.7,752.7,,25,Wind blowing from the east,2,,12,, ,,,0.1,17.1,,,,,,30.0,-16.0,No precipitation,6,,,,
13.03.2020 02:00,2.2,489.6,752.8,1.0,18,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,17.1,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
12.03.2020 23:00,5.3,488.6,753.4,,10,Wind blowing from the north,1,,12,, ,,,0.1,17.1,,,,,,26.0,-23.9,No precipitation,6,,,,
12.03.2020 20:00,13.6,487.0,749.6,,3,Wind blowing from the west-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,17.1,,,,,,30.0,-30.9,No precipitation,12,,,,
12.03.2020 17:00,16.7,487.1,746.9,,3,Wind blowing from the west,3,,8,, ,,,0.1,17.1,,,,,,30.0,-28.8,No precipitation,6,,,,
12.03.2020 14:00,13.4,489.4,750.7,-1.4,6,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,14.8,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
12.03.2020 11:00,6.3,490.8,754.6,,22,Wind blowing from the east,2,,7,no clouds, ,,,0.1,14.8,,,,,,30.0,-13.9,No precipitation,6,,,,
12.03.2020 08:00,0.4,489.3,754.2,1.6,33,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.8,,,,,,30.0,-14.0,No precipitation,12,,,,
12.03.2020 05:00,2.4,487.7,749.3,,26,Wind blowing from the east,2,,8,, ,,,-0.6,14.8,,,,,,30.0,-15.2,No precipitation,6,,,,
12.03.2020 02:00,5.3,487.2,747.8,,19,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.8,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
11.03.2020 23:00,9.1,486.2,747.5,,12,Wind blowing from the north-east,3,,11,, ,,,-0.6,14.8,,,,,,30.0,-18.8,No precipitation,6,,,,
11.03.2020 20:00,11.7,484.2,746.7,-0.4,8,Wind blowing from the west-northwest,1,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.8,,,1000-1500,,,30.0,-21.5,No precipitation,12,,,,
11.03.2020 17:00,14.0,484.6,745.0,,7,Wind blowing from the west-southwest,4,,11,90  or more  but not 100%, ,,,-0.6,14.8,,,,,,30.0,-21.3,No precipitation,6,,,,
11.03.2020 14:00,12.4,486.6,748.4,-1.3,8,Wind blowing from the west-southwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,14.6,,,1000-1500,,,30.0,-21.0,No precipitation,12,,,,
11.03.2020 11:00,6.5,487.9,753.5,,19,Wind blowing from the north-northeast,1,,5,no clouds, ,,,-0.6,14.6,,,,,,30.0,-15.5,No precipitation,6,,,,
11.03.2020 08:00,-0.3,486.7,750.7,1.2,32,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,14.6,,,,,,30.0,-15.0,No precipitation,12,,,,
11.03.2020 05:00,1.8,485.5,746.4,,25,Wind blowing from the east,2,,15,, ,,,-2.2,14.6,,,,,,30.0,-16.1,No precipitation,6,,,,
11.03.2020 02:00,2.6,485.2,747.2,0.7,18,Wind blowing from the south,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,14.6,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
10.03.2020 23:00,3.1,484.5,749.5,,13,Wind blowing from the east,1,,15,, ,,,-2.2,14.6,,,,,,10.0,-22.7,No precipitation,6,,,,
10.03.2020 20:00,11.7,483.3,746.1,-1.0,3,Wind blowing from the west,4,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,14.6,,,1000-1500,,,30.0,-32.2,No precipitation,12,,,,
10.03.2020 17:00,13.9,484.3,745.6,,4,Wind blowing from the south,3,,7,10%  or less  but not 0, ,,,-2.2,13.9,,,1000-1500,,,30.0,-27.6,No precipitation,6,,,,
10.03.2020 14:00,10.8,487.5,750.4,-2.2,8,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,12.9,,,,,,30.0,-22.2,No precipitation,12,,,,
10.03.2020 11:00,4.3,489.7,756.1,,16,Wind blowing from the east-southeast,1,,5,no clouds, ,,,-2.2,12.9,,,,,,30.0,-19.3,No precipitation,6,,,,
10.03.2020 08:00,-1.7,488.7,755.7,0.9,27,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,12.9,,,,,,30.0,-18.3,No precipitation,12,,,,
10.03.2020 05:00,-0.2,487.8,751.7,,22,Wind blowing from the east-northeast,2,,10,, ,,,-2.0,12.9,,,,,,30.0,-19.4,No precipitation,6,,,,
10.03.2020 02:00,3.4,488.0,751.8,,13,Wind blowing from the east-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,12.9,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
09.03.2020 20:00,9.5,486.3,752.1,0.0,4,Wind blowing from the west-southwest,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,12.9,,,1000-1500,,,30.0,-30.7,No precipitation,12,,,,
09.03.2020 17:00,12.6,486.3,749.2,,3,Wind blowing from the west,2,,9,90  or more  but not 100%, ,,,-2.0,12.6,,,1000-1500,,,30.0,-31.6,No precipitation,6,,,,
09.03.2020 14:00,9.4,488.7,754.6,-1.0,6,Wind blowing from the south-west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.7,,,1000-1500,,,30.0,-26.5,No precipitation,12,,,,
09.03.2020 11:00,3.9,489.7,757.0,,19,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-2.0,11.7,,,,,,28.0,-17.6,No precipitation,6,,,,
09.03.2020 08:00,-1.9,488.1,755.4,1.4,30,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.7,,,,,,30.0,-17.2,No precipitation,12,,,,
09.03.2020 05:00,0.2,486.8,750.8,,23,Wind blowing from the east,2,,10,, ,,,-1.1,11.7,,,,,,30.0,-18.5,No precipitation,6,,,,
09.03.2020 02:00,0.2,486.7,752.0,,20,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,11.7,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
08.03.2020 23:00,4.5,486.2,750.7,,12,Wind blowing from the east,1,,10,, ,,,0.3,11.7,,,,,,30.0,-22.5,No precipitation,6,,,,
08.03.2020 20:00,8.8,485.1,749.5,0.0,7,Wind blowing from the south-west,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.7,,,1000-1500,,,30.0,-25.2,No precipitation,12,,,,
08.03.2020 17:00,11.1,485.1,747.4,,5,Wind blowing from the south-west,4,,9,20–30%., ,,,0.3,12.4,,,1000-1500,,,30.0,-27.2,No precipitation,6,,,,
08.03.2020 14:00,8.8,487.4,750.4,-1.0,9,Wind blowing from the south,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.6,,,1000-1500,,,30.0,-22.4,No precipitation,12,,,,
08.03.2020 11:00,5.4,488.4,752.5,,13,Wind blowing from the south-west,3,,9,no clouds, ,,,0.3,12.6,,,,,,30.0,-20.8,No precipitation,6,,,,
08.03.2020 08:00,0.4,487.1,752.1,1.0,26,Wind blowing from the west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.6,,,1000-1500,,,30.0,-16.9,No precipitation,12,,,,
08.03.2020 05:00,1.6,486.1,748.4,,26,Wind blowing from the west,2,,12,, ,,,-1.2,12.6,,,,,,30.0,-15.8,No precipitation,6,,,,
08.03.2020 02:00,4.8,486.5,749.2,0.9,21,Wind blowing from the south-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.6,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
07.03.2020 23:00,7.1,485.6,749.2,,19,Wind blowing from the south-southwest,3,,12,, ,,,-1.2,12.6,,,,,,20.0,-15.0,No precipitation,6,,,,
07.03.2020 20:00,9.5,483.5,747.4,,15,Wind blowing from the south-west,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.6,,,600-1000,,,16.0,-15.9,No precipitation,12,,,,
07.03.2020 17:00,12.1,483.5,745.4,,12,Wind blowing from the west,4,,7,90  or more  but not 100%, ,,,-1.2,12.6,,,1000-1500,,,30.0,-16.5,No precipitation,6,,,,
07.03.2020 14:00,8.6,487.0,752.8,-2.3,23,Wind blowing from the west,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.3,,,1000-1500,,,30.0,-11.4,No precipitation,12,,,,
07.03.2020 11:00,3.9,489.3,758.0,,50,Wind blowing from the north-east,1,,4,20–30%., ,,,-1.2,9.3,,,1000-1500,,,30.0,-5.6,No precipitation,6,,,,
07.03.2020 08:00,-1.1,488.7,756.9,0.5,75,Wind blowing from the east,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.3,,,1000-1500,,,30.0,-5.1,No precipitation,12,,,,
07.03.2020 05:00,-0.2,488.2,754.6,,74,Wind blowing from the east,2,,9,, ,,,-1.6,9.3,,,,,,30.0,-4.3,No precipitation,6,,,,
07.03.2020 02:00,-0.3,488.8,755.8,0.2,73,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.3,,,2500 or more  or no clouds.,,,30.0,-4.7,No precipitation,12,,,,
06.03.2020 23:00,1.5,488.6,757.2,,68,Wind blowing from the north,1,,9,, ,,,-1.6,9.3,,,,,,30.0,-3.8,No precipitation,6,,,,
06.03.2020 20:00,6.8,486.4,753.6,0.7,28,Wind blowing from the west-southwest,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.3,,,1000-1500,,,30.0,-10.4,No precipitation,12,,,,
06.03.2020 17:00,8.7,485.7,750.6,,16,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%, ,,,-1.6,10.3,,,,,,30.0,-15.7,No precipitation,6,,,,
06.03.2020 14:00,8.4,487.8,753.0,-1.3,18,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.9,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
06.03.2020 11:00,3.5,489.1,756.1,,44,Wind blowing from the east,2,,7,60%., ,,,-1.6,10.9,,,1000-1500,,,30.0,-7.6,No precipitation,6,,,,
06.03.2020 08:00,-1.4,488.2,756.1,1.1,73,Wind blowing from the east,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.9,,,1000-1500,,,30.0,-5.6,No precipitation,12,,,,
06.03.2020 05:00,0.0,487.1,751.9,,67,Wind blowing from the east,3,,9,, ,,,-1.4,10.9,,,,,,30.0,-5.4,No precipitation,6,,,,
06.03.2020 02:00,1.9,487.3,751.8,0.4,57,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.9,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
05.03.2020 23:00,4.8,486.9,752.1,,36,Wind blowing from the west,2,,9,, ,,,-1.4,10.9,,,,,,30.0,-9.0,No precipitation,6,,,,
05.03.2020 20:00,7.2,485.1,751.0,0.3,20,Wind blowing from the west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.9,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
05.03.2020 17:00,10.1,484.8,747.3,,12,Wind blowing from the west-southwest,3,,8,70 – 80%., ,,,-1.4,10.9,,,1000-1500,,,30.0,-18.0,No precipitation,6,,,,
05.03.2020 14:00,9.1,487.0,749.8,-1.7,16,Wind blowing from the west-southwest,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.4,,,1000-1500,,,30.0,-15.4,No precipitation,12,,,,
05.03.2020 11:00,4.4,488.7,755.9,,33,Wind blowing from the south-southwest,2,,6,10%  or less  but not 0, ,,,-1.4,9.1,,,1000-1500,,,30.0,-10.5,No precipitation,6,,,,
05.03.2020 08:00,-1.0,487.5,755.1,0.9,52,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.1,,,,,,30.0,-9.6,No precipitation,12,,,,
05.03.2020 05:00,1.9,486.6,751.4,,40,Wind blowing from the west,2,,12,, ,,,-1.0,9.1,,,,,,30.0,-10.3,No precipitation,6,,,,
05.03.2020 02:00,4.7,486.9,750.7,,31,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.1,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
04.03.2020 23:00,3.3,486.3,752.8,,26,Wind blowing from the east-northeast,1,,12,, ,,,-1.0,9.1,,,,,,30.0,-14.4,No precipitation,6,,,,
04.03.2020 20:00,6.6,484.9,751.1,-0.3,18,Wind blowing from the north-northeast,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.1,,,1000-1500,,,30.0,-16.0,No precipitation,12,,,,
04.03.2020 17:00,7.9,485.2,750.1,,20,Wind blowing from the west,3,,9,70 – 80%., ,,,-1.0,9.1,,,1000-1500,,,30.0,-13.7,No precipitation,6,,,,
04.03.2020 14:00,7.0,487.5,753.9,-1.8,22,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.0,,,1000-1500,,,30.0,-13.3,Trace of precipitation,12,,,,
04.03.2020 11:00,3.3,489.3,757.8,,43,Wind blowing from the north,1,,7,70 – 80%., ,,,-1.0,6.9,,,1000-1500,,,30.0,-8.1,No precipitation,6,,,,
04.03.2020 08:00,-0.9,488.1,757.2,0.6,55,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.9,,,2500 or more  or no clouds.,,,30.0,-8.8,Trace of precipitation,12,,,,
04.03.2020 05:00,0.3,487.5,754.5,,53,Wind blowing from the east-southeast,2,,7,, ,,,-1.0,6.9,,,,,,30.0,-8.2,No precipitation,6,,,,
04.03.2020 02:00,0.7,487.9,756.4,0.2,51,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.9,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
03.03.2020 23:00,2.5,487.7,756.6,,41,Wind blowing from the east,4,,8,, ,,,-1.0,6.9,,,,,,30.0,-9.4,No precipitation,6,,,,
03.03.2020 20:00,4.6,486.0,754.0,-0.2,32,Wind blowing from the north,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.9,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
03.03.2020 17:00,6.6,486.2,751.8,,29,Wind blowing from the south,1,,8,70 – 80%., ,,,-1.0,10.8,,,1000-1500,,,30.0,-10.2,No precipitation,6,,,,
