Local time in Guiping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 11:00,21.7,749.6,761.1,,90,Wind blowing from the west-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,300-600,,,8.0,20.0,0.2,6,,,,
25.03.2020 08:00,21.5,748.0,759.5,0.6,91,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,24.7,,,600-1000,,,9.0,20.0,Trace of precipitation,12,,,,
25.03.2020 05:00,22.4,747.4,758.8,,83,Wind blowing from the west-southwest,2,,10,, ,,,20.9,24.7,,,,,,16.0,19.4,No precipitation,6,,,,
25.03.2020 02:00,21.8,747.7,759.1,,90,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,24.7,,,2500 or more  or no clouds.,,,11.0,20.1,No precipitation,12,,,,
24.03.2020 20:00,23.0,747.4,758.8,,83,Wind blowing from the north-northeast,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,24.7,,,600-1000,,,21.0,20.0,7.0,12,,,,
24.03.2020 14:00,24.1,748.3,759.7,-1.9,85,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,20.9,27.2,,,600-1000,,,21.0,21.4,17.0,12,,,,
24.03.2020 11:00,22.2,750.2,761.7,,93,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,20.9,,,,600-1000,,,9.0,21.0,15.0,6,,,,
24.03.2020 08:00,21.2,749.5,760.9,1.8,96,Wind blowing from the east-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,,,,300-600,,,1.4,20.5,10.0,12,,,,
24.03.2020 05:00,21.5,747.7,759.1,,96,Wind blowing from the north-east,1,,7,,Rain (not freezing) not falling as shower(s). ,,,21.5,27.2,,,,,,1.2,20.8,2.0,6,,,,
24.03.2020 02:00,23.0,748.0,759.4,,88,Wind blowing from the north,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,27.2,,,2500 or more  or no clouds.,,,9.0,20.9,No precipitation,12,,,,
23.03.2020 20:00,22.7,747.7,759.1,0.5,84,Wind blowing from the north,5,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,27.2,,,600-1000,,,14.0,19.9,Trace of precipitation,12,,,,
23.03.2020 17:00,26.7,747.2,758.5,,68,Wind blowing from the south-southwest,3,,7,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,28.6,,,600-1000,,,15.0,20.3,No precipitation,6,,,,
23.03.2020 14:00,25.0,748.6,760.0,-1.8,81,Wind blowing from the west,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,600-1000,,,12.0,21.5,Trace of precipitation,12,,,,
23.03.2020 11:00,25.2,750.4,761.8,,80,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%, ,,,23.0,,,,1000-1500,,,10.0,21.5,No precipitation,6,,,,
23.03.2020 08:00,23.9,749.5,760.9,1.5,82,Wind blowing from the west,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,,,,1000-1500,,,12.0,20.6,No precipitation,12,,,,
23.03.2020 05:00,23.2,748.0,759.4,,86,Wind blowing from the west,3,,8,, ,,,22.1,29.8,,,,,,10.0,20.7,No precipitation,6,,,,
23.03.2020 02:00,24.5,747.5,758.8,,83,Wind blowing from the west,6,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,29.8,,,2500 or more  or no clouds.,,,10.0,21.4,No precipitation,12,,,,
22.03.2020 20:00,24.4,747.2,758.6,0.9,81,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,29.8,,,1000-1500,,,23.0,20.9,No precipitation,12,,,,
22.03.2020 17:00,28.6,746.3,757.6,,64,Wind blowing from the south,2,,8,90  or more  but not 100%, ,,,22.1,29.8,,,1000-1500,,,30.0,21.1,No precipitation,6,,,,
22.03.2020 14:00,28.8,747.4,758.7,-1.8,58,Wind blowing from the south-west,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,29.3,,,1000-1500,,,29.0,19.7,No precipitation,12,,,,
22.03.2020 11:00,24.9,749.2,760.6,,83,Wind blowing from the south-southwest,2,,9,100%., ,,,22.1,26.0,,,1000-1500,,,10.0,21.8,No precipitation,6,,,,
22.03.2020 08:00,22.3,748.1,759.5,0.8,92,Wind blowing from the north,1,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.0,,,600-1000,,,5.0,20.9,No precipitation,12,,,,
22.03.2020 05:00,23.3,747.3,758.7,,85,Wind blowing from the west,2,,9,, ,,,20.2,26.0,,,,,,16.0,20.6,No precipitation,6,,,,
22.03.2020 02:00,23.6,747.7,759.1,,85,Wind blowing from the west-southwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.0,,,2500 or more  or no clouds.,,,23.0,20.9,No precipitation,12,,,,
21.03.2020 20:00,25.5,747.4,758.8,1.1,70,Wind blowing from the south-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.0,,,600-1000,,,27.0,19.6,No precipitation,12,,,,
21.03.2020 17:00,24.4,746.3,757.7,,84,Wind blowing from the north-northwest,2,,8,100%., ,,,20.1,26.0,,,600-1000,,,18.0,21.5,No precipitation,6,,,,
21.03.2020 14:00,25.8,747.4,758.8,-2.0,76,Wind blowing from the south,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,26.0,,,600-1000,,,21.0,21.2,No precipitation,12,,,,
21.03.2020 11:00,23.7,749.4,760.9,,88,Wind blowing from the west-northwest,1,,4,100%., ,,,19.9,23.7,,,600-1000,,,8.0,21.6,No precipitation,6,,,,
21.03.2020 08:00,20.4,749.0,760.6,1.8,96,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,22.3,,,600-1000,,,1.9,19.7,No precipitation,12,,,,
21.03.2020 05:00,20.5,747.2,758.8,,93,Wind blowing from the south-southwest,1,,6,,Mist. ,,,18.7,22.3,,,,,,3.5,19.3,No precipitation,6,,,,
21.03.2020 02:00,22.0,747.7,759.2,,92,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,22.3,,,2500 or more  or no clouds.,,,6.0,20.6,0.1,12,,,,
20.03.2020 20:00,20.6,748.0,759.5,,93,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,21.2,,,600-1000,,,21.0,19.4,0.1,12,,,,
20.03.2020 17:00,20.1,747.1,758.7,,92,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.2,,,600-1000,,,11.0,18.8,0.1,6,,,,
20.03.2020 14:00,20.5,748.6,760.1,-2.2,87,Wind blowing from the east-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,21.2,,,600-1000,,,30.0,18.3,No precipitation,12,,,,
20.03.2020 11:00,21.1,750.8,762.4,,82,Wind blowing from the north-east,2,,9,100%., ,,,16.8,21.1,,,600-1000,,,30.0,17.9,No precipitation,6,,,,
20.03.2020 08:00,19.0,750.2,761.8,,91,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.1,,,300-600,,,10.0,17.5,No precipitation,6,,,,
20.03.2020 05:00,19.6,748.7,760.3,,86,Wind blowing from the north-northeast,6,,9,, ,,,,20.1,,,,,,30.0,17.2,No precipitation,6,,,,
20.03.2020 02:00,19.6,749.9,761.5,,86,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.1,,,2500 or more  or no clouds.,,,30.0,17.2,No precipitation,12,,,,
19.03.2020 20:00,19.1,749.7,761.3,,86,Wind blowing from the east-northeast,2,,6,100%., ,,,16.2,19.4,,,600-1000,,,30.0,16.7,No precipitation,6,,,,
19.03.2020 17:00,18.6,748.8,760.4,,91,Wind blowing from the east,2,,6,100%., ,,,16.2,19.4,,,600-1000,,,20.0,17.1,No precipitation,6,,,,
19.03.2020 14:00,19.1,749.8,761.5,,90,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,16.2,19.4,,,600-1000,,,18.0,17.4,17.0,12,,,,
19.03.2020 11:00,16.9,751.2,762.9,,98,Wind blowing from the south-west,2,,6,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Rain.,Fog or ice fog or thick haze.,16.2,17.6,,,300-600,,,0.1,16.6,17.0,6,,,,
19.03.2020 08:00,16.5,750.0,761.7,2.2,98,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,15.5,17.6,,,300-600,,,0.1,16.2,9.0,12,,,,
19.03.2020 05:00,16.2,747.8,759.5,,98,Wind blowing from the south-west,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.5,17.6,,,,,,0.1,15.9,1.0,6,,,,
19.03.2020 02:00,16.5,748.6,760.3,,98,Wind blowing from the west-southwest,3,,5,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,15.5,17.6,,,2500 or more  or no clouds.,,,0.1,16.2,1.0,12,,,,
18.03.2020 20:00,17.3,748.5,760.2,0.8,97,Wind blowing from the west,1,,5,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,15.5,17.8,,,600-1000,,,3.4,16.8,0.1,12,,,,
18.03.2020 17:00,17.4,747.7,759.4,,95,Wind blowing from the west-southwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,17.8,,,600-1000,,,3.8,16.6,No precipitation,6,,,,
18.03.2020 14:00,17.4,749.4,761.1,-2.3,94,Wind blowing from the south-southeast,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,18.3,,,600-1000,,,4.7,16.4,4.0,12,,,,
18.03.2020 11:00,16.4,751.7,763.5,,97,Wind blowing from the east,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,,,,600-1000,,,7.0,15.9,3.0,6,,,,
18.03.2020 08:00,15.8,751.1,762.8,0.6,98,Wind blowing from the east,2,,7,100%.,Drizzle (not freezing) or snow grains not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,18.5,,,300-600,,,0.9,15.5,5.0,12,,,,
18.03.2020 05:00,15.6,750.5,762.2,,98,Wind blowing from the west,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.5,18.5,,,,,,2.5,15.3,2.0,6,,,,
18.03.2020 02:00,16.4,751.2,762.9,,98,Wind blowing from the south-southeast,1,,9,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,19.0,,,2500 or more  or no clouds.,,,0.1,16.1,8.0,12,,,,
17.03.2020 20:00,17.7,751.6,763.3,0.3,95,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,17.2,,,,600-1000,,,11.0,16.9,8.0,12,,,,
17.03.2020 17:00,17.9,751.3,763.0,,98,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.7,,,,600-1000,,,0.3,17.6,3.0,6,,,,
17.03.2020 14:00,18.3,751.3,763.0,-2.1,97,Wind blowing from the south,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,17.8,19.9,,,2500 or more  or no clouds.,,,0.2,17.8,2.0,12,,,,
17.03.2020 11:00,18.1,753.4,765.1,,97,Wind blowing from the west-southwest,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,17.8,19.9,,,600-1000,,,0.4,17.6,0.5,6,,,,
17.03.2020 08:00,17.9,752.6,764.3,,97,Wind blowing from the west-southwest,2,,10,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,17.8,19.9,,,600-1000,,,0.2,17.4,0.2,12,,,,
17.03.2020 05:00,18.1,751.0,762.6,,96,Wind blowing from the west,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.1,19.9,,,,,,0.1,17.5,0.1,6,,,,
17.03.2020 02:00,18.8,751.6,763.2,,88,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,19.9,,,2500 or more  or no clouds.,,,8.0,16.8,No precipitation,12,,,,
16.03.2020 20:00,19.6,751.2,762.8,0.9,77,Wind blowing from the north-northeast,6,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,19.8,,,1000-1500,,,9.0,15.5,No precipitation,12,,,,
16.03.2020 17:00,19.4,750.3,761.9,,72,Wind blowing from the north,6,,16,100%., ,,,18.5,19.5,,,600-1000,,,10.0,14.2,No precipitation,6,,,,
16.03.2020 14:00,19.1,751.1,762.7,-1.7,69,Wind blowing from the north,5,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,19.4,,,600-1000,,,11.0,13.3,No precipitation,12,,,,
16.03.2020 11:00,18.7,752.8,764.5,,65,Wind blowing from the north-northeast,7,,16,100%., ,,,18.7,19.5,,,600-1000,,,12.0,12.0,No precipitation,6,,,,
16.03.2020 08:00,19.1,751.7,763.3,1.0,58,Wind blowing from the north-northeast,9,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.5,,,600-1000,,,16.0,10.7,No precipitation,12,,,,
16.03.2020 05:00,18.9,750.7,762.4,,63,Wind blowing from the north-northeast,9,,13,, ,,,18.5,,,,,,,16.0,11.7,No precipitation,6,,,,
16.03.2020 02:00,19.1,751.3,762.9,,62,Wind blowing from the north-northeast,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,19.5,,,2500 or more  or no clouds.,,,17.0,11.7,No precipitation,12,,,,
15.03.2020 20:00,19.0,751.4,763.0,0.9,61,Wind blowing from the north-northeast,7,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,600-1000,,,15.0,11.3,No precipitation,12,,,,
15.03.2020 17:00,18.9,750.5,762.1,,60,Wind blowing from the north-northeast,6,,13,100%., ,,,18.5,,,,1000-1500,,,17.0,11.0,No precipitation,6,,,,
15.03.2020 14:00,19.4,751.6,763.3,-2.2,55,Wind blowing from the north-east,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,1000-1500,,,18.0,10.1,No precipitation,12,,,,
15.03.2020 11:00,18.9,753.8,765.5,,52,Wind blowing from the north-east,8,,13,100%., ,,,18.5,,,,1500-2000,,,20.0,8.8,No precipitation,6,,,,
15.03.2020 08:00,18.6,753.7,765.4,1.2,52,Wind blowing from the north-northeast,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,600-1000,,,22.0,8.6,No precipitation,12,,,,
15.03.2020 05:00,18.7,752.5,764.2,,54,Wind blowing from the north-northeast,6,,13,, ,,,16.4,22.5,,,,,,20.0,9.2,No precipitation,6,,,,
15.03.2020 02:00,19.1,753.4,765.0,,56,Wind blowing from the north-northeast,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,22.5,,,2500 or more  or no clouds.,,,19.0,10.1,No precipitation,12,,,,
14.03.2020 20:00,19.6,752.1,763.8,0.9,74,Wind blowing from the north,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,22.5,,,1500-2000,,,19.0,14.8,No precipitation,12,,,,
14.03.2020 17:00,22.1,751.2,762.8,,57,Wind blowing from the north-east,4,,10,50%., ,,,16.4,23.1,,,2500 or more  or no clouds.,,,23.0,13.2,No precipitation,6,,,,
14.03.2020 14:00,21.6,752.2,763.9,-2.5,57,Wind blowing from the east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.6,,,1500-2000,,,23.0,12.7,No precipitation,12,,,,
14.03.2020 11:00,19.3,754.7,766.4,,65,Wind blowing from the east,5,,9,70 – 80%., ,,,16.4,,,,1000-1500,,,20.0,12.6,No precipitation,6,,,,
14.03.2020 08:00,16.9,754.0,765.7,1.7,74,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,16.4,24.1,,,1000-1500,,,23.0,12.2,0.3,12,,,,
14.03.2020 05:00,17.3,752.3,763.9,,84,Wind blowing from the north-northeast,4,,8,, ,,,17.0,24.1,,,,,,27.0,14.6,No precipitation,6,,,,
14.03.2020 02:00,17.4,753.1,764.7,,97,Wind blowing from the west,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,24.1,,,2500 or more  or no clouds.,,,0.5,16.9,2.0,12,,,,
13.03.2020 20:00,19.8,750.8,762.4,,95,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,18.1,24.1,,,300-600,,,3.7,19.0,2.0,12,,,,
13.03.2020 17:00,22.9,748.7,760.2,,86,Wind blowing from the south-southwest,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.1,,,600-1000,,,5.0,20.4,No precipitation,6,,,,
13.03.2020 14:00,23.5,749.4,760.9,,85,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Mist. ,Rain.,Fog or ice fog or thick haze.,16.8,24.1,,,600-1000,,,7.0,20.8,0.3,12,,,,
13.03.2020 11:00,19.8,750.9,762.5,,97,Wind blowing from the south,1,,7,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,16.7,21.5,,,300-600,,,1.4,19.3,0.3,6,,,,
13.03.2020 08:00,18.9,749.8,761.5,,96,Wind blowing from the west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,1.9,18.2,Trace of precipitation,12,,,,
13.03.2020 05:00,19.9,748.0,759.6,,93,Wind blowing from the north-east,2,,6,,Mist. ,,,15.0,21.5,,,,,,2.7,18.7,No precipitation,6,,,,
13.03.2020 02:00,18.4,748.4,760.0,,95,Wind blowing from the north,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.4,,,2500 or more  or no clouds.,,,2.1,17.6,No precipitation,12,,,,
12.03.2020 20:00,18.2,747.1,758.7,0.9,94,Wind blowing from the south-southeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,18.4,,,600-1000,,,2.6,17.2,Trace of precipitation,12,,,,
12.03.2020 17:00,17.5,746.2,757.8,,95,Wind blowing from the west-southwest,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.6,,,600-1000,,,1.7,16.7,No precipitation,6,,,,
12.03.2020 14:00,16.8,747.6,759.3,-2.0,95,Wind blowing from the west,1,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.7,,,600-1000,,,1.6,16.0,0.3,12,,,,
12.03.2020 11:00,17.1,749.6,761.3,,89,Wind blowing from the north-east,2,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.0,,,600-1000,,,3.8,15.3,0.3,6,,,,
12.03.2020 08:00,16.1,749.5,761.3,0.9,89,Wind blowing from the east-northeast,2,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.0,,,300-600,,,5.0,14.3,0.3,12,,,,
12.03.2020 05:00,15.6,748.6,760.3,,88,Wind blowing from the north-northeast,2,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.7,,,,,,,7.0,13.6,No precipitation,6,,,,
12.03.2020 02:00,15.3,749.5,761.2,,86,Wind blowing from the north-east,4,,13,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.9,,,2500 or more  or no clouds.,,,12.0,13.0,0.1,12,,,,
11.03.2020 20:00,14.6,749.4,761.1,0.2,85,Wind blowing from the north-northeast,7,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,20.5,,,300-600,,,11.0,12.1,0.1,12,,,,
11.03.2020 17:00,16.0,749.2,760.9,,72,Wind blowing from the north,4,,16,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.2,,,600-1000,,,17.0,11.0,No precipitation,6,,,,
11.03.2020 14:00,17.7,750.6,762.2,-2.0,58,Wind blowing from the north-northeast,5,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,1000-1500,,,27.0,9.3,No precipitation,12,,,,
11.03.2020 11:00,17.7,752.6,764.3,,55,Wind blowing from the north-northeast,6,,16,100%., ,,,17.6,,,,600-1000,,,30.0,8.6,No precipitation,6,,,,
11.03.2020 08:00,17.8,751.9,763.6,,50,Wind blowing from the north-northeast,9,,15,100%., ,,,17.0,22.5,,,1000-1500,,,30.0,7.2,No precipitation,6,,,,
11.03.2020 05:00,18.4,750.4,762.0,,45,Wind blowing from the north-northeast,9,,15,, ,,,16.3,22.5,,,,,,30.0,6.3,No precipitation,6,,,,
11.03.2020 02:00,18.9,751.3,762.8,,45,Wind blowing from the north-northeast,8,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.5,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
10.03.2020 20:00,20.1,750.4,762.0,0.4,53,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,24.1,,,1000-1500,,,30.0,10.2,No precipitation,12,,,,
10.03.2020 17:00,22.2,750.0,761.5,,45,Wind blowing from the north-northeast,4,,11,70 – 80%., ,,,16.3,28.6,,,1500-2000,,,30.0,9.7,No precipitation,6,,,,
10.03.2020 14:00,21.5,751.4,763.0,-1.7,46,Wind blowing from the east-northeast,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,1500-2000,,,30.0,9.4,No precipitation,12,,,,
10.03.2020 11:00,19.3,753.1,764.8,,54,Wind blowing from the east,5,,10,90  or more  but not 100%, ,,,16.3,,,,1500-2000,,,30.0,9.8,No precipitation,6,,,,
10.03.2020 08:00,17.0,751.5,763.0,2.9,67,Wind blowing from the north-northeast,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,29.6,,,1500-2000,,,30.0,10.8,No precipitation,12,,,,
10.03.2020 05:00,17.6,748.6,760.0,,71,Wind blowing from the north-northeast,5,,9,, ,,,17.6,29.6,,,,,,30.0,12.3,No precipitation,6,,,,
10.03.2020 02:00,19.4,748.5,759.9,,71,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,29.6,,,2500 or more  or no clouds.,,,30.0,14.0,No precipitation,12,,,,
09.03.2020 20:00,24.2,743.8,755.2,2.1,75,Wind blowing from the north,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,29.6,,,1500-2000,,,14.0,19.5,No precipitation,12,,,,
