Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 23:00,18.1,754.6,764.9,,85,Wind blowing from the north-northeast,2,,7,,Mist. ,,,17.1,22.8,,,,,,4.6,15.5,No precipitation,6,,,,
16.03.2020 20:00,19.2,753.4,763.6,,75,Wind blowing from the north-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.8,,,1500-2000,,,6.0,14.7,No precipitation,12,,,,
16.03.2020 17:00,21.5,751.9,762.1,,69,Wind blowing from the east-northeast,3,,7,100%., ,,,17.1,22.8,,,1500-2000,,,8.0,15.6,No precipitation,6,,,,
16.03.2020 14:00,20.8,753.0,763.3,-1.6,67,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,21.8,,,1500-2000,,,8.0,14.5,No precipitation,12,,,,
16.03.2020 11:00,18.8,754.6,765.0,,72,Wind blowing from the east,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,20.7,,,1500-2000,,,6.0,13.7,No precipitation,6,,,,
16.03.2020 08:00,17.3,754.0,764.4,,77,Wind blowing from the north-east,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,20.7,,,1500-2000,,,6.0,13.2,Trace of precipitation,12,,,,
16.03.2020 05:00,17.4,752.9,763.2,,75,Wind blowing from the east-northeast,1,,,,Mist. ,,,16.4,20.7,,,,,,6.0,12.9,No precipitation,6,,,,
16.03.2020 02:00,17.6,753.5,763.8,,75,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.7,,,2500 or more  or no clouds.,,,6.0,13.1,No precipitation,12,,,,
15.03.2020 23:00,18.0,754.2,764.5,,71,Wind blowing from the north-east,2,,4,,Mist. ,,,16.4,20.7,,,,,,7.0,12.7,No precipitation,6,,,,
15.03.2020 20:00,18.6,753.4,763.7,1.1,68,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.7,,,1500-2000,,,8.0,12.6,No precipitation,12,,,,
15.03.2020 17:00,19.7,752.3,762.6,,62,Wind blowing from the east,2,,6,100%., ,,,16.4,22.8,,,1500-2000,,,9.0,12.2,No precipitation,6,,,,
15.03.2020 14:00,20.5,753.4,763.7,,58,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,24.2,,,1500-2000,,,9.0,12.0,No precipitation,12,,,,
15.03.2020 11:00,18.8,756.2,766.6,,58,Wind blowing from the north-northeast,2,,7,100%., ,,,16.4,,,,1500-2000,,,9.0,10.4,No precipitation,6,,,,
15.03.2020 08:00,16.6,755.8,766.1,1.4,63,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.2,,,1500-2000,,,8.0,9.5,No precipitation,12,,,,
15.03.2020 05:00,16.8,754.4,764.7,,64,Wind blowing from the north-east,3,,8,, ,,,16.1,24.2,,,,,,8.0,10.0,No precipitation,6,,,,
15.03.2020 02:00,17.7,755.3,765.6,,63,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,24.2,,,2500 or more  or no clouds.,,,8.0,10.6,No precipitation,12,,,,
14.03.2020 23:00,18.5,755.9,766.2,,63,Wind blowing from the north-east,3,,8,, ,,,16.1,24.2,,,,,,8.0,11.3,No precipitation,6,,,,
14.03.2020 20:00,20.3,754.3,764.6,1.7,60,Wind blowing from the north-east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,24.2,,,1500-2000,,,8.0,12.3,No precipitation,12,,,,
14.03.2020 17:00,22.7,752.6,762.9,,56,Wind blowing from the north-east,3,,8,40%., ,,,16.1,24.2,,,1000-1500,,,14.0,13.5,No precipitation,6,,,,
14.03.2020 14:00,23.4,753.6,763.9,-2.5,51,Wind blowing from the north-east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.4,,,1000-1500,,,20.0,12.7,No precipitation,12,,,,
14.03.2020 11:00,20.6,756.1,766.4,,61,Wind blowing from the north-east,2,,8,90  or more  but not 100%, ,,,16.1,21.5,,,600-1000,,,14.0,12.8,No precipitation,6,,,,
14.03.2020 08:00,16.2,755.3,765.7,0.7,71,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,1500-2000,,,9.0,10.9,Trace of precipitation,12,,,,
14.03.2020 05:00,16.3,754.6,765.0,,74,Wind blowing from the north-east,2,,6,, ,,,16.3,22.1,,,,,,11.0,11.7,No precipitation,6,,,,
14.03.2020 02:00,16.8,754.5,764.8,,75,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,22.1,,,2500 or more  or no clouds.,,,14.0,12.3,3.0,12,,,,
13.03.2020 23:00,17.4,754.3,764.6,,80,Wind blowing from the north-east,2,,5,, ,,,17.4,22.1,,,,,,13.0,13.9,0.7,6,,,,
13.03.2020 20:00,17.9,752.4,762.7,1.8,92,Wind blowing from the north,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,22.1,,,300-600,,,6.0,16.6,3.0,12,,,,
13.03.2020 17:00,19.5,750.6,760.9,,91,Wind blowing from the north,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.1,,,300-600,,,7.0,18.0,3.0,6,,,,
13.03.2020 14:00,20.9,750.9,761.1,,90,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.7,,,1500-2000,,,4.3,19.2,Trace of precipitation,12,,,,
13.03.2020 11:00,21.4,752.4,762.6,,86,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.1,,,1500-2000,,,5.0,19.0,No precipitation,6,,,,
13.03.2020 08:00,19.7,751.3,761.6,1.5,91,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.6,18.2,No precipitation,12,,,,
13.03.2020 05:00,18.9,749.8,760.0,,91,Wind blowing from the east,2,,6,,Mist. ,,,,,,,,,,4.1,17.4,No precipitation,6,,,,
13.03.2020 02:00,19.1,750.3,760.5,-0.1,89,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.1,,,2500 or more  or no clouds.,,,5.0,17.2,No precipitation,12,,,,
12.03.2020 23:00,18.9,750.4,760.6,,88,Wind blowing from the north-northeast,2,,6,,Mist. ,,,14.3,23.1,,,,,,6.0,16.9,No precipitation,6,,,,
12.03.2020 20:00,18.6,748.9,759.1,,89,Wind blowing from the north,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.1,,,1500-2000,,,5.0,16.8,Trace of precipitation,12,,,,
12.03.2020 17:00,19.9,747.7,758.0,,82,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.1,,,1500-2000,,,7.0,16.7,No precipitation,6,,,,
12.03.2020 14:00,22.6,749.1,759.4,,70,Wind blowing from the north-northeast,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.1,,,1500-2000,,,10.0,16.9,No precipitation,12,,,,
12.03.2020 11:00,17.4,751.6,761.9,,85,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.2,,,1500-2000,,,5.0,14.9,No precipitation,6,,,,
12.03.2020 08:00,14.8,751.3,761.8,0.8,93,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,300-600,,,3.2,13.7,No precipitation,12,,,,
12.03.2020 05:00,14.3,750.5,760.9,,91,Wind blowing from the north-east,2,,6,,Mist. ,,,14.3,,,,,,,3.4,12.9,No precipitation,6,,,,
12.03.2020 02:00,14.4,751.6,762.1,-0.9,90,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,2500 or more  or no clouds.,,,4.2,12.8,No precipitation,12,,,,
11.03.2020 23:00,14.3,752.5,762.8,,89,Wind blowing from the north,2,,5,,Mist. ,,,14.3,18.2,,,,,,5.0,12.5,No precipitation,6,,,,
11.03.2020 20:00,14.4,751.4,761.8,0.1,88,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,19.6,,,1500-2000,,,6.0,12.4,1.0,12,,,,
11.03.2020 17:00,15.3,751.3,761.7,,82,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,1500-2000,,,8.0,12.2,1.0,6,,,,
11.03.2020 14:00,15.1,752.6,763.0,-2.0,84,Wind blowing from the north-east,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,1500-2000,,,7.0,12.4,1.0,12,,,,
11.03.2020 11:00,17.6,754.6,764.9,,60,Wind blowing from the east-northeast,3,,6,100%., ,,,15.5,,,,1500-2000,,,13.0,9.8,No precipitation,6,,,,
11.03.2020 08:00,16.2,754.1,764.5,,66,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.7,,,1500-2000,,,10.0,9.8,No precipitation,12,,,,
11.03.2020 05:00,15.8,752.7,763.0,,64,Wind blowing from the north-east,2,,8,, ,,,15.8,23.7,,,,,,12.0,9.0,No precipitation,6,,,,
11.03.2020 02:00,17.1,753.6,763.9,0.2,56,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.7,,,2500 or more  or no clouds.,,,13.0,8.3,No precipitation,12,,,,
10.03.2020 23:00,17.6,753.4,763.7,,57,Wind blowing from the north-east,3,,8,, ,,,16.0,23.7,,,,,,13.0,9.0,No precipitation,6,,,,
10.03.2020 20:00,19.6,752.4,762.7,,53,Wind blowing from the north-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.7,,,2500 or more  or no clouds.,,,13.0,9.8,No precipitation,12,,,,
10.03.2020 17:00,22.7,751.4,761.6,,40,Wind blowing from the north-northeast,2,,8,no clouds, ,,,16.0,29.3,,,,,,26.0,8.4,No precipitation,6,,,,
10.03.2020 14:00,22.9,752.7,762.9,,42,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,30.7,,,,,,28.0,9.3,No precipitation,12,,,,
10.03.2020 11:00,19.2,754.6,764.9,,52,Wind blowing from the east-northeast,4,,10,no clouds, ,,,16.0,,,,,,,16.0,9.1,No precipitation,6,,,,
10.03.2020 08:00,16.1,752.8,763.0,2.1,65,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,30.7,,,1500-2000,,,12.0,9.5,No precipitation,12,,,,
10.03.2020 05:00,16.5,750.7,760.8,,65,Wind blowing from the north-northeast,4,,10,, ,,,16.5,30.7,,,,,,11.0,9.9,No precipitation,6,,,,
10.03.2020 02:00,17.7,750.1,760.1,,69,Wind blowing from the north-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,30.7,,,2500 or more  or no clouds.,,,18.0,11.9,No precipitation,12,,,,
09.03.2020 20:00,23.4,745.4,755.5,2.5,68,Wind blowing from the north-northwest,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,30.7,,,600-1000,,,16.0,17.2,No precipitation,12,,,,
09.03.2020 17:00,29.3,742.9,752.8,,59,Wind blowing from the south-east,1,,5,10%  or less  but not 0, ,,,21.2,30.7,,,1000-1500,,,24.0,20.5,No precipitation,6,,,,
09.03.2020 14:00,29.6,743.6,753.5,-2.0,62,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,29.7,,,600-1000,,,29.0,21.5,No precipitation,12,,,,
09.03.2020 11:00,24.5,745.6,755.6,,81,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,21.2,27.9,,,1500-2000,,,8.0,21.0,No precipitation,6,,,,
09.03.2020 08:00,21.6,744.8,754.9,1.3,91,Wind blowing from the north-northeast,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.9,,,600-1000,,,6.0,20.1,No precipitation,12,,,,
09.03.2020 05:00,21.7,743.5,753.5,,89,Wind blowing from the east-northeast,2,,7,, ,,,21.4,27.9,,,,,,9.0,19.8,No precipitation,6,,,,
09.03.2020 02:00,22.4,744.5,754.5,,85,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.9,,,2500 or more  or no clouds.,,,12.0,19.8,No precipitation,12,,,,
08.03.2020 23:00,23.5,745.0,755.0,,79,Wind blowing from the east-southeast,2,,8,, ,,,21.2,27.9,,,,,,14.0,19.6,No precipitation,6,,,,
08.03.2020 20:00,24.7,743.1,753.1,1.1,75,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.9,,,2000-2500,,,17.0,20.0,No precipitation,12,,,,
08.03.2020 17:00,27.2,742.0,751.9,,69,Wind blowing from the east-southeast,3,,8,40%., ,,,21.2,27.9,,,1000-1500,,,30.0,21.0,No precipitation,6,,,,
08.03.2020 14:00,26.4,743.9,753.9,-3.2,71,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,27.3,,,1000-1500,,,22.0,20.7,No precipitation,12,,,,
08.03.2020 11:00,25.2,747.1,757.2,,75,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,21.2,26.4,,,600-1000,,,14.0,20.5,No precipitation,6,,,,
08.03.2020 08:00,21.9,747.0,757.0,,86,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.4,,,1500-2000,,,9.0,19.5,No precipitation,12,,,,
08.03.2020 05:00,21.4,746.1,756.1,,88,Wind blowing from the east-southeast,2,,5,, ,,,17.3,26.4,,,,,,8.0,19.3,No precipitation,6,,,,
08.03.2020 02:00,21.7,747.1,757.1,-0.9,87,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,26.4,,,2500 or more  or no clouds.,,,8.0,19.4,No precipitation,12,,,,
07.03.2020 23:00,22.9,748.0,758.1,,83,Wind blowing from the east,2,,,, ,,,,26.4,,,,,,10.0,19.9,No precipitation,6,,,,
07.03.2020 20:00,24.1,746.7,756.8,0.5,78,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,26.4,,,1500-2000,,,12.0,20.0,No precipitation,12,,,,
07.03.2020 17:00,26.0,746.2,756.4,,69,Wind blowing from the east,2,,4,50%., ,,,17.2,26.3,,,600-1000,,,21.0,19.9,No precipitation,6,,,,
07.03.2020 14:00,24.9,747.7,757.8,-2.7,73,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,26.3,,,600-1000,,,15.0,19.7,No precipitation,12,,,,
07.03.2020 11:00,23.3,750.4,760.6,,76,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,16.9,23.5,,,2000-2500,,,11.0,18.8,No precipitation,6,,,,
07.03.2020 08:00,17.8,750.4,760.6,1.2,93,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.4,,,1500-2000,,,3.4,16.7,Trace of precipitation,12,,,,
07.03.2020 05:00,17.3,749.2,759.5,,94,Wind blowing from the north-east,2,,5,,Mist. ,,,14.4,21.4,,,,,,3.2,16.3,No precipitation,6,,,,
07.03.2020 02:00,17.3,750.1,760.3,,93,Wind blowing from the north-east,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,2500 or more  or no clouds.,,,3.3,16.2,No precipitation,12,,,,
06.03.2020 23:00,18.1,751.0,761.2,,90,Wind blowing from the north-northeast,2,,6,,Mist. ,,,14.4,21.4,,,,,,4.7,16.4,No precipitation,6,,,,
06.03.2020 20:00,19.0,750.1,760.5,0.4,86,Wind blowing from the east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.4,,,1500-2000,,,6.0,16.6,No precipitation,12,,,,
06.03.2020 17:00,19.8,749.7,760.0,,82,Wind blowing from the east-northeast,2,,6,100%., ,,,14.4,21.4,,,1500-2000,,,8.0,16.6,No precipitation,6,,,,
06.03.2020 14:00,20.1,750.7,761.0,-2.7,79,Wind blowing from the east,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.1,,,1500-2000,,,6.0,16.3,0.9,12,,,,
06.03.2020 11:00,16.9,753.4,763.8,,89,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,17.3,,,1500-2000,,,5.0,15.1,0.7,6,,,,
06.03.2020 08:00,14.6,752.6,763.0,,95,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.3,,,1500-2000,,,5.0,13.8,0.9,12,,,,
06.03.2020 05:00,14.6,751.8,762.1,,94,Wind blowing from the east-northeast,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.7,17.3,,,,,,6.0,13.6,0.2,6,,,,
06.03.2020 02:00,15.3,753.1,763.4,-1.0,88,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.3,,,2500 or more  or no clouds.,,,11.0,13.3,No precipitation,12,,,,
05.03.2020 23:00,15.4,754.1,764.5,,85,Wind blowing from the north-east,2,,4,, ,,,11.5,17.3,,,,,,11.0,12.9,No precipitation,6,,,,
05.03.2020 20:00,15.7,753.2,763.7,0.3,80,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,17.3,,,2000-2500,,,14.0,12.3,No precipitation,12,,,,
05.03.2020 17:00,16.6,752.9,763.3,,73,Wind blowing from the east-northeast,1,,8,100%., ,,,11.5,17.3,,,1500-2000,,,16.0,11.7,No precipitation,6,,,,
05.03.2020 14:00,16.9,754.4,764.9,-2.7,71,Wind blowing from the north-northwest,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,16.9,,,600-1000,,,19.0,11.6,No precipitation,12,,,,
05.03.2020 11:00,14.7,757.1,767.7,,72,Wind blowing from the north,1,,8,100%., ,,,11.5,14.7,,,600-1000,,,13.0,9.7,No precipitation,6,,,,
05.03.2020 08:00,11.9,756.7,767.2,1.5,81,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,13.1,,,1500-2000,,,12.0,8.7,0.2,12,,,,
05.03.2020 05:00,11.7,755.2,765.7,,84,Wind blowing from the north-east,3,,7,, ,,,11.5,13.2,,,,,,11.0,9.1,0.2,6,,,,
05.03.2020 02:00,11.6,755.9,766.5,,88,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,14.5,,,2500 or more  or no clouds.,,,12.0,9.7,2.0,12,,,,
04.03.2020 23:00,12.0,756.4,766.9,,88,Wind blowing from the north-east,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.6,14.5,,,,,,13.0,10.1,0.1,6,,,,
04.03.2020 20:00,12.2,754.9,765.5,0.5,93,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,300-600,,,10.0,11.1,20.0,12,,,,
04.03.2020 17:00,13.1,754.4,764.9,,94,Wind blowing from the east-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,300-600,,,12.0,12.2,12.0,6,,,,
04.03.2020 14:00,12.0,756.0,766.5,-0.4,95,Wind blowing from the west-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,200-300,,,4.3,11.2,20.0,12,,,,
04.03.2020 11:00,12.2,756.4,766.9,,96,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,200-300,,,4.1,11.6,9.0,6,,,,
04.03.2020 08:00,12.2,755.2,765.7,2.0,91,Wind blowing from the north-east,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,300-600,,,6.0,10.8,22.0,12,,,,
04.03.2020 05:00,13.2,753.2,763.6,,93,Wind blowing from the north-northeast,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.2,23.6,,,,,,4.2,12.1,20.0,6,,,,
04.03.2020 02:00,14.4,753.3,763.6,-1.0,96,Wind blowing from the north-northeast,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.6,,,2500 or more  or no clouds.,,,2.8,13.8,20.0,12,,,,
03.03.2020 23:00,14.4,754.3,764.6,,93,Wind blowing from the north-east,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.4,23.6,,,,,,4.3,13.3,1.0,6,,,,
03.03.2020 20:00,16.6,752.8,763.0,,90,Wind blowing from the north-northeast,3,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,23.6,,,300-600,,,12.0,15.0,0.1,12,,,,
03.03.2020 17:00,17.5,751.3,761.6,,84,Wind blowing from the north,5,,11,100%., ,,,17.5,23.6,,,1500-2000,,,7.0,14.8,No precipitation,6,,,,
03.03.2020 14:00,22.6,751.8,762.0,-1.6,72,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.4,,,1500-2000,,,11.0,17.3,No precipitation,12,,,,
03.03.2020 11:00,22.1,753.4,763.6,,74,Wind blowing from the east,2,,7,100%., ,,,20.2,,,,1000-1500,,,9.0,17.3,No precipitation,6,,,,
03.03.2020 08:00,20.2,753.1,763.3,1.8,82,Wind blowing from the east-southeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,1500-2000,,,6.0,17.0,No precipitation,12,,,,
03.03.2020 05:00,20.3,751.3,761.5,,82,Wind blowing from the east,3,,8,,Mist. ,,,18.3,26.1,,,,,,6.0,17.1,No precipitation,6,,,,
03.03.2020 02:00,20.5,752.2,762.4,-1.0,80,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,26.1,,,2500 or more  or no clouds.,,,7.0,16.9,No precipitation,12,,,,
02.03.2020 23:00,21.3,753.2,763.4,,76,Wind blowing from the east-northeast,3,,8,, ,,,18.3,26.1,,,,,,8.0,16.9,No precipitation,6,,,,
