Local time in Nenjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 14:00,-6.0,743.0,766.7,,40,Wind blowing from the north,4,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-2.1,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
15.03.2020 11:00,-10.1,743.8,767.7,,42,Wind blowing from the north-northwest,5,,13,50%., ,,,-15.4,-2.1,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,6,,,,
15.03.2020 08:00,-14.1,743.2,767.1,2.1,45,Wind blowing from the north,5,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-2.1,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
15.03.2020 05:00,-14.9,741.1,764.8,,46,Wind blowing from the north,6,,15,, ,,,-19.1,-2.1,,,,,,30.0,-23.9,No precipitation,6,,,,
15.03.2020 02:00,-13.2,739.3,762.7,,44,Wind blowing from the north-northwest,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.1,,,2500 or more  or no clouds.,,,30.0,-22.9,0.2,12,,,,
14.03.2020 23:00,-11.3,737.8,761.3,,64,Wind blowing from the north,6,,,, ,,,-19.1,-2.1,,,,,,30.0,-16.9,No precipitation,6,,,,
14.03.2020 20:00,-9.5,736.0,759.7,3.2,63,Wind blowing from the north-northeast,6,,15,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.1,,,2500 or more  or no clouds.,,,30.0,-15.4,0.3,12,,,,
14.03.2020 17:00,-5.7,732.8,756.4,,68,Wind blowing from the north-northeast,9,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.1,,,,,,18.0,-10.7,0.2,6,,,,
14.03.2020 14:00,-2.5,730.6,754.0,-0.1,68,Wind blowing from the south-southeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.3,,,2500 or more  or no clouds.,,,30.0,-7.6,0.1,12,,,,
14.03.2020 11:00,-7.4,730.7,754.2,,81,Wind blowing from the south-west,1,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.3,,,,,,9.0,-10.1,0.1,6,,,,
14.03.2020 08:00,-14.0,731.2,755.0,,78,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,2500 or more  or no clouds.,,,5.0,-17.0,Trace of precipitation,12,,,,
14.03.2020 05:00,-19.0,731.8,755.5,,82,Calm  no wind,0,,,, ,,,-20.0,-6.3,,,,,,30.0,-21.3,No precipitation,6,,,,
14.03.2020 02:00,-17.4,733.3,757.0,,80,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.3,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
13.03.2020 23:00,-14.3,734.4,758.0,,83,Wind blowing from the west-southwest,1,,,, ,,,-20.0,-6.3,,,,,,23.0,-16.6,No precipitation,6,,,,
13.03.2020 20:00,-15.8,735.3,759.3,0.0,72,Wind blowing from the south-southwest,3,,13,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.3,,,,,,30.0,-19.7,Trace of precipitation,12,,,,
13.03.2020 17:00,-7.4,735.3,759.1,,62,Wind blowing from the south-southwest,5,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.3,,,2500 or more  or no clouds.,,,28.0,-13.6,No precipitation,6,,,,
13.03.2020 14:00,-7.3,736.3,760.0,,76,Wind blowing from the south-west,7,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.1,,,2500 or more  or no clouds.,,,13.0,-10.8,Trace of precipitation,12,,,,
13.03.2020 11:00,-9.1,738.3,762.0,,49,Wind blowing from the south-southwest,7,,11,70 – 80%., ,,,-20.0,-7.7,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,6,,,,
13.03.2020 08:00,-15.2,739.9,,-0.2,45,Wind blowing from the south-west,4,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.1,,,2500 or more  or no clouds.,,,17.0,-24.5,No precipitation,12,,,,
13.03.2020 05:00,-18.3,740.1,764.2,,45,Wind blowing from the west-southwest,3,,14,, ,,,-18.3,-7.1,,,,,,30.0,-27.3,No precipitation,6,,,,
13.03.2020 02:00,-15.9,740.3,764.2,0.8,42,Wind blowing from the west-southwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-7.1,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
12.03.2020 23:00,-12.1,739.5,763.2,,39,Wind blowing from the west-northwest,3,,,, ,,,-12.2,-5.5,,,,,,30.0,-23.2,No precipitation,6,,,,
12.03.2020 17:00,-9.7,734.8,758.2,,69,Wind blowing from the west-northwest,5,,15,100%., ,,,-10.7,-4.9,,,2500 or more  or no clouds.,,,24.0,-14.3,No precipitation,6,,,,
12.03.2020 14:00,-8.2,732.5,755.8,,47,Wind blowing from the north-west,7,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
12.03.2020 11:00,-9.2,731.7,754.9,,44,Wind blowing from the west-northwest,7,,15,, ,,,-10.7,-2.5,,,,,,30.0,-19.2,No precipitation,6,,,,
12.03.2020 08:00,-7.3,730.3,753.3,0.7,51,Wind blowing from the west,7,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.5,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
12.03.2020 05:00,-8.8,729.6,752.7,,70,Wind blowing from the west,4,,10,, ,,,,-2.5,,,,,,30.0,-13.3,No precipitation,6,,,,
12.03.2020 02:00,-9.5,729.8,752.8,-1.3,82,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.5,,,2500 or more  or no clouds.,,,27.0,-12.1,No precipitation,12,,,,
11.03.2020 23:00,-5.5,731.1,754.2,,74,Wind blowing from the south-southwest,3,,,, ,,,,-2.5,,,,,,30.0,-9.4,No precipitation,6,,,,
11.03.2020 20:00,-5.4,732.5,756.1,-0.7,67,Wind blowing from the south-southwest,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-2.5,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
11.03.2020 17:00,-5.3,733.2,756.8,,69,Wind blowing from the south,4,,7,90  or more  but not 100%, ,,,-22.7,-2.5,,,,,,30.0,-10.1,No precipitation,6,,,,
11.03.2020 14:00,-3.6,734.4,757.9,-1.6,56,Wind blowing from the south-southwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-3.0,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
11.03.2020 11:00,-7.3,736.0,759.7,,64,Wind blowing from the south-west,2,,3,no clouds, ,,,-22.7,-3.0,,,,,,20.0,-13.1,No precipitation,6,,,,
11.03.2020 08:00,-17.0,736.6,760.5,,81,Wind blowing from the south-west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-3.0,,,,,,3.6,-19.5,No precipitation,12,,,,
11.03.2020 05:00,-18.5,736.4,760.1,,82,Wind blowing from the west,2,,3,, ,,,-20.1,-3.0,,,,,,17.0,-20.8,No precipitation,6,,,,
11.03.2020 02:00,-16.2,737.0,760.6,-0.4,79,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-3.0,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
10.03.2020 23:00,-14.5,737.4,760.9,,86,Wind blowing from the south-southwest,0,,,, ,,,-16.9,-3.0,,,,,,14.0,-16.3,No precipitation,6,,,,
10.03.2020 20:00,-9.0,737.5,761.1,,68,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,2500 or more  or no clouds.,,,11.0,-13.8,No precipitation,12,,,,
10.03.2020 17:00,-5.0,737.1,760.6,,53,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-16.2,-3.0,,,,,,30.0,-13.1,No precipitation,6,,,,
10.03.2020 14:00,-3.3,737.5,761.1,,51,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
10.03.2020 11:00,-5.0,738.8,762.3,,54,Wind blowing from the south,1,,4,100%., ,,,-16.2,-3.0,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
10.03.2020 08:00,-10.7,739.6,763.3,-0.2,70,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,2500 or more  or no clouds.,,,17.0,-15.1,No precipitation,12,,,,
10.03.2020 05:00,-13.7,739.8,763.4,,76,Wind blowing from the south-east,2,,8,, ,,,-21.1,-3.0,,,,,,30.0,-17.0,No precipitation,6,,,,
10.03.2020 02:00,-14.9,741.1,764.7,,76,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-3.0,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
09.03.2020 20:00,-9.5,743.1,767.1,-0.1,60,Wind blowing from the south-southwest,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-3.0,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
09.03.2020 17:00,-5.3,743.2,767.0,,50,Wind blowing from the south-southwest,5,,8,no clouds, ,,,-21.1,-2.1,,,,,,30.0,-14.1,No precipitation,6,,,,
09.03.2020 14:00,-3.3,743.8,767.2,-1.5,40,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-0.8,,,,,,30.0,-15.0,No precipitation,12,,,,
09.03.2020 11:00,-5.8,745.3,769.2,,47,Wind blowing from the south-southwest,2,,8,no clouds, ,,,-21.1,-0.8,,,,,,30.0,-15.3,No precipitation,6,,,,
09.03.2020 08:00,-15.2,745.4,769.3,1.3,57,Wind blowing from the east-southeast,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-0.8,,,,,,4.6,-21.8,No precipitation,12,,,,
09.03.2020 05:00,-16.5,744.1,767.8,,66,Wind blowing from the south,1,,8,, ,,,-18.2,-0.8,,,,,,30.0,-21.4,No precipitation,6,,,,
09.03.2020 02:00,-7.5,742.6,765.8,,44,Wind blowing from the north,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.8,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
08.03.2020 23:00,-13.6,741.4,765.1,,69,Wind blowing from the west-southwest,1,,,, ,,,-14.1,-0.8,,,,,,19.0,-18.2,No precipitation,6,,,,
08.03.2020 20:00,-5.8,740.5,763.9,1.2,48,Wind blowing from the west,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.8,,,2500 or more  or no clouds.,,,8.0,-15.1,No precipitation,12,,,,
08.03.2020 17:00,-2.1,739.3,762.7,,43,Wind blowing from the north-west,4,,9,90  or more  but not 100%, ,,,-11.8,-0.8,,,,,,30.0,-13.0,No precipitation,6,,,,
08.03.2020 14:00,-1.1,738.3,761.4,-0.2,47,Wind blowing from the north-northwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-1.1,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
08.03.2020 11:00,-4.4,738.5,762.0,,62,Wind blowing from the north,3,,5,90  or more  but not 100%, ,,,-11.8,-3.4,,,,,,18.0,-10.6,No precipitation,6,,,,
08.03.2020 08:00,-7.9,737.7,761.1,,79,Wind blowing from the west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-3.4,,,2500 or more  or no clouds.,,,2.8,-10.9,No precipitation,12,,,,
08.03.2020 05:00,-10.3,736.7,760.1,,88,Calm  no wind,0,,,, ,,,-13.1,-3.4,,,,,,7.0,-12.0,No precipitation,6,,,,
08.03.2020 02:00,-7.6,736.9,760.1,-0.1,82,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.4,,,2500 or more  or no clouds.,,,10.0,-10.1,No precipitation,12,,,,
07.03.2020 23:00,-11.7,737.0,760.5,,83,Wind blowing from the south,2,,,, ,,,-16.1,-3.4,,,,,,11.0,-14.0,No precipitation,6,,,,
07.03.2020 20:00,-6.9,736.9,760.5,0.6,75,Wind blowing from the south-west,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.4,,,2500 or more  or no clouds.,,,12.0,-10.6,No precipitation,12,,,,
07.03.2020 17:00,-6.2,736.3,759.7,,75,Wind blowing from the south-east,2,,3,70 – 80%., ,,,-16.1,-3.4,,,2500 or more  or no clouds.,,,15.0,-9.9,No precipitation,6,,,,
07.03.2020 14:00,-3.6,736.7,760.1,-0.8,64,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.6,,,2500 or more  or no clouds.,,,18.0,-9.6,No precipitation,12,,,,
07.03.2020 11:00,-5.8,737.5,761.1,,67,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%, ,,,-16.1,-5.7,,,,,,12.0,-11.1,No precipitation,6,,,,
07.03.2020 08:00,-12.9,738.1,762.1,-0.3,82,Wind blowing from the south,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,,,,2500 or more  or no clouds.,,,5.0,-15.3,No precipitation,12,,,,
07.03.2020 05:00,-12.5,738.4,761.9,,85,Wind blowing from the south-west,1,,4,, ,,,-21.2,-5.7,,,,,,8.0,-14.5,No precipitation,6,,,,
07.03.2020 02:00,-13.4,738.8,762.4,,86,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-5.7,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,12,,,,
06.03.2020 23:00,-15.5,739.5,763.4,,86,Wind blowing from the east,1,,,,Fog or ice fog. ,,,-22.4,-5.7,,,,,,6.0,-17.3,No precipitation,6,,,,
06.03.2020 20:00,-13.4,740.2,764.4,0.0,86,Wind blowing from the east-southeast,1,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-5.7,,,2500 or more  or no clouds.,,,3.7,-15.2,No precipitation,12,,,,
06.03.2020 17:00,-6.6,740.2,764.2,,74,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,-22.4,-5.7,,,2500 or more  or no clouds.,,,14.0,-10.6,No precipitation,6,,,,
06.03.2020 14:00,-6.6,740.8,764.8,-1.1,68,Wind blowing from the north-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-4.6,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
06.03.2020 11:00,-11.0,741.9,766.0,,74,Wind blowing from the north-east,3,,4,20–30%., ,,,-22.4,-4.6,,,2500 or more  or no clouds.,,,15.0,-14.7,No precipitation,6,,,,
06.03.2020 08:00,-17.7,742.3,766.7,,83,Wind blowing from the north-northeast,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,,,,2500 or more  or no clouds.,,,9.0,-19.9,No precipitation,12,,,,
06.03.2020 05:00,-21.2,741.9,766.0,,84,Wind blowing from the north-east,1,,,, ,,,-25.1,-4.6,,,,,,9.0,-23.2,No precipitation,6,,,,
06.03.2020 02:00,-18.4,742.0,765.9,0.2,84,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-4.6,,,2500 or more  or no clouds.,,,13.0,-20.4,No precipitation,12,,,,
05.03.2020 23:00,-16.1,741.8,765.9,,86,Wind blowing from the south-southeast,1,,,, ,,,-25.1,-4.6,,,,,,18.0,-17.9,No precipitation,6,,,,
05.03.2020 20:00,-15.1,741.7,766.0,1.0,79,Wind blowing from the east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-4.6,,,2500 or more  or no clouds.,,,12.0,-17.9,No precipitation,12,,,,
05.03.2020 17:00,-7.4,740.7,764.8,,66,Wind blowing from the south,1,,5,70 – 80%., ,,,-25.1,-4.6,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,6,,,,
05.03.2020 14:00,-5.5,740.5,764.4,-1.2,65,Wind blowing from the east-northeast,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-5.2,,,2500 or more  or no clouds.,,,14.0,-11.2,No precipitation,12,,,,
05.03.2020 11:00,-10.9,741.7,765.8,,74,Wind blowing from the south-east,1,,3,40%., ,,,-25.1,-6.9,,,2500 or more  or no clouds.,,,8.0,-14.6,No precipitation,6,,,,
05.03.2020 08:00,-19.2,742.6,767.1,0.1,82,Wind blowing from the north,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-6.9,,,2500 or more  or no clouds.,,,7.0,-21.5,No precipitation,12,,,,
05.03.2020 05:00,-22.3,742.5,766.8,,78,Wind blowing from the east,1,,2,, ,,,-22.3,-6.9,,,,,,15.0,-25.1,No precipitation,6,,,,
05.03.2020 02:00,-18.3,743.2,767.2,,87,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-6.9,,,2500 or more  or no clouds.,,,1.9,-19.9,No precipitation,12,,,,
04.03.2020 23:00,-16.6,743.9,768.1,,88,Wind blowing from the south,1,,,, ,,,-20.9,-6.9,,,,,,18.0,-18.1,No precipitation,6,,,,
04.03.2020 20:00,-16.2,744.5,769.0,0.1,86,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.9,,,2500 or more  or no clouds.,,,7.0,-18.0,No precipitation,12,,,,
04.03.2020 17:00,-9.7,744.4,768.7,,75,Wind blowing from the south-east,2,,3,70 – 80%., ,,,-20.9,-6.8,,,2500 or more  or no clouds.,,,22.0,-13.3,No precipitation,6,,,,
04.03.2020 14:00,-8.4,745.3,769.5,-1.7,80,Wind blowing from the south-southeast,2,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-3.7,,,2500 or more  or no clouds.,,,11.0,-11.2,No precipitation,12,,,,
04.03.2020 11:00,-13.0,747.0,771.4,,87,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-3.7,,,,,,8.0,-14.8,No precipitation,6,,,,
04.03.2020 08:00,-18.8,747.4,772.1,0.1,82,Wind blowing from the south,1,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,,,,2500 or more  or no clouds.,,,1.2,-21.1,No precipitation,12,,,,
04.03.2020 05:00,-19.8,747.3,771.5,,82,Wind blowing from the south-west,1,,2,,Fog or ice fog. ,,,-20.9,-3.7,,,,,,1.3,-22.1,No precipitation,6,,,,
04.03.2020 02:00,-18.9,747.4,771.5,-0.4,85,Wind blowing from the east-northeast,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-3.7,,,2500 or more  or no clouds.,,,0.3,-20.8,No precipitation,12,,,,
03.03.2020 23:00,-16.8,747.8,772.0,,86,Wind blowing from the east-northeast,1,,,, ,,,-17.8,-3.7,,,,,,11.0,-18.6,No precipitation,6,,,,
03.03.2020 20:00,-17.0,748.0,772.6,,83,Wind blowing from the east,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.7,,,2500 or more  or no clouds.,,,4.1,-19.2,No precipitation,12,,,,
03.03.2020 17:00,-7.0,748.0,772.1,,69,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-17.7,-3.7,,,2500 or more  or no clouds.,,,12.0,-11.7,No precipitation,6,,,,
03.03.2020 14:00,-4.7,748.6,772.6,-0.9,67,Wind blowing from the south-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-4.4,,,1000-1500,,,14.0,-9.9,No precipitation,12,,,,
03.03.2020 11:00,-7.7,749.5,773.7,,68,Wind blowing from the east-southeast,1,,2,40%., ,,,-17.7,-4.7,,,2500 or more  or no clouds.,,,10.0,-12.6,No precipitation,6,,,,
03.03.2020 08:00,-16.0,749.7,774.0,0.6,84,Wind blowing from the south-west,0,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.7,,,2500 or more  or no clouds.,,,5.0,-18.1,No precipitation,12,,,,
03.03.2020 05:00,-17.3,749.1,773.2,,82,Wind blowing from the east-northeast,1,,2,, ,,,-21.3,-4.7,,,,,,15.0,-19.6,No precipitation,6,,,,
03.03.2020 02:00,-15.8,749.1,773.2,0.5,83,Wind blowing from the south-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-4.7,,,2500 or more  or no clouds.,,,16.0,-18.0,No precipitation,12,,,,
02.03.2020 23:00,-15.8,748.6,772.9,,81,Wind blowing from the east,1,,,, ,,,-23.1,-4.7,,,,,,9.0,-18.3,No precipitation,6,,,,
02.03.2020 20:00,-10.8,748.3,772.7,1.1,80,Wind blowing from the east,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-4.7,,,,,,8.0,-13.6,No precipitation,12,,,,
02.03.2020 17:00,-6.9,747.2,771.5,,71,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,-23.1,-4.7,,,,,,7.0,-11.4,No precipitation,6,,,,
02.03.2020 14:00,-6.0,746.9,771.1,,65,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-4.9,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
02.03.2020 11:00,-10.4,747.5,771.8,,72,Wind blowing from the north-east,2,,,70 – 80%., ,,,-23.1,-4.9,,,2500 or more  or no clouds.,,,15.0,-14.5,No precipitation,6,,,,
02.03.2020 08:00,-20.0,747.2,771.8,0.6,83,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,,,,2500 or more  or no clouds.,,,4.9,-22.1,No precipitation,12,,,,
02.03.2020 05:00,-21.4,746.6,770.8,,81,Wind blowing from the south-east,1,,2,, ,,,-23.1,-4.9,,,,,,12.0,-23.8,No precipitation,6,,,,
