Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 02:00,11.8,755.2,765.6,,68,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,23.6,,,2500 or more  or no clouds.,,,28.0,6.1,No precipitation,12,,,,
15.03.2020 23:00,15.1,756.1,766.4,,45,Wind blowing from the east-northeast,1,,7,, ,,,6.9,23.6,,,,,,21.0,3.3,No precipitation,6,,,,
15.03.2020 20:00,18.2,754.5,764.9,1.8,28,Wind blowing from the east-northeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,23.6,,,2500 or more  or no clouds.,,,21.0,-0.6,No precipitation,12,,,,
15.03.2020 17:00,21.8,752.7,763.0,,16,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-5.1,,,,,,
15.03.2020 14:00,22.0,753.7,764.1,,13,Wind blowing from the north-northwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,22.3,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
15.03.2020 11:00,19.9,756.0,766.4,,25,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,24.0,-0.7,,,,,,
15.03.2020 08:00,8.8,756.1,766.6,0.9,73,Wind blowing from the north-northwest,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,20.3,,,2500 or more  or no clouds.,,,19.0,4.2,No precipitation,12,,,,
15.03.2020 05:00,7.2,755.2,765.7,,83,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,18.0,4.5,,,,,,
15.03.2020 02:00,8.1,755.8,766.2,,71,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.3,,,2500 or more  or no clouds.,,,24.0,3.2,No precipitation,12,,,,
14.03.2020 23:00,10.5,756.3,766.8,,53,Wind blowing from the west-northwest,1,,10,, ,,,4.1,20.3,,,,,,23.0,1.3,No precipitation,6,,,,
14.03.2020 20:00,14.7,755.5,766.0,0.8,32,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,20.3,,,,,,22.0,-1.8,No precipitation,12,,,,
14.03.2020 17:00,19.6,754.7,765.2,,16,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,29.0,-6.9,,,,,,
14.03.2020 14:00,19.5,756.4,766.9,-2.5,23,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,19.6,,,,,,24.0,-2.2,No precipitation,12,,,,
14.03.2020 11:00,15.7,758.9,769.5,,40,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.7,,,,,,14.0,2.2,No precipitation,6,,,,
14.03.2020 08:00,4.8,759.5,770.2,,99,Wind blowing from the west,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.1,,,2500 or more  or no clouds.,,,0.1,4.7,No precipitation,12,,,,
14.03.2020 05:00,5.4,759.1,769.8,,95,Wind blowing from the south-west,1,,4,,Mist. ,,,5.2,11.1,,,,,,3.7,4.7,No precipitation,6,,,,
14.03.2020 02:00,5.7,760.3,771.1,,94,Wind blowing from the west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,11.9,,,2500 or more  or no clouds.,,,4.2,4.8,No precipitation,12,,,,
13.03.2020 23:00,7.0,761.0,771.7,,88,Wind blowing from the west,1,,9,,Mist. ,,,7.0,14.0,,,,,,5.0,5.2,No precipitation,6,,,,
13.03.2020 20:00,9.0,760.6,771.3,0.6,77,Wind blowing from the east-northeast,1,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,2500 or more  or no clouds.,,,7.0,5.2,No precipitation,12,,,,
13.03.2020 17:00,9.4,760.0,770.6,,66,Calm  no wind,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,3.2,,,,,,
13.03.2020 14:00,9.4,760.3,771.0,,63,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,2500 or more  or no clouds.,,,11.0,2.7,No precipitation,12,,,,
13.03.2020 11:00,9.2,760.7,771.3,,50,Calm  no wind,0,,,100%., ,,,9.1,19.2,,,2500 or more  or no clouds.,,,20.0,-0.7,No precipitation,6,,,,
13.03.2020 08:00,9.9,758.6,769.1,2.7,61,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.2,,,2500 or more  or no clouds.,,,9.0,2.7,No precipitation,12,,,,
13.03.2020 05:00,11.1,755.9,766.3,,72,Wind blowing from the north,3,,7,,Mist. ,,,11.1,19.2,,,,,,5.0,6.2,No precipitation,6,,,,
13.03.2020 02:00,11.4,755.3,765.7,1.2,84,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.2,,,2500 or more  or no clouds.,,,9.0,8.8,No precipitation,12,,,,
12.03.2020 23:00,14.0,754.1,764.5,,69,Wind blowing from the south,1,,6,, ,,,11.2,19.2,,,,,,12.0,8.4,No precipitation,6,,,,
12.03.2020 20:00,15.6,751.9,762.4,,56,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.2,,,,,,18.0,6.9,No precipitation,12,,,,
12.03.2020 17:00,18.3,749.5,759.9,,48,Wind blowing from the east,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,16.0,7.1,,,,,,
12.03.2020 14:00,18.0,750.1,760.4,,49,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.3,,,2500 or more  or no clouds.,,,15.0,7.1,No precipitation,12,,,,
12.03.2020 11:00,15.3,751.8,762.1,,58,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,11.2,21.3,,,2500 or more  or no clouds.,,,11.0,7.1,No precipitation,6,,,,
12.03.2020 08:00,12.1,751.6,762.0,0.8,68,Wind blowing from the east-southeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.3,,,2500 or more  or no clouds.,,,12.0,6.4,No precipitation,12,,,,
12.03.2020 05:00,11.9,750.8,761.2,,67,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,15.0,5.8,,,,,,
12.03.2020 02:00,13.1,751.8,762.1,-1.0,60,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,21.3,,,2500 or more  or no clouds.,,,19.0,5.5,No precipitation,12,,,,
11.03.2020 23:00,15.1,752.8,763.1,,49,Wind blowing from the south-west,3,,,, ,,,9.1,21.3,,,,,,20.0,4.5,No precipitation,6,,,,
11.03.2020 20:00,15.9,751.9,762.3,0.9,43,Wind blowing from the south-east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,21.3,,,2500 or more  or no clouds.,,,20.0,3.3,No precipitation,12,,,,
11.03.2020 17:00,19.3,751.0,761.4,,34,Wind blowing from the south-west,4,,,, ,,,,,,,,,,22.0,3.1,,,,,,
11.03.2020 14:00,20.3,752.2,762.5,-2.8,30,Wind blowing from the south-southwest,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.3,,,2500 or more  or no clouds.,,,23.0,2.2,No precipitation,12,,,,
11.03.2020 11:00,16.8,755.0,765.4,,42,Wind blowing from the south,2,,8,70 – 80%., ,,,9.1,18.2,,,2500 or more  or no clouds.,,,18.0,3.8,No precipitation,6,,,,
11.03.2020 08:00,11.2,754.7,765.2,,65,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.2,,,2500 or more  or no clouds.,,,15.0,4.7,No precipitation,12,,,,
11.03.2020 05:00,9.7,754.1,764.5,,69,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,15.0,4.3,,,,,,
11.03.2020 02:00,10.0,755.0,765.5,-0.7,63,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.2,,,2500 or more  or no clouds.,,,18.0,3.3,No precipitation,12,,,,
10.03.2020 23:00,10.4,755.7,766.2,,63,Wind blowing from the west-southwest,1,,7,, ,,,6.1,18.2,,,,,,18.0,3.7,No precipitation,6,,,,
10.03.2020 20:00,13.5,754.6,765.1,,41,Wind blowing from the east-northeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.2,,,2500 or more  or no clouds.,,,20.0,0.5,No precipitation,12,,,,
10.03.2020 17:00,17.3,754.2,764.7,,19,Wind blowing from the west-southwest,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,23.0,-6.5,,,,,,
10.03.2020 14:00,16.0,755.8,766.3,,29,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,16.3,,,,,,19.0,-2.0,No precipitation,12,,,,
10.03.2020 11:00,14.0,757.8,768.4,,50,Wind blowing from the north-northeast,2,,5,60%., ,,,6.1,14.0,,,2500 or more  or no clouds.,,,11.0,3.8,No precipitation,6,,,,
10.03.2020 08:00,7.3,756.9,767.5,1.5,96,Wind blowing from the west-northwest,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.2,,,2500 or more  or no clouds.,,,4.7,6.7,No precipitation,12,,,,
10.03.2020 05:00,7.5,755.4,766.0,,91,Wind blowing from the west-northwest,3,,6,,Mist. ,,,6.9,11.2,,,,,,5.0,6.1,No precipitation,6,,,,
10.03.2020 02:00,7.5,755.8,766.5,,93,Wind blowing from the west-northwest,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.3,,,2500 or more  or no clouds.,,,6.0,6.4,2.0,12,,,,
09.03.2020 20:00,9.2,754.9,765.4,1.8,96,Wind blowing from the west,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,300-600,,,3.8,8.6,3.0,12,,,,
09.03.2020 17:00,9.3,753.1,763.6,,96,Wind blowing from the west-northwest,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.3,,,,300-600,,,3.2,8.7,2.0,6,,,,
09.03.2020 14:00,10.2,751.5,762.0,-0.3,95,Wind blowing from the north-west,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,300-600,,,5.0,9.4,2.0,12,,,,
09.03.2020 11:00,10.7,751.8,762.3,,93,Wind blowing from the north-northwest,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.5,,,,300-600,,,3.7,9.6,0.8,6,,,,
09.03.2020 08:00,10.8,750.4,760.9,1.9,98,Wind blowing from the north-west,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.0,,,300-600,,,2.2,10.5,17.0,12,,,,
09.03.2020 05:00,10.7,748.5,758.8,,98,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.7,18.0,,,,,,2.1,10.4,10.0,6,,,,
09.03.2020 02:00,11.3,748.8,759.1,,98,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,18.0,,,2500 or more  or no clouds.,,,1.8,11.0,17.0,12,,,,
08.03.2020 23:00,12.4,748.4,758.8,,99,Calm  no wind,0,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,9.3,18.0,,,,,,1.4,12.2,8.0,6,,,,
08.03.2020 20:00,14.3,746.7,757.0,1.2,81,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,18.0,,,2500 or more  or no clouds.,,,3.8,11.1,Trace of precipitation,12,,,,
08.03.2020 17:00,16.0,745.5,755.8,,71,Wind blowing from the east,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,18.3,,,2500 or more  or no clouds.,,,6.0,10.8,No precipitation,6,,,,
08.03.2020 14:00,17.4,745.8,756.1,-2.6,67,Wind blowing from the east-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,19.7,,,2500 or more  or no clouds.,,,9.0,11.2,Trace of precipitation,12,,,,
08.03.2020 11:00,15.4,748.4,758.8,,77,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,19.7,,,2500 or more  or no clouds.,,,4.5,11.4,No precipitation,6,,,,
08.03.2020 08:00,10.0,748.7,759.1,,98,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.7,,,2500 or more  or no clouds.,,,1.6,9.7,No precipitation,12,,,,
08.03.2020 05:00,9.9,748.1,758.5,,97,Wind blowing from the west,1,,5,,Mist. ,,,8.0,19.7,,,,,,1.6,9.4,No precipitation,6,,,,
08.03.2020 02:00,9.8,749.4,759.7,-1.6,96,Wind blowing from the west-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.7,,,2500 or more  or no clouds.,,,1.9,9.2,No precipitation,12,,,,
07.03.2020 23:00,11.5,751.0,761.4,,90,Wind blowing from the west-northwest,1,,7,,Mist. ,,,8.0,19.7,,,,,,2.8,9.9,No precipitation,6,,,,
07.03.2020 20:00,15.0,750.3,760.7,0.7,73,Wind blowing from the north-east,2,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.7,,,2500 or more  or no clouds.,,,4.4,10.2,No precipitation,12,,,,
07.03.2020 17:00,18.3,749.6,760.0,,50,Wind blowing from the north-east,4,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.7,,,2500 or more  or no clouds.,,,7.0,7.7,No precipitation,6,,,,
07.03.2020 14:00,19.4,750.7,761.0,-1.8,41,Wind blowing from the north-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.4,,,2500 or more  or no clouds.,,,7.0,5.8,No precipitation,12,,,,
07.03.2020 11:00,15.7,752.5,762.9,,63,Wind blowing from the north-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.0,,,2500 or more  or no clouds.,,,9.0,8.7,No precipitation,6,,,,
07.03.2020 08:00,8.4,752.4,762.9,1.7,98,Wind blowing from the north-west,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.5,,,2500 or more  or no clouds.,,,3.1,8.1,No precipitation,12,,,,
07.03.2020 05:00,9.1,750.7,761.1,,98,Wind blowing from the south-southeast,1,,4,,Mist. ,,,9.0,15.5,,,,,,4.4,8.8,No precipitation,6,,,,
07.03.2020 02:00,9.7,750.9,761.3,,93,Wind blowing from the south-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.5,,,2500 or more  or no clouds.,,,4.9,8.6,No precipitation,12,,,,
06.03.2020 23:00,11.1,751.3,761.7,,86,Wind blowing from the east-southeast,1,,,,Mist. ,,,8.6,15.5,,,,,,6.0,8.8,No precipitation,6,,,,
06.03.2020 20:00,12.5,750.4,760.9,0.9,77,Wind blowing from the south-west,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.5,,,2500 or more  or no clouds.,,,8.0,8.6,No precipitation,12,,,,
06.03.2020 17:00,14.2,749.5,759.9,,67,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,8.2,,,,,,
06.03.2020 14:00,14.6,749.8,760.3,-2.0,62,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,17.2,,,2500 or more  or no clouds.,,,10.0,7.4,No precipitation,12,,,,
06.03.2020 11:00,12.6,751.8,762.3,,65,Wind blowing from the south-southeast,2,,4,100%., ,,,8.6,17.2,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,6,,,,
06.03.2020 08:00,10.4,751.8,762.3,,70,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,17.2,,,2500 or more  or no clouds.,,,8.0,5.2,No precipitation,12,,,,
06.03.2020 05:00,9.4,751.6,762.1,,68,Calm  no wind,0,,,, ,,,,,,,,,,9.0,3.8,,,,,,
06.03.2020 02:00,8.9,752.9,763.3,-1.1,72,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,17.2,,,2500 or more  or no clouds.,,,7.0,4.1,No precipitation,12,,,,
05.03.2020 23:00,10.9,754.0,764.5,,60,Wind blowing from the east-northeast,1,,6,, ,,,3.4,17.2,,,,,,9.0,3.4,No precipitation,6,,,,
05.03.2020 20:00,13.0,754.0,764.6,0.3,59,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,17.2,,,,,,8.0,5.2,No precipitation,12,,,,
05.03.2020 17:00,16.2,753.7,764.2,,40,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,11.0,2.6,,,,,,
05.03.2020 14:00,16.1,755.8,766.3,-3.1,38,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,16.4,,,600-1000,,,10.0,1.8,No precipitation,12,,,,
05.03.2020 11:00,11.4,758.9,769.6,,57,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,14.7,,,,,,7.0,3.2,No precipitation,6,,,,
05.03.2020 08:00,4.0,759.5,770.2,0.3,92,Wind blowing from the west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.7,,,,,,4.0,2.8,No precipitation,12,,,,
05.03.2020 05:00,4.3,759.2,769.9,,89,Wind blowing from the north-west,1,,6,,Mist. ,,,2.3,14.7,,,,,,4.8,2.6,No precipitation,6,,,,
05.03.2020 02:00,6.5,760.0,770.7,,76,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,14.7,,,2500 or more  or no clouds.,,,6.0,2.6,No precipitation,12,,,,
04.03.2020 23:00,8.9,760.6,771.3,,61,Wind blowing from the east-northeast,1,,6,, ,,,2.3,14.7,,,,,,8.0,1.6,No precipitation,6,,,,
04.03.2020 20:00,10.7,759.8,770.6,1.0,48,Wind blowing from the east-northeast,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,14.7,,,2500 or more  or no clouds.,,,15.0,0.1,No precipitation,12,,,,
04.03.2020 17:00,13.7,758.8,769.4,,29,Wind blowing from the north-east,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,22.0,-4.0,,,,,,
04.03.2020 14:00,13.7,759.5,770.2,-1.9,27,Wind blowing from the east-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,14.0,,,2500 or more  or no clouds.,,,25.0,-5.0,No precipitation,12,,,,
04.03.2020 11:00,11.6,761.4,772.0,,43,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,11.8,,,2500 or more  or no clouds.,,,14.0,-0.5,No precipitation,6,,,,
04.03.2020 08:00,2.6,761.4,772.2,1.7,98,Wind blowing from the west,1,,2,70 – 80%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,11.8,,,2500 or more  or no clouds.,,,0.3,2.3,No precipitation,12,,,,
04.03.2020 05:00,4.3,759.7,770.4,,96,Wind blowing from the west-northwest,1,,5,,Mist. ,,,2.8,11.8,,,,,,4.7,3.7,No precipitation,6,,,,
04.03.2020 02:00,6.8,759.5,770.2,-0.3,91,Wind blowing from the south-southwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.8,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,12,,,,
03.03.2020 23:00,8.1,759.8,770.5,,82,Wind blowing from the north-west,1,,5,, ,,,2.8,11.8,,,,,,8.0,5.2,No precipitation,6,,,,
03.03.2020 20:00,9.8,759.1,769.9,,69,Wind blowing from the east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.8,,,2500 or more  or no clouds.,,,6.0,4.4,No precipitation,12,,,,
03.03.2020 17:00,11.3,757.7,768.4,,59,Wind blowing from the north-east,2,,5,100%., ,,,2.8,11.8,,,2500 or more  or no clouds.,,,12.0,3.6,No precipitation,6,,,,
03.03.2020 14:00,11.6,757.6,768.4,-2.0,52,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.8,,,2500 or more  or no clouds.,,,17.0,2.1,No precipitation,12,,,,
03.03.2020 11:00,7.9,759.6,770.4,,62,Wind blowing from the south-west,1,,3,100%., ,,,2.8,8.4,,,2500 or more  or no clouds.,,,21.0,1.1,No precipitation,6,,,,
03.03.2020 08:00,3.4,758.7,769.5,0.9,89,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,8.4,,,2500 or more  or no clouds.,,,17.0,1.8,No precipitation,12,,,,
03.03.2020 05:00,3.0,757.8,768.6,,95,Wind blowing from the west,1,,,, ,,,,,,,,,,12.0,2.3,,,,,,
03.03.2020 02:00,4.1,758.6,769.4,-0.6,90,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.4,,,2500 or more  or no clouds.,,,15.0,2.6,No precipitation,12,,,,
02.03.2020 23:00,3.9,759.2,770.0,,89,Wind blowing from the west-northwest,1,,7,, ,,,3.9,9.0,,,,,,14.0,2.3,No precipitation,6,,,,
02.03.2020 20:00,5.9,759.0,769.8,0.9,73,Wind blowing from the north,1,,7,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.8,,,2500 or more  or no clouds.,,,20.0,1.4,Trace of precipitation,12,,,,
02.03.2020 17:00,7.3,758.1,768.8,,70,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,21.0,2.2,No precipitation,6,,,,
02.03.2020 14:00,7.6,758.8,769.6,,63,Wind blowing from the east-northeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,12.0,1.0,No precipitation,12,,,,
02.03.2020 11:00,8.0,760.1,770.8,,75,Wind blowing from the north-east,4,,6,100%., ,,,5.9,11.7,,,1000-1500,,,8.0,3.8,No precipitation,6,,,,
