Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 14:00,22.9,741.0,763.9,-2.2,38,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,23.2,,,1000-1500,,,22.0,7.8,No precipitation,12,,,,
16.03.2020 11:00,21.1,743.2,766.3,,48,Wind blowing from the east-northeast,2,,,60%., ,,,9.8,22.7,,,1000-1500,,,9.0,9.7,No precipitation,6,,,,
16.03.2020 08:00,11.7,744.1,767.4,,87,Wind blowing from the south-southwest,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,300-600,,,11.0,9.6,No precipitation,12,,,,
16.03.2020 05:00,10.4,742.7,765.7,,88,Calm  no wind,0,,,, ,,,6.9,22.7,,,,,,12.0,8.5,No precipitation,6,,,,
16.03.2020 02:00,10.3,742.6,765.6,,87,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,22.7,,,2500 or more  or no clouds.,,,13.0,8.2,No precipitation,12,,,,
15.03.2020 23:00,10.3,743.0,766.3,,85,Wind blowing from the east,1,,6,, ,,,6.9,22.7,,,,,,15.0,7.9,No precipitation,6,,,,
15.03.2020 20:00,14.7,741.5,764.9,1.0,58,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,22.7,,,,,,19.0,6.5,No precipitation,12,,,,
15.03.2020 17:00,22.5,740.5,763.5,,24,Wind blowing from the west-northwest,2,,6,no clouds, ,,,6.9,22.7,,,,,,22.0,0.9,No precipitation,6,,,,
15.03.2020 14:00,21.3,741.5,764.6,,36,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,21.3,,,,,,17.0,5.6,No precipitation,12,,,,
15.03.2020 11:00,14.9,744.9,768.2,,49,Wind blowing from the west,2,,3,no clouds, ,,,6.9,19.5,,,,,,12.0,4.3,No precipitation,6,,,,
15.03.2020 08:00,7.3,745.3,768.7,1.2,98,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.5,,,2500 or more  or no clouds.,,,4.8,7.0,No precipitation,12,,,,
15.03.2020 05:00,7.1,744.1,767.4,,98,Wind blowing from the south-southeast,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,7.1,19.5,,,,,,0.4,6.8,No precipitation,6,,,,
15.03.2020 02:00,8.2,743.9,767.2,,97,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,19.5,,,2500 or more  or no clouds.,,,5.0,7.8,No precipitation,12,,,,
14.03.2020 23:00,10.8,743.8,767.2,,94,Wind blowing from the south,1,,7,, ,,,10.5,19.5,,,,,,8.0,9.9,No precipitation,6,,,,
14.03.2020 20:00,15.0,742.6,765.8,1.5,69,Wind blowing from the north-northwest,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,19.5,,,1000-1500,,,13.0,9.4,Trace of precipitation,12,,,,
14.03.2020 17:00,18.8,741.1,764.1,,60,Wind blowing from the west,2,,7,20–30%., ,,,13.7,19.5,,,1000-1500,,,18.0,10.9,No precipitation,6,,,,
14.03.2020 14:00,17.3,741.8,764.8,-2.3,64,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.4,,,2500 or more  or no clouds.,,,17.0,10.4,0.2,12,,,,
14.03.2020 11:00,15.2,744.1,767.2,,83,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,16.8,,,1000-1500,,,19.0,12.3,0.1,6,,,,
14.03.2020 08:00,13.7,743.5,766.7,1.5,97,Wind blowing from the north-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.8,,,300-600,,,2.8,13.2,0.6,12,,,,
14.03.2020 05:00,14.1,742.0,765.1,,97,Wind blowing from the north-northeast,2,,4,,Mist. ,,,12.9,16.8,,,,,,1.9,13.6,0.1,6,,,,
14.03.2020 02:00,14.9,742.3,765.4,,98,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,16.8,,,2500 or more  or no clouds.,,,5.0,14.6,3.0,12,,,,
13.03.2020 23:00,15.3,742.3,765.3,,98,Wind blowing from the north-northeast,1,,4,,Mist. ,,,,16.8,,,,,,1.5,15.0,2.0,6,,,,
13.03.2020 20:00,15.4,741.4,764.5,1.5,98,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,16.8,,,200-300,,,0.9,15.1,3.0,12,,,,
13.03.2020 17:00,15.9,739.9,763.0,,94,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,16.8,,,600-1000,,,3.0,14.9,2.0,6,,,,
13.03.2020 14:00,16.4,740.1,763.1,,89,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,16.7,,,600-1000,,,8.0,14.6,11.0,12,,,,
13.03.2020 11:00,16.4,741.8,764.9,,89,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,16.4,,,600-1000,,,5.0,14.6,0.1,6,,,,
13.03.2020 08:00,13.6,741.4,764.6,0.9,99,Wind blowing from the north,1,,4,90  or more  but not 100%,Mist. ,Rain.,Fog or ice fog or thick haze.,12.1,13.6,,,2500 or more  or no clouds.,,,1.0,13.4,19.0,12,,,,
13.03.2020 05:00,12.9,740.5,763.8,,99,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.8,13.0,,,,,,0.4,12.7,17.0,6,,,,
13.03.2020 02:00,12.8,740.3,763.6,-0.3,98,Wind blowing from the west-northwest,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,13.0,,,2500 or more  or no clouds.,,,0.6,12.5,35.0,12,,,,
12.03.2020 23:00,12.7,740.6,763.9,,98,Wind blowing from the north-northeast,1,,8,,Rain (not freezing) not falling as shower(s). ,,,,13.0,,,,,,3.5,12.4,12.0,6,,,,
12.03.2020 20:00,12.5,739.6,762.8,,98,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.8,,,,300-600,,,1.4,12.2,39.0,12,,,,
12.03.2020 17:00,12.5,738.8,762.0,,98,Wind blowing from the south-west,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,11.8,,,,300-600,,,3.7,12.2,23.0,6,,,,
12.03.2020 14:00,12.5,739.5,762.7,,97,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,300-600,,,4.6,12.0,22.0,12,,,,
12.03.2020 11:00,12.5,741.7,765.0,,98,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,2.9,12.2,10.0,6,,,,
12.03.2020 08:00,12.1,741.7,764.9,0.6,98,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,1.7,11.8,16.0,12,,,,
12.03.2020 05:00,12.2,741.1,764.2,,98,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,17.1,,,,,,2.9,11.9,8.0,6,,,,
12.03.2020 02:00,12.5,740.3,763.4,-1.5,98,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,17.1,,,2500 or more  or no clouds.,,,0.9,12.2,6.0,12,,,,
11.03.2020 23:00,12.8,741.8,765.2,,97,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,7.0,17.1,,,,,,0.8,12.3,4.0,6,,,,
11.03.2020 20:00,13.5,741.3,764.7,0.5,91,Wind blowing from the east,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,17.1,,,1000-1500,,,6.0,12.1,Trace of precipitation,12,,,,
11.03.2020 17:00,16.7,740.8,764.1,,59,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%, ,,,7.0,17.1,,,,,,14.0,8.7,No precipitation,6,,,,
11.03.2020 14:00,16.0,741.6,764.9,-2.2,58,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.2,,,2500 or more  or no clouds.,,,8.0,7.7,Trace of precipitation,12,,,,
11.03.2020 11:00,9.7,743.8,767.4,,95,Wind blowing from the north-northeast,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,,,,2.4,8.9,No precipitation,6,,,,
11.03.2020 08:00,8.3,744.6,768.1,,98,Wind blowing from the south-southeast,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.0,,,300-600,,,2.7,8.0,No precipitation,12,,,,
11.03.2020 05:00,7.2,743.2,766.6,,97,Wind blowing from the south-east,0,,5,,Mist. ,,,7.0,16.0,,,,,,2.3,6.8,No precipitation,6,,,,
11.03.2020 02:00,8.5,743.3,766.7,-0.1,94,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,16.0,,,2500 or more  or no clouds.,,,7.0,7.6,No precipitation,12,,,,
10.03.2020 23:00,9.9,743.4,766.7,,91,Wind blowing from the east-northeast,2,,7,, ,,,9.9,17.3,,,,,,9.0,8.5,No precipitation,6,,,,
10.03.2020 20:00,13.6,742.7,766.0,,66,Wind blowing from the north-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,18.4,,,1000-1500,,,14.0,7.4,No precipitation,12,,,,
10.03.2020 17:00,15.1,741.4,764.5,,61,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%, ,,,12.9,19.0,,,1000-1500,,,18.0,7.6,No precipitation,6,,,,
10.03.2020 14:00,15.6,741.1,764.2,,62,Wind blowing from the north-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,1000-1500,,,17.0,8.4,0.3,12,,,,
10.03.2020 11:00,15.0,741.8,764.8,,67,Wind blowing from the west-northwest,2,,8,100%., ,,,12.9,,,,1000-1500,,,19.0,8.9,0.1,6,,,,
10.03.2020 08:00,13.3,740.5,763.5,1.7,89,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,27.0,,,2500 or more  or no clouds.,,,11.0,11.5,4.0,12,,,,
10.03.2020 05:00,13.0,738.8,761.7,,93,Wind blowing from the north-east,3,,7,,Rain (not freezing) not falling as shower(s). ,,,13.0,27.0,,,,,,12.0,11.9,3.0,6,,,,
10.03.2020 02:00,14.7,738.0,760.5,,96,Wind blowing from the north-east,4,,19,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,27.0,,,2500 or more  or no clouds.,,,4.1,14.1,20.0,12,,,,
09.03.2020 20:00,18.4,734.8,757.3,1.8,97,Wind blowing from the north-northeast,1,,19,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,27.0,,,300-600,,,6.0,17.9,16.0,12,,,,
09.03.2020 17:00,18.9,733.0,755.4,,97,Wind blowing from the east,1,,19,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.0,,,300-600,,,2.9,18.4,13.0,6,,,,
09.03.2020 14:00,26.5,730.6,752.8,-2.4,56,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.0,,,2500 or more  or no clouds.,,,21.0,17.0,No precipitation,12,,,,
09.03.2020 11:00,26.0,733.0,755.1,,57,Wind blowing from the south,3,,12,, ,,,19.7,26.1,,,,,,23.0,16.8,No precipitation,6,,,,
09.03.2020 08:00,21.5,733.2,755.5,0.9,73,Wind blowing from the south-southwest,4,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,1000-1500,,,19.0,16.5,No precipitation,12,,,,
09.03.2020 05:00,20.1,732.3,754.6,,76,Wind blowing from the south,3,,12,, ,,,16.6,25.2,,,,,,19.0,15.7,No precipitation,6,,,,
09.03.2020 02:00,20.0,733.2,755.5,,75,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.2,,,2500 or more  or no clouds.,,,22.0,15.4,No precipitation,12,,,,
08.03.2020 23:00,20.7,734.1,756.4,,72,Wind blowing from the south,5,,12,, ,,,16.6,25.2,,,,,,26.0,15.5,No precipitation,6,,,,
08.03.2020 20:00,21.0,734.1,756.6,0.8,72,Wind blowing from the south,5,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.2,,,2500 or more  or no clouds.,,,22.0,15.8,Trace of precipitation,12,,,,
08.03.2020 17:00,22.6,733.3,755.7,,68,Wind blowing from the south,5,,12,90  or more  but not 100%, ,,,16.6,25.2,,,,,,17.0,16.4,No precipitation,6,,,,
08.03.2020 14:00,24.1,733.9,756.2,-2.9,64,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.1,,,2500 or more  or no clouds.,,,18.0,16.9,Trace of precipitation,12,,,,
08.03.2020 11:00,21.5,736.8,759.4,,86,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,16.6,21.5,,,,,,8.0,19.1,No precipitation,6,,,,
08.03.2020 08:00,17.2,736.5,759.2,,98,Wind blowing from the east,1,,3,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,16.0,,,,300-600,,,0.6,16.9,1.0,12,,,,
08.03.2020 05:00,16.7,735.9,758.5,,98,Wind blowing from the east,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,16.0,21.3,,,,,,0.2,16.4,No precipitation,6,,,,
08.03.2020 02:00,17.3,736.7,759.4,-0.8,98,Wind blowing from the east-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,21.3,,,2500 or more  or no clouds.,,,1.0,17.0,17.0,12,,,,
07.03.2020 23:00,18.2,737.5,760.3,,98,Wind blowing from the east-northeast,1,,3,,Rain (not freezing) not falling as shower(s). ,,,16.0,21.3,,,,,,0.7,17.9,4.0,6,,,,
07.03.2020 20:00,18.3,736.9,759.7,0.4,98,Wind blowing from the east,1,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,16.0,21.3,,,1000-1500,,,0.3,18.0,17.0,12,,,,
07.03.2020 17:00,19.1,736.5,759.2,,95,Calm  no wind,0,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,16.0,21.9,,,1000-1500,,,3.3,18.3,13.0,6,,,,
07.03.2020 14:00,19.8,737.1,759.8,-2.3,86,Wind blowing from the north-west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,16.0,22.8,,,300-600,,,4.1,17.4,4.0,12,,,,
07.03.2020 11:00,18.2,739.4,762.1,,93,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,16.0,,,,1000-1500,,,2.5,17.0,3.0,6,,,,
07.03.2020 08:00,16.2,739.0,761.8,1.3,98,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,0.7,15.9,16.0,12,,,,
07.03.2020 05:00,16.2,737.7,760.3,,98,Wind blowing from the east-northeast,1,,3,,Fog or ice fog. ,,,11.0,22.8,,,,,,0.6,15.9,14.0,6,,,,
07.03.2020 02:00,16.3,738.5,761.2,,97,Wind blowing from the east-northeast,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,22.8,,,2500 or more  or no clouds.,,,1.7,15.8,14.0,12,,,,
06.03.2020 23:00,18.1,739.0,761.8,,83,Wind blowing from the south-southeast,1,,11,, ,,,11.0,22.8,,,,,,17.0,15.2,No precipitation,6,,,,
06.03.2020 20:00,17.8,738.6,761.6,1.4,85,Wind blowing from the east-northeast,2,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,22.8,,,2500 or more  or no clouds.,,,19.0,15.2,Trace of precipitation,12,,,,
06.03.2020 17:00,21.9,737.2,760.0,,59,Wind blowing from the south-west,2,,,70 – 80%., ,,,11.0,22.8,,,1000-1500,,,25.0,13.5,No precipitation,6,,,,
06.03.2020 14:00,22.6,737.8,760.6,-3.2,52,Wind blowing from the south,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,22.6,,,1000-1500,,,27.0,12.3,No precipitation,12,,,,
06.03.2020 11:00,17.5,741.0,764.1,,65,Wind blowing from the south,4,,10,10%  or less  but not 0, ,,,11.0,17.5,,,1000-1500,,,17.0,10.9,No precipitation,6,,,,
06.03.2020 08:00,11.7,742.6,766.0,,85,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.9,,,600-1000,,,12.0,9.3,No precipitation,12,,,,
06.03.2020 05:00,11.1,741.5,764.8,,91,Wind blowing from the north-east,2,,4,, ,,,10.6,14.9,,,,,,11.0,9.7,No precipitation,6,,,,
06.03.2020 02:00,11.1,742.3,765.7,-0.9,90,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,14.9,,,2500 or more  or no clouds.,,,12.0,9.5,No precipitation,12,,,,
05.03.2020 23:00,11.8,743.2,766.6,,90,Wind blowing from the east-northeast,1,,,, ,,,10.6,14.9,,,,,,16.0,10.2,No precipitation,6,,,,
05.03.2020 20:00,12.6,742.9,766.3,0.5,75,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,14.9,,,2500 or more  or no clouds.,,,20.0,8.3,No precipitation,12,,,,
05.03.2020 17:00,13.8,742.4,765.7,,74,Wind blowing from the north-east,2,,4,, ,,,10.6,14.9,,,,,,21.0,9.3,No precipitation,6,,,,
05.03.2020 14:00,14.2,742.7,766.0,-2.1,76,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,14.2,,,1000-1500,,,13.0,10.0,0.1,12,,,,
05.03.2020 11:00,12.1,744.8,768.2,,86,Wind blowing from the north-east,2,,5,100%., ,,,10.6,14.2,,,600-1000,,,12.0,9.8,No precipitation,6,,,,
05.03.2020 08:00,10.8,744.7,768.1,1.5,93,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,14.2,,,300-600,,,9.0,9.7,3.0,12,,,,
05.03.2020 05:00,11.0,743.2,766.6,,95,Wind blowing from the north-east,2,,5,,Mist. ,,,10.9,14.2,,,,,,6.0,10.2,0.8,6,,,,
05.03.2020 02:00,11.6,743.5,766.9,,97,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,14.2,,,2500 or more  or no clouds.,,,9.0,11.1,11.0,12,,,,
04.03.2020 23:00,11.7,743.6,766.9,,97,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.6,14.6,,,,,,4.1,11.2,8.0,6,,,,
04.03.2020 20:00,12.2,744.1,767.4,1.8,95,Wind blowing from the north-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.9,,,300-600,,,9.0,11.4,9.0,12,,,,
04.03.2020 17:00,13.2,742.3,765.5,,98,Wind blowing from the north-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,300-600,,,2.9,12.9,2.0,6,,,,
04.03.2020 14:00,13.8,742.1,765.3,-1.6,96,Wind blowing from the north-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,300-600,,,6.0,13.2,6.0,12,,,,
04.03.2020 11:00,14.1,743.7,766.9,,93,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,300-600,,,12.0,13.0,4.0,6,,,,
04.03.2020 08:00,13.1,743.5,766.7,1.7,97,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,300-600,,,6.0,12.6,7.0,12,,,,
04.03.2020 05:00,13.6,741.8,764.9,,98,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.6,,,,,,,3.7,13.3,2.0,6,,,,
04.03.2020 02:00,14.2,742.0,764.8,-0.5,98,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.8,,,2500 or more  or no clouds.,,,1.4,13.9,12.0,12,,,,
03.03.2020 23:00,14.4,742.5,765.5,,97,Wind blowing from the east-northeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.4,23.8,,,,,,1.8,13.9,10.0,6,,,,
03.03.2020 20:00,14.9,741.8,764.9,,96,Wind blowing from the south,0,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,23.8,,,300-600,,,8.0,14.3,10.0,12,,,,
03.03.2020 17:00,16.1,740.3,763.3,,96,Wind blowing from the north-east,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,23.8,,,,,,3.5,15.5,2.0,6,,,,
03.03.2020 14:00,22.3,739.5,762.2,-3.0,59,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,23.8,,,2500 or more  or no clouds.,,,27.0,13.9,Trace of precipitation,12,,,,
03.03.2020 11:00,18.3,742.5,765.4,,68,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%, ,,,14.6,21.7,,,,,,11.0,12.3,No precipitation,6,,,,
03.03.2020 08:00,15.0,742.8,765.9,1.1,80,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,2500 or more  or no clouds.,,,13.0,11.6,Trace of precipitation,12,,,,
03.03.2020 05:00,14.7,741.7,764.7,,82,Wind blowing from the north-northeast,2,,9,,Rain (not freezing) not falling as shower(s). ,,,13.6,21.7,,,,,,12.0,11.7,No precipitation,6,,,,
03.03.2020 02:00,15.2,741.9,764.8,-0.9,81,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.7,,,2500 or more  or no clouds.,,,13.0,12.0,No precipitation,12,,,,
02.03.2020 23:00,15.6,742.8,765.9,,80,Wind blowing from the north-east,1,,9,, ,,,13.6,21.7,,,,,,17.0,12.2,No precipitation,6,,,,
02.03.2020 20:00,16.1,742.0,765.1,1.5,77,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.7,,,1000-1500,,,16.0,12.1,No precipitation,12,,,,
02.03.2020 17:00,18.1,740.5,763.4,,69,Wind blowing from the north-east,5,,8,100%., ,,,13.6,25.4,,,1000-1500,,,18.0,12.3,No precipitation,6,,,,
