Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,12.3,732.3,763.2,,87,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,20.0,10.2,,,,,,
16.03.2020 02:00,12.1,732.8,763.8,,89,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.8,,,2500 or more  or no clouds.,,,13.0,10.3,No precipitation,12,,,,
15.03.2020 23:00,13.2,733.0,763.9,,76,Wind blowing from the north-northeast,1,,6,, ,,,10.8,14.8,,,,,,17.0,9.1,No precipitation,6,,,,
15.03.2020 20:00,13.7,732.3,763.3,,80,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.0,,,2500 or more  or no clouds.,,,14.0,10.3,Trace of precipitation,12,,,,
15.03.2020 17:00,14.5,731.2,762.1,,75,Wind blowing from the north,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,10.1,,,,,,
15.03.2020 14:00,14.5,732.6,763.6,-2.4,76,Wind blowing from the north,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.6,,,1500-2000,,,18.0,10.3,Trace of precipitation,12,,,,
15.03.2020 11:00,12.7,735.0,766.1,,96,Wind blowing from the north-east,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,600-1000,,,10.0,12.1,No precipitation,6,,,,
15.03.2020 08:00,11.3,734.2,765.2,0.1,92,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.6,,,1500-2000,,,20.0,10.0,Trace of precipitation,12,,,,
15.03.2020 05:00,11.3,734.1,765.0,,88,Wind blowing from the north,1,,,, ,,,,,,,,,,25.0,9.4,,,,,,
15.03.2020 02:00,11.3,735.4,766.3,,79,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,17.6,,,2500 or more  or no clouds.,,,30.0,7.8,No precipitation,12,,,,
14.03.2020 23:00,12.6,736.6,767.7,,81,Wind blowing from the east-northeast,1,,,,Rain (not freezing) not falling as shower(s). ,,,11.2,17.6,,,,,,27.0,9.4,No precipitation,6,,,,
14.03.2020 20:00,14.9,735.7,766.8,0.6,67,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.6,,,2500 or more  or no clouds.,,,24.0,8.8,Trace of precipitation,12,,,,
14.03.2020 17:00,16.9,735.1,766.1,,57,Wind blowing from the north,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,8.3,,,,,,
14.03.2020 14:00,16.5,736.8,767.8,-2.2,58,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.5,,,2500 or more  or no clouds.,,,30.0,8.2,Trace of precipitation,12,,,,
14.03.2020 11:00,13.3,739.0,770.3,,67,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,600-1000,,,22.0,7.3,No precipitation,6,,,,
14.03.2020 08:00,11.5,737.9,769.2,0.7,71,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,2500 or more  or no clouds.,,,30.0,6.4,Trace of precipitation,12,,,,
14.03.2020 05:00,11.7,737.2,768.3,,71,Wind blowing from the north-east,3,,,, ,,,,,,,,,,30.0,6.6,,,,,,
14.03.2020 02:00,11.6,738.7,769.7,,80,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,17.9,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
13.03.2020 23:00,12.8,738.4,769.5,,71,Wind blowing from the north-east,3,,9,, ,,,12.1,17.9,,,,,,30.0,7.7,No precipitation,6,,,,
13.03.2020 20:00,13.8,737.4,768.5,1.7,64,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.9,,,1500-2000,,,30.0,7.1,No precipitation,12,,,,
13.03.2020 17:00,15.4,735.7,766.6,,54,Wind blowing from the north-northeast,5,,,100%., ,,,,,,,1500-2000,,,30.0,6.1,,,,,,
13.03.2020 14:00,17.6,736.2,767.1,-0.9,51,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,20.0,,,2500 or more  or no clouds.,,,30.0,7.4,No precipitation,12,,,,
13.03.2020 11:00,17.1,737.1,768.0,,58,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%, ,,,12.1,20.0,,,,,,22.0,8.8,No precipitation,6,,,,
13.03.2020 08:00,12.9,735.2,766.2,,87,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,20.0,,,1500-2000,,,18.0,10.8,No precipitation,12,,,,
13.03.2020 05:00,12.8,733.7,764.5,,86,Wind blowing from the east,1,,3,, ,,,9.1,20.0,,,,,,20.0,10.5,No precipitation,6,,,,
13.03.2020 02:00,12.8,733.6,764.4,0.6,83,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.0,,,2500 or more  or no clouds.,,,28.0,10.0,No precipitation,12,,,,
12.03.2020 23:00,13.8,733.0,763.9,,70,Calm  no wind,0,,,, ,,,9.1,20.0,,,,,,28.0,8.4,No precipitation,6,,,,
12.03.2020 20:00,15.7,730.1,761.0,,62,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.0,,,600-1000,,,30.0,8.4,No precipitation,12,,,,
12.03.2020 17:00,18.1,728.6,759.3,,46,Calm  no wind,0,,,100%., ,,,,,,,1500-2000,,,30.0,6.3,,,,,,
12.03.2020 14:00,18.8,729.4,760.0,-2.3,45,Wind blowing from the north-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.9,,,600-1000,,,30.0,6.6,No precipitation,12,,,,
12.03.2020 11:00,15.6,731.7,762.5,,62,Wind blowing from the west-northwest,2,,4,10%  or less  but not 0, ,,,9.1,15.8,,,600-1000,,,14.0,8.4,No precipitation,6,,,,
12.03.2020 08:00,9.4,731.2,762.4,0.6,97,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,14.9,,,,,,13.0,8.9,0.1,12,,,,
12.03.2020 05:00,10.4,730.6,761.6,,93,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,18.0,9.3,,,,,,
12.03.2020 02:00,10.8,731.4,762.4,,91,Wind blowing from the north,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,14.9,,,2500 or more  or no clouds.,,,18.0,9.4,0.1,12,,,,
11.03.2020 23:00,12.2,731.5,762.5,,69,Wind blowing from the north-northeast,2,,5,, ,,,10.8,14.9,,,,,,22.0,6.7,No precipitation,6,,,,
11.03.2020 20:00,13.1,729.9,760.9,1.1,65,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.9,,,2500 or more  or no clouds.,,,23.0,6.7,No precipitation,12,,,,
11.03.2020 17:00,14.0,728.8,759.7,,60,Wind blowing from the north-east,2,,,100%., ,,,,,,,1500-2000,,,30.0,6.4,,,,,,
11.03.2020 14:00,14.6,730.3,761.2,-2.6,54,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,600-1000,,,30.0,5.4,0.8,12,,,,
11.03.2020 11:00,13.1,732.9,763.9,,61,Wind blowing from the north-northeast,1,,6,100%., ,,,10.8,,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,6,,,,
11.03.2020 08:00,11.1,732.8,763.8,0.5,65,Wind blowing from the north,1,,6,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,20.0,,,2500 or more  or no clouds.,,,22.0,4.8,0.8,12,,,,
11.03.2020 05:00,11.6,732.3,763.0,,57,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,30.0,3.4,,,,,,
11.03.2020 02:00,12.7,734.2,764.9,0.3,57,Wind blowing from the south,4,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,20.0,,,2500 or more  or no clouds.,,,21.0,4.4,No precipitation,12,,,,
10.03.2020 23:00,13.8,733.9,764.7,,44,Wind blowing from the east-southeast,1,,,, ,,,8.9,20.0,,,,,,30.0,1.8,No precipitation,6,,,,
10.03.2020 20:00,15.7,732.8,763.9,,37,Wind blowing from the south-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,20.0,,,2500 or more  or no clouds.,,,30.0,1.1,No precipitation,12,,,,
10.03.2020 17:00,18.7,732.7,763.4,,22,Wind blowing from the south-southwest,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-3.4,,,,,,
10.03.2020 14:00,18.8,735.1,766.0,-2.8,21,Wind blowing from the south-southwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.0,,,2500 or more  or no clouds.,,,30.0,-4.0,No precipitation,12,,,,
10.03.2020 11:00,15.8,737.9,769.0,,38,Wind blowing from the east-southeast,1,,3,60%., ,,,8.9,19.0,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,6,,,,
10.03.2020 08:00,9.5,737.2,768.4,0.9,62,Wind blowing from the east-southeast,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.0,,,2500 or more  or no clouds.,,,19.0,2.6,No precipitation,12,,,,
10.03.2020 05:00,11.2,736.3,767.2,,61,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,4.0,,,,,,
10.03.2020 02:00,12.8,736.6,767.5,,53,Wind blowing from the north-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.0,,,2500 or more  or no clouds.,,,19.0,3.5,No precipitation,12,,,,
09.03.2020 20:00,15.6,734.3,765.3,3.0,32,Wind blowing from the east-southeast,1,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.0,,,2000-2500,,,30.0,-1.0,No precipitation,12,,,,
09.03.2020 17:00,17.7,731.3,762.0,,32,Wind blowing from the north-northeast,4,,,100%., ,,,,,,,600-1000,,,30.0,0.8,,,,,,
09.03.2020 14:00,18.0,731.4,762.0,-0.7,32,Wind blowing from the north,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.3,,,2500 or more  or no clouds.,,,30.0,1.1,No precipitation,12,,,,
09.03.2020 11:00,16.6,732.1,762.8,,36,Wind blowing from the north,7,,14,60%., ,,,12.0,16.7,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,6,,,,
09.03.2020 08:00,12.2,730.9,761.8,2.1,54,Wind blowing from the north,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.0,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
09.03.2020 05:00,12.9,728.8,759.6,,50,Wind blowing from the north,5,,14,, ,,,11.5,15.0,,,,,,30.0,2.7,No precipitation,6,,,,
09.03.2020 02:00,13.8,727.9,758.6,,85,Wind blowing from the north,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.0,,,2500 or more  or no clouds.,,,12.0,11.3,No precipitation,12,,,,
08.03.2020 23:00,13.2,727.3,757.9,,88,Wind blowing from the south,1,,5,, ,,,11.5,15.0,,,,,,12.0,11.3,No precipitation,6,,,,
08.03.2020 20:00,14.0,724.9,755.6,,84,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.0,,,1500-2000,,,13.0,11.3,Trace of precipitation,12,,,,
08.03.2020 17:00,15.0,723.1,753.7,,75,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,16.8,,,1000-1500,,,15.0,10.6,No precipitation,6,,,,
08.03.2020 14:00,14.8,723.2,753.7,-1.1,74,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,17.2,,,2500 or more  or no clouds.,,,17.0,10.2,No precipitation,12,,,,
08.03.2020 11:00,14.0,724.3,754.8,,77,Wind blowing from the north,3,,5,100%., ,,,11.5,17.2,,,1500-2000,,,18.0,10.0,No precipitation,6,,,,
08.03.2020 08:00,11.9,723.3,753.9,,85,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,17.2,,,2000-2500,,,18.0,9.5,No precipitation,12,,,,
08.03.2020 05:00,11.9,722.7,753.1,,84,Wind blowing from the north,3,,,, ,,,,,,,,,,17.0,9.3,,,,,,
08.03.2020 02:00,12.3,724.6,755.2,-2.0,74,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,17.2,,,2500 or more  or no clouds.,,,17.0,7.8,No precipitation,12,,,,
07.03.2020 23:00,13.4,726.6,757.4,,66,Wind blowing from the north-east,3,,7,, ,,,8.6,17.2,,,,,,23.0,7.2,No precipitation,6,,,,
07.03.2020 20:00,14.6,726.1,757.0,,62,Wind blowing from the east-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,17.2,,,2500 or more  or no clouds.,,,24.0,7.4,No precipitation,12,,,,
07.03.2020 17:00,16.8,726.4,757.1,,53,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,24.0,7.2,,,,,,
07.03.2020 14:00,15.6,728.2,759.0,-2.3,70,Wind blowing from the north,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.3,,,2500 or more  or no clouds.,,,15.0,10.2,No precipitation,12,,,,
07.03.2020 11:00,11.6,730.5,761.5,,88,Wind blowing from the east-northeast,1,,2,100%., ,,,8.6,,,,2500 or more  or no clouds.,,,15.0,9.7,No precipitation,6,,,,
07.03.2020 08:00,8.6,730.0,761.0,0.6,95,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.3,,,2000-2500,,,14.0,7.8,No precipitation,12,,,,
07.03.2020 05:00,8.8,729.4,760.2,,91,Wind blowing from the south,1,,,, ,,,,,,,,,,21.0,7.4,,,,,,
07.03.2020 02:00,10.5,730.4,761.2,-0.2,72,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.3,,,2500 or more  or no clouds.,,,28.0,5.7,No precipitation,12,,,,
06.03.2020 23:00,12.0,730.6,761.6,,65,Wind blowing from the east-southeast,1,,7,, ,,,8.1,19.3,,,,,,30.0,5.6,No precipitation,6,,,,
06.03.2020 20:00,13.9,729.3,760.3,1.3,60,Wind blowing from the north,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.3,,,600-1000,,,30.0,6.3,No precipitation,12,,,,
06.03.2020 17:00,18.8,728.0,758.7,,39,Wind blowing from the north,1,,,50%., ,,,,,,,600-1000,,,30.0,4.6,,,,,,
06.03.2020 14:00,17.5,729.3,760.1,-1.9,42,Wind blowing from the north-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.6,,,600-1000,,,30.0,4.5,No precipitation,12,,,,
06.03.2020 11:00,13.1,731.2,762.2,,65,Wind blowing from the north-east,1,,4,100%., ,,,8.1,17.0,,,1500-2000,,,30.0,6.7,No precipitation,6,,,,
06.03.2020 08:00,9.0,729.8,760.9,,88,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.0,,,2500 or more  or no clouds.,,,25.0,7.1,No precipitation,12,,,,
06.03.2020 05:00,8.9,728.9,759.8,,86,Wind blowing from the north-west,1,,,, ,,,,,,,,,,29.0,6.7,,,,,,
06.03.2020 02:00,9.1,729.9,760.9,-0.8,77,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,17.0,,,2500 or more  or no clouds.,,,30.0,5.3,No precipitation,12,,,,
05.03.2020 23:00,10.3,730.7,761.9,,67,Wind blowing from the north-northwest,1,,5,, ,,,7.1,17.0,,,,,,30.0,4.4,No precipitation,6,,,,
05.03.2020 20:00,12.3,730.2,761.4,,63,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,17.0,,,2500 or more  or no clouds.,,,30.0,5.5,No precipitation,12,,,,
05.03.2020 17:00,15.6,729.4,760.5,,49,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,4.9,,,,,,
05.03.2020 14:00,15.0,731.7,762.8,-2.8,50,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.0,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,12,,,,
05.03.2020 11:00,10.6,734.5,765.9,,94,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,7.1,14.7,,,,,,16.0,9.7,No precipitation,6,,,,
05.03.2020 08:00,7.9,734.0,765.4,-0.1,100,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.7,,,2500 or more  or no clouds.,,,9.0,7.9,No precipitation,12,,,,
05.03.2020 05:00,7.5,734.1,765.4,,99,Wind blowing from the north,2,,6,,Mist. ,,,7.1,14.7,,,,,,7.0,7.4,No precipitation,6,,,,
05.03.2020 02:00,8.3,735.2,766.5,,96,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.7,,,2500 or more  or no clouds.,,,20.0,7.7,No precipitation,12,,,,
04.03.2020 23:00,9.3,736.1,767.5,,94,Wind blowing from the north-northwest,1,,7,, ,,,7.2,14.7,,,,,,20.0,8.4,No precipitation,6,,,,
04.03.2020 20:00,11.8,735.5,766.9,0.4,78,Wind blowing from the south,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.7,,,2500 or more  or no clouds.,,,30.0,8.1,No precipitation,12,,,,
04.03.2020 17:00,13.8,735.1,766.4,,67,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,7.8,,,,,,
04.03.2020 14:00,14.6,736.6,768.1,,62,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.8,,,2500 or more  or no clouds.,,,30.0,7.4,No precipitation,12,,,,
04.03.2020 11:00,11.4,738.4,770.0,,81,Wind blowing from the south-southwest,1,,4,70 – 80%., ,,,7.2,14.8,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,6,,,,
04.03.2020 08:00,8.2,737.5,769.1,0.6,96,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.8,,,2500 or more  or no clouds.,,,30.0,7.6,No precipitation,12,,,,
04.03.2020 05:00,8.4,736.9,768.3,,94,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,7.5,,,,,,
04.03.2020 02:00,7.2,737.5,769.0,0.1,96,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,14.8,,,2500 or more  or no clouds.,,,30.0,6.6,No precipitation,12,,,,
03.03.2020 23:00,9.0,737.4,769.0,,83,Wind blowing from the north-east,1,,9,, ,,,8.7,14.8,,,,,,30.0,6.3,No precipitation,6,,,,
03.03.2020 20:00,10.6,736.3,767.8,,70,Wind blowing from the east-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.8,,,,,,30.0,5.2,0.1,12,,,,
03.03.2020 17:00,14.3,734.6,765.8,,51,Wind blowing from the east,4,,,60%., ,,,,,,,600-1000,,,30.0,4.3,,,,,,
03.03.2020 14:00,13.0,735.7,766.9,-1.6,66,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.3,,,2500 or more  or no clouds.,,,30.0,6.8,0.3,12,,,,
03.03.2020 11:00,10.7,737.3,768.8,,89,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%, ,,,8.9,11.2,,,,,,30.0,9.0,0.2,6,,,,
03.03.2020 08:00,9.0,736.1,767.6,,99,Wind blowing from the north,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,11.2,,,300-600,,,15.0,8.9,3.0,12,,,,
03.03.2020 05:00,9.5,734.5,766.0,,99,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.5,11.2,,,,,,10.0,9.4,2.0,6,,,,
03.03.2020 02:00,9.7,735.0,766.4,-0.2,99,Wind blowing from the north,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,2500 or more  or no clouds.,,,8.0,9.6,3.0,12,,,,
02.03.2020 23:00,9.9,735.2,766.6,,98,Wind blowing from the east-northeast,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.9,,,,,,,6.0,9.6,0.9,6,,,,
02.03.2020 20:00,10.3,733.9,765.2,1.3,94,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,300-600,,,30.0,9.4,5.0,12,,,,
02.03.2020 17:00,10.6,732.6,763.8,,96,Wind blowing from the north-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,300-600,,,30.0,10.0,1.0,6,,,,
02.03.2020 14:00,10.3,733.0,764.1,-0.4,99,Wind blowing from the north-northeast,6,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.2,,,,300-600,,,11.0,10.1,12.0,12,,,,
02.03.2020 11:00,11.2,733.4,764.5,,100,Wind blowing from the north,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.2,18.2,,,300-600,,,5.0,11.2,9.0,6,,,,
02.03.2020 08:00,10.3,731.8,762.7,,99,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.2,,,300-600,,,7.0,10.1,7.0,12,,,,
02.03.2020 05:00,10.9,730.3,761.1,,98,Wind blowing from the north,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.6,18.2,,,,,,4.2,10.6,1.0,6,,,,
02.03.2020 02:00,13.2,730.7,761.4,-1.1,94,Wind blowing from the north,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,18.2,,,2500 or more  or no clouds.,,,15.0,12.3,0.1,12,,,,
