Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.03.2020 11:00,16.3,742.3,770.2,,43,Wind blowing from the north-east,3,,9,no clouds, ,,,10.0,16.3,,,,,,7.0,3.7,No precipitation,6,,,,
14.03.2020 08:00,10.2,742.0,770.2,1.1,76,Wind blowing from the west,1,,10,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.4,,,2500 or more  or no clouds.,,,6.0,6.2,No precipitation,12,,,,
14.03.2020 05:00,10.8,740.9,769.0,,66,Wind blowing from the north-northwest,2,,10,,Mist. ,,,10.6,15.4,,,,,,6.0,4.7,No precipitation,6,,,,
14.03.2020 02:00,12.2,741.7,769.8,,65,Wind blowing from the west-northwest,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.4,,,2500 or more  or no clouds.,,,5.0,5.8,No precipitation,12,,,,
13.03.2020 20:00,14.4,740.2,768.3,,71,Wind blowing from the north-northeast,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.4,,,1500-2000,,,5.0,9.2,0.8,12,,,,
13.03.2020 17:00,14.9,738.8,766.8,,71,Wind blowing from the north-northeast,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.4,,,1500-2000,,,5.0,9.7,0.3,6,,,,
13.03.2020 14:00,14.8,738.7,766.7,,98,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.8,,,1500-2000,,,3.7,14.5,2.0,12,,,,
13.03.2020 11:00,13.1,739.6,767.7,,100,Wind blowing from the north-northeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,13.5,,,300-600,,,2.1,13.1,0.5,6,,,,
13.03.2020 08:00,12.3,738.2,766.3,,100,Wind blowing from the east-northeast,2,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,1500-2000,,,0.8,12.3,1.0,12,,,,
13.03.2020 05:00,12.3,736.1,764.1,,100,Wind blowing from the north,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,,13.5,,,,,,0.4,12.3,1.0,6,,,,
13.03.2020 02:00,12.4,735.7,763.6,,100,Wind blowing from the south-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.5,,,2500 or more  or no clouds.,,,2.4,12.4,No precipitation,12,,,,
12.03.2020 20:00,12.5,734.2,762.1,1.6,100,Wind blowing from the north,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.5,,,1500-2000,,,2.8,12.5,Trace of precipitation,12,,,,
12.03.2020 17:00,12.9,732.6,760.5,,100,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.5,,,,,,3.5,12.9,No precipitation,6,,,,
12.03.2020 14:00,12.8,733.3,761.2,-1.8,100,Wind blowing from the north,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.9,,,2500 or more  or no clouds.,,,5.0,12.8,8.0,12,,,,
12.03.2020 11:00,11.7,735.1,763.1,,100,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.7,,,1500-2000,,,2.8,11.7,5.0,6,,,,
12.03.2020 08:00,10.5,734.9,763.0,0.9,100,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,9.2,12.7,,,2500 or more  or no clouds.,,,0.4,10.5,11.0,12,,,,
12.03.2020 05:00,10.2,734.0,762.0,,100,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.8,12.7,,,,,,0.3,10.2,6.0,6,,,,
12.03.2020 02:00,10.6,735.2,763.3,,100,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,12.7,,,2500 or more  or no clouds.,,,0.9,10.6,4.0,12,,,,
11.03.2020 20:00,11.4,734.8,762.9,0.3,92,Wind blowing from the east-northeast,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.8,,,1500-2000,,,4.7,10.1,2.0,12,,,,
11.03.2020 17:00,12.0,734.5,762.6,,88,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.7,,,1500-2000,,,5.0,10.1,1.0,6,,,,
11.03.2020 14:00,12.3,736.1,764.2,-2.1,76,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,1500-2000,,,5.0,8.2,3.0,12,,,,
11.03.2020 11:00,11.1,738.2,766.3,,92,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,,,,5.0,9.9,2.0,6,,,,
11.03.2020 08:00,9.2,738.4,766.5,1.7,100,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.4,,,300-600,,,1.1,9.2,1.0,12,,,,
11.03.2020 05:00,8.9,736.7,764.6,,92,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.4,18.4,,,,,,4.8,7.7,0.1,6,,,,
11.03.2020 02:00,10.2,737.8,765.7,,73,Wind blowing from the north-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.4,,,2500 or more  or no clouds.,,,6.0,5.6,No precipitation,12,,,,
10.03.2020 20:00,13.8,737.5,765.6,0.1,50,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.4,,,,,,8.0,3.6,No precipitation,12,,,,
10.03.2020 17:00,17.5,737.4,765.4,,35,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,9.0,1.9,,,,,,
10.03.2020 14:00,17.4,739.1,767.0,-2.1,39,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,17.4,,,2500 or more  or no clouds.,,,9.0,3.3,No precipitation,12,,,,
10.03.2020 11:00,14.4,741.2,769.3,,49,Wind blowing from the north-east,1,,8,, ,,,7.4,15.9,,,,,,8.0,3.8,No precipitation,6,,,,
10.03.2020 08:00,8.1,740.1,768.4,1.7,98,Wind blowing from the west,2,,11,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,15.9,,,1500-2000,,,5.0,7.8,No precipitation,12,,,,
10.03.2020 05:00,7.5,738.4,766.6,,93,Wind blowing from the west-southwest,2,,11,,Mist. ,,,7.5,15.9,,,,,,5.0,6.4,No precipitation,6,,,,
10.03.2020 02:00,10.5,739.0,767.0,,73,Wind blowing from the north-northeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.9,,,2500 or more  or no clouds.,,,8.0,5.9,No precipitation,12,,,,
09.03.2020 20:00,12.5,736.3,764.3,3.0,70,Wind blowing from the north-northeast,5,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,15.9,,,2500 or more  or no clouds.,,,6.0,7.2,0.6,12,,,,
09.03.2020 17:00,13.8,733.3,761.0,,71,Wind blowing from the north-northeast,6,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,1500-2000,,,5.0,8.6,No precipitation,6,,,,
09.03.2020 14:00,14.2,732.3,760.0,-0.5,79,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,1500-2000,,,8.0,10.6,17.0,12,,,,
09.03.2020 11:00,14.6,732.8,760.4,,96,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,1500-2000,,,10.0,14.0,4.0,6,,,,
09.03.2020 08:00,12.9,731.1,758.7,2.5,100,Wind blowing from the north-northwest,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,17.8,,,300-600,,,3.6,12.9,17.0,12,,,,
09.03.2020 05:00,13.4,728.6,756.0,,100,Wind blowing from the north-east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.4,17.8,,,,,,2.0,13.4,13.0,6,,,,
09.03.2020 02:00,14.0,727.9,755.3,,100,Wind blowing from the east-northeast,4,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,17.8,,,2500 or more  or no clouds.,,,0.5,14.0,No precipitation,12,,,,
08.03.2020 20:00,15.6,726.3,753.7,1.1,100,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,17.8,,,1500-2000,,,4.4,15.6,No precipitation,12,,,,
08.03.2020 17:00,17.5,725.2,752.6,,82,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,17.7,,,1500-2000,,,6.0,14.4,No precipitation,6,,,,
08.03.2020 14:00,16.7,726.4,753.9,-3.3,82,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,16.7,,,1500-2000,,,6.0,13.6,No precipitation,12,,,,
08.03.2020 11:00,13.2,729.7,757.3,,100,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,13.2,,,1500-2000,,,4.7,13.2,No precipitation,6,,,,
08.03.2020 08:00,11.5,730.1,757.9,0.5,100,Wind blowing from the east-northeast,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,13.1,,,1500-2000,,,0.6,11.5,No precipitation,12,,,,
08.03.2020 05:00,11.4,729.6,757.3,,100,Wind blowing from the east-northeast,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,11.2,13.1,,,,,,0.3,11.4,No precipitation,6,,,,
08.03.2020 02:00,11.7,731.5,759.4,,100,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,13.1,,,2500 or more  or no clouds.,,,1.3,11.7,0.2,12,,,,
07.03.2020 20:00,12.3,732.1,760.0,0.7,100,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,13.1,,,300-600,,,2.3,12.3,0.5,12,,,,
07.03.2020 17:00,12.5,731.4,759.2,,100,Wind blowing from the east-northeast,3,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.4,,,1000-1500,,,2.6,12.5,0.2,6,,,,
07.03.2020 14:00,12.9,732.4,760.2,-2.1,100,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.5,,,300-600,,,1.7,12.9,5.0,12,,,,
07.03.2020 11:00,11.9,734.5,762.5,,100,Wind blowing from the east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,1500-2000,,,1.4,11.9,5.0,6,,,,
07.03.2020 08:00,11.2,734.1,762.0,1.2,100,Wind blowing from the north-east,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,9.6,14.5,,,2500 or more  or no clouds.,,,0.8,11.2,5.0,12,,,,
07.03.2020 05:00,11.4,732.9,760.7,,100,Wind blowing from the east-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.3,14.5,,,,,,0.9,11.4,0.3,6,,,,
07.03.2020 02:00,11.6,733.5,761.3,,100,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.5,,,2500 or more  or no clouds.,,,2.7,11.6,No precipitation,12,,,,
06.03.2020 20:00,12.5,733.1,761.1,1.2,91,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.5,,,300-600,,,3.9,11.1,Trace of precipitation,12,,,,
06.03.2020 17:00,14.2,731.9,759.8,,77,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.5,,,1500-2000,,,4.9,10.2,No precipitation,6,,,,
06.03.2020 14:00,13.2,732.7,760.6,-2.1,79,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,13.2,,,1500-2000,,,5.0,9.6,No precipitation,12,,,,
06.03.2020 11:00,11.5,734.8,762.9,,92,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.8,,,1500-2000,,,3.5,10.2,No precipitation,6,,,,
06.03.2020 08:00,9.6,734.6,762.7,0.4,100,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.8,,,2500 or more  or no clouds.,,,2.3,9.6,No precipitation,12,,,,
06.03.2020 05:00,9.3,734.2,762.4,,100,Wind blowing from the north-northeast,0,,3,,Rain (not freezing) not falling as shower(s). ,,,7.6,11.8,,,,,,1.7,9.3,No precipitation,6,,,,
06.03.2020 02:00,9.5,735.7,763.9,,100,Wind blowing from the north-east,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.8,,,2500 or more  or no clouds.,,,3.3,9.5,No precipitation,12,,,,
05.03.2020 20:00,10.3,736.9,765.3,0.0,84,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.8,,,1500-2000,,,5.0,7.7,Trace of precipitation,12,,,,
05.03.2020 17:00,10.9,736.9,765.1,,79,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.8,,,1500-2000,,,5.0,7.4,No precipitation,6,,,,
05.03.2020 14:00,11.6,738.1,766.5,-2.9,75,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.6,,,2500 or more  or no clouds.,,,4.8,7.3,No precipitation,12,,,,
05.03.2020 11:00,9.6,741.0,769.5,,83,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,1500-2000,,,3.7,6.9,No precipitation,6,,,,
05.03.2020 08:00,7.8,740.7,769.3,0.5,100,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,9.1,,,1500-2000,,,3.3,7.8,No precipitation,12,,,,
05.03.2020 05:00,7.7,740.2,768.7,,94,Calm  no wind,0,,,,Mist. ,,,6.0,9.1,,,,,,4.5,6.8,No precipitation,6,,,,
05.03.2020 02:00,7.7,740.8,769.4,,90,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.1,,,2500 or more  or no clouds.,,,4.7,6.2,No precipitation,12,,,,
04.03.2020 20:00,8.5,741.3,769.9,0.5,81,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.1,,,1500-2000,,,6.0,5.3,No precipitation,12,,,,
04.03.2020 17:00,9.1,740.8,769.4,,74,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1500-2000,,,7.0,4.7,,,,,,
04.03.2020 14:00,8.9,741.3,769.9,,79,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.0,,,1500-2000,,,6.0,5.5,3.0,12,,,,
04.03.2020 11:00,7.9,742.3,771.1,,93,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.9,,,1500-2000,,,5.0,6.8,2.0,6,,,,
04.03.2020 08:00,6.1,742.3,771.1,1.5,100,Wind blowing from the west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.8,,,1500-2000,,,2.2,6.1,3.0,12,,,,
04.03.2020 05:00,6.1,740.8,769.5,,100,Wind blowing from the west-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,7.8,,,,,,2.3,6.1,1.0,6,,,,
04.03.2020 02:00,6.4,740.9,769.6,,100,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,7.8,,,2500 or more  or no clouds.,,,5.0,6.4,0.3,12,,,,
03.03.2020 20:00,6.9,740.5,769.2,1.1,100,Wind blowing from the east,0,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,8.2,,,1500-2000,,,3.3,6.9,0.7,12,,,,
03.03.2020 17:00,7.0,739.4,768.1,,100,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,,,,300-600,,,4.5,7.0,0.3,6,,,,
03.03.2020 14:00,7.4,739.6,768.2,-0.9,100,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,3.1,7.4,6.0,12,,,,
03.03.2020 11:00,7.7,740.5,769.1,,100,Wind blowing from the north-east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,300-600,,,5.0,7.7,6.0,6,,,,
03.03.2020 08:00,7.0,739.0,767.6,0.8,100,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,1.1,7.0,8.0,12,,,,
03.03.2020 05:00,6.8,738.2,766.7,,100,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,10.7,,,,,,1.8,6.8,1.0,6,,,,
03.03.2020 02:00,7.2,738.8,767.2,,100,Wind blowing from the east,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.7,,,2500 or more  or no clouds.,,,2.1,7.2,4.0,12,,,,
02.03.2020 20:00,8.2,739.0,767.4,1.8,100,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.5,,,300-600,,,1.7,8.2,1.0,12,,,,
02.03.2020 17:00,9.2,737.2,765.5,,100,Wind blowing from the east-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,300-600,,,1.6,9.2,Trace of precipitation,6,,,,
02.03.2020 14:00,10.6,737.1,765.3,-1.7,80,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1500-2000,,,4.1,7.3,No precipitation,12,,,,
02.03.2020 11:00,9.9,738.8,767.1,,82,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1500-2000,,,4.4,7.0,No precipitation,6,,,,
02.03.2020 08:00,9.0,738.7,766.9,0.3,85,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.0,,,1500-2000,,,4.5,6.6,Trace of precipitation,12,,,,
02.03.2020 05:00,9.3,738.4,766.4,,83,Wind blowing from the east-northeast,3,,7,,Mist. ,,,8.8,15.0,,,,,,4.0,6.6,No precipitation,6,,,,
02.03.2020 02:00,9.6,739.5,767.6,,81,Wind blowing from the east-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,15.0,,,2500 or more  or no clouds.,,,4.8,6.5,No precipitation,12,,,,
01.03.2020 20:00,12.5,738.2,766.4,1.2,72,Wind blowing from the east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,15.0,,,1500-2000,,,6.0,7.6,No precipitation,12,,,,
01.03.2020 17:00,14.9,737.0,765.1,,67,Wind blowing from the east,1,,,100%., ,,,,,,,1500-2000,,,9.0,8.8,,,,,,
01.03.2020 14:00,13.8,737.9,766.0,-0.9,75,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.9,,,2500 or more  or no clouds.,,,6.0,9.5,No precipitation,12,,,,
01.03.2020 11:00,10.6,738.8,767.2,,100,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,10.6,,,1500-2000,,,4.1,10.6,No precipitation,6,,,,
01.03.2020 08:00,8.9,737.8,766.1,,100,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,1.6,8.9,,,,,,
01.03.2020 02:00,9.0,735.7,764.0,,100,Wind blowing from the east-southeast,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.4,,,2500 or more  or no clouds.,,,2.9,9.0,6.0,12,,,,
29.02.2020 20:00,8.9,734.7,763.0,1.1,100,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,9.4,,,300-600,,,3.0,8.9,4.0,12,,,,
29.02.2020 17:00,9.2,733.6,761.9,,100,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,11.6,,,300-600,,,3.0,9.2,2.0,6,,,,
29.02.2020 14:00,9.1,733.9,762.2,-1.9,100,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,,,,300-600,,,2.7,9.1,3.0,12,,,,
29.02.2020 11:00,8.4,735.8,764.2,,100,Wind blowing from the north-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,,,,300-600,,,3.4,8.4,2.0,6,,,,
29.02.2020 08:00,7.8,734.9,763.2,0.4,100,Wind blowing from the east-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,300-600,,,3.0,7.8,0.4,12,,,,
29.02.2020 05:00,8.0,734.5,762.6,,100,Wind blowing from the east-northeast,1,,6,,Mist. ,,,7.9,12.6,,,,,,3.0,8.0,No precipitation,6,,,,
29.02.2020 02:00,8.0,735.9,764.1,,100,Wind blowing from the east-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.6,,,2500 or more  or no clouds.,,,4.3,8.0,No precipitation,12,,,,
28.02.2020 20:00,9.1,735.7,763.9,0.7,100,Wind blowing from the east-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.7,,,1500-2000,,,4.4,9.1,No precipitation,12,,,,
