Local time in Karamay,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 20:00,14.1,727.1,767.8,-0.2,19,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.6,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
16.03.2020 17:00,15.1,727.3,767.9,,19,Wind blowing from the east,2,,,20–30%., ,,,3.3,15.3,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,6,,,,
16.03.2020 14:00,13.0,729.0,769.7,-0.7,21,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,13.0,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
16.03.2020 11:00,9.0,729.7,770.6,,27,Wind blowing from the east-southeast,1,,5,20–30%., ,,,3.3,12.7,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,6,,,,
16.03.2020 08:00,3.5,729.4,770.4,0.3,35,Wind blowing from the north-northwest,4,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.7,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
16.03.2020 05:00,4.2,729.1,769.9,,33,Wind blowing from the north-west,3,,5,, ,,,1.4,12.7,,,,,,30.0,-10.6,No precipitation,6,,,,
16.03.2020 02:00,5.3,729.7,770.7,-0.3,31,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.7,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
15.03.2020 23:00,6.9,730.0,771.2,,30,Wind blowing from the north-northwest,3,,5,, ,,,1.4,12.7,,,,,,30.0,-9.5,No precipitation,6,,,,
15.03.2020 20:00,11.6,729.6,770.8,-0.1,21,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.7,,,,,,30.0,-10.0,No precipitation,12,,,,
15.03.2020 17:00,12.2,729.7,770.7,,17,Wind blowing from the east,2,,,no clouds, ,,,1.4,12.5,,,,,,30.0,-12.1,No precipitation,6,,,,
15.03.2020 14:00,9.6,731.5,772.8,-0.3,22,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.9,,,,,,30.0,-11.1,No precipitation,12,,,,
15.03.2020 11:00,7.0,731.8,773.2,,28,Wind blowing from the east-northeast,1,,,20–30%., ,,,1.4,10.9,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,6,,,,
15.03.2020 08:00,1.5,730.9,772.3,,42,Wind blowing from the north-northwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,10.9,,,,,,30.0,-10.3,No precipitation,12,,,,
15.03.2020 02:00,3.7,730.1,771.4,,36,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,-1.2,10.9,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
14.03.2020 20:00,9.5,728.7,770.2,0.3,19,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,10.9,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
14.03.2020 17:00,10.3,728.4,769.6,,18,Wind blowing from the south,2,,6,20–30%., ,,,-1.2,10.3,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
14.03.2020 14:00,8.3,729.7,771.1,,19,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.9,,,,,,30.0,-14.0,No precipitation,12,,,,
14.03.2020 08:00,-0.6,729.4,771.0,0.4,34,Wind blowing from the north-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
14.03.2020 05:00,1.4,729.0,770.3,,32,Wind blowing from the north-west,3,,6,, ,,,-1.9,8.9,,,,,,30.0,-13.5,No precipitation,6,,,,
14.03.2020 02:00,2.3,729.6,771.1,-0.4,30,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.9,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
13.03.2020 23:00,3.1,730.0,771.7,,25,Wind blowing from the north-northwest,2,,5,, ,,,-1.9,8.9,,,,,,30.0,-15.0,No precipitation,6,,,,
13.03.2020 20:00,7.5,730.0,771.7,-0.3,15,Wind blowing from the east-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.9,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
13.03.2020 17:00,8.9,730.3,772.0,,15,Wind blowing from the east,2,,,20–30%., ,,,-1.9,8.9,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
13.03.2020 14:00,5.8,731.9,773.8,,23,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,5.8,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
13.03.2020 11:00,3.0,733.1,775.2,,31,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,-1.9,4.7,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,6,,,,
13.03.2020 08:00,-1.3,732.8,775.0,-0.2,47,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.7,,,,,,30.0,-11.2,No precipitation,12,,,,
13.03.2020 05:00,-1.0,733.0,775.1,,46,Wind blowing from the north-northwest,2,,6,, ,,,-2.9,4.7,,,,,,30.0,-11.4,No precipitation,6,,,,
13.03.2020 02:00,-0.5,734.1,776.4,-0.9,42,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.7,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
12.03.2020 23:00,0.6,735.0,777.4,,41,Wind blowing from the north-west,2,,8,, ,,,-2.9,4.7,,,,,,30.0,-11.4,No precipitation,6,,,,
12.03.2020 20:00,3.8,734.8,777.2,-0.1,34,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.9,,,,,,30.0,-10.6,No precipitation,12,,,,
12.03.2020 17:00,4.1,734.9,777.2,,34,Wind blowing from the east-northeast,3,,8,no clouds, ,,,-2.9,6.9,,,,,,30.0,-10.4,No precipitation,6,,,,
12.03.2020 14:00,2.4,736.2,778.6,-0.5,38,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.9,,,,,,30.0,-10.5,No precipitation,12,,,,
12.03.2020 11:00,-0.3,736.7,779.2,,45,Wind blowing from the east-northeast,4,,7,no clouds, ,,,-2.9,6.9,,,,,,30.0,-10.8,No precipitation,6,,,,
12.03.2020 08:00,-2.9,735.7,778.1,0.9,57,Wind blowing from the north-northeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.9,,,2000-2500,,,30.0,-10.4,No precipitation,12,,,,
12.03.2020 05:00,-2.1,734.8,777.0,,57,Wind blowing from the north-northeast,2,,7,, ,,,-2.1,6.9,,,,,,30.0,-9.5,No precipitation,6,,,,
12.03.2020 02:00,-0.9,733.8,776.0,1.1,58,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.9,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
11.03.2020 23:00,1.3,732.7,774.9,,48,Wind blowing from the east-northeast,3,,7,, ,,,-1.4,6.9,,,,,,30.0,-8.5,No precipitation,6,,,,
11.03.2020 20:00,4.9,730.6,772.5,1.1,37,Wind blowing from the east-northeast,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.9,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,12,,,,
11.03.2020 17:00,6.0,729.5,771.3,,34,Wind blowing from the east-northeast,2,,5,10%  or less  but not 0, ,,,-1.4,6.0,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,6,,,,
11.03.2020 14:00,3.3,730.0,772.1,-0.3,42,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,4.9,,,2500 or more  or no clouds.,,,30.0,-8.4,No precipitation,12,,,,
11.03.2020 11:00,0.2,730.3,772.4,,54,Wind blowing from the east-northeast,2,,5,70 – 80%., ,,,-2.1,,,,2000-2500,,,30.0,-8.2,No precipitation,6,,,,
11.03.2020 08:00,-0.6,728.8,770.7,0.7,60,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.9,,,2000-2500,,,30.0,-7.4,No precipitation,12,,,,
11.03.2020 05:00,-0.4,728.1,769.9,,62,Calm  no wind,0,,,, ,,,-7.0,4.9,,,,,,30.0,-6.8,No precipitation,6,,,,
11.03.2020 02:00,-1.1,728.1,770.2,0.1,64,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.9,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
10.03.2020 23:00,1.0,728.0,770.2,,56,Wind blowing from the south-west,1,,7,, ,,,-7.0,4.9,,,,,,30.0,-7.0,No precipitation,6,,,,
10.03.2020 20:00,3.3,727.1,769.4,-0.1,41,Wind blowing from the south-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.9,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
10.03.2020 17:00,4.4,727.2,769.3,,34,Wind blowing from the south-southeast,4,,7,20–30%., ,,,-7.0,4.4,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,6,,,,
10.03.2020 14:00,0.9,729.0,771.4,-1.0,40,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.2,,,,,,30.0,-11.2,No precipitation,12,,,,
10.03.2020 11:00,-2.1,730.0,772.6,,43,Calm  no wind,0,,,no clouds, ,,,-7.0,1.2,,,,,,30.0,-13.0,No precipitation,6,,,,
10.03.2020 08:00,-6.2,729.9,772.6,-0.6,61,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.2,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
10.03.2020 05:00,-5.1,730.5,773.1,,54,Wind blowing from the north-northwest,2,,4,, ,,,-8.1,1.2,,,,,,30.0,-13.0,No precipitation,6,,,,
10.03.2020 02:00,-4.4,732.1,774.9,,52,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.2,,,2500 or more  or no clouds.,,,29.0,-12.8,No precipitation,12,,,,
09.03.2020 20:00,-0.1,734.1,777.1,-1.0,36,Wind blowing from the east-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.2,,,2500 or more  or no clouds.,,,29.0,-13.4,No precipitation,12,,,,
09.03.2020 17:00,0.3,735.1,778.1,,31,Wind blowing from the south-east,1,,6,no clouds, ,,,-8.1,0.3,,,,,,30.0,-14.9,No precipitation,6,,,,
09.03.2020 14:00,-2.0,737.2,780.6,-1.5,32,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-1.9,,,2500 or more  or no clouds.,,,26.0,-16.5,No precipitation,12,,,,
09.03.2020 11:00,-4.9,738.7,782.2,,53,Wind blowing from the east-northeast,1,,3,20–30%., ,,,-9.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
09.03.2020 08:00,-7.6,738.4,782.0,-0.6,54,Wind blowing from the north-northwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.5,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
09.03.2020 05:00,-7.3,739.0,782.5,,52,Wind blowing from the north-northwest,2,,5,, ,,,-10.6,-2.5,,,,,,30.0,-15.5,No precipitation,6,,,,
09.03.2020 02:00,-7.4,740.2,784.1,-1.0,62,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.5,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
08.03.2020 23:00,-5.6,741.2,785.3,,43,Calm  no wind,0,,,, ,,,-10.6,-2.5,,,,,,30.0,-16.2,No precipitation,6,,,,
08.03.2020 20:00,-3.3,741.4,785.3,-0.6,31,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.5,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
08.03.2020 17:00,-3.1,742.0,785.6,,31,Wind blowing from the east-southeast,3,,,20–30%., ,,,-10.6,-0.1,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
08.03.2020 14:00,-5.4,743.2,787.1,-0.2,42,Wind blowing from the east-northeast,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.2,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
08.03.2020 11:00,-9.2,743.4,787.6,,54,Wind blowing from the south-southwest,3,,16,no clouds, ,,,-10.6,,,,,,,17.0,-16.8,No precipitation,6,,,,
08.03.2020 08:00,-9.3,741.7,785.8,2.2,48,Wind blowing from the east-northeast,3,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,2.4,,,2000-2500,,,30.0,-18.3,No precipitation,12,,,,
08.03.2020 05:00,-6.3,739.5,782.8,,29,Wind blowing from the north-east,1,,18,, ,,,-6.6,3.9,,,,,,30.0,-21.4,No precipitation,6,,,,
08.03.2020 02:00,-6.5,737.1,780.1,2.0,33,Wind blowing from the west-northwest,4,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.9,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
07.03.2020 23:00,-5.6,735.1,778.0,,35,Wind blowing from the north-west,7,,19,, ,,,-5.9,5.6,,,,,,30.0,-18.6,No precipitation,6,,,,
07.03.2020 20:00,-4.0,733.9,776.5,5.6,27,Wind blowing from the west-northwest,7,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.7,,,2000-2500,,,30.0,-20.3,No precipitation,12,,,,
07.03.2020 17:00,-0.1,728.3,770.2,,27,Wind blowing from the west-northwest,6,,19,90  or more  but not 100%, ,,,-0.1,5.7,,,2000-2500,,,30.0,-16.9,No precipitation,6,,,,
07.03.2020 14:00,1.2,726.9,768.4,1.4,30,Wind blowing from the north-west,7,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.7,,,2000-2500,,,30.0,-14.5,No precipitation,12,,,,
07.03.2020 11:00,2.0,725.5,766.9,,35,Wind blowing from the north-west,7,,17,90  or more  but not 100%, ,,,0.9,5.7,,,2000-2500,,,30.0,-11.9,No precipitation,6,,,,
07.03.2020 08:00,2.1,723.8,765.1,0.5,44,Wind blowing from the west-northwest,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,5.7,,,2000-2500,,,30.0,-8.9,No precipitation,12,,,,
07.03.2020 05:00,3.9,723.3,764.5,,46,Wind blowing from the north-west,5,,11,, ,,,,5.7,,,,,,30.0,-6.9,No precipitation,6,,,,
07.03.2020 02:00,4.8,723.6,764.8,0.2,49,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.7,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
06.03.2020 23:00,4.8,723.4,764.8,,65,Wind blowing from the west-southwest,4,,8,, ,,,-1.5,5.7,,,,,,30.0,-1.2,No precipitation,6,,,,
06.03.2020 20:00,5.6,722.5,763.9,0.8,70,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.7,,,2000-2500,,,30.0,0.4,Trace of precipitation,12,,,,
06.03.2020 17:00,4.7,721.7,763.1,,58,Wind blowing from the south,3,,4,90  or more  but not 100%, ,,,-1.5,5.2,,,2000-2500,,,30.0,-2.9,No precipitation,6,,,,
06.03.2020 14:00,2.4,722.5,763.9,0.4,63,Wind blowing from the south-west,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,4.8,,,2000-2500,,,30.0,-4.1,No precipitation,12,,,,
06.03.2020 11:00,0.9,722.1,763.7,,68,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,-1.5,4.8,,,2000-2500,,,30.0,-4.5,No precipitation,6,,,,
06.03.2020 08:00,-1.1,721.6,763.1,0.0,75,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,4.8,,,2500 or more  or no clouds.,,,26.0,-5.0,No precipitation,12,,,,
06.03.2020 05:00,-0.4,721.6,763.0,,69,Wind blowing from the north-northwest,2,,5,, ,,,-2.4,4.8,,,,,,30.0,-5.4,No precipitation,6,,,,
06.03.2020 02:00,1.1,722.2,763.7,-0.9,63,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,4.8,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
05.03.2020 23:00,1.1,723.1,764.9,,63,Wind blowing from the north-west,2,,7,, ,,,-2.4,4.8,,,,,,30.0,-5.2,No precipitation,6,,,,
05.03.2020 20:00,3.8,723.4,765.1,-0.9,50,Wind blowing from the east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.6,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
05.03.2020 17:00,4.4,724.3,766.0,,45,Wind blowing from the east-northeast,2,,7,no clouds, ,,,-2.4,9.9,,,,,,30.0,-6.5,No precipitation,6,,,,
05.03.2020 14:00,2.4,726.4,768.2,-1.8,48,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,2000-2500,,,30.0,-7.5,No precipitation,12,,,,
05.03.2020 11:00,-0.4,728.2,770.0,,71,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,-2.4,9.9,,,2000-2500,,,30.0,-5.0,No precipitation,6,,,,
05.03.2020 08:00,-1.9,728.0,769.7,0.1,71,Wind blowing from the north-east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,9.9,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
05.03.2020 05:00,-1.9,727.9,769.4,,71,Wind blowing from the north,1,,8,, ,,,-1.9,9.9,,,,,,30.0,-6.5,No precipitation,6,,,,
05.03.2020 02:00,0.0,728.2,769.9,0.2,70,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,9.9,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
04.03.2020 23:00,3.6,728.0,769.5,,61,Wind blowing from the north-east,3,,11,, ,,,1.3,9.9,,,,,,30.0,-3.4,No precipitation,6,,,,
04.03.2020 20:00,6.6,726.4,767.5,1.1,28,Wind blowing from the west-northwest,2,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.9,,,2000-2500,,,30.0,-10.6,No precipitation,12,,,,
04.03.2020 17:00,9.6,725.3,766.1,,36,Wind blowing from the south,4,,11,20–30%., ,,,1.3,9.7,,,2500 or more  or no clouds.,,,30.0,-4.7,No precipitation,6,,,,
04.03.2020 14:00,6.4,726.5,767.8,0.5,44,Wind blowing from the south-west,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.8,,,2000-2500,,,30.0,-5.0,No precipitation,12,,,,
04.03.2020 11:00,4.6,726.0,767.4,,43,Wind blowing from the west-northwest,6,,11,90  or more  but not 100%, ,,,1.3,7.8,,,2000-2500,,,30.0,-6.9,No precipitation,6,,,,
04.03.2020 08:00,4.7,724.6,765.6,1.7,51,Wind blowing from the north-west,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.8,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
04.03.2020 05:00,5.2,722.9,763.8,,51,Wind blowing from the north,2,,8,, ,,,-2.0,7.8,,,,,,30.0,-4.1,No precipitation,6,,,,
04.03.2020 02:00,2.6,723.1,764.3,-0.7,64,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.8,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
03.03.2020 23:00,2.6,723.8,765.4,,68,Wind blowing from the north-west,2,,4,, ,,,-2.0,7.8,,,,,,30.0,-2.7,No precipitation,6,,,,
03.03.2020 20:00,6.4,723.4,764.8,-0.1,50,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.8,,,2000-2500,,,30.0,-3.3,No precipitation,12,,,,
03.03.2020 17:00,7.1,723.5,764.8,,47,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,-2.0,7.4,,,2500 or more  or no clouds.,,,30.0,-3.7,No precipitation,6,,,,
03.03.2020 14:00,4.7,725.2,766.8,-1.2,57,Wind blowing from the south-east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.4,,,2500 or more  or no clouds.,,,30.0,-3.3,No precipitation,12,,,,
03.03.2020 11:00,1.7,726.4,768.1,,64,Calm  no wind,0,,,20–30%., ,,,-2.0,,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,6,,,,
03.03.2020 08:00,-1.1,725.7,767.3,0.1,69,Wind blowing from the north-west,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.4,,,2500 or more  or no clouds.,,,30.0,-6.2,No precipitation,12,,,,
03.03.2020 05:00,-0.7,725.6,767.1,,70,Wind blowing from the north-west,3,,5,, ,,,-3.0,7.4,,,,,,30.0,-5.5,No precipitation,6,,,,
03.03.2020 02:00,0.0,726.2,767.8,-0.6,69,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.4,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
