Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.03.2020 20:00,10.5,739.2,769.8,0.5,28,Wind blowing from the north-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,12.2,,,,,,30.0,-7.2,No precipitation,12,,,,
14.03.2020 17:00,11.8,738.7,769.2,,27,Wind blowing from the east-northeast,3,,5,no clouds, ,,,-3.2,12.2,,,,,,22.0,-6.6,No precipitation,6,,,,
14.03.2020 14:00,8.0,740.4,771.1,-0.9,34,Wind blowing from the south-west,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,8.8,,,2500 or more  or no clouds.,,,23.0,-6.9,No precipitation,12,,,,
14.03.2020 11:00,3.0,741.3,772.1,,50,Wind blowing from the south-southwest,3,,5,20–30%., ,,,-3.2,8.8,,,2500 or more  or no clouds.,,,13.0,-6.4,No precipitation,6,,,,
14.03.2020 08:00,-2.2,740.3,771.1,0.4,66,Wind blowing from the south-southeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,8.8,,,1500-2000,,,22.0,-7.7,No precipitation,12,,,,
14.03.2020 05:00,-0.9,739.9,770.5,,63,Wind blowing from the south-east,2,,5,, ,,,-1.4,8.8,,,,,,20.0,-7.1,No precipitation,6,,,,
14.03.2020 02:00,0.5,740.6,771.4,,56,Wind blowing from the south-southeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.8,,,2500 or more  or no clouds.,,,21.0,-7.3,No precipitation,12,,,,
13.03.2020 20:00,7.2,741.4,772.1,0.1,35,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.8,,,,,,8.0,-7.2,No precipitation,12,,,,
13.03.2020 17:00,8.2,741.3,771.9,,33,Wind blowing from the south-east,2,,5,no clouds, ,,,0.1,8.5,,,,,,22.0,-7.1,No precipitation,6,,,,
13.03.2020 14:00,6.1,743.1,774.0,,39,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.1,,,1500-2000,,,25.0,-7.1,No precipitation,12,,,,
13.03.2020 11:00,2.4,743.8,774.9,,51,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,-0.4,,,,1500-2000,,,24.0,-6.7,No precipitation,6,,,,
13.03.2020 08:00,0.9,743.4,774.3,0.1,57,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.1,,,1500-2000,,,27.0,-6.7,No precipitation,12,,,,
13.03.2020 05:00,1.4,743.3,774.1,,57,Wind blowing from the south,3,,5,, ,,,-4.9,7.1,,,,,,22.0,-6.4,No precipitation,6,,,,
13.03.2020 02:00,0.4,744.4,775.4,,56,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.1,,,2500 or more  or no clouds.,,,19.0,-7.4,No precipitation,12,,,,
12.03.2020 20:00,5.8,744.6,775.8,,40,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.1,,,1500-2000,,,27.0,-6.8,No precipitation,12,,,,
12.03.2020 17:00,6.2,744.7,775.9,,39,Wind blowing from the east,2,,6,no clouds, ,,,-4.9,10.2,,,,,,20.0,-6.7,No precipitation,6,,,,
12.03.2020 14:00,3.4,746.2,777.4,-0.6,48,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.2,,,,,,21.0,-6.8,No precipitation,12,,,,
12.03.2020 11:00,-0.3,746.8,778.0,,61,Wind blowing from the south-west,4,,6,no clouds, ,,,-4.9,,,,,,,30.0,-6.9,No precipitation,6,,,,
12.03.2020 08:00,-4.5,745.6,776.8,1.6,64,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,10.2,,,,,,30.0,-10.3,No precipitation,12,,,,
12.03.2020 05:00,-3.6,744.0,775.0,,54,Wind blowing from the south,1,,8,, ,,,-3.6,10.2,,,,,,30.0,-11.6,No precipitation,6,,,,
12.03.2020 02:00,-0.2,743.0,773.8,,52,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.2,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
11.03.2020 20:00,7.2,740.5,771.2,0.5,29,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.2,,,,,,30.0,-9.6,No precipitation,12,,,,
11.03.2020 17:00,9.5,740.0,770.5,,24,Wind blowing from the north-northeast,2,,6,no clouds, ,,,0.3,9.5,,,,,,28.0,-10.1,No precipitation,6,,,,
11.03.2020 14:00,7.0,741.0,771.7,-0.5,30,Wind blowing from the north-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.3,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
11.03.2020 11:00,2.3,741.5,772.4,,47,Wind blowing from the east,2,,8,90  or more  but not 100%, ,,,,,,,1500-2000,,,26.0,-8.1,No precipitation,6,,,,
11.03.2020 08:00,1.2,740.3,771.0,0.7,47,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,7.3,,,1500-2000,,,30.0,-8.9,No precipitation,12,,,,
11.03.2020 05:00,1.5,739.6,770.2,,49,Wind blowing from the east-northeast,4,,8,, ,,,-9.1,7.3,,,,,,30.0,-8.1,No precipitation,6,,,,
11.03.2020 02:00,1.6,739.0,769.8,,46,Wind blowing from the east-northeast,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.3,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
10.03.2020 20:00,7.0,737.8,769.0,-0.6,23,Wind blowing from the east,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.3,,,,,,21.0,-12.7,No precipitation,12,,,,
10.03.2020 17:00,6.5,738.4,769.5,,29,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-9.1,6.7,,,,,,15.0,-10.3,No precipitation,6,,,,
10.03.2020 14:00,2.3,740.4,771.7,-1.1,37,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,3.6,,,,,,15.0,-10.9,No precipitation,12,,,,
10.03.2020 11:00,-2.5,741.5,772.9,,52,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-9.1,3.6,,,,,,18.0,-11.2,No precipitation,6,,,,
10.03.2020 08:00,-8.1,741.0,772.6,-0.7,67,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.6,,,2500 or more  or no clouds.,,,18.0,-13.3,No precipitation,12,,,,
10.03.2020 05:00,-6.1,741.7,773.1,,59,Wind blowing from the south-southeast,1,,4,, ,,,-10.3,3.6,,,,,,18.0,-12.8,No precipitation,6,,,,
10.03.2020 02:00,-4.6,743.2,774.7,,52,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.6,,,2500 or more  or no clouds.,,,17.0,-13.0,No precipitation,12,,,,
09.03.2020 20:00,1.5,744.4,776.2,-1.0,35,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.6,,,,,,18.0,-12.3,No precipitation,12,,,,
09.03.2020 17:00,2.4,745.4,777.1,,31,Wind blowing from the north,2,,5,no clouds, ,,,-10.3,2.4,,,,,,16.0,-13.0,No precipitation,6,,,,
09.03.2020 14:00,-0.1,748.0,779.8,-1.7,41,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,1.8,,,,,,13.0,-11.8,No precipitation,12,,,,
09.03.2020 11:00,-5.4,749.7,781.9,,66,Wind blowing from the west-southwest,3,,5,no clouds, ,,,-10.3,,,,,,,16.0,-10.9,No precipitation,6,,,,
09.03.2020 08:00,-8.7,749.7,781.8,-1.6,59,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.8,,,,,,16.0,-15.3,No precipitation,12,,,,
09.03.2020 05:00,-7.2,750.1,781.9,,53,Wind blowing from the south-southwest,3,,8,, ,,,-9.8,1.8,,,,,,16.0,-15.2,No precipitation,6,,,,
09.03.2020 02:00,-6.5,751.3,783.4,,45,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.8,,,2500 or more  or no clouds.,,,15.0,-16.5,No precipitation,12,,,,
08.03.2020 20:00,-0.4,751.9,784.1,0.0,28,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.8,,,,,,14.0,-16.7,No precipitation,12,,,,
08.03.2020 17:00,1.1,751.9,784.0,,29,Wind blowing from the north-east,4,,7,no clouds, ,,,-9.8,1.3,,,,,,19.0,-15.0,No precipitation,6,,,,
08.03.2020 14:00,-1.2,753.6,785.8,-0.8,42,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-0.9,,,,,,15.0,-12.5,No precipitation,12,,,,
08.03.2020 11:00,-6.6,754.4,786.9,,53,Wind blowing from the north-east,2,,7,no clouds, ,,,-9.8,,,,,,,27.0,-14.8,No precipitation,6,,,,
08.03.2020 08:00,-9.4,753.6,786.1,1.7,62,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,0.0,,,1500-2000,,,30.0,-15.5,Trace of precipitation,12,,,,
08.03.2020 05:00,-7.4,751.9,784.2,,54,Wind blowing from the east-northeast,3,,11,, ,,,-7.5,1.3,,,,,,28.0,-15.1,No precipitation,6,,,,
08.03.2020 02:00,-7.0,751.3,783.4,,62,Wind blowing from the east-northeast,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,3.6,,,2500 or more  or no clouds.,,,18.0,-13.2,No precipitation,12,,,,
07.03.2020 20:00,-5.2,746.5,778.2,3.3,50,Wind blowing from the south-southeast,3,,18,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,6.9,,,1500-2000,,,5.0,-14.2,No precipitation,12,,,,
07.03.2020 17:00,-3.0,743.2,774.6,,45,Wind blowing from the south-west,3,,18,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,,,,1500-2000,,,2.8,-13.3,No precipitation,6,,,,
07.03.2020 14:00,-2.4,741.3,772.4,1.8,45,Wind blowing from the north-northeast,6,,18,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,8.4,,,1500-2000,,,1.9,-12.7,No precipitation,12,,,,
07.03.2020 11:00,-1.3,739.5,770.5,,55,Wind blowing from the north-east,6,,11,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.4,,,1500-2000,,,6.0,-9.2,No precipitation,6,,,,
07.03.2020 08:00,-0.4,736.9,767.5,1.0,63,Wind blowing from the east-northeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.4,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
07.03.2020 05:00,1.3,735.9,766.3,,79,Wind blowing from the east,5,,8,, ,,,1.0,8.4,,,,,,30.0,-1.9,No precipitation,6,,,,
07.03.2020 02:00,3.1,735.6,766.0,,73,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.4,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
06.03.2020 20:00,6.9,734.1,764.5,1.0,53,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.4,,,1500-2000,,,30.0,-2.0,No precipitation,12,,,,
06.03.2020 17:00,7.0,733.1,763.5,,52,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,1.0,7.3,,,1500-2000,,,17.0,-2.4,No precipitation,6,,,,
06.03.2020 14:00,5.1,733.6,764.0,0.4,57,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.3,,,1500-2000,,,16.0,-2.7,No precipitation,12,,,,
06.03.2020 11:00,2.5,733.2,763.7,,69,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%, ,,,-1.4,,,,1500-2000,,,15.0,-2.6,No precipitation,6,,,,
06.03.2020 08:00,1.5,732.7,763.0,0.3,68,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,7.3,,,1500-2000,,,19.0,-3.8,No precipitation,12,,,,
06.03.2020 05:00,1.5,732.4,762.7,,65,Wind blowing from the south-west,2,,4,, ,,,-5.6,7.3,,,,,,18.0,-4.4,No precipitation,6,,,,
06.03.2020 02:00,2.8,733.2,763.6,,61,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.3,,,2500 or more  or no clouds.,,,20.0,-4.0,No precipitation,12,,,,
05.03.2020 20:00,5.9,733.9,764.6,-0.2,47,Wind blowing from the west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,7.3,,,2500 or more  or no clouds.,,,17.0,-4.8,No precipitation,12,,,,
05.03.2020 17:00,6.5,734.1,764.6,,44,Wind blowing from the west,2,,6,no clouds, ,,,-5.6,8.1,,,,,,17.0,-4.9,No precipitation,6,,,,
05.03.2020 14:00,3.5,736.6,767.4,-1.3,53,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,8.2,,,,,,19.0,-5.2,No precipitation,12,,,,
05.03.2020 11:00,-1.4,737.9,768.9,,71,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-5.6,8.2,,,,,,24.0,-6.0,No precipitation,6,,,,
05.03.2020 08:00,-4.5,737.2,768.1,-0.2,79,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.2,,,1500-2000,,,22.0,-7.7,No precipitation,12,,,,
05.03.2020 05:00,-0.7,737.4,768.0,,70,Wind blowing from the east,2,,7,, ,,,-1.6,8.2,,,,,,27.0,-5.5,No precipitation,6,,,,
05.03.2020 02:00,0.0,738.5,769.2,,67,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.2,,,2500 or more  or no clouds.,,,30.0,-5.4,No precipitation,12,,,,
04.03.2020 20:00,5.8,737.8,768.4,0.5,48,Wind blowing from the east,5,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.2,,,1500-2000,,,30.0,-4.4,No precipitation,12,,,,
04.03.2020 17:00,7.9,737.3,768.0,,42,Wind blowing from the north-northeast,4,,8,20–30%., ,,,-2.0,9.7,,,1500-2000,,,15.0,-4.2,No precipitation,6,,,,
04.03.2020 14:00,6.7,738.1,768.7,0.1,53,Wind blowing from the east-northeast,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.7,,,1500-2000,,,30.0,-2.2,No precipitation,12,,,,
04.03.2020 11:00,3.0,738.0,768.7,,67,Wind blowing from the east-southeast,5,,7,90  or more  but not 100%, ,,,-2.0,9.7,,,1500-2000,,,29.0,-2.7,No precipitation,6,,,,
04.03.2020 08:00,1.1,736.4,766.9,1.1,76,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.7,,,1500-2000,,,21.0,-2.7,No precipitation,12,,,,
04.03.2020 05:00,-1.5,735.3,765.8,,80,Wind blowing from the north-west,1,,6,, ,,,-5.0,9.7,,,,,,14.0,-4.5,No precipitation,6,,,,
04.03.2020 02:00,1.8,734.8,765.3,,70,Wind blowing from the east-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.7,,,2500 or more  or no clouds.,,,15.0,-3.1,No precipitation,12,,,,
03.03.2020 20:00,6.5,734.7,765.4,0.6,51,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.7,,,1500-2000,,,24.0,-2.9,No precipitation,12,,,,
03.03.2020 17:00,8.7,734.1,764.6,,42,Wind blowing from the south-west,2,,5,70 – 80%., ,,,-5.0,8.8,,,2500 or more  or no clouds.,,,19.0,-3.5,No precipitation,6,,,,
03.03.2020 14:00,5.9,735.8,766.5,-1.2,52,Wind blowing from the south-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,7.8,,,2500 or more  or no clouds.,,,17.0,-3.2,No precipitation,12,,,,
03.03.2020 11:00,-0.3,737.0,768.0,,75,Wind blowing from the west,1,,4,70 – 80%., ,,,-5.0,,,,2500 or more  or no clouds.,,,12.0,-4.2,No precipitation,6,,,,
03.03.2020 08:00,-3.4,736.4,767.2,0.1,82,Wind blowing from the south-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,7.8,,,2500 or more  or no clouds.,,,10.0,-6.0,No precipitation,12,,,,
03.03.2020 05:00,-2.8,736.3,766.9,,80,Wind blowing from the south-southwest,2,,7,, ,,,-3.2,7.8,,,,,,12.0,-5.8,No precipitation,6,,,,
03.03.2020 02:00,-1.3,737.1,767.8,,75,Wind blowing from the south-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.8,,,2500 or more  or no clouds.,,,13.0,-5.3,No precipitation,12,,,,
02.03.2020 20:00,6.1,737.5,768.1,-0.1,48,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.8,,,,,,17.0,-4.1,No precipitation,12,,,,
02.03.2020 17:00,7.3,737.6,768.4,,45,Wind blowing from the south-east,2,,4,no clouds, ,,,-2.8,7.4,,,,,,19.0,-4.1,No precipitation,6,,,,
02.03.2020 14:00,5.0,739.5,770.3,-1.0,51,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.0,,,1500-2000,,,21.0,-4.3,No precipitation,12,,,,
02.03.2020 11:00,1.7,740.5,771.5,,70,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,-2.8,7.0,,,1500-2000,,,18.0,-3.2,No precipitation,6,,,,
02.03.2020 08:00,0.2,740.1,770.9,-0.6,72,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.0,,,1500-2000,,,19.0,-4.4,No precipitation,12,,,,
02.03.2020 05:00,-2.6,740.7,771.7,,78,Wind blowing from the south-southeast,4,,4,, ,,,-2.8,7.0,,,,,,16.0,-5.9,No precipitation,6,,,,
02.03.2020 02:00,-0.1,742.1,773.2,,71,Wind blowing from the south-southeast,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.0,,,2500 or more  or no clouds.,,,20.0,-4.7,No precipitation,12,,,,
01.03.2020 20:00,5.5,741.8,772.6,-0.5,49,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.0,,,1500-2000,,,27.0,-4.4,No precipitation,12,,,,
01.03.2020 17:00,6.0,742.3,773.1,,51,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%, ,,,1.6,7.1,,,1500-2000,,,25.0,-3.4,No precipitation,6,,,,
01.03.2020 14:00,2.7,744.1,775.1,-0.3,70,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,1500-2000,,,20.0,-2.2,No precipitation,12,,,,
01.03.2020 11:00,1.9,744.4,775.3,,71,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%, ,,,0.8,,,,1500-2000,,,15.0,-2.8,No precipitation,6,,,,
01.03.2020 08:00,2.2,743.5,774.4,0.1,69,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,1500-2000,,,17.0,-2.9,No precipitation,12,,,,
01.03.2020 05:00,2.6,743.4,774.1,,67,Wind blowing from the west-southwest,1,,5,, ,,,-5.4,7.7,,,,,,23.0,-2.9,No precipitation,6,,,,
01.03.2020 02:00,3.3,743.9,774.7,,67,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,2500 or more  or no clouds.,,,24.0,-2.4,No precipitation,12,,,,
29.02.2020 20:00,5.6,743.4,774.7,-0.2,54,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,1500-2000,,,29.0,-3.0,No precipitation,12,,,,
29.02.2020 17:00,7.2,743.6,774.7,,47,Wind blowing from the north-northeast,3,,6,40%., ,,,-5.4,7.9,,,1500-2000,,,30.0,-3.6,No precipitation,6,,,,
29.02.2020 14:00,5.0,745.5,776.7,-0.4,53,Wind blowing from the north,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,8.0,,,2500 or more  or no clouds.,,,30.0,-3.8,No precipitation,12,,,,
29.02.2020 11:00,0.8,745.9,777.1,,71,Wind blowing from the south,1,,4,20–30%., ,,,-5.4,8.0,,,2500 or more  or no clouds.,,,29.0,-4.0,No precipitation,6,,,,
29.02.2020 08:00,-5.2,745.0,776.3,,83,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.0,,,,,,26.0,-7.6,No precipitation,12,,,,
29.02.2020 05:00,-3.1,744.7,775.7,,82,Wind blowing from the south-east,2,,6,, ,,,-3.2,8.0,,,,,,26.0,-5.7,No precipitation,6,,,,
