Local time in East Ujimqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 14:00,9.1,684.0,758.2,-3.1,28,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.1,,,,,,30.0,-8.4,No precipitation,12,,,,
17.03.2020 11:00,2.4,687.1,762.3,,53,Wind blowing from the south-west,3,,8,no clouds, ,,,-4.8,6.9,,,,,,30.0,-6.4,No precipitation,6,,,,
17.03.2020 08:00,-2.9,688.0,763.8,,69,Wind blowing from the west,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.9,,,,,,30.0,-7.8,0.1,12,,,,
17.03.2020 05:00,-4.1,687.2,762.7,,69,Wind blowing from the west,3,,20,, ,,,-7.1,6.9,,,,,,30.0,-9.1,0.1,6,,,,
17.03.2020 02:00,-2.2,686.8,761.8,,68,Wind blowing from the west-northwest,4,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,6.9,,,2500 or more  or no clouds.,,,30.0,-7.3,0.1,12,,,,
16.03.2020 23:00,-0.2,686.5,761.4,,78,Wind blowing from the west-northwest,5,,,, ,,,-7.1,6.9,,,,,,24.0,-3.7,No precipitation,6,,,,
16.03.2020 20:00,2.3,686.3,762.1,,62,Wind blowing from the west-northwest,5,,20,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,6.9,,,2500 or more  or no clouds.,,,30.0,-4.4,Trace of precipitation,12,,,,
16.03.2020 17:00,4.6,685.1,760.6,,48,Wind blowing from the north-west,7,,17,70 – 80%., ,,,-7.1,6.9,,,1000-1500,,,30.0,-5.7,No precipitation,6,,,,
16.03.2020 14:00,5.9,684.6,759.6,0.5,40,Wind blowing from the north-west,6,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,5.9,,,1000-1500,,,30.0,-6.7,No precipitation,12,,,,
16.03.2020 11:00,3.8,684.1,759.4,,65,Wind blowing from the north-northwest,10,,14,20–30%., ,,,-7.1,4.1,,,2500 or more  or no clouds.,,,30.0,-2.2,No precipitation,6,,,,
16.03.2020 08:00,-4.6,683.5,760.0,,71,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,25.0,-9.2,No precipitation,12,,,,
16.03.2020 05:00,-5.7,682.6,758.3,,70,Wind blowing from the south-southeast,2,,7,, ,,,-13.2,1.8,,,,,,30.0,-10.3,No precipitation,6,,,,
16.03.2020 02:00,-3.9,685.3,761.1,,65,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.8,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
15.03.2020 23:00,-4.7,687.9,764.8,,62,Wind blowing from the south-east,4,,,, ,,,-13.2,1.8,,,,,,30.0,-10.9,No precipitation,6,,,,
15.03.2020 20:00,-4.3,689.8,767.8,,56,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.8,,,,,,30.0,-11.8,No precipitation,12,,,,
15.03.2020 17:00,1.3,690.5,767.9,,28,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-13.2,1.8,,,,,,30.0,-15.2,No precipitation,6,,,,
15.03.2020 14:00,0.4,692.0,769.1,,31,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,0.5,,,,,,30.0,-14.8,No precipitation,12,,,,
15.03.2020 11:00,-3.9,693.4,770.8,,37,Wind blowing from the north-west,1,,7,no clouds, ,,,-13.2,0.5,,,,,,30.0,-16.5,No precipitation,6,,,,
15.03.2020 08:00,-10.2,693.0,771.1,1.8,69,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,0.5,,,,,,16.0,-14.8,Trace of precipitation,12,,,,
15.03.2020 05:00,-11.2,691.2,768.9,,69,Wind blowing from the north-east,2,,7,, ,,,-11.2,0.5,,,,,,30.0,-15.9,No precipitation,6,,,,
15.03.2020 02:00,-7.2,689.8,766.6,,66,Wind blowing from the north-northeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,0.5,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
14.03.2020 23:00,-4.6,687.9,764.3,,74,Wind blowing from the north-west,2,,12,, ,,,-7.9,0.5,,,,,,30.0,-8.5,No precipitation,6,,,,
14.03.2020 20:00,-2.3,686.5,763.2,0.3,65,Wind blowing from the north-west,4,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,0.5,,,2500 or more  or no clouds.,,,30.0,-8.0,Trace of precipitation,12,,,,
14.03.2020 17:00,-0.2,686.2,762.5,,56,Wind blowing from the north-west,4,,12,90  or more  but not 100%, ,,,-7.9,0.5,,,1000-1500,,,30.0,-8.1,No precipitation,6,,,,
14.03.2020 14:00,0.4,686.2,762.1,-0.9,45,Wind blowing from the north-west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,1.8,,,2500 or more  or no clouds.,,,30.0,-10.4,Trace of precipitation,12,,,,
14.03.2020 11:00,-0.8,687.1,763.7,,49,Wind blowing from the north-west,7,,11,90  or more  but not 100%, ,,,-7.9,1.8,,,,,,30.0,-10.2,No precipitation,6,,,,
14.03.2020 08:00,-5.7,687.1,764.0,,68,Wind blowing from the west,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.8,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
14.03.2020 05:00,-5.3,686.8,763.1,,67,Wind blowing from the west,4,,,, ,,,-13.9,1.8,,,,,,30.0,-10.6,No precipitation,6,,,,
14.03.2020 02:00,-3.9,687.4,763.3,,63,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.8,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
13.03.2020 23:00,-7.0,688.5,765.4,,71,Calm  no wind,0,,,, ,,,-13.9,1.8,,,,,,30.0,-11.4,No precipitation,6,,,,
13.03.2020 20:00,-3.3,689.1,767.1,0.4,58,Wind blowing from the west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.8,,,,,,30.0,-10.4,No precipitation,12,,,,
13.03.2020 17:00,-0.4,688.7,766.5,,42,Wind blowing from the west-northwest,8,,,10%  or less  but not 0, ,,,-13.9,1.8,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,6,,,,
13.03.2020 14:00,1.5,688.7,766.0,,30,Wind blowing from the north-west,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.6,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
13.03.2020 11:00,-1.6,690.4,768.1,,33,Wind blowing from the west,7,,10,20–30%., ,,,-13.9,-1.4,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,6,,,,
13.03.2020 08:00,-11.7,691.9,771.1,-0.8,58,Wind blowing from the west-southwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-4.2,,,,,,30.0,-18.3,No precipitation,12,,,,
13.03.2020 05:00,-13.4,692.7,771.7,,65,Wind blowing from the south-west,2,,10,, ,,,-13.6,-4.2,,,,,,30.0,-18.6,No precipitation,6,,,,
13.03.2020 02:00,-12.3,693.8,772.6,-0.8,68,Wind blowing from the west-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-4.2,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
12.03.2020 23:00,-11.0,694.6,773.8,,63,Wind blowing from the west-southwest,2,,16,, ,,,-12.6,-4.2,,,,,,30.0,-16.7,No precipitation,6,,,,
12.03.2020 20:00,-9.1,694.2,773.6,,52,Wind blowing from the west-northwest,4,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-4.2,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
12.03.2020 17:00,-5.6,693.1,771.7,,36,Wind blowing from the north-west,6,,16,20–30%., ,,,-12.6,-0.5,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
12.03.2020 14:00,-4.7,692.5,770.3,-1.2,32,Wind blowing from the west-northwest,9,,16,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.7,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
12.03.2020 11:00,-7.6,693.7,772.0,,27,Wind blowing from the north-west,8,,13,no clouds, ,,,-12.6,1.7,,,,,,30.0,-23.4,No precipitation,6,,,,
12.03.2020 08:00,-11.3,693.1,771.6,2.6,52,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.7,,,,,,30.0,-19.4,No precipitation,12,,,,
12.03.2020 05:00,-10.5,690.5,768.1,,57,Wind blowing from the north-northwest,4,,11,, ,,,-12.0,1.7,,,,,,30.0,-17.4,No precipitation,6,,,,
12.03.2020 02:00,-6.9,688.6,765.1,1.4,61,Wind blowing from the north,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.7,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
11.03.2020 23:00,-6.2,687.2,764.2,,65,Wind blowing from the north-northwest,2,,10,, ,,,-12.0,1.7,,,,,,30.0,-11.7,No precipitation,6,,,,
11.03.2020 20:00,-4.5,685.6,763.2,,59,Wind blowing from the north-northwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.7,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
11.03.2020 17:00,-0.5,683.5,760.3,,39,Wind blowing from the north,5,,10,20–30%., ,,,-12.0,1.7,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,6,,,,
11.03.2020 14:00,0.8,681.9,758.4,,38,Wind blowing from the west,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,0.9,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
11.03.2020 11:00,-3.5,682.0,758.8,,46,Wind blowing from the south-west,2,,6,40%., ,,,-12.0,-1.9,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,6,,,,
11.03.2020 08:00,-10.4,682.3,759.9,,58,Wind blowing from the south-southeast,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.9,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
11.03.2020 05:00,-10.9,682.8,759.8,,66,Wind blowing from the south-east,2,,,, ,,,-12.5,-1.9,,,,,,30.0,-16.0,No precipitation,6,,,,
11.03.2020 02:00,-11.2,685.3,762.7,-1.3,69,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.9,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
10.03.2020 23:00,-9.5,686.6,764.4,,67,Wind blowing from the south-southwest,1,,11,, ,,,-12.5,-1.9,,,,,,19.0,-14.5,No precipitation,6,,,,
10.03.2020 20:00,-6.7,687.1,765.3,,56,Wind blowing from the east-northeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.9,,,,,,23.0,-14.0,No precipitation,12,,,,
10.03.2020 17:00,-2.5,687.3,765.1,,37,Wind blowing from the north-west,4,,11,no clouds, ,,,-12.5,-1.9,,,,,,30.0,-15.2,No precipitation,6,,,,
10.03.2020 14:00,-2.9,687.7,765.3,,39,Wind blowing from the west-northwest,6,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.7,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
10.03.2020 11:00,-6.0,688.9,766.5,,44,Wind blowing from the west,5,,11,no clouds, ,,,-12.5,-2.7,,,,,,30.0,-16.3,No precipitation,6,,,,
10.03.2020 08:00,-11.0,688.8,767.0,,60,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.7,,,,,,30.0,-17.4,Trace of precipitation,12,,,,
10.03.2020 05:00,-12.3,688.1,766.2,,77,Wind blowing from the west-northwest,5,,11,, ,,,-18.2,-2.7,,,,,,30.0,-15.5,No precipitation,6,,,,
10.03.2020 02:00,-11.0,687.7,765.4,,71,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.7,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
09.03.2020 20:00,-5.9,688.3,767.2,-0.9,55,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-2.7,,,,,,30.0,-13.5,No precipitation,12,,,,
09.03.2020 17:00,-3.8,689.2,768.1,,31,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-18.2,-2.7,,,,,,30.0,-18.5,No precipitation,6,,,,
09.03.2020 14:00,-3.6,690.5,769.1,-2.3,19,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-3.2,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
09.03.2020 11:00,-8.8,692.8,772.1,,43,Wind blowing from the south-southwest,2,,4,20–30%., ,,,-18.2,-3.1,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,6,,,,
09.03.2020 08:00,-15.2,693.4,773.2,0.3,68,Wind blowing from the west-southwest,0,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-3.1,,,2500 or more  or no clouds.,,,10.0,-19.8,No precipitation,12,,,,
09.03.2020 05:00,-16.8,693.1,772.6,,71,Wind blowing from the north-east,1,,8,, ,,,-16.8,-3.1,,,,,,30.0,-20.8,No precipitation,6,,,,
09.03.2020 02:00,-14.2,693.7,772.6,,64,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.1,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
08.03.2020 23:00,-11.9,693.5,772.3,,61,Wind blowing from the north-east,2,,11,, ,,,-11.9,-2.3,,,,,,30.0,-17.9,No precipitation,6,,,,
08.03.2020 20:00,-8.4,692.2,770.7,1.8,64,Wind blowing from the north-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-0.4,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
08.03.2020 17:00,-4.6,690.4,768.1,,55,Wind blowing from the north,4,,11,90  or more  but not 100%, ,,,-8.6,1.9,,,,,,30.0,-12.3,No precipitation,6,,,,
08.03.2020 14:00,-3.5,689.0,766.2,0.8,63,Wind blowing from the north,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
08.03.2020 11:00,-4.9,688.2,764.9,,61,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%, ,,,-8.6,3.6,,,,,,30.0,-11.3,No precipitation,6,,,,
08.03.2020 08:00,-7.8,686.2,762.9,,74,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.6,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
08.03.2020 05:00,-7.2,684.1,760.0,,83,Wind blowing from the north-northeast,5,,11,, ,,,-12.1,3.6,,,,,,30.0,-9.7,No precipitation,6,,,,
08.03.2020 02:00,-6.2,683.3,759.0,-0.3,80,Wind blowing from the north-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,3.6,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
07.03.2020 23:00,-2.3,683.6,759.4,,70,Wind blowing from the north-northeast,1,,13,, ,,,-12.4,3.6,,,,,,30.0,-7.0,No precipitation,6,,,,
07.03.2020 20:00,-0.7,683.8,760.4,,70,Wind blowing from the south-west,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,3.6,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
07.03.2020 17:00,1.9,683.5,760.0,,61,Wind blowing from the south-west,5,,13,90  or more  but not 100%, ,,,-12.4,3.6,,,,,,30.0,-5.0,No precipitation,6,,,,
07.03.2020 14:00,2.4,684.5,761.1,-2.1,51,Wind blowing from the south-west,7,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,2.4,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
07.03.2020 11:00,-2.6,686.6,764.1,,58,Wind blowing from the south-west,6,,,20–30%., ,,,-12.4,-2.6,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,6,,,,
07.03.2020 08:00,-9.6,687.2,765.2,0.3,71,Wind blowing from the south-west,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.8,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
07.03.2020 05:00,-10.9,686.9,764.5,,78,Wind blowing from the west-southwest,5,,7,, ,,,-15.1,-2.8,,,,,,30.0,-14.0,No precipitation,6,,,,
07.03.2020 02:00,-11.5,687.3,765.1,-0.5,82,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.8,,,2500 or more  or no clouds.,,,27.0,-14.0,No precipitation,12,,,,
06.03.2020 23:00,-11.0,687.8,766.1,,74,Calm  no wind,0,,,, ,,,-15.1,-2.8,,,,,,20.0,-14.7,No precipitation,6,,,,
06.03.2020 20:00,-7.1,687.5,766.1,1.3,61,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.8,,,,,,30.0,-13.5,No precipitation,12,,,,
06.03.2020 17:00,-3.3,686.2,764.3,,43,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-15.1,-0.5,,,,,,30.0,-14.1,No precipitation,6,,,,
06.03.2020 14:00,-3.6,685.4,763.3,-0.2,60,Wind blowing from the west-northwest,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-0.3,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
06.03.2020 11:00,-7.0,685.6,763.6,,64,Wind blowing from the north,2,,6,no clouds, ,,,-15.1,-0.3,,,,,,30.0,-12.8,No precipitation,6,,,,
06.03.2020 08:00,-13.0,685.4,763.3,,79,Wind blowing from the north-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-0.3,,,2500 or more  or no clouds.,,,24.0,-15.9,No precipitation,12,,,,
06.03.2020 05:00,-14.2,683.9,761.2,,82,Wind blowing from the east-northeast,0,,6,, ,,,-14.5,-0.3,,,,,,18.0,-16.7,No precipitation,6,,,,
06.03.2020 02:00,-13.1,682.9,760.4,0.2,80,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-0.3,,,2500 or more  or no clouds.,,,18.0,-15.8,No precipitation,12,,,,
05.03.2020 23:00,-10.3,682.7,760.2,,77,Wind blowing from the north-east,1,,11,, ,,,-14.3,-0.3,,,,,,15.0,-13.6,No precipitation,6,,,,
05.03.2020 20:00,-3.8,682.9,760.2,,62,Wind blowing from the east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-0.3,,,2500 or more  or no clouds.,,,22.0,-10.0,No precipitation,12,,,,
05.03.2020 17:00,-0.5,683.1,760.3,,54,Wind blowing from the south-southwest,3,,11,no clouds, ,,,-14.3,-0.3,,,,,,30.0,-8.7,No precipitation,6,,,,
05.03.2020 14:00,-3.0,684.2,761.9,-2.3,57,Wind blowing from the south-west,7,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.0,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
05.03.2020 11:00,-6.3,686.5,764.6,,53,Wind blowing from the south-west,6,,10,no clouds, ,,,-14.3,-6.3,,,,,,30.0,-14.3,No precipitation,6,,,,
05.03.2020 08:00,-11.1,687.4,766.3,,59,Wind blowing from the south-west,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.7,,,2500 or more  or no clouds.,,,26.0,-17.7,No precipitation,12,,,,
05.03.2020 05:00,-13.6,688.6,767.3,,66,Wind blowing from the south-west,2,,10,, ,,,-18.8,-6.7,,,,,,30.0,-18.6,No precipitation,6,,,,
05.03.2020 02:00,-13.6,690.1,769.3,,70,Wind blowing from the west-southwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.7,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
04.03.2020 23:00,-11.5,691.3,771.1,,67,Wind blowing from the south-west,6,,10,, ,,,-18.8,-6.7,,,,,,30.0,-16.4,No precipitation,6,,,,
04.03.2020 20:00,-11.0,692.8,773.4,-0.6,71,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.7,,,,,,30.0,-15.2,No precipitation,12,,,,
04.03.2020 17:00,-6.7,693.4,773.1,,70,Wind blowing from the south-west,4,,10,no clouds, ,,,-18.8,-6.7,,,,,,30.0,-11.4,No precipitation,6,,,,
04.03.2020 14:00,-8.1,694.8,774.3,-1.7,65,Wind blowing from the south-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.1,,,,,,30.0,-13.5,No precipitation,12,,,,
04.03.2020 11:00,-13.2,696.5,777.1,,68,Wind blowing from the south-west,4,,7,no clouds, ,,,-18.8,-8.8,,,,,,30.0,-17.9,No precipitation,6,,,,
04.03.2020 08:00,-17.5,697.0,778.3,0.1,76,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.8,,,,,,23.0,-20.7,No precipitation,12,,,,
04.03.2020 05:00,-16.3,696.9,777.5,,82,Calm  no wind,0,,,, ,,,-16.3,-8.8,,,,,,30.0,-18.7,No precipitation,6,,,,
04.03.2020 02:00,-12.3,696.8,776.8,0.0,79,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.8,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
